date_obj,Grey%20hat price
2016-04-27,1128
2016-04-28,1128
2016-04-29,1128
2016-04-30,1128
2016-05-01,1128
2016-05-02,1128
2016-05-03,1133
2016-05-04,1133
2016-05-05,1133
2016-05-06,1133
2016-05-07,1133
2016-05-08,1133
2016-05-09,1133
2016-05-10,1114
2016-05-11,1114
2016-05-12,1114
2016-05-13,1114
2016-05-14,1114
2016-05-15,1114
2016-05-16,1096
2016-05-17,1096
2016-05-18,1096
2016-05-19,1096
2016-05-22,1095
2016-05-23,1095
2016-05-24,1095
2016-05-25,1095
2016-05-26,1095
2016-05-27,1104
2016-05-28,1104
2016-05-29,1104
2016-05-30,1104
2016-05-31,1104
2016-06-01,1110
2016-06-02,1110
2016-06-03,1110
2016-06-04,1110
2016-06-05,1110
2016-06-06,1110
2016-06-07,1120
2016-06-08,1120
2016-06-09,1120
2016-06-10,1120
2016-06-11,1120
2016-06-12,1126
2016-06-13,1126
2016-06-14,1126
2016-06-15,1126
2016-06-16,1126
2016-06-17,1117
2016-06-18,1117
2016-06-19,1117
2016-06-20,1117
2016-06-21,1117
2016-06-22,1132
2016-06-23,1132
2016-06-24,1132
2016-06-25,1132
2016-06-26,1132
2016-06-27,1132
2016-06-28,1132
2016-06-29,1134
2016-06-30,1134
2016-07-01,1134
2016-07-02,1134
2016-07-03,1134
2016-07-04,1137
2016-07-05,1137
2016-07-06,1137
2016-07-07,1137
2016-07-08,1137
2016-07-09,1137
2016-07-10,1163
2016-07-11,1163
2016-07-12,1163
2016-07-13,1163
2016-07-14,1163
2016-07-15,1163
2016-07-16,1152
2016-07-17,1152
2016-07-18,1152
2016-07-23,1180
2016-07-24,1180
2016-07-25,1180
2016-07-26,1180
2016-07-27,1180
2016-07-28,1204
2016-07-29,1204
2016-07-30,1204
2016-07-31,1204
2016-08-01,1204
2016-08-02,1204
2016-08-03,1236
2016-08-04,1236
2016-08-05,1236
2016-08-06,1236
2016-08-07,1236
2016-08-08,1236
2016-08-09,1235
2016-08-10,1235
2016-08-11,1235
2016-08-12,1235
2016-08-13,1235
2016-08-14,1235
2016-08-15,1235
2016-08-16,1233
2016-08-17,1233
2016-08-18,1233
2016-08-19,1233
2016-08-20,1233
2016-08-21,1233
2016-08-22,1233
2016-08-23,1233
2016-08-24,1226
2016-08-25,1226
2016-08-26,1226
2016-08-28,1226
2016-08-31,1246
2016-09-01,1246
2016-09-02,1246
2016-09-03,1246
2016-09-04,1246
2016-09-05,1246
2016-09-06,1246
2016-09-07,1296
2016-09-08,1296
2016-09-09,1296
2016-09-10,1296
2016-09-11,1296
2016-09-12,1296
2016-09-13,1321
2016-09-14,1321
2016-09-15,1321
2016-09-16,1321
2016-09-17,1321
2016-09-18,1321
2016-09-19,1321
2016-09-20,1321
2016-09-21,1320
2016-09-22,1320
2016-09-23,1320
2016-09-24,1320
2016-09-25,1320
2016-09-26,1320
2016-09-27,1320
2016-09-28,1320
2016-09-29,1356
2016-09-30,1356
2016-10-01,1356
2016-10-02,1356
2016-10-03,1356
2016-10-04,1356
2016-10-05,1356
2016-10-06,1377
2016-10-07,1377
2016-10-08,1377
2016-10-09,1377
2016-10-10,1377
2016-10-11,1377
2016-10-12,1377
2016-10-13,1377
2016-10-14,1375
2016-10-15,1375
2016-10-16,1375
2016-10-17,1375
2016-10-18,1375
2016-10-19,1375
2016-10-20,1375
2016-10-21,1413
2016-10-22,1413
2016-10-23,1413
2016-10-24,1413
2016-10-25,1413
2016-10-26,1413
2016-10-27,1413
2016-10-28,1413
2016-10-29,1405
2016-10-30,1405
2016-10-31,1405
2016-11-01,1405
2016-11-02,1405
2016-11-03,1405
2016-11-04,1405
2016-11-05,1405
2016-11-06,1406
2016-11-07,1406
2016-11-08,1406
2016-11-09,1406
2016-11-10,1406
2016-11-11,1406
2016-11-12,1406
2016-11-13,1423
2016-11-14,1423
2016-11-15,1423
2016-12-07,1429
2016-12-08,1429
2016-12-09,1429
2016-12-10,1429
2016-12-11,1429
2016-12-12,1429
2016-12-13,1383
2016-12-14,1383
2016-12-15,1383
2016-12-16,1383
2016-12-17,1383
2016-12-18,1383
2016-12-19,1383
2016-12-20,1348
2016-12-21,1348
2016-12-22,1348
2016-12-23,1348
2016-12-24,1348
2016-12-25,1348
2016-12-26,1348
2016-12-27,1348
2016-12-28,1303
2016-12-29,1303
2016-12-30,1303
2016-12-31,1303
2017-01-01,1303
2017-01-02,1303
2017-01-03,1240
2017-01-04,1240
2017-01-05,1240
2017-01-06,1240
2017-01-07,1240
2017-01-08,1240
2017-01-09,1240
2017-01-10,1186
2017-01-11,1186
2017-01-12,1186
2017-01-13,1186
2017-01-14,1186
2017-01-15,1186
2017-01-16,1158
2017-01-17,1158
2017-01-18,1158
2017-01-19,1158
2017-01-20,1158
2017-01-21,1158
2017-01-22,1159
2017-01-23,1159
2017-01-27,1159
2017-01-28,1140
2017-01-29,1140
2017-01-30,1140
2017-01-31,1140
2017-02-01,1140
2017-02-02,1140
2017-02-03,1159
2017-02-04,1159
2017-02-05,1159
2017-02-06,1159
2017-02-07,1159
2017-02-08,1159
2017-02-09,1147
2017-02-10,1147
2017-02-11,1147
2017-02-12,1147
2017-02-13,1147
2017-02-14,1141
2017-02-15,1141
2017-02-16,1141
2017-02-18,1141
2017-02-19,1141
2017-02-20,1107
2017-02-21,1107
2017-02-22,1107
2017-02-23,1107
2017-02-24,1107
2017-02-25,1107
2017-02-26,1107
2017-02-27,1097
2017-02-28,1097
2017-03-01,1097
2017-03-02,1097
2017-03-03,1097
2017-03-04,1097
2017-03-05,1063
2017-03-06,1063
2017-03-07,1063
2017-03-08,1063
2017-03-09,1063
2017-03-10,1063
2017-03-11,1087
2017-03-12,1087
2017-03-13,1087
2017-03-14,1087
2017-03-15,1087
2017-03-16,1087
2017-03-17,1140
2017-03-18,1140
2017-03-19,1140
2017-03-20,1140
2017-03-21,1140
2017-03-22,1140
2017-03-23,1167
2017-03-24,1167
2017-03-25,1167
2017-03-26,1167
2017-03-27,1167
2017-03-28,1167
2017-03-29,1151
2017-03-30,1151
2017-03-31,1151
2017-04-01,1151
2017-04-02,1151
2017-04-03,1151
2017-04-04,1151
2017-04-12,1181
2017-04-13,1181
2017-04-14,1181
2017-04-15,1181
2017-04-16,1181
2017-04-17,1189
2017-04-18,1189
2017-04-19,1189
2017-04-20,1189
2017-04-21,1189
2017-04-22,1189
2017-04-23,1189
2017-04-24,1142
2017-04-25,1142
2017-04-26,1142
2017-04-27,1142
2017-04-28,1142
2017-04-29,1165
2017-04-30,1165
2017-05-01,1165
2017-05-02,1165
2017-05-03,1165
2017-05-04,1200
2017-05-05,1200
2017-05-06,1200
2017-05-07,1200
2017-05-08,1200
2017-05-09,1228
2017-05-10,1228
2017-05-11,1228
2017-05-12,1228
2017-05-13,1228
2017-05-14,1228
2017-05-15,1228
2017-05-16,1261
2017-05-17,1261
2017-05-18,1261
2017-05-19,1261
2017-05-20,1261
2017-05-21,1261
2017-05-22,1287
2017-05-23,1287
2017-05-24,1287
2017-05-25,1287
2017-05-26,1287
2017-05-27,1287
2017-05-28,1287
2017-05-29,1262
2017-05-30,1262
2017-05-31,1262
2017-06-01,1262
2017-06-02,1262
2017-06-03,1262
2017-06-04,1243
2017-06-05,1243
2017-06-06,1243
2017-06-07,1243
2017-06-08,1243
2017-06-09,1188
2017-06-10,1188
2017-06-11,1188
2017-06-12,1188
2017-06-13,1151
2017-06-14,1151
2017-06-15,1151
2017-06-16,1151
2017-06-17,1151
2017-06-18,1151
2017-06-19,1155
2017-06-20,1155
2017-06-21,1155
2017-06-22,1155
2017-06-23,1155
2017-06-24,1156
2017-06-25,1156
2017-06-26,1156
2017-06-27,1156
2017-06-28,1156
2017-06-29,1132
2017-06-30,1132
2017-07-01,1132
2017-07-02,1132
2017-07-03,1132
2017-07-04,1132
2017-07-05,1132
2017-07-06,1138
2017-07-07,1138
2017-07-08,1138
2017-07-13,1143
2017-07-14,1143
2017-07-15,1143
2017-07-16,1143
2017-07-17,1098
2017-07-18,1098
2017-07-19,1098
2017-07-20,1098
2017-07-21,1098
2017-07-22,1098
2017-07-23,1098
2017-07-24,1098
2017-07-25,1098
2017-07-26,1098
2017-07-27,1114
2017-07-28,1114
2017-07-29,1114
2017-07-30,1114
2017-07-31,1114
2017-08-01,1106
2017-08-02,1106
2017-08-03,1106
2017-08-04,1106
2017-08-05,1106
2017-08-06,1089
2017-08-09,1089
2017-08-10,1089
2017-08-11,1090
2017-08-12,1090
2017-08-13,1090
2017-08-14,1090
2017-08-15,1090
2017-08-16,1095
2017-08-17,1095
2017-08-18,1095
2017-08-19,1095
2017-08-20,1095
2017-08-21,1107
2017-08-22,1107
2017-08-23,1107
2017-08-24,1107
2017-08-25,1107
2017-08-26,1122
2017-08-27,1122
2017-08-28,1122
2017-08-29,1122
2017-08-30,1122
2017-08-31,1122
2017-09-01,1149
2017-09-02,1149
2017-09-03,1149
2017-09-04,1149
2017-09-05,1186
2017-09-06,1186
2017-09-07,1186
2017-09-08,1186
2017-09-09,1186
2017-09-10,1179
2017-09-11,1179
2017-09-12,1179
2017-09-13,1179
2017-09-14,1179
2017-09-15,1179
2017-09-16,1135
2017-09-17,1135
2017-09-18,1135
2017-09-19,1135
2017-09-20,1145
2017-09-21,1145
2017-09-22,1145
2017-09-23,1145
2017-09-24,1145
2017-09-25,1133
2017-09-26,1133
2017-09-27,1133
2017-09-28,1133
2017-09-29,1133
2017-09-30,1133
2017-10-01,1107
2017-10-02,1107
2017-10-03,1107
2017-10-04,1107
2017-10-05,1107
2017-10-06,1107
2017-10-07,1084
2017-10-08,1084
2017-10-09,1084
2017-10-10,1084
2017-10-11,1084
2017-10-12,1047
2017-10-13,1047
2017-10-14,1047
2017-10-15,1047
2017-10-16,1047
2017-10-17,1047
2017-10-18,1029
2017-10-19,1029
2017-10-20,1029
2017-10-21,1029
2017-10-22,1029
2017-10-23,995
2017-10-24,995
2017-10-25,995
2017-10-26,995
2017-10-27,995
2017-10-28,995
2017-10-29,1025
2017-10-30,1025
2017-10-31,1025
2017-11-01,1025
2017-11-02,1025
2017-11-03,1014
2017-11-04,1014
2017-11-05,1014
2017-11-06,1014
2017-11-07,1014
2017-11-08,993
2017-11-09,993
2017-11-10,993
2017-11-11,993
2017-11-12,993
2017-11-13,978
2017-11-14,978
2017-11-15,978
2017-11-16,978
2017-11-17,978
2017-11-18,978
2017-11-19,1005
2017-11-20,1005
2017-11-21,1005
2017-11-22,1005
2017-11-23,1005
2017-11-24,1016
2017-11-25,1016
2017-11-26,1016
2017-11-27,1016
2017-11-28,1026
2017-11-29,1026
2017-11-30,1026
2017-12-01,1026
2017-12-02,1026
2017-12-03,1054
2017-12-04,1054
2017-12-05,1054
2017-12-06,1054
2017-12-07,1054
2017-12-08,1023
2017-12-09,1023
2017-12-10,1023
2017-12-11,1023
2017-12-12,1023
2017-12-13,1025
2017-12-14,1025
2017-12-15,1025
2017-12-16,1025
2017-12-17,1025
2017-12-18,998
2017-12-19,998
2017-12-20,998
2017-12-21,998
2017-12-22,998
2017-12-23,996
2017-12-24,996
2017-12-25,996
2017-12-26,996
2017-12-27,996
2017-12-28,996
2017-12-29,1032
2017-12-30,1032
2017-12-31,1032
2018-01-01,1032
2018-01-02,1032
2018-01-03,1024
2018-01-04,1024
2018-01-05,1024
2018-01-06,1024
2018-01-07,1024
2018-01-08,1030
2018-01-09,1030
2018-01-10,1030
2018-01-11,1030
2018-01-12,1030
2018-01-13,1032
2018-01-14,1032
2018-01-15,1032
2018-01-16,1032
2018-01-17,1032
2018-01-18,1070
2018-01-19,1070
2018-01-20,1070
2018-01-21,1070
2018-01-22,1070
2018-01-23,1071
2018-01-25,1071
2018-01-26,1059
2018-01-27,1059
2018-01-28,1024
2018-01-29,1024
2018-01-30,1024
2018-01-31,1065
2018-02-01,1065
2018-02-02,1065
2018-02-03,1108
2018-02-04,1108
2018-02-05,1108
2018-02-06,1115
2018-02-07,1115
2018-02-08,1115
2018-02-09,1099
2018-02-10,1099
2018-02-11,1083
2018-02-12,1083
2018-02-13,1061
2018-02-14,1061
2018-02-15,1074
2018-02-16,1074
2018-02-17,1121
2018-02-18,1121
2018-02-19,1141
2018-02-20,1141
2018-02-21,1157
2018-02-22,1157
2018-02-23,1157
2018-02-24,1178
2018-02-25,1178
2018-02-26,1191
2018-02-27,1191
2018-02-28,1191
2018-03-01,1166
2018-03-02,1166
2018-03-03,1189
2018-03-04,1189
2018-03-05,1189
2018-03-06,1141
2018-03-07,1141
2018-03-08,1141
2018-03-09,1180
2018-03-10,1180
2018-03-11,1180
2018-03-12,1191
2018-03-13,1191
2018-03-14,1191
2018-03-15,1203
2018-03-16,1203
2018-03-17,1215
2018-03-18,1215
2018-03-19,1215
2018-03-20,1197
2018-03-21,1197
2018-03-23,1197
2018-03-24,1171
2018-03-25,1171
2018-03-26,1171
2018-03-27,1188
2018-03-28,1188
2018-03-29,1188
2018-03-30,1200
2018-03-31,1200
2018-04-01,1200
2018-04-02,1229
2018-04-03,1229
2018-04-04,1229
2018-04-05,1216
2018-04-06,1216
2018-04-07,1216
2018-04-08,1234
2018-04-09,1234
2018-04-10,1234
2018-04-11,1228
2018-04-12,1228
2018-04-13,1228
2018-04-14,1252
2018-04-15,1252
2018-04-16,1248
2018-04-17,1248
2018-04-18,1248
2018-04-19,1220
2018-04-20,1220
2018-04-21,1220
2018-04-22,1185
2018-04-23,1185
2018-04-24,1185
2018-04-25,1142
2018-04-26,1142
2018-04-27,1142
2018-04-28,1176
2018-04-29,1176
2018-04-30,1176
2018-05-01,1210
2018-05-03,1210
2018-05-04,1210
2018-05-05,1231
2018-05-06,1231
2018-05-07,1231
2018-05-08,1231
2018-05-09,1214
2018-05-10,1214
2018-05-11,1214
2018-05-12,1178
2018-05-13,1178
2018-05-14,1178
2018-05-15,1178
2018-05-16,1176
2018-05-17,1176
2018-05-18,1176
2018-05-19,1155
2018-05-20,1155
2018-05-21,1155
2018-05-22,1155
2018-05-23,1176
2018-05-24,1176
2018-05-25,1176
2018-05-26,1214
2018-05-27,1214
2018-05-28,1214
2018-05-29,1228
2018-05-30,1228
2018-05-31,1228
2018-06-01,1248
2018-06-02,1248
2018-06-03,1290
2018-06-04,1290
2018-06-05,1290
2018-06-06,1277
2018-06-07,1277
2018-06-08,1277
2018-06-09,1288
2018-06-10,1288
2018-06-11,1288
2018-06-12,1298
2018-06-13,1298
2018-06-14,1298
2018-06-15,1283
2018-06-16,1283
2018-06-17,1283
2018-06-18,1298
2018-06-19,1298
2018-06-20,1298
2018-06-21,1292
2018-06-22,1292
2018-06-23,1292
2018-06-24,1266
2018-06-25,1266
2018-06-26,1266
2018-06-27,1230
2018-06-28,1230
2018-06-29,1230
2018-06-30,1222
2018-07-01,1222
2018-07-02,1222
2018-07-03,1243
2018-07-04,1243
2018-07-05,1243
2018-07-06,1260
2018-07-07,1260
2018-07-08,1260
2018-07-09,1281
2018-07-10,1281
2018-07-11,1281
2018-07-12,1281
2018-07-13,1281
2018-07-14,1297
2018-07-15,1297
2018-07-16,1297
2018-07-17,1236
2018-07-18,1236
2018-07-19,1236
2018-07-20,1243
2018-07-21,1243
2018-07-22,1229
2018-07-23,1229
2018-07-24,1254
2018-07-25,1254
2018-07-26,1254
2018-07-27,1227
2018-07-28,1227
2018-07-29,1266
2018-07-30,1266
2018-07-31,1281
2018-08-01,1281
2018-08-02,1281
2018-08-03,1301
2018-08-04,1301
2018-08-05,1337
2018-08-06,1337
2018-08-07,1337
2018-08-08,1309
2018-08-09,1309
2018-08-10,1309
2018-08-11,1310
2018-08-12,1310
2018-08-14,1319
2018-08-16,1267
2018-08-17,1241
2018-08-18,1241
2018-08-19,1256
2018-08-20,1256
2018-08-21,1245
2018-08-22,1245
2018-08-23,1251
2018-08-24,1251
2018-08-25,1294
2018-08-26,1294
2018-08-27,1258
2018-08-28,1258
2018-08-29,1195
2018-08-30,1195
2018-08-31,1151
2018-09-01,1151
2018-09-02,1146
2018-09-03,1146
2018-09-04,1195
2018-09-05,1195
2018-09-06,1223
2018-09-07,1223
2018-09-08,1242
2018-09-09,1242
2018-09-10,1200
2018-09-11,1200
2018-09-12,1175
2018-09-13,1175
2018-09-14,1199
2018-09-15,1199
2018-09-16,1216
2018-09-17,1216
2018-09-18,1262
2018-09-19,1262
2018-09-20,1319
2018-09-21,1319
2018-09-22,1362
2018-09-23,1362
2018-09-24,1421
2018-09-25,1421
2018-09-26,1453
2018-09-27,1453
2018-09-28,1433
2018-09-29,1433
2018-09-30,1457
2018-10-01,1457
2018-10-02,1499
2018-10-03,1499
2018-10-04,1526
2018-10-05,1526
2018-10-06,1499
2018-10-07,1499
2018-10-08,1445
2018-10-09,1445
2018-10-10,1378
2018-10-11,1378
2018-10-12,1309
2018-10-13,1309
2018-10-14,1298
2018-10-15,1298
2018-10-16,1274
2018-10-17,1274
2018-10-18,1246
2018-10-19,1246
2018-10-20,1275
2018-10-21,1275
2018-10-22,1253
2018-10-23,1253
2018-10-24,1246
2018-10-25,1246
2018-10-26,1197
2018-10-27,1197
2018-10-28,1172
2018-10-29,1172
2018-10-30,1172
2018-10-31,1173
2018-11-01,1173
2018-11-03,1224
2018-11-04,1224
2018-11-05,1221
2018-11-06,1221
2018-11-07,1217
2018-11-08,1217
2018-11-09,1175
2018-11-10,1175
2018-11-11,1117
2018-11-12,1117
2018-11-13,1070
2018-11-14,1070
2018-11-15,1035
2018-11-16,1035
2018-11-17,1043
2018-11-18,1043
2018-11-19,1056
2018-11-20,1004
2018-11-21,1004
2018-11-22,984
2018-11-23,984
2018-11-24,991
2018-11-25,974
2018-11-26,974
2018-11-27,956
2018-11-28,956
2018-11-29,924
2018-12-01,950
2018-12-02,950
2018-12-03,936
2018-12-04,936
2018-12-05,936
2018-12-07,919
2018-12-09,958
2018-12-10,980
2018-12-11,980
2018-12-12,996
2018-12-13,996
2018-12-14,1029
2018-12-15,1029
2018-12-16,1023
2018-12-17,1023
2018-12-18,1075
2018-12-19,1075
2018-12-20,1117
2018-12-21,1117
2018-12-22,1104
2018-12-23,1104
2018-12-24,1104
2018-12-25,1145
2018-12-26,1145
2018-12-27,1130
2018-12-28,1130
2018-12-29,1147
2018-12-30,1147
2018-12-31,1175
2019-01-01,1175
2019-01-02,1212
2019-01-03,1212
2019-01-04,1242
2019-01-05,1288
2019-01-06,1312
2019-01-08,1264
2019-01-10,1223
2019-01-11,1223
2019-01-12,1183
2019-01-13,1159
2019-01-14,1104
2019-01-15,1051
2019-01-16,1021
2019-01-17,1021
2019-01-18,1053
2019-01-19,1086
2019-01-20,1100
2019-01-21,1100
2019-01-22,1055
2019-01-23,1006
2019-01-24,1006
2019-01-25,966
2019-01-26,966
2019-01-27,935
2019-01-28,935
2019-01-29,912
2019-01-30,912
2019-01-31,909
2019-02-01,876
2019-02-02,876
2019-02-03,840
2019-02-04,840
2019-02-05,848
2019-02-06,848
2019-02-07,874
2019-02-08,874
2019-02-09,879
2019-02-10,879
2019-02-11,835
2019-02-12,835
2019-02-13,831
2019-02-14,831
2019-02-15,865
2019-02-16,865
2019-02-17,909
2019-02-18,909
2019-02-19,955
2019-02-20,955
2019-02-21,986
2019-02-22,986
2019-02-23,975
2019-02-24,1007
2019-02-25,1007
2019-02-26,987
2019-02-27,987
2019-02-28,987
2019-03-01,1017
2019-03-02,1017
2019-03-03,1032
2019-03-04,987
2019-03-05,971
2019-03-06,983
2019-03-07,983
2019-03-08,983
2019-03-09,1012
2019-03-10,1012
2019-03-11,1012
2019-03-12,998
2019-03-13,998
2019-03-14,999
2019-03-15,999
2019-03-16,1006
2019-03-17,985
2019-03-18,985
2019-03-19,985
2019-03-20,1016
2019-03-21,1016
2019-03-22,1029
2019-03-23,981
2019-03-24,981
2019-03-25,942
2019-03-26,942
2019-03-27,942
2019-03-28,953
2019-03-29,953
