date_obj,Magic%20comp%20bow price
2016-05-24,1348
2016-05-25,1361
2016-05-26,1363
2016-05-27,1316
2016-05-28,1325
2016-05-29,1359
2016-05-30,1412
2016-05-31,1392
2016-06-01,1340
2016-06-02,1364
2016-06-03,1402
2016-06-04,1440
2016-06-05,1440
2016-06-06,1428
2016-06-07,1394
2016-06-08,1392
2016-06-09,1377
2016-06-10,1350
2016-06-11,1333
2016-06-12,1329
2016-06-13,1339
2016-06-14,1315
2016-06-15,1289
2016-06-16,1247
2016-06-17,1240
2016-06-18,1257
2016-06-19,1237
2016-06-20,1233
2016-06-21,1251
2016-06-22,1259
2016-06-23,1268
2016-06-24,1257
2016-06-25,1261
2016-06-26,1249
2016-06-27,1257
2016-06-28,1292
2016-06-29,1298
2016-06-30,1308
2016-07-01,1303
2016-07-02,1294
2016-07-03,1288
2016-07-04,1311
2016-07-05,1289
2016-07-06,1279
2016-07-07,1276
2016-07-08,1298
2016-07-09,1287
2016-07-10,1286
2016-07-11,1328
2016-07-12,1336
2016-07-13,1313
2016-07-14,1346
2016-07-15,1371
2016-07-16,1374
2016-07-17,1318
2016-07-18,1285
2016-07-23,1285
2016-07-24,1275
2016-07-25,1283
2016-07-26,1278
2016-07-27,1293
2016-07-28,1297
2016-07-29,1289
2016-07-30,1302
2016-07-31,1300
2016-08-01,1291
2016-08-02,1302
2016-08-03,1303
2016-08-04,1331
2016-08-05,1368
2016-08-06,1392
2016-08-07,1353
2016-08-08,1346
2016-08-09,1292
2016-08-10,1265
2016-08-11,1284
2016-08-12,1306
2016-08-13,1296
2016-08-14,1297
2016-08-15,1305
2016-08-16,1297
2016-08-17,1280
2016-08-18,1275
2016-08-19,1280
2016-08-20,1295
2016-08-21,1302
2016-08-22,1302
2016-08-23,1299
2016-08-24,1290
2016-08-25,1295
2016-08-26,1295
2016-08-28,1293
2016-08-31,1300
2016-09-01,1297
2016-09-02,1297
2016-09-03,1304
2016-09-04,1284
2016-09-05,1281
2016-09-06,1288
2016-09-07,1283
2016-09-08,1278
2016-09-09,1259
2016-09-10,1273
2016-09-11,1247
2016-09-12,1251
2016-09-13,1272
2016-09-14,1284
2016-09-15,1279
2016-09-16,1275
2016-09-17,1265
2016-09-18,1259
2016-09-19,1254
2016-09-20,1229
2016-09-21,1233
2016-09-22,1245
2016-09-23,1250
2016-09-24,1250
2016-09-25,1248
2016-09-26,1256
2016-09-27,1245
2016-09-28,1249
2016-09-29,1256
2016-09-30,1260
2016-10-01,1244
2016-10-02,1253
2016-10-03,1266
2016-10-04,1211
2016-10-05,1232
2016-10-06,1257
2016-10-07,1241
2016-10-08,1257
2016-10-09,1265
2016-10-10,1273
2016-10-11,1268
2016-10-12,1259
2016-10-13,1272
2016-10-14,1261
2016-10-15,1257
2016-10-16,1213
2016-10-17,1252
2016-10-18,1308
2016-10-19,1326
2016-10-20,1340
2016-10-21,1332
2016-10-22,1339
2016-10-23,1300
2016-10-24,1315
2016-10-25,1315
2016-10-26,1306
2016-10-27,1300
2016-10-28,1301
2016-10-29,1300
2016-10-30,1283
2016-10-31,1300
2016-11-01,1300
2016-11-02,1307
2016-11-03,1310
2016-11-04,1319
2016-11-05,1319
2016-11-06,1316
2016-11-07,1335
2016-11-08,1312
2016-11-09,1272
2016-11-10,1261
2016-11-11,1286
2016-11-12,1290
2016-11-13,1288
2016-11-14,1291
2016-12-07,1274
2016-12-08,1278
2016-12-09,1285
2016-12-10,1284
2016-12-11,1280
2016-12-12,1260
2016-12-13,1293
2016-12-14,1280
2016-12-15,1273
2016-12-16,1256
2016-12-17,1295
2016-12-18,1286
2016-12-19,1283
2016-12-20,1271
2016-12-21,1274
2016-12-22,1272
2016-12-23,1280
2016-12-24,1273
2016-12-25,1285
2016-12-26,1275
2016-12-27,1280
2016-12-28,1275
2016-12-29,1291
2016-12-30,1292
2016-12-31,1295
2017-01-01,1289
2017-01-02,1303
2017-01-03,1300
2017-01-04,1280
2017-01-05,1275
2017-01-06,1275
2017-01-07,1280
2017-01-08,1259
2017-01-09,1267
2017-01-10,1261
2017-01-11,1273
2017-01-12,1258
2017-01-13,1286
2017-01-14,1283
2017-01-15,1279
2017-01-16,1284
2017-01-17,1302
2017-01-18,1296
2017-01-19,1291
2017-01-20,1303
2017-01-21,1304
2017-01-22,1306
2017-01-27,1278
2017-01-28,1273
2017-01-29,1278
2017-01-30,1276
2017-01-31,1278
2017-02-01,1255
2017-02-02,1292
2017-02-03,1292
2017-02-04,1294
2017-02-05,1292
2017-02-06,1270
2017-02-07,1277
2017-02-08,1286
2017-02-09,1300
2017-02-10,1296
2017-02-11,1295
2017-02-12,1301
2017-02-13,1305
2017-02-14,1308
2017-02-15,1298
2017-02-16,1309
2017-02-18,1306
2017-02-19,1293
2017-02-20,1296
2017-02-21,1316
2017-02-22,1346
2017-02-23,1321
2017-02-24,1305
2017-02-25,1303
2017-02-26,1301
2017-02-27,1298
2017-02-28,1304
2017-03-01,1315
2017-03-02,1301
2017-03-03,1301
2017-03-04,1306
2017-03-05,1310
2017-03-06,1313
2017-03-07,1306
2017-03-08,1314
2017-03-09,1309
2017-03-10,1311
2017-03-11,1326
2017-03-12,1329
2017-03-13,1322
2017-03-14,1324
2017-03-15,1310
2017-03-16,1323
2017-03-17,1313
2017-03-18,1298
2017-03-19,1293
2017-03-20,1291
2017-03-21,1301
2017-03-22,1305
2017-03-23,1306
2017-03-24,1304
2017-03-25,1300
2017-03-26,1297
2017-03-27,1300
2017-03-28,1304
2017-03-29,1319
2017-03-30,1319
2017-03-31,1338
2017-04-01,1355
2017-04-02,1327
2017-04-03,1343
2017-04-04,1367
2017-04-12,1399
2017-04-13,1396
2017-04-14,1390
2017-04-15,1407
2017-04-16,1394
2017-04-17,1401
2017-04-18,1426
2017-04-19,1427
2017-04-20,1402
2017-04-21,1428
2017-04-22,1448
2017-04-23,1454
2017-04-24,1463
2017-04-25,1496
2017-04-26,1515
2017-04-27,1511
2017-04-28,1497
2017-04-29,1480
2017-04-30,1489
2017-05-01,1460
2017-05-02,1433
2017-05-03,1391
2017-05-04,1351
2017-05-05,1344
2017-05-06,1343
2017-05-07,1336
2017-05-08,1335
2017-05-09,1348
2017-05-10,1344
2017-05-11,1344
2017-05-12,1355
2017-05-13,1352
2017-05-14,1361
2017-05-15,1376
2017-05-16,1385
2017-05-17,1399
2017-05-18,1380
2017-05-19,1358
2017-05-20,1356
2017-05-21,1345
2017-05-22,1342
2017-05-23,1329
2017-05-24,1333
2017-05-25,1333
2017-05-26,1344
2017-05-27,1349
2017-05-28,1312
2017-05-29,1336
2017-05-30,1330
2017-05-31,1347
2017-06-01,1363
2017-06-02,1365
2017-06-03,1362
2017-06-06,1324
2017-06-07,1327
2017-06-08,1311
2017-06-09,1327
2017-06-10,1334
2017-06-11,1338
2017-06-12,1330
2017-06-13,1299
2017-06-14,1331
2017-06-15,1345
2017-06-16,1353
2017-06-17,1355
2017-06-18,1350
2017-06-19,1350
2017-06-20,1357
2017-06-21,1353
2017-06-22,1383
2017-06-23,1381
2017-06-24,1391
2017-06-25,1353
2017-06-26,1345
2017-06-27,1333
2017-06-28,1360
2017-06-29,1406
2017-06-30,1450
2017-07-01,1458
2017-07-02,1446
2017-07-03,1433
2017-07-04,1449
2017-07-05,1449
2017-07-06,1477
2017-07-07,1491
2017-07-08,1510
2017-07-13,1453
2017-07-14,1461
2017-07-15,1437
2017-07-16,1434
2017-07-17,1416
2017-07-18,1440
2017-07-19,1451
2017-07-20,1474
2017-07-21,1484
2017-07-22,1443
2017-07-23,1482
2017-07-24,1474
2017-07-25,1483
2017-07-26,1523
2017-07-27,1549
2017-07-28,1515
2017-07-29,1498
2017-07-30,1488
2017-07-31,1488
2017-08-01,1482
2017-08-02,1468
2017-08-03,1442
2017-08-04,1411
2017-08-05,1382
2017-08-06,1373
2017-08-09,1329
2017-08-10,1332
2017-08-11,1353
2017-08-12,1340
2017-08-13,1355
2017-08-14,1328
2017-08-15,1261
2017-08-16,1241
2017-08-17,1300
2017-08-18,1330
2017-08-19,1353
2017-08-20,1374
2017-08-21,1397
2017-08-22,1424
2017-08-23,1479
2017-08-24,1530
2017-08-25,1576
2017-08-26,1587
2017-08-27,1616
2017-08-28,1670
2017-08-29,1638
2017-08-30,1665
2017-08-31,1639
2017-09-01,1610
2017-09-02,1595
2017-09-03,1541
2017-09-04,1522
2017-09-05,1491
2017-09-06,1482
2017-09-07,1456
2017-09-08,1414
2017-09-09,1389
2017-09-10,1365
2017-09-11,1354
2017-09-12,1354
2017-09-13,1339
2017-09-14,1369
2017-09-15,1369
2017-09-16,1396
2017-09-17,1415
2017-09-19,1449
2017-09-20,1434
2017-09-21,1362
2017-09-22,1303
2017-09-23,1289
2017-09-24,1299
2017-09-25,1343
2017-09-26,1345
2017-09-27,1324
2017-09-28,1388
2017-09-29,1424
2017-09-30,1427
2017-10-01,1409
2017-10-02,1382
2017-10-03,1394
2017-10-04,1371
2017-10-05,1361
2017-10-06,1378
2017-10-07,1372
2017-10-08,1305
2017-10-09,1365
2017-10-10,1428
2017-10-11,1428
2017-10-12,1500
2017-10-13,1529
2017-10-14,1527
2017-10-15,1527
2017-10-16,1569
2017-10-17,1569
2017-10-18,1578
2017-10-19,1620
2017-10-20,1637
2017-10-21,1629
2017-10-22,1611
2017-10-23,1603
2017-10-24,1605
2017-10-25,1626
2017-10-26,1658
2017-10-27,1663
2017-10-28,1663
2017-10-29,1632
2017-10-30,1617
2017-10-31,1617
2017-11-01,1629
2017-11-02,1694
2017-11-03,1747
2017-11-04,1755
2017-11-05,1768
2017-11-06,1755
2017-11-07,1795
2017-11-08,1833
2017-11-09,1868
2017-11-10,1863
2017-11-11,1839
2017-11-12,1809
2017-11-13,1718
2017-11-14,1632
2017-11-15,1563
2017-11-16,1484
2017-11-17,1418
2017-11-18,1377
2017-11-19,1352
2017-11-20,1314
2017-11-21,1296
2017-11-22,1287
2017-11-23,1285
2017-11-24,1308
2017-11-25,1311
2017-11-26,1307
2017-11-27,1309
2017-11-28,1327
2017-11-29,1352
2017-11-30,1388
2017-12-01,1410
2017-12-02,1449
2017-12-03,1476
2017-12-04,1495
2017-12-05,1526
2017-12-06,1482
2017-12-07,1466
2017-12-08,1460
2017-12-09,1442
2017-12-10,1401
2017-12-11,1360
2017-12-12,1371
2017-12-14,1371
2017-12-15,1384
2017-12-16,1403
2017-12-17,1400
2017-12-18,1408
2017-12-19,1412
2017-12-20,1429
2017-12-21,1456
2017-12-22,1451
2017-12-23,1451
2017-12-24,1445
2017-12-25,1471
2017-12-26,1514
2017-12-27,1550
2017-12-28,1565
2017-12-29,1597
2017-12-30,1635
2017-12-31,1676
2018-01-01,1691
2018-01-02,1705
2018-01-03,1723
2018-01-04,1685
2018-01-05,1678
2018-01-06,1657
2018-01-07,1614
2018-01-08,1589
2018-01-09,1549
2018-01-10,1511
2018-01-11,1475
2018-01-12,1447
2018-01-13,1459
2018-01-14,1458
2018-01-15,1496
2018-01-16,1536
2018-01-17,1535
2018-01-18,1519
2018-01-19,1519
2018-01-20,1483
2018-01-21,1442
2018-01-22,1422
2018-01-23,1399
2018-01-25,1393
2018-01-26,1376
2018-01-27,1355
2018-01-28,1340
2018-01-29,1326
2018-01-31,1346
2018-02-01,1386
2018-02-02,1394
2018-02-03,1371
2018-02-04,1302
2018-02-05,1293
2018-02-06,1342
2018-02-07,1374
2018-02-08,1408
2018-02-09,1460
2018-02-10,1445
2018-02-11,1460
2018-02-12,1497
2018-02-13,1513
2018-02-14,1522
2018-02-15,1550
2018-02-16,1565
2018-02-17,1524
2018-02-18,1530
2018-02-19,1523
2018-02-20,1540
2018-02-21,1550
2018-02-22,1562
2018-02-23,1552
2018-02-24,1575
2018-02-25,1561
2018-02-26,1569
2018-02-27,1573
2018-02-28,1610
2018-03-01,1614
2018-03-02,1605
2018-03-03,1595
2018-03-04,1595
2018-03-05,1592
2018-03-06,1619
2018-03-07,1628
2018-03-08,1567
2018-03-09,1574
2018-03-10,1572
2018-03-11,1570
2018-03-12,1570
2018-03-13,1593
2018-03-14,1603
2018-03-15,1612
2018-03-16,1627
2018-03-17,1638
2018-03-18,1624
2018-03-19,1618
2018-03-20,1626
2018-03-21,1634
2018-03-23,1684
2018-03-24,1704
2018-03-26,1755
2018-03-27,1788
2018-03-28,1739
2018-03-29,1708
2018-03-30,1679
2018-03-31,1639
2018-04-01,1627
2018-04-02,1555
2018-04-03,1599
2018-04-04,1634
2018-04-05,1634
2018-04-06,1661
2018-04-07,1670
2018-04-08,1677
2018-04-09,1702
2018-04-10,1683
2018-04-11,1685
2018-04-12,1691
2018-04-13,1679
2018-04-14,1669
2018-04-15,1666
2018-04-16,1666
2018-04-17,1675
2018-04-18,1675
2018-04-19,1677
2018-04-20,1696
2018-04-21,1689
2018-04-22,1665
2018-04-23,1660
2018-04-24,1655
2018-04-25,1650
2018-04-26,1641
2018-04-27,1658
2018-04-28,1673
2018-04-29,1651
2018-04-30,1634
2018-05-01,1591
2018-05-04,1731
2018-05-05,1702
2018-05-06,1702
2018-05-07,1685
2018-05-08,1654
2018-05-09,1669
2018-05-10,1673
2018-05-11,1671
2018-05-12,1636
2018-05-13,1621
2018-05-14,1621
2018-05-15,1631
2018-05-16,1646
2018-05-17,1668
2018-05-18,1652
2018-05-19,1639
2018-05-20,1653
2018-05-21,1660
2018-05-22,1651
2018-05-23,1683
2018-05-24,1756
2018-05-25,1793
2018-05-26,1850
2018-05-27,1808
2018-05-28,1777
2018-05-29,1727
2018-05-30,1677
2018-05-31,1655
2018-06-01,1643
2018-06-02,1589
2018-06-03,1531
2018-06-04,1551
2018-06-05,1588
2018-06-06,1572
2018-06-07,1558
2018-06-08,1501
2018-06-09,1425
2018-06-10,1353
2018-06-11,1286
2018-06-12,1327
2018-06-13,1394
2018-06-14,1461
2018-06-15,1531
2018-06-16,1568
2018-06-17,1521
2018-06-18,1513
2018-06-19,1543
2018-06-20,1543
2018-06-21,1562
2018-06-22,1573
2018-06-23,1570
2018-06-24,1612
2018-06-25,1638
2018-06-26,1627
2018-06-27,1657
2018-06-28,1602
2018-06-29,1593
2018-06-30,1600
2018-07-01,1562
2018-07-02,1509
2018-07-03,1506
2018-07-04,1503
2018-07-05,1498
2018-07-06,1531
2018-07-07,1575
2018-07-08,1582
2018-07-09,1616
2018-07-10,1636
2018-07-11,1689
2018-07-12,1705
2018-07-13,1695
2018-07-14,1653
2018-07-15,1661
2018-07-16,1707
2018-07-17,1724
2018-07-18,1721
2018-07-19,1722
2018-07-20,1752
2018-07-21,1779
2018-07-22,1768
2018-07-23,1760
2018-07-24,1784
2018-07-25,1868
2018-07-26,1869
2018-07-27,1838
2018-07-28,1822
2018-07-29,1854
2018-07-30,1864
2018-07-31,1774
2018-08-01,1709
2018-08-02,1676
2018-08-03,1641
2018-08-04,1610
2018-08-05,1616
2018-08-06,1614
2018-08-07,1583
2018-08-08,1590
2018-08-09,1618
2018-08-10,1635
2018-08-11,1643
2018-08-12,1641
2018-08-14,1656
2018-08-16,1643
2018-08-17,1637
2018-08-18,1672
2018-08-19,1685
2018-08-20,1676
2018-08-21,1654
2018-08-22,1648
2018-08-23,1651
2018-08-24,1663
2018-08-25,1608
2018-08-26,1558
2018-08-27,1512
2018-08-28,1523
2018-08-29,1515
2018-08-30,1541
2018-08-31,1562
2018-09-01,1521
2018-09-02,1487
2018-09-03,1455
2018-09-04,1431
2018-09-05,1373
2018-09-06,1344
2018-09-07,1325
2018-09-08,1329
2018-09-09,1352
2018-09-10,1359
2018-09-11,1376
2018-09-12,1395
2018-09-13,1405
2018-09-14,1398
2018-09-15,1413
2018-09-16,1414
2018-09-17,1409
2018-09-18,1404
2018-09-19,1422
2018-09-20,1454
2018-09-21,1458
2018-09-22,1462
2018-09-23,1403
2018-09-24,1348
2018-09-25,1296
2018-09-26,1357
2018-09-27,1410
2018-09-28,1443
2018-09-29,1477
2018-09-30,1498
2018-10-02,1566
2018-10-03,1598
2018-10-04,1620
2018-10-05,1589
2018-10-06,1587
2018-10-07,1646
2018-10-08,1729
2018-10-09,1816
2018-10-10,1907
2018-10-11,2003
2018-10-12,2101
2018-10-13,2201
2018-10-14,2300
2018-10-15,2415
2018-10-16,2535
2018-10-17,2662
2018-10-18,2792
2018-10-19,2896
2018-10-20,2949
2018-10-21,2971
2018-10-22,3028
2018-10-23,3042
2018-10-24,3034
2018-10-25,3030
2018-10-26,3070
2018-10-27,3068
2018-10-28,2977
2018-10-29,2979
2018-10-30,2982
2018-10-31,2977
2018-11-01,2950
2018-11-03,2848
2018-11-04,2849
2018-11-05,2906
2018-11-06,2861
2018-11-07,2897
2018-11-08,2935
2018-11-09,2961
2018-11-10,2985
2018-11-11,2924
2018-11-12,2918
2018-11-13,2934
2018-11-14,2838
2018-11-15,2880
2018-11-16,2869
2018-11-17,2893
2018-11-18,2886
2018-11-19,2848
2018-11-20,2770
2018-11-21,2769
2018-11-22,2751
2018-11-23,2707
2018-11-24,2711
2018-11-25,2684
2018-11-26,2687
2018-11-27,2730
2018-11-28,2783
2018-11-29,2908
2018-12-01,3051
2018-12-02,3116
2018-12-03,3169
2018-12-04,3169
2018-12-05,3232
2018-12-07,3362
2018-12-09,3237
2018-12-10,3187
2018-12-11,3178
2018-12-12,3113
2018-12-13,3176
2018-12-14,3209
2018-12-15,3139
2018-12-16,3061
2018-12-17,2952
2018-12-18,2869
2018-12-19,2747
2018-12-20,2626
2018-12-21,2511
2018-12-22,2405
2018-12-23,2325
2018-12-24,2277
2018-12-25,2177
2018-12-26,2081
2018-12-27,2012
2018-12-28,1941
2018-12-29,1874
2018-12-30,1800
2018-12-31,1723
2019-01-01,1636
2019-01-02,1575
2019-01-03,1509
2019-01-04,1468
2019-01-05,1443
2019-01-06,1433
2019-01-08,1373
2019-01-10,1458
2019-01-11,1450
2019-01-12,1436
2019-01-13,1417
2019-01-14,1442
2019-01-15,1417
2019-01-16,1407
2019-01-17,1418
2019-01-18,1445
2019-01-19,1439
2019-01-20,1441
2019-01-21,1450
2019-01-22,1475
2019-01-23,1486
2019-01-24,1484
2019-01-25,1490
2019-01-26,1483
2019-01-27,1463
2019-01-29,1410
2019-01-30,1386
2019-01-31,1402
2019-02-01,1414
2019-02-02,1429
2019-02-03,1425
2019-02-04,1388
2019-02-05,1390
2019-02-06,1388
2019-02-07,1368
2019-02-08,1398
2019-02-09,1410
2019-02-10,1407
2019-02-11,1408
2019-02-12,1393
2019-02-13,1399
2019-02-14,1400
2019-02-15,1410
2019-02-16,1390
2019-02-17,1372
2019-02-18,1374
2019-02-19,1400
2019-02-20,1431
2019-02-21,1449
2019-02-22,1439
2019-02-23,1446
2019-02-24,1393
2019-02-25,1376
2019-02-26,1369
2019-02-27,1350
2019-02-28,1343
2019-03-01,1339
2019-03-02,1358
2019-03-03,1342
2019-03-04,1367
2019-03-05,1397
2019-03-06,1429
2019-03-07,1414
2019-03-08,1418
2019-03-09,1398
2019-03-10,1380
2019-03-11,1401
2019-03-12,1394
2019-03-13,1404
2019-03-14,1394
2019-03-15,1407
2019-03-16,1442
2019-03-17,1466
2019-03-18,1437
2019-03-19,1450
2019-03-20,1456
2019-03-21,1494
2019-03-22,1504
2019-03-23,1505
2019-03-24,1467
2019-03-25,1468
2019-03-26,1465
2019-03-27,1456
2019-03-28,1483
2019-03-29,1509
2019-03-30,1535
2019-03-31,1532
2019-04-01,1541
2019-04-02,1561
2019-04-03,1556
2019-04-04,1563
2019-04-05,1554
