date_obj,Cadantine%20seed price
2015-07-24,365
2015-07-25,365
2015-07-26,371
2015-07-27,371
2015-07-28,381
2015-07-29,400
2015-07-30,400
2015-07-31,420
2015-08-01,420
2015-08-02,441
2015-08-03,441
2015-08-04,464
2015-08-05,488
2015-08-06,488
2015-08-07,513
2015-08-08,539
2015-08-09,566
2015-08-10,595
2015-08-11,625
2015-08-12,625
2015-08-13,657
2015-08-14,690
2015-08-15,690
2015-08-16,725
2015-08-17,745
2015-08-18,745
2015-08-19,765
2015-08-20,765
2015-08-21,782
2015-08-22,806
2015-08-23,806
2015-08-24,821
2015-08-25,821
2015-08-26,847
2015-08-27,883
2015-08-28,883
2015-08-29,913
2015-08-30,913
2015-08-31,913
2015-09-02,984
2015-09-07,1119
2015-09-08,1099
2015-09-10,1145
2015-09-14,1261
2015-09-16,1313
2015-09-22,1475
2015-09-23,1547
2015-09-24,1547
2015-09-25,1593
2015-09-27,1650
2015-09-28,1716
2015-09-29,1790
2015-09-30,1782
2015-10-05,1734
2015-10-06,1751
2015-10-07,1751
2015-10-08,1816
2015-10-09,1736
2015-10-10,1736
2015-10-11,1752
2015-10-12,1784
2015-10-13,1784
2015-10-14,1847
2015-10-15,1882
2015-10-16,1846
2015-10-17,1846
2015-10-18,1863
2015-10-19,1838
2015-10-20,1819
2015-10-22,1797
2015-10-23,1802
2015-10-24,1867
2015-10-25,1938
2015-10-26,1960
2015-10-27,1960
2015-10-29,2023
2015-10-30,2063
2015-10-31,2064
2015-11-01,2064
2015-11-02,1960
2015-11-03,1896
2015-11-04,1805
2015-11-05,1720
2015-11-06,1642
2015-11-07,1597
2015-11-08,1597
2015-11-09,1527
2015-11-10,1456
2015-11-11,1435
2015-11-12,1409
2015-11-13,1409
2015-11-14,1432
2015-11-15,1414
2015-11-16,1485
2015-11-17,1536
2015-11-18,1536
2015-11-19,1582
2015-11-20,1613
2015-11-21,1613
2015-11-22,1619
2015-11-23,1619
2015-11-24,1565
2015-11-25,1495
2015-11-26,1495
2015-11-27,1445
2015-11-28,1381
2015-11-29,1334
2015-11-30,1271
2015-12-01,1214
2015-12-02,1166
2015-12-03,1155
2015-12-04,1155
2015-12-05,1156
2015-12-06,1125
2015-12-07,1141
2015-12-08,1155
2015-12-09,1212
2015-12-10,1260
2015-12-11,1260
2015-12-12,1268
2015-12-13,1252
2015-12-14,1252
2015-12-15,1302
2015-12-16,1322
2015-12-17,1320
2015-12-18,1296
2015-12-19,1307
2015-12-20,1266
2015-12-21,1202
2015-12-22,1160
2015-12-23,1162
2015-12-24,1116
2015-12-25,1092
2015-12-26,1086
2015-12-27,1060
2015-12-28,1081
2015-12-29,1073
2015-12-30,1062
2015-12-31,1081
2016-01-01,1068
2016-01-02,1065
2016-01-03,1045
2016-01-04,1064
2016-01-05,1116
2016-01-06,1166
2016-01-07,1225
2016-01-08,1287
2016-01-09,1347
2016-01-10,1409
2016-01-11,1467
2016-01-12,1541
2016-01-13,1619
2016-01-14,1700
2016-01-15,1781
2016-01-16,1865
2016-01-17,1881
2016-01-18,1939
2016-01-19,1984
2016-01-20,1992
2016-01-21,2042
2016-01-22,2077
2016-01-23,2144
2016-01-24,2119
2016-01-25,2090
2016-01-26,2030
2016-01-27,1977
2016-01-28,1977
2016-01-29,1999
2016-01-30,1999
2016-01-31,2033
2016-02-01,2017
2016-02-02,2048
2016-02-03,2011
2016-02-04,2032
2016-02-05,2008
2016-02-06,2059
2016-02-07,2012
2016-02-08,2005
2016-02-09,1960
2016-02-10,1992
2016-02-11,2050
2016-02-12,2132
2016-02-13,2239
2016-02-14,2251
2016-02-15,2364
2016-02-16,2483
2016-02-17,2513
2016-02-18,2483
2016-02-19,2569
2016-02-20,2499
2016-02-21,2412
2016-02-22,2305
2016-02-23,2201
2016-02-24,2090
2016-02-25,1985
2016-02-26,1894
2016-02-27,1799
2016-02-28,1709
2016-02-29,1681
2016-03-01,1649
2016-03-02,1669
2016-03-03,1646
2016-03-04,1659
2016-03-05,1602
2016-03-06,1611
2016-03-07,1626
2016-03-08,1676
2016-03-09,1656
2016-03-10,1633
2016-03-11,1621
2016-03-12,1580
2016-03-13,1560
2016-03-14,1552
2016-03-15,1555
2016-03-16,1544
2016-03-17,1511
2016-03-18,1454
2016-03-19,1428
2016-03-20,1468
2016-03-21,1470
2016-03-22,1507
2016-03-23,1516
2016-03-24,1568
2016-03-25,1554
2016-03-26,1476
2016-03-27,1422
2016-03-28,1388
2016-03-29,1364
2016-03-30,1364
2016-03-31,1390
2016-04-01,1440
2016-04-02,1502
2016-04-03,1540
2016-04-04,1529
2016-04-05,1545
2016-04-06,1594
2016-04-07,1654
2016-04-08,1608
2016-04-09,1555
2016-04-10,1534
2016-04-11,1534
2016-04-12,1504
2016-04-13,1508
2016-04-14,1518
2016-04-15,1515
2016-04-16,1468
2016-04-17,1426
2016-04-18,1390
2016-04-19,1372
2016-04-20,1330
2016-04-21,1274
2016-04-22,1274
2016-04-23,1270
2016-04-24,1225
2016-04-25,1189
2016-04-26,1192
2016-04-27,1145
2016-04-28,1165
2016-04-29,1162
2016-04-30,1131
2016-05-01,1093
2016-05-02,1045
2016-05-03,1073
2016-05-04,1036
2016-05-05,1043
2016-05-06,1043
2016-05-07,1045
2016-05-08,1043
2016-05-09,1015
2016-05-10,1014
2016-05-11,1007
2016-05-12,999
2016-05-13,975
2016-05-14,984
2016-05-15,980
2016-05-16,969
2016-05-17,948
2016-05-18,955
2016-05-19,945
2016-05-22,953
2016-05-23,968
2016-05-24,973
2016-05-25,962
2016-05-26,959
2016-05-27,925
2016-05-28,925
2016-05-29,909
2016-05-30,909
2016-05-31,898
2016-06-01,880
2016-06-02,880
2016-06-03,913
2016-06-04,918
2016-06-05,943
2016-06-06,970
2016-06-07,988
2016-06-08,1029
2016-06-09,996
2016-06-10,992
2016-06-11,982
2016-06-12,995
2016-06-13,963
2016-06-14,930
2016-06-15,926
2016-06-16,888
2016-06-17,890
2016-06-18,929
2016-06-19,949
2016-06-20,992
2016-06-21,1021
2016-06-22,1045
2016-06-23,1003
2016-06-24,953
2016-06-25,905
2016-06-26,860
2016-06-27,836
2016-06-28,812
2016-06-29,822
2016-06-30,842
2016-07-01,866
2016-07-02,885
2016-07-03,920
2016-07-04,941
2016-07-05,940
2016-07-06,900
2016-07-07,871
2016-07-08,850
2016-07-09,859
2016-07-10,848
2016-07-11,837
2016-07-12,852
2016-07-13,862
2016-07-14,838
2016-07-15,832
2016-07-16,829
2016-07-17,837
2016-07-18,845
2016-07-23,877
2016-07-24,902
2016-07-25,909
2016-07-26,908
2016-07-27,919
2016-07-28,897
2016-07-29,915
2016-07-30,946
2016-07-31,946
2016-08-01,966
2016-08-02,979
2016-08-03,1005
2016-08-04,1013
2016-08-05,1019
2016-08-06,1010
2016-08-07,980
2016-08-08,955
2016-08-09,909
2016-08-10,873
2016-08-11,873
2016-08-12,853
2016-08-13,849
2016-08-14,866
2016-08-15,885
2016-08-16,925
2016-08-17,956
2016-08-18,991
2016-08-19,1015
2016-08-20,1022
2016-08-21,1006
2016-08-22,1013
2016-08-23,987
2016-08-24,959
2016-08-25,980
2016-08-26,980
2016-08-28,982
2016-08-31,980
2016-09-01,995
2016-09-02,995
2016-09-03,980
2016-09-04,1014
2016-09-05,1022
2016-09-06,1067
2016-09-07,1064
2016-09-08,1093
2016-09-09,1079
2016-09-10,1085
2016-09-11,1085
2016-09-12,1079
2016-09-13,1082
2016-09-14,1082
2016-09-15,1094
2016-09-16,1094
2016-09-17,1050
2016-09-18,1004
2016-09-19,969
2016-09-20,969
2016-09-21,940
2016-09-22,897
2016-09-23,855
2016-09-24,855
2016-09-25,819
2016-09-26,819
2016-09-27,789
2016-09-28,754
2016-09-29,754
2016-09-30,769
2016-10-01,759
2016-10-02,759
2016-10-03,748
2016-10-04,771
2016-10-05,808
2016-10-06,841
2016-10-07,862
2016-10-08,835
2016-10-09,799
2016-10-10,794
2016-10-11,756
2016-10-12,722
2016-10-13,685
2016-10-14,650
2016-10-15,629
2016-10-16,598
2016-10-17,581
2016-10-18,556
2016-10-19,539
2016-10-20,518
2016-10-21,508
2016-10-22,508
2016-10-23,512
2016-10-24,510
2016-10-25,510
2016-10-26,509
2016-10-27,514
2016-10-28,514
2016-10-29,503
2016-10-30,502
2016-10-31,502
2016-11-01,502
2016-11-02,520
2016-11-03,520
2016-11-04,527
2016-11-05,527
2016-11-06,538
2016-11-07,552
2016-11-08,565
2016-11-09,557
2016-11-10,529
2016-11-11,506
2016-11-12,503
2016-11-13,494
2016-11-14,510
2016-11-15,533
2016-12-07,1005
2016-12-08,1056
2016-12-09,1109
2016-12-10,1165
2016-12-11,1224
2016-12-12,1286
2016-12-13,1351
2016-12-14,1419
2016-12-15,1490
2016-12-16,1565
2016-12-17,1597
2016-12-18,1585
2016-12-19,1571
2016-12-20,1615
2016-12-21,1687
2016-12-22,1764
2016-12-23,1780
2016-12-24,1691
2016-12-25,1610
2016-12-26,1537
2016-12-27,1528
2016-12-28,1549
2016-12-29,1562
2016-12-30,1553
2016-12-31,1516
2017-01-01,1450
2017-01-02,1403
2017-01-03,1383
2017-01-04,1349
2017-01-05,1315
2017-01-06,1337
2017-01-07,1384
2017-01-08,1431
2017-01-09,1489
2017-01-10,1562
2017-01-11,1634
2017-01-12,1716
2017-01-13,1801
2017-01-14,1837
2017-01-15,1781
2017-01-16,1706
2017-01-17,1627
2017-01-18,1545
2017-01-19,1498
2017-01-20,1433
2017-01-21,1363
2017-01-22,1294
2017-01-23,1233
2017-01-27,1076
2017-01-28,1022
2017-01-29,972
2017-01-30,923
2017-01-31,879
2017-02-01,857
2017-02-02,814
2017-02-03,775
2017-02-04,751
2017-02-05,761
2017-02-06,750
2017-02-07,759
2017-02-08,758
2017-02-09,766
2017-02-10,784
2017-02-11,781
2017-02-12,792
2017-02-13,811
2017-02-14,815
2017-02-15,794
2017-02-16,760
2017-02-18,755
2017-02-19,745
2017-02-20,728
2017-02-21,691
2017-02-22,683
2017-02-23,652
2017-02-24,620
2017-02-25,594
2017-02-26,571
2017-02-27,571
2017-02-28,586
2017-03-01,598
2017-03-02,619
2017-03-03,606
2017-03-04,618
2017-03-05,618
2017-03-06,621
2017-03-07,646
2017-03-08,668
2017-03-09,667
2017-03-10,679
2017-03-11,666
2017-03-12,660
2017-03-13,642
2017-03-14,645
2017-03-15,645
2017-03-16,635
2017-03-17,637
2017-03-18,619
2017-03-19,618
2017-03-20,627
2017-03-21,623
2017-03-22,609
2017-03-23,596
2017-03-24,587
2017-03-25,575
2017-03-26,555
2017-03-27,555
2017-03-28,538
2017-03-29,547
2017-03-30,548
2017-03-31,562
2017-04-01,545
2017-04-02,537
2017-04-03,527
2017-04-04,504
2017-04-12,400
2017-04-13,400
2017-04-14,400
2017-04-15,393
2017-04-16,382
2017-04-17,376
2017-04-18,375
2017-04-19,375
2017-04-20,381
2017-04-21,371
2017-04-22,363
2017-04-23,348
2017-04-24,341
2017-04-25,343
2017-04-26,343
2017-04-27,352
2017-04-28,346
2017-04-29,333
2017-04-30,334
2017-05-01,323
2017-05-02,329
2017-05-03,321
2017-05-04,324
2017-05-05,341
2017-05-06,353
2017-05-07,346
2017-05-08,343
2017-05-09,340
2017-05-10,350
2017-05-11,342
2017-05-12,336
2017-05-13,335
2017-05-14,326
2017-05-15,321
2017-05-16,314
2017-05-17,309
2017-05-18,312
2017-05-19,312
2017-05-20,314
2017-05-21,314
2017-05-22,307
2017-05-23,309
2017-05-24,302
2017-05-25,296
2017-05-26,297
2017-05-27,293
2017-05-28,305
2017-05-29,309
2017-05-30,314
2017-05-31,307
2017-06-01,300
2017-06-02,293
2017-06-03,296
2017-06-04,292
2017-06-05,293
2017-06-06,285
2017-06-07,289
2017-06-08,289
2017-06-09,290
2017-06-10,294
2017-06-11,292
2017-06-12,294
2017-06-13,287
2017-06-14,290
2017-06-15,288
2017-06-16,288
2017-06-17,283
2017-06-18,276
2017-06-19,276
2017-06-20,267
2017-06-21,267
2017-06-22,268
2017-06-23,264
2017-06-24,264
2017-06-25,261
2017-06-26,265
2017-06-27,276
2017-06-28,284
2017-06-29,296
2017-06-30,297
2017-07-01,297
2017-07-02,301
2017-07-03,304
2017-07-04,316
2017-07-05,316
2017-07-06,323
2017-07-07,323
2017-07-08,325
2017-07-13,361
2017-07-14,360
2017-07-15,368
2017-07-16,382
2017-07-17,392
2017-07-18,402
2017-07-19,407
2017-07-20,419
2017-07-21,430
2017-07-22,440
2017-07-23,455
2017-07-24,458
2017-07-25,453
2017-07-26,442
2017-07-27,425
2017-07-28,411
2017-07-29,395
2017-07-30,394
2017-07-31,394
2017-08-01,392
2017-08-02,376
2017-08-03,369
2017-08-04,366
2017-08-05,364
2017-08-06,363
2017-08-09,337
2017-08-10,334
2017-08-11,320
2017-08-12,304
2017-08-13,296
2017-08-14,297
2017-08-15,303
2017-08-16,304
2017-08-17,292
2017-08-18,280
2017-08-19,276
2017-08-20,275
2017-08-21,270
2017-08-22,273
2017-08-23,266
2017-08-24,267
2017-08-25,260
2017-08-26,261
2017-08-27,261
2017-08-28,262
2017-08-29,261
2017-08-30,271
2017-08-31,279
2017-09-01,290
2017-09-02,286
2017-09-03,288
2017-09-04,286
2017-09-05,288
2017-09-06,294
2017-09-07,301
2017-09-08,306
2017-09-09,294
2017-09-10,300
2017-09-11,309
2017-09-12,316
2017-09-13,309
2017-09-14,309
2017-09-15,309
2017-09-16,307
2017-09-17,309
2017-09-18,302
2017-09-19,298
2017-09-20,305
2017-09-21,313
2017-09-22,314
2017-09-23,315
2017-09-24,303
2017-09-25,312
2017-09-26,316
2017-09-27,320
2017-09-28,325
2017-09-29,323
2017-09-30,326
2017-10-01,325
2017-10-02,326
2017-10-03,324
2017-10-04,330
2017-10-05,329
2017-10-06,330
2017-10-07,333
2017-10-08,326
2017-10-09,328
2017-10-11,333
2017-10-12,346
2017-10-13,360
2017-10-14,365
2017-10-15,365
2017-10-16,366
2017-10-17,372
2017-10-18,374
2017-10-19,375
2017-10-20,379
2017-10-21,370
2017-10-22,363
2017-10-23,350
2017-10-24,348
2017-10-25,349
2017-10-26,340
2017-10-27,323
2017-10-28,323
2017-10-29,313
2017-10-30,319
2017-10-31,331
2017-11-01,331
2017-11-02,339
2017-11-03,351
2017-11-04,368
2017-11-05,378
2017-11-06,386
2017-11-07,377
2017-11-08,373
2017-11-09,368
2017-11-10,368
2017-11-11,371
2017-11-12,368
2017-11-13,364
2017-11-14,357
2017-11-15,362
2017-11-16,369
2017-11-17,386
2017-11-18,401
2017-11-19,397
2017-11-20,406
2017-11-21,419
2017-11-22,427
2017-11-23,444
2017-11-24,452
2017-11-25,469
2017-11-26,486
2017-11-27,486
2017-11-28,490
2017-11-29,473
2017-11-30,449
2017-12-01,447
2017-12-02,465
2017-12-03,487
2017-12-04,510
2017-12-05,535
2017-12-06,561
2017-12-07,585
2017-12-08,608
2017-12-09,634
2017-12-10,635
2017-12-11,633
2017-12-12,603
2017-12-13,582
2017-12-14,568
2017-12-15,564
2017-12-16,564
2017-12-17,561
2017-12-18,557
2017-12-19,555
2017-12-20,547
2017-12-21,554
2017-12-22,546
2017-12-23,552
2017-12-24,558
2017-12-25,554
2017-12-26,541
2017-12-27,531
2017-12-28,530
2017-12-29,506
2017-12-30,491
2017-12-31,504
2018-01-01,493
2018-01-02,474
2018-01-03,459
2018-01-04,446
2018-01-05,437
2018-01-06,427
2018-01-07,418
2018-01-08,412
2018-01-09,412
2018-01-10,417
2018-01-11,416
2018-01-12,417
2018-01-13,423
2018-01-14,426
2018-01-15,441
2018-01-16,456
2018-01-17,460
2018-01-18,473
2018-01-19,481
2018-01-20,478
2018-01-21,480
2018-01-22,494
2018-01-23,498
2018-01-24,506
2018-01-25,514
2018-01-26,531
2018-01-27,543
2018-01-28,561
2018-01-29,570
2018-01-30,581
2018-01-31,582
2018-02-01,578
2018-02-02,585
2018-02-03,587
2018-02-04,605
2018-02-05,597
2018-02-06,579
2018-02-07,578
2018-02-08,586
2018-02-09,606
2018-02-10,613
2018-02-11,606
2018-02-12,608
2018-02-13,617
2018-02-14,628
2018-02-15,620
2018-02-16,622
2018-02-17,639
2018-02-18,637
2018-02-19,657
2018-02-20,648
2018-02-21,660
2018-02-22,669
2018-02-23,681
2018-02-24,680
2018-02-25,688
2018-02-26,703
2018-02-27,710
2018-02-28,735
2018-03-01,757
2018-03-02,785
2018-03-03,811
2018-03-04,819
2018-03-05,832
2018-03-06,844
2018-03-07,887
2018-03-08,932
2018-03-09,979
2018-03-10,1023
2018-03-11,1067
2018-03-12,1095
2018-03-13,1128
2018-03-14,1159
2018-03-15,1191
2018-03-16,1209
2018-03-17,1242
2018-03-18,1263
2018-03-19,1270
2018-03-20,1330
2018-03-21,1397
2018-03-23,1539
2018-03-24,1594
2018-03-25,1627
2018-03-26,1666
2018-03-27,1680
2018-03-28,1652
2018-03-29,1670
2018-03-30,1636
2018-03-31,1632
2018-04-01,1658
2018-04-02,1625
2018-04-03,1663
2018-04-04,1688
2018-04-05,1651
2018-04-06,1582
2018-04-07,1539
2018-04-08,1509
2018-04-09,1474
2018-04-10,1424
2018-04-11,1397
2018-04-12,1338
2018-04-13,1320
2018-04-14,1301
2018-04-15,1286
2018-04-16,1274
2018-04-17,1299
2018-04-18,1286
2018-04-19,1291
2018-04-20,1328
2018-04-21,1341
2018-04-22,1350
2018-04-23,1368
2018-04-24,1353
2018-04-25,1348
2018-04-26,1355
2018-04-27,1325
2018-04-28,1317
2018-04-29,1311
2018-04-30,1307
2018-05-01,1274
2018-05-02,1260
2018-05-03,1281
2018-05-04,1243
2018-05-05,1251
2018-05-07,1291
2018-05-08,1271
2018-05-09,1296
2018-05-10,1288
2018-05-11,1291
2018-05-12,1307
2018-05-13,1274
2018-05-14,1288
2018-05-15,1259
2018-05-16,1236
2018-05-17,1205
2018-05-18,1169
2018-05-19,1149
2018-05-20,1141
2018-05-21,1158
2018-05-22,1145
2018-05-23,1138
2018-05-24,1141
2018-05-25,1143
2018-05-26,1146
2018-05-27,1154
2018-05-28,1164
2018-05-29,1184
2018-05-30,1168
2018-05-31,1201
2018-06-01,1228
2018-06-02,1254
2018-06-03,1239
2018-06-04,1247
2018-06-05,1261
2018-06-06,1297
2018-06-07,1323
2018-06-08,1278
2018-06-09,1236
2018-06-10,1181
2018-06-11,1137
2018-06-12,1088
2018-06-13,1033
2018-06-14,981
2018-06-15,931
2018-06-16,895
2018-06-17,850
2018-06-18,818
2018-06-19,787
2018-06-20,794
2018-06-21,806
2018-06-22,788
2018-06-23,791
2018-06-24,808
2018-06-25,817
2018-06-26,832
2018-06-27,827
2018-06-28,836
2018-06-29,826
2018-06-30,791
2018-07-01,784
2018-07-02,770
2018-07-03,777
2018-07-04,775
2018-07-05,737
2018-07-06,724
2018-07-07,696
2018-07-08,683
2018-07-09,664
2018-07-10,637
2018-07-11,647
2018-07-12,624
2018-07-13,617
2018-07-14,604
2018-07-15,599
2018-07-16,590
2018-07-17,576
2018-07-18,573
2018-07-19,571
2018-07-20,578
2018-07-21,587
2018-07-22,581
2018-07-23,580
2018-07-24,564
2018-07-25,564
2018-07-26,582
2018-07-27,580
2018-07-28,592
2018-07-29,586
2018-07-30,590
2018-07-31,584
2018-08-01,554
2018-08-02,536
2018-08-03,525
2018-08-04,507
2018-08-05,488
2018-08-06,476
2018-08-07,478
2018-08-08,478
2018-08-09,466
2018-08-10,458
2018-08-11,462
2018-08-12,460
2018-08-14,479
2018-08-16,511
2018-08-17,523
2018-08-18,521
2018-08-19,526
2018-08-20,538
2018-08-21,535
2018-08-22,535
2018-08-23,554
2018-08-24,571
2018-08-25,591
2018-08-26,617
2018-08-27,637
2018-08-28,649
2018-08-29,682
2018-08-30,711
2018-08-31,737
2018-09-01,772
2018-09-02,788
2018-09-03,767
2018-09-04,786
2018-09-05,777
2018-09-06,760
2018-09-07,776
2018-09-08,812
2018-09-09,830
2018-09-10,832
2018-09-11,831
2018-09-12,864
2018-09-13,907
2018-09-14,940
2018-09-15,985
2018-09-16,1001
2018-09-17,978
2018-09-18,973
2018-09-19,970
2018-09-20,973
2018-09-21,980
2018-09-22,976
2018-09-23,996
2018-09-24,1028
2018-09-25,1038
2018-09-26,1039
2018-09-27,992
2018-09-28,954
2018-09-29,917
2018-09-30,875
2018-10-01,850
2018-10-02,869
2018-10-03,875
2018-10-04,866
2018-10-05,859
2018-10-06,875
2018-10-07,886
2018-10-08,889
2018-10-09,894
2018-10-10,930
2018-10-11,937
2018-10-12,964
2018-10-13,999
2018-10-14,1026
2018-10-15,1027
2018-10-16,1076
2018-10-17,1109
2018-10-18,1153
2018-10-19,1149
2018-10-20,1126
2018-10-21,1125
2018-10-22,1124
2018-10-23,1110
2018-10-24,1120
2018-10-25,1097
2018-10-26,1107
2018-10-27,1113
2018-10-28,1111
2018-10-29,1095
2018-10-30,1137
2018-10-31,1179
2018-11-01,1221
2018-11-03,1251
2018-11-04,1255
2018-11-05,1245
2018-11-06,1280
2018-11-07,1296
2018-11-08,1338
2018-11-09,1335
2018-11-10,1362
2018-11-11,1376
2018-11-12,1421
2018-11-13,1477
2018-11-14,1516
2018-11-15,1520
2018-11-16,1451
2018-11-17,1445
2018-11-18,1390
2018-11-19,1321
2018-11-20,1277
2018-11-21,1233
2018-11-22,1197
2018-11-23,1199
2018-11-24,1174
2018-11-25,1157
2018-11-26,1153
2018-11-27,1147
2018-11-28,1173
2018-11-29,1177
2018-12-01,1169
2018-12-02,1165
2018-12-03,1139
2018-12-04,1140
2018-12-05,1162
2018-12-07,1184
2018-12-09,1227
2018-12-10,1233
2018-12-11,1177
2018-12-12,1174
2018-12-13,1149
2018-12-14,1139
2018-12-15,1138
2018-12-16,1146
2018-12-17,1138
2018-12-18,1136
2018-12-19,1135
2018-12-20,1168
2018-12-21,1179
2018-12-22,1171
2018-12-23,1168
2018-12-24,1176
2018-12-25,1175
2018-12-26,1170
2018-12-27,1157
2018-12-28,1153
2018-12-29,1123
2018-12-30,1111
2018-12-31,1104
2019-01-01,1068
2019-01-02,1084
2019-01-03,1036
2019-01-04,1034
2019-01-05,1061
2019-01-06,1065
2019-01-08,1141
2019-01-10,1156
2019-01-11,1137
2019-01-12,1138
2019-01-13,1159
2019-01-14,1169
2019-01-15,1223
2019-01-16,1282
2019-01-17,1341
2019-01-18,1387
2019-01-19,1428
2019-01-20,1482
2019-01-21,1543
2019-01-22,1609
2019-01-23,1682
2019-01-24,1762
2019-01-25,1846
2019-01-26,1896
2019-01-27,1932
2019-01-28,1951
2019-01-29,1946
2019-01-30,1962
2019-01-31,1945
2019-02-01,1941
2019-02-02,1939
2019-02-03,1928
2019-02-04,1912
2019-02-05,1923
2019-02-06,1911
2019-02-07,1895
2019-02-08,1878
2019-02-09,1836
2019-02-10,1756
2019-02-11,1686
2019-02-12,1601
2019-02-13,1526
2019-02-14,1468
2019-02-15,1413
2019-02-16,1342
2019-02-17,1282
2019-02-18,1251
2019-02-19,1250
2019-02-20,1297
2019-02-21,1350
2019-02-22,1378
2019-02-23,1384
2019-02-24,1376
2019-02-25,1422
2019-02-26,1472
2019-02-27,1504
2019-02-28,1530
2019-03-01,1534
2019-03-02,1533
2019-03-03,1520
2019-03-04,1525
2019-03-05,1488
2019-03-06,1440
2019-03-07,1389
2019-03-08,1319
2019-03-09,1278
2019-03-10,1261
2019-03-11,1279
2019-03-12,1278
2019-03-13,1305
2019-03-14,1328
2019-03-15,1349
2019-03-16,1401
2019-03-17,1433
2019-03-18,1463
2019-03-19,1511
2019-03-20,1538
2019-03-21,1569
2019-03-22,1635
2019-03-23,1610
2019-03-24,1564
2019-03-25,1538
2019-03-26,1508
2019-03-27,1454
2019-03-28,1417
2019-03-29,1377
2019-03-30,1368
2019-03-31,1374
2019-04-01,1378
2019-04-02,1430
2019-04-03,1444
2019-04-04,1416
2019-04-05,1395
2019-04-06,1392
2019-04-07,1370
2019-04-08,1347
2019-04-09,1321
2019-04-10,1316
2019-04-11,1310
2019-04-12,1300
2019-04-13,1296
2019-04-14,1266
2019-04-15,1264
2019-04-16,1283
2019-04-17,1311
2019-04-18,1258
2019-04-19,1216
2019-04-20,1169
2019-04-21,1143
2019-04-22,1090
2019-04-23,1054
2019-04-24,1053
2019-04-25,1031
2019-04-26,1019
2019-04-27,1003
2019-04-28,975
2019-04-29,951
2019-04-30,942
2019-05-01,911
2019-05-02,915
2019-05-03,939
2019-05-04,958
2019-05-05,966
2019-05-06,991
2019-05-07,1029
2019-05-08,1054
2019-05-09,1086
2019-05-10,1107
2019-05-11,1129
2019-05-12,1180
2019-05-13,1228
2019-05-14,1270
2019-05-15,1290
2019-05-16,1297
2019-05-17,1291
2019-05-18,1256
2019-05-19,1218
2019-05-20,1181
2019-05-21,1136
2019-05-22,1100
2019-05-23,1052
2019-05-24,1003
2019-05-25,961
2019-05-26,948
2019-05-27,902
2019-05-28,868
2019-05-29,862
2019-05-30,869
2019-05-31,846
2019-06-01,804
2019-06-02,763
2019-06-03,725
2019-06-04,694
2019-06-05,696
2019-06-06,708
2019-06-07,690
2019-06-08,703
2019-06-09,698
2019-06-10,701
2019-06-11,677
2019-06-12,669
2019-06-13,650
