date_obj,Mind%20shield price
2015-03-26,73688
2015-03-27,73688
2015-03-28,73688
2015-03-29,73688
2015-03-30,70049
2015-03-31,70049
2015-04-01,70049
2015-04-02,70049
2015-04-03,70049
2015-04-04,66546
2015-04-05,66546
2015-04-06,66546
2015-04-07,66546
2015-04-08,63278
2015-04-09,63278
2015-04-10,63278
2015-04-11,63278
2015-04-12,60114
2015-04-13,60114
2015-04-14,60114
2015-04-15,60114
2015-04-16,57108
2015-04-17,57108
2015-04-18,57108
2015-04-19,57108
2015-04-20,54252
2015-04-21,54252
2015-04-22,54252
2015-04-23,54252
2015-04-24,51574
2015-04-25,51574
2015-04-26,51574
2015-04-27,51574
2015-04-28,48995
2015-04-29,48995
2015-04-30,48995
2015-05-01,46545
2015-05-02,46545
2015-05-03,46545
2015-05-04,45028
2015-05-05,45028
2015-05-06,45028
2015-05-07,44087
2015-05-08,44087
2015-05-09,44087
2015-05-10,41882
2015-05-11,41882
2015-05-12,41882
2015-05-13,39787
2015-05-14,39787
2015-05-15,39787
2015-05-16,37841
2015-05-17,37841
2015-05-18,36073
2015-05-19,36073
2015-05-20,36073
2015-05-21,36073
2015-05-22,35369
2015-05-23,35369
2015-05-24,35369
2015-05-25,34059
2015-05-26,34059
2015-05-27,34059
2015-05-28,32988
2015-05-29,32988
2015-05-30,31812
2015-05-31,31812
2015-06-01,31812
2015-06-02,30850
2015-06-03,30850
2015-06-04,30850
2015-06-05,30342
2015-06-06,30342
2015-06-07,30342
2015-06-08,28998
2015-06-09,28998
2015-06-10,28998
2015-06-11,27962
2015-06-12,27962
2015-06-13,27962
2015-06-14,26833
2015-06-15,26833
2015-06-16,26833
2015-06-17,26608
2015-06-18,26608
2015-06-19,26608
2015-06-20,26933
2015-06-21,26933
2015-06-22,26933
2015-06-23,27996
2015-06-24,27996
2015-06-25,27996
2015-06-26,27957
2015-06-27,27957
2015-06-28,27957
2015-06-29,27957
2015-06-30,26737
2015-07-01,26737
2015-07-02,26737
2015-07-03,25400
2015-07-04,25400
2015-07-05,25400
2015-07-06,25400
2015-07-07,24279
2015-07-08,24279
2015-07-09,24279
2015-07-10,23248
2015-07-11,23248
2015-07-12,23248
2015-07-13,23248
2015-07-14,22641
2015-07-15,22641
2015-07-16,22641
2015-07-17,21650
2015-07-18,21650
2015-07-19,21650
2015-07-20,20789
2015-07-21,20789
2015-07-22,20789
2015-07-23,20789
2015-07-24,20508
2015-07-25,20508
2015-07-26,20508
2015-07-27,20508
2015-07-28,20211
2015-07-29,20211
2015-07-30,20211
2015-07-31,20089
2015-08-01,20089
2015-08-02,20089
2015-08-03,20087
2015-08-04,20087
2015-08-05,20087
2015-08-06,20134
2015-08-07,20134
2015-08-08,20134
2015-08-09,20507
2015-08-10,20507
2015-08-11,20507
2015-08-12,20507
2015-08-13,20413
2015-08-14,20413
2015-08-15,20413
2015-08-16,20223
2015-08-17,20223
2015-08-18,20223
2015-08-19,20221
2015-08-20,20221
2015-08-21,20221
2015-08-22,20200
2015-08-23,20200
2015-08-24,20200
2015-08-25,20200
2015-08-26,19357
2015-08-27,19357
2015-08-28,19357
2015-08-29,18389
2015-08-30,18389
2015-08-31,18389
2015-09-01,17758
2015-09-02,17758
2015-09-03,17758
2015-09-04,17847
2015-09-05,17847
2015-09-06,17847
2015-09-07,17847
2015-09-08,17771
2015-09-09,17771
2015-09-10,17771
2015-09-11,18065
2015-09-12,18065
2015-09-13,18065
2015-09-14,18530
2015-09-15,18530
2015-09-16,18530
2015-09-17,18582
2015-09-18,18582
2015-09-19,18582
2015-09-20,17935
2015-09-21,17935
2015-09-22,17935
2015-09-23,17459
2015-09-24,17459
2015-09-25,17459
2015-09-27,18205
2015-09-28,18205
2015-09-29,18205
2015-09-30,19113
2015-10-05,19153
2015-10-06,19153
2015-10-07,18704
2015-10-08,18704
2015-10-09,18360
2015-10-10,18360
2015-10-11,18360
2015-10-12,18716
2015-10-13,18716
2015-10-14,18716
2015-10-15,19543
2015-10-16,19543
2015-10-17,19543
2015-10-18,19543
2015-10-19,20153
2015-10-20,20153
2015-10-22,20153
2015-10-23,20778
2015-10-24,20778
2015-10-25,20778
2015-10-26,19739
2015-10-27,19739
2015-10-29,19739
2015-10-30,18752
2015-10-31,18752
2015-11-01,18752
2015-11-02,18088
2015-11-03,18088
2015-11-04,18088
2015-11-05,18088
2015-11-06,17996
2015-11-07,17996
2015-11-08,17996
2015-11-09,17996
2015-11-10,18603
2015-11-11,18603
2015-11-12,18603
2015-11-13,18603
2015-11-14,19522
2015-11-15,19522
2015-11-16,19522
2015-11-17,19522
2015-11-18,19482
2015-11-19,19482
2015-11-20,19482
2015-11-21,19482
2015-11-22,19248
2015-11-23,19248
2015-11-24,19248
2015-11-25,19248
2015-11-26,19219
2015-11-27,19219
2015-11-28,19219
2015-11-29,19293
2015-11-30,19293
2015-12-01,19293
2015-12-02,19546
2015-12-03,19546
2015-12-04,19546
2015-12-05,19546
2015-12-06,20455
2015-12-07,20455
2015-12-08,20455
2015-12-09,21448
2015-12-10,21448
2015-12-11,21448
2015-12-12,22500
2015-12-13,22500
2015-12-14,22500
2015-12-15,22543
2015-12-16,22543
2015-12-17,22543
2015-12-18,22030
2015-12-19,22030
2015-12-20,22030
2015-12-21,20928
2015-12-22,20928
2015-12-23,20928
2015-12-24,19885
2015-12-25,19885
2015-12-26,19885
2015-12-27,18890
2015-12-28,18890
2015-12-29,18890
2015-12-30,18389
2015-12-31,18389
2016-01-01,18389
2016-01-02,18382
2016-01-03,18382
2016-01-04,18238
2016-01-05,18238
2016-01-06,18238
2016-01-07,17894
2016-01-08,17894
2016-01-09,17894
2016-01-10,18293
2016-01-11,18293
2016-01-12,19175
2016-01-13,19175
2016-01-14,19175
2016-01-15,19493
2016-01-16,19493
2016-01-17,19493
2016-01-18,19947
2016-01-19,19947
2016-01-20,19947
2016-01-21,20945
2016-01-22,20945
2016-01-23,21692
2016-01-24,21692
2016-01-25,22206
2016-01-26,22206
2016-01-27,22206
2016-01-28,22894
2016-01-29,22894
2016-01-30,22894
2016-01-31,22404
2016-02-01,22404
2016-02-02,22404
2016-02-03,23016
2016-02-04,23016
2016-02-05,23016
2016-02-06,24041
2016-02-07,24041
2016-02-08,24041
2016-02-09,23803
2016-02-10,23803
2016-02-11,23352
2016-02-12,23352
2016-02-13,22305
2016-02-14,22305
2016-02-15,22305
2016-02-16,21866
2016-02-17,21866
2016-02-18,21866
2016-02-19,21215
2016-02-20,21215
2016-02-21,21009
2016-02-22,21009
2016-02-23,21009
2016-02-24,20500
2016-02-25,20500
2016-02-26,20500
2016-02-27,19828
2016-02-28,19828
2016-02-29,19828
2016-03-01,19488
2016-03-02,19488
2016-03-03,19488
2016-03-04,19111
2016-03-05,19111
2016-03-06,18358
2016-03-07,18358
2016-03-08,18358
2016-03-09,18230
2016-03-10,18230
2016-03-11,18230
2016-03-12,18354
2016-03-13,18354
2016-03-14,18354
2016-03-15,18461
2016-03-16,18461
2016-03-17,18461
2016-03-18,19383
2016-03-19,19383
2016-03-20,20353
2016-03-21,20353
2016-03-22,20353
2016-03-23,20299
2016-03-24,20299
2016-03-25,20299
2016-03-26,20332
2016-03-27,20332
2016-03-28,20528
2016-03-29,20528
2016-03-30,20528
2016-03-31,20662
2016-04-01,20662
2016-04-02,20662
2016-04-03,20317
2016-04-04,20317
2016-04-05,20317
2016-04-06,20058
2016-04-07,20058
2016-04-08,20058
2016-04-09,19849
2016-04-10,19849
2016-04-11,19849
2016-04-12,19863
2016-04-13,19863
2016-04-14,19755
2016-04-15,19755
2016-04-16,19625
2016-04-17,19625
2016-04-18,19976
2016-04-19,19976
2016-04-20,20971
2016-04-21,20971
2016-04-22,20971
2016-04-23,21053
2016-04-24,21053
2016-04-25,21320
2016-04-26,21320
2016-04-27,20691
2016-04-28,20691
2016-04-29,20691
2016-04-30,20058
2016-05-01,20058
2016-05-02,19738
2016-05-03,19738
2016-05-04,19376
2016-05-05,19376
2016-05-06,19376
2016-05-07,18831
2016-05-08,18831
2016-05-09,18137
2016-05-10,18137
2016-05-11,17965
2016-05-12,17965
2016-05-13,17368
2016-05-14,17368
2016-05-15,17399
2016-05-16,17399
2016-05-17,17186
2016-05-18,17186
2016-05-19,16908
2016-05-22,16832
2016-05-23,16993
2016-05-24,16993
2016-05-25,17574
2016-05-26,17574
2016-05-27,17761
2016-05-28,17761
2016-05-29,17404
2016-05-30,17404
2016-05-31,17404
2016-06-01,17558
2016-06-02,17558
2016-06-03,17558
2016-06-04,17504
2016-06-05,17504
2016-06-06,18138
2016-06-07,18138
2016-06-08,18138
2016-06-09,18937
2016-06-10,18937
2016-06-11,19439
2016-06-12,19439
2016-06-13,19162
2016-06-14,19162
2016-06-15,18223
2016-06-16,18223
2016-06-17,17587
2016-06-18,17587
2016-06-19,17423
2016-06-20,17423
2016-06-21,17556
2016-06-22,17556
2016-06-23,17028
2016-06-24,17028
2016-06-25,17055
2016-06-26,17055
2016-06-27,17055
2016-06-28,17307
2016-06-29,17307
2016-06-30,17996
2016-07-01,17996
2016-07-02,18859
2016-07-03,18859
2016-07-04,19742
2016-07-05,19742
2016-07-06,19742
2016-07-07,19426
2016-07-08,19426
2016-07-09,19502
2016-07-10,19502
2016-07-11,19681
2016-07-12,19681
2016-07-13,19681
2016-07-14,19681
2016-07-15,19681
2016-07-16,20024
2016-07-17,20024
2016-07-18,20024
2016-07-23,20349
2016-07-24,20349
2016-07-25,20519
2016-07-26,20519
2016-07-27,20519
2016-07-28,21312
2016-07-29,21312
2016-07-30,22357
2016-07-31,22357
2016-08-01,22357
2016-08-02,23390
2016-08-03,23390
2016-08-04,23390
2016-08-05,23993
2016-08-06,23993
2016-08-07,24154
2016-08-08,24154
2016-08-09,24154
2016-08-10,23063
2016-08-11,23063
2016-08-12,23063
2016-08-13,21921
2016-08-14,21921
2016-08-15,21921
2016-08-16,21039
2016-08-17,21039
2016-08-18,21039
2016-08-19,20406
2016-08-20,20406
2016-08-21,20406
2016-08-22,19596
2016-08-23,19596
2016-08-24,19596
2016-08-25,18706
2016-08-26,18706
2016-08-28,18554
2016-08-31,18263
2016-09-01,18263
2016-09-02,18263
2016-09-03,17573
2016-09-04,17573
2016-09-05,17560
2016-09-06,17560
2016-09-07,17560
2016-09-08,17560
2016-09-09,17795
2016-09-10,17795
2016-09-11,17795
2016-09-12,18101
2016-09-13,18101
2016-09-14,18101
2016-09-15,17865
2016-09-16,17865
2016-09-17,17865
2016-09-18,18040
2016-09-19,18040
2016-09-20,18040
2016-09-21,18814
2016-09-22,18814
2016-09-23,18814
2016-09-24,19749
2016-09-25,19749
2016-09-26,19749
2016-09-27,20715
2016-09-28,20715
2016-09-29,20715
2016-09-30,21511
2016-10-01,21511
2016-10-02,21511
2016-10-03,21511
2016-10-04,22005
2016-10-05,22005
2016-10-06,22005
2016-10-07,22005
2016-10-08,22206
2016-10-09,22206
2016-10-10,22206
2016-10-11,21531
2016-10-12,21531
2016-10-13,21531
2016-10-14,20454
2016-10-15,20454
2016-10-16,20454
2016-10-17,19431
2016-10-18,19431
2016-10-19,19431
2016-10-20,18745
2016-10-21,18745
2016-10-22,18745
2016-10-23,18081
2016-10-24,18081
2016-10-25,18081
2016-10-26,18006
2016-10-27,18006
2016-10-28,18006
2016-10-29,18139
2016-10-30,18139
2016-10-31,18984
2016-11-01,18984
2016-11-02,18984
2016-11-03,19280
2016-11-04,19280
2016-11-05,19280
2016-11-06,19224
2016-11-07,19224
2016-11-08,19224
2016-11-09,19075
2016-11-10,19075
2016-11-11,19075
2016-11-12,19447
2016-11-13,19447
2016-11-14,19447
2016-12-07,18059
2016-12-08,18047
2016-12-09,18047
2016-12-10,18047
2016-12-11,18867
2016-12-12,18867
2016-12-13,18867
2016-12-14,19765
2016-12-15,19765
2016-12-16,19765
2016-12-17,20549
2016-12-18,20549
2016-12-19,20549
2016-12-20,20988
2016-12-21,20988
2016-12-22,20988
2016-12-23,21198
2016-12-24,21198
2016-12-25,21198
2016-12-26,21222
2016-12-27,21222
2016-12-28,20193
2016-12-29,20193
2016-12-30,19701
2016-12-31,19701
2017-01-01,19701
2017-01-02,19050
2017-01-03,19050
2017-01-04,18846
2017-01-05,18846
2017-01-06,18846
2017-01-07,18794
2017-01-08,18794
2017-01-09,19547
2017-01-10,19547
2017-01-11,20193
2017-01-12,20193
2017-01-13,20757
2017-01-14,20757
2017-01-15,20442
2017-01-16,20442
2017-01-17,19493
2017-01-18,19493
2017-01-19,19682
2017-01-20,19682
2017-01-21,20072
2017-01-22,20072
2017-01-27,21607
2017-01-28,21607
2017-01-29,21433
2017-01-30,21433
2017-01-31,21433
2017-02-01,20476
2017-02-02,20476
2017-02-03,20476
2017-02-04,20010
2017-02-05,20010
2017-02-06,20010
2017-02-07,20177
2017-02-08,20177
2017-02-09,20676
2017-02-10,20406
2017-02-11,20406
2017-02-12,20334
2017-02-13,20334
2017-02-14,20083
2017-02-15,20083
2017-02-16,20162
2017-02-18,20162
2017-02-19,20120
2017-02-20,20120
2017-02-21,20120
2017-02-22,20225
2017-02-23,20225
2017-02-24,20225
2017-02-25,19964
2017-02-26,19964
2017-02-27,19964
2017-02-28,19856
2017-03-01,19856
2017-03-02,19800
2017-03-03,19800
2017-03-04,19850
2017-03-05,19850
2017-03-06,20311
2017-03-07,20311
2017-03-08,20311
2017-03-09,21164
2017-03-10,21164
2017-03-11,22221
2017-03-12,22221
2017-03-13,23333
2017-03-14,23333
2017-03-15,24395
2017-03-16,24395
2017-03-17,24395
2017-03-18,24816
2017-03-19,24816
2017-03-20,25797
2017-03-21,25797
2017-03-22,25547
2017-03-23,25547
2017-03-24,25702
2017-03-25,25702
2017-03-26,25702
2017-03-27,25679
2017-03-28,25679
2017-03-29,25461
2017-03-30,25461
2017-03-31,25219
2017-04-01,25219
2017-04-02,25219
2017-04-03,24263
2017-04-04,24263
2017-04-12,21203
2017-04-13,20142
2017-04-14,20142
2017-04-15,19316
2017-04-16,19316
2017-04-17,18350
2017-04-18,18350
2017-04-19,17433
2017-04-20,17433
2017-04-21,16947
2017-04-22,16947
2017-04-23,16858
2017-04-24,16858
2017-04-25,16723
2017-04-26,16723
2017-04-27,16723
2017-04-28,17296
2017-04-29,17296
2017-04-30,18115
2017-05-01,18115
2017-05-02,18723
2017-05-03,18723
2017-05-04,19469
2017-05-05,19469
2017-05-06,19915
2017-05-07,19915
2017-05-08,20784
2017-05-09,20784
2017-05-10,20210
2017-05-11,20210
2017-05-12,20210
2017-05-13,19624
2017-05-14,19624
2017-05-15,19624
2017-05-16,19227
2017-05-17,19227
2017-05-18,19227
2017-05-19,20107
2017-05-20,20107
2017-05-21,21104
2017-05-22,21104
2017-05-23,22148
2017-05-24,22148
2017-05-25,22184
2017-05-26,22184
2017-05-27,21074
2017-05-28,21074
2017-05-29,21074
2017-05-30,20020
2017-05-31,20020
2017-06-01,19165
2017-06-02,19165
2017-06-03,18321
2017-06-06,17424
2017-06-07,16570
2017-06-08,16570
2017-06-09,16570
2017-06-10,16054
2017-06-11,16054
2017-06-12,15549
2017-06-13,15549
2017-06-14,14942
2017-06-15,14942
2017-06-16,14942
2017-06-17,14212
2017-06-18,14212
2017-06-19,14212
2017-06-20,14644
2017-06-21,14644
2017-06-22,14644
2017-06-23,15210
2017-06-24,15210
2017-06-25,15490
2017-06-26,15490
2017-06-27,16145
2017-06-28,16145
2017-06-29,16338
