date_obj,Mind%20shield price
2017-06-30,16338
2017-07-01,16338
2017-07-02,16273
2017-07-03,16273
2017-07-04,16279
2017-07-05,16279
2017-07-06,16279
2017-07-07,16155
2017-07-08,16155
2017-07-13,15201
2017-07-14,15201
2017-07-15,15358
2017-07-16,15358
2017-07-17,15860
2017-07-18,15860
2017-07-19,15860
2017-07-20,15429
2017-07-21,15429
2017-07-22,15508
2017-07-23,15508
2017-07-24,15508
2017-07-25,15511
2017-07-26,15511
2017-07-27,15166
2017-07-28,15166
2017-07-29,15166
2017-07-30,14914
2017-07-31,14914
2017-08-01,14914
2017-08-02,14258
2017-08-03,14258
2017-08-04,14258
2017-08-05,14039
2017-08-06,14039
2017-08-09,14131
2017-08-10,14278
2017-08-11,14278
2017-08-12,14278
2017-08-13,14320
2017-08-14,14320
2017-08-15,14065
2017-08-16,14065
2017-08-17,14089
2017-08-18,14089
2017-08-19,14089
2017-08-20,14172
2017-08-21,14172
2017-08-22,14502
2017-08-23,14502
2017-08-24,14502
2017-08-25,14897
2017-08-26,14897
2017-08-27,15014
2017-08-28,15014
2017-08-29,15014
2017-08-30,15703
2017-08-31,15703
2017-09-01,15703
2017-09-02,16489
2017-09-03,16489
2017-09-04,16489
2017-09-05,17314
2017-09-06,17314
2017-09-07,17155
2017-09-08,17155
2017-09-09,16349
2017-09-10,16349
2017-09-11,16109
2017-09-12,16109
2017-09-13,16148
2017-09-14,16148
2017-09-15,15868
2017-09-16,15868
2017-09-17,15392
2017-09-19,15392
2017-09-20,14973
2017-09-21,14973
2017-09-22,14364
2017-09-23,14364
2017-09-24,14364
2017-09-25,14083
2017-09-26,14083
2017-09-27,14083
2017-09-28,13716
2017-09-29,13716
2017-09-30,13422
2017-10-01,13422
2017-10-02,13021
2017-10-03,13021
2017-10-04,13021
2017-10-05,12712
2017-10-06,12712
2017-10-07,12120
2017-10-08,12120
2017-10-09,12120
2017-10-10,12711
2017-10-11,12711
2017-10-12,12711
2017-10-13,13347
2017-10-14,13347
2017-10-15,13347
2017-10-16,14015
2017-10-17,14015
2017-10-18,14015
2017-10-19,14684
2017-10-20,14684
2017-10-21,14684
2017-10-22,15419
2017-10-23,15419
2017-10-24,15419
2017-10-25,16190
2017-10-26,16190
2017-10-27,16989
2017-10-28,16989
2017-10-29,16989
2017-10-30,17830
2017-10-31,17830
2017-11-02,18396
2017-11-03,18396
2017-11-04,18465
2017-11-05,18465
2017-11-06,18465
2017-11-07,18314
2017-11-08,18314
2017-11-09,18549
2017-11-10,18549
2017-11-11,18549
2017-11-12,17969
2017-11-13,17969
2017-11-14,17969
2017-11-15,17447
2017-11-16,17447
2017-11-17,16697
2017-11-18,16697
2017-11-19,16697
2017-11-20,16383
2017-11-21,16383
2017-11-22,16383
2017-11-23,16107
2017-11-24,16107
2017-11-25,15504
2017-11-26,15504
2017-11-27,15504
2017-11-28,15499
2017-11-29,15499
2017-11-30,15499
2017-12-01,15587
2017-12-02,15587
2017-12-03,15587
2017-12-04,15592
2017-12-05,15592
2017-12-06,15630
2017-12-07,15630
2017-12-08,15630
2017-12-09,15300
2017-12-10,15300
2017-12-11,14535
2017-12-12,14535
2017-12-14,13808
2017-12-15,13808
2017-12-17,13675
2017-12-18,13643
2017-12-19,13643
2017-12-20,13643
2017-12-21,13771
2017-12-22,13771
2017-12-23,13847
2017-12-24,13847
2017-12-25,13847
2017-12-26,14185
2017-12-27,14185
2017-12-28,14753
2017-12-29,14753
2017-12-30,15213
2017-12-31,15213
2018-01-01,15213
2018-01-02,15867
2018-01-03,15867
2018-01-04,16504
2018-01-05,16504
2018-01-06,17285
2018-01-07,17285
2018-01-08,18150
2018-01-09,18150
2018-01-10,18964
2018-01-11,18964
2018-01-12,18128
2018-01-13,18128
2018-01-14,17593
2018-01-15,17593
2018-01-16,17094
2018-01-17,17094
2018-01-18,17042
2018-01-19,17042
2018-01-20,16832
2018-01-21,16832
2018-01-22,16335
2018-01-23,16335
2018-01-25,15821
2018-01-26,15918
2018-01-27,15814
2018-01-28,15685
2018-01-29,16225
2018-01-31,16508
2018-02-01,16771
2018-02-02,16771
2018-02-03,17543
2018-02-04,18414
2018-02-05,18414
2018-02-06,19335
2018-02-07,19731
2018-02-08,19731
2018-02-09,19894
2018-02-10,19894
2018-02-11,19794
2018-02-12,19492
2018-02-13,19492
2018-02-14,18946
2018-02-15,18946
2018-02-16,18157
2018-02-17,17273
2018-02-18,17273
2018-02-19,17300
2018-02-20,17300
2018-02-21,17139
2018-02-22,17139
2018-02-23,16450
2018-02-24,16450
2018-02-25,15710
2018-02-26,15710
2018-02-27,15546
2018-03-01,15067
2018-03-02,14915
2018-03-03,14753
2018-03-04,14753
2018-03-05,15015
2018-03-06,15015
2018-03-07,15090
2018-03-08,15090
2018-03-09,15217
2018-03-10,15217
2018-03-11,15978
2018-03-12,15978
2018-03-13,16641
2018-03-14,16641
2018-03-15,16716
2018-03-16,16716
2018-03-17,16740
2018-03-18,16740
2018-03-19,16544
2018-03-20,16443
2018-03-21,16443
2018-03-23,16596
2018-03-24,16546
2018-03-26,16697
2018-03-27,16599
2018-03-28,16599
2018-03-29,16694
2018-03-30,16694
2018-03-31,16623
2018-04-01,16623
2018-04-02,16853
2018-04-03,16853
2018-04-04,17119
2018-04-05,17119
2018-04-06,17060
2018-04-07,17060
2018-04-08,17002
2018-04-09,17002
2018-04-10,16822
2018-04-11,16822
2018-04-12,16809
2018-04-13,16809
2018-04-14,17328
2018-04-15,16930
2018-04-16,16930
2018-04-17,16927
2018-04-18,16927
2018-04-19,16852
2018-04-20,16852
2018-04-21,16884
2018-04-22,16884
2018-04-23,17354
2018-04-24,17354
2018-04-25,17807
2018-04-26,17807
2018-04-27,17460
2018-04-28,17460
2018-04-29,17769
2018-04-30,17769
2018-05-01,17715
2018-05-04,18160
2018-05-05,18654
2018-05-06,18654
2018-05-07,18930
2018-05-08,18930
2018-05-09,19145
2018-05-10,19145
2018-05-11,19194
2018-05-12,19851
2018-05-13,19851
2018-05-14,20642
2018-05-15,20642
2018-05-16,21675
2018-05-17,21675
2018-05-18,22712
2018-05-19,22697
2018-05-20,22697
2018-05-21,22210
2018-05-22,22210
2018-05-23,22348
2018-05-24,22348
2018-05-25,22435
2018-05-26,23044
2018-05-27,23044
2018-05-28,23149
2018-05-29,23209
2018-05-30,23209
2018-05-31,22872
2018-06-01,22872
2018-06-02,22402
2018-06-03,22402
2018-06-04,22364
2018-06-05,21871
2018-06-06,21095
2018-06-07,21095
2018-06-08,20356
2018-06-09,20356
2018-06-10,19615
2018-06-11,19615
2018-06-12,19496
2018-06-13,19216
2018-06-14,19174
2018-06-15,19174
2018-06-16,19261
2018-06-17,18860
2018-06-18,18860
2018-06-19,18008
2018-06-20,18008
2018-06-21,17423
2018-06-22,17080
2018-06-23,17080
2018-06-24,17367
2018-06-25,17367
2018-06-26,17382
2018-06-27,17382
2018-06-28,17473
2018-06-29,17622
2018-06-30,17622
2018-07-01,17659
2018-07-02,17659
2018-07-03,18356
2018-07-04,18356
2018-07-05,18310
2018-07-06,18432
2018-07-07,18432
2018-07-08,18845
2018-07-09,19258
2018-07-10,19258
2018-07-11,19456
2018-07-12,19456
2018-07-13,19844
2018-07-14,20142
2018-07-15,20142
2018-07-16,20395
2018-07-17,20208
2018-07-18,20208
2018-07-19,20696
2018-07-20,20696
2018-07-21,21290
2018-07-22,21222
2018-07-23,20559
2018-07-24,20559
2018-07-25,19896
2018-07-26,19210
2018-07-27,18655
2018-07-28,18655
2018-07-29,18330
2018-07-30,18330
2018-07-31,18266
2018-08-01,18266
2018-08-02,17832
2018-08-03,17832
2018-08-04,17942
2018-08-05,18822
2018-08-06,18822
2018-08-07,19189
2018-08-08,18661
2018-08-09,18661
2018-08-10,18254
2018-08-11,18254
2018-08-12,17525
2018-08-14,16157
2018-08-16,16151
2018-08-17,15343
2018-08-18,15343
2018-08-19,15507
2018-08-20,15693
2018-08-21,15693
2018-08-22,15810
2018-08-23,15810
2018-08-24,15722
2018-08-25,16124
2018-08-26,16124
2018-08-27,16173
2018-08-28,16638
2018-08-29,16638
2018-08-30,17435
2018-08-31,18013
2018-09-01,17901
2018-09-02,17901
2018-09-03,18442
2018-09-04,18994
2018-09-05,19014
2018-09-06,19014
2018-09-07,18750
2018-09-08,18588
2018-09-09,18588
2018-09-10,18945
2018-09-11,18945
2018-09-12,18922
2018-09-13,18922
2018-09-14,18808
2018-09-15,18908
2018-09-16,18908
2018-09-17,19751
2018-09-18,19744
2018-09-19,19744
2018-09-20,20496
2018-09-21,20496
2018-09-22,21244
2018-09-23,21403
2018-09-24,20867
2018-09-25,20867
2018-09-26,20041
2018-09-27,20041
2018-09-28,19112
2018-09-29,19112
2018-09-30,18777
2018-10-02,18420
2018-10-03,17847
2018-10-04,17847
2018-10-05,17884
2018-10-06,17956
2018-10-07,17956
2018-10-08,18086
2018-10-09,17858
2018-10-10,17817
2018-10-11,17616
2018-10-12,17616
2018-10-13,17406
2018-10-14,17406
2018-10-15,16811
2018-10-16,16811
2018-10-17,16786
2018-10-18,17185
2018-10-19,17865
2018-10-20,17865
2018-10-21,18412
2018-10-22,18389
2018-10-23,18389
2018-10-24,18605
2018-10-25,18723
2018-10-26,18723
2018-10-27,19282
2018-10-28,19356
2018-10-29,19356
2018-10-30,20023
2018-10-31,20271
2018-11-01,20322
2018-11-03,20181
2018-11-04,19883
2018-11-05,20045
2018-11-06,20388
2018-11-07,20388
2018-11-08,20994
2018-11-09,21733
2018-11-10,21389
2018-11-11,20987
2018-11-12,21103
2018-11-13,21085
2018-11-14,21111
2018-11-15,21269
2018-11-16,21614
2018-11-17,21915
2018-11-18,21845
2018-11-19,22574
2018-11-20,22798
2018-11-21,22904
2018-11-22,22650
2018-11-23,21991
2018-11-24,21342
2018-11-25,20495
2018-11-26,20495
2018-11-27,19520
2018-11-28,18544
2018-11-29,17685
2018-12-01,17242
2018-12-02,17569
2018-12-03,17569
2018-12-04,17610
2018-12-05,17854
2018-12-07,17523
2018-12-09,16665
2018-12-10,16020
2018-12-11,15435
2018-12-13,14626
2018-12-14,14195
2018-12-15,14035
2018-12-16,13779
2018-12-17,14273
2018-12-18,14358
2018-12-19,14372
2018-12-20,14443
2018-12-21,14609
2018-12-22,14901
2018-12-23,15335
2018-12-24,15622
2018-12-25,16099
2018-12-26,16193
2018-12-27,16526
2018-12-28,16526
2018-12-29,16555
2018-12-30,16361
2018-12-31,16624
2019-01-01,17112
2019-01-02,17346
2019-01-03,17439
2019-01-04,17619
2019-01-05,17625
2019-01-06,17535
2019-01-08,17180
2019-01-10,16711
2019-01-11,16755
2019-01-12,16815
2019-01-13,16850
2019-01-14,16898
2019-01-15,16842
2019-01-16,17186
2019-01-17,17606
2019-01-18,17907
2019-01-19,18173
2019-01-20,18588
2019-01-21,18768
2019-01-22,18605
2019-01-23,18019
2019-01-24,17431
2019-01-25,17245
2019-01-26,16963
2019-01-27,16767
2019-01-28,16729
2019-01-29,16661
2019-01-30,15868
2019-01-31,15259
2019-02-01,14882
2019-02-02,14380
2019-02-03,14398
2019-02-04,14398
2019-02-05,14508
2019-02-06,14508
2019-02-07,15133
2019-02-08,15686
2019-02-09,16418
2019-02-10,17194
2019-02-11,18054
2019-02-12,18469
2019-02-13,18018
2019-02-14,18018
2019-02-15,17349
2019-02-16,17234
2019-02-17,17049
2019-02-18,16950
2019-02-19,16542
2019-02-20,16502
2019-02-21,15983
2019-02-22,15532
2019-02-23,15474
2019-02-24,15456
2019-02-25,15548
2019-02-26,15190
2019-02-27,15211
2019-02-28,15211
2019-03-01,15203
2019-03-02,15079
2019-03-03,15401
2019-03-04,15447
2019-03-05,15312
2019-03-06,15378
2019-03-07,15067
2019-03-08,15067
2019-03-09,15359
2019-03-10,15409
2019-03-11,15265
2019-03-12,15800
2019-03-13,15800
2019-03-14,16017
2019-03-15,16723
2019-03-16,16922
2019-03-17,17285
2019-03-18,17285
2019-03-19,17432
2019-03-20,17361
2019-03-21,17104
2019-03-22,17104
2019-03-23,16926
2019-03-24,16597
2019-03-25,16597
2019-03-26,16013
2019-03-27,16013
2019-03-28,15574
2019-03-29,15271
2019-03-30,15271
2019-03-31,15155
2019-04-01,15243
2019-04-02,15195
2019-04-03,15226
2019-04-04,15399
2019-04-05,15922
2019-04-06,15922
2019-04-07,16719
2019-04-08,17555
2019-04-09,18018
