date_obj,Crystal%20key price
2015-08-25,35779
2015-08-26,36309
2015-08-27,36107
2015-08-28,36107
2015-08-29,35625
2015-08-30,35625
2015-08-31,35636
2015-09-01,35636
2015-09-02,35206
2015-09-03,35206
2015-09-04,35032
2015-09-05,35032
2015-09-06,35735
2015-09-07,35735
2015-09-08,36169
2015-09-09,36169
2015-09-10,35965
2015-09-11,35965
2015-09-12,36638
2015-09-13,36638
2015-09-14,36481
2015-09-15,36217
2015-09-16,36217
2015-09-17,36255
2015-09-18,36255
2015-09-19,36073
2015-09-20,36073
2015-09-21,36524
2015-09-22,36524
2015-09-23,36848
2015-09-24,36848
2015-09-25,36848
2015-09-27,36137
2015-09-28,35596
2015-09-29,35596
2015-09-30,35543
2015-10-05,35201
2015-10-06,35129
2015-10-07,35129
2015-10-08,35820
2015-10-09,36001
2015-10-10,36001
2015-10-11,35575
2015-10-12,35575
2015-10-13,35491
2015-10-14,35491
2015-10-15,35391
2015-10-16,35391
2015-10-17,35228
2015-10-18,35228
2015-10-19,35455
2015-10-20,35455
2015-10-22,35829
2015-10-23,35900
2015-10-24,35900
2015-10-25,36482
2015-10-26,36482
2015-10-27,36186
2015-10-29,36180
2015-10-30,36180
2015-10-31,36354
2015-11-01,36354
2015-11-02,36100
2015-11-03,36100
2015-11-04,36109
2015-11-05,36109
2015-11-06,36119
2015-11-07,36615
2015-11-08,36615
2015-11-09,36615
2015-11-10,36352
2015-11-11,36352
2015-11-12,36222
2015-11-13,36222
2015-11-14,36143
2015-11-15,36143
2015-11-16,35712
2015-11-17,35712
2015-11-18,36702
2015-11-19,36702
2015-11-20,37286
2015-11-21,37286
2015-11-22,36960
2015-11-23,36960
2015-11-24,37190
2015-11-25,37040
2015-11-26,37040
2015-11-27,36534
2015-11-28,36534
2015-11-29,36554
2015-11-30,36554
2015-12-01,37605
2015-12-02,37605
2015-12-03,37871
2015-12-04,37871
2015-12-05,38208
2015-12-06,38454
2015-12-07,38454
2015-12-08,39004
2015-12-09,38459
2015-12-10,38459
2015-12-11,38242
2015-12-12,38242
2015-12-13,38313
2015-12-14,38313
2015-12-15,38717
2015-12-16,38717
2015-12-17,38000
2015-12-18,36933
2015-12-19,36933
2015-12-20,37410
2015-12-21,37410
2015-12-22,37020
2015-12-23,37020
2015-12-24,37390
2015-12-25,37390
2015-12-26,37760
2015-12-27,38273
2015-12-28,38273
2015-12-29,39169
2015-12-30,40158
2015-12-31,40158
2016-01-01,39281
2016-01-02,39281
2016-01-03,39522
2016-01-04,39611
2016-01-05,39611
2016-01-06,39629
2016-01-07,39629
2016-01-08,39289
2016-01-09,39289
2016-01-10,38672
2016-01-11,38672
2016-01-12,39110
2016-01-13,39110
2016-01-14,39594
2016-01-15,39594
2016-01-16,40241
2016-01-17,39579
2016-01-18,39352
2016-01-19,39352
2016-01-20,39532
2016-01-21,39532
2016-01-22,39232
2016-01-23,38902
2016-01-24,38902
2016-01-25,39306
2016-01-26,39306
2016-01-27,39916
2016-01-28,39916
2016-01-29,39859
2016-01-30,39859
2016-01-31,40156
2016-02-01,40318
2016-02-02,40318
2016-02-03,40072
2016-02-04,40072
2016-02-05,40047
2016-02-06,39717
2016-02-07,39717
2016-02-08,39136
2016-02-09,38906
2016-02-10,38921
2016-02-11,38921
2016-02-12,38320
2016-02-13,38652
2016-02-14,38652
2016-02-15,38048
2016-02-16,38464
2016-02-17,39056
2016-02-18,39056
2016-02-19,38994
2016-02-20,39739
2016-02-21,39566
2016-02-22,39566
2016-02-23,39294
2016-02-24,39294
2016-02-25,39814
2016-02-26,39814
2016-02-27,40164
2016-02-28,40164
2016-03-01,39703
2016-03-02,39703
2016-03-03,39652
2016-03-04,39652
2016-03-05,39676
2016-03-06,39655
2016-03-07,39655
2016-03-08,39814
2016-03-09,40158
2016-03-10,40044
2016-03-11,40044
2016-03-12,39578
2016-03-13,39578
2016-03-14,39593
2016-03-15,39177
2016-03-16,39296
2016-03-17,39296
2016-03-18,39593
2016-03-19,39639
2016-03-20,40621
2016-03-21,40621
2016-03-22,41231
2016-03-23,41164
2016-03-24,41164
2016-03-25,41433
2016-03-26,41502
2016-03-27,41502
2016-03-28,40567
2016-03-29,40823
2016-03-30,40823
2016-03-31,40444
2016-04-01,40444
2016-04-02,40076
2016-04-03,39967
2016-04-04,39947
2016-04-05,39947
2016-04-06,40099
2016-04-07,40099
2016-04-08,40399
2016-04-09,40694
2016-04-10,41073
2016-04-11,41073
2016-04-12,41524
2016-04-13,41524
2016-04-14,42014
2016-04-15,43596
2016-04-16,43557
2016-04-17,43166
2016-04-18,43063
2016-04-19,43063
2016-04-20,42765
2016-04-21,42765
2016-04-22,42400
2016-04-23,41823
2016-04-24,42053
2016-04-25,42998
2016-04-26,42779
2016-04-27,42410
2016-04-28,42342
2016-04-29,42342
2016-04-30,42678
2016-05-01,42678
2016-05-02,42539
2016-05-03,42905
2016-05-04,42709
2016-05-05,42310
2016-05-06,42310
2016-05-07,41407
2016-05-08,41407
2016-05-09,39856
2016-05-10,39009
2016-05-11,39009
2016-05-12,38770
2016-05-13,37578
2016-05-14,38234
2016-05-15,38232
2016-05-16,38232
2016-05-17,37887
2016-05-18,37759
2016-05-19,37759
2016-05-22,38109
2016-05-23,38165
2016-05-24,38831
2016-05-25,38831
2016-05-26,38363
2016-05-27,37682
2016-05-28,37682
2016-05-29,37886
2016-05-30,37886
2016-05-31,38536
2016-06-01,37989
2016-06-02,38221
2016-06-03,38221
2016-06-04,37889
2016-06-05,37889
2016-06-06,37636
2016-06-07,37636
2016-06-08,37295
2016-06-09,37322
2016-06-10,37256
2016-06-11,37528
2016-06-12,37670
2016-06-13,37670
2016-06-14,38420
2016-06-15,38420
2016-06-16,38246
2016-06-17,37859
2016-06-18,37859
2016-06-19,38529
2016-06-20,38475
2016-06-21,39197
2016-06-22,39320
2016-06-23,40655
2016-06-24,40655
2016-06-25,41196
2016-06-26,41196
2016-06-27,41117
2016-06-28,41130
2016-06-29,40193
2016-06-30,39377
2016-07-01,39870
2016-07-02,39870
2016-07-03,39556
2016-07-04,39898
2016-07-05,39898
2016-07-06,40719
2016-07-07,40719
2016-07-08,39722
2016-07-09,39519
2016-07-10,38785
2016-07-11,38930
2016-07-12,38930
2016-07-13,39368
2016-07-14,39475
2016-07-15,38789
2016-07-16,39077
2016-07-17,39077
2016-07-18,39309
2016-07-23,40261
2016-07-24,40483
2016-07-25,41174
2016-07-26,41174
2016-07-27,41216
2016-07-28,41216
2016-07-29,40483
2016-07-30,39457
2016-07-31,39457
2016-08-01,39615
2016-08-02,39368
2016-08-03,39372
2016-08-04,39372
2016-08-05,40403
2016-08-06,39865
2016-08-07,39518
2016-08-08,39518
2016-08-09,39059
2016-08-10,38959
2016-08-11,38959
2016-08-12,38510
2016-08-13,38510
2016-08-14,39074
2016-08-15,38809
2016-08-16,38560
2016-08-17,38560
2016-08-18,38303
2016-08-19,38033
2016-08-20,38656
2016-08-21,38656
2016-08-22,38865
2016-08-23,39486
2016-08-24,39486
2016-08-25,38522
2016-08-26,38522
2016-08-28,37765
2016-08-31,35966
2016-09-01,34930
2016-09-02,34930
2016-09-03,35161
2016-09-04,35190
2016-09-05,36606
2016-09-06,36263
2016-09-07,36263
2016-09-08,35846
2016-09-09,35846
2016-09-10,35114
2016-09-11,35114
2016-09-12,35231
2016-09-13,35758
2016-09-14,35758
2016-09-15,36517
2016-09-16,36517
2016-09-17,36430
2016-09-18,35983
2016-09-19,35644
2016-09-20,35644
2016-09-21,34536
2016-09-22,34068
2016-09-23,33099
2016-09-24,33099
2016-09-25,32729
2016-09-26,32729
2016-09-27,33350
2016-09-28,33848
2016-09-29,33848
2016-09-30,33277
2016-10-01,32394
2016-10-02,32394
2016-10-03,31014
2016-10-04,31164
2016-10-05,30961
2016-10-06,30697
2016-10-07,30697
2016-10-08,30827
2016-10-09,30827
2016-10-10,30877
2016-10-11,31041
2016-10-12,31041
2016-10-13,31058
2016-10-14,31188
2016-10-15,31342
2016-10-16,31342
2016-10-17,31982
2016-10-18,31982
2016-10-19,31113
2016-10-20,31084
2016-10-21,31784
2016-10-22,31784
2016-10-23,31366
2016-10-24,31261
2016-10-25,31261
2016-10-26,31724
2016-10-27,31724
2016-10-28,31879
2016-10-29,31950
2016-10-30,31618
2016-10-31,31634
2016-11-01,31634
2016-11-02,31858
2016-11-03,31858
2016-11-04,31984
2016-11-05,31984
2016-11-06,31311
2016-11-07,31311
2016-11-08,31603
2016-11-09,31233
2016-11-10,30958
2016-11-11,30958
2016-11-12,30262
2016-11-13,30262
2016-11-14,30600
2016-11-15,30804
2016-12-07,30769
2016-12-08,30825
2016-12-09,30781
2016-12-10,30781
2016-12-11,30381
2016-12-12,29725
2016-12-13,29971
2016-12-14,30529
2016-12-15,30529
2016-12-16,30594
2016-12-17,31022
2016-12-18,31022
2016-12-19,31045
2016-12-20,30487
2016-12-21,29964
2016-12-22,29964
2016-12-23,29920
2016-12-24,29920
2016-12-25,29963
2016-12-26,29334
2016-12-27,29792
2016-12-28,29806
2016-12-29,30098
2016-12-30,30076
2016-12-31,29824
2017-01-01,29447
2017-01-02,29701
2017-01-03,29669
2017-01-04,29321
2017-01-05,28935
2017-01-06,28961
2017-01-07,28364
2017-01-08,27452
2017-01-09,27758
2017-01-10,27050
2017-01-11,26587
2017-01-12,27203
2017-01-13,27203
2017-01-14,27601
2017-01-15,28295
2017-01-16,27423
2017-01-17,27449
2017-01-18,27687
2017-01-19,27840
2017-01-20,27747
2017-01-21,27439
2017-01-22,27669
2017-01-23,27216
2017-01-27,26794
2017-01-28,27161
2017-01-29,27746
2017-01-30,27030
2017-01-31,27313
2017-02-01,27563
2017-02-02,27412
2017-02-03,27393
2017-02-04,27748
2017-02-05,27636
2017-02-06,27434
2017-02-07,28068
2017-02-08,27776
2017-02-09,27776
2017-02-10,27917
2017-02-11,28199
2017-02-12,28424
2017-02-13,28131
2017-02-14,29013
2017-02-15,29616
2017-02-16,29450
2017-02-18,28754
2017-02-19,27959
2017-02-20,27565
2017-02-21,27394
2017-02-22,27458
2017-02-23,26594
2017-02-24,26171
2017-02-25,26565
2017-02-26,27115
2017-02-27,26962
2017-02-28,27325
2017-03-01,27571
2017-03-02,27284
2017-03-03,27069
2017-03-04,27274
2017-03-05,27057
2017-03-06,26895
2017-03-07,27224
2017-03-08,27162
2017-03-09,26973
2017-03-10,27556
2017-03-11,26944
2017-03-12,27063
2017-03-13,27145
2017-03-14,26854
2017-03-15,26477
2017-03-16,26565
2017-03-17,26945
2017-03-18,26493
2017-03-19,26291
2017-03-20,26468
2017-03-21,27385
2017-03-22,28220
2017-03-23,27773
2017-03-24,27914
2017-03-25,27914
2017-03-26,28452
2017-03-27,28662
2017-03-28,28441
2017-03-29,28272
2017-03-30,28099
2017-03-31,28172
2017-04-01,27824
2017-04-02,27664
2017-04-03,27582
2017-04-04,27953
2017-04-12,26660
2017-04-13,26931
2017-04-14,26717
2017-04-15,26916
2017-04-16,26753
2017-04-17,26673
2017-04-18,26604
2017-04-19,26690
2017-04-20,26878
2017-04-21,26968
2017-04-22,26987
2017-04-23,27028
2017-04-24,26721
2017-04-25,26742
2017-04-26,26742
2017-04-27,26815
2017-04-28,26720
2017-04-29,26885
2017-04-30,26858
2017-05-01,26873
2017-05-02,26671
2017-05-03,26636
2017-05-04,26746
2017-05-05,26607
2017-05-06,26692
2017-05-07,26646
2017-05-08,26896
2017-05-09,26950
2017-05-10,27359
2017-05-11,27251
2017-05-12,27172
2017-05-13,27062
2017-05-14,26967
2017-05-15,26948
2017-05-16,27670
2017-05-17,28241
2017-05-18,28292
2017-05-19,27902
2017-05-20,27451
2017-05-21,27451
2017-05-22,27238
2017-05-23,27526
2017-05-24,27619
2017-05-25,26972
2017-05-26,27213
2017-05-27,27042
2017-05-28,26990
2017-05-29,27090
2017-05-30,26834
2017-05-31,26886
2017-06-01,26851
2017-06-02,26470
2017-06-03,25816
2017-06-04,25767
2017-06-05,25548
2017-06-06,26019
2017-06-07,25927
2017-06-08,25927
2017-06-09,25089
2017-06-10,24658
2017-06-11,25161
2017-06-12,25019
2017-06-13,24992
2017-06-14,24990
2017-06-15,24755
2017-06-16,25112
2017-06-17,25268
2017-06-18,25580
2017-06-19,25580
2017-06-20,25181
2017-06-21,25053
2017-06-22,25187
2017-06-23,25021
2017-06-24,25110
2017-06-25,25286
2017-06-26,26108
2017-06-27,26783
2017-06-28,26002
2017-06-29,26269
2017-06-30,26619
2017-07-01,26619
2017-07-02,26217
2017-07-03,26275
2017-07-04,27060
2017-07-05,27060
2017-07-06,28140
2017-07-07,28140
2017-07-08,29478
2017-07-13,28838
2017-07-14,27760
2017-07-15,27760
2017-07-16,27382
2017-07-17,27275
2017-07-18,27290
2017-07-19,27180
2017-07-20,27571
2017-07-21,27466
2017-07-22,27646
2017-07-23,27320
2017-07-24,27197
2017-07-25,27108
2017-07-26,27159
2017-07-27,27608
2017-07-28,27411
2017-07-29,27691
2017-07-30,27133
2017-07-31,27133
2017-08-01,27076
2017-08-02,28194
2017-08-03,28613
2017-08-04,28975
2017-08-05,28927
2017-08-06,28897
2017-08-09,28412
2017-08-10,27957
2017-08-11,27581
2017-08-12,27982
2017-08-13,27932
2017-08-14,27726
2017-08-15,27679
2017-08-16,28046
2017-08-17,28576
2017-08-18,28576
2017-08-19,28617
2017-08-20,28442
2017-08-21,28697
2017-08-22,28809
2017-08-23,28775
2017-08-24,28924
2017-08-25,28628
2017-08-26,28985
2017-08-27,29097
2017-08-28,29228
2017-08-29,29228
2017-08-30,29161
2017-08-31,28745
2017-09-01,28710
2017-09-03,27776
2017-09-04,27294
2017-09-05,28017
2017-09-06,28195
2017-09-07,28211
2017-09-08,28211
2017-09-09,28081
2017-09-10,27963
2017-09-11,28394
2017-09-12,28394
2017-09-13,28145
2017-09-14,28601
2017-09-15,28601
2017-09-16,28684
2017-09-17,28443
2017-09-18,28540
2017-09-19,28540
2017-09-20,28349
2017-09-21,28253
2017-09-22,28452
2017-09-23,28452
2017-09-24,28726
2017-09-25,29187
2017-09-26,29033
2017-09-27,29033
2017-09-28,28981
2017-09-29,29812
2017-09-30,29608
2017-10-01,30077
2017-10-02,30698
2017-10-03,29412
2017-10-04,29412
2017-10-05,28979
2017-10-06,28916
2017-10-07,29062
2017-10-08,29145
2017-10-09,29206
2017-10-10,29609
2017-10-11,29609
2017-10-12,30155
2017-10-13,30416
2017-10-14,30905
2017-10-15,30905
2017-10-16,31148
2017-10-17,31148
2017-10-18,31331
2017-10-19,30917
2017-10-20,31163
2017-10-21,31010
2017-10-22,30452
2017-10-23,30526
2017-10-24,30578
2017-10-25,30373
2017-10-26,29872
2017-10-27,28884
2017-10-28,28884
2017-10-29,28196
2017-10-30,27931
2017-10-31,28312
2017-11-01,28562
2017-11-02,28435
2017-11-03,28055
2017-11-04,28498
2017-11-05,28169
2017-11-06,28814
2017-11-07,29082
2017-11-08,29279
2017-11-09,29217
2017-11-10,28535
2017-11-11,28086
2017-11-12,28382
2017-11-13,29060
2017-11-14,29827
2017-11-15,30243
2017-11-16,30373
2017-11-17,29960
2017-11-18,30562
2017-11-19,31225
2017-11-20,31330
2017-11-21,31830
2017-11-22,31636
2017-11-23,30625
2017-11-24,29437
2017-11-25,30201
2017-11-26,29950
2017-11-27,29950
2017-11-28,29666
2017-11-29,29717
2017-11-30,29623
2017-12-01,29151
2017-12-02,28915
2017-12-03,29586
2017-12-04,30828
2017-12-05,31957
2017-12-06,31397
2017-12-07,30175
2017-12-08,30175
2017-12-09,29708
2017-12-10,29686
2017-12-11,29803
2017-12-12,29676
2017-12-13,29487
2017-12-14,29000
2017-12-15,28706
2017-12-16,28654
2017-12-17,28424
2017-12-18,28151
2017-12-19,28217
2017-12-20,28245
2017-12-21,28036
2017-12-22,27782
2017-12-23,27812
2017-12-24,26877
2017-12-25,27063
2017-12-26,27390
2017-12-27,27567
2017-12-28,27588
2017-12-29,27230
2017-12-30,26937
2017-12-31,26835
2018-01-01,26600
2018-01-02,27597
2018-01-03,28256
2018-01-04,27839
2018-01-05,28104
2018-01-06,28180
2018-01-07,28244
2018-01-08,28642
2018-01-09,27714
2018-01-10,27040
2018-01-11,26498
2018-01-12,26332
2018-01-13,26309
2018-01-14,26259
2018-01-15,26410
2018-01-16,26585
2018-01-17,26596
2018-01-18,25901
2018-01-19,25901
2018-01-20,26449
2018-01-21,26067
2018-01-22,26080
2018-01-23,26094
2018-01-24,25755
2018-01-25,25574
2018-01-26,26095
2018-01-27,25945
2018-01-28,25761
2018-01-29,25847
2018-01-30,25523
2018-01-31,25295
2018-02-01,24981
2018-02-02,24855
2018-02-03,24709
2018-02-04,24133
2018-02-05,24432
2018-02-06,24296
2018-02-07,24722
2018-02-08,24859
2018-02-09,24149
2018-02-10,23712
2018-02-11,23899
2018-02-12,24166
2018-02-13,23947
2018-02-14,23684
2018-02-15,23178
2018-02-16,22418
2018-02-17,21579
2018-02-18,21550
2018-02-19,21850
2018-02-20,21856
2018-02-21,21506
2018-02-22,21727
2018-02-23,22335
2018-02-24,22356
2018-02-25,22450
2018-02-26,22526
2018-02-27,23073
2018-02-28,22925
2018-03-01,22944
2018-03-02,22919
2018-03-03,23347
2018-03-04,23347
2018-03-05,23349
2018-03-06,23406
2018-03-07,23460
2018-03-08,23333
2018-03-09,23207
2018-03-10,23197
2018-03-11,23126
2018-03-12,23540
2018-03-13,23372
2018-03-14,23166
2018-03-15,23052
2018-03-16,23275
2018-03-17,23518
2018-03-18,23605
2018-03-19,23412
2018-03-20,23154
2018-03-21,22896
2018-03-23,22580
2018-03-24,22320
2018-03-25,22147
2018-03-26,22510
2018-03-27,22282
2018-03-28,22113
2018-03-29,21940
2018-03-30,22326
2018-03-31,22769
2018-04-01,22398
2018-04-02,22374
2018-04-03,22490
2018-04-04,22099
2018-04-05,22099
2018-04-06,22278
2018-04-07,22782
2018-04-08,22413
2018-04-09,22015
2018-04-10,21463
2018-04-11,21780
2018-04-12,21663
2018-04-13,22004
2018-04-14,22131
2018-04-15,21640
2018-04-16,21398
2018-04-17,21053
2018-04-18,20719
2018-04-19,20849
2018-04-20,20746
2018-04-21,21028
2018-04-22,21051
2018-04-23,20949
2018-04-24,20993
2018-04-25,21207
2018-04-26,21546
2018-04-27,21478
2018-04-28,21520
2018-04-29,21663
2018-04-30,21818
2018-05-01,22051
2018-05-03,22620
2018-05-04,22530
2018-05-05,22299
2018-05-07,22126
2018-05-08,22091
2018-05-09,22481
2018-05-10,22386
2018-05-11,22577
2018-05-12,21733
2018-05-13,21103
2018-05-14,21736
2018-05-15,21792
2018-05-16,22043
2018-05-17,22353
2018-05-18,22291
2018-05-19,22250
2018-05-20,22158
2018-05-21,21715
2018-05-22,21817
2018-05-23,22132
2018-05-24,22740
2018-05-25,23659
2018-05-26,23771
2018-05-27,24330
2018-05-28,25086
2018-05-29,24967
2018-05-30,24921
2018-05-31,24560
2018-06-01,24029
2018-06-02,23610
2018-06-03,23772
2018-06-04,23645
2018-06-05,22792
2018-06-06,22513
2018-06-07,22639
2018-06-08,21991
2018-06-09,22165
2018-06-10,21433
2018-06-11,21288
2018-06-12,21293
2018-06-13,21783
2018-06-14,22304
2018-06-15,22278
2018-06-16,21985
2018-06-17,22056
2018-06-18,22173
2018-06-19,22403
2018-06-20,22403
2018-06-21,22725
2018-06-22,22612
2018-06-23,22268
2018-06-24,22168
2018-06-25,22454
2018-06-26,22535
2018-06-27,22360
2018-06-28,22140
2018-06-29,22225
2018-06-30,22226
2018-07-01,22280
2018-07-02,22340
2018-07-03,22306
2018-07-04,22470
2018-07-05,22520
2018-07-06,22679
2018-07-07,22450
2018-07-08,22180
2018-07-09,22531
2018-07-10,22810
2018-07-11,22258
2018-07-12,22297
2018-07-13,22672
2018-07-14,23436
2018-07-15,24164
2018-07-16,24618
2018-07-17,24440
2018-07-18,23883
2018-07-19,23303
2018-07-20,22498
2018-07-21,22750
2018-07-22,22766
2018-07-23,22848
2018-07-24,23127
2018-07-25,23542
2018-07-26,23388
2018-07-27,23320
2018-07-28,23328
2018-07-29,23232
2018-07-30,22931
2018-07-31,22880
2018-08-01,23043
2018-08-02,22858
2018-08-03,22785
2018-08-04,22819
2018-08-05,22618
2018-08-06,22645
2018-08-07,22682
2018-08-08,22954
2018-08-09,22794
2018-08-10,22924
2018-08-11,22716
2018-08-12,22951
2018-08-14,24102
2018-08-16,24438
2018-08-17,23928
2018-08-18,24481
2018-08-19,24368
2018-08-20,24355
2018-08-21,23861
2018-08-22,23727
2018-08-23,23525
2018-08-24,23798
2018-08-25,23851
2018-08-26,23621
2018-08-27,23013
2018-08-28,23267
2018-08-29,23523
2018-08-30,24076
2018-08-31,24613
2018-09-01,24458
2018-09-02,23896
2018-09-03,23886
2018-09-04,23633
2018-09-05,23621
2018-09-06,23621
2018-09-07,24120
2018-09-08,23697
2018-09-09,23543
2018-09-10,23340
2018-09-11,23237
2018-09-12,22791
2018-09-13,22673
2018-09-14,22980
2018-09-15,23389
2018-09-16,23186
2018-09-17,23164
2018-09-18,23373
2018-09-19,23501
2018-09-20,23724
2018-09-21,23780
2018-09-22,23677
2018-09-23,23347
2018-09-24,23387
2018-09-25,23251
2018-09-26,23364
2018-09-27,23486
2018-09-28,23567
2018-09-29,23798
2018-09-30,23255
2018-10-01,23562
2018-10-02,23713
2018-10-03,23379
2018-10-04,23547
2018-10-05,23752
2018-10-06,23411
2018-10-07,23156
2018-10-08,23008
2018-10-09,22878
2018-10-10,22824
2018-10-11,22860
2018-10-12,23232
2018-10-13,22943
2018-10-14,21981
2018-10-15,21861
2018-10-16,21392
2018-10-17,22360
2018-10-18,23274
2018-10-19,23383
2018-10-20,23110
2018-10-21,23209
2018-10-22,23460
2018-10-23,23486
2018-10-24,23427
2018-10-25,23614
2018-10-26,23484
2018-10-27,23413
2018-10-28,23510
2018-10-29,22816
2018-10-30,22794
2018-10-31,22678
2018-11-01,22599
2018-11-03,22299
2018-11-04,22215
2018-11-05,22306
2018-11-06,22364
2018-11-07,22211
2018-11-08,22449
2018-11-09,22408
2018-11-10,22316
2018-11-11,22599
2018-11-12,22522
2018-11-13,22680
2018-11-14,22813
2018-11-15,23192
2018-11-16,23187
2018-11-17,23639
2018-11-18,23415
2018-11-19,22832
2018-11-20,23000
2018-11-21,23726
2018-11-22,23895
2018-11-23,24170
2018-11-24,24555
2018-11-25,24734
2018-11-26,24408
2018-11-27,24353
2018-11-28,24107
2018-11-29,24423
2018-12-01,24529
2018-12-02,23899
2018-12-03,23502
2018-12-04,23442
2018-12-05,23762
2018-12-07,24844
2018-12-09,24370
2018-12-10,24667
2018-12-11,24699
2018-12-12,24549
2018-12-13,24228
2018-12-14,24185
2018-12-15,23914
2018-12-16,23640
2018-12-17,22997
2018-12-18,22822
2018-12-19,22810
2018-12-20,22867
2018-12-21,23206
2018-12-22,23235
2018-12-23,22567
2018-12-24,21905
2018-12-25,21956
2018-12-26,22593
2018-12-27,22490
2018-12-28,22614
2018-12-29,22661
2018-12-30,22894
2018-12-31,23012
2019-01-01,22513
2019-01-02,22138
2019-01-03,22219
2019-01-04,22475
2019-01-05,22975
2019-01-06,23718
2019-01-08,23774
2019-01-10,23539
2019-01-11,23315
2019-01-12,23177
2019-01-13,23134
2019-01-14,22784
2019-01-15,22039
2019-01-16,21855
2019-01-17,22322
2019-01-18,23030
2019-01-19,22683
2019-01-20,22555
2019-01-21,22383
2019-01-22,22125
2019-01-23,22488
2019-01-24,22521
2019-01-25,22607
2019-01-26,22607
2019-01-27,22517
2019-01-28,22677
2019-01-29,22778
2019-01-30,22989
2019-01-31,23665
2019-02-01,23810
2019-02-02,23845
2019-02-03,23677
2019-02-04,23627
2019-02-05,23345
2019-02-06,23055
2019-02-07,22476
2019-02-08,21999
2019-02-09,21775
2019-02-10,21969
2019-02-11,21989
2019-02-12,22005
2019-02-13,22160
2019-02-14,22937
2019-02-15,22752
2019-02-16,21692
2019-02-17,21375
2019-02-18,21474
2019-02-19,21982
2019-02-20,22097
2019-02-21,22179
2019-02-22,21879
2019-02-23,21546
2019-02-24,21234
2019-02-25,22075
2019-02-26,22469
2019-02-27,22935
2019-02-28,23206
2019-03-01,22829
2019-03-02,22346
2019-03-03,22109
2019-03-04,22369
2019-03-05,23045
2019-03-06,23152
2019-03-07,22567
2019-03-08,22226
2019-03-09,21690
2019-03-10,21199
2019-03-11,20840
2019-03-12,21647
2019-03-13,22638
2019-03-14,22432
2019-03-15,22318
2019-03-16,22907
2019-03-17,22651
2019-03-18,22367
2019-03-19,22430
2019-03-20,22013
2019-03-21,21711
2019-03-22,21704
2019-03-23,21874
2019-03-24,21815
2019-03-25,21844
2019-03-26,21624
2019-03-27,21567
2019-03-28,21811
