date_obj,Master%20wand price
2015-03-26,3996362
2015-03-27,3996362
2015-03-28,3996362
2015-03-29,3996362
2015-03-30,3996362
2015-03-31,3996362
2015-04-01,3996362
2015-04-02,4178771
2015-04-03,4178771
2015-04-04,4178771
2015-04-05,4178771
2015-04-06,4178771
2015-04-07,4178771
2015-04-08,4178771
2015-04-09,4178771
2015-04-10,4366885
2015-04-11,4366885
2015-04-12,4366885
2015-04-13,4366885
2015-04-14,4366885
2015-04-15,4366885
2015-04-16,4366885
2015-04-17,4366885
2015-04-18,4562986
2015-04-19,4562986
2015-04-20,4562986
2015-04-21,4562986
2015-04-22,4562986
2015-04-23,4562986
2015-04-24,4562986
2015-04-25,4562986
2015-04-26,4562986
2015-04-27,4756899
2015-04-28,4756899
2015-04-29,4756899
2015-04-30,4756899
2015-05-01,4756899
2015-05-02,4756899
2015-05-03,4756899
2015-05-04,4756899
2015-05-05,4979589
2015-05-06,4979589
2015-05-07,4979589
2015-05-08,4979589
2015-05-09,4979589
2015-05-10,4979589
2015-05-11,4979589
2015-05-12,4979589
2015-05-13,5208740
2015-05-14,5208740
2015-05-15,5208740
2015-05-16,5208740
2015-05-17,5208740
2015-05-18,5208740
2015-05-19,5208740
2015-05-20,5208740
2015-05-21,5208740
2015-05-22,5454256
2015-05-23,5454256
2015-05-24,5454256
2015-05-25,5454256
2015-05-26,5454256
2015-05-27,5454256
2015-05-28,5724538
2015-05-29,5724538
2015-05-30,5724538
2015-05-31,5724538
2015-06-01,5981735
2015-06-02,5981735
2015-06-03,5981735
2015-06-04,5981735
2015-06-05,5981735
2015-06-06,5981735
2015-06-07,6238158
2015-06-08,6238158
2015-06-09,6238158
2015-06-10,6238158
2015-06-11,6238158
2015-06-12,6238158
2015-06-13,6191413
2015-06-14,6191413
2015-06-15,6191413
2015-06-16,6191413
2015-06-17,6191413
2015-06-18,5881842
2015-06-19,5881842
2015-06-20,5881842
2015-06-21,5881842
2015-06-22,5881842
2015-06-23,5587749
2015-06-24,5587749
2015-06-25,5587749
2015-06-26,5587749
2015-06-27,5587749
2015-06-28,5309366
2015-06-29,5309366
2015-06-30,5309366
2015-07-01,5309366
2015-07-02,5309366
2015-07-03,5043897
2015-07-04,5043897
2015-07-05,5043897
2015-07-06,5043897
2015-07-07,4791702
2015-07-08,4791702
2015-07-09,4791702
2015-07-10,4791702
2015-07-11,4791702
2015-07-12,4552116
2015-07-13,4552116
2015-07-14,4552116
2015-07-15,4328722
2015-07-16,4328722
2015-07-17,4328722
2015-07-18,4328722
2015-07-19,4112285
2015-07-20,4112285
2015-07-21,4112285
2015-07-22,3906670
2015-07-23,3906670
2015-07-24,3906670
2015-07-25,3906670
2015-07-26,3794030
2015-07-27,3794030
2015-07-28,3794030
2015-07-29,3673955
2015-07-30,3673955
2015-07-31,3673955
2015-08-01,3673955
2015-08-02,3820640
2015-08-03,3820640
2015-08-04,3820640
2015-08-05,3820640
2015-08-06,3897759
2015-08-07,3897759
2015-08-08,3897759
2015-08-09,4071097
2015-08-10,4071097
2015-08-11,4071097
2015-08-12,4071097
2015-08-13,4257471
2015-08-14,4257471
2015-08-15,4257471
2015-08-16,4410060
2015-08-17,4410060
2015-08-18,4410060
2015-08-19,4555901
2015-08-20,4555901
2015-08-21,4555901
2015-08-22,4765769
2015-08-23,4765769
2015-08-24,4765769
2015-08-25,4765769
2015-08-26,4991359
2015-08-27,4991359
2015-08-28,4991359
2015-08-29,4837120
2015-08-30,4837120
2015-08-31,4837120
2015-09-01,4837120
2015-09-02,4677277
2015-09-03,4677277
2015-09-04,4677277
2015-09-05,4677277
2015-09-06,4450137
2015-09-07,4450137
2015-09-08,4450137
2015-09-09,4450137
2015-09-10,4547906
2015-09-11,4547906
2015-09-12,4547906
2015-09-13,4764339
2015-09-14,4764339
2015-09-15,4764339
2015-09-16,4992384
2015-09-17,4992384
2015-09-18,4992384
2015-09-19,5227033
2015-09-20,5227033
2015-09-21,5227033
2015-09-22,5386855
2015-09-23,5386855
2015-09-24,5386855
2015-09-25,5386855
2015-09-27,5193993
2015-09-28,5193993
2015-09-29,5193993
2015-09-30,4967015
2015-10-05,4761240
2015-10-06,4761240
2015-10-07,4761240
2015-10-08,4537680
2015-10-09,4537680
2015-10-10,4537680
2015-10-11,4318023
2015-10-12,4318023
2015-10-13,4318023
2015-10-14,4318023
2015-10-15,4139811
2015-10-16,4139811
2015-10-17,4139811
2015-10-18,4139811
2015-10-19,4102721
2015-10-20,4102721
2015-10-22,4102721
2015-10-23,4291906
2015-10-24,4291906
2015-10-25,4291906
2015-10-26,4355943
2015-10-27,4355943
2015-10-29,4355943
2015-10-30,4311409
2015-10-31,4311409
2015-11-01,4311409
2015-11-02,4459265
2015-11-03,4459265
2015-11-04,4459265
2015-11-05,4459265
2015-11-06,4503081
2015-11-07,4503081
2015-11-08,4503081
2015-11-09,4709511
2015-11-10,4709511
2015-11-11,4709511
2015-11-12,4709511
2015-11-13,4924701
2015-11-14,4924701
2015-11-15,4924701
2015-11-16,5137658
2015-11-17,5137658
2015-11-18,5137658
2015-11-19,5137658
2015-11-20,5299292
2015-11-21,5299292
2015-11-22,5299292
2015-11-23,5299292
2015-11-24,5296925
2015-11-25,5296925
2015-11-26,5296925
2015-11-27,5314474
2015-11-28,5314474
2015-11-29,5314474
2015-11-30,5304298
2015-12-01,5304298
2015-12-02,5304298
2015-12-03,5214102
2015-12-04,5214102
2015-12-05,5214102
2015-12-06,5214102
2015-12-07,5175965
2015-12-08,5175965
2015-12-09,5175965
2015-12-10,5245663
2015-12-11,5245663
2015-12-12,5245663
2015-12-13,5482888
2015-12-14,5482888
2015-12-15,5482888
2015-12-16,5485501
2015-12-17,5485501
2015-12-18,5485501
2015-12-19,5485501
2015-12-20,5690317
2015-12-21,5690317
2015-12-22,5690317
2015-12-23,5857385
2015-12-24,5857385
2015-12-25,5857385
2015-12-26,5857385
2015-12-27,6121963
2015-12-28,6121963
2015-12-29,6121963
2015-12-30,6136595
2015-12-31,6136595
2016-01-01,6136595
2016-01-02,6136595
2016-01-03,6145479
2016-01-04,6145479
2016-01-05,6145479
2016-01-06,6043724
2016-01-07,6043724
2016-01-08,6043724
2016-01-09,6049389
2016-01-10,6049389
2016-01-11,6049389
2016-01-12,6160847
2016-01-13,6160847
2016-01-14,6160847
2016-01-15,6066141
2016-01-16,6066141
2016-01-17,6066141
2016-01-18,5971854
2016-01-19,5971854
2016-01-20,5971854
2016-01-21,5909455
2016-01-22,5909455
2016-01-23,5909455
2016-01-24,5803092
2016-01-25,5803092
2016-01-26,5803092
2016-01-27,5765963
2016-01-28,5765963
2016-01-29,5765963
2016-01-30,5765963
2016-01-31,5646671
2016-02-01,5646671
2016-02-02,5646671
2016-02-03,5596011
2016-02-04,5596011
2016-02-05,5596011
2016-02-06,5506427
2016-02-07,5506427
2016-02-08,5506427
2016-02-09,5506427
2016-02-10,5531566
2016-02-11,5531566
2016-02-12,5531566
2016-02-13,5529843
2016-02-14,5529843
2016-02-15,5529843
2016-02-16,5529843
2016-02-17,5494700
2016-02-18,5494700
2016-02-19,5494700
2016-02-20,5494700
2016-02-21,5415024
2016-02-22,5415024
2016-02-23,5415024
2016-02-24,5415024
2016-02-25,5376853
2016-02-26,5376853
2016-02-27,5376853
2016-02-28,5552357
2016-02-29,5552357
2016-03-01,5552357
2016-03-02,5708111
2016-03-03,5708111
2016-03-04,5708111
2016-03-05,5819736
2016-03-06,5819736
2016-03-07,5819736
2016-03-08,5904618
2016-03-09,5904618
2016-03-10,5904618
2016-03-11,5935737
2016-03-12,5935737
2016-03-13,5935737
2016-03-14,6163111
2016-03-15,6163111
2016-03-16,6163111
2016-03-17,5998102
2016-03-18,5998102
2016-03-19,5998102
2016-03-20,6052539
2016-03-21,6052539
2016-03-22,6052539
2016-03-23,5905108
2016-03-24,5905108
2016-03-25,5905108
2016-03-26,5941246
2016-03-27,5941246
2016-03-28,5941246
2016-03-29,5853761
2016-03-30,5853761
2016-03-31,5853761
2016-04-01,5853761
2016-04-02,6026533
2016-04-03,6026533
2016-04-04,6026533
2016-04-05,6018200
2016-04-06,6018200
2016-04-07,6018200
2016-04-08,6273011
2016-04-09,6273011
2016-04-10,6525473
2016-04-11,6525473
2016-04-12,6525473
2016-04-13,6525473
2016-04-14,6644504
2016-04-15,6644504
2016-04-16,6644504
2016-04-17,6900629
2016-04-18,6900629
2016-04-19,6900629
2016-04-20,6774718
2016-04-21,6774718
2016-04-22,6774718
2016-04-23,6752942
2016-04-24,6752942
2016-04-25,6752942
2016-04-26,6574447
2016-04-27,6574447
2016-04-28,6574447
2016-04-29,6727103
2016-04-30,6727103
2016-05-01,6727103
2016-05-02,6912687
2016-05-03,6912687
2016-05-04,6912687
2016-05-05,6743560
2016-05-06,6743560
2016-05-07,6743560
2016-05-08,6743560
2016-05-09,6468628
2016-05-10,6468628
2016-05-11,6710333
2016-05-12,6710333
2016-05-13,6967447
2016-05-14,6967447
2016-05-15,6967447
2016-05-16,6837556
2016-05-17,6837556
2016-05-18,6775069
2016-05-19,6775069
2016-05-22,6691507
2016-05-23,6708960
2016-05-24,6708960
2016-05-25,6708960
2016-05-26,6591329
2016-05-27,6591329
2016-05-28,6591329
2016-05-29,6420525
2016-05-30,6420525
2016-05-31,6420525
2016-06-01,6497850
2016-06-02,6497850
2016-06-03,6497850
2016-06-04,6431320
2016-06-05,6431320
2016-06-06,6431320
2016-06-07,6406101
2016-06-08,6406101
2016-06-09,6701381
2016-06-10,6701381
2016-06-11,6929947
2016-06-12,6929947
2016-06-13,6929947
2016-06-14,7096912
2016-06-15,7096912
2016-06-16,7096912
2016-06-17,7451687
2016-06-18,7451687
2016-06-19,7451687
2016-06-20,7791682
2016-06-21,7791682
2016-06-22,7791682
2016-06-23,8027054
2016-06-24,8027054
2016-06-25,8027054
2016-06-26,8027054
2016-06-27,7887090
2016-06-28,7887090
2016-06-29,7887090
2016-06-30,7946227
2016-07-01,7946227
2016-07-02,7946227
2016-07-03,8079675
2016-07-04,8079675
2016-07-05,8079675
2016-07-06,8086260
2016-07-07,8086260
2016-07-08,8086260
2016-07-09,7960948
2016-07-10,7960948
2016-07-11,7619292
2016-07-12,7619292
2016-07-13,7742434
2016-07-14,8086253
2016-07-15,8086253
2016-07-16,8457576
2016-07-17,8457576
2016-07-18,8457576
2016-07-23,9248004
2016-07-24,9248004
2016-07-25,9676366
2016-07-26,9676366
2016-07-27,9676366
2016-07-28,10100670
2016-07-29,10100670
2016-07-30,10100670
2016-07-31,10435191
2016-08-01,10435191
2016-08-02,10435191
2016-08-03,10107285
2016-08-04,10107285
2016-08-05,10107285
2016-08-06,9681622
2016-08-07,9681622
2016-08-08,9681622
2016-08-09,9303899
2016-08-10,9303899
2016-08-11,9303899
2016-08-12,8854583
2016-08-13,8854583
2016-08-14,8854583
2016-08-15,8498660
2016-08-16,8498660
2016-08-17,8567262
2016-08-18,8567262
2016-08-19,8175610
2016-08-20,8175610
2016-08-21,8175610
2016-08-22,7834475
2016-08-23,7834475
2016-08-24,7834475
2016-08-25,7467060
2016-08-26,7467060
2016-08-28,7488680
2016-08-31,7504529
2016-09-01,7504529
2016-09-02,7504529
2016-09-03,7340836
2016-09-04,7340836
2016-09-05,7194979
2016-09-06,7194979
2016-09-07,7194979
2016-09-08,7017043
2016-09-09,7017043
2016-09-10,7017043
2016-09-11,7027762
2016-09-12,7027762
2016-09-13,7061197
2016-09-14,7061197
2016-09-15,7061197
2016-09-16,7166496
