date_obj,Jungle%20camo%20top price
2015-03-26,10000
2015-03-27,10000
2015-03-28,10000
2015-03-29,10000
2015-03-30,10000
2015-03-31,10000
2015-04-01,10000
2015-04-02,10000
2015-04-03,10000
2015-04-04,9905
2015-04-05,9905
2015-04-06,9905
2015-04-07,9905
2015-04-08,9905
2015-04-09,9905
2015-04-10,9905
2015-04-11,9905
2015-04-12,9905
2015-04-13,9905
2015-04-14,9905
2015-04-15,9905
2015-04-16,9905
2015-04-17,9905
2015-04-18,9905
2015-04-19,9905
2015-04-20,9905
2015-04-21,9905
2015-04-22,9905
2015-04-23,9905
2015-04-24,9905
2015-04-25,9905
2015-04-26,9905
2015-04-27,9905
2015-04-28,9905
2015-04-29,9905
2015-04-30,9905
2015-05-01,9905
2015-05-02,9905
2015-05-03,9905
2015-05-04,9905
2015-05-05,9905
2015-05-06,9905
2015-05-07,9905
2015-05-08,9745
2015-05-09,9745
2015-05-10,9745
2015-05-11,9745
2015-05-12,9745
2015-05-13,9745
2015-05-14,9745
2015-05-15,9745
2015-05-16,9745
2015-05-17,9745
2015-05-18,9745
2015-05-19,9745
2015-05-20,9745
2015-05-21,9745
2015-05-22,9745
2015-05-23,9745
2015-05-24,9745
2015-05-25,9745
2015-05-26,9745
2015-05-27,9745
2015-05-28,9745
2015-05-29,9745
2015-05-30,9745
2015-05-31,9745
2015-06-01,9745
2015-06-02,9745
2015-06-03,9745
2015-06-04,9745
2015-06-05,9386
2015-06-06,9386
2015-06-07,9386
2015-06-08,9386
2015-06-09,9386
2015-06-10,9386
2015-06-11,9386
2015-06-12,9386
2015-06-13,9386
2015-06-14,9386
2015-06-15,9386
2015-06-16,9386
2015-06-17,9386
2015-06-18,9386
2015-06-19,9386
2015-06-20,9386
2015-06-21,9386
2015-06-22,9386
2015-06-23,9386
2015-06-24,9386
2015-06-25,9386
2015-06-26,9386
2015-06-27,9386
2015-06-28,9386
2015-06-29,9386
2015-06-30,9386
2015-07-01,9386
2015-07-02,9386
2015-07-03,9386
2015-07-04,9386
2015-07-05,9386
2015-07-06,8960
2015-07-07,8960
2015-07-08,8960
2015-07-09,8960
2015-07-10,8960
2015-07-11,8960
2015-07-12,8960
2015-07-13,8960
2015-07-14,8960
2015-07-15,8960
2015-07-16,8960
2015-07-17,8960
2015-07-18,8960
2015-07-19,8960
2015-07-20,8960
2015-07-21,8960
2015-07-22,8960
2015-07-23,8960
2015-07-24,8960
2015-07-25,8960
2015-07-26,8960
2015-07-27,8960
2015-07-28,8960
2015-07-29,8960
2015-07-30,8960
2015-07-31,8654
2015-08-01,8654
2015-08-02,8654
2015-08-03,8654
2015-08-04,8654
2015-08-05,8654
2015-08-06,8654
2015-08-07,8654
2015-08-08,8654
2015-08-09,8654
2015-08-10,8654
2015-08-11,8654
2015-08-12,8654
2015-08-13,8654
2015-08-14,8654
2015-08-15,8654
2015-08-16,8654
2015-08-17,8654
2015-08-18,8654
2015-08-19,8654
2015-08-20,8654
2015-08-21,8654
2015-08-22,8654
2015-08-23,8654
2015-08-24,8654
2015-08-25,8654
2015-08-26,8654
2015-08-27,8654
2015-08-28,8654
2015-08-29,8654
2015-08-30,8654
2015-08-31,8654
2015-09-01,8470
2015-09-02,8470
2015-09-03,8470
2015-09-04,8470
2015-09-05,8470
2015-09-06,8470
2015-09-07,8470
2015-09-08,8470
2015-09-09,8470
2015-09-10,8470
2015-09-11,8470
2015-09-12,8470
2015-09-13,8470
2015-09-14,8470
2015-09-15,8470
2015-09-16,8470
2015-09-17,8470
2015-09-18,8470
2015-09-19,8470
2015-09-20,8470
2015-09-21,8470
2015-09-22,8470
2015-09-23,8470
2015-09-24,8470
2015-09-25,8470
2015-09-27,8470
2015-09-28,8470
2015-09-29,8470
2015-09-30,8470
2015-10-05,8164
2015-10-06,8164
2015-10-07,8164
2015-10-08,8164
2015-10-09,8164
2015-10-10,8164
2015-10-11,8164
2015-10-12,8164
2015-10-13,8164
2015-10-14,8164
2015-10-15,8164
2015-10-16,8164
2015-10-17,8164
2015-10-18,8164
2015-10-19,8164
2015-10-20,8164
2015-10-22,8164
2015-10-23,8164
2015-10-24,8164
2015-10-25,8164
2015-10-26,8164
2015-10-27,8164
2015-10-29,8164
2015-10-30,8164
2015-10-31,8164
2015-11-01,8101
2015-11-02,8101
2015-11-03,8101
2015-11-04,8101
2015-11-05,8101
2015-11-06,8101
2015-11-07,8101
2015-11-08,8101
2015-11-09,8101
2015-11-10,8101
2015-11-11,8101
2015-11-12,8101
2015-11-13,8101
2015-11-14,8101
2015-11-15,8101
2015-11-16,8101
2015-11-17,8101
2015-11-18,8101
2015-11-19,8101
2015-11-20,8101
2015-11-21,8101
2015-11-22,8101
2015-11-23,8101
2015-11-24,8101
2015-11-25,8101
2015-11-26,8101
2015-11-27,8101
2015-11-28,8101
2015-11-29,8101
2015-11-30,8101
2015-12-01,7853
2015-12-02,7853
2015-12-03,7853
2015-12-04,7853
2015-12-05,7853
2015-12-06,7853
2015-12-07,7853
2015-12-08,7853
2015-12-09,7853
2015-12-10,7853
2015-12-11,7853
2015-12-12,7853
2015-12-13,7853
2015-12-14,7853
2015-12-15,7853
2015-12-16,7853
2015-12-17,7853
2015-12-18,7853
2015-12-19,7853
2015-12-20,7853
2015-12-21,7853
2015-12-22,7853
2015-12-23,7853
2015-12-24,7853
2015-12-25,7853
2015-12-26,7853
2015-12-27,7848
2015-12-28,7848
2015-12-29,7848
2015-12-30,7848
2015-12-31,7848
2016-01-01,7848
2016-01-02,7848
2016-01-03,7848
2016-01-04,7848
2016-01-05,7848
2016-01-06,7848
2016-01-07,7848
2016-01-08,7848
2016-01-09,7848
2016-01-10,7848
2016-01-11,7848
2016-01-12,7848
2016-01-13,7848
2016-01-14,7848
2016-01-15,7848
2016-01-16,7848
2016-01-17,7848
2016-01-18,7848
2016-01-19,7848
2016-01-20,7848
2016-01-21,7848
2016-01-22,7848
2016-01-23,7848
2016-01-24,7848
2016-01-25,7848
2016-01-26,7848
2016-01-27,8046
2016-01-28,8046
2016-01-29,8046
2016-01-30,8046
2016-01-31,8046
2016-02-01,8046
2016-02-02,8046
2016-02-03,8046
2016-02-04,8046
2016-02-05,8046
2016-02-06,8046
2016-02-07,8046
2016-02-08,8046
2016-02-09,8046
2016-02-10,8046
2016-02-11,8046
2016-02-12,8046
2016-02-13,8046
2016-02-14,8046
2016-02-15,8046
2016-02-16,8046
2016-02-17,8046
2016-02-18,8046
2016-02-19,8046
2016-02-20,8046
2016-02-21,8046
2016-02-22,8046
2016-02-23,8046
2016-02-24,7885
2016-02-25,7885
2016-02-26,7885
