date_obj,Red%20boater price
2015-07-13,16173
2015-07-14,16173
2015-07-15,16173
2015-07-16,16173
2015-07-17,15397
2015-07-18,15397
2015-07-19,15397
2015-07-20,15397
2015-07-21,15397
2015-07-22,15397
2015-07-23,14696
2015-07-24,14696
2015-07-25,14696
2015-07-26,14696
2015-07-27,14696
2015-07-28,14696
2015-07-29,14209
2015-07-30,14209
2015-07-31,14209
2015-08-01,14209
2015-08-02,14209
2015-08-03,14209
2015-08-04,14209
2015-08-05,13882
2015-08-06,13882
2015-08-07,13882
2015-08-08,13882
2015-08-09,13882
2015-08-10,13882
2015-08-11,13210
2015-08-12,13210
2015-08-13,13210
2015-08-14,13210
2015-08-15,13210
2015-08-16,13210
2015-08-17,12785
2015-08-18,12785
2015-08-19,12785
2015-08-20,12785
2015-08-21,12785
2015-08-22,12785
2015-08-23,12785
2015-08-24,12400
2015-08-25,12400
2015-08-26,12400
2015-08-27,12400
2015-08-28,12400
2015-08-29,12400
2015-08-30,12400
2015-08-31,12400
2015-09-01,11910
2015-09-02,11910
2015-09-03,11910
2015-09-04,11910
2015-09-05,11910
2015-09-06,11910
2015-09-07,11910
2015-09-08,11910
2015-09-09,11661
2015-09-10,11661
2015-09-11,11661
2015-09-12,11661
2015-09-13,11661
2015-09-14,11661
2015-09-15,11661
2015-09-16,11412
2015-09-17,11412
2015-09-18,11412
2015-09-19,11412
2015-09-20,11412
2015-09-21,11412
2015-09-22,11412
2015-09-23,11018
2015-09-24,11018
2015-09-25,11018
2015-09-27,11018
2015-09-28,11018
2015-09-29,11018
2015-09-30,11018
2015-10-05,10750
2015-10-06,10750
2015-10-07,10750
2015-10-08,10750
2015-10-09,10632
2015-10-10,10632
2015-10-11,10632
2015-10-12,10632
2015-10-13,10632
2015-10-14,10632
2015-10-15,10632
2015-10-16,10632
2015-10-17,10183
2015-10-18,10183
2015-10-19,10183
2015-10-20,10183
2015-10-22,10183
2015-10-23,10183
2015-10-24,10183
2015-10-25,9773
2015-10-26,9773
2015-10-27,9773
2015-10-29,9773
2015-10-30,9773
2015-10-31,9773
2015-11-01,9773
2015-11-02,9773
2015-11-03,9773
2015-11-04,9391
2015-11-05,9391
2015-11-06,9391
2015-11-07,9391
2015-11-08,9391
2015-11-09,9391
2015-11-10,9391
2015-11-11,9391
2015-11-12,9391
2015-11-13,9291
2015-11-14,9291
2015-11-15,9291
2015-11-16,9291
2015-11-17,9291
2015-11-18,9291
2015-11-19,9291
2015-11-20,9291
2015-11-21,9291
2015-11-22,9019
2015-11-23,9019
2015-11-24,9019
2015-11-25,9019
2015-11-26,9019
2015-11-27,9019
2015-11-28,9019
2015-11-29,9019
2015-11-30,9019
2015-12-01,8835
2015-12-02,8835
2015-12-03,8835
2015-12-04,8835
2015-12-05,8835
2015-12-06,8835
2015-12-07,8835
2015-12-08,8835
2015-12-09,8835
2015-12-10,8515
2015-12-11,8515
2015-12-12,8515
2015-12-13,8515
2015-12-14,8515
2015-12-15,8515
2015-12-16,8515
2015-12-17,8515
2015-12-18,8326
2015-12-19,8326
2015-12-20,8326
2015-12-21,8326
2015-12-22,8326
2015-12-23,8326
2015-12-24,8326
2015-12-25,8326
2015-12-26,8326
2015-12-27,8234
2015-12-28,8234
2015-12-29,8234
2015-12-30,8234
2015-12-31,8234
2016-01-01,8234
2016-01-02,8234
2016-01-03,8234
2016-01-04,8377
2016-01-05,8377
2016-01-06,8377
2016-01-07,8377
2016-01-08,8377
2016-01-09,8377
2016-01-10,8377
2016-01-11,8377
2016-01-12,8292
2016-01-13,8292
2016-01-14,8292
2016-01-15,8292
2016-01-16,8292
2016-01-17,8292
2016-01-18,8292
2016-01-19,8292
2016-01-20,7967
2016-01-21,7967
2016-01-22,7967
2016-01-23,7967
2016-01-24,7967
2016-01-25,7967
2016-01-26,7967
2016-01-27,7757
2016-01-28,7757
2016-01-29,7757
2016-01-30,7757
2016-01-31,7757
2016-02-01,7757
2016-02-02,7757
2016-02-03,7757
2016-02-04,7515
2016-02-05,7515
2016-02-06,7515
2016-02-07,7515
2016-02-08,7515
2016-02-09,7515
2016-02-10,7515
2016-02-11,7515
2016-02-12,7370
2016-02-13,7370
2016-02-14,7370
2016-02-15,7370
2016-02-16,7370
2016-02-17,7370
2016-02-18,7370
2016-02-19,7151
2016-02-20,7151
2016-02-21,7151
2016-02-22,7151
2016-02-23,7151
2016-02-24,7151
2016-02-25,7087
2016-02-26,7087
2016-02-27,7087
2016-02-28,7087
2016-02-29,7087
2016-03-01,7087
2016-03-02,7087
2016-03-03,7127
2016-03-04,7127
2016-03-05,7127
2016-03-06,7127
2016-03-07,7127
2016-03-08,7127
2016-03-09,6942
2016-03-10,6942
2016-03-11,6942
2016-03-12,6942
2016-03-13,6942
2016-03-14,6942
2016-03-15,6942
2016-03-16,6854
2016-03-17,6854
2016-03-18,6854
2016-03-19,6854
2016-03-20,6854
2016-03-21,6854
2016-03-22,6854
2016-03-23,6854
2016-03-24,6725
2016-03-25,6725
2016-03-26,6725
2016-03-27,6725
2016-03-28,6725
2016-03-29,6725
2016-03-30,6725
2016-03-31,6568
2016-04-01,6568
2016-04-02,6568
2016-04-03,6568
2016-04-04,6568
2016-04-05,6568
2016-04-06,6568
2016-04-07,6568
2016-04-08,6423
2016-04-09,6423
2016-04-10,6423
2016-04-11,6423
2016-04-12,6423
2016-04-13,6423
2016-04-14,6423
2016-04-15,6509
2016-04-16,6509
2016-04-17,6509
2016-04-18,6509
2016-04-19,6509
2016-04-20,6509
2016-04-21,6471
2016-04-22,6471
2016-04-23,6471
2016-04-24,6471
2016-04-25,6471
2016-04-26,6471
2016-04-27,6607
2016-04-28,6607
2016-04-29,6607
2016-04-30,6607
2016-05-01,6607
2016-05-02,6607
2016-05-03,6524
2016-05-04,6524
2016-05-05,6524
2016-05-06,6524
2016-05-07,6524
2016-05-08,6524
2016-05-09,6524
2016-05-10,6518
2016-05-11,6518
2016-05-12,6518
2016-05-13,6518
2016-05-14,6518
2016-05-15,6518
2016-05-16,6301
2016-05-17,6301
2016-05-18,6301
2016-05-19,6301
2016-05-22,6301
2016-05-23,6255
2016-05-24,6255
2016-05-25,6255
2016-05-26,6255
2016-05-27,6255
2016-05-28,6255
2016-05-29,6255
2016-05-30,6195
2016-05-31,6195
2016-06-01,6195
2016-06-02,6195
2016-06-03,6195
2016-06-04,6195
2016-06-05,6195
2016-06-06,6093
2016-06-07,6093
2016-06-08,6093
2016-06-09,6093
2016-06-10,6093
2016-06-11,6093
2016-06-12,6036
2016-06-13,6036
2016-06-14,6036
2016-06-15,6036
2016-06-16,6036
2016-06-17,6036
2016-06-18,6036
2016-06-19,5966
2016-06-20,5966
2016-06-21,5966
2016-06-22,5966
2016-06-23,5966
2016-06-24,5966
2016-06-25,5854
2016-06-26,5854
2016-06-27,5854
2016-06-28,5854
2016-06-29,5854
2016-06-30,5854
2016-07-01,5854
2016-07-02,5911
2016-07-03,5911
2016-07-04,5911
2016-07-05,5911
2016-07-06,5911
2016-07-07,6162
2016-07-08,6162
2016-07-09,6162
2016-07-10,6162
2016-07-11,6069
2016-07-12,6069
2016-07-13,6069
2016-07-14,6069
2016-07-15,6069
2016-07-16,5818
2016-07-17,5818
2016-07-18,5818
2016-07-23,5610
2016-07-24,5610
2016-07-25,5610
2016-07-26,5610
2016-07-27,5610
2016-07-28,5453
2016-07-29,5453
2016-07-30,5453
2016-07-31,5453
2016-08-01,5453
2016-08-02,5453
2016-08-03,5336
2016-08-04,5336
2016-08-05,5336
2016-08-06,5336
2016-08-07,5336
2016-08-08,5336
2016-08-09,5325
2016-08-10,5325
2016-08-11,5325
2016-08-12,5325
2016-08-13,5325
2016-08-14,5325
2016-08-15,5325
2016-08-16,5327
2016-08-17,5327
2016-08-18,5327
2016-08-19,5327
2016-08-20,5327
2016-08-21,5327
2016-08-22,5327
2016-08-23,5219
2016-08-24,5219
2016-08-25,5219
2016-08-26,5219
2016-08-28,5219
2016-08-31,5081
2016-09-01,5081
2016-09-02,5081
2016-09-03,5081
2016-09-04,5081
2016-09-05,5081
2016-09-06,5081
2016-09-07,5081
2016-09-08,5004
2016-09-09,5004
2016-09-10,5004
2016-09-11,5004
2016-09-12,5004
2016-09-13,5004
2016-09-14,5004
2016-09-15,5004
2016-09-16,5004
2016-09-17,4814
2016-09-18,4814
2016-09-19,4814
2016-09-20,4814
2016-09-21,4814
2016-09-22,4814
2016-09-23,4814
2016-09-24,4814
2016-09-25,4791
2016-09-26,4791
2016-09-27,4791
2016-09-28,4791
2016-09-29,4791
2016-09-30,4791
2016-10-01,4791
2016-10-02,4791
2016-10-03,4791
2016-10-04,4791
2016-10-05,4799
2016-10-06,4799
2016-10-07,4799
2016-10-08,4799
2016-10-09,4799
2016-10-10,4799
2016-10-11,4799
2016-10-12,4799
2016-10-13,4719
2016-10-14,4719
2016-10-15,4719
2016-10-16,4719
2016-10-17,4719
2016-10-18,4719
2016-10-19,4719
2016-10-20,4719
2016-10-21,4719
2016-10-22,4636
2016-10-23,4636
2016-10-24,4636
2016-10-25,4636
2016-10-26,4636
2016-10-27,4636
2016-10-28,4636
2016-10-29,4636
2016-10-30,4636
2016-10-31,4712
2016-11-01,4712
2016-11-02,4712
2016-11-03,4712
2016-11-04,4712
2016-11-05,4712
2016-11-06,4712
2016-11-07,4712
2016-11-08,4712
2016-11-09,4684
2016-11-10,4684
2016-11-11,4684
2016-11-12,4684
2016-11-13,4684
2016-11-14,4684
2016-12-08,4903
2016-12-09,4860
2016-12-10,4860
2016-12-11,4860
2016-12-12,4860
2016-12-13,4860
2016-12-14,4860
2016-12-15,4860
2016-12-16,4860
2016-12-17,4754
2016-12-18,4754
2016-12-19,4754
2016-12-20,4754
2016-12-21,4754
2016-12-22,4754
2016-12-23,4754
2016-12-24,4754
2016-12-25,4719
2016-12-26,4719
2016-12-27,4719
2016-12-28,4719
2016-12-29,4719
2016-12-30,4719
2016-12-31,4719
2017-01-01,4529
2017-01-02,4529
2017-01-03,4529
2017-01-04,4529
2017-01-05,4529
2017-01-06,4316
2017-01-07,4316
2017-01-08,4316
2017-01-09,4316
2017-01-10,4316
2017-01-11,4262
2017-01-12,4262
2017-01-13,4262
2017-01-14,4262
2017-01-15,4262
2017-01-16,4262
2017-01-17,4176
2017-01-18,4176
2017-01-19,4176
2017-01-20,4176
2017-01-21,4176
2017-01-22,4176
2017-01-27,4087
2017-01-28,4087
2017-01-29,4002
2017-01-30,4002
2017-01-31,4002
2017-02-01,4002
2017-02-02,4002
2017-02-03,4002
2017-02-04,3879
2017-02-05,3879
2017-02-06,3879
2017-02-07,3879
2017-02-08,3879
2017-02-09,3879
2017-02-10,3778
2017-02-11,3778
2017-02-12,3778
2017-02-13,3778
2017-02-14,3778
2017-02-15,3778
2017-02-16,3727
2017-02-18,3727
2017-02-19,3727
2017-02-20,3727
2017-02-21,3727
2017-02-22,3665
2017-02-23,3665
2017-02-24,3665
2017-02-25,3665
2017-02-26,3665
2017-02-27,3665
2017-02-28,3675
2017-03-01,3675
2017-03-02,3675
2017-03-03,3675
2017-03-04,3675
2017-03-05,3675
2017-03-06,3734
2017-03-07,3734
2017-03-08,3734
2017-03-09,3734
2017-03-10,3734
2017-03-11,3734
2017-03-12,3847
2017-03-13,3847
2017-03-14,3847
2017-03-15,3847
2017-03-16,3918
2017-03-17,3918
2017-03-18,3918
2017-03-19,3918
2017-03-20,3965
2017-03-21,3965
2017-03-22,3965
2017-03-23,3965
2017-03-24,3965
2017-03-25,3965
2017-03-26,3946
2017-03-27,3946
2017-03-28,3946
2017-03-29,3946
2017-03-30,3946
2017-03-31,3912
2017-04-01,3912
2017-04-02,3912
2017-04-03,3912
2017-04-04,3912
2017-04-12,3582
2017-04-13,3582
2017-04-14,3582
2017-04-15,3582
2017-04-16,3646
2017-04-17,3646
2017-04-18,3646
2017-04-19,3646
2017-04-20,3646
2017-04-21,3646
2017-04-22,3671
2017-04-23,3671
2017-04-24,3671
2017-04-25,3671
2017-04-26,3671
2017-04-27,3660
2017-04-28,3660
2017-04-29,3660
2017-04-30,3660
2017-05-01,3660
2017-05-02,3791
2017-05-03,3791
2017-05-04,3791
2017-05-05,3791
2017-05-06,3791
2017-05-07,3791
2017-05-08,3969
2017-05-09,3969
2017-05-10,3969
2017-05-11,3969
2017-05-12,3969
2017-05-13,3921
2017-05-14,3921
2017-05-15,3921
2017-05-16,3921
2017-05-17,3921
2017-05-18,3921
2017-05-19,3920
2017-05-20,3920
2017-05-21,3920
2017-05-22,3920
2017-05-23,3920
2017-05-24,3862
2017-05-25,3862
2017-05-26,3862
2017-05-27,3862
2017-05-28,3862
2017-05-29,3862
2017-05-30,3832
2017-05-31,3832
2017-06-01,3832
2017-06-02,3832
2017-06-03,3832
2017-06-06,3757
2017-06-07,3757
2017-06-08,3757
2017-06-09,3757
2017-06-10,3707
2017-06-11,3707
2017-06-12,3707
2017-06-13,3707
2017-06-14,3707
2017-06-15,3707
2017-06-16,3604
2017-06-17,3604
2017-06-18,3604
2017-06-19,3604
2017-06-20,3604
2017-06-21,3604
2017-06-22,3540
2017-06-23,3540
2017-06-24,3540
2017-06-25,3540
2017-06-26,3540
2017-06-27,3463
2017-06-28,3463
2017-06-29,3463
2017-06-30,3463
2017-07-01,3463
2017-07-02,3463
2017-07-03,3476
2017-07-04,3476
2017-07-05,3476
2017-07-06,3476
2017-07-07,3476
2017-07-08,3476
2017-07-13,3453
2017-07-14,3453
2017-07-15,3332
2017-07-16,3332
2017-07-17,3332
2017-07-18,3332
2017-07-19,3332
2017-07-20,3332
2017-07-21,3264
2017-07-22,3264
2017-07-23,3264
2017-07-24,3264
2017-07-25,3264
2017-07-26,3264
2017-07-27,3167
2017-07-28,3167
2017-07-29,3167
2017-07-30,3167
2017-07-31,3167
2017-08-01,3167
2017-08-02,3072
2017-08-03,3072
2017-08-04,3072
2017-08-05,3072
2017-08-06,3072
2017-08-09,2965
2017-08-10,2965
2017-08-11,2965
2017-08-12,2965
2017-08-13,2965
2017-08-14,2883
2017-08-15,2883
2017-08-16,2883
2017-08-17,2883
2017-08-18,2883
2017-08-19,2883
2017-08-20,2772
2017-08-22,2772
2017-08-23,2772
2017-08-24,2772
2017-08-25,2688
2017-08-26,2688
2017-08-27,2688
2017-08-28,2688
2017-08-29,2688
2017-08-30,2755
2017-08-31,2755
2017-09-01,2755
2017-09-02,2755
2017-09-03,2755
2017-09-04,2755
2017-09-05,2827
2017-09-06,2827
2017-09-07,2827
2017-09-08,2827
2017-09-09,2827
2017-09-10,2827
2017-09-11,2956
2017-09-12,2956
2017-09-13,2956
2017-09-14,2956
2017-09-15,2956
2017-09-16,2956
2017-09-17,2966
2017-09-19,2966
2017-09-20,2966
2017-09-21,2966
2017-09-22,2966
2017-09-23,2966
2017-09-24,2990
2017-09-25,2990
2017-09-26,2990
2017-09-27,2990
2017-09-28,2990
2017-09-29,2990
2017-09-30,3079
2017-10-01,3079
2017-10-02,3079
2017-10-03,3079
2017-10-04,3079
2017-10-05,3079
2017-10-06,3047
2017-10-07,3047
2017-10-08,3047
2017-10-09,3047
2017-10-10,3047
2017-10-11,3047
2017-10-12,2973
2017-10-13,2973
2017-10-14,2973
2017-10-15,2973
2017-10-16,2973
2017-10-17,2973
2017-10-18,2973
2017-10-19,2912
2017-10-20,2912
2017-10-21,2912
2017-10-22,2912
2017-10-23,2912
2017-10-24,2912
2017-10-25,2831
2017-10-26,2831
2017-10-27,2831
2017-10-28,2831
2017-10-29,2831
2017-10-30,2831
2017-10-31,2733
2017-11-01,2733
2017-11-02,2733
2017-11-03,2733
2017-11-04,2733
2017-11-05,2733
2017-11-06,2601
2017-11-07,2601
2017-11-08,2601
2017-11-09,2601
2017-11-10,2601
2017-11-11,2601
2017-11-12,2509
2017-11-13,2509
2017-11-14,2509
2017-11-15,2509
2017-11-16,2509
2017-11-17,2509
2017-11-18,2509
2017-11-19,2404
2017-11-20,2404
2017-11-21,2404
2017-11-22,2404
2017-11-23,2404
2017-11-24,2404
2017-11-25,2297
2017-11-26,2297
2017-11-27,2297
2017-11-28,2297
2017-11-29,2297
2017-11-30,2297
2017-12-01,2228
2017-12-02,2228
2017-12-03,2228
2017-12-04,2228
2017-12-05,2228
2017-12-06,2228
2017-12-07,2176
2017-12-08,2176
2017-12-09,2176
2017-12-10,2176
2017-12-11,2176
2017-12-12,2176
2017-12-14,2167
2017-12-15,2167
2017-12-16,2167
2017-12-17,2167
2017-12-18,2167
2017-12-19,2154
2017-12-20,2154
2017-12-21,2154
2017-12-22,2154
2017-12-23,2154
2017-12-24,2154
2017-12-25,2105
2017-12-26,2105
2017-12-27,2105
2017-12-28,2105
2017-12-29,2105
2017-12-30,2113
2017-12-31,2113
2018-01-01,2113
2018-01-02,2113
2018-01-03,2113
2018-01-04,2113
2018-01-05,2117
2018-01-06,2117
2018-01-07,2117
2018-01-08,2117
2018-01-09,2117
2018-01-10,2109
2018-01-11,2109
2018-01-12,2109
2018-01-13,2109
2018-01-14,2109
2018-01-15,2122
2018-01-16,2122
2018-01-17,2122
2018-01-18,2122
2018-01-19,2122
2018-01-20,2045
2018-01-21,2045
2018-01-22,2045
2018-01-23,2045
2018-01-24,1943
2018-01-25,1943
2018-01-26,1943
2018-01-27,1865
2018-01-28,1865
2018-01-29,1828
2018-01-31,1828
2018-02-01,1797
2018-02-02,1797
2018-02-03,1735
2018-02-04,1735
2018-02-05,1681
2018-02-06,1681
2018-02-07,1637
2018-02-08,1637
2018-02-09,1559
2018-02-10,1559
2018-02-11,1487
2018-02-12,1487
2018-02-13,1420
2018-02-14,1420
2018-02-15,1424
2018-02-16,1424
2018-02-17,1461
2018-02-18,1461
2018-02-19,1467
2018-02-20,1467
2018-02-21,1454
2018-02-22,1454
2018-02-23,1434
2018-02-24,1434
2018-02-25,1434
2018-02-26,1462
2018-02-27,1462
2018-02-28,1462
2018-03-01,1456
2018-03-02,1456
2018-03-03,1426
2018-03-04,1426
2018-03-05,1426
2018-03-06,1414
2018-03-07,1414
2018-03-08,1410
2018-03-09,1410
2018-03-10,1406
2018-03-11,1406
2018-03-12,1461
2018-03-13,1461
2018-03-14,1461
2018-03-15,1479
2018-03-16,1479
2018-03-17,1464
2018-03-18,1464
2018-03-19,1464
2018-03-20,1434
2018-03-21,1434
2018-03-23,1423
2018-03-24,1423
2018-03-26,1409
2018-03-27,1409
2018-03-28,1409
2018-03-29,1400
2018-03-30,1400
2018-03-31,1400
2018-04-01,1418
2018-04-02,1418
2018-04-03,1387
2018-04-04,1387
2018-04-05,1387
2018-04-06,1362
2018-04-08,1362
2018-04-09,1317
2018-04-10,1317
2018-04-11,1373
2018-04-12,1373
2018-04-13,1373
2018-04-14,1425
2018-04-15,1425
2018-04-16,1471
2018-04-17,1471
2018-04-18,1433
2018-04-19,1433
2018-04-20,1433
2018-04-21,1375
2018-04-22,1375
2018-04-23,1375
2018-04-24,1402
2018-04-25,1402
2018-04-26,1402
2018-04-27,1428
2018-04-28,1428
2018-04-29,1479
2018-04-30,1479
2018-05-01,1487
2018-05-02,1487
2018-05-03,1487
2018-05-04,1466
2018-05-05,1466
2018-05-06,1466
2018-05-07,1471
2018-05-08,1471
2018-05-09,1471
2018-05-10,1470
2018-05-11,1470
2018-05-12,1488
2018-05-13,1488
2018-05-14,1488
2018-05-15,1491
2018-05-16,1491
2018-05-17,1491
2018-05-18,1477
2018-05-19,1477
2018-05-20,1477
2018-05-21,1515
2018-05-22,1515
2018-05-23,1515
2018-05-24,1537
2018-05-25,1537
2018-05-26,1514
2018-05-27,1514
2018-05-28,1502
2018-05-29,1502
2018-05-30,1504
2018-05-31,1504
2018-06-01,1504
2018-06-02,1550
2018-06-03,1550
2018-06-04,1550
2018-06-05,1573
2018-06-06,1573
2018-06-07,1573
2018-06-08,1582
2018-06-09,1582
2018-06-10,1582
2018-06-11,1543
2018-06-12,1543
2018-06-13,1525
2018-06-14,1525
2018-06-15,1525
2018-06-16,1484
2018-06-17,1484
2018-06-18,1486
2018-06-19,1486
2018-06-20,1486
2018-06-21,1453
2018-06-22,1453
2018-06-23,1453
2018-06-24,1450
2018-06-25,1450
2018-06-26,1450
2018-06-27,1441
2018-06-28,1441
2018-06-29,1495
2018-06-30,1495
2018-07-01,1495
2018-07-02,1452
2018-07-03,1452
2018-07-04,1452
2018-07-05,1413
2018-07-06,1413
2018-07-07,1413
2018-07-08,1394
2018-07-09,1394
2018-07-10,1363
2018-07-11,1363
2018-07-12,1363
2018-07-13,1363
2018-07-14,1317
2018-07-15,1317
2018-07-16,1317
2018-07-17,1274
2018-07-18,1274
2018-07-19,1274
2018-07-20,1278
2018-07-21,1278
2018-07-22,1326
2018-07-23,1326
2018-07-24,1371
2018-07-25,1371
2018-07-26,1371
2018-07-27,1411
2018-07-28,1411
2018-07-29,1411
2018-07-30,1393
2018-07-31,1393
2018-08-01,1415
2018-08-02,1415
2018-08-03,1452
2018-08-04,1452
2018-08-05,1499
2018-08-06,1499
2018-08-07,1499
2018-08-08,1519
2018-08-09,1519
2018-08-10,1519
2018-08-11,1587
2018-08-12,1587
2018-08-14,1660
2018-08-16,1741
2018-08-17,1741
2018-08-18,1761
2018-08-19,1761
2018-08-20,1799
2018-08-21,1799
2018-08-22,1799
2018-08-23,1869
2018-08-24,1869
2018-08-25,1878
2018-08-26,1878
2018-08-27,1878
2018-08-28,1922
2018-08-29,1922
2018-08-30,1922
2018-08-31,1987
2018-09-01,1987
2018-09-02,2009
2018-09-03,2009
2018-09-04,2023
2018-09-05,2023
2018-09-06,2023
2018-09-07,2017
2018-09-08,2017
2018-09-09,2017
2018-09-10,1989
2018-09-11,1989
2018-09-12,1989
2018-09-13,1937
2018-09-14,1937
2018-09-15,1909
2018-09-16,1909
2018-09-17,1909
2018-09-18,1830
2018-09-19,1830
2018-09-20,1830
2018-09-21,1775
2018-09-22,1775
2018-09-23,1761
2018-09-24,1761
2018-09-25,1761
2018-09-26,1724
2018-09-27,1724
2018-09-28,1727
2018-09-29,1727
2018-09-30,1747
2018-10-02,1799
2018-10-03,1799
2018-10-04,1854
2018-10-05,1854
2018-10-06,1854
2018-10-07,1854
2018-10-08,1841
2018-10-09,1841
2018-10-10,1833
2018-10-11,1833
2018-10-12,1893
2018-10-13,1893
2018-10-14,1972
2018-10-15,1972
2018-10-16,2018
2018-10-17,2018
2018-10-18,2027
2018-10-19,2027
2018-10-20,2027
2018-10-21,2033
2018-10-22,2033
2018-10-23,2040
2018-10-24,2040
2018-10-25,2068
2018-10-26,2068
2018-10-27,2040
2018-10-28,2040
2018-10-29,1972
2018-10-30,1972
2018-10-31,1988
2018-11-01,1988
2018-11-03,1980
2018-11-04,1954
2018-11-05,1954
2018-11-06,2000
2018-11-07,2000
2018-11-08,2069
2018-11-09,2069
2018-11-10,2112
2018-11-11,2112
2018-11-12,2157
2018-11-13,2157
2018-11-14,2170
2018-11-15,2170
2018-11-16,2185
2018-11-17,2185
2018-11-18,2231
2018-11-19,2231
2018-11-20,2289
2018-11-21,2289
2018-11-22,2333
2018-11-23,2333
2018-11-24,2340
2018-11-25,2393
2018-11-26,2393
2018-11-27,2431
2018-11-28,2431
2018-12-01,2413
2018-12-02,2413
2018-12-03,2364
2018-12-04,2364
2018-12-05,2263
2018-12-07,2163
2018-12-09,2111
2018-12-10,2056
2018-12-11,2056
2018-12-12,1970
2018-12-13,1970
2018-12-14,1922
2018-12-15,1922
2018-12-16,1880
2018-12-17,1880
2018-12-18,1818
2018-12-19,1818
2018-12-20,1757
2018-12-21,1757
2018-12-22,1712
2018-12-23,1722
2018-12-24,1681
2018-12-25,1681
2018-12-26,1612
2018-12-27,1545
2018-12-28,1545
2018-12-29,1505
2018-12-30,1505
2018-12-31,1439
2019-01-01,1439
2019-01-02,1409
2019-01-03,1409
2019-01-04,1351
2019-01-05,1351
2019-01-06,1353
2019-01-08,1357
2019-01-10,1401
2019-01-11,1401
2019-01-12,1361
2019-01-13,1361
2019-01-14,1319
2019-01-15,1319
2019-01-16,1313
2019-01-17,1313
2019-01-18,1323
2019-01-19,1304
2019-01-20,1304
2019-01-21,1273
2019-01-22,1273
2019-01-23,1312
2019-01-24,1312
2019-01-25,1338
2019-01-26,1338
2019-01-27,1347
2019-01-28,1347
2019-01-29,1386
2019-01-30,1386
2019-01-31,1405
2019-02-01,1463
2019-02-02,1463
2019-02-03,1480
2019-02-04,1480
2019-02-05,1461
2019-02-06,1461
2019-02-07,1500
2019-02-08,1500
2019-02-09,1537
2019-02-10,1537
2019-02-11,1530
2019-02-12,1530
2019-02-13,1554
2019-02-14,1554
2019-02-15,1555
2019-02-16,1555
2019-02-17,1504
2019-02-18,1504
2019-02-19,1525
2019-02-20,1525
2019-02-21,1565
2019-02-22,1565
2019-02-23,1641
2019-02-24,1641
2019-02-25,1724
2019-02-26,1724
2019-02-27,1724
2019-02-28,1724
2019-03-01,1759
2019-03-02,1759
2019-03-03,1751
2019-03-04,1751
2019-03-05,1772
2019-03-06,1772
2019-03-07,1822
2019-03-08,1822
2019-03-09,1830
2019-03-10,1830
2019-03-11,1888
2019-03-12,1888
2019-03-13,1937
2019-03-14,1937
2019-03-15,1978
2019-03-16,1978
2019-03-17,2013
2019-03-18,2013
2019-03-19,2013
2019-03-20,2013
2019-03-21,2013
2019-03-22,2042
2019-03-23,2098
2019-03-24,2098
2019-03-25,2127
2019-03-26,2127
2019-03-27,2143
2019-03-28,2143
2019-03-29,2039
2019-03-30,2039
2019-03-31,1964
2019-04-01,1964
2019-04-02,1921
2019-04-03,1921
2019-04-04,1872
2019-04-05,1872
2019-04-06,1811
