date_obj,Zamorak%20plateskirt price
2019-04-08,39511
2019-04-09,39898
2019-04-10,39898
2019-04-11,39873
2019-04-12,39631
2019-04-13,40135
2019-04-14,39121
2019-04-15,39121
2019-04-16,38694
2019-04-17,38467
2019-04-18,39061
2019-04-19,38883
2019-04-20,38110
2019-04-21,38110
2019-04-22,38536
2019-04-23,38401
2019-04-24,38401
2019-04-25,38012
2019-04-26,38157
2019-04-27,38157
2019-04-28,38782
2019-04-29,38782
2019-04-30,38695
2019-05-01,38695
2019-05-02,39030
2019-05-03,39488
2019-05-04,39105
2019-05-05,38811
2019-05-06,38811
2019-05-07,39276
2019-05-08,39276
2019-05-09,39094
2019-05-10,39098
2019-05-11,38812
2019-05-12,38786
2019-05-13,39088
2019-05-14,38834
2019-05-15,38834
2019-05-16,39067
2019-05-17,39067
2019-05-18,39254
2019-05-19,39254
2019-05-20,38877
2019-05-21,38877
2019-05-22,39094
2019-05-23,38845
2019-05-24,38845
2019-05-25,38500
2019-05-26,38500
2019-05-27,38824
2019-05-28,38824
2019-05-29,38528
2019-05-30,38528
2019-05-31,38373
2019-06-01,38450
2019-06-02,38450
2019-06-03,38694
2019-06-04,38538
2019-06-05,38056
2019-06-06,38881
2019-06-07,38881
2019-06-08,38998
2019-06-09,39280
2019-06-10,39280
2019-06-11,39145
2019-06-12,39145
2019-06-13,39182
2019-06-14,39217
2019-06-15,39217
2019-06-16,38818
2019-06-17,38818
2019-06-18,38614
2019-06-19,38185
2019-06-20,38419
2019-06-21,38419
2019-06-22,38529
2019-06-23,39202
2019-06-24,39202
2019-06-25,39283
2019-06-26,39283
2019-06-27,39291
2019-06-28,39291
2019-06-29,38984
2019-06-30,38744
2019-07-01,38744
2019-07-02,38256
2019-07-03,38259
2019-07-04,38259
2019-07-05,37932
2019-07-06,37932
2019-07-07,38084
2019-07-08,38084
2019-07-09,38499
2019-07-10,37959
2019-07-11,37959
2019-07-12,38361
2019-07-13,38361
2019-07-14,38851
2019-07-15,38851
2019-07-16,38275
2019-07-17,38404
2019-07-18,38404
2019-07-19,38902
2019-07-20,38902
2019-07-21,38764
2019-07-22,38421
2019-07-23,38914
2019-07-24,38914
2019-07-25,39094
2019-07-26,39094
2019-07-27,39833
2019-07-28,39833
2019-07-29,39216
2019-07-30,38544
2019-07-31,38544
2019-08-01,38452
2019-08-02,38452
2019-08-03,38496
2019-08-04,38496
2019-08-05,38121
2019-08-06,38121
2019-08-07,37664
2019-08-08,37664
2019-08-09,38581
2019-08-10,39236
2019-08-11,39236
2019-08-12,37617
2019-08-13,38106
2019-08-14,38106
2019-08-15,38553
2019-08-16,39229
2019-08-17,39229
2019-08-18,39178
2019-08-19,39178
2019-08-20,39849
2019-08-21,39849
2019-08-22,39015
2019-08-23,39015
2019-08-24,39072
2019-08-24,39072
2019-08-25,39072
2019-08-25,39072
2019-08-26,39104
2019-08-26,39104
2019-08-27,39104
2019-08-27,39104
2019-08-28,39169
2019-08-29,39169
2019-08-30,38955
2019-08-31,38955
2019-09-01,38778
2019-09-02,38778
2019-09-03,38971
2019-09-04,38971
2019-09-05,38526
2019-09-06,38526
2019-09-07,38379
2019-09-08,38998
2019-09-09,38998
2019-09-10,38763
2019-09-11,39011
2019-09-12,39011
2019-09-13,38225
2019-09-14,38225
2019-09-15,38217
2019-09-16,38195
2019-09-17,38195
2019-09-18,38446
2019-09-19,38446
2019-09-20,38609
2019-09-21,38609
2019-09-22,38331
2019-09-23,38022
2019-09-24,38022
2019-09-25,37913
2019-09-26,37913
2019-09-27,38106
2019-09-28,38508
2019-09-29,38508
2019-09-30,38557
2019-10-01,38708
2019-10-02,38708
2019-10-03,38707
2019-10-04,38707
2019-10-05,38288
2019-10-06,38597
2019-10-07,38597
2019-10-08,38308
2019-10-09,38308
2019-10-10,38465
2019-10-11,38465
2019-10-12,38214
2019-10-13,38371
2019-10-14,38371
2019-10-15,38669
2019-10-16,38669
2019-10-17,38097
2019-10-18,38182
2019-10-19,38788
2019-10-20,38788
2019-10-21,38164
2019-10-22,38164
2019-10-23,38860
2019-10-24,38860
2019-10-25,38815
2019-10-26,38815
2019-10-27,38891
2019-10-28,38695
2019-10-29,38695
2019-10-30,38563
2019-10-31,38556
2019-11-01,38556
2019-11-02,38333
2019-11-03,38141
2019-11-04,38013
2019-11-05,38013
2019-11-06,37489
2019-11-07,37489
2019-11-08,38237
2019-11-09,38237
2019-11-10,38661
2019-11-11,38661
2019-11-12,38877
2019-11-13,38877
2019-11-14,38705
2019-11-15,38705
2019-11-16,38798
2019-11-17,38798
2019-11-18,38382
2019-11-19,38382
2019-11-20,38993
2019-11-21,38993
2019-11-22,38974
2019-11-23,38974
2019-11-24,39338
2019-11-25,39338
2019-11-26,38791
2019-11-27,38791
2019-11-28,38995
2019-11-29,38995
2019-11-30,39330
2019-12-01,39330
2019-12-02,38700
2019-12-03,38700
2019-12-04,38899
2019-12-05,38899
2019-12-06,38621
2019-12-07,38426
2019-12-08,38426
2019-12-09,38169
2019-12-10,38193
2019-12-11,38193
2019-12-12,37928
2019-12-13,38151
2019-12-14,38151
2019-12-15,38482
2019-12-16,38482
2019-12-17,39332
2019-12-18,39332
2019-12-19,38222
2019-12-20,38222
2019-12-21,38660
2019-12-22,38660
2019-12-23,38496
2019-12-24,38717
2019-12-25,38383
2019-12-26,38383
2019-12-27,38108
2019-12-28,38108
2019-12-29,38414
2019-12-30,38414
2019-12-31,39949
2020-01-01,39949
2020-01-02,39393
2020-01-03,39393
2020-01-04,38841
2020-01-05,38626
2020-01-06,38626
2020-01-07,38838
2020-01-08,38838
2020-01-09,38221
2020-01-10,38802
2020-01-11,38630
2020-01-12,38630
2020-01-13,38873
2020-01-14,38873
2020-01-15,38463
2020-01-16,38463
2020-01-17,38738
2020-01-18,38738
2020-01-19,38595
2020-01-20,38595
2020-01-21,38122
2020-01-22,38122
2020-01-23,38117
2020-01-24,38117
2020-01-25,37964
2020-01-26,38379
2020-01-27,38379
2020-01-28,38207
2020-01-29,38584
2020-01-30,38584
2020-01-31,38281
2020-02-01,38281
2020-02-02,38340
2020-02-03,38340
2020-02-04,38653
2020-02-05,38653
2020-02-06,38613
2020-02-07,38613
2020-02-08,37889
2020-02-09,37889
2020-02-10,38323
2020-02-11,38323
2020-02-12,38234
2020-02-13,38234
2020-02-14,37813
2020-02-15,37813
2020-02-16,37722
2020-02-17,37854
2020-02-18,37854
2020-02-19,37960
2020-02-20,37960
2020-02-21,37582
2020-02-22,37800
2020-02-23,37800
2020-02-24,37789
2020-02-25,37789
2020-02-26,37750
2020-02-27,37750
2020-02-28,38099
2020-02-29,38099
2020-03-01,38018
2020-03-02,38018
2020-03-03,39252
2020-03-04,39252
2020-03-05,39178
2020-03-06,37941
2020-03-07,37941
2020-03-08,38016
2020-03-09,38016
2020-03-10,38260
2020-03-11,38260
2020-03-12,38032
2020-03-13,38032
2020-03-14,38100
2020-03-15,38100
2020-03-16,37764
2020-03-17,37764
2020-03-18,37829
2020-03-19,37829
2020-03-20,37604
2020-03-21,37447
2020-03-22,37678
2020-03-23,37678
2020-03-24,38031
2020-03-25,38031
2020-03-26,37898
2020-03-27,37969
2020-03-28,37969
2020-03-29,37694
2020-03-30,38135
2020-03-31,38135
2020-04-01,38140
2020-04-02,38258
2020-04-03,38258
2020-04-04,38702
2020-04-05,38184
2020-04-06,38014
2020-04-07,37636
2020-04-08,37843
2020-04-09,38490
2020-04-10,38490
2020-04-11,38422
2020-04-12,37731
2020-04-13,37644
2020-04-14,38183
2020-04-15,38074
2020-04-16,38074
2020-04-17,39010
2020-04-18,38832
2020-04-19,37807
2020-04-20,37085
2020-04-21,37465
2020-04-22,38293
2020-04-23,38293
2020-04-24,38783
2020-04-25,38384
2020-04-26,38147
2020-04-27,38636
2020-04-28,39083
2020-04-29,39083
2020-04-30,39386
2020-05-01,39386
2020-05-02,38600
2020-05-03,38468
2020-05-04,38468
2020-05-05,37951
2020-05-06,38127
2020-05-07,38175
2020-05-08,38175
2020-05-09,38068
2020-05-10,38452
2020-05-11,38452
2020-05-12,38865
2020-05-13,38284
