date_obj,Mushroom%20potato price
2015-03-26,550
2015-03-27,550
2015-03-28,550
2015-03-29,550
2015-03-30,550
2015-03-31,550
2015-04-01,550
2015-04-02,550
2015-04-03,550
2015-04-04,571
2015-04-05,571
2015-04-06,571
2015-04-07,571
2015-04-08,571
2015-04-09,571
2015-04-10,571
2015-04-11,571
2015-04-12,571
2015-04-13,571
2015-04-14,571
2015-04-15,571
2015-04-16,571
2015-04-17,571
2015-04-18,571
2015-04-19,571
2015-04-20,571
2015-04-21,571
2015-04-22,571
2015-04-23,571
2015-04-24,571
2015-04-25,571
2015-04-26,571
2015-04-27,571
2015-04-28,571
2015-04-29,571
2015-04-30,571
2015-05-01,571
2015-05-02,571
2015-05-03,571
2015-05-04,571
2015-05-05,571
2015-05-06,571
2015-05-07,571
2015-05-08,571
2015-05-09,571
2015-05-10,571
2015-05-11,596
2015-05-12,596
2015-05-13,596
2015-05-14,596
2015-05-15,596
2015-05-16,596
2015-05-17,596
2015-05-18,596
2015-05-19,596
2015-05-20,596
2015-05-21,596
2015-05-22,596
2015-05-23,596
2015-05-24,596
2015-05-25,596
2015-05-26,596
2015-05-27,596
2015-05-28,596
2015-05-29,596
2015-05-30,596
2015-05-31,596
2015-06-01,596
2015-06-02,596
2015-06-03,596
2015-06-04,621
2015-06-05,621
2015-06-06,621
2015-06-07,621
2015-06-08,621
2015-06-09,621
2015-06-10,621
2015-06-11,621
2015-06-12,621
2015-06-13,621
2015-06-14,621
2015-06-15,621
2015-06-16,621
2015-06-17,621
2015-06-18,621
2015-06-19,621
2015-06-20,621
2015-06-21,621
2015-06-22,621
2015-06-23,621
2015-06-24,621
2015-06-25,621
2015-06-26,621
2015-06-27,621
2015-06-28,644
2015-06-29,644
2015-06-30,644
2015-07-01,644
2015-07-02,644
2015-07-03,644
2015-07-04,644
2015-07-05,644
2015-07-06,644
2015-07-07,644
2015-07-08,644
2015-07-09,644
2015-07-10,644
2015-07-11,644
2015-07-12,644
2015-07-13,644
2015-07-14,644
2015-07-15,644
2015-07-16,644
2015-07-17,644
2015-07-18,644
2015-07-19,644
2015-07-20,644
2015-07-21,644
2015-07-22,644
2015-07-23,644
2015-07-24,644
2015-07-25,644
2015-07-26,671
2015-07-27,671
2015-07-28,671
2015-07-29,671
2015-07-30,671
2015-07-31,671
2015-08-01,671
2015-08-02,671
2015-08-03,671
2015-08-04,671
2015-08-05,671
2015-08-06,671
2015-08-07,671
2015-08-08,671
2015-08-09,671
2015-08-10,671
2015-08-11,671
2015-08-12,671
2015-08-13,671
2015-08-14,671
2015-08-15,671
2015-08-16,671
2015-08-17,671
2015-08-18,671
2015-08-19,671
2015-08-20,671
2015-08-21,671
2015-08-22,671
2015-08-23,671
2015-08-24,671
2015-08-25,671
2015-08-26,671
2015-08-27,693
2015-08-28,693
2015-08-29,693
2015-08-30,693
2015-08-31,693
2015-09-01,693
2015-09-02,693
2015-09-03,693
2015-09-04,693
2015-09-05,693
2015-09-06,693
2015-09-07,693
2015-09-08,693
2015-09-09,693
2015-09-10,693
2015-09-11,693
2015-09-12,693
2015-09-13,693
2015-09-14,693
2015-09-15,693
2015-09-16,693
2015-09-17,693
2015-09-18,693
2015-09-19,693
2015-09-20,693
2015-09-21,693
2015-09-22,693
2015-09-23,693
2015-09-24,693
2015-09-25,693
2015-09-27,693
2015-09-28,693
2015-09-29,693
2015-09-30,693
2015-10-05,720
2015-10-06,720
2015-10-07,720
2015-10-08,720
2015-10-09,720
2015-10-10,720
2015-10-11,720
2015-10-12,720
2015-10-13,720
2015-10-14,720
2015-10-15,720
2015-10-16,720
2015-10-17,720
2015-10-18,720
2015-10-19,720
2015-10-20,720
2015-10-22,720
2015-10-23,720
2015-10-24,720
2015-10-25,720
2015-10-26,720
2015-10-27,720
2015-10-29,720
2015-10-30,720
2015-10-31,720
2015-11-01,720
2015-11-02,720
2015-11-03,720
2015-11-04,720
2015-11-05,752
2015-11-06,752
2015-11-07,752
2015-11-08,752
2015-11-09,752
2015-11-10,752
2015-11-11,752
2015-11-12,752
2015-11-13,752
2015-11-14,752
2015-11-15,752
2015-11-16,752
2015-11-17,752
2015-11-18,752
2015-11-19,752
2015-11-20,752
2015-11-21,752
2015-11-22,752
2015-11-23,752
2015-11-24,752
2015-11-25,752
2015-11-26,752
2015-11-27,752
2015-11-28,752
2015-11-29,752
2015-11-30,752
2015-12-01,752
2015-12-02,752
2015-12-03,752
2015-12-04,752
2015-12-05,752
2015-12-06,785
2015-12-07,785
2015-12-08,785
2015-12-09,785
2015-12-10,785
2015-12-11,785
2015-12-12,785
2015-12-13,785
2015-12-14,785
2015-12-15,785
2015-12-16,785
2015-12-17,785
2015-12-18,785
2015-12-19,785
2015-12-20,785
2015-12-21,785
2015-12-22,820
2015-12-23,820
2015-12-24,820
2015-12-25,820
2015-12-26,820
2015-12-27,820
2015-12-28,820
2015-12-29,820
2015-12-30,820
2015-12-31,820
2016-01-01,820
2016-01-02,820
2016-01-03,820
2016-01-04,820
2016-01-05,820
2016-01-06,820
2016-01-07,820
2016-01-08,820
2016-01-09,820
2016-01-10,820
2016-01-11,820
2016-01-12,820
2016-01-13,820
2016-01-14,820
2016-01-15,820
2016-01-16,853
2016-01-17,853
2016-01-18,853
2016-01-19,853
2016-01-20,853
2016-01-21,853
2016-01-22,853
2016-01-23,853
2016-01-24,853
2016-01-25,853
2016-01-26,853
2016-01-27,853
2016-01-28,853
2016-01-29,853
2016-01-30,853
2016-01-31,853
2016-02-01,853
2016-02-02,853
2016-02-03,853
2016-02-04,853
2016-02-05,853
2016-02-06,853
2016-02-07,853
2016-02-08,853
2016-02-09,853
2016-02-10,853
2016-02-11,853
2016-02-12,853
2016-02-13,853
2016-02-14,853
2016-02-15,853
2016-02-16,880
2016-02-17,880
2016-02-18,880
2016-02-19,880
2016-02-20,880
2016-02-21,880
2016-02-22,880
2016-02-23,880
2016-02-24,880
2016-02-25,880
2016-02-26,880
2016-02-27,880
2016-02-28,880
2016-02-29,880
2016-03-01,880
2016-03-02,880
2016-03-03,880
2016-03-04,880
2016-03-05,880
2016-03-06,880
2016-03-07,880
2016-03-08,914
2016-03-09,914
2016-03-10,914
2016-03-11,914
2016-03-12,914
2016-03-13,914
2016-03-14,914
2016-03-15,914
2016-03-16,914
2016-03-17,914
2016-03-18,914
2016-03-19,914
2016-03-20,914
2016-03-21,914
2016-03-22,914
2016-03-23,914
2016-03-24,914
2016-03-25,951
2016-03-26,951
2016-03-27,951
2016-03-28,951
2016-03-29,951
2016-03-30,951
2016-03-31,951
2016-04-01,951
2016-04-02,951
2016-04-03,951
2016-04-04,951
2016-04-05,951
2016-04-06,951
2016-04-07,951
2016-04-08,951
2016-04-09,951
2016-04-10,951
2016-04-11,951
2016-04-12,989
2016-04-13,989
2016-04-14,989
2016-04-15,989
2016-04-16,989
2016-04-17,989
2016-04-18,989
2016-04-19,989
2016-04-20,989
2016-04-21,989
2016-04-22,989
2016-04-23,989
2016-04-24,989
2016-04-25,989
2016-04-26,1028
2016-04-27,1028
2016-04-28,1028
2016-04-29,1028
2016-04-30,1028
2016-05-01,1028
2016-05-02,1028
2016-05-03,1028
2016-05-04,1028
2016-05-05,1028
2016-05-06,1028
2016-05-07,1028
2016-05-08,1028
2016-05-09,1028
2016-05-10,1028
2016-05-11,1028
2016-05-12,1028
2016-05-13,1074
2016-05-14,1074
2016-05-15,1074
2016-05-16,1074
2016-05-17,1074
2016-05-18,1074
2016-05-19,1074
2016-05-22,1074
2016-05-23,1074
2016-05-24,1074
2016-05-25,1074
2016-05-26,1074
2016-05-27,1074
2016-05-28,1074
2016-05-29,1074
2016-05-30,1074
2016-05-31,1074
2016-06-01,1074
2016-06-02,1074
2016-06-03,1074
2016-06-04,1074
2016-06-05,1074
2016-06-06,1087
2016-06-07,1087
2016-06-08,1087
2016-06-09,1087
2016-06-10,1087
2016-06-11,1087
2016-06-12,1087
2016-06-13,1087
2016-06-14,1087
2016-06-15,1087
2016-06-16,1087
2016-06-17,1087
2016-06-18,1131
2016-06-19,1131
2016-06-20,1131
2016-06-21,1131
2016-06-22,1131
2016-06-23,1131
2016-06-24,1131
2016-06-25,1131
2016-06-26,1131
2016-06-27,1131
2016-06-28,1181
