date_obj,West%20ardougne%20teleport%20(tablet) price
2016-05-12,1600
2016-05-13,1600
2016-05-14,1600
2016-05-15,1673
2016-05-16,1673
2016-05-17,1673
2016-05-18,1673
2016-05-19,1673
2016-05-22,1755
2016-05-23,1755
2016-05-24,1755
2016-05-25,1755
2016-05-26,1755
2016-05-27,1755
2016-05-28,1755
2016-05-29,1839
2016-05-30,1839
2016-05-31,1839
2016-06-01,1839
2016-06-02,1839
2016-06-03,1839
2016-06-04,1839
2016-06-05,1839
2016-06-06,1839
2016-06-07,1923
2016-06-08,1923
2016-06-09,1923
2016-06-10,1923
2016-06-11,1923
2016-06-12,1923
2016-06-13,1923
2016-06-14,1923
2016-06-15,1923
2016-06-16,2017
2016-06-17,2017
2016-06-18,2017
2016-06-19,2017
2016-06-20,2017
2016-06-21,2017
2016-06-22,2017
2016-06-23,2017
2016-06-24,2017
2016-06-25,2113
2016-06-26,2113
2016-06-27,2113
2016-06-28,2113
2016-06-29,2113
2016-06-30,2113
2016-07-01,2113
2016-07-02,2113
2016-07-03,2113
2016-07-04,2113
2016-07-05,2214
2016-07-06,2214
2016-07-07,2214
2016-07-08,2214
2016-07-09,2214
2016-07-10,2214
2016-07-11,2214
2016-07-12,2322
2016-07-13,2322
2016-07-14,2322
2016-07-15,2322
2016-07-16,2322
2016-07-17,2322
2016-07-18,2437
2016-07-24,2437
2016-07-25,2437
2016-07-26,2437
2016-07-27,2553
2016-07-28,2553
2016-07-29,2553
2016-07-30,2553
2016-07-31,2553
2016-08-01,2553
2016-08-02,2553
2016-08-03,2553
2016-08-04,2553
2016-08-05,2670
2016-08-06,2670
2016-08-07,2670
2016-08-08,2670
2016-08-09,2670
2016-08-10,2670
2016-08-11,2670
2016-08-12,2670
2016-08-13,2670
2016-08-14,2785
2016-08-15,2785
2016-08-16,2785
2016-08-17,2785
2016-08-18,2785
2016-08-19,2785
2016-08-20,2785
2016-08-21,2785
2016-08-22,2785
2016-08-23,2913
2016-08-24,2913
2016-08-25,2913
2016-08-26,2913
2016-08-28,2913
2016-08-31,2913
2016-09-01,2913
2016-09-02,2913
2016-09-03,3030
2016-09-04,3030
2016-09-05,3030
2016-09-06,3030
2016-09-07,3030
2016-09-08,3030
2016-09-09,3030
2016-09-10,3030
2016-09-11,3030
2016-09-12,3030
2016-09-13,3030
2016-09-14,3057
2016-09-15,3057
2016-09-16,3057
2016-09-17,3057
2016-09-18,3057
2016-09-19,3057
2016-09-20,3057
2016-09-21,3057
2016-09-22,3057
2016-09-23,3057
2016-09-24,3057
2016-09-25,3117
2016-09-26,3117
2016-09-27,3117
2016-09-28,3117
2016-09-29,3117
2016-09-30,3117
2016-10-01,3117
2016-10-02,3117
2016-10-03,3117
2016-10-04,3117
2016-10-05,3117
2016-10-06,3136
2016-10-07,3136
2016-10-08,3136
2016-10-09,3136
2016-10-10,3136
2016-10-11,3136
2016-10-12,3136
2016-10-13,3136
2016-10-14,3136
2016-10-15,3136
2016-10-16,3214
2016-10-17,3214
2016-10-18,3214
2016-10-19,3214
2016-10-20,3214
2016-10-21,3214
2016-10-22,3214
2016-10-23,3214
2016-10-24,3214
2016-10-25,3214
2016-10-26,3356
2016-10-27,3356
2016-10-28,3356
2016-10-29,3356
2016-10-30,3356
2016-10-31,3356
2016-11-01,3356
2016-11-02,3356
2016-11-03,3356
2016-11-04,3356
2016-11-05,3364
2016-11-06,3364
2016-11-07,3364
2016-11-08,3364
2016-11-09,3364
2016-11-10,3364
2016-11-11,3364
2016-11-12,3364
2016-11-13,3364
2016-11-14,3364
2016-12-08,3345
2016-12-09,3353
2016-12-10,3353
2016-12-11,3353
2016-12-12,3353
2016-12-13,3353
2016-12-14,3353
2016-12-15,3353
2016-12-16,3353
2016-12-17,3418
2016-12-18,3418
2016-12-19,3418
2016-12-20,3418
2016-12-21,3418
2016-12-22,3418
2016-12-23,3418
2016-12-24,3418
2016-12-25,3257
2016-12-26,3257
2016-12-27,3257
2016-12-28,3257
2016-12-29,3257
2016-12-30,3257
2016-12-31,3286
2017-01-01,3286
2017-01-02,3286
2017-01-03,3286
2017-01-04,3269
2017-01-05,3269
2017-01-06,3269
2017-01-07,3269
2017-01-08,3269
2017-01-09,3130
2017-01-10,3130
2017-01-11,3130
2017-01-12,3130
2017-01-13,3130
2017-01-14,2985
2017-01-15,2985
2017-01-16,2985
2017-01-17,2985
2017-01-18,2985
2017-01-19,3031
2017-01-20,3031
2017-01-21,3031
2017-01-22,3031
2017-01-27,3028
2017-01-28,3028
2017-01-29,3028
2017-01-30,3028
2017-01-31,2965
2017-02-01,2965
2017-02-02,2965
2017-02-03,2965
2017-02-04,2965
2017-02-05,2978
2017-02-06,2978
2017-02-07,2978
2017-02-08,2978
2017-02-09,2978
2017-02-10,3021
2017-02-11,3021
2017-02-12,3021
2017-02-13,3021
2017-02-14,3021
2017-02-15,3104
2017-02-16,3104
2017-02-18,3104
2017-02-19,3104
2017-02-20,3019
2017-02-21,3019
2017-02-22,3019
2017-02-23,3019
2017-02-24,3019
2017-02-25,3019
2017-02-26,2899
2017-02-27,2899
2017-02-28,2899
2017-03-01,2899
2017-03-02,2899
2017-03-03,2899
2017-03-04,3011
2017-03-05,3011
2017-03-06,3011
2017-03-07,3011
2017-03-08,3011
2017-03-09,3011
2017-03-10,3096
2017-03-11,3096
2017-03-12,3096
2017-03-13,3096
2017-03-14,3159
2017-03-15,3159
2017-03-16,3159
2017-03-17,3159
2017-03-18,3159
2017-03-19,3048
2017-03-20,3048
2017-03-21,3048
2017-03-22,3048
2017-03-23,3048
2017-03-24,2902
2017-03-25,2902
2017-03-26,2902
2017-03-27,2902
2017-03-28,2902
2017-03-29,2902
2017-03-30,2760
2017-03-31,2760
2017-04-01,2760
2017-04-02,2760
2017-04-03,2760
2017-04-04,2622
2017-04-12,2522
2017-04-13,2522
2017-04-14,2522
2017-04-15,2604
2017-04-16,2604
2017-04-17,2604
2017-04-18,2604
2017-04-19,2649
2017-04-20,2649
2017-04-21,2649
2017-04-22,2649
2017-04-23,2649
2017-04-24,2649
2017-04-25,2559
2017-04-26,2559
2017-04-27,2559
2017-04-28,2559
2017-04-29,2559
2017-04-30,2448
2017-05-01,2448
2017-05-02,2448
2017-05-03,2448
2017-05-04,2448
2017-05-05,2380
2017-05-06,2380
2017-05-07,2380
2017-05-08,2380
2017-05-09,2380
2017-05-10,2367
2017-05-11,2367
2017-05-12,2367
2017-05-13,2367
2017-05-14,2367
2017-05-15,2367
2017-05-16,2276
2017-05-17,2276
2017-05-18,2276
2017-05-19,2276
2017-05-20,2276
2017-05-21,2177
2017-05-22,2177
2017-05-23,2177
2017-05-24,2177
2017-05-25,2177
2017-05-26,2152
2017-05-27,2152
2017-05-28,2152
2017-05-29,2152
2017-05-30,2152
2017-05-31,2182
2017-06-01,2182
2017-06-02,2182
2017-06-03,2182
2017-06-06,2126
2017-06-07,2126
2017-06-08,2126
2017-06-09,2126
2017-06-10,2126
2017-06-11,2215
2017-06-12,2215
2017-06-13,2215
2017-06-14,2215
2017-06-15,2215
2017-06-16,2246
2017-06-17,2246
2017-06-18,2246
2017-06-19,2246
2017-06-20,2246
2017-06-21,2191
2017-06-22,2191
2017-06-23,2191
2017-06-24,2191
2017-06-25,2191
2017-06-26,2191
2017-06-27,2112
2017-06-28,2112
2017-06-29,2112
2017-06-30,2112
2017-07-01,2112
2017-07-02,2112
2017-07-03,2160
2017-07-04,2160
2017-07-05,2160
2017-07-06,2160
2017-07-07,2160
2017-07-08,2160
2017-07-13,2183
2017-07-14,2183
2017-07-15,2113
2017-07-16,2113
2017-07-17,2113
2017-07-18,2113
2017-07-19,2113
2017-07-20,2183
2017-07-21,2183
2017-07-22,2183
2017-07-23,2183
2017-07-24,2183
2017-07-25,2245
2017-07-26,2245
2017-07-27,2245
2017-07-28,2245
2017-07-29,2245
2017-07-30,2218
2017-07-31,2218
2017-08-01,2218
2017-08-02,2218
2017-08-03,2218
2017-08-04,2218
2017-08-05,2256
2017-08-06,2256
2017-08-09,2256
2017-08-10,2259
2017-08-11,2259
2017-08-12,2259
2017-08-13,2259
2017-08-14,2259
2017-08-15,2173
2017-08-16,2173
2017-08-17,2173
2017-08-18,2173
2017-08-19,2173
2017-08-20,2136
2017-08-21,2136
2017-08-22,2136
2017-08-23,2136
2017-08-24,2136
2017-08-25,2039
2017-08-26,2039
2017-08-27,2039
2017-08-28,2039
2017-08-29,2039
2017-08-30,1954
2017-08-31,1954
2017-09-01,1954
2017-09-02,1954
2017-09-03,1954
2017-09-04,1954
2017-09-05,1912
2017-09-06,1912
2017-09-07,1912
2017-09-08,1912
2017-09-09,1912
2017-09-10,1863
2017-09-11,1863
2017-09-12,1863
2017-09-13,1863
2017-09-14,1863
2017-09-15,1863
2017-09-16,1883
2017-09-17,1883
2017-09-18,1883
2017-09-19,1883
2017-09-20,1883
2017-09-21,1883
2017-09-22,1919
2017-09-23,1919
2017-09-24,1919
2017-09-25,1919
2017-09-26,1919
2017-09-27,1919
2017-09-28,1937
2017-09-29,1937
2017-09-30,1937
2017-10-01,1937
2017-10-02,1937
2017-10-03,1937
2017-10-04,1999
2017-10-05,1999
2017-10-06,1999
2017-10-07,1999
2017-10-08,1999
2017-10-09,1992
2017-10-10,1992
2017-10-11,1992
2017-10-12,1992
2017-10-13,1992
2017-10-14,2028
2017-10-15,2028
2017-10-16,2028
2017-10-17,2028
2017-10-18,2028
2017-10-19,2028
2017-10-20,1994
2017-10-21,1994
2017-10-22,1994
2017-10-23,1994
2017-10-24,1994
2017-10-25,1996
2017-10-26,1996
2017-10-27,1996
2017-10-28,1996
2017-10-29,1996
2017-10-30,1996
2017-10-31,1949
2017-11-01,1949
2017-11-02,1949
2017-11-03,1949
2017-11-04,1879
2017-11-05,1879
2017-11-06,1879
2017-11-07,1879
2017-11-08,1879
2017-11-09,1894
2017-11-10,1894
2017-11-11,1894
2017-11-12,1894
2017-11-13,1894
2017-11-14,1814
2017-11-15,1814
2017-11-16,1814
2017-11-17,1814
2017-11-18,1814
2017-11-19,1729
2017-11-20,1729
2017-11-21,1729
2017-11-22,1729
2017-11-23,1729
2017-11-24,1642
2017-11-25,1642
2017-11-26,1642
2017-11-27,1642
2017-11-28,1642
2017-11-29,1559
2017-11-30,1559
2017-12-01,1559
2017-12-02,1559
2017-12-03,1559
2017-12-04,1587
2017-12-05,1587
2017-12-06,1587
2017-12-07,1587
2017-12-08,1587
2017-12-09,1643
2017-12-10,1643
2017-12-11,1643
2017-12-12,1643
2017-12-13,1643
2017-12-14,1718
2017-12-15,1718
2017-12-16,1718
2017-12-17,1718
2017-12-18,1782
2017-12-19,1782
2017-12-20,1782
2017-12-21,1782
2017-12-22,1782
2017-12-23,1801
2017-12-24,1801
2017-12-25,1801
2017-12-26,1801
2017-12-27,1801
2017-12-28,1828
2017-12-29,1828
2017-12-30,1828
2017-12-31,1828
2018-01-01,1807
2018-01-02,1807
2018-01-03,1807
2018-01-04,1807
2018-01-05,1786
2018-01-06,1786
2018-01-07,1786
2018-01-08,1786
2018-01-09,1784
2018-01-10,1784
2018-01-11,1784
2018-01-12,1784
2018-01-13,1784
2018-01-14,1827
2018-01-15,1827
2018-01-16,1827
2018-01-17,1827
2018-01-18,1816
2018-01-19,1816
2018-01-20,1816
2018-01-21,1816
2018-01-22,1816
2018-01-23,1742
2018-01-24,1742
2018-01-25,1742
2018-01-26,1742
2018-01-27,1669
2018-01-28,1669
2018-01-29,1669
2018-01-30,1708
2018-02-01,1708
2018-02-02,1708
2018-02-03,1730
2018-02-04,1730
2018-02-05,1730
2018-02-06,1730
2018-02-07,1666
2018-02-08,1666
2018-02-09,1666
2018-02-10,1666
2018-02-11,1602
2018-02-12,1602
2018-02-13,1602
2018-02-14,1602
2018-02-15,1603
2018-02-16,1603
2018-02-17,1603
2018-02-18,1603
2018-02-19,1626
2018-02-20,1626
2018-02-21,1626
2018-02-22,1626
2018-02-23,1664
2018-02-24,1664
2018-02-25,1664
2018-02-26,1664
2018-02-27,1712
2018-02-28,1712
2018-03-01,1712
2018-03-02,1712
2018-03-03,1696
2018-03-04,1696
2018-03-05,1696
2018-03-06,1696
2018-03-07,1729
2018-03-08,1729
2018-03-09,1729
2018-03-10,1729
