date_obj,Dragon%20sq%20shield price
2015-10-20,353041
2015-10-22,353041
2015-10-23,347386
2015-10-24,347386
2015-10-25,347386
2015-10-26,353244
2015-10-27,353244
2015-10-29,353244
2015-10-30,352186
2015-10-31,352186
2015-11-01,352186
2015-11-02,352186
2015-11-03,343018
2015-11-04,343018
2015-11-05,343018
2015-11-06,343018
2015-11-07,346131
2015-11-08,346131
2015-11-09,346131
2015-11-10,346131
2015-11-11,349059
2015-11-12,349059
2015-11-13,349059
2015-11-14,349059
2015-11-15,354200
2015-11-16,354200
2015-11-17,354200
2015-11-18,354200
2015-11-19,356082
2015-11-20,356082
2015-11-21,356082
2015-11-22,356082
2015-11-23,358295
2015-11-24,358295
2015-11-25,358295
2015-11-26,358295
2015-11-27,362792
2015-11-28,362792
2015-11-29,362792
2015-11-30,357253
2015-12-01,357253
2015-12-02,357253
2015-12-03,351697
2015-12-04,351697
2015-12-05,351697
2015-12-06,351697
2015-12-07,345942
2015-12-08,345942
2015-12-09,352625
2015-12-10,352625
2015-12-11,352625
2015-12-12,367409
2015-12-13,367409
2015-12-14,367409
2015-12-15,383558
2015-12-16,383558
2015-12-17,383558
2015-12-18,400899
2015-12-19,400899
2015-12-20,400899
2015-12-21,419791
2015-12-22,419791
2015-12-23,419791
2015-12-24,439719
2015-12-25,439719
2015-12-26,439719
2015-12-27,460712
2015-12-28,460712
2015-12-29,460712
2015-12-30,481619
2015-12-31,481619
2016-01-01,481619
2016-01-02,481619
2016-01-03,505700
2016-01-04,505700
2016-01-05,505700
2016-01-06,530038
2016-01-07,530038
2016-01-08,530038
2016-01-09,544662
2016-01-10,544662
2016-01-11,544662
2016-01-12,518461
2016-01-13,518461
2016-01-14,518461
2016-01-15,529323
2016-01-16,529323
2016-01-17,529323
2016-01-18,551767
2016-01-19,551767
2016-01-20,551767
2016-01-21,577216
2016-01-22,577216
2016-01-23,577216
2016-01-24,603436
2016-01-25,603436
2016-01-26,603436
2016-01-27,632108
2016-01-28,632108
2016-01-29,632108
2016-01-30,632108
2016-01-31,658854
2016-02-01,658854
2016-02-02,658854
2016-02-03,678641
2016-02-04,678641
2016-02-05,678641
2016-02-06,644708
2016-02-07,644708
2016-02-08,644708
2016-02-09,612472
2016-02-10,612472
2016-02-11,582710
2016-02-12,582710
2016-02-13,555529
2016-02-14,555529
2016-02-15,529187
2016-02-16,529187
2016-02-17,503776
2016-02-18,503776
2016-02-19,481980
2016-02-20,481980
2016-02-21,457881
2016-02-22,457881
2016-02-23,457881
2016-02-24,434986
2016-02-25,434986
2016-02-26,414250
2016-02-27,414250
2016-02-28,393537
2016-02-29,393537
2016-03-01,373860
2016-03-02,373860
2016-03-03,355717
2016-03-04,355717
2016-03-05,345188
2016-03-06,345188
2016-03-07,347865
2016-03-08,347865
2016-03-09,347865
2016-03-10,351711
2016-03-11,351711
2016-03-12,347244
2016-03-13,347244
2016-03-14,347244
2016-03-15,343760
2016-03-16,343760
2016-03-17,343760
2016-03-18,347792
2016-03-19,347792
2016-03-20,347792
2016-03-21,344049
2016-03-22,344049
2016-03-23,344049
2016-03-24,349122
2016-03-25,349122
2016-03-26,349122
2016-03-27,351522
2016-03-28,351522
2016-03-29,340098
2016-03-30,340098
2016-03-31,340098
2016-04-01,341635
2016-04-02,341635
2016-04-03,341635
2016-04-04,346672
2016-04-05,346672
2016-04-06,346672
2016-04-07,349418
2016-04-08,349418
2016-04-09,363215
2016-04-10,363215
2016-04-11,363215
2016-04-12,375286
2016-04-13,375286
2016-04-14,375286
2016-04-15,365201
2016-04-16,365201
2016-04-17,365201
2016-04-18,380196
2016-04-19,380196
2016-04-20,380196
2016-04-21,371329
2016-04-22,371329
2016-04-23,371329
2016-04-24,363916
2016-04-25,363916
2016-04-26,350080
2016-04-27,350080
2016-04-28,344708
2016-04-29,344708
2016-04-30,344708
2016-05-01,348329
2016-05-02,348329
2016-05-03,363860
2016-05-04,363860
2016-05-05,381678
2016-05-06,381678
2016-05-07,381678
2016-05-08,376188
2016-05-09,376188
2016-05-10,359282
2016-05-11,359282
2016-05-12,359282
2016-05-13,348701
2016-05-14,348701
2016-05-15,344249
2016-05-16,344249
2016-05-17,344249
2016-05-18,351065
2016-05-19,351065
2016-05-22,355091
2016-05-23,349837
2016-05-24,349837
2016-05-25,349837
2016-05-26,355069
2016-05-27,355069
2016-05-28,355069
2016-05-29,350930
2016-05-30,350930
2016-05-31,350930
2016-06-01,356843
2016-06-02,356843
2016-06-03,356843
2016-06-04,353639
2016-06-05,353639
2016-06-06,347274
2016-06-07,347274
2016-06-08,347274
2016-06-09,350604
2016-06-10,350604
2016-06-11,350480
2016-06-12,350480
2016-06-13,344986
2016-06-14,344986
2016-06-15,348776
2016-06-16,348776
2016-06-17,344616
2016-06-18,344616
2016-06-19,344616
2016-06-20,342336
2016-06-21,342336
2016-06-22,342336
2016-06-23,353931
2016-06-24,353931
2016-06-25,353931
2016-06-26,344045
2016-06-27,344045
2016-06-28,344045
2016-06-29,340175
2016-06-30,340175
2016-07-01,345632
2016-07-02,345632
2016-07-03,345632
2016-07-04,349038
2016-07-05,349038
2016-07-06,357940
2016-07-07,357940
2016-07-08,365852
2016-07-09,365852
2016-07-10,372501
2016-07-11,372501
2016-07-12,383028
2016-07-13,383028
2016-07-14,385640
2016-07-15,385640
2016-07-16,381959
2016-07-17,381959
2016-07-18,378503
2016-07-23,365849
2016-07-24,365849
2016-07-25,353871
2016-07-26,353871
2016-07-27,353871
2016-07-28,341142
2016-07-29,341142
2016-07-30,340799
2016-07-31,340799
2016-08-01,340799
2016-08-02,346253
2016-08-03,346253
2016-08-04,346253
2016-08-05,350825
2016-08-06,350825
2016-08-07,357932
2016-08-08,357932
2016-08-09,357932
2016-08-10,349802
2016-08-11,349802
2016-08-12,349802
2016-08-13,345943
2016-08-14,345943
2016-08-15,345943
2016-08-16,344639
2016-08-17,344639
2016-08-18,344639
2016-08-19,346601
2016-08-20,346601
2016-08-21,346601
2016-08-22,348495
2016-08-23,348495
2016-08-24,348495
2016-08-25,346009
2016-08-26,346009
2016-08-28,347235
2016-08-31,349082
2016-09-01,349082
2016-09-02,349082
2016-09-03,352091
2016-09-04,352091
2016-09-05,352392
2016-09-06,352392
2016-09-07,352392
2016-09-08,349728
2016-09-09,349728
2016-09-10,349728
2016-09-11,343083
2016-09-12,343083
2016-09-13,348030
2016-09-14,348030
2016-09-15,348030
2016-09-16,348030
2016-09-17,356437
2016-09-18,356437
2016-09-19,356437
2016-09-20,358992
2016-09-21,358992
2016-09-22,358992
2016-09-23,358277
2016-09-24,358277
2016-09-25,358277
2016-09-26,358277
2016-09-27,347944
2016-09-28,347944
2016-09-29,347944
2016-09-30,345643
2016-10-01,345643
2016-10-02,345643
2016-10-03,346241
2016-10-04,346241
2016-10-05,346241
2016-10-06,353119
2016-10-07,353119
2016-10-08,353119
2016-10-09,350765
2016-10-10,350765
2016-10-11,350765
2016-10-12,348872
2016-10-13,348872
2016-10-14,352369
2016-10-15,352369
2016-10-16,352369
2016-10-17,348584
2016-10-18,348584
2016-10-19,348584
2016-10-20,344051
2016-10-21,344051
2016-10-22,344051
2016-10-23,353170
2016-10-24,353170
2016-10-25,353170
2016-10-26,359839
2016-10-27,359839
2016-10-28,359839
2016-10-29,360923
2016-10-30,360923
2016-10-31,360923
2016-11-01,359190
2016-11-02,359190
2016-11-03,359190
2016-11-04,351283
2016-11-05,351283
2016-11-06,351283
2016-11-07,348610
2016-11-08,348610
2016-11-09,348610
2016-11-10,339949
2016-11-11,339949
2016-11-12,339949
2016-11-13,342920
2016-11-14,342920
2016-11-15,342920
2016-12-07,356415
2016-12-08,353496
2016-12-09,353496
2016-12-10,353496
2016-12-11,351090
2016-12-12,351090
2016-12-13,351090
2016-12-14,343210
2016-12-15,343210
2016-12-16,343210
2016-12-17,344936
2016-12-18,344936
2016-12-19,344936
2016-12-20,337001
2016-12-21,337001
2016-12-22,337001
2016-12-23,335279
2016-12-24,335279
2016-12-25,341707
2016-12-26,341707
2016-12-27,345010
2016-12-28,345010
2016-12-29,351236
2016-12-30,351236
2016-12-31,351236
2017-01-01,356332
2017-01-02,356332
2017-01-03,354201
2017-01-04,354201
2017-01-05,343322
2017-01-06,343322
2017-01-07,343667
2017-01-08,343667
2017-01-09,343592
2017-01-10,343592
2017-01-11,350517
2017-01-12,350517
2017-01-13,350805
2017-01-14,350805
2017-01-15,349693
2017-01-16,349693
2017-01-17,345816
2017-01-18,345816
2017-01-19,344972
2017-01-20,344972
2017-01-21,351514
2017-01-22,351514
2017-01-23,349967
2017-01-27,348573
2017-01-28,348573
2017-01-29,349040
2017-01-30,349040
2017-01-31,349040
2017-02-01,351554
2017-02-02,351554
2017-02-03,351554
2017-02-04,359497
2017-02-05,359497
2017-02-06,359497
2017-02-07,354294
2017-02-08,354294
2017-02-09,353789
2017-02-10,353789
2017-02-11,353043
2017-02-12,353043
2017-02-13,345745
2017-02-14,345745
2017-02-15,344455
2017-02-16,344455
2017-02-18,347047
2017-02-19,347047
2017-02-20,348180
2017-02-21,348180
2017-02-22,348180
2017-02-23,350044
2017-02-24,350044
2017-02-25,350902
2017-02-26,350902
2017-02-27,350902
2017-02-28,346985
2017-03-01,346985
2017-03-02,345904
2017-03-03,345904
2017-03-04,340005
2017-03-05,340005
2017-03-06,340801
2017-03-07,340801
2017-03-08,340801
2017-03-09,343540
2017-03-10,343540
2017-03-11,355139
2017-03-12,355139
2017-03-13,354739
2017-03-14,354739
2017-03-15,352568
2017-03-16,352568
2017-03-17,351355
2017-03-18,351355
2017-03-19,348778
2017-03-20,348778
2017-03-21,342338
2017-03-22,342338
2017-03-23,342338
2017-03-24,344578
2017-03-25,344578
2017-03-26,344578
2017-03-27,354030
2017-03-28,354030
2017-03-29,352113
2017-03-30,352113
2017-03-31,353194
2017-04-01,353194
2017-04-02,353194
2017-04-03,353282
2017-04-04,353282
2017-04-12,347065
2017-04-13,347259
2017-04-14,347259
2017-04-15,347259
2017-04-16,345774
2017-04-17,345774
2017-04-18,343751
2017-04-19,343751
2017-04-20,338974
2017-04-21,338974
2017-04-22,338495
2017-04-23,338495
2017-04-24,342571
2017-04-25,342571
2017-04-26,337464
2017-04-27,337464
2017-04-28,335921
2017-04-29,335921
2017-04-30,340619
2017-05-01,340619
2017-05-02,341612
2017-05-03,341612
2017-05-04,346059
2017-05-05,346059
2017-05-06,348320
2017-05-07,348320
2017-05-08,346801
2017-05-09,346801
2017-05-10,345816
2017-05-11,345816
2017-05-12,347732
2017-05-13,347732
2017-05-14,350368
2017-05-16,356013
2017-05-17,356013
2017-05-18,359231
2017-05-19,359231
2017-05-20,361691
2017-05-21,361691
2017-05-22,353031
2017-05-23,353031
2017-05-24,350714
2017-05-25,350714
2017-05-26,337887
2017-05-27,337887
2017-05-28,325501
2017-05-29,325501
2017-05-30,312798
2017-05-31,312798
2017-06-01,306084
2017-06-02,306084
2017-06-03,300197
2017-06-04,300197
2017-06-05,299135
2017-06-06,299135
2017-06-07,304144
2017-06-08,304144
2017-06-09,304144
2017-06-10,307354
2017-06-11,307354
2017-06-12,306346
2017-06-13,306346
2017-06-14,304042
2017-06-15,304042
2017-06-16,305142
2017-06-17,305142
2017-06-18,304295
2017-06-19,304295
2017-06-20,305598
2017-06-21,305598
2017-06-22,305131
2017-06-23,305131
2017-06-24,303786
2017-06-25,303786
2017-06-26,302800
2017-06-27,302800
2017-06-28,303677
2017-06-29,303677
2017-06-30,301047
2017-07-01,301047
2017-07-02,301047
2017-07-03,299728
2017-07-04,299728
2017-07-05,299728
2017-07-06,300533
2017-07-07,300533
2017-07-08,300533
2017-07-13,301723
2017-07-14,302619
2017-07-15,302619
2017-07-16,302619
2017-07-17,302396
2017-07-18,302396
2017-07-19,303108
2017-07-20,303108
2017-07-21,304083
2017-07-22,304083
2017-07-23,304346
2017-07-24,304346
2017-07-25,301557
2017-07-26,301557
2017-07-27,300874
2017-07-28,300874
2017-07-29,301215
2017-07-30,302657
2017-07-31,302657
2017-08-01,302657
2017-08-02,307696
2017-08-03,307696
2017-08-04,307696
2017-08-05,306446
2017-08-06,306446
2017-08-09,309237
2017-08-10,306742
2017-08-11,306742
2017-08-12,304691
2017-08-13,304691
2017-08-14,304691
2017-08-15,302713
2017-08-16,302713
2017-08-17,301198
2017-08-18,301198
2017-08-19,301198
2017-08-20,301884
2017-08-21,301884
2017-08-22,302607
2017-08-23,302607
2017-08-24,302607
2017-08-25,305400
2017-08-26,305400
2017-08-27,305622
2017-08-28,305622
2017-08-29,305622
2017-08-30,302888
2017-08-31,302888
2017-09-01,302888
2017-09-03,301735
2017-09-04,301735
2017-09-05,304626
2017-09-06,304626
2017-09-07,304506
2017-09-08,304506
2017-09-09,301794
2017-09-10,301794
2017-09-11,299976
2017-09-12,299976
2017-09-13,299976
2017-09-14,301932
2017-09-15,301932
2017-09-16,301932
2017-09-17,301951
2017-09-18,301951
2017-09-19,301951
2017-09-20,302525
2017-09-21,302525
2017-09-22,302947
2017-09-23,302947
2017-09-24,305166
2017-09-25,305166
2017-09-26,319678
2017-09-27,319678
2017-09-28,335662
2017-09-29,350659
2017-09-30,350659
2017-10-01,368192
2017-10-02,368192
2017-10-03,385655
2017-10-04,385655
2017-10-05,403570
2017-10-06,403570
2017-10-07,409380
2017-10-08,409380
2017-10-09,392384
2017-10-10,392384
2017-10-11,401419
2017-10-12,401419
2017-10-13,420514
2017-10-14,420514
2017-10-15,436649
2017-10-16,436649
2017-10-17,447170
2017-10-18,447170
2017-10-19,451371
2017-10-20,451371
2017-10-21,451371
2017-10-22,430596
2017-10-23,430596
2017-10-24,415018
2017-10-25,415018
2017-10-26,405932
2017-10-27,405932
2017-10-28,405932
2017-10-29,385936
2017-10-30,385936
2017-10-31,383406
2017-11-01,383406
2017-11-02,383406
2017-11-03,369090
2017-11-04,355428
2017-11-05,355428
2017-11-06,338605
2017-11-07,338605
2017-11-08,338605
2017-11-09,325577
2017-11-10,325577
2017-11-11,313193
2017-11-12,313193
2017-11-13,299882
2017-11-14,299882
2017-11-15,299882
2017-11-16,300914
2017-11-17,300914
2017-11-18,300914
2017-11-19,301460
2017-11-20,301460
2017-11-21,304139
2017-11-22,304139
2017-11-23,308615
2017-11-24,308615
2017-11-25,313540
2017-11-26,313540
2017-11-27,313540
2017-11-28,320439
2017-11-29,320439
2017-11-30,320439
2017-12-01,327858
2017-12-02,327858
2017-12-03,325743
2017-12-04,325743
2017-12-05,334732
2017-12-06,334732
2017-12-07,335301
2017-12-08,335301
2017-12-09,347630
2017-12-10,347630
2017-12-11,358419
2017-12-12,358419
2017-12-13,375644
2017-12-14,375644
2017-12-15,394427
2017-12-16,394427
2017-12-17,411399
2017-12-18,431340
2017-12-19,431340
2017-12-20,451304
2017-12-21,451304
2017-12-22,471571
2017-12-23,471571
2017-12-24,467275
2017-12-25,467275
2017-12-26,460598
2017-12-27,460598
2017-12-28,480029
2017-12-29,480029
2017-12-30,499741
2017-12-31,499741
2018-01-01,483814
2018-01-02,483814
2018-01-03,459667
2018-01-04,459667
2018-01-05,436683
2018-01-06,416895
2018-01-07,416895
2018-01-08,396050
2018-01-09,377936
2018-01-10,377936
2018-01-11,359039
2018-01-12,359039
2018-01-13,341087
2018-01-14,341087
2018-01-15,324032
2018-01-16,324032
2018-01-17,309490
2018-01-18,309490
2018-01-19,303751
2018-01-20,303751
2018-01-21,300494
2018-01-22,300494
2018-01-23,299276
2018-01-25,300247
2018-01-26,300438
2018-01-27,300679
2018-01-28,300991
2018-01-29,301531
2018-01-30,301480
2018-01-31,307751
2018-02-01,307751
2018-02-02,312401
2018-02-03,310737
2018-02-04,309601
2018-02-05,309601
2018-02-06,305431
2018-02-07,306221
2018-02-08,306221
2018-02-09,304076
2018-02-10,304076
2018-02-11,303447
2018-02-12,302933
2018-02-13,302933
2018-02-14,302628
2018-02-15,301429
2018-02-16,301429
2018-02-17,301943
2018-02-18,302476
2018-02-19,302754
2018-02-20,302754
2018-02-21,302423
2018-02-22,302423
2018-02-23,301689
2018-02-24,301689
2018-02-25,302676
2018-02-26,306186
2018-02-27,308940
2018-02-28,308940
2018-03-01,308344
2018-03-02,307747
2018-03-03,306699
2018-03-04,306699
2018-03-05,309527
2018-03-06,310971
2018-03-07,303576
2018-03-09,304070
2018-03-10,304070
2018-03-11,304460
2018-03-12,303578
2018-03-13,303553
2018-03-14,304305
2018-03-15,304305
2018-03-16,302810
2018-03-17,297162
2018-03-18,302865
2018-03-20,303657
2018-03-21,303657
2018-03-23,302526
2018-03-24,301191
2018-03-25,302254
2018-03-26,302254
2018-03-27,313367
2018-03-28,313367
2018-03-29,311140
2018-03-30,322399
2018-03-31,330684
2018-04-01,319502
2018-04-02,313945
2018-04-03,305410
2018-04-04,301746
2018-04-05,301746
2018-04-06,300513
2018-04-07,300513
2018-04-08,304354
2018-04-09,304019
2018-04-10,304019
2018-04-11,305649
2018-04-12,308061
2018-04-13,308061
2018-04-14,305352
2018-04-15,301515
2018-04-16,301515
2018-04-17,303080
2018-04-18,303080
2018-04-19,308973
2018-04-20,306993
2018-04-21,310346
2018-04-22,310346
2018-04-23,303463
2018-04-24,303463
2018-04-25,303849
2018-04-26,303849
2018-04-27,304108
2018-04-28,304044
2018-04-29,303088
2018-04-30,301296
2018-05-01,300010
2018-05-03,299981
2018-05-04,299981
2018-05-05,300258
2018-05-07,300619
2018-05-08,300619
2018-05-09,300634
2018-05-10,300165
2018-05-11,300165
2018-05-12,300772
2018-05-13,300772
2018-05-14,300826
2018-05-15,300826
2018-05-16,301111
2018-05-17,301111
2018-05-18,308632
2018-05-19,308685
2018-05-20,308685
2018-05-21,306718
2018-05-22,306718
2018-05-23,303239
2018-05-24,303239
2018-05-25,301873
2018-05-26,301776
2018-05-27,301776
2018-05-28,302457
2018-05-29,301423
2018-05-30,301423
2018-05-31,301297
2018-06-01,309962
2018-06-02,305745
2018-06-03,305745
2018-06-04,303605
2018-06-05,302467
2018-06-06,301857
2018-06-07,301857
2018-06-08,303880
2018-06-09,303880
2018-06-10,302587
2018-06-11,302587
2018-06-12,301406
2018-06-13,299799
2018-06-14,299569
2018-06-15,299569
2018-06-16,299576
2018-06-17,299466
2018-06-18,299363
2018-06-19,309075
2018-06-20,309075
2018-06-21,313758
2018-06-22,312235
2018-06-23,312235
2018-06-24,314723
2018-06-25,307808
2018-06-26,307808
2018-06-27,308571
2018-06-28,305158
2018-06-29,304011
2018-06-30,304011
2018-07-01,302276
2018-07-02,302276
2018-07-03,307858
2018-07-04,307858
2018-07-05,306085
2018-07-06,308847
2018-07-07,308847
2018-07-08,310575
2018-07-09,310339
2018-07-10,308845
2018-07-11,306661
2018-07-12,306661
2018-07-13,306783
2018-07-14,307700
2018-07-15,307700
2018-07-16,304338
2018-07-17,303596
2018-07-18,303596
2018-07-19,307551
2018-07-20,304851
2018-07-21,303569
2018-07-22,301880
2018-07-23,302517
2018-07-24,302517
2018-07-25,303289
2018-07-26,302809
2018-07-27,301897
2018-07-28,301897
2018-07-29,300841
2018-07-30,301387
2018-07-31,302726
2018-08-01,302726
2018-08-02,301593
2018-08-03,301593
2018-08-04,302464
2018-08-05,304346
2018-08-06,306177
2018-08-07,306452
2018-08-08,305930
2018-08-09,305930
2018-08-10,304399
2018-08-11,304057
2018-08-12,304961
2018-08-14,302569
2018-08-16,303838
2018-08-17,303834
2018-08-18,303834
2018-08-19,301744
2018-08-20,301120
2018-08-21,301120
2018-08-22,300605
2018-08-23,300456
2018-08-24,300715
2018-08-25,300329
2018-08-26,300329
2018-08-27,301437
2018-08-28,302164
2018-08-29,303360
2018-08-30,303666
2018-08-31,303672
2018-09-01,303069
2018-09-02,303069
2018-09-03,302812
2018-09-04,301966
2018-09-05,300427
2018-09-06,300427
2018-09-07,302000
2018-09-08,303741
2018-09-09,305698
2018-09-10,304593
2018-09-11,304593
2018-09-12,305194
2018-09-13,305194
2018-09-14,304337
2018-09-15,303786
2018-09-16,303786
2018-09-17,301702
2018-09-18,300909
2018-09-19,300672
2018-09-20,300761
2018-09-21,300761
2018-09-22,301046
2018-09-23,301103
2018-09-24,301190
2018-09-25,301190
2018-09-26,300649
2018-09-27,300649
2018-09-28,300281
2018-09-29,300404
2018-09-30,301096
2018-10-01,300861
2018-10-02,301183
2018-10-03,300747
2018-10-04,300747
2018-10-05,300971
2018-10-06,301108
2018-10-07,301108
2018-10-08,300782
2018-10-09,300470
2018-10-10,300181
2018-10-11,300111
2018-10-12,300111
2018-10-13,303042
2018-10-14,304100
2018-10-15,305705
2018-10-16,305705
2018-10-17,306212
2018-10-18,306759
2018-10-19,307428
2018-10-20,307428
2018-10-21,306769
2018-10-22,306060
2018-10-23,306060
2018-10-24,305699
2018-10-25,306916
2018-10-26,306752
2018-10-27,306885
2018-10-28,306071
2018-10-29,306071
2018-10-30,304584
2018-10-31,305075
2018-11-01,302054
2018-11-03,303770
2018-11-04,302988
2018-11-05,302208
2018-11-06,302171
2018-11-07,303089
2018-11-08,304170
2018-11-09,302772
2018-11-10,302951
2018-11-11,303229
2018-11-12,304397
2018-11-13,307642
2018-11-14,308389
2018-11-15,310905
2018-11-16,310354
2018-11-17,306074
2018-11-18,304260
2018-11-19,302706
2018-11-20,302068
2018-11-21,301434
2018-11-22,304651
2018-11-23,304743
2018-11-24,304363
2018-11-25,303604
2018-11-26,303640
2018-11-27,301925
2018-11-28,301596
2018-11-29,304705
2018-12-01,309743
2018-12-02,306413
2018-12-03,306413
2018-12-04,306524
2018-12-05,307398
2018-12-07,303562
2018-12-09,301006
2018-12-10,303084
2018-12-11,304201
2018-12-12,302541
2018-12-13,302280
2018-12-14,303311
2018-12-15,303447
2018-12-16,302563
2018-12-17,302240
2018-12-18,301918
2018-12-19,301889
2018-12-20,302703
2018-12-21,302091
2018-12-22,302324
2018-12-23,302813
2018-12-24,302181
2018-12-25,301768
2018-12-26,301807
2018-12-27,302211
2018-12-28,303248
2018-12-29,305824
2018-12-30,303306
2018-12-31,303093
2019-01-01,303471
2019-01-02,302836
2019-01-03,301923
2019-01-04,302761
2019-01-05,302898
2019-01-06,303009
2019-01-08,303247
2019-01-10,306563
2019-01-11,303098
2019-01-12,303899
2019-01-13,302942
2019-01-14,302200
2019-01-15,302249
2019-01-16,302169
2019-01-17,302226
2019-01-18,301500
2019-01-19,301821
2019-01-20,302334
2019-01-21,301739
2019-01-22,301523
2019-01-23,301724
2019-01-24,301842
2019-01-25,300874
2019-01-26,301021
2019-01-27,300951
2019-01-28,300834
2019-01-29,301070
2019-01-30,300999
2019-01-31,300545
2019-02-01,300589
2019-02-02,300766
2019-02-03,301089
2019-02-04,301155
2019-02-05,300732
2019-02-06,301589
2019-02-07,301077
2019-02-08,301424
2019-02-09,301220
2019-02-10,304141
2019-02-11,301703
2019-02-12,301490
2019-02-13,300769
2019-02-14,300769
2019-02-15,300564
2019-02-16,300765
2019-02-17,301037
2019-02-18,300789
2019-02-19,300551
2019-02-20,300534
2019-02-21,300606
2019-02-22,300622
2019-02-23,300203
2019-02-24,300515
2019-02-25,300474
2019-02-26,300513
2019-02-27,300543
2019-02-28,300126
2019-03-01,300211
2019-03-02,300750
2019-03-03,301362
2019-03-04,301421
2019-03-05,301792
2019-03-06,301997
2019-03-07,300609
2019-03-08,300609
2019-03-09,301034
2019-03-10,300955
2019-03-11,301026
2019-03-12,300630
2019-03-13,300887
2019-03-14,300890
2019-03-15,300806
2019-03-16,300927
2019-03-17,301030
2019-03-18,301030
2019-03-19,300536
2019-03-20,300294
2019-03-21,300554
2019-03-22,300869
2019-03-23,300986
2019-03-24,301015
2019-03-25,300684
2019-03-26,299875
2019-03-27,299875
2019-03-28,300436
2019-03-29,303433
2019-03-30,303433
