date_obj,Armadyl%20hilt price
2015-03-26,53700000
2015-03-27,53700000
2015-03-28,53700000
2015-03-29,53700000
2015-03-30,53700000
2015-03-31,53700000
2015-04-01,55861857
2015-04-02,55861857
2015-04-03,55861857
2015-04-04,55861857
2015-04-05,55861857
2015-04-06,55861857
2015-04-07,55861857
2015-04-08,55861857
2015-04-09,55861857
2015-04-10,55861857
2015-04-11,55861857
2015-04-12,55861857
2015-04-13,55861857
2015-04-14,55861857
2015-04-15,55861857
2015-04-16,55861857
2015-04-17,55861857
2015-04-18,55861857
2015-04-19,55861857
2015-04-20,55861857
2015-04-21,55861857
2015-04-22,55861857
2015-04-23,55861857
2015-04-24,55861857
2015-04-25,55861857
2015-04-26,55861857
2015-04-27,55861857
2015-04-28,55861857
2015-04-29,55861857
2015-04-30,55861857
2015-05-01,55861857
2015-05-02,55861857
2015-05-03,55861857
2015-05-04,58329035
2015-05-05,58329035
2015-05-06,58329035
2015-05-07,58329035
2015-05-08,58329035
2015-05-09,58329035
2015-05-10,58329035
2015-05-11,58329035
2015-05-12,58329035
2015-05-13,58329035
2015-05-14,58329035
2015-05-15,58329035
2015-05-16,58329035
2015-05-17,58329035
2015-05-18,58329035
2015-05-19,58329035
2015-05-20,58329035
2015-05-21,58329035
2015-05-22,58329035
2015-05-23,58329035
2015-05-24,58329035
2015-05-25,58329035
2015-05-26,58329035
2015-05-27,58329035
2015-05-28,58329035
2015-05-29,58329035
2015-05-30,58329035
2015-05-31,58329035
2015-06-01,58329035
2015-06-02,58329035
2015-06-03,58329035
2015-06-04,58329035
2015-06-05,58329035
2015-06-06,58329035
2015-06-07,58329035
2015-06-08,58329035
2015-06-09,58329035
2015-06-10,58329035
2015-06-11,58329035
2015-06-12,58329035
2015-06-13,56883829
2015-06-14,56883829
2015-06-15,56883829
2015-06-16,56883829
2015-06-17,56883829
2015-06-18,56883829
2015-06-19,56883829
2015-06-20,56883829
2015-06-21,56883829
2015-06-22,56883829
2015-06-23,56883829
2015-06-24,56883829
2015-06-25,56883829
2015-06-26,56883829
2015-06-27,56883829
2015-06-28,56883829
2015-06-29,56883829
2015-06-30,56883829
2015-07-01,56883829
2015-07-02,56883829
2015-07-03,56883829
2015-07-04,56883829
2015-07-05,56883829
2015-07-06,56883829
2015-07-07,56883829
2015-07-08,56883829
2015-07-09,56883829
2015-07-10,56883829
2015-07-11,56883829
2015-07-12,56883829
2015-07-13,56883829
2015-07-14,56883829
2015-07-15,56883829
2015-07-16,56883829
2015-07-17,56883829
2015-07-18,56883829
2015-07-19,56883829
2015-07-20,56883829
2015-07-21,56883829
2015-07-22,56883829
2015-07-23,56883829
2015-07-24,56883829
2015-07-25,56883829
2015-07-26,56883829
2015-07-27,54592893
2015-07-28,54592893
2015-07-29,54592893
2015-07-30,54592893
2015-07-31,54592893
2015-08-01,54592893
2015-08-02,54592893
2015-08-03,54592893
2015-08-04,54592893
2015-08-05,54592893
2015-08-06,54592893
2015-08-07,54592893
2015-08-08,54592893
2015-08-09,54592893
2015-08-10,54592893
2015-08-11,54592893
2015-08-12,54592893
2015-08-13,54592893
2015-08-14,54592893
2015-08-15,54592893
2015-08-16,54592893
2015-08-17,54592893
2015-08-18,54592893
2015-08-19,54592893
2015-08-20,54592893
2015-08-21,54592893
2015-08-22,54592893
2015-08-23,54592893
2015-08-24,54592893
2015-08-25,54592893
2015-08-26,54592893
2015-08-27,54592893
2015-08-28,54592893
2015-08-29,54592893
2015-08-30,54592893
2015-08-31,54592893
2015-09-01,54592893
2015-09-02,54592893
2015-09-03,54592893
2015-09-04,54310724
2015-09-05,54310724
2015-09-06,54310724
2015-09-07,54310724
2015-09-08,54310724
2015-09-09,54310724
2015-09-10,54310724
2015-09-11,54310724
2015-09-12,54310724
2015-09-13,54310724
2015-09-14,54310724
2015-09-15,54310724
2015-09-16,54310724
2015-09-17,54310724
2015-09-18,54310724
2015-09-19,54310724
2015-09-20,54310724
2015-09-21,54310724
2015-09-22,54310724
2015-09-23,54310724
2015-09-24,54310724
2015-09-25,54310724
2015-09-27,54310724
2015-09-28,54310724
2015-09-29,54310724
2015-09-30,54310724
2015-10-05,54310724
2015-10-06,54310724
2015-10-07,54310724
2015-10-08,54310724
2015-10-09,54310724
2015-10-10,54310724
2015-10-11,54310724
2015-10-12,54310724
2015-10-13,54310724
2015-10-14,54310724
2015-10-15,54310724
2015-10-16,54310724
2015-10-17,54310724
2015-10-18,54310724
2015-10-19,54310724
2015-10-20,54310724
2015-10-22,54310724
2015-10-23,54310724
2015-10-24,54310724
2015-10-25,54310724
2015-10-26,54310724
2015-10-27,52395421
2015-10-28,52395421
2015-10-29,52395421
2015-10-30,52395421
2015-10-31,52395421
2015-11-01,52395421
2015-11-02,52395421
2015-11-03,52395421
2015-11-04,52395421
2015-11-05,52395421
2015-11-06,52395421
2015-11-07,52395421
2015-11-08,52395421
2015-11-09,52395421
2015-11-10,52395421
2015-11-11,52395421
2015-11-12,52395421
2015-11-13,52395421
2015-11-14,52395421
2015-11-15,52395421
2015-11-16,52395421
2015-11-17,52395421
2015-11-18,52395421
2015-11-19,52395421
2015-11-20,52395421
2015-11-21,52395421
2015-11-22,52395421
2015-11-23,52395421
2015-11-24,52395421
2015-11-25,52395421
2015-11-26,52395421
2015-11-27,52395421
2015-11-28,52395421
2015-11-29,52395421
2015-11-30,52395421
2015-12-01,52395421
2015-12-02,52395421
2015-12-03,52395421
2015-12-04,52395421
2015-12-05,52395421
2015-12-06,52395421
2015-12-07,52395421
2015-12-08,52395421
2015-12-09,52395421
2015-12-10,52395421
2015-12-11,52395421
2015-12-12,52395421
2015-12-13,52395421
2015-12-14,52395421
2015-12-15,52395421
2015-12-16,52395421
2015-12-17,52395421
2015-12-18,52395421
2015-12-19,52395421
2015-12-20,52395421
2015-12-21,52395421
2015-12-22,52395421
2015-12-23,52395421
2015-12-24,52395421
2015-12-25,52395421
2015-12-26,52395421
2015-12-27,52395421
2015-12-28,52395421
2015-12-29,52395421
2015-12-30,52395421
2015-12-31,52395421
2016-01-01,50870344
2016-01-02,50870344
2016-01-03,50870344
2016-01-04,50870344
2016-01-05,50870344
2016-01-06,50870344
2016-01-07,50870344
2016-01-08,50870344
2016-01-09,50870344
2016-01-10,50870344
2016-01-11,50870344
2016-01-12,50870344
2016-01-13,50870344
2016-01-14,50870344
2016-01-15,50870344
2016-01-16,50870344
2016-01-17,50870344
2016-01-18,50870344
2016-01-19,50870344
2016-01-20,50870344
2016-01-21,50870344
2016-01-22,50870344
2016-01-23,50870344
2016-01-24,50870344
2016-01-25,50870344
2016-01-26,50870344
2016-01-27,50870344
2016-01-28,50870344
2016-01-29,50870344
2016-01-30,50870344
2016-01-31,50870344
2016-02-01,50870344
2016-02-02,50870344
2016-02-03,50870344
2016-02-04,50870344
2016-02-05,50870344
2016-02-06,50870344
2016-02-07,50870344
2016-02-08,50870344
2016-02-09,50870344
2016-02-10,50870344
2016-02-11,50870344
2016-02-12,50870344
2016-02-13,50870344
2016-02-14,50870344
2016-02-15,50870344
2016-02-16,50870344
2016-02-17,50870344
2016-02-18,50870344
2016-02-19,50450007
2016-02-20,50450007
2016-02-21,50450007
2016-02-22,50450007
2016-02-23,50450007
2016-02-24,50450007
2016-02-25,50450007
2016-02-26,50450007
2016-02-27,50450007
2016-02-28,50450007
