date_obj,Adamant%20axe price
2019-06-30,626
2019-07-01,616
2019-07-02,630
2019-07-03,657
2019-07-04,678
2019-07-05,701
2019-07-06,703
2019-07-07,686
2019-07-08,659
2019-07-09,675
2019-07-10,703
2019-07-11,702
2019-07-12,725
2019-07-13,726
2019-07-14,747
2019-07-15,746
2019-07-16,753
2019-07-17,772
2019-07-18,772
2019-07-19,790
2019-07-20,804
2019-07-21,801
2019-07-22,794
2019-07-23,812
2019-07-24,816
2019-07-25,847
2019-07-26,864
2019-07-27,854
2019-07-28,850
2019-07-29,873
2019-07-30,881
2019-07-31,911
2019-08-01,940
2019-08-02,899
2019-08-03,889
2019-08-04,873
2019-08-05,893
2019-08-06,897
2019-08-07,885
2019-08-08,915
2019-08-09,944
2019-08-10,910
2019-08-11,905
2019-08-12,900
2019-08-13,902
2019-08-14,897
2019-08-15,853
2019-08-16,820
2019-08-17,834
2019-08-18,802
2019-08-19,808
2019-08-20,774
2019-08-21,742
2019-08-22,747
2019-08-23,762
2019-08-24,734
2019-08-24,734
2019-08-25,699
2019-08-25,699
2019-08-26,684
2019-08-26,684
2019-08-27,691
2019-08-28,682
2019-08-29,703
2019-08-30,706
2019-08-31,685
2019-09-01,667
2019-09-02,658
2019-09-03,675
2019-09-04,698
2019-09-05,698
2019-09-06,728
2019-09-07,731
2019-09-08,721
2019-09-09,702
2019-09-10,712
2019-09-11,690
2019-09-12,674
2019-09-13,657
2019-09-14,665
2019-09-15,668
2019-09-16,679
2019-09-17,689
2019-09-18,718
2019-09-19,744
2019-09-20,764
2019-09-21,753
2019-09-22,740
2019-09-23,730
2019-09-24,715
2019-09-25,722
2019-09-26,733
2019-09-27,729
2019-09-28,720
2019-09-29,747
2019-09-30,761
2019-10-01,773
2019-10-02,803
2019-10-03,825
2019-10-04,822
2019-10-05,826
2019-10-06,830
2019-10-07,848
2019-10-08,882
2019-10-09,865
2019-10-10,841
2019-10-11,825
2019-10-12,845
2019-10-13,838
2019-10-14,819
2019-10-15,797
2019-10-16,776
2019-10-17,775
2019-10-18,750
2019-10-19,738
2019-10-20,717
2019-10-21,728
2019-10-22,754
2019-10-23,772
2019-10-24,783
2019-10-25,771
2019-10-26,743
2019-10-27,708
2019-10-28,682
2019-10-29,674
2019-10-30,683
2019-10-31,674
2019-11-01,667
2019-11-02,658
2019-11-03,634
2019-11-04,642
2019-11-05,627
2019-11-06,624
2019-11-07,626
2019-11-08,621
2019-11-09,599
2019-11-10,586
2019-11-11,568
2019-11-12,560
2019-11-13,551
2019-11-14,557
2019-11-15,569
2019-11-16,571
2019-11-17,577
2019-11-18,583
2019-11-19,591
2019-11-20,588
2019-11-21,578
2019-11-22,566
2019-11-23,549
2019-11-24,542
2019-11-25,531
2019-11-26,517
2019-11-27,510
2019-11-28,493
2019-11-29,484
2019-11-30,495
2019-12-01,507
2019-12-02,512
2019-12-03,524
2019-12-04,544
2019-12-05,565
2019-12-06,585
2019-12-07,602
2019-12-08,623
2019-12-09,645
2019-12-10,669
2019-12-11,701
2019-12-12,736
2019-12-13,755
2019-12-14,784
2019-12-15,800
2019-12-16,840
2019-12-17,876
2019-12-18,909
2019-12-19,911
2019-12-20,956
2019-12-21,986
2019-12-22,965
2019-12-23,995
2019-12-24,1031
2019-12-25,1040
2019-12-26,1072
2019-12-27,1097
2019-12-28,1111
2019-12-29,1125
2019-12-30,1125
2019-12-31,1148
2020-01-01,1158
2020-01-02,1180
2020-01-03,1220
2020-01-04,1258
2020-01-05,1267
2020-01-06,1278
2020-01-07,1256
2020-01-08,1256
2020-01-09,1225
2020-01-10,1203
2020-01-11,1185
2020-01-12,1150
2020-01-13,1155
2020-01-14,1164
2020-01-15,1124
2020-01-16,1096
2020-01-17,1050
2020-01-18,1021
2020-01-19,1016
2020-01-20,998
2020-01-21,963
2020-01-22,937
2020-01-23,938
2020-01-24,965
2020-01-25,1002
2020-01-26,997
2020-01-27,1005
2020-01-28,1026
2020-01-29,1038
2020-01-30,1081
2020-01-31,1100
2020-02-01,1103
2020-02-02,1091
2020-02-03,1092
2020-02-04,1092
2020-02-05,1104
2020-02-06,1116
2020-02-07,1135
2020-02-08,1120
2020-02-09,1105
2020-02-10,1089
2020-02-11,1089
2020-02-12,1093
2020-02-13,1092
2020-02-14,1070
2020-02-15,1035
2020-02-16,1002
2020-02-17,978
2020-02-18,982
2020-02-19,981
2020-02-20,982
2020-02-21,984
2020-02-22,1008
2020-02-23,1001
2020-02-24,1027
2020-02-25,1026
2020-02-26,1037
2020-02-27,1041
2020-02-28,1057
2020-02-29,1057
2020-03-01,1065
2020-03-02,1056
2020-03-03,1036
2020-03-04,1017
2020-03-05,999
2020-03-06,971
2020-03-07,950
2020-03-08,941
2020-03-09,946
2020-03-10,939
2020-03-11,940
2020-03-12,939
2020-03-13,953
2020-03-14,944
2020-03-15,960
2020-03-16,970
2020-03-17,980
2020-03-18,974
2020-03-19,946
2020-03-20,916
2020-03-21,903
2020-03-22,871
2020-03-23,846
2020-03-24,810
2020-03-25,794
2020-03-26,789
2020-03-27,780
2020-03-28,777
2020-03-29,782
2020-03-30,771
2020-03-31,778
2020-04-01,780
2020-04-02,741
2020-04-03,703
2020-04-04,668
2020-04-05,635
2020-04-06,606
2020-04-07,576
2020-04-08,554
2020-04-09,527
2020-04-10,511
2020-04-11,491
2020-04-12,473
2020-04-13,469
2020-04-14,472
2020-04-15,467
2020-04-16,465
2020-04-17,463
2020-04-18,465
2020-04-19,476
2020-04-20,478
2020-04-21,488
2020-04-22,485
2020-04-23,484
2020-04-24,479
2020-04-25,490
2020-04-26,493
2020-04-27,497
2020-04-28,503
2020-04-29,506
2020-04-30,517
2020-05-01,518
2020-05-02,517
2020-05-03,515
2020-05-04,512
2020-05-05,505
2020-05-06,493
2020-05-07,507
2020-05-08,516
2020-05-09,508
2020-05-10,500
2020-05-11,503
2020-05-12,508
2020-05-13,509
