date_obj,Pyre%20logs price
2015-09-15,13546
2015-09-16,13546
2015-09-17,13546
2015-09-18,13546
2015-09-19,13546
2015-09-20,13546
2015-09-21,13546
2015-09-22,13546
2015-09-23,13546
2015-09-24,13546
2015-09-25,13546
2015-09-27,13546
2015-09-28,13546
2015-09-29,13546
2015-09-30,13546
2015-10-05,13546
2015-10-06,13546
2015-10-07,13546
2015-10-08,13546
2015-10-09,13546
2015-10-10,13546
2015-10-11,13546
2015-10-12,13546
2015-10-13,13546
2015-10-14,13546
2015-10-15,13546
2015-10-16,13546
2015-10-17,13546
2015-10-18,13546
2015-10-19,13546
2015-10-20,12871
2015-10-22,12871
2015-10-23,12871
2015-10-24,12871
2015-10-25,12871
2015-10-26,12871
2015-10-27,12871
2015-10-29,12871
2015-10-30,12871
2015-10-31,12871
2015-11-01,12871
2015-11-02,12871
2015-11-03,12871
2015-11-04,12871
2015-11-05,12871
2015-11-06,12871
2015-11-07,12871
2015-11-08,12871
2015-11-09,12871
2015-11-10,12871
2015-11-11,12871
2015-11-12,12871
2015-11-13,12871
2015-11-14,12871
2015-11-15,12871
2015-11-16,12871
2015-11-17,12871
2015-11-18,12871
2015-11-19,12871
2015-11-20,12871
2015-11-21,12871
2015-11-22,12871
2015-11-23,12871
2015-11-24,12871
2015-11-25,12871
2015-11-26,12871
2015-11-27,12871
2015-11-28,12871
2015-11-29,12871
2015-11-30,12871
2015-12-01,12871
2015-12-02,12871
2015-12-03,12871
2015-12-04,12871
2015-12-05,12871
2015-12-06,12871
2015-12-07,12871
2015-12-08,12871
2015-12-09,12292
2015-12-10,12292
2015-12-11,12292
2015-12-12,12292
2015-12-13,12292
2015-12-14,12292
2015-12-15,12292
2015-12-16,12292
2015-12-17,12292
2015-12-18,12292
2015-12-19,12292
2015-12-20,12292
2015-12-21,12292
2015-12-22,12292
2015-12-23,12292
2015-12-24,12292
2015-12-25,12292
2015-12-26,12292
2015-12-27,12292
2015-12-28,12292
2015-12-29,12292
2015-12-30,12292
2015-12-31,12292
2016-01-01,12292
2016-01-02,12292
2016-01-03,12292
2016-01-04,12292
2016-01-05,12292
2016-01-06,12292
2016-01-07,12292
2016-01-08,12292
2016-01-09,12292
2016-01-10,12292
2016-01-11,12292
2016-01-12,12292
2016-01-13,12292
2016-01-14,11684
2016-01-15,11684
2016-01-16,11684
2016-01-17,11684
2016-01-18,11684
2016-01-19,11684
2016-01-20,11684
2016-01-21,11684
2016-01-22,11684
2016-01-23,11684
2016-01-24,11684
2016-01-25,11684
2016-01-26,11684
2016-01-27,11684
2016-01-28,11684
2016-01-29,11684
2016-01-30,11684
2016-01-31,11684
2016-02-01,11684
2016-02-02,11684
2016-02-03,11684
2016-02-04,11684
2016-02-05,11684
2016-02-06,11684
2016-02-07,11684
2016-02-08,11684
2016-02-09,11684
2016-02-10,11684
2016-02-11,11684
2016-02-12,11684
2016-02-13,11684
2016-02-14,11135
2016-02-15,11135
2016-02-16,11135
2016-02-17,11135
2016-02-18,11135
2016-02-19,11135
2016-02-20,11135
2016-02-21,11135
2016-02-22,11135
2016-02-23,11135
2016-02-24,11135
2016-02-25,11135
2016-02-26,11135
2016-02-27,11135
2016-02-28,11135
2016-02-29,11135
2016-03-01,11135
2016-03-02,10588
2016-03-03,10588
2016-03-04,10588
2016-03-05,10588
2016-03-06,10588
2016-03-07,10588
2016-03-08,10588
2016-03-09,10588
2016-03-10,10588
2016-03-11,10588
2016-03-12,10588
2016-03-13,10588
2016-03-14,10588
2016-03-15,10588
2016-03-16,10588
2016-03-17,10588
2016-03-18,10588
2016-03-19,10588
2016-03-20,10588
2016-03-21,10588
2016-03-22,10588
2016-03-23,10588
2016-03-24,10588
2016-03-25,10588
2016-03-26,10588
2016-03-27,10588
2016-03-28,10101
2016-03-29,10101
2016-03-30,10101
2016-03-31,10101
2016-04-01,10101
2016-04-02,10101
2016-04-03,10101
2016-04-04,10101
2016-04-05,10101
2016-04-06,10101
2016-04-07,10101
2016-04-08,10101
2016-04-09,10101
2016-04-10,10101
2016-04-11,10101
2016-04-12,10101
2016-04-13,10101
2016-04-14,10101
2016-04-15,10101
2016-04-16,10101
2016-04-17,10101
2016-04-18,10101
2016-04-19,10101
2016-04-20,10101
2016-04-21,10101
2016-04-22,10101
2016-04-23,10101
2016-04-24,9599
2016-04-25,9599
2016-04-26,9599
2016-04-27,9599
2016-04-28,9599
2016-04-29,9599
2016-04-30,9599
2016-05-01,9599
2016-05-02,9599
2016-05-03,9599
2016-05-04,9599
2016-05-05,9599
2016-05-06,9599
2016-05-07,9599
2016-05-08,9599
2016-05-09,9599
2016-05-10,9599
2016-05-11,9599
2016-05-12,9599
2016-05-13,9599
2016-05-14,9599
2016-05-15,9599
2016-05-16,9599
2016-05-17,9599
2016-05-18,9599
2016-05-19,9599
2016-05-22,9124
2016-05-23,9124
2016-05-24,9124
2016-05-25,9124
2016-05-26,9124
2016-05-27,9124
2016-05-28,9124
2016-05-29,9124
2016-05-30,9124
2016-05-31,9124
2016-06-01,9124
2016-06-02,9124
2016-06-03,9124
2016-06-04,9124
2016-06-05,9124
2016-06-06,9124
2016-06-07,9124
2016-06-08,9124
2016-06-09,9124
2016-06-10,9124
2016-06-11,9124
2016-06-12,9124
2016-06-13,9124
2016-06-14,9124
2016-06-15,9124
2016-06-16,9124
2016-06-17,8687
2016-06-18,8687
2016-06-19,8687
2016-06-20,8687
2016-06-21,8687
2016-06-22,8687
2016-06-23,8687
2016-06-24,8687
2016-06-25,8687
2016-06-26,8687
2016-06-27,8687
2016-06-28,8687
2016-06-29,8687
2016-06-30,8687
2016-07-01,8687
2016-07-02,8687
2016-07-03,8687
2016-07-04,8687
2016-07-05,8687
2016-07-06,8687
2016-07-07,8687
2016-07-08,8260
2016-07-09,8260
2016-07-10,8260
2016-07-11,8260
2016-07-12,8260
2016-07-13,8260
2016-07-14,8260
2016-07-15,8260
2016-07-16,8260
2016-07-17,8260
2016-07-18,8260
2016-07-23,8260
2016-07-24,7857
2016-07-25,7857
2016-07-26,7857
2016-07-27,7857
2016-07-28,7857
2016-07-29,7857
2016-07-30,7857
2016-07-31,7857
2016-08-01,7857
2016-08-02,7857
2016-08-03,7857
2016-08-04,7857
2016-08-05,7857
2016-08-06,7857
2016-08-07,7857
2016-08-08,7857
2016-08-09,7857
2016-08-10,7857
2016-08-11,7857
2016-08-12,7857
2016-08-13,7467
2016-08-14,7467
2016-08-15,7467
2016-08-16,7467
2016-08-17,7467
2016-08-18,7467
2016-08-19,7467
2016-08-20,7467
2016-08-21,7467
2016-08-22,7467
2016-08-23,7467
2016-08-24,7467
2016-08-25,7467
2016-08-26,7467
2016-08-28,7467
2016-08-31,7467
2016-09-01,7467
2016-09-02,7467
2016-09-03,7467
2016-09-04,7467
2016-09-05,7095
2016-09-06,7095
2016-09-07,7095
2016-09-08,7095
2016-09-09,7095
2016-09-10,7095
2016-09-11,7095
2016-09-12,7095
2016-09-13,7095
2016-09-14,7095
2016-09-15,7095
2016-09-16,7095
2016-09-17,7095
2016-09-18,7095
2016-09-19,7095
2016-09-20,7095
2016-09-21,7095
2016-09-22,7095
2016-09-23,7095
2016-09-24,7095
2016-09-25,7095
2016-09-26,7095
2016-09-27,7095
2016-09-28,7095
2016-09-29,7095
2016-09-30,7095
2016-10-01,6741
2016-10-02,6741
2016-10-03,6741
2016-10-04,6741
2016-10-05,6741
2016-10-06,6741
2016-10-07,6741
2016-10-08,6741
2016-10-09,6741
2016-10-10,6741
2016-10-11,6741
2016-10-12,6741
2016-10-13,6741
2016-10-14,6741
2016-10-15,6741
2016-10-16,6741
2016-10-17,6741
2016-10-18,6741
2016-10-19,6741
2016-10-20,6741
2016-10-21,6741
2016-10-22,6741
2016-10-23,6741
2016-10-24,6741
2016-10-25,6741
2016-10-26,6741
2016-10-27,6741
2016-10-28,6741
2016-10-29,6741
2016-10-30,6408
2016-10-31,6408
2016-11-01,6408
2016-11-02,6408
2016-11-03,6408
2016-11-04,6408
2016-11-05,6408
2016-11-06,6408
2016-11-07,6408
2016-11-08,6408
2016-11-09,6408
2016-11-10,6408
2016-11-11,6408
2016-11-12,6408
2016-11-13,6408
2016-11-14,6408
2016-12-08,6095
2016-12-09,6095
2016-12-10,6095
2016-12-11,6095
2016-12-12,6095
2016-12-13,6095
2016-12-14,6095
2016-12-15,6095
2016-12-16,6095
2016-12-17,6095
2016-12-18,6095
2016-12-19,5799
2016-12-20,5799
2016-12-21,5799
2016-12-22,5799
2016-12-23,5799
2016-12-24,5799
2016-12-25,5799
2016-12-26,5799
2016-12-27,5799
2016-12-28,5799
2016-12-29,5799
2016-12-30,5799
2016-12-31,5799
2017-01-01,5799
2017-01-02,5799
2017-01-03,5799
2017-01-04,5799
2017-01-05,5799
2017-01-06,5799
2017-01-07,5799
2017-01-08,5799
2017-01-09,5799
2017-01-10,5799
2017-01-11,5528
2017-01-12,5528
2017-01-13,5528
2017-01-14,5528
2017-01-15,5528
2017-01-16,5528
2017-01-17,5528
2017-01-18,5528
2017-01-19,5528
2017-01-20,5528
2017-01-21,5528
2017-01-22,5528
2017-01-27,5528
2017-01-28,5528
2017-01-29,5528
2017-01-30,5528
2017-01-31,5528
2017-02-01,5528
2017-02-02,5528
2017-02-03,5253
2017-02-04,5253
2017-02-05,5253
2017-02-06,5253
2017-02-07,5253
2017-02-08,5253
2017-02-09,5253
2017-02-10,5253
2017-02-11,5253
2017-02-12,5253
2017-02-13,5253
2017-02-14,5253
2017-02-15,5253
2017-02-16,5253
2017-02-18,5253
2017-02-19,5253
2017-02-20,5253
2017-02-21,5253
2017-02-22,4992
2017-02-23,4992
2017-02-24,4992
2017-02-25,4992
2017-02-26,4992
2017-02-27,4992
2017-02-28,4992
2017-03-01,4992
2017-03-02,4992
2017-03-03,4992
2017-03-04,4992
2017-03-05,4992
2017-03-06,4992
2017-03-07,4992
2017-03-08,4992
2017-03-09,4992
2017-03-10,4992
2017-03-11,4992
2017-03-12,4992
2017-03-13,4992
2017-03-14,4752
2017-03-15,4752
2017-03-16,4752
2017-03-17,4752
2017-03-18,4752
2017-03-19,4752
2017-03-20,4752
2017-03-21,4752
2017-03-22,4752
2017-03-23,4752
2017-03-24,4752
2017-03-25,4752
2017-03-26,4752
2017-03-27,4752
2017-03-28,4752
2017-03-29,4752
2017-03-30,4752
2017-03-31,4752
2017-04-01,4752
2017-04-02,4752
2017-04-03,4516
2017-04-04,4516
2017-04-12,4516
2017-04-13,4516
2017-04-14,4516
2017-04-15,4516
2017-04-16,4516
2017-04-17,4516
2017-04-18,4516
2017-04-19,4516
2017-04-20,4516
2017-04-21,4516
2017-04-22,4516
2017-04-23,4296
2017-04-24,4296
2017-04-25,4296
2017-04-26,4296
2017-04-27,4296
2017-04-28,4296
2017-04-29,4296
2017-04-30,4296
2017-05-01,4296
2017-05-02,4296
2017-05-03,4296
2017-05-04,4296
2017-05-05,4296
2017-05-06,4296
2017-05-07,4296
2017-05-08,4296
2017-05-09,4296
2017-05-10,4296
2017-05-11,4296
2017-05-12,4083
2017-05-13,4083
2017-05-14,4083
2017-05-15,4083
2017-05-16,4083
2017-05-17,4083
2017-05-18,4083
2017-05-19,4083
2017-05-20,4083
2017-05-21,4083
2017-05-22,4083
2017-05-23,4083
2017-05-24,4083
2017-05-25,4083
2017-05-26,4083
2017-05-27,4083
2017-05-28,4083
2017-05-29,4083
2017-05-30,4083
2017-05-31,4083
2017-06-01,3880
2017-06-02,3880
2017-06-03,3880
2017-06-06,3880
2017-06-07,3880
2017-06-08,3880
2017-06-09,3880
2017-06-10,3880
2017-06-11,3880
2017-06-12,3880
2017-06-13,3880
2017-06-14,3880
2017-06-15,3880
2017-06-16,3880
2017-06-17,3880
2017-06-18,3880
2017-06-19,3880
2017-06-20,3695
2017-06-21,3695
2017-06-22,3695
2017-06-23,3695
2017-06-24,3695
2017-06-25,3695
2017-06-26,3695
2017-06-27,3695
2017-06-28,3695
2017-06-29,3695
2017-06-30,3695
2017-07-01,3695
2017-07-02,3695
2017-07-03,3695
2017-07-04,3695
2017-07-05,3695
2017-07-06,3695
2017-07-07,3695
2017-07-08,3695
2017-07-13,3521
2017-07-14,3521
2017-07-15,3521
2017-07-16,3521
2017-07-17,3521
2017-07-18,3521
2017-07-19,3521
2017-07-20,3521
2017-07-21,3521
2017-07-22,3521
2017-07-23,3521
2017-07-24,3521
2017-07-25,3521
2017-07-26,3521
2017-07-27,3521
2017-07-28,3521
2017-07-29,3521
2017-07-30,3352
2017-07-31,3352
2017-08-01,3352
2017-08-02,3352
2017-08-03,3352
2017-08-04,3352
2017-08-05,3352
2017-08-06,3352
2017-08-09,3352
2017-08-10,3352
2017-08-11,3352
2017-08-12,3352
2017-08-13,3352
2017-08-14,3352
2017-08-15,3352
2017-08-16,3352
2017-08-17,3352
2017-08-18,3188
2017-08-19,3188
2017-08-20,3188
2017-08-22,3188
2017-08-23,3188
2017-08-24,3188
2017-08-25,3188
2017-08-26,3188
2017-08-27,3188
2017-08-28,3188
2017-08-29,3188
2017-08-30,3188
2017-08-31,3188
2017-09-01,3188
2017-09-02,3054
2017-09-03,3054
2017-09-04,3054
2017-09-05,3054
2017-09-06,3054
2017-09-07,3054
2017-09-08,3054
2017-09-09,3054
2017-09-10,3054
2017-09-11,3054
2017-09-12,3054
2017-09-13,3054
2017-09-14,3054
2017-09-15,3054
2017-09-16,3054
2017-09-17,3054
2017-09-19,2908
2017-09-20,2908
2017-09-21,2908
2017-09-22,2908
2017-09-23,2908
2017-09-24,2908
2017-09-25,2908
2017-09-26,2908
2017-09-27,2908
2017-09-28,2908
2017-09-29,2908
2017-09-30,2908
2017-10-01,2908
2017-10-02,2908
2017-10-03,2908
2017-10-04,2908
2017-10-05,2908
2017-10-06,2908
2017-10-07,2784
2017-10-08,2784
2017-10-09,2784
2017-10-10,2784
2017-10-11,2784
2017-10-12,2784
2017-10-13,2784
2017-10-14,2784
2017-10-15,2784
2017-10-16,2784
2017-10-17,2784
2017-10-18,2784
2017-10-19,2784
2017-10-20,2784
2017-10-21,2784
2017-10-22,2784
2017-10-23,2784
2017-10-24,2784
2017-10-25,2784
2017-10-26,2784
2017-10-27,2784
2017-10-28,2784
2017-10-29,2644
2017-10-30,2644
2017-10-31,2644
2017-11-01,2644
2017-11-02,2644
2017-11-03,2644
2017-11-04,2644
2017-11-05,2644
2017-11-06,2644
2017-11-07,2644
2017-11-08,2644
2017-11-09,2644
2017-11-10,2644
2017-11-11,2644
2017-11-12,2644
2017-11-13,2644
2017-11-14,2644
2017-11-15,2644
2017-11-16,2644
2017-11-17,2644
2017-11-18,2512
2017-11-19,2512
2017-11-20,2512
2017-11-21,2512
2017-11-22,2512
2017-11-23,2512
2017-11-24,2512
2017-11-25,2512
2017-11-26,2512
2017-11-27,2512
2017-11-28,2512
2017-11-29,2512
2017-11-30,2512
2017-12-01,2512
2017-12-02,2512
2017-12-03,2512
2017-12-04,2512
2017-12-05,2512
2017-12-06,2512
2017-12-07,2388
2017-12-08,2388
2017-12-09,2388
2017-12-10,2388
2017-12-11,2388
2017-12-12,2388
2017-12-14,2388
2017-12-15,2388
2017-12-16,2388
2017-12-17,2388
2017-12-18,2388
2017-12-19,2388
2017-12-20,2388
2017-12-21,2388
2017-12-22,2388
2017-12-23,2388
2017-12-24,2388
2017-12-25,2388
2017-12-26,2388
2017-12-27,2270
2017-12-28,2270
2017-12-29,2270
2017-12-30,2270
2017-12-31,2270
2018-01-01,2270
2018-01-02,2270
2018-01-03,2270
2018-01-04,2270
2018-01-05,2270
2018-01-06,2270
2018-01-07,2270
2018-01-08,2270
2018-01-09,2270
2018-01-10,2270
2018-01-11,2270
2018-01-12,2270
2018-01-13,2168
2018-01-14,2168
2018-01-15,2168
2018-01-16,2168
2018-01-17,2168
2018-01-18,2168
2018-01-19,2168
2018-01-20,2168
2018-01-21,2168
2018-01-22,2168
2018-01-23,2168
2018-01-24,2105
2018-01-25,2105
2018-01-26,2105
2018-01-27,2105
2018-01-28,2105
2018-01-29,2105
2018-01-31,2105
2018-02-01,2105
2018-02-02,2105
2018-02-03,2007
2018-02-04,2007
2018-02-05,2007
2018-02-06,2007
2018-02-07,2007
2018-02-08,2007
2018-02-09,2007
2018-02-10,2007
2018-02-11,1906
2018-02-12,1906
2018-02-13,1906
2018-02-14,1906
2018-02-15,1906
2018-02-16,1906
2018-02-17,1906
2018-02-18,1906
2018-02-19,1906
2018-02-20,1816
2018-02-21,1816
2018-02-22,1816
2018-02-23,1816
2018-02-24,1816
2018-02-25,1816
2018-02-26,1816
2018-02-27,1816
2018-02-28,1816
2018-03-01,1816
2018-03-02,1745
2018-03-03,1745
2018-03-04,1745
2018-03-05,1745
2018-03-06,1745
2018-03-07,1745
2018-03-08,1745
2018-03-09,1745
2018-03-10,1745
2018-03-11,1684
2018-03-12,1684
2018-03-13,1684
2018-03-14,1684
2018-03-15,1684
2018-03-16,1684
2018-03-17,1684
2018-03-18,1684
2018-03-19,1684
2018-03-20,1684
2018-03-21,1604
2018-03-23,1604
2018-03-24,1604
2018-03-26,1604
2018-03-27,1604
2018-03-28,1604
2018-03-29,1604
2018-03-30,1604
2018-03-31,1604
2018-04-01,1523
2018-04-02,1523
2018-04-03,1523
2018-04-04,1523
2018-04-05,1523
2018-04-06,1523
2018-04-08,1523
2018-04-09,1523
2018-04-10,1523
2018-04-11,1446
2018-04-12,1446
2018-04-13,1446
2018-04-14,1446
2018-04-15,1446
2018-04-16,1446
2018-04-17,1446
2018-04-18,1446
2018-04-19,1446
2018-04-20,1446
2018-04-21,1446
2018-04-22,1375
2018-04-23,1375
2018-04-24,1375
2018-04-25,1375
2018-04-26,1375
2018-04-27,1375
2018-04-28,1375
2018-04-29,1375
2018-04-30,1375
2018-05-01,1375
2018-05-02,1375
2018-05-03,1375
2018-05-04,1343
2018-05-05,1343
2018-05-06,1343
2018-05-07,1343
2018-05-08,1343
2018-05-09,1343
2018-05-10,1343
2018-05-11,1343
2018-05-12,1343
2018-05-13,1343
2018-05-14,1276
2018-05-15,1276
2018-05-16,1276
2018-05-17,1276
2018-05-18,1276
2018-05-19,1276
2018-05-20,1276
2018-05-21,1276
2018-05-22,1276
2018-05-23,1213
2018-05-24,1213
2018-05-25,1213
2018-05-26,1213
2018-05-27,1213
2018-05-28,1213
2018-05-29,1213
2018-05-30,1213
2018-05-31,1213
2018-06-01,1243
2018-06-02,1243
2018-06-03,1243
2018-06-04,1243
2018-06-05,1243
2018-06-06,1243
2018-06-07,1243
2018-06-08,1243
2018-06-09,1243
2018-06-10,1243
2018-06-11,1247
2018-06-12,1247
2018-06-13,1247
2018-06-14,1247
2018-06-15,1247
2018-06-16,1247
2018-06-17,1247
2018-06-18,1247
2018-06-19,1247
2018-06-20,1247
2018-06-21,1244
2018-06-22,1244
2018-06-23,1244
2018-06-24,1244
2018-06-25,1244
2018-06-26,1244
2018-06-27,1244
2018-06-28,1244
2018-06-29,1244
2018-06-30,1244
2018-07-01,1244
2018-07-02,1246
2018-07-03,1246
2018-07-04,1246
2018-07-05,1246
2018-07-06,1246
2018-07-07,1246
2018-07-08,1246
2018-07-09,1246
2018-07-10,1246
2018-07-11,1246
2018-07-12,1246
2018-07-13,1246
2018-07-14,1246
2018-07-15,1246
2018-07-16,1246
2018-07-17,1246
2018-07-18,1246
2018-07-19,1246
2018-07-20,1246
2018-07-21,1248
2018-07-22,1248
2018-07-23,1248
2018-07-24,1248
2018-07-25,1248
2018-07-26,1248
2018-07-27,1248
2018-07-28,1251
2018-07-29,1251
2018-07-30,1251
2018-07-31,1251
2018-08-01,1251
2018-08-02,1251
2018-08-03,1251
2018-08-04,1251
2018-08-05,1251
2018-08-06,1233
2018-08-07,1233
2018-08-08,1233
2018-08-09,1233
2018-08-10,1233
2018-08-11,1233
2018-08-12,1233
2018-08-14,1216
2018-08-16,1216
2018-08-17,1216
2018-08-18,1216
2018-08-19,1216
2018-08-20,1216
2018-08-21,1175
2018-08-22,1175
2018-08-23,1175
2018-08-24,1175
2018-08-25,1175
2018-08-26,1175
2018-08-27,1175
2018-08-28,1175
2018-08-29,1154
2018-08-30,1154
2018-08-31,1154
2018-09-01,1154
2018-09-02,1154
2018-09-03,1154
2018-09-04,1154
2018-09-05,1154
2018-09-06,1154
2018-09-07,1172
2018-09-08,1172
2018-09-09,1172
2018-09-10,1172
2018-09-11,1172
2018-09-12,1172
2018-09-13,1172
2018-09-14,1141
2018-09-15,1141
2018-09-16,1141
2018-09-17,1141
2018-09-18,1141
2018-09-19,1141
2018-09-20,1141
2018-09-21,1141
2018-09-22,1090
2018-09-23,1090
2018-09-24,1090
2018-09-25,1090
2018-09-26,1090
2018-09-27,1090
2018-09-28,1090
2018-09-29,1090
2018-09-30,1070
2018-10-02,1070
2018-10-03,1070
2018-10-04,1070
2018-10-05,1070
2018-10-06,1070
2018-10-07,1070
2018-10-08,1049
2018-10-09,1049
2018-10-10,1049
2018-10-11,1049
2018-10-12,1049
2018-10-13,1049
2018-10-14,1049
2018-10-15,1049
2018-10-16,1049
2018-10-17,1025
2018-10-18,1025
2018-10-19,1025
2018-10-20,1025
2018-10-21,1025
2018-10-22,1025
2018-10-23,1025
2018-10-24,1025
2018-10-25,1001
2018-10-26,1001
2018-10-27,1001
2018-10-28,1001
2018-10-29,1001
2018-10-30,1001
2018-10-31,1001
2018-11-01,1001
2018-11-03,969
2018-11-04,969
2018-11-05,969
2018-11-06,969
2018-11-07,936
2018-11-08,936
2018-11-09,936
2018-11-10,936
2018-11-11,936
2018-11-12,940
2018-11-13,940
2018-11-14,940
2018-11-15,940
2018-11-16,940
2018-11-17,897
2018-11-18,897
2018-11-19,897
2018-11-20,897
2018-11-21,886
2018-11-22,886
2018-11-23,886
2018-11-24,886
2018-11-25,858
2018-11-26,858
2018-11-27,858
2018-11-28,858
2018-11-29,839
2018-12-01,839
2018-12-02,839
2018-12-03,819
2018-12-04,819
2018-12-05,819
2018-12-07,819
2018-12-09,791
2018-12-10,791
2018-12-11,791
2018-12-12,791
2018-12-13,757
2018-12-14,757
2018-12-15,757
2018-12-16,757
2018-12-17,749
2018-12-18,749
2018-12-19,749
2018-12-20,749
2018-12-21,749
2018-12-22,724
2018-12-23,724
2018-12-24,724
2018-12-25,724
2018-12-26,724
2018-12-27,706
2018-12-28,706
2018-12-29,706
2018-12-30,706
2018-12-31,706
2019-01-01,706
2019-01-02,697
2019-01-03,697
2019-01-04,697
2019-01-05,697
2019-01-06,699
2019-01-08,699
2019-01-10,699
2019-01-11,699
2019-01-12,705
2019-01-13,705
2019-01-14,705
2019-01-15,705
2019-01-16,705
2019-01-17,701
2019-01-18,701
2019-01-19,701
2019-01-20,701
2019-01-21,701
2019-01-22,717
2019-01-23,717
2019-01-24,717
2019-01-25,717
2019-01-26,717
2019-01-27,699
2019-01-28,699
2019-01-29,699
2019-01-30,699
2019-01-31,699
2019-02-01,673
2019-02-02,673
2019-02-03,673
2019-02-04,673
2019-02-05,673
2019-02-06,645
2019-02-07,645
2019-02-08,645
2019-02-09,645
2019-02-10,614
2019-02-11,614
2019-02-12,614
2019-02-13,614
2019-02-14,614
2019-02-15,583
2019-02-16,583
2019-02-17,583
2019-02-18,583
2019-02-19,583
2019-02-20,572
2019-02-21,572
2019-02-22,572
2019-02-23,572
2019-02-24,572
2019-02-25,569
2019-02-26,569
2019-02-27,569
2019-02-28,569
2019-03-01,569
2019-03-02,569
2019-03-03,569
2019-03-04,569
2019-03-05,569
2019-03-06,579
2019-03-07,579
2019-03-08,579
2019-03-09,579
2019-03-10,579
2019-03-11,579
2019-03-12,587
2019-03-13,587
2019-03-14,587
2019-03-15,587
2019-03-16,587
2019-03-17,587
2019-03-18,587
2019-03-19,588
2019-03-20,588
2019-03-21,588
2019-03-22,588
2019-03-23,588
2019-03-24,588
2019-03-25,612
2019-03-26,612
2019-03-27,612
2019-03-28,612
2019-03-29,612
2019-03-30,612
2019-03-31,612
2019-04-01,612
2019-04-02,635
2019-04-03,635
2019-04-04,635
2019-04-05,635
2019-04-06,635
2019-04-07,635
2019-04-08,635
2019-04-09,639
2019-04-10,639
2019-04-11,639
2019-04-12,639
2019-04-13,639
2019-04-14,659
2019-04-15,659
2019-04-16,659
2019-04-17,659
2019-04-18,659
2019-04-19,659
2019-04-20,659
2019-04-21,679
