date_obj,Bob's%20blue%20shirt price
2015-07-25,6273
2015-07-26,6273
2015-07-27,6273
2015-07-28,6273
2015-07-29,6273
2015-07-30,6273
2015-07-31,6352
2015-08-01,6352
2015-08-02,6352
2015-08-03,6352
2015-08-04,6352
2015-08-05,6352
2015-08-06,6178
2015-08-07,6178
2015-08-08,6178
2015-08-09,6178
2015-08-10,6178
2015-08-11,6178
2015-08-12,6057
2015-08-13,6057
2015-08-14,6057
2015-08-15,6057
2015-08-16,6057
2015-08-17,5772
2015-08-18,5772
2015-08-19,5772
2015-08-20,5772
2015-08-21,5772
2015-08-22,5511
2015-08-23,5511
2015-08-24,5511
2015-08-25,5511
2015-08-26,5511
2015-08-27,5393
2015-08-28,5393
2015-08-29,5393
2015-08-30,5393
2015-08-31,5393
2015-09-01,5393
2015-09-02,5250
2015-09-03,5250
2015-09-04,5250
2015-09-05,5250
2015-09-06,5250
2015-09-07,5400
2015-09-08,5400
2015-09-09,5400
2015-09-10,5400
2015-09-11,5400
2015-09-12,5538
2015-09-13,5538
2015-09-14,5538
2015-09-15,5538
2015-09-16,5538
2015-09-17,5529
2015-09-18,5529
2015-09-19,5529
2015-09-20,5529
2015-09-21,5529
2015-09-22,5445
2015-09-23,5445
2015-09-24,5445
2015-09-25,5445
2015-09-27,5445
2015-09-28,5445
2015-09-29,5544
2015-09-30,5544
2015-10-05,5789
2015-10-06,5789
2015-10-07,5789
2015-10-08,5789
2015-10-09,5789
2015-10-10,5789
2015-10-11,6008
2015-10-12,6008
2015-10-13,6008
2015-10-14,6008
2015-10-15,6008
2015-10-16,6008
2015-10-17,5902
2015-10-18,5902
2015-10-19,5902
2015-10-20,5902
2015-10-22,5902
2015-10-23,5902
2015-10-24,5973
2015-10-25,5973
2015-10-26,5973
2015-10-27,5973
2015-10-29,5973
2015-10-30,5973
2015-10-31,5736
2015-11-01,5736
2015-11-02,5736
2015-11-03,5736
2015-11-04,5736
2015-11-05,5736
2015-11-06,5736
2015-11-07,5629
2015-11-08,5629
2015-11-09,5629
2015-11-10,5629
2015-11-11,5629
2015-11-12,5629
2015-11-13,5629
2015-11-14,5629
2015-11-15,5798
2015-11-16,5798
2015-11-17,5798
2015-11-18,5798
2015-11-19,5798
2015-11-20,5798
2015-11-21,5798
2015-11-22,5981
2015-11-23,5981
2015-11-24,5981
2015-11-25,5981
2015-11-26,5981
2015-11-27,5981
2015-11-28,5981
2015-11-29,6203
2015-11-30,6203
2015-12-01,6203
2015-12-02,6203
2015-12-03,6203
2015-12-04,6203
2015-12-05,6203
2015-12-06,6364
2015-12-07,6364
2015-12-08,6364
2015-12-09,6364
2015-12-10,6364
2015-12-11,6408
2015-12-12,6408
2015-12-13,6408
2015-12-14,6408
2015-12-15,6408
2015-12-16,6600
2015-12-17,6600
2015-12-18,6600
2015-12-19,6600
2015-12-20,6600
2015-12-21,6769
2015-12-22,6769
2015-12-23,6769
2015-12-24,6769
2015-12-25,6769
2015-12-26,6769
2015-12-27,6915
2015-12-28,6915
2015-12-29,6915
2015-12-30,6915
2015-12-31,6915
2016-01-01,7040
2016-01-02,7040
2016-01-03,7040
2016-01-04,7040
2016-01-05,7040
2016-01-06,7111
2016-01-07,7111
2016-01-08,7111
2016-01-09,7111
2016-01-10,7111
2016-01-11,7111
2016-01-12,6837
2016-01-13,6837
2016-01-14,6837
2016-01-15,6837
2016-01-16,6837
2016-01-17,6837
2016-01-18,6593
2016-01-19,6593
2016-01-20,6593
2016-01-21,6593
2016-01-22,6593
2016-01-23,6593
2016-01-24,6593
2016-01-25,6284
2016-01-26,6284
2016-01-27,6284
2016-01-28,6284
2016-01-29,6284
2016-01-30,6284
2016-01-31,6128
2016-02-01,6128
2016-02-02,6128
2016-02-03,6128
2016-02-04,6128
2016-02-05,6128
2016-02-06,6098
2016-02-07,6098
2016-02-08,6098
2016-02-09,6098
2016-02-10,6098
2016-02-11,6098
2016-02-12,6162
2016-02-13,6162
2016-02-14,6162
2016-02-15,6162
2016-02-16,6162
2016-02-17,6162
2016-02-18,5905
2016-02-19,5905
2016-02-20,5905
2016-02-21,5905
2016-02-22,5905
2016-02-23,6072
2016-02-24,6072
2016-02-25,6072
2016-02-26,6072
2016-02-27,6072
2016-02-28,6072
2016-02-29,6116
2016-03-01,6116
2016-03-02,6116
2016-03-03,6116
2016-03-04,6116
2016-03-05,6116
2016-03-06,5928
2016-03-07,5928
2016-03-08,5928
2016-03-09,5928
2016-03-10,5928
2016-03-11,5781
2016-03-12,5781
2016-03-13,5781
2016-03-14,5781
2016-03-15,5781
2016-03-16,5781
2016-03-17,5745
2016-03-18,5745
2016-03-19,5745
2016-03-20,5745
2016-03-21,5745
2016-03-22,5513
2016-03-23,5513
2016-03-24,5513
2016-03-25,5513
2016-03-26,5513
2016-03-27,5280
2016-03-28,5280
2016-03-29,5280
2016-03-30,5280
2016-03-31,5280
2016-04-01,5280
2016-04-02,5280
2016-04-03,5040
2016-04-04,5040
2016-04-05,5040
2016-04-06,5040
2016-04-07,5040
2016-04-08,4803
2016-04-09,4803
2016-04-10,4803
2016-04-11,4803
2016-04-12,4575
2016-04-13,4575
2016-04-14,4575
2016-04-15,4575
2016-04-16,4373
2016-04-17,4373
2016-04-18,4373
2016-04-19,4373
2016-04-20,4169
2016-04-21,4169
2016-04-22,4169
2016-04-23,4169
2016-04-24,4169
2016-04-25,3970
2016-04-26,3970
2016-04-27,3970
2016-04-28,3970
2016-04-29,3846
2016-04-30,3846
2016-05-01,3846
2016-05-02,3846
2016-05-03,3948
2016-05-04,3948
2016-05-05,3948
2016-05-06,3948
2016-05-07,3948
2016-05-08,4015
2016-05-09,4015
2016-05-10,4015
2016-05-11,4015
2016-05-12,4015
2016-05-13,4201
2016-05-14,4201
2016-05-15,4201
2016-05-16,4201
2016-05-17,4201
2016-05-18,4201
2016-05-19,4356
2016-05-22,4356
2016-05-23,4356
2016-05-24,4521
2016-05-25,4521
2016-05-26,4521
2016-05-27,4521
2016-05-28,4521
2016-05-29,4596
2016-05-30,4596
2016-05-31,4596
2016-06-01,4596
2016-06-02,4596
2016-06-03,4596
2016-06-04,4818
2016-06-05,4818
2016-06-06,4818
2016-06-07,4818
2016-06-08,4818
2016-06-09,4701
2016-06-10,4701
2016-06-11,4701
2016-06-12,4701
2016-06-13,4701
2016-06-14,4526
2016-06-15,4526
2016-06-16,4526
2016-06-17,4526
2016-06-18,4526
2016-06-19,4480
2016-06-20,4480
2016-06-21,4480
2016-06-22,4480
2016-06-23,4480
2016-06-24,4480
2016-06-25,4461
2016-06-26,4461
2016-06-27,4461
2016-06-28,4461
2016-06-29,4461
2016-06-30,4461
2016-07-01,4665
2016-07-02,4665
2016-07-03,4665
2016-07-04,4665
2016-07-05,4665
2016-07-06,4726
2016-07-07,4726
2016-07-08,4604
2016-07-09,4604
2016-07-10,4562
2016-07-11,4562
2016-07-12,4562
2016-07-13,4625
2016-07-14,4625
2016-07-15,4625
2016-07-16,4625
2016-07-17,4563
2016-07-18,4563
2016-07-23,4715
2016-07-24,4715
2016-07-25,4715
2016-07-26,4715
2016-07-27,4839
2016-07-28,4839
2016-07-29,4839
2016-07-30,4839
2016-07-31,4839
2016-08-01,4675
2016-08-02,4675
2016-08-03,4675
2016-08-04,4675
2016-08-05,4675
2016-08-06,4453
2016-08-07,4453
2016-08-08,4453
2016-08-09,4247
2016-08-10,4247
2016-08-11,4247
2016-08-12,4247
2016-08-13,4247
2016-08-14,4247
2016-08-15,4048
2016-08-16,4048
2016-08-17,4048
2016-08-18,4048
2016-08-19,3854
2016-08-20,3854
2016-08-21,3854
2016-08-22,3854
2016-08-23,3683
2016-08-24,3683
2016-08-25,3683
2016-08-26,3683
2016-08-28,3683
2016-08-31,3508
2016-09-01,3508
2016-09-02,3508
2016-09-03,3350
2016-09-04,3350
2016-09-05,3350
2016-09-06,3350
2016-09-07,3350
2016-09-08,3350
2016-09-09,3200
2016-09-10,3200
2016-09-11,3200
2016-09-12,3200
2016-09-13,3200
2016-09-14,3200
2016-09-15,3045
2016-09-16,3045
2016-09-17,3045
2016-09-18,3045
2016-09-19,3045
2016-09-20,3045
2016-09-21,2908
2016-09-22,2908
2016-09-23,2908
2016-09-24,2908
2016-09-25,2908
2016-09-26,2908
2016-09-27,2820
2016-09-28,2820
2016-09-29,2820
2016-09-30,2820
2016-10-01,2820
2016-10-02,2820
2016-10-03,2820
2016-10-04,2820
2016-10-05,2708
2016-10-06,2708
2016-10-07,2708
2016-10-08,2708
2016-10-09,2708
2016-10-10,2708
2016-10-11,2708
2016-10-12,2587
2016-10-13,2587
2016-10-14,2587
2016-10-15,2587
2016-10-16,2587
2016-10-17,2524
2016-10-18,2524
2016-10-19,2524
2016-10-20,2524
2016-10-21,2524
2016-10-22,2524
2016-10-23,2505
2016-10-24,2505
2016-10-25,2505
2016-10-26,2505
2016-10-27,2505
2016-10-28,2505
2016-10-29,2476
2016-10-30,2476
2016-10-31,2476
2016-11-01,2476
2016-11-02,2476
2016-11-03,2550
2016-11-04,2675
2016-11-05,2675
2016-11-06,2809
2016-11-07,2809
2016-11-08,2948
2016-11-09,3089
2016-11-10,3236
2016-11-11,3236
2016-11-12,3398
2016-11-13,3398
2016-11-14,3566
2016-11-15,3566
2016-12-07,6956
2016-12-08,7299
2016-12-09,7299
2016-12-10,7641
2016-12-11,8013
2016-12-12,8013
2016-12-13,8405
2016-12-14,8807
2016-12-15,8807
2016-12-16,9233
2016-12-17,9670
2016-12-18,9670
2016-12-19,10086
2016-12-20,10086
2016-12-21,9656
2016-12-22,9656
2016-12-23,9173
2016-12-24,9173
2016-12-25,9063
2016-12-26,9063
2016-12-27,9001
2016-12-28,9001
2016-12-29,9122
2016-12-30,9122
2016-12-31,8870
2017-01-01,8870
2017-01-02,8816
2017-01-03,8816
2017-01-04,8987
2017-01-05,8987
2017-01-06,8987
2017-01-07,8900
2017-01-08,8900
2017-01-09,9099
2017-01-10,9099
2017-01-11,9180
2017-01-12,9585
2017-01-13,9585
2017-01-14,10018
2017-01-15,10464
2017-01-16,10464
2017-01-17,10982
2017-01-18,11494
2017-01-19,11494
2017-01-20,12058
2017-01-21,12619
2017-01-22,12619
2017-01-23,13232
2017-01-27,15276
2017-01-28,15994
2017-01-29,16787
2017-01-30,16787
2017-01-31,17613
2017-02-01,18432
2017-02-02,18432
2017-02-03,19274
2017-02-04,20187
2017-02-05,20994
2017-02-06,20994
2017-02-07,22020
2017-02-08,23097
2017-02-09,23097
2017-02-10,24227
2017-02-11,25380
2017-02-12,25380
2017-02-13,26567
2017-02-14,27733
2017-02-15,27733
2017-02-16,29058
2017-02-18,29058
2017-02-19,30411
2017-02-20,30411
2017-02-21,31579
2017-02-22,31579
2017-02-23,32369
2017-02-24,32369
2017-02-25,32618
2017-02-26,32618
2017-02-27,32944
2017-02-28,32944
2017-03-01,33140
2017-03-02,33484
2017-03-03,33484
2017-03-04,33468
2017-03-05,33468
2017-03-06,33444
2017-03-07,33444
2017-03-08,33444
2017-03-09,33560
2017-03-10,33560
2017-03-11,33289
2017-03-12,33289
2017-03-13,33289
2017-03-14,31624
2017-03-15,31624
2017-03-16,31624
2017-03-17,30333
2017-03-18,30333
2017-03-19,30333
2017-03-20,29520
2017-03-21,29520
2017-03-22,29520
2017-03-23,29036
2017-03-24,29036
2017-03-25,29036
2017-03-26,28493
2017-03-27,28493
2017-03-28,28493
2017-03-29,27697
2017-03-30,27697
2017-03-31,27697
2017-04-01,26906
2017-04-02,26906
2017-04-03,26906
2017-04-04,26660
2017-04-12,23753
2017-04-13,23753
2017-04-14,23753
2017-04-15,22570
2017-04-16,22570
2017-04-17,21472
2017-04-18,21472
2017-04-19,20468
2017-04-20,20468
2017-04-21,20468
2017-04-22,19532
2017-04-23,19532
2017-04-24,19532
2017-04-25,18555
2017-04-26,18555
2017-04-27,18555
2017-04-28,17627
2017-04-29,17627
2017-04-30,16772
2017-05-01,16772
2017-05-02,15975
2017-05-03,15975
2017-05-04,15343
2017-05-05,15343
2017-05-06,15161
2017-05-07,15161
2017-05-08,15378
2017-05-09,15378
2017-05-10,15515
2017-05-11,15515
2017-05-12,15760
2017-05-13,15760
2017-05-14,15875
2017-05-15,15875
2017-05-16,15875
2017-05-17,15931
2017-05-18,15931
2017-05-19,15931
2017-05-20,15821
2017-05-21,15821
2017-05-22,15821
2017-05-23,15708
2017-05-24,15708
2017-05-25,15708
2017-05-26,15692
2017-05-27,15692
2017-05-28,15692
2017-05-29,15518
2017-05-30,15518
2017-05-31,15518
2017-06-01,15744
2017-06-02,15744
2017-06-03,15744
2017-06-04,15672
2017-06-05,15672
2017-06-06,15672
2017-06-07,15489
2017-06-08,15489
2017-06-09,15489
2017-06-10,15321
2017-06-11,15321
2017-06-12,15321
2017-06-13,15771
2017-06-14,15771
2017-06-15,15771
2017-06-16,15888
2017-06-17,15888
2017-06-18,15904
2017-06-19,15904
2017-06-20,15904
2017-06-21,15860
2017-06-22,15860
2017-06-23,15860
2017-06-24,15860
2017-06-25,15981
2017-06-26,15981
2017-06-27,16287
2017-06-28,16287
2017-06-29,16287
2017-06-30,16394
2017-07-01,16394
2017-07-02,16394
2017-07-03,16394
2017-07-04,16775
2017-07-05,16775
2017-07-06,16775
2017-07-07,17161
2017-07-08,17161
2017-07-13,17137
2017-07-14,17137
2017-07-15,17469
2017-07-16,17469
2017-07-17,17469
2017-07-18,17714
2017-07-19,17714
2017-07-20,17632
2017-07-21,17632
2017-07-22,17451
2017-07-23,17451
2017-07-24,17451
2017-07-25,17158
2017-07-26,17158
2017-07-27,17158
2017-07-28,16828
2017-07-29,16828
2017-07-30,16828
2017-07-31,16888
2017-08-01,16888
2017-08-02,16510
2017-08-03,16510
2017-08-04,16510
2017-08-05,16262
2017-08-06,16262
2017-08-09,16031
2017-08-10,15699
2017-08-11,15699
2017-08-12,15699
2017-08-13,15019
2017-08-14,15019
2017-08-15,15019
2017-08-16,15052
2017-08-17,15052
2017-08-18,15052
2017-08-19,15052
2017-08-20,15066
2017-08-21,15066
2017-08-22,15066
2017-08-23,14860
2017-08-24,14860
2017-08-25,14860
2017-08-26,14761
2017-08-27,14761
2017-08-28,14761
2017-08-29,14713
2017-08-30,14713
2017-08-31,15032
2017-09-01,15032
2017-09-02,15453
2017-09-03,15453
2017-09-04,15453
2017-09-05,16141
2017-09-06,16141
2017-09-07,16141
2017-09-08,16311
2017-09-09,16311
2017-09-10,16634
2017-09-11,16634
2017-09-12,16634
2017-09-13,17135
2017-09-14,17135
2017-09-15,17135
2017-09-16,17238
2017-09-17,17238
2017-09-18,17410
2017-09-19,17410
2017-09-20,17410
2017-09-22,17457
2017-09-23,17457
2017-09-24,17533
2017-09-25,17533
2017-09-26,17828
2017-09-27,17828
2017-09-28,17828
2017-09-29,18007
2017-09-30,18007
2017-10-01,18175
2017-10-02,18175
2017-10-03,18175
2017-10-04,17930
2017-10-05,17930
2017-10-06,18143
2017-10-07,18143
2017-10-08,18143
2017-10-09,18447
2017-10-10,18447
2017-10-11,18447
2017-10-12,18892
2017-10-13,18892
2017-10-14,19197
2017-10-15,19197
2017-10-16,19311
2017-10-17,19311
2017-10-18,19311
2017-10-19,19365
2017-10-20,19365
2017-10-21,19365
2017-10-22,19483
2017-10-23,19483
2017-10-24,20387
2017-10-25,20387
2017-10-26,21001
2017-10-27,21001
2017-10-28,21001
2017-10-29,21019
2017-10-30,21019
2017-10-31,20697
2017-11-01,20697
2017-11-02,20697
2017-11-03,20952
2017-11-04,20952
2017-11-05,20775
2017-11-06,20775
2017-11-07,20775
2017-11-08,21094
2017-11-09,21094
2017-11-10,21094
2017-11-11,20132
2017-11-12,20132
2017-11-13,20132
2017-11-14,19652
2017-11-15,19652
2017-11-16,19652
2017-11-17,19652
2017-11-18,19401
2017-11-19,19401
2017-11-20,19401
2017-11-21,19554
2017-11-22,19554
2017-11-23,19554
2017-11-24,19554
2017-11-25,19850
2017-11-26,19850
2017-11-27,19850
2017-11-28,19640
2017-11-29,19640
2017-11-30,19640
2017-12-01,19061
2017-12-02,19061
2017-12-03,19061
2017-12-04,19061
2017-12-05,18108
2017-12-06,18108
2017-12-07,18108
2017-12-08,18108
2017-12-09,17295
2017-12-10,17295
2017-12-11,17295
2017-12-12,16742
2017-12-13,16742
2017-12-14,16742
2017-12-15,16678
2017-12-16,16678
2017-12-17,16678
2017-12-18,16631
2017-12-19,16631
2017-12-20,16631
2017-12-21,16676
2017-12-22,16676
2017-12-23,16676
2017-12-24,16996
2017-12-25,16996
2017-12-26,17329
2017-12-27,17329
2017-12-28,17695
2017-12-29,17695
2017-12-30,17983
2017-12-31,17983
2018-01-01,18201
2018-01-02,18201
2018-01-03,18201
2018-01-04,18223
2018-01-05,18223
2018-01-06,17868
2018-01-07,17868
2018-01-08,17984
2018-01-09,17984
2018-01-10,18058
2018-01-11,18058
2018-01-12,17987
2018-01-13,17987
2018-01-14,17796
2018-01-15,17796
2018-01-16,17887
2018-01-17,17887
2018-01-18,17773
2018-01-19,17773
2018-01-20,17898
2018-01-21,17898
2018-01-22,18412
2018-01-23,18412
2018-01-24,18512
2018-01-25,18512
2018-01-26,18683
2018-01-27,18683
2018-01-28,18703
2018-01-29,18703
2018-01-30,18901
2018-01-31,18901
2018-02-01,18901
2018-02-02,18626
2018-02-03,18626
2018-02-04,18687
2018-02-05,18687
2018-02-06,18687
2018-02-07,18312
2018-02-08,18312
2018-02-09,18774
2018-02-10,18774
2018-02-11,18919
2018-02-12,18919
2018-02-13,18919
2018-02-14,18878
2018-02-15,18878
2018-02-16,18878
2018-02-17,18874
2018-02-18,18874
2018-02-19,18936
2018-02-20,18936
2018-02-21,18936
2018-02-22,19181
2018-02-23,19181
2018-02-24,19181
2018-02-25,19352
2018-02-26,19352
2018-02-27,19675
2018-02-28,19675
2018-03-01,19675
2018-03-02,19901
2018-03-03,19901
2018-03-04,19901
2018-03-05,20157
2018-03-06,20157
2018-03-07,20527
2018-03-08,20527
2018-03-09,20527
2018-03-10,20689
2018-03-11,20689
2018-03-12,20689
2018-03-13,20574
2018-03-14,20574
2018-03-15,20574
2018-03-16,20588
2018-03-17,20588
2018-03-18,20588
2018-03-20,20782
2018-03-21,20975
2018-03-23,20975
2018-03-24,20976
2018-03-25,20976
2018-03-26,20976
2018-03-27,21142
2018-03-28,21142
2018-03-29,21142
2018-03-30,21424
2018-03-31,21424
2018-04-01,21424
2018-04-02,21734
2018-04-03,21734
2018-04-04,21734
2018-04-05,21746
2018-04-06,21746
2018-04-07,21746
2018-04-08,22095
2018-04-09,22095
2018-04-10,22095
2018-04-11,22268
2018-04-12,22268
2018-04-13,22268
2018-04-14,22438
2018-04-15,22438
2018-04-16,22438
2018-04-17,22919
2018-04-18,22919
2018-04-19,22919
2018-04-20,22968
2018-04-21,22968
2018-04-22,22968
2018-04-23,22741
2018-04-24,22741
2018-04-25,22741
2018-04-26,23181
2018-04-27,23181
2018-04-28,23181
2018-04-29,23192
2018-04-30,23192
2018-05-01,23288
2018-05-02,23288
2018-05-03,23288
2018-05-04,23288
2018-05-05,23223
2018-05-06,23223
2018-05-07,23223
2018-05-08,23223
2018-05-09,23307
2018-05-10,23307
2018-05-11,23307
2018-05-12,23380
2018-05-13,23380
2018-05-14,23243
2018-05-15,23243
2018-05-16,23427
2018-05-17,23427
2018-05-18,23452
2018-05-19,23452
2018-05-20,23452
2018-05-21,23471
2018-05-22,23471
2018-05-23,24087
2018-05-24,24087
2018-05-25,24776
2018-05-26,25033
2018-05-27,25033
2018-05-28,25059
2018-05-29,25691
2018-05-30,25691
2018-05-31,25918
2018-06-01,25918
2018-06-02,25694
2018-06-03,25694
2018-06-04,25319
2018-06-05,25074
2018-06-06,25074
2018-06-07,24841
2018-06-08,24473
2018-06-09,24473
2018-06-10,23819
2018-06-11,23819
2018-06-12,23843
2018-06-13,24073
2018-06-14,24073
2018-06-15,24474
2018-06-16,24474
2018-06-17,24669
2018-06-18,24669
2018-06-19,23793
2018-06-20,23793
2018-06-21,24078
2018-06-22,24078
2018-06-23,24144
2018-06-24,24144
2018-06-25,24733
2018-06-26,24733
2018-06-27,25269
2018-06-28,25269
2018-06-29,25991
2018-06-30,25991
2018-07-01,26026
2018-07-02,26026
2018-07-03,26311
2018-07-04,26311
2018-07-05,26311
2018-07-06,26168
2018-07-07,26168
2018-07-08,26208
2018-07-09,26208
2018-07-10,26208
2018-07-11,26978
2018-07-12,26978
2018-07-13,27683
2018-07-14,27683
2018-07-15,28027
2018-07-16,28027
2018-07-17,27822
2018-07-18,27822
2018-07-19,27822
2018-07-20,28350
2018-07-21,28350
2018-07-22,28757
2018-07-23,29233
2018-07-24,29233
2018-07-25,30445
2018-07-26,30445
2018-07-27,31279
2018-07-28,31279
2018-07-29,32430
2018-07-30,32430
2018-07-31,33631
2018-08-01,33631
2018-08-02,34387
2018-08-03,34387
2018-08-04,35628
2018-08-05,35628
2018-08-06,36877
2018-08-07,36877
2018-08-08,38345
2018-08-09,38345
2018-08-10,39810
2018-08-11,39810
2018-08-12,40663
2018-08-14,40866
2018-08-16,40866
2018-08-17,40711
2018-08-18,40711
2018-08-19,40711
2018-08-20,39906
2018-08-21,39906
2018-08-22,39906
2018-08-23,38753
2018-08-24,38753
2018-08-25,36936
2018-08-26,36936
2018-08-27,36936
2018-08-28,35554
2018-08-29,35554
2018-08-30,35554
2018-08-31,35079
2018-09-01,35079
2018-09-02,35079
2018-09-03,33905
2018-09-04,33905
2018-09-05,32762
2018-09-06,32762
2018-09-07,32762
2018-09-08,31660
2018-09-09,31660
2018-09-10,31660
2018-09-11,30784
2018-09-12,30784
2018-09-13,30784
2018-09-14,29496
2018-09-15,29496
2018-09-16,29338
2018-09-17,29338
2018-09-18,28769
2018-09-19,28769
2018-09-20,28210
2018-09-21,28210
2018-09-22,28330
2018-09-23,28330
2018-09-24,28330
2018-09-25,27491
2018-09-26,27491
2018-09-27,26953
2018-09-28,26953
2018-09-29,26953
2018-09-30,26593
2018-10-01,26593
2018-10-02,26593
2018-10-03,26141
2018-10-04,26141
2018-10-05,26141
2018-10-06,25411
2018-10-07,25411
2018-10-08,25411
2018-10-09,24916
2018-10-10,24916
2018-10-11,24555
2018-10-12,24555
2018-10-13,24618
2018-10-14,24618
2018-10-15,24618
2018-10-16,24387
2018-10-17,24387
2018-10-18,24387
2018-10-19,24638
2018-10-20,24638
2018-10-21,24638
2018-10-22,25647
2018-10-23,25647
2018-10-24,25647
2018-10-25,26309
2018-10-26,26309
2018-10-27,26309
2018-10-28,26405
2018-10-29,26405
2018-10-30,26405
2018-10-31,26001
2018-11-01,26001
2018-11-03,25183
2018-11-04,25183
2018-11-05,24475
2018-11-06,24475
2018-11-07,24475
2018-11-08,23519
2018-11-09,23519
2018-11-10,23193
2018-11-11,23193
2018-11-12,22373
2018-11-13,22373
2018-11-15,21633
2018-11-16,21033
2018-11-17,21033
2018-11-18,20332
2018-11-19,20332
2018-11-20,19676
2018-11-21,19676
2018-11-22,18761
2018-11-23,18761
2018-11-24,18493
2018-11-25,18199
2018-11-26,18199
2018-11-27,17964
2018-11-28,18167
2018-11-29,18951
2018-12-01,19837
2018-12-02,20687
2018-12-03,20687
2018-12-04,21089
2018-12-05,21148
2018-12-07,21148
2018-12-09,20583
2018-12-10,20800
2018-12-11,20800
2018-12-12,21461
2018-12-13,21875
2018-12-14,21875
2018-12-15,22273
2018-12-16,23033
2018-12-17,23033
2018-12-18,24101
2018-12-19,25022
2018-12-20,25781
2018-12-21,26827
2018-12-22,26827
2018-12-23,27434
2018-12-24,28611
2018-12-25,28611
2018-12-26,29746
2018-12-27,30511
2018-12-28,30511
2018-12-29,31612
2018-12-30,31612
2018-12-31,32018
2019-01-01,32018
2019-01-02,31917
2019-01-03,32341
2019-01-04,32341
2019-01-05,31380
2019-01-06,31404
2019-01-08,32146
2019-01-10,32110
2019-01-11,32110
2019-01-12,31380
2019-01-13,32246
2019-01-14,32282
2019-01-15,32282
2019-01-16,32204
2019-01-17,32204
2019-01-18,31684
2019-01-19,31684
2019-01-20,31564
2019-01-21,31564
2019-01-22,30958
2019-01-23,30958
2019-01-24,30234
2019-01-25,30234
2019-01-26,29542
2019-01-27,29542
2019-01-28,28380
2019-01-29,28380
2019-01-30,27506
2019-01-31,27506
2019-02-01,26600
2019-02-02,26600
2019-02-03,25987
2019-02-04,25987
2019-02-05,25671
2019-02-06,25671
2019-02-07,25215
2019-02-08,25215
2019-02-09,24823
2019-02-10,24823
2019-02-11,24242
2019-02-12,24242
2019-02-13,23056
2019-02-14,23056
2019-02-15,22073
2019-02-16,22073
2019-02-17,21624
2019-02-18,21624
2019-02-19,21340
2019-02-20,21340
2019-02-21,21242
2019-02-22,21242
2019-02-23,20520
2019-02-24,20520
2019-02-25,20228
2019-02-26,20228
2019-02-27,19780
2019-02-28,19780
2019-03-01,19535
2019-03-02,19535
2019-03-03,19247
2019-03-04,19338
2019-03-05,19338
2019-03-06,18694
2019-03-07,18694
2019-03-08,18119
2019-03-09,18374
2019-03-10,18374
2019-03-11,18789
2019-03-12,19272
2019-03-13,19272
2019-03-14,19306
2019-03-15,19306
2019-03-16,19571
2019-03-17,19614
2019-03-18,19614
2019-03-19,20304
2019-03-20,20722
2019-03-21,21233
2019-03-22,21233
2019-03-23,21546
2019-03-24,21546
2019-03-25,22308
2019-03-26,22830
