date_obj,Rock-shell%20legs price
2019-03-31,38309
2019-04-01,38532
2019-04-02,38348
2019-04-03,38134
2019-04-04,38440
2019-04-05,38165
2019-04-06,38312
2019-04-07,38325
2019-04-08,38935
2019-04-09,38557
2019-04-10,38389
2019-04-11,38345
2019-04-12,38122
2019-04-13,38271
2019-04-14,38262
2019-04-15,37975
2019-04-16,38610
2019-04-17,38210
2019-04-18,38197
2019-04-19,38798
2019-04-20,38141
2019-04-21,38064
2019-04-22,38339
2019-04-23,38103
2019-04-24,38088
2019-04-25,38347
2019-04-26,38558
2019-04-27,38295
2019-04-28,38046
2019-04-29,38344
2019-04-30,38130
2019-05-01,38150
2019-05-02,38349
2019-05-03,38293
2019-05-04,38156
2019-05-05,38674
2019-05-06,39314
2019-05-07,38425
2019-05-08,38350
2019-05-09,38269
2019-05-10,38179
2019-05-11,38129
2019-05-12,38255
2019-05-13,38235
2019-05-14,38214
2019-05-15,38569
2019-05-16,39098
2019-05-17,38573
2019-05-18,38358
2019-05-19,38144
2019-05-20,38520
2019-05-21,39094
2019-05-22,38376
2019-05-23,38294
2019-05-24,38489
2019-05-25,37928
2019-05-26,38133
2019-05-27,38209
2019-05-28,38114
2019-05-29,38017
2019-05-30,38241
2019-05-31,38395
2019-06-01,38635
2019-06-02,38450
2019-06-03,38180
2019-06-04,38042
2019-06-05,38488
2019-06-06,39264
2019-06-07,39506
2019-06-08,38379
2019-06-09,38855
2019-06-10,40648
2019-06-11,39834
2019-06-12,38195
2019-06-13,38090
2019-06-14,38124
2019-06-15,37984
2019-06-16,38482
2019-06-17,40262
2019-06-18,39944
2019-06-19,39319
2019-06-20,38186
2019-06-21,38051
2019-06-22,38131
2019-06-23,38415
2019-06-24,38278
2019-06-25,38170
2019-06-26,38092
2019-06-27,38268
2019-06-28,38747
2019-06-29,38872
2019-06-30,38410
2019-07-01,38246
2019-07-02,37970
2019-07-03,38686
2019-07-04,38966
2019-07-05,39312
2019-07-06,38214
2019-07-07,38986
2019-07-08,40489
2019-07-09,40961
2019-07-10,41182
2019-07-11,40635
2019-07-12,39003
2019-07-13,38157
2019-07-14,38539
2019-07-15,38737
2019-07-16,38637
2019-07-17,38249
2019-07-18,38742
2019-07-19,39814
2019-07-20,40864
2019-07-21,39323
2019-07-22,38584
2019-07-23,38453
2019-07-24,38579
2019-07-25,39089
2019-07-26,38361
2019-07-27,37890
2019-07-28,38252
2019-07-29,38426
2019-07-30,37984
2019-07-31,37870
2019-08-01,38023
2019-08-02,39166
2019-08-03,38485
2019-08-04,38275
2019-08-05,37491
2019-08-06,38157
2019-08-07,38495
2019-08-08,39175
2019-08-09,38224
2019-08-10,38023
2019-08-11,39020
2019-08-12,38101
2019-08-13,38192
2019-08-14,38323
2019-08-15,38103
2019-08-16,38163
2019-08-17,38188
2019-08-18,38118
2019-08-19,37994
2019-08-20,38207
2019-08-21,37986
2019-08-22,38287
2019-08-23,37979
2019-08-24,38206
2019-08-24,38206
2019-08-25,38322
2019-08-25,38322
2019-08-26,38201
2019-08-26,38201
2019-08-27,38177
2019-08-27,38177
2019-08-28,38280
2019-08-29,38339
2019-08-30,38138
2019-08-31,38165
2019-09-01,38618
2019-09-02,38156
2019-09-03,38293
2019-09-04,38231
2019-09-05,38150
2019-09-06,37982
2019-09-07,38121
2019-09-08,37961
2019-09-09,38682
2019-09-10,38788
2019-09-11,38444
2019-09-12,39414
2019-09-13,38314
2019-09-14,37971
2019-09-15,38163
2019-09-16,38305
2019-09-17,38555
2019-09-18,38622
2019-09-19,38312
2019-09-20,38316
2019-09-21,38454
2019-09-22,38491
2019-09-23,37882
2019-09-24,38497
2019-09-25,38379
2019-09-26,38214
2019-09-27,38901
2019-09-28,39468
2019-09-29,39242
2019-09-30,39042
2019-10-01,38306
2019-10-02,37733
2019-10-03,38176
2019-10-04,37825
2019-10-05,38485
2019-10-06,37898
2019-10-07,38402
2019-10-08,38881
2019-10-09,38102
2019-10-10,38126
2019-10-11,39506
2019-10-12,38797
2019-10-13,38187
2019-10-14,38408
2019-10-15,38318
2019-10-16,38094
2019-10-17,38136
2019-10-18,38470
2019-10-19,38548
2019-10-20,38101
2019-10-21,38432
2019-10-22,38342
2019-10-23,39045
2019-10-24,39454
2019-10-25,38806
2019-10-26,38847
2019-10-27,39689
2019-10-28,39996
2019-10-29,38242
2019-10-30,38543
2019-10-31,38041
2019-11-01,38379
2019-11-02,38659
2019-11-03,39614
2019-11-04,38359
2019-11-05,37981
2019-11-06,38387
2019-11-07,39132
2019-11-08,39555
2019-11-09,39736
2019-11-10,40452
2019-11-11,40860
2019-11-12,41015
2019-11-13,41089
2019-11-14,40282
2019-11-15,39576
2019-11-16,40014
2019-11-17,41932
2019-11-18,41446
2019-11-19,41440
2019-11-20,39804
2019-11-21,39207
2019-11-22,40055
2019-11-23,38795
2019-11-24,39827
2019-11-25,38584
2019-11-26,38358
2019-11-27,39052
2019-11-28,39205
2019-11-29,38783
2019-11-30,38822
2019-12-01,39760
2019-12-02,38311
2019-12-03,38064
2019-12-04,38528
2019-12-05,38571
2019-12-06,38731
2019-12-07,38645
2019-12-08,39225
2019-12-09,38256
2019-12-10,38579
2019-12-11,38843
2019-12-12,39413
2019-12-13,38255
2019-12-14,37900
2019-12-15,38555
2019-12-16,38748
2019-12-17,37843
2019-12-18,38231
2019-12-19,38688
2019-12-20,39515
2019-12-21,39298
2019-12-22,40471
2019-12-23,41662
2019-12-24,42790
2019-12-25,43710
2019-12-26,43427
2019-12-27,42281
2019-12-28,41674
2019-12-29,40736
2019-12-30,40304
2019-12-31,39505
2020-01-01,39319
2020-01-02,38901
2020-01-03,38912
2020-01-04,37851
2020-01-05,38692
2020-01-06,39380
2020-01-07,38314
2020-01-08,38919
2020-01-09,38461
2020-01-10,37945
2020-01-11,38109
2020-01-12,38845
2020-01-13,38653
2020-01-14,38178
2020-01-15,38444
2020-01-16,38192
2020-01-17,38138
2020-01-18,38197
2020-01-19,38592
2020-01-20,37971
2020-01-21,38824
2020-01-22,39027
2020-01-23,38305
2020-01-24,37545
2020-01-25,38439
2020-01-26,38354
2020-01-27,38722
2020-01-28,38850
2020-01-29,38011
2020-01-30,38058
2020-01-31,38353
2020-02-01,38050
2020-02-02,38200
2020-02-03,38283
2020-02-04,38104
2020-02-05,38013
2020-02-06,37880
2020-02-07,38310
2020-02-08,39038
2020-02-09,37950
2020-02-10,37896
2020-02-11,38590
2020-02-12,39125
2020-02-13,39187
2020-02-14,38635
2020-02-15,39291
2020-02-16,37774
2020-02-17,37997
2020-02-18,38717
2020-02-19,38759
2020-02-20,38203
2020-02-21,37710
2020-02-22,37936
2020-02-23,38466
2020-02-24,38449
2020-02-25,37875
2020-02-26,37983
2020-02-27,38569
2020-02-28,38256
2020-02-29,38193
2020-03-01,38619
2020-03-02,39041
2020-03-03,38642
2020-03-04,38664
2020-03-05,37845
2020-03-06,38177
2020-03-07,39074
2020-03-08,38458
2020-03-09,38825
2020-03-10,38642
2020-03-11,38496
2020-03-12,38882
2020-03-13,38945
2020-03-14,38597
2020-03-15,37851
2020-03-16,38422
2020-03-17,38606
2020-03-18,38337
2020-03-19,38400
2020-03-20,38064
2020-03-21,37848
2020-03-22,38160
2020-03-23,38447
2020-03-24,37932
2020-03-25,37958
2020-03-26,38147
2020-03-27,37977
2020-03-28,38384
2020-03-29,38020
2020-03-30,38208
2020-03-31,38601
2020-04-01,38618
2020-04-02,38150
2020-04-03,37926
2020-04-04,38156
2020-04-05,37940
2020-04-06,38232
2020-04-07,37942
2020-04-08,38349
2020-04-09,38198
2020-04-10,38164
2020-04-11,38587
2020-04-12,38592
2020-04-13,38766
2020-04-14,38109
2020-04-15,38400
2020-04-16,37886
2020-04-17,38330
2020-04-18,38155
2020-04-19,38615
2020-04-20,38259
2020-04-21,38021
2020-04-22,38546
2020-04-23,38763
2020-04-24,39384
2020-04-25,38761
2020-04-26,39142
2020-04-27,38733
2020-04-28,39482
2020-04-29,39262
2020-04-30,38620
2020-05-01,38220
2020-05-02,38225
2020-05-03,38135
2020-05-04,37800
2020-05-05,37945
2020-05-06,38263
2020-05-07,38111
2020-05-08,38135
2020-05-09,38116
2020-05-10,38169
2020-05-11,37884
2020-05-12,38111
2020-05-13,38230
