date_obj,Armadyl%20page%202 price
2015-08-30,274988
2015-08-31,266425
2015-09-01,266425
2015-09-02,256526
2015-09-03,256526
2015-09-04,248794
2015-09-05,248794
2015-09-06,247915
2015-09-07,247915
2015-09-08,255604
2015-09-09,255604
2015-09-10,265951
2015-09-11,265951
2015-09-12,279249
2015-09-13,292394
2015-09-14,292394
2015-09-15,307014
2015-09-16,307014
2015-09-17,322317
2015-09-18,322317
2015-09-19,338334
2015-09-20,338334
2015-09-21,354196
2015-09-22,354196
2015-09-23,370112
2015-09-24,370112
2015-09-25,370112
2015-09-27,386818
2015-09-28,398779
2015-09-29,398779
2015-09-30,418339
2015-10-05,423704
2015-10-06,403942
2015-10-07,403942
2015-10-08,384153
2015-10-09,384153
2015-10-10,367129
2015-10-11,372579
2015-10-12,372579
2015-10-13,360280
2015-10-14,360280
2015-10-15,356920
2015-10-16,356920
2015-10-17,356920
2015-10-18,350685
2015-10-19,350685
2015-10-20,339855
2015-10-22,327844
2015-10-23,327844
2015-10-24,324111
2015-10-25,316625
2015-10-26,316625
2015-10-27,327810
2015-10-28,327810
2015-10-29,339574
2015-10-30,339574
2015-10-31,335695
2015-11-01,335695
2015-11-02,323493
2015-11-03,323493
2015-11-04,323493
2015-11-05,326335
2015-11-06,326335
2015-11-07,342622
2015-11-08,342622
2015-11-09,342622
2015-11-10,359754
2015-11-11,359754
2015-11-12,374763
2015-11-13,374763
2015-11-14,374763
2015-11-15,384104
2015-11-16,384104
2015-11-17,396545
2015-11-18,396545
2015-11-19,415387
2015-11-20,415387
2015-11-21,415387
2015-11-22,429317
2015-11-23,429317
2015-11-24,429317
2015-11-25,438523
2015-11-26,438523
2015-11-27,438523
2015-11-28,440113
2015-11-29,440113
2015-11-30,424090
2015-12-01,424090
2015-12-02,417715
2015-12-03,417715
2015-12-04,399883
2015-12-05,399883
2015-12-06,383382
2015-12-07,383382
2015-12-08,368008
2015-12-09,354528
2015-12-10,354528
2015-12-11,340137
2015-12-12,340137
2015-12-13,329623
2015-12-14,329623
2015-12-15,332715
2015-12-16,332715
2015-12-17,347320
2015-12-18,347320
2015-12-19,360432
2015-12-20,360432
2015-12-21,362463
2015-12-22,362463
2015-12-23,365665
2015-12-24,365665
2015-12-25,370892
2015-12-26,370892
2015-12-27,380913
2015-12-28,380913
2015-12-29,373260
2015-12-30,373260
2015-12-31,386184
2016-01-01,386184
2016-01-02,397810
2016-01-03,413546
2016-01-04,421623
2016-01-05,421623
2016-01-06,428446
2016-01-07,428446
2016-01-08,419233
2016-01-09,419233
2016-01-10,410142
2016-01-11,410142
2016-01-12,394092
2016-01-13,394092
2016-01-14,374387
2016-01-15,357142
2016-01-16,357142
2016-01-17,341947
2016-01-18,326826
2016-01-19,326826
2016-01-20,319778
2016-01-21,319778
2016-01-22,304840
2016-01-23,304840
2016-01-24,292503
2016-01-25,284184
2016-01-26,284184
2016-01-27,275984
2016-01-28,275984
2016-01-29,280130
2016-01-30,280130
2016-01-31,280984
2016-02-01,290489
2016-02-02,290489
2016-02-03,301236
2016-02-04,301236
2016-02-05,315908
2016-02-06,331604
2016-02-07,331604
2016-02-08,340898
2016-02-09,340898
2016-02-10,353820
2016-02-11,353820
2016-02-12,337485
2016-02-13,322695
2016-02-14,322695
2016-02-15,307431
2016-02-16,307431
2016-02-17,292139
2016-02-18,292139
2016-02-19,277912
2016-02-20,266288
2016-02-21,257420
2016-02-22,257420
2016-02-23,244894
2016-02-24,244894
2016-02-25,236268
2016-02-26,236268
2016-02-27,243283
2016-02-28,243283
2016-02-29,254770
2016-03-01,254770
2016-03-02,261113
2016-03-03,272919
2016-03-04,285077
2016-03-05,298406
2016-03-06,313327
2016-03-07,313327
2016-03-08,328443
2016-03-09,336607
2016-03-10,341121
2016-03-11,341121
2016-03-12,348763
2016-03-13,348763
2016-03-14,342440
2016-03-15,335930
2016-03-16,331210
2016-03-17,331210
2016-03-18,346127
2016-03-19,346127
2016-03-20,345288
2016-03-21,345288
2016-03-22,346630
2016-03-23,331472
2016-03-24,331472
2016-03-25,322178
2016-03-26,323518
2016-03-27,323518
2016-03-28,327333
2016-03-29,327333
2016-03-30,329241
2016-03-31,329241
2016-04-01,320350
2016-04-02,320350
2016-04-03,309087
2016-04-04,299998
2016-04-05,299998
2016-04-06,288125
2016-04-07,288125
2016-04-08,277091
2016-04-09,266337
2016-04-10,256428
2016-04-11,256428
2016-04-12,252262
2016-04-13,252262
2016-04-14,252110
2016-04-15,259585
2016-04-16,269680
2016-04-17,282126
2016-04-18,294137
2016-04-19,294137
2016-04-20,308671
2016-04-21,308671
2016-04-22,314772
2016-04-23,318003
2016-04-24,318003
2016-04-25,319436
2016-04-26,319436
2016-04-27,305132
2016-04-28,305132
2016-04-29,294384
2016-04-30,286907
2016-05-01,286907
2016-05-02,290038
2016-05-03,300617
2016-05-04,300617
2016-05-05,306965
2016-05-06,306965
2016-05-07,322314
2016-05-08,322314
2016-05-09,338258
2016-05-10,344601
2016-05-11,344601
2016-05-12,345286
2016-05-13,357406
2016-05-14,357406
2016-05-15,348987
2016-05-16,348987
2016-05-17,337347
2016-05-18,326528
2016-05-19,326528
2016-05-22,304474
2016-05-23,294787
2016-05-24,294787
2016-05-25,293244
2016-05-26,298121
2016-05-27,307129
2016-05-28,307129
2016-05-29,322020
2016-05-30,322020
2016-05-31,338121
2016-06-01,355028
2016-06-02,355028
2016-06-03,371135
2016-06-04,386873
2016-06-05,386873
2016-06-06,394998
2016-06-07,394998
2016-06-08,400179
2016-06-09,386953
2016-06-10,373074
2016-06-11,373074
2016-06-12,376583
2016-06-13,376583
2016-06-14,369083
2016-06-15,369083
2016-06-16,354638
2016-06-17,342152
2016-06-18,342152
2016-06-19,339140
2016-06-20,343327
2016-06-21,358345
2016-06-22,376263
2016-06-23,395077
2016-06-24,413815
2016-06-25,434506
2016-06-26,434506
2016-06-27,454174
2016-06-28,457191
2016-06-29,457191
2016-06-30,460015
2016-07-01,474472
2016-07-02,474472
2016-07-03,495443
2016-07-04,512469
2016-07-05,512469
2016-07-06,496559
2016-07-07,471731
2016-07-08,448144
2016-07-09,425736
2016-07-10,404449
2016-07-11,384226
2016-07-12,365014
2016-07-13,346763
2016-07-14,329424
2016-07-15,312990
2016-07-16,297446
2016-07-17,282899
2016-07-18,268815
2016-07-23,223908
2016-07-24,219571
2016-07-25,218468
2016-07-26,218468
2016-07-27,217179
2016-07-28,217179
2016-07-29,222955
2016-07-30,230004
2016-07-31,230004
2016-08-01,241505
2016-08-02,253537
2016-08-03,266170
2016-08-04,266170
2016-08-05,278657
2016-08-06,292503
2016-08-07,307129
2016-08-08,307129
2016-08-09,321666
2016-08-10,336401
2016-08-11,336401
2016-08-12,349734
2016-08-13,349734
2016-08-14,355986
2016-08-15,357217
2016-08-16,364246
2016-08-17,364246
2016-08-18,368294
2016-08-19,368294
2016-08-20,349879
2016-08-21,349879
2016-08-22,332385
2016-08-23,315765
2016-08-24,300835
2016-08-25,285793
2016-08-26,285793
2016-08-28,271503
2016-08-31,247362
2016-09-01,237832
2016-09-02,237832
2016-09-03,242166
2016-09-04,244716
2016-09-05,244716
2016-09-06,251042
2016-09-07,251042
2016-09-08,243329
2016-09-09,243329
2016-09-10,234619
2016-09-11,234619
2016-09-12,242074
2016-09-13,242074
2016-09-14,252878
2016-09-15,252878
2016-09-16,259494
2016-09-17,258402
2016-09-18,258402
2016-09-19,252969
2016-09-20,252969
2016-09-21,242153
2016-09-22,230098
2016-09-23,230098
2016-09-24,219512
2016-09-25,212133
2016-09-26,212133
2016-09-27,214481
2016-09-28,214481
2016-09-29,220530
2016-09-30,223971
2016-10-01,223971
2016-10-02,218531
2016-10-03,218531
2016-10-04,228192
2016-10-05,228192
2016-10-06,237665
2016-10-07,237665
2016-10-08,249510
2016-10-09,249510
2016-10-10,261873
2016-10-11,261873
2016-10-12,274701
2016-10-13,274701
2016-10-14,285918
2016-10-15,285918
2016-10-16,299941
2016-10-17,313867
2016-10-18,313867
2016-10-19,325393
2016-10-20,325393
2016-10-21,335243
2016-10-22,335243
2016-10-23,338919
2016-10-24,338919
2016-10-25,343474
2016-10-26,336168
2016-10-27,336168
2016-10-28,320948
2016-10-29,317655
2016-10-30,317655
2016-10-31,327318
2016-11-01,327318
2016-11-02,338421
2016-11-03,338421
2016-11-04,347828
2016-11-05,347828
2016-11-06,353424
2016-11-07,353424
2016-11-08,363029
2016-11-09,363029
2016-11-10,354479
2016-11-11,354479
2016-11-12,346129
2016-11-13,346129
2016-11-14,333509
2016-11-15,333509
2016-12-07,410817
2016-12-08,393483
2016-12-09,374281
2016-12-10,374281
2016-12-11,359746
2016-12-12,358857
2016-12-13,360640
2016-12-14,355131
2016-12-15,355131
2016-12-16,354229
2016-12-17,359890
2016-12-18,359890
2016-12-19,351765
2016-12-20,344266
2016-12-21,341198
2016-12-22,341198
2016-12-23,333082
2016-12-24,333082
2016-12-25,340799
2016-12-26,340799
2016-12-27,356659
2016-12-28,373220
2016-12-29,391881
2016-12-30,411250
2016-12-31,418059
2017-01-01,418059
2017-01-02,409923
2017-01-03,409923
2017-01-04,396949
2017-01-05,396949
2017-01-06,377101
2017-01-07,363662
2017-01-08,356553
2017-01-09,370529
2017-01-10,388088
2017-01-11,406731
2017-01-12,427068
2017-01-13,427068
2017-01-14,448229
2017-01-15,470641
2017-01-16,494174
2017-01-17,518876
2017-01-18,543417
2017-01-19,543417
2017-01-20,536454
2017-01-21,513714
2017-01-22,513714
2017-01-23,507656
2017-01-27,506789
2017-01-28,509264
2017-01-29,498087
2017-01-30,498087
2017-01-31,492599
2017-02-01,477669
2017-02-02,477669
2017-02-03,464902
2017-02-04,449690
2017-02-05,446905
2017-02-06,446905
2017-02-07,434028
2017-02-08,428425
2017-02-09,428425
2017-02-10,436403
2017-02-11,431765
2017-02-12,431765
2017-02-13,425257
2017-02-14,414136
2017-02-15,414136
2017-02-16,410901
2017-02-18,406443
2017-02-19,402461
2017-02-20,402461
2017-02-21,411128
2017-02-22,411128
2017-02-23,410873
2017-02-24,410873
2017-02-25,407907
2017-02-26,407907
2017-02-27,402363
2017-02-28,401086
2017-03-01,385255
2017-03-02,370495
2017-03-03,370495
2017-03-04,364707
2017-03-05,369054
2017-03-06,383114
2017-03-07,397024
2017-03-08,397024
2017-03-09,397726
2017-03-10,399931
2017-03-11,410206
2017-03-12,419381
2017-03-13,419375
2017-03-14,432879
2017-03-15,450696
2017-03-16,450696
2017-03-17,465342
2017-03-18,465342
2017-03-19,481847
2017-03-20,503458
2017-03-21,522722
2017-03-22,522722
2017-03-23,546652
2017-03-24,570011
2017-03-25,570011
2017-03-26,580056
2017-03-27,600951
2017-03-28,622961
2017-03-29,621081
2017-03-30,622118
2017-03-31,615647
2017-04-01,615647
2017-04-02,625342
2017-04-03,625267
2017-04-04,625267
2017-04-05,605881
2017-04-12,555596
2017-04-13,564237
2017-04-14,564237
2017-04-15,564572
2017-04-16,576433
2017-04-17,590578
2017-04-18,590578
2017-04-19,596729
2017-04-20,596729
2017-04-21,601916
2017-04-22,601916
2017-04-23,600561
2017-04-24,594560
2017-04-25,587426
2017-04-26,587426
2017-04-27,587053
2017-04-28,585466
2017-04-29,588553
2017-04-30,591889
2017-05-01,591889
2017-05-02,591588
2017-05-03,591588
2017-05-04,562302
2017-05-05,534186
2017-05-06,507476
2017-05-07,482102
2017-05-08,457996
2017-05-09,435096
2017-05-10,414144
2017-05-11,395233
2017-05-12,376620
2017-05-13,360718
2017-05-14,354969
2017-05-15,354969
2017-05-16,368116
2017-05-17,368116
2017-05-18,375969
2017-05-19,375969
2017-05-20,368642
2017-05-21,368642
2017-05-22,386055
2017-05-23,404723
2017-05-24,420788
2017-05-25,416426
2017-05-26,406168
2017-05-27,389010
2017-05-28,387119
2017-05-29,392553
2017-05-30,392553
2017-05-31,399699
2017-06-01,410909
2017-06-02,416004
2017-06-03,416004
2017-06-04,431606
2017-06-05,448957
2017-06-06,449047
2017-06-07,436407
2017-06-08,436407
2017-06-09,416660
2017-06-10,398376
2017-06-11,379728
2017-06-12,379728
2017-06-13,361950
2017-06-14,349919
2017-06-15,349919
2017-06-16,338915
2017-06-17,338915
2017-06-18,338711
2017-06-19,338711
2017-06-20,339627
2017-06-21,350022
2017-06-22,350022
2017-06-23,343647
2017-06-24,337834
2017-06-25,323313
2017-06-26,315712
2017-06-27,325174
2017-06-28,325174
2017-06-29,330136
2017-06-30,330136
2017-07-01,321956
2017-07-02,321956
2017-07-03,324011
2017-07-04,334422
2017-07-05,334422
2017-07-06,347762
2017-07-07,347762
2017-07-08,364421
2017-07-09,382394
2017-07-13,419320
2017-07-14,405935
2017-07-15,405935
2017-07-16,385891
2017-07-17,367245
2017-07-18,367245
2017-07-19,349907
2017-07-20,333502
2017-07-21,319172
2017-07-22,307595
2017-07-23,319334
2017-07-24,319334
2017-07-25,329386
2017-07-26,324618
2017-07-27,338004
2017-07-28,338004
2017-07-29,353367
2017-07-30,361374
2017-07-31,361374
2017-08-01,357669
2017-08-02,340135
2017-08-03,340135
2017-08-04,323229
2017-08-05,310766
2017-08-06,310766
2017-08-07,299469
2017-08-08,299469
2017-08-09,294536
2017-08-10,291625
2017-08-11,291625
2017-08-12,287909
2017-08-13,287909
2017-08-14,280914
2017-08-15,274811
2017-08-16,274811
2017-08-17,278115
2017-08-18,278115
2017-08-19,277957
2017-08-20,268364
2017-08-21,268364
2017-08-22,262073
2017-08-23,262073
2017-08-24,252842
2017-08-25,252842
2017-08-26,241943
2017-08-27,232896
2017-08-28,232896
2017-08-29,229553
2017-08-30,222958
2017-08-31,222958
2017-09-01,214410
2017-09-02,206446
2017-09-03,206446
2017-09-04,204048
2017-09-05,212189
2017-09-06,212189
2017-09-07,220244
2017-09-08,220244
2017-09-09,226237
2017-09-10,235275
2017-09-11,235275
2017-09-12,238549
2017-09-13,246126
2017-09-14,251277
2017-09-15,251277
2017-09-16,242279
2017-09-17,232611
2017-09-18,232611
2017-09-19,224602
2017-09-20,221003
2017-09-22,224056
2017-09-23,224056
2017-09-24,226798
2017-09-25,226798
2017-09-26,223673
2017-09-27,223673
2017-09-28,230538
2017-09-29,239174
2017-09-30,239174
2017-10-01,249508
2017-10-02,257054
2017-10-03,257054
2017-10-04,267324
2017-10-05,278903
2017-10-06,291661
2017-10-07,306245
2017-10-08,306245
2017-10-09,321558
2017-10-10,337636
2017-10-11,337636
2017-10-12,354518
2017-10-13,372244
2017-10-14,390857
2017-10-15,390857
2017-10-16,409731
2017-10-17,409731
2017-10-18,427851
2017-10-19,427851
2017-10-20,449244
2017-10-21,449244
2017-10-22,447733
2017-10-23,447733
2017-10-24,467590
2017-10-25,471539
2017-10-26,471539
2017-10-27,468993
2017-10-28,468993
2017-10-29,468431
2017-10-30,459872
2017-10-31,456413
2017-11-01,456413
2017-11-02,442946
2017-11-03,442946
2017-11-04,424717
2017-11-05,424717
2017-11-06,406543
2017-11-07,406543
2017-11-08,389226
2017-11-09,371436
2017-11-10,371436
2017-11-11,356527
2017-11-12,341290
2017-11-13,341290
2017-11-14,328298
2017-11-15,328298
2017-11-16,326916
2017-11-17,315638
2017-11-18,315638
2017-11-19,308460
2017-11-20,301458
2017-11-21,301374
2017-11-22,301374
2017-11-23,293259
2017-11-24,293259
2017-11-25,294422
2017-11-26,301969
2017-11-27,301969
2017-11-28,316794
2017-11-29,331829
2017-11-30,331829
2017-12-01,347963
2017-12-02,347963
2017-12-03,358871
2017-12-04,358871
2017-12-05,368169
2017-12-06,368169
2017-12-07,377040
2017-12-08,377040
2017-12-09,373314
2017-12-10,377302
2017-12-11,377302
2017-12-12,363301
2017-12-13,363301
2017-12-14,345159
2017-12-15,331005
2017-12-16,331005
2017-12-17,320436
2017-12-18,306087
2017-12-19,306087
2017-12-20,293205
2017-12-21,287384
2017-12-22,287384
2017-12-23,275858
2017-12-24,275858
2017-12-25,269809
2017-12-26,261122
2017-12-27,265850
2017-12-28,265850
2017-12-29,275996
2017-12-30,282389
2017-12-31,282389
2018-01-01,287225
2018-01-02,292514
2018-01-03,293509
2018-01-04,293509
2018-01-05,306872
2018-01-06,321367
2018-01-07,327478
2018-01-08,329710
2018-01-09,326723
2018-01-10,326723
2018-01-11,313052
2018-01-12,308067
2018-01-13,295160
2018-01-14,281840
2018-01-15,269652
2018-01-16,262999
2018-01-17,271553
2018-01-18,273651
2018-01-19,273651
2018-01-20,266491
2018-01-21,254079
2018-01-22,243802
2018-01-23,238474
2018-01-24,235362
2018-01-25,235299
2018-01-26,237820
2018-01-27,238156
2018-01-29,233984
2018-01-30,236207
2018-01-31,237191
2018-02-01,236263
2018-02-02,235292
2018-02-03,233201
2018-02-04,241046
2018-02-05,245944
2018-02-06,236673
2018-02-07,226612
2018-02-08,226612
2018-02-09,218518
2018-02-10,209149
2018-02-11,200250
2018-02-12,190833
2018-02-13,186393
2018-02-14,186510
2018-02-15,181965
2018-02-16,189973
2018-02-17,199294
2018-02-18,209258
2018-02-19,218601
2018-02-20,229532
2018-02-21,240862
2018-02-22,251821
2018-02-23,259556
2018-02-24,260302
2018-02-25,272140
2018-02-26,280315
2018-02-27,285159
2018-02-28,272557
2018-03-01,265449
2018-03-02,253119
2018-03-03,241176
2018-03-04,241176
2018-03-05,232442
2018-03-06,225459
2018-03-07,223161
2018-03-08,219168
2018-03-09,211397
2018-03-10,210062
2018-03-11,206567
2018-03-12,205960
2018-03-13,204434
2018-03-14,205547
2018-03-15,210391
2018-03-16,206346
2018-03-17,200732
2018-03-18,193847
2018-03-20,190658
2018-03-22,197005
2018-03-23,199353
2018-03-24,198551
2018-03-25,208276
2018-03-26,217987
2018-03-27,227353
2018-03-28,230295
2018-03-29,238414
2018-03-30,248602
2018-03-31,257547
2018-04-01,269645
2018-04-02,274154
2018-04-03,275225
2018-04-04,269480
2018-04-05,269480
2018-04-06,260215
2018-04-07,262296
2018-04-08,261171
2018-04-09,256041
2018-04-10,253549
2018-04-11,245605
2018-04-12,237791
2018-04-13,237002
2018-04-14,231542
2018-04-15,229766
2018-04-16,229725
2018-04-17,235833
2018-04-18,238245
2018-04-19,243680
2018-04-20,239861
2018-04-21,235342
2018-04-22,241217
2018-04-23,238800
2018-04-24,233087
2018-04-25,228926
2018-04-26,222202
2018-04-27,223900
2018-04-28,224899
2018-04-29,215133
2018-04-30,206519
2018-05-01,212067
2018-05-02,219153
2018-05-03,221215
2018-05-04,222434
2018-05-05,221685
2018-05-06,221685
2018-05-07,226761
2018-05-08,238000
2018-05-09,245212
2018-05-10,250725
2018-05-11,251902
2018-05-12,261912
2018-05-13,275008
2018-05-14,288311
2018-05-15,302690
2018-05-16,317825
2018-05-17,333717
2018-05-18,350310
2018-05-19,367826
2018-05-20,386218
2018-05-21,405256
2018-05-22,425519
2018-05-23,446795
2018-05-24,467680
2018-05-25,482255
2018-05-26,499022
2018-05-27,497795
2018-05-28,501935
2018-05-29,485687
2018-05-30,480165
2018-05-31,477860
2018-06-01,466971
2018-06-02,449481
2018-06-03,431659
2018-06-04,415426
2018-06-05,396077
2018-06-06,376730
2018-06-07,362627
2018-06-08,344495
2018-06-09,327921
2018-06-10,313513
2018-06-11,310030
2018-06-12,298165
2018-06-13,284299
2018-06-14,286927
2018-06-15,278637
2018-06-16,266450
2018-06-17,255078
2018-06-18,251687
2018-06-19,248705
2018-06-20,248705
2018-06-21,254831
2018-06-22,244578
2018-06-23,240914
2018-06-24,240503
2018-06-25,234064
2018-06-26,228539
2018-06-27,234613
2018-06-28,244317
2018-06-29,254141
2018-06-30,266849
2018-07-01,279156
2018-07-02,291364
2018-07-03,301246
2018-07-04,308888
2018-07-05,318046
2018-07-06,308654
2018-07-07,306468
2018-07-08,298850
2018-07-09,296533
2018-07-10,295622
2018-07-11,305292
2018-07-12,314954
2018-07-13,317269
2018-07-14,321784
2018-07-15,321113
2018-07-16,323765
2018-07-17,330672
2018-07-18,337582
2018-07-19,342120
2018-07-20,334708
2018-07-21,325413
2018-07-22,326440
2018-07-23,339025
2018-07-24,334161
2018-07-25,324190
2018-07-26,316895
2018-07-27,309817
2018-07-28,303800
2018-07-29,305528
2018-07-30,313688
2018-07-31,316854
2018-08-01,313420
2018-08-02,321239
2018-08-03,324105
2018-08-04,337024
2018-08-05,345048
2018-08-06,337331
2018-08-07,337489
2018-08-08,337040
2018-08-09,339662
2018-08-10,340775
2018-08-11,338252
2018-08-12,352640
2018-08-14,355082
2018-08-16,346949
2018-08-17,343849
2018-08-18,344953
2018-08-19,350071
2018-08-20,353815
2018-08-21,360228
2018-08-22,371870
2018-08-23,384196
2018-08-24,397516
2018-08-25,411290
2018-08-26,429759
2018-08-27,445380
2018-08-28,455383
2018-08-29,450941
2018-08-30,454570
2018-08-31,458162
2018-09-01,460065
2018-09-02,467123
2018-09-03,476743
2018-09-04,486567
2018-09-05,497796
2018-09-06,497796
2018-09-07,492721
2018-09-08,484336
2018-09-09,462088
2018-09-10,445916
2018-09-11,445874
2018-09-12,450241
2018-09-13,453961
2018-09-14,453915
2018-09-15,457212
2018-09-16,462726
2018-09-17,465623
2018-09-18,471381
2018-09-19,467018
2018-09-20,466776
2018-09-21,460601
2018-09-22,460183
2018-09-23,460301
2018-09-24,458917
2018-09-25,460134
2018-09-26,453297
2018-09-27,447503
2018-09-28,440244
2018-09-29,432241
2018-09-30,418772
2018-10-01,415191
2018-10-02,415329
2018-10-03,403684
2018-10-04,394955
2018-10-05,383348
2018-10-06,370951
2018-10-07,356037
2018-10-08,342765
2018-10-09,331517
2018-10-10,321056
2018-10-11,321772
2018-10-12,334681
2018-10-13,347961
2018-10-14,364027
2018-10-15,378076
2018-10-16,374327
2018-10-17,362105
2018-10-18,352714
2018-10-19,339366
2018-10-20,324984
2018-10-21,314916
2018-10-22,302227
2018-10-23,290560
2018-10-24,286901
2018-10-25,280417
2018-10-26,271678
2018-10-27,267972
2018-10-28,264564
2018-10-29,255478
2018-10-30,249448
2018-10-31,241302
2018-11-01,239969
2018-11-03,240049
2018-11-04,245626
2018-11-05,251805
2018-11-06,262481
2018-11-07,268434
2018-11-08,275288
2018-11-09,285890
2018-11-10,297358
2018-11-11,310969
2018-11-12,325424
2018-11-13,339201
2018-11-14,354904
2018-11-15,370664
2018-11-16,386119
2018-11-17,402774
2018-11-18,409060
2018-11-19,399219
2018-11-20,384541
2018-11-21,373443
2018-11-22,361448
2018-11-23,360942
2018-11-24,356633
2018-11-25,371933
2018-11-26,390175
2018-11-27,403378
2018-11-28,422194
2018-11-29,441786
2018-12-01,478485
2018-12-02,494963
2018-12-03,493585
2018-12-04,490840
2018-12-05,501725
2018-12-07,468414
2018-12-09,442223
2018-12-10,427317
2018-12-11,417191
2018-12-12,409261
2018-12-13,392396
2018-12-14,377545
2018-12-15,362692
2018-12-16,359859
2018-12-17,362501
2018-12-18,354739
2018-12-19,344500
2018-12-20,338731
2018-12-21,337725
2018-12-22,338932
2018-12-23,352943
2018-12-24,369898
2018-12-25,387478
2018-12-26,402006
2018-12-27,409126
2018-12-28,412813
2018-12-29,402245
2018-12-30,396424
2018-12-31,388287
2019-01-01,378592
2019-01-02,375361
2019-01-03,365731
2019-01-04,355978
2019-01-05,352527
2019-01-06,343640
2019-01-08,333264
2019-01-10,306015
2019-01-11,291484
2019-01-12,278393
2019-01-13,271048
2019-01-14,265653
2019-01-15,267554
2019-01-16,267506
2019-01-17,280029
2019-01-18,292349
2019-01-19,304267
2019-01-20,315136
2019-01-21,327372
2019-01-22,339587
2019-01-23,349804
2019-01-24,358788
2019-01-25,373130
2019-01-26,388987
2019-01-27,404460
2019-01-28,402731
2019-01-29,396720
2019-01-30,384716
2019-01-31,374423
2019-02-01,360760
2019-02-02,345098
2019-02-03,333457
2019-02-04,321634
2019-02-05,314125
2019-02-06,303856
2019-02-07,304869
2019-02-08,306643
2019-02-09,314151
2019-02-10,327505
2019-02-11,338533
2019-02-12,350428
2019-02-13,360268
2019-02-14,349676
2019-02-15,342465
2019-02-16,339408
2019-02-17,339470
2019-02-18,333874
2019-02-19,330225
2019-02-20,331931
2019-02-21,330300
2019-02-22,334363
2019-02-23,349952
2019-02-24,362668
2019-02-25,364627
2019-02-26,373134
2019-02-27,386806
2019-02-28,387847
2019-03-01,395433
2019-03-02,395131
2019-03-03,384235
2019-03-04,379917
2019-03-05,379021
2019-03-06,373858
2019-03-07,361773
2019-03-08,352105
2019-03-09,344489
2019-03-10,331709
2019-03-11,326225
2019-03-12,327071
2019-03-13,333131
2019-03-14,323062
2019-03-15,311576
2019-03-16,305196
2019-03-17,302880
2019-03-18,298904
2019-03-19,297502
2019-03-20,302667
2019-03-21,307678
