date_obj,Nature%20talisman price
2019-08-16,727
2019-08-17,701
2019-08-18,689
2019-08-19,708
2019-08-20,699
2019-08-21,688
2019-08-22,715
2019-08-23,734
2019-08-24,739
2019-08-24,739
2019-08-25,725
2019-08-25,725
2019-08-26,707
2019-08-26,707
2019-08-27,697
2019-08-27,697
2019-08-28,726
2019-08-29,703
2019-08-30,702
2019-08-31,725
2019-09-01,748
2019-09-02,786
2019-09-03,792
2019-09-04,771
2019-09-05,735
2019-09-06,729
2019-09-07,750
2019-09-08,754
2019-09-09,761
2019-09-10,776
2019-09-11,743
2019-09-12,751
2019-09-13,736
2019-09-14,718
2019-09-15,703
2019-09-16,719
2019-09-17,707
2019-09-18,679
2019-09-19,676
2019-09-20,685
2019-09-21,675
2019-09-22,690
2019-09-23,725
2019-09-24,762
2019-09-25,801
2019-09-26,828
2019-09-27,845
2019-09-28,888
2019-09-29,933
2019-09-30,967
2019-10-01,978
2019-10-02,1019
2019-10-03,979
2019-10-04,1019
2019-10-05,997
2019-10-06,988
2019-10-07,973
2019-10-08,1019
2019-10-09,1046
2019-10-10,1030
2019-10-11,1015
2019-10-12,1008
2019-10-13,959
2019-10-14,924
2019-10-15,877
2019-10-16,859
2019-10-17,834
2019-10-18,803
2019-10-19,782
2019-10-20,742
2019-10-21,708
2019-10-22,707
2019-10-23,699
2019-10-24,714
2019-10-25,706
2019-10-26,739
2019-10-27,776
2019-10-28,815
2019-10-29,856
2019-10-30,899
2019-10-31,944
2019-11-01,992
2019-11-02,1042
2019-11-03,1078
2019-11-04,1033
2019-11-05,981
2019-11-06,998
2019-11-07,988
2019-11-08,1031
2019-11-09,979
2019-11-10,1013
2019-11-11,1063
2019-11-12,1117
2019-11-13,1173
2019-11-14,1232
2019-11-15,1269
2019-11-16,1283
2019-11-17,1231
2019-11-18,1169
2019-11-19,1126
2019-11-20,1151
2019-11-21,1093
2019-11-22,1038
2019-11-23,997
2019-11-24,947
2019-11-25,917
2019-11-26,902
2019-11-27,859
2019-11-28,850
2019-11-29,807
2019-11-30,777
2019-12-01,784
2019-12-02,748
2019-12-03,723
2019-12-04,690
2019-12-05,660
2019-12-06,648
2019-12-07,668
2019-12-08,676
2019-12-09,653
2019-12-10,686
2019-12-11,721
2019-12-12,753
2019-12-13,746
2019-12-14,748
2019-12-15,746
2019-12-16,712
2019-12-17,694
2019-12-18,704
2019-12-19,709
2019-12-20,732
2019-12-21,706
2019-12-22,699
2019-12-23,712
2019-12-24,691
2019-12-25,697
2019-12-26,717
2019-12-27,716
2019-12-28,719
2019-12-29,714
2019-12-30,720
2019-12-31,710
2020-01-01,674
2020-01-02,685
2020-01-03,712
2020-01-04,709
2020-01-05,735
2020-01-06,721
2020-01-07,734
2020-01-08,771
2020-01-09,808
2020-01-10,787
2020-01-11,783
2020-01-12,805
2020-01-13,822
2020-01-14,801
2020-01-15,780
2020-01-16,789
2020-01-17,749
2020-01-18,721
2020-01-19,739
2020-01-20,776
2020-01-21,813
2020-01-22,797
2020-01-23,791
2020-01-24,828
2020-01-25,856
2020-01-26,891
2020-01-27,934
2020-01-28,962
2020-01-29,999
2020-01-30,1015
2020-01-31,1064
2020-02-01,1102
2020-02-02,1078
2020-02-03,1047
2020-02-04,1002
2020-02-05,969
2020-02-06,925
2020-02-07,893
2020-02-08,888
2020-02-09,909
2020-02-10,904
2020-02-11,903
2020-02-12,889
2020-02-13,844
2020-02-14,801
2020-02-15,788
2020-02-16,778
2020-02-17,762
2020-02-18,755
2020-02-19,735
2020-02-20,702
2020-02-21,700
2020-02-22,717
2020-02-23,724
2020-02-24,729
2020-02-25,763
2020-02-26,802
2020-02-27,843
2020-02-28,870
2020-02-29,914
2020-03-01,960
2020-03-02,955
2020-03-03,1002
2020-03-04,1053
2020-03-05,1106
2020-03-06,1130
2020-03-07,1126
2020-03-08,1131
2020-03-09,1078
2020-03-10,1096
2020-03-11,1151
2020-03-12,1209
2020-03-13,1268
2020-03-14,1280
2020-03-15,1256
2020-03-16,1263
2020-03-17,1252
2020-03-18,1292
2020-03-19,1288
2020-03-20,1265
2020-03-21,1257
2020-03-22,1255
2020-03-23,1274
2020-03-24,1287
2020-03-25,1256
2020-03-26,1250
2020-03-27,1252
2020-03-28,1252
2020-03-29,1254
2020-03-30,1286
2020-03-31,1263
2020-04-01,1265
2020-04-02,1305
2020-04-03,1239
2020-04-04,1233
2020-04-05,1179
2020-04-06,1129
2020-04-07,1072
2020-04-08,1030
2020-04-09,1055
2020-04-10,1086
2020-04-11,1045
2020-04-12,992
2020-04-13,942
2020-04-14,894
2020-04-15,849
2020-04-16,851
2020-04-17,808
2020-04-18,843
2020-04-19,886
2020-04-20,931
2020-04-21,978
2020-04-22,1013
2020-04-23,998
2020-04-24,976
2020-04-25,976
2020-04-26,994
2020-04-27,1038
2020-04-28,1043
2020-04-29,1059
2020-04-30,1112
2020-05-01,1168
2020-05-02,1215
2020-05-03,1229
2020-05-04,1198
2020-05-05,1175
2020-05-06,1144
2020-05-07,1089
2020-05-08,1044
2020-05-09,1045
2020-05-10,992
2020-05-11,983
2020-05-12,954
2020-05-13,1000
