date_obj,Saradomin's%20tear price
2015-08-15,5996612
2015-08-16,5996612
2015-08-17,5977725
2015-08-18,5977725
2015-08-19,5977725
2015-08-20,5977725
2015-08-21,5977725
2015-08-22,5977725
2015-08-23,5977725
2015-08-24,5977725
2015-08-25,5977725
2015-08-26,5977725
2015-08-27,5977725
2015-08-28,5977725
2015-08-29,5977725
2015-08-30,5977725
2015-08-31,5977725
2015-09-01,5911113
2015-09-02,5911113
2015-09-03,5911113
2015-09-04,5911113
2015-09-05,5911113
2015-09-06,5911113
2015-09-07,5911113
2015-09-08,5911113
2015-09-09,5911113
2015-09-10,5911113
2015-09-11,5911113
2015-09-12,5911113
2015-09-13,5911113
2015-09-14,5802781
2015-09-15,5802781
2015-09-16,5802781
2015-09-17,5802781
2015-09-18,5802781
2015-09-19,5802781
2015-09-20,5802781
2015-09-21,5802781
2015-09-22,5802781
2015-09-23,5802781
2015-09-24,5802781
2015-09-25,5802781
2015-09-27,6071892
2015-09-28,6071892
2015-09-29,6071892
2015-09-30,6071892
2015-10-05,6071892
2015-10-06,6071892
2015-10-07,6071892
2015-10-08,6359848
2015-10-09,6359848
2015-10-10,6359848
2015-10-11,6359848
2015-10-12,6359848
2015-10-13,6359848
2015-10-14,6359848
2015-10-15,6359848
2015-10-16,6359848
2015-10-17,6359848
2015-10-18,6359848
2015-10-19,6359848
2015-10-20,6359848
2015-10-22,6163995
2015-10-23,6163995
2015-10-24,6163995
2015-10-25,6163995
2015-10-26,6163995
2015-10-27,6163995
2015-10-29,6163995
2015-10-30,6163995
2015-10-31,6163995
2015-11-01,6163995
2015-11-02,6163995
2015-11-03,6163995
2015-11-04,6163995
2015-11-05,5871704
2015-11-06,5871704
2015-11-07,5871704
2015-11-08,5871704
2015-11-09,5871704
2015-11-10,5871704
2015-11-11,5871704
2015-11-12,5871704
2015-11-13,5871704
2015-11-14,5871704
2015-11-15,5871704
2015-11-16,5871704
2015-11-17,5871704
2015-11-18,5871704
2015-11-19,5871704
2015-11-20,5935614
2015-11-21,5935614
2015-11-22,5935614
2015-11-23,5935614
2015-11-24,5935614
2015-11-25,5935614
2015-11-26,5935614
2015-11-27,5935614
2015-11-28,5935614
2015-11-29,5935614
2015-11-30,5935614
2015-12-01,5935614
2015-12-02,5935614
2015-12-03,5935614
2015-12-04,5935614
2015-12-05,5857219
2015-12-06,5857219
2015-12-07,5857219
2015-12-08,5857219
2015-12-09,5857219
2015-12-10,5857219
2015-12-11,5857219
2015-12-12,5857219
2015-12-13,5857219
2015-12-14,5857219
2015-12-15,5857219
2015-12-16,5857219
2015-12-17,5857219
2015-12-18,5829277
2015-12-19,5829277
2015-12-20,5829277
2015-12-21,5829277
2015-12-22,5829277
2015-12-23,5829277
2015-12-24,5829277
2015-12-25,5829277
2015-12-26,5829277
2015-12-27,5829277
2015-12-28,5829277
2015-12-29,5829277
2015-12-30,5829277
2015-12-31,5829277
2016-01-01,5717097
2016-01-02,5717097
2016-01-03,5717097
2016-01-04,5717097
2016-01-05,5717097
2016-01-06,5717097
2016-01-07,5717097
2016-01-08,5717097
2016-01-09,5717097
2016-01-10,5717097
2016-01-11,5717097
2016-01-12,5717097
2016-01-13,5717097
2016-01-14,5519543
2016-01-15,5519543
2016-01-16,5519543
2016-01-17,5519543
2016-01-18,5519543
2016-01-19,5519543
2016-01-20,5519543
2016-01-21,5519543
2016-01-22,5519543
2016-01-23,5519543
2016-01-24,5519543
2016-01-25,5519543
2016-01-26,5731213
2016-01-27,5731213
2016-01-28,5731213
2016-01-29,5731213
2016-01-30,5731213
2016-01-31,5731213
2016-02-01,5731213
2016-02-02,5731213
2016-02-03,5731213
2016-02-04,5731213
2016-02-05,5731213
2016-02-06,5942432
2016-02-07,5942432
2016-02-08,5942432
2016-02-09,5942432
2016-02-10,5942432
2016-02-11,5942432
2016-02-12,5942432
2016-02-13,5942432
2016-02-14,6055093
2016-02-15,6055093
2016-02-16,6055093
2016-02-17,6055093
2016-02-18,6055093
2016-02-19,6055093
2016-02-20,6055093
2016-02-21,6338234
2016-02-22,6338234
2016-02-23,6338234
2016-02-24,6338234
2016-02-25,6338234
2016-02-26,6338234
2016-02-27,6338234
2016-02-28,6338234
2016-02-29,6338234
2016-03-01,6521485
2016-03-02,6521485
2016-03-03,6521485
2016-03-04,6521485
2016-03-05,6521485
2016-03-06,6521485
2016-03-07,6521485
2016-03-08,6521485
2016-03-09,6710943
2016-03-10,6710943
2016-03-11,6710943
2016-03-12,6710943
2016-03-13,6710943
2016-03-14,6710943
2016-03-15,6710943
2016-03-16,6710943
2016-03-17,6710943
2016-03-18,6418529
2016-03-19,6418529
2016-03-20,6418529
2016-03-21,6418529
2016-03-22,6418529
2016-03-23,6418529
2016-03-24,6418529
2016-03-25,6418529
2016-03-26,6418529
2016-03-27,6101252
2016-03-28,6101252
2016-03-29,6101252
2016-03-30,6101252
2016-03-31,6101252
2016-04-01,6101252
2016-04-02,6101252
2016-04-03,6101252
2016-04-04,6101252
2016-04-05,6101252
2016-04-06,5796189
2016-04-07,5796189
2016-04-08,5796189
2016-04-09,5796189
2016-04-10,5796189
2016-04-11,5796189
2016-04-12,5796189
2016-04-13,5796189
2016-04-14,5796189
2016-04-15,5796189
2016-04-16,5522145
2016-04-17,5522145
2016-04-18,5522145
2016-04-19,5522145
2016-04-20,5522145
2016-04-21,5522145
2016-04-22,5522145
2016-04-23,5522145
2016-04-24,5522145
2016-04-25,5522145
2016-04-26,5691317
2016-04-27,5691317
2016-04-28,5691317
2016-04-29,5691317
2016-04-30,5691317
2016-05-01,5691317
2016-05-02,5691317
2016-05-03,5691317
2016-05-04,5691317
2016-05-05,5691317
2016-05-06,5789858
2016-05-07,5789858
2016-05-08,5789858
2016-05-09,5789858
2016-05-10,5789858
2016-05-11,5789858
2016-05-12,5789858
2016-05-13,5989325
2016-05-14,5989325
2016-05-15,5989325
2016-05-16,5989325
2016-05-17,5989325
2016-05-18,5989325
2016-05-19,5989325
2016-05-22,5985145
2016-05-23,5985145
2016-05-24,5985145
2016-05-25,5985145
2016-05-26,5985145
2016-05-27,6143061
2016-05-28,6143061
2016-05-29,6143061
2016-05-30,6143061
2016-05-31,6143061
2016-06-01,6143061
2016-06-02,6143061
2016-06-03,6143061
2016-06-04,6143061
2016-06-05,5850019
2016-06-06,5850019
2016-06-07,5850019
2016-06-08,5850019
2016-06-09,5850019
2016-06-10,5850019
2016-06-11,5850019
2016-06-12,5850019
2016-06-13,5928128
2016-06-14,5928128
2016-06-15,5928128
2016-06-16,5928128
2016-06-17,5928128
2016-06-18,5928128
2016-06-19,5928128
2016-06-20,5928128
2016-06-21,5928128
2016-06-22,5830878
2016-06-23,5830878
2016-06-24,5830878
2016-06-25,5830878
2016-06-26,5830878
2016-06-27,5830878
2016-06-28,5830878
2016-06-29,5830878
2016-06-30,5830878
2016-07-01,5830878
2016-07-02,5599018
2016-07-03,5599018
2016-07-04,5599018
2016-07-05,5599018
2016-07-06,5599018
2016-07-07,5599018
2016-07-08,5599018
2016-07-09,5599018
2016-07-10,5599018
2016-07-11,5389834
2016-07-12,5389834
2016-07-13,5389834
2016-07-14,5389834
2016-07-15,5389834
2016-07-16,5389834
2016-07-17,5389834
2016-07-18,5389834
2016-07-23,5122457
2016-07-24,5122457
2016-07-25,5122457
2016-07-26,5122457
2016-07-27,5122457
2016-07-28,5122457
2016-07-29,5122457
2016-07-30,5122457
2016-07-31,5122457
2016-08-01,5122457
2016-08-02,5032517
2016-08-03,5032517
2016-08-04,5032517
2016-08-05,5032517
2016-08-06,5032517
2016-08-07,5032517
2016-08-08,5032517
2016-08-09,5032517
2016-08-10,5032517
2016-08-11,5032517
2016-08-12,4928193
2016-08-13,4928193
2016-08-14,4928193
2016-08-15,4928193
2016-08-16,4928193
2016-08-17,4928193
2016-08-18,4928193
2016-08-19,4928193
2016-08-20,4928193
2016-08-21,4928193
2016-08-22,4789046
2016-08-23,4789046
2016-08-24,4789046
2016-08-25,4789046
2016-08-26,4789046
2016-08-28,4789046
2016-08-31,4582668
2016-09-01,4582668
2016-09-02,4582668
2016-09-03,4582668
2016-09-04,4582668
2016-09-05,4582668
2016-09-06,4582668
2016-09-07,4582668
2016-09-08,4582668
2016-09-09,4353534
2016-09-10,4353534
2016-09-11,4353534
2016-09-12,4353534
2016-09-13,4353534
2016-09-14,4353534
2016-09-15,4353534
2016-09-16,4137412
2016-09-17,4137412
2016-09-18,4137412
2016-09-19,4137412
2016-09-20,4137412
2016-09-21,4137412
2016-09-22,4137412
2016-09-23,3945591
2016-09-24,3945591
2016-09-25,3945591
2016-09-26,3945591
2016-09-27,3945591
2016-09-28,3945591
2016-09-29,3945591
2016-09-30,3945591
2016-10-01,3763919
2016-10-02,3763919
2016-10-03,3763919
2016-10-04,3763919
2016-10-05,3763919
2016-10-06,3763919
2016-10-07,3763919
2016-10-08,3763919
2016-10-09,3694382
2016-10-11,3694382
2016-10-12,3694382
2016-10-13,3694382
2016-10-14,3694382
2016-10-15,3694382
2016-10-16,3694382
2016-10-17,3858690
2016-10-18,3858690
2016-10-19,3858690
2016-10-20,3858690
2016-10-21,3858690
2016-10-22,3858690
2016-10-23,3858690
2016-10-24,3858690
2016-10-25,3990545
2016-10-26,3990545
2016-10-27,3990545
2016-10-28,3990545
2016-10-29,3990545
2016-10-30,3990545
2016-10-31,3990545
2016-11-01,3990545
2016-11-02,4140368
2016-11-03,4140368
2016-11-04,4140368
2016-11-05,4140368
2016-11-06,4140368
2016-11-07,4140368
2016-11-08,4140368
2016-11-09,4140368
2016-11-10,4334733
2016-11-11,4334733
2016-11-12,4334733
2016-11-13,4334733
2016-11-14,4334733
2016-12-08,4721399
2016-12-09,4721399
2016-12-10,4721399
2016-12-11,4721399
2016-12-12,4947065
2016-12-13,4947065
2016-12-14,4947065
2016-12-15,4947065
2016-12-16,4947065
2016-12-17,4947065
2016-12-18,4947065
2016-12-19,4947065
2016-12-20,5177641
2016-12-21,5177641
2016-12-22,5177641
2016-12-23,5177641
2016-12-24,5177641
2016-12-25,5177641
2016-12-26,5177641
2016-12-27,5410410
2016-12-28,5410410
2016-12-29,5410410
2016-12-30,5410410
2016-12-31,5410410
2017-01-01,5410410
2017-01-02,5410410
2017-01-03,5436115
2017-01-04,5436115
2017-01-05,5436115
2017-01-06,5436115
2017-01-07,5436115
2017-01-08,5436115
2017-01-09,5208867
2017-01-10,5208867
2017-01-11,5208867
2017-01-12,5208867
2017-01-13,5208867
2017-01-14,5208867
2017-01-15,4948724
2017-01-16,4948724
2017-01-17,4948724
2017-01-18,4948724
2017-01-19,4948724
2017-01-20,4948724
2017-01-21,4736969
2017-01-22,4736969
2017-01-27,4815221
2017-01-28,4815221
2017-01-29,4815221
2017-01-30,4815221
2017-01-31,4815221
2017-02-01,4815221
2017-02-02,4998423
2017-02-03,4998423
2017-02-04,4998423
2017-02-05,4998423
2017-02-06,4998423
2017-02-07,4998423
2017-02-08,5134046
2017-02-09,5134046
2017-02-10,5134046
2017-02-11,5134046
2017-02-12,5134046
2017-02-13,5134046
2017-02-14,5345662
2017-02-15,5345662
2017-02-16,5345662
2017-02-18,5345662
2017-02-19,5345662
2017-02-20,5345662
2017-02-21,5589292
2017-02-22,5589292
2017-02-23,5589292
2017-02-24,5589292
2017-02-25,5589292
2017-02-26,5589292
2017-02-27,5589292
2017-02-28,5702961
2017-03-01,5702961
2017-03-02,5702961
2017-03-03,5702961
2017-03-04,5702961
2017-03-05,5702961
2017-03-06,5860714
2017-03-07,5860714
2017-03-08,5860714
2017-03-09,5860714
2017-03-10,5860714
2017-03-11,5860714
2017-03-12,5978432
2017-03-13,5978432
2017-03-14,5978432
2017-03-15,5978432
2017-03-16,5978432
2017-03-17,5978432
2017-03-18,6062349
2017-03-19,6062349
2017-03-20,6062349
2017-03-21,6062349
2017-03-22,6062349
2017-03-23,6062349
2017-03-24,5867052
2017-03-25,5867052
2017-03-26,5867052
2017-03-27,5867052
2017-03-28,5867052
2017-03-29,5867052
2017-03-30,5916060
2017-03-31,5916060
2017-04-01,5916060
2017-04-02,5916060
2017-04-03,5916060
2017-04-04,6012320
2017-04-12,5778009
2017-04-13,5778009
2017-04-14,5778009
2017-04-15,5778009
2017-04-16,5680672
2017-04-17,5680672
2017-04-18,5680672
2017-04-19,5680672
2017-04-20,5680672
2017-04-21,5788776
2017-04-22,5788776
2017-04-23,5788776
2017-04-24,5788776
2017-04-25,5788776
2017-04-26,5788776
2017-04-27,5812040
2017-04-28,5812040
2017-04-29,5812040
2017-04-30,5812040
2017-05-01,5812040
2017-05-02,5991672
2017-05-03,5991672
2017-05-04,5991672
2017-05-05,5991672
2017-05-06,5991672
2017-05-07,5991672
2017-05-08,5991672
2017-05-09,6033910
2017-05-10,6033910
2017-05-11,6033910
2017-05-12,6033910
2017-05-13,6033910
2017-05-14,6033910
2017-05-15,6289789
2017-05-16,6289789
2017-05-17,6289789
2017-05-18,6289789
2017-05-19,6289789
2017-05-20,6289789
2017-05-21,6289789
2017-05-22,6217347
2017-05-23,6217347
2017-05-24,6217347
2017-05-25,6217347
2017-05-26,6217347
2017-05-27,6217347
2017-05-28,6217347
2017-05-29,6480836
2017-05-30,6480836
2017-05-31,6480836
2017-06-01,6480836
2017-06-02,6480836
2017-06-03,6480836
2017-06-06,6685106
2017-06-07,6685106
2017-06-08,6685106
2017-06-09,6685106
2017-06-10,6943648
2017-06-11,6943648
2017-06-12,6943648
2017-06-13,6943648
2017-06-14,6943648
2017-06-15,6943648
2017-06-16,6636325
2017-06-17,6636325
2017-06-18,6636325
2017-06-19,6636325
2017-06-20,6636325
2017-06-21,6636325
2017-06-22,6305825
2017-06-23,6305825
2017-06-24,6305825
2017-06-25,6305825
2017-06-26,6305825
2017-06-27,6305825
2017-06-28,5997955
2017-06-29,5997955
2017-06-30,5997955
2017-07-01,5997955
2017-07-02,5997955
2017-07-03,5997955
2017-07-04,5997955
2017-07-05,5984435
2017-07-06,5984435
2017-07-07,5984435
2017-07-08,5984435
2017-07-13,6240978
2017-07-14,6240978
2017-07-15,6240978
2017-07-16,6240978
2017-07-17,6270366
2017-07-18,6270366
2017-07-19,6270366
2017-07-20,6270366
2017-07-21,6270366
2017-07-22,6270366
2017-07-23,6015371
2017-07-24,6015371
2017-07-25,6015371
2017-07-26,6015371
2017-07-27,6015371
2017-07-28,6015371
2017-07-29,5775499
2017-07-30,5775499
2017-07-31,5775499
2017-08-01,5775499
2017-08-02,5775499
2017-08-03,5494247
2017-08-04,5494247
2017-08-05,5494247
2017-08-06,5494247
2017-08-09,5219534
2017-08-10,5219534
2017-08-11,5219534
2017-08-12,5219534
2017-08-13,5219534
2017-08-14,5219534
2017-08-15,4992874
2017-08-17,4992874
2017-08-18,4992874
2017-08-19,4992874
2017-08-20,5212653
2017-08-21,5212653
2017-08-22,5212653
2017-08-23,5212653
2017-08-24,5212653
2017-08-25,5212653
2017-08-26,5304999
2017-08-27,5304999
2017-08-28,5304999
2017-08-29,5304999
2017-08-30,5304999
2017-08-31,5304999
2017-09-01,5304999
2017-09-02,5164197
2017-09-03,5164197
2017-09-04,5164197
2017-09-05,5164197
2017-09-06,5164197
2017-09-07,5164197
2017-09-08,5164197
2017-09-09,5024392
2017-09-10,5024392
2017-09-11,5024392
2017-09-12,5024392
2017-09-13,5024392
2017-09-14,5024392
2017-09-15,4980686
2017-09-16,4980686
2017-09-17,4980686
2017-09-19,4980686
2017-09-20,4980686
2017-09-21,5049850
2017-09-22,5049850
2017-09-23,5049850
2017-09-24,5049850
2017-09-25,5049850
2017-09-26,5049850
2017-09-27,4929042
2017-09-28,4929042
2017-09-29,4929042
2017-09-30,4929042
2017-10-01,4929042
2017-10-02,4805796
2017-10-03,4805796
2017-10-04,4805796
2017-10-05,4805796
2017-10-06,4805796
2017-10-07,4805796
2017-10-08,4751812
2017-10-09,4751812
2017-10-10,4751812
2017-10-11,4751812
2017-10-12,4751812
2017-10-13,4751812
2017-10-14,4660987
2017-10-15,4660987
2017-10-16,4660987
2017-10-17,4660987
2017-10-18,4660987
2017-10-19,4660987
2017-10-20,4491907
2017-10-21,4491907
2017-10-22,4491907
2017-10-23,4491907
2017-10-24,4491907
2017-10-25,4376409
2017-10-26,4376409
2017-10-27,4376409
2017-10-28,4376409
2017-10-29,4376409
2017-10-30,4376409
2017-10-31,4426814
2017-11-01,4426814
2017-11-02,4426814
2017-11-03,4426814
2017-11-04,4426814
2017-11-05,4426814
2017-11-06,4426814
2017-11-07,4359245
2017-11-08,4359245
2017-11-09,4359245
2017-11-10,4359245
2017-11-11,4359245
2017-11-12,4359245
2017-11-13,4247641
2017-11-14,4247641
2017-11-15,4247641
2017-11-16,4247641
2017-11-17,4247641
2017-11-18,4247641
2017-11-19,4094983
2017-11-20,4094983
2017-11-21,4094983
2017-11-22,4094983
2017-11-23,4094983
2017-11-24,4046442
2017-11-25,4046442
2017-11-26,4046442
2017-11-27,4046442
2017-11-28,4046442
2017-11-29,4221178
2017-11-30,4221178
2017-12-01,4221178
2017-12-02,4221178
2017-12-03,4349820
2017-12-04,4349820
2017-12-05,4349820
2017-12-06,4349820
2017-12-07,4560660
2017-12-08,4560660
2017-12-09,4560660
2017-12-10,4560660
2017-12-11,4560660
2017-12-12,4783115
2017-12-13,4783115
2017-12-14,4783115
2017-12-15,4783115
2017-12-16,4783115
2017-12-17,4783115
2017-12-18,4914160
2017-12-19,4914160
2017-12-20,4914160
2017-12-21,4914160
2017-12-22,4914160
2017-12-23,5037404
2017-12-24,5037404
2017-12-25,5037404
2017-12-26,5037404
2017-12-27,5037404
2017-12-28,5196875
2017-12-29,5196875
2017-12-30,5196875
2017-12-31,5196875
2018-01-01,5196875
2018-01-02,5261836
2018-01-03,5261836
2018-01-04,5261836
2018-01-05,5261836
2018-01-06,5261836
2018-01-07,5008153
2018-01-08,5008153
2018-01-09,5008153
2018-01-10,5008153
2018-01-11,5008153
2018-01-12,5008153
2018-01-13,4779342
2018-01-14,4779342
2018-01-15,4779342
2018-01-16,4779342
2018-01-17,4640964
2018-01-18,4640964
2018-01-19,4640964
2018-01-20,4640964
2018-01-21,4640964
2018-01-22,4601586
2018-01-23,4601586
2018-01-24,4601586
2018-01-25,4749941
2018-01-26,4749941
2018-01-27,4749941
2018-01-28,4733102
2018-01-29,4733102
2018-01-30,4733102
2018-02-01,4773645
2018-02-02,4773645
2018-02-03,4924493
2018-02-04,4924493
2018-02-05,4924493
2018-02-06,5165775
2018-02-07,5165775
2018-02-08,5412007
2018-02-09,5412007
2018-02-10,5641090
2018-02-11,5641090
2018-02-12,5876369
2018-02-13,5876369
2018-02-14,6152711
2018-02-15,6152711
2018-02-16,6152711
2018-02-17,6439821
2018-02-18,6439821
2018-02-19,6508831
2018-02-20,6508831
2018-02-21,6508831
2018-02-22,6367448
2018-02-23,6367448
2018-02-24,6367448
2018-02-25,6124972
2018-02-26,6124972
2018-02-27,6124972
2018-02-28,5820800
2018-03-01,5820800
2018-03-02,5530518
2018-03-03,5530518
2018-03-04,5530518
2018-03-05,5253992
2018-03-06,5253992
2018-03-07,5005426
2018-03-08,5005426
2018-03-09,5005426
2018-03-10,4758344
2018-03-11,4758344
2018-03-12,4758344
2018-03-13,4520426
2018-03-14,4520426
2018-03-15,4520426
2018-03-16,4295645
2018-03-17,4295645
2018-03-18,4295645
2018-03-19,4347529
2018-03-20,4347529
2018-03-21,4347529
2018-03-23,4560483
2018-03-24,4560483
2018-03-26,4650372
2018-03-27,4650372
2018-03-28,4650372
2018-03-29,4676541
2018-03-30,4676541
2018-03-31,4676541
2018-04-01,4753204
2018-04-02,4753204
2018-04-03,4932977
2018-04-04,4932977
2018-04-05,4932977
2018-04-06,5179238
2018-04-08,5179238
2018-04-09,5405043
2018-04-10,5405043
2018-04-11,5405043
2018-04-12,5493186
2018-04-13,5493186
2018-04-14,5493186
2018-04-15,5218526
2018-04-16,5218526
2018-04-17,5218526
2018-04-18,5137782
2018-04-19,5137782
2018-04-20,5137782
2018-04-21,5094456
2018-04-22,5094456
2018-04-23,5094456
2018-04-24,5094456
2018-04-25,4962889
2018-04-26,4962889
2018-04-27,4962889
2018-04-28,4962889
2018-04-29,4829603
2018-04-30,4829603
2018-05-01,4829603
2018-05-02,4829603
2018-05-03,4842731
2018-05-04,4842731
2018-05-05,4842731
2018-05-06,5065555
2018-05-07,5065555
2018-05-08,5065555
2018-05-09,5307043
2018-05-10,5307043
2018-05-11,5307043
2018-05-12,5419415
2018-05-13,5419415
2018-05-14,5419415
2018-05-15,5419415
2018-05-16,5217122
2018-05-17,5217122
2018-05-18,5217122
2018-05-19,5378571
2018-05-20,5378571
2018-05-21,5378571
2018-05-22,5598270
2018-05-23,5598270
2018-05-24,5598270
2018-05-25,5734912
2018-05-26,5734912
2018-05-27,5734912
2018-05-28,6017931
2018-05-29,6017931
2018-05-30,6017931
2018-05-31,6067242
2018-06-01,6067242
2018-06-02,6067242
2018-06-03,5898641
2018-06-04,5898641
2018-06-05,5898641
2018-06-06,5913695
2018-06-07,5913695
2018-06-08,5913695
2018-06-09,5913695
2018-06-10,5684091
2018-06-11,5684091
2018-06-12,5684091
2018-06-13,5533124
2018-06-14,5533124
2018-06-15,5533124
2018-06-16,5482233
2018-06-17,5482233
2018-06-18,5712042
2018-06-19,5712042
2018-06-20,5712042
2018-06-21,5896657
2018-06-22,5896657
2018-06-23,5896657
2018-06-24,5811916
2018-06-25,5811916
2018-06-26,5811916
2018-06-27,5727971
2018-06-28,5727971
2018-06-29,5727971
2018-06-30,5587899
2018-07-01,5587899
2018-07-02,5587899
2018-07-03,5433206
2018-07-04,5433206
2018-07-05,5433206
2018-07-06,5255330
2018-07-07,5255330
2018-07-08,5255330
2018-07-09,5255330
2018-07-10,5141604
2018-07-11,5141604
2018-07-12,5141604
2018-07-13,5141604
2018-07-14,5088999
2018-07-15,5088999
2018-07-16,5088999
2018-07-17,5056722
2018-07-18,5056722
2018-07-19,5056722
2018-07-20,5056722
2018-07-21,5018102
2018-07-22,5018102
2018-07-23,5186833
2018-07-24,5186833
2018-07-25,5186833
2018-07-26,5430776
2018-07-27,5430776
2018-07-28,5430776
2018-07-29,5701413
2018-07-30,5701413
2018-07-31,5973743
2018-08-01,5973743
2018-08-02,5973743
2018-08-03,6071223
2018-08-04,6071223
2018-08-05,6071223
2018-08-06,6071223
2018-08-07,6056551
2018-08-08,6056551
2018-08-09,6056551
2018-08-10,5819493
2018-08-11,5819493
2018-08-12,5819493
2018-08-14,5817869
2018-08-16,5817869
2018-08-17,5841586
2018-08-18,5841586
2018-08-19,5841586
2018-08-20,5878759
2018-08-21,5878759
2018-08-22,5878759
2018-08-23,5878759
2018-08-24,5859081
2018-08-25,5859081
2018-08-26,5859081
2018-08-27,5859081
2018-08-28,5786205
2018-08-29,5786205
2018-08-30,5786205
2018-08-31,5807805
2018-09-01,5807805
2018-09-02,5807805
2018-09-03,6003249
2018-09-04,6003249
2018-09-05,6003249
2018-09-06,6003249
2018-09-07,6148643
2018-09-08,6148643
2018-09-09,6148643
2018-09-10,6362133
2018-09-11,6362133
2018-09-12,6362133
2018-09-13,6362133
2018-09-14,6536434
2018-09-15,6536434
2018-09-16,6536434
2018-09-17,6536434
2018-09-18,6587472
2018-09-19,6587472
2018-09-20,6587472
2018-09-21,6587472
2018-09-22,6616824
2018-09-23,6616824
2018-09-24,6616824
2018-09-25,6616824
2018-09-26,6497550
2018-09-27,6497550
2018-09-28,6497550
2018-09-29,6497550
2018-09-30,6217616
2018-10-02,6217616
2018-10-03,5914675
2018-10-04,5914675
2018-10-05,5914675
2018-10-06,5712973
2018-10-07,5712973
2018-10-08,5712973
2018-10-09,5606454
2018-10-10,5606454
2018-10-11,5606454
2018-10-12,5606454
2018-10-13,5486547
2018-10-14,5486547
2018-10-15,5486547
2018-10-16,5486547
2018-10-17,5292472
2018-10-18,5292472
2018-10-19,5292472
2018-10-20,5292472
2018-10-21,5270577
2018-10-22,5270577
2018-10-23,5270577
2018-10-24,5180531
2018-10-25,5180531
2018-10-26,5180531
2018-10-27,5180531
2018-10-28,5234025
2018-10-29,5234025
2018-10-30,5234025
2018-10-31,5234025
2018-11-01,5218575
2018-11-03,5218575
2018-11-04,5218575
2018-11-05,5207906
2018-11-06,5207906
2018-11-07,5207906
2018-11-08,5225328
2018-11-09,5225328
2018-11-10,5225328
2018-11-11,5194013
2018-11-12,5194013
2018-11-13,5194013
2018-11-14,5056152
2018-11-15,5056152
2018-11-16,5056152
2018-11-17,4900891
2018-11-18,4900891
2018-11-19,4900891
2018-11-20,4900891
2018-11-21,4810467
2018-11-22,4810467
2018-11-23,4810467
