date_obj,Mith%20grapple price
2018-12-30,1152
2018-12-31,1123
2019-01-01,1141
2019-01-02,1128
2019-01-03,1115
2019-01-04,1105
2019-01-05,1118
2019-01-06,1171
2019-01-08,1259
2019-01-10,1351
2019-01-11,1317
2019-01-12,1307
2019-01-13,1292
2019-01-14,1273
2019-01-15,1254
2019-01-16,1255
2019-01-17,1267
2019-01-18,1270
2019-01-19,1291
2019-01-20,1259
2019-01-21,1258
2019-01-22,1258
2019-01-23,1230
2019-01-24,1204
2019-01-25,1166
2019-01-26,1139
2019-01-27,1120
2019-01-28,1098
2019-01-29,1084
2019-01-30,1103
2019-01-31,1077
2019-02-01,1104
2019-02-02,1115
2019-02-03,1122
2019-02-04,1159
2019-02-05,1172
2019-02-06,1183
2019-02-07,1159
2019-02-08,1104
2019-02-09,1144
2019-02-10,1170
2019-02-11,1161
2019-02-12,1162
2019-02-13,1188
2019-02-14,1235
2019-02-15,1236
2019-02-16,1246
2019-02-17,1255
2019-02-18,1246
2019-02-19,1257
2019-02-20,1222
2019-02-21,1214
2019-02-22,1220
2019-02-23,1218
2019-02-24,1174
2019-02-25,1181
2019-02-26,1190
2019-02-27,1192
2019-02-28,1185
2019-03-01,1183
2019-03-02,1211
2019-03-03,1226
2019-03-04,1192
2019-03-05,1162
2019-03-06,1131
2019-03-07,1107
2019-03-08,1123
2019-03-09,1134
2019-03-10,1133
2019-03-11,1131
2019-03-12,1132
2019-03-13,1096
2019-03-14,1134
2019-03-15,1186
2019-03-16,1199
2019-03-17,1205
2019-03-18,1202
2019-03-19,1160
2019-03-20,1159
2019-03-21,1159
2019-03-22,1174
2019-03-23,1162
2019-03-24,1119
2019-03-25,1083
2019-03-26,1100
2019-03-27,1136
2019-03-28,1144
2019-03-29,1115
2019-03-30,1059
2019-03-31,1014
2019-04-01,983
2019-04-02,965
2019-04-03,957
2019-04-04,968
2019-04-05,985
2019-04-06,951
2019-04-07,941
2019-04-08,932
2019-04-09,935
2019-04-10,944
2019-04-11,956
2019-04-12,981
2019-04-13,974
2019-04-14,1002
2019-04-15,1028
2019-04-16,1000
2019-04-17,996
2019-04-18,976
2019-04-19,967
2019-04-20,967
2019-04-21,1001
2019-04-22,1043
2019-04-23,1039
2019-04-24,996
2019-04-25,1027
2019-04-26,1009
2019-04-27,979
2019-04-28,977
2019-04-29,967
2019-04-30,985
2019-05-01,1016
2019-05-02,1043
2019-05-03,1020
2019-05-04,1023
2019-05-05,1059
2019-05-06,1112
2019-05-07,1148
2019-05-08,1143
2019-05-09,1177
2019-05-10,1166
2019-05-11,1134
2019-05-12,1107
2019-05-13,1072
2019-05-14,1071
2019-05-15,1043
2019-05-16,1034
2019-05-17,1060
2019-05-18,1081
2019-05-19,1040
2019-05-20,1009
2019-05-21,979
2019-05-22,946
2019-05-23,942
2019-05-24,965
2019-05-25,984
2019-05-26,1007
2019-05-27,1027
2019-05-28,1027
2019-05-29,1050
2019-05-30,1052
2019-05-31,1032
2019-06-01,1060
2019-06-02,1071
2019-06-03,1084
2019-06-04,1075
2019-06-05,1120
2019-06-06,1102
2019-06-07,1052
2019-06-08,1045
2019-06-09,1036
2019-06-10,1086
2019-06-11,1069
2019-06-12,1034
2019-06-13,1035
2019-06-14,1025
2019-06-15,1010
2019-06-16,1005
2019-06-17,982
2019-06-18,972
2019-06-19,1000
2019-06-20,1006
2019-06-21,1002
2019-06-22,999
2019-06-23,1024
2019-06-24,1027
2019-06-25,1079
2019-06-26,1118
2019-06-27,1140
2019-06-28,1114
2019-06-29,1090
2019-06-30,1073
2019-07-01,1077
2019-07-02,1068
2019-07-03,1059
2019-07-04,1027
2019-07-05,1028
2019-07-06,1006
2019-07-07,966
2019-07-08,945
2019-07-09,967
2019-07-10,954
2019-07-11,982
2019-07-12,998
2019-07-13,1045
2019-07-14,1092
2019-07-15,1147
2019-07-16,1163
2019-07-17,1177
2019-07-18,1208
2019-07-19,1244
2019-07-20,1263
2019-07-21,1228
2019-07-22,1178
2019-07-23,1132
2019-07-24,1101
2019-07-25,1057
2019-07-26,1022
2019-07-27,988
2019-07-28,975
2019-07-29,993
2019-07-30,989
2019-07-31,1000
2019-08-01,1001
2019-08-02,1006
2019-08-03,1009
2019-08-04,1042
2019-08-05,1067
2019-08-06,1081
2019-08-07,1056
2019-08-08,1073
2019-08-09,1087
2019-08-10,1095
2019-08-11,1075
2019-08-12,1089
2019-08-13,1073
2019-08-14,1065
2019-08-15,1071
2019-08-16,1059
2019-08-17,1074
2019-08-18,1100
2019-08-19,1064
2019-08-20,1052
2019-08-21,1002
2019-08-22,993
2019-08-23,1007
2019-08-24,1028
2019-08-24,1028
2019-08-25,1078
2019-08-25,1078
2019-08-26,1079
2019-08-26,1079
2019-08-27,1116
2019-08-27,1116
2019-08-28,1118
2019-08-29,1111
2019-08-30,1074
2019-08-31,1029
2019-09-01,1029
2019-09-02,1049
2019-09-03,1074
2019-09-04,1097
2019-09-05,1073
2019-09-06,1060
2019-09-07,1081
2019-09-08,1049
2019-09-09,1065
2019-09-10,1050
2019-09-11,1007
2019-09-12,981
2019-09-13,995
2019-09-14,994
2019-09-15,1026
2019-09-16,1025
2019-09-17,1058
2019-09-18,1043
2019-09-19,999
2019-09-20,984
2019-09-21,966
2019-09-22,991
2019-09-23,968
2019-09-24,1007
2019-09-25,1045
2019-09-26,1058
2019-09-27,1022
2019-09-28,1031
2019-09-29,1018
2019-09-30,1054
2019-10-01,1103
2019-10-02,1052
2019-10-03,1051
2019-10-04,1031
2019-10-05,1021
2019-10-06,1065
2019-10-07,1119
2019-10-08,1175
2019-10-09,1231
2019-10-10,1220
2019-10-11,1182
2019-10-12,1128
2019-10-13,1072
2019-10-14,1027
2019-10-15,990
2019-10-16,964
2019-10-17,915
2019-10-18,906
2019-10-19,948
2019-10-20,996
2019-10-21,1046
2019-10-22,1099
2019-10-23,1119
2019-10-24,1100
2019-10-25,1119
2019-10-26,1105
2019-10-27,1074
2019-10-28,1070
2019-10-29,1076
2019-10-30,1078
2019-10-31,1047
2019-11-01,1065
2019-11-02,1115
2019-11-03,1062
2019-11-04,1033
2019-11-05,1023
2019-11-06,980
2019-11-07,996
2019-11-08,985
2019-11-09,1000
2019-11-10,1000
2019-11-11,970
2019-11-12,1000
2019-11-13,1027
2019-11-14,1030
2019-11-15,1007
2019-11-16,980
2019-11-17,954
2019-11-18,962
2019-11-19,952
2019-11-20,952
2019-11-21,999
2019-11-22,1023
2019-11-23,1041
2019-11-24,993
2019-11-25,1004
2019-11-26,1009
2019-11-27,1032
2019-11-28,1059
2019-11-29,1086
2019-11-30,1098
2019-12-01,1061
2019-12-02,1047
2019-12-03,1060
2019-12-04,1067
2019-12-05,1081
2019-12-06,1082
2019-12-07,1054
2019-12-08,1086
2019-12-09,1121
2019-12-10,1151
2019-12-11,1165
2019-12-12,1183
2019-12-13,1184
2019-12-14,1196
2019-12-15,1222
2019-12-16,1225
2019-12-17,1255
2019-12-18,1271
2019-12-19,1251
2019-12-20,1222
2019-12-21,1217
2019-12-22,1274
2019-12-23,1265
2019-12-24,1246
2019-12-25,1278
2019-12-26,1342
2019-12-27,1389
2019-12-28,1384
2019-12-29,1338
2019-12-30,1357
2019-12-31,1407
2020-01-01,1428
2020-01-02,1423
2020-01-03,1388
2020-01-04,1366
2020-01-05,1340
2020-01-06,1310
2020-01-07,1250
2020-01-08,1215
2020-01-09,1183
2020-01-10,1159
2020-01-11,1146
2020-01-12,1138
2020-01-13,1101
2020-01-14,1059
2020-01-15,1050
2020-01-16,1035
2020-01-17,1024
2020-01-18,972
2020-01-19,950
2020-01-20,958
2020-01-21,1001
2020-01-22,1044
2020-01-23,1059
2020-01-24,1082
2020-01-25,1115
2020-01-26,1171
2020-01-27,1217
2020-01-28,1254
2020-01-29,1288
2020-01-30,1307
2020-01-31,1310
2020-02-01,1263
2020-02-02,1279
2020-02-03,1222
2020-02-04,1217
2020-02-05,1158
2020-02-06,1140
2020-02-07,1083
2020-02-08,1039
2020-02-09,1030
2020-02-10,1038
2020-02-11,1061
2020-02-12,1093
2020-02-13,1102
2020-02-14,1096
2020-02-15,1103
2020-02-16,1135
2020-02-17,1158
2020-02-18,1152
2020-02-19,1172
2020-02-20,1174
2020-02-21,1115
2020-02-22,1113
2020-02-23,1136
2020-02-24,1148
2020-02-25,1205
2020-02-26,1231
2020-02-27,1237
2020-02-28,1239
2020-02-29,1280
2020-03-01,1302
2020-03-02,1262
2020-03-03,1219
2020-03-04,1248
2020-03-05,1277
2020-03-06,1283
2020-03-07,1315
2020-03-08,1284
2020-03-09,1232
2020-03-10,1250
2020-03-11,1234
2020-03-12,1222
2020-03-13,1234
2020-03-14,1247
2020-03-15,1270
2020-03-16,1242
2020-03-17,1283
2020-03-18,1277
2020-03-19,1293
2020-03-20,1334
2020-03-21,1398
2020-03-22,1450
2020-03-23,1477
2020-03-24,1435
2020-03-25,1364
2020-03-26,1335
2020-03-27,1302
2020-03-28,1250
2020-03-29,1238
2020-03-30,1250
2020-03-31,1271
2020-04-01,1316
2020-04-02,1330
2020-04-03,1397
2020-04-04,1467
2020-04-05,1541
2020-04-06,1619
2020-04-07,1700
2020-04-08,1653
2020-04-09,1583
2020-04-10,1558
2020-04-11,1500
2020-04-12,1457
2020-04-13,1427
2020-04-14,1379
2020-04-15,1366
2020-04-16,1315
2020-04-17,1285
2020-04-18,1316
2020-04-19,1265
2020-04-20,1206
2020-04-21,1163
2020-04-22,1130
2020-04-23,1134
2020-04-24,1094
2020-04-25,1084
2020-04-26,1118
2020-04-27,1101
2020-04-28,1151
2020-04-29,1209
2020-04-30,1244
2020-05-01,1240
2020-05-02,1272
2020-05-03,1215
2020-05-04,1163
2020-05-05,1149
2020-05-06,1169
2020-05-07,1205
2020-05-08,1204
2020-05-09,1190
2020-05-10,1216
2020-05-11,1254
2020-05-12,1301
2020-05-13,1364
