date_obj,Deerstalker price
2015-10-27,46860
2015-10-29,46860
2015-10-30,46860
2015-10-31,47357
2015-11-01,47357
2015-11-02,47357
2015-11-03,47357
2015-11-04,47357
2015-11-05,47357
2015-11-06,47148
2015-11-07,47148
2015-11-08,47148
2015-11-09,47148
2015-11-10,47148
2015-11-11,48296
2015-11-12,48296
2015-11-13,48296
2015-11-14,48296
2015-11-15,48296
2015-11-16,48887
2015-11-17,48887
2015-11-18,48887
2015-11-19,48887
2015-11-20,48629
2015-11-21,48629
2015-11-22,48629
2015-11-23,48629
2015-11-24,48698
2015-11-25,48698
2015-11-26,48698
2015-11-27,48698
2015-11-28,48254
2015-11-29,48254
2015-11-30,48254
2015-12-01,48135
2015-12-02,48135
2015-12-03,48135
2015-12-04,48135
2015-12-05,49498
2015-12-06,49498
2015-12-07,49498
2015-12-08,49498
2015-12-09,50750
2015-12-10,50750
2015-12-11,50750
2015-12-12,50750
2015-12-13,50614
2015-12-14,50614
2015-12-15,50614
2015-12-16,50614
2015-12-17,50614
2015-12-18,51100
2015-12-19,51100
2015-12-20,51100
2015-12-21,51100
2015-12-22,51187
2015-12-23,51187
2015-12-24,51187
2015-12-25,51187
2015-12-26,51187
2015-12-27,53119
2015-12-28,53119
2015-12-29,53119
2015-12-30,53119
2015-12-31,51430
2016-01-01,51430
2016-01-02,51430
2016-01-03,51430
2016-01-04,49510
2016-01-05,49510
2016-01-06,49510
2016-01-07,49510
2016-01-08,48304
2016-01-09,48304
2016-01-10,48304
2016-01-11,48304
2016-01-12,48727
2016-01-13,48727
2016-01-14,48727
2016-01-15,48727
2016-01-16,48510
2016-01-17,48510
2016-01-18,48510
2016-01-19,48510
2016-01-20,48777
2016-01-21,48777
2016-01-22,48777
2016-01-23,48446
2016-01-24,48446
2016-01-25,48446
2016-01-26,47889
2016-01-27,47889
2016-01-28,47889
2016-01-29,46332
2016-01-30,46332
2016-01-31,46332
2016-02-01,46332
2016-02-02,46786
2016-02-03,46786
2016-02-04,46786
2016-02-05,46786
2016-02-06,45722
2016-02-07,45722
2016-02-08,45722
2016-02-09,45722
2016-02-10,46557
2016-02-11,46557
2016-02-12,46557
2016-02-13,48734
2016-02-14,48734
2016-02-15,48734
2016-02-16,48734
2016-02-17,50990
2016-02-18,50990
2016-02-19,50990
2016-02-20,50990
2016-02-21,50109
2016-02-22,50109
2016-02-23,50109
2016-02-24,50109
2016-02-25,50714
2016-02-26,50714
2016-02-27,50714
2016-02-28,50714
2016-03-01,51813
2016-03-02,51813
2016-03-03,51813
2016-03-04,51813
2016-03-05,51813
2016-03-06,53838
2016-03-07,53838
2016-03-08,53838
2016-03-09,53838
2016-03-10,53893
2016-03-11,53893
2016-03-12,53893
2016-03-13,53893
2016-03-14,53893
2016-03-15,53539
2016-03-16,53539
2016-03-17,53539
2016-03-18,54638
2016-03-19,54638
2016-03-20,54638
2016-03-21,54638
2016-03-22,56175
2016-03-23,56175
2016-03-24,56175
2016-03-25,56175
2016-03-26,55145
2016-03-27,55145
2016-03-28,55145
2016-03-29,55145
2016-03-30,55145
2016-03-31,52748
2016-04-01,52748
2016-04-02,52748
2016-04-03,52748
2016-04-04,51703
2016-04-05,51703
2016-04-06,51703
2016-04-07,51703
2016-04-08,50017
2016-04-09,50017
2016-04-10,50017
2016-04-11,50017
2016-04-12,48824
2016-04-13,48824
2016-04-14,48824
2016-04-15,47946
2016-04-16,47946
2016-04-17,47946
2016-04-18,47946
2016-04-19,46819
2016-04-20,46819
2016-04-21,46819
2016-04-22,46819
2016-04-23,46285
2016-04-24,46285
2016-04-25,46285
2016-04-26,44512
2016-04-27,44512
2016-04-28,44512
2016-04-29,44512
2016-04-30,43076
2016-05-01,43076
2016-05-02,43076
2016-05-03,41539
2016-05-04,41539
2016-05-05,41539
2016-05-06,39595
2016-05-07,39595
2016-05-08,39595
2016-05-09,38311
2016-05-10,38311
2016-05-11,38311
2016-05-12,36625
2016-05-13,36625
2016-05-14,36625
2016-05-15,35246
2016-05-16,35246
2016-05-17,35246
2016-05-18,34449
2016-05-19,34449
2016-05-22,33008
2016-05-23,33008
2016-05-24,33008
2016-05-25,31816
2016-05-26,31816
2016-05-27,31816
2016-05-28,31113
2016-05-29,31113
2016-05-30,31113
2016-05-31,29683
2016-06-01,29683
2016-06-02,29683
2016-06-03,28484
2016-06-04,28484
2016-06-05,28484
2016-06-06,27644
2016-06-07,27644
2016-06-08,27644
2016-06-09,27455
2016-06-10,27455
2016-06-11,27455
2016-06-12,26224
2016-06-13,26224
2016-06-14,26224
2016-06-15,26224
2016-06-16,26567
2016-06-17,26567
2016-06-18,26567
2016-06-19,26261
2016-06-20,26261
2016-06-21,26261
2016-06-22,26261
2016-06-23,26178
2016-06-24,26178
2016-06-25,26178
2016-06-26,25669
2016-06-27,25669
2016-06-28,25669
2016-06-29,25319
2016-06-30,25319
2016-07-01,25319
2016-07-02,25010
2016-07-03,25010
2016-07-04,25010
2016-07-05,24675
2016-07-06,24675
2016-07-07,24675
2016-07-08,23552
2016-07-09,23552
2016-07-10,22480
2016-07-11,22480
2016-07-12,22480
2016-07-13,21662
2016-07-14,21662
2016-07-15,21662
2016-07-16,21860
2016-07-17,21860
2016-07-18,21860
2016-07-23,22083
2016-07-24,22416
2016-07-25,22416
2016-07-26,22416
2016-07-27,22416
2016-07-28,22416
2016-07-29,23094
2016-07-30,23094
2016-07-31,23094
2016-08-01,23094
2016-08-02,23879
2016-08-03,23879
2016-08-04,23879
2016-08-05,23879
2016-08-06,24003
2016-08-07,24003
2016-08-08,24003
2016-08-09,24003
2016-08-10,25075
2016-08-11,25075
2016-08-12,25075
2016-08-13,25075
2016-08-14,25075
2016-08-15,25859
2016-08-16,25859
2016-08-17,25859
2016-08-18,25859
2016-08-19,25564
2016-08-20,25564
2016-08-21,25564
2016-08-22,25564
2016-08-23,25668
2016-08-24,25668
2016-08-25,25668
2016-08-26,25668
2016-08-28,26698
2016-08-31,26698
2016-09-01,27227
2016-09-02,27227
2016-09-03,27227
2016-09-04,27227
2016-09-05,27164
2016-09-06,27164
2016-09-07,27164
2016-09-08,27164
2016-09-09,27164
2016-09-10,27108
2016-09-11,27108
2016-09-12,27108
2016-09-13,27108
2016-09-14,27108
2016-09-15,28042
2016-09-16,28042
2016-09-17,28042
2016-09-18,28042
2016-09-19,28992
2016-09-20,28992
2016-09-21,28992
2016-09-22,28992
2016-09-23,28992
2016-09-24,28992
2016-09-25,29463
2016-09-26,29463
2016-09-27,29463
2016-09-28,29463
2016-09-29,29463
2016-09-30,30769
2016-10-01,30769
2016-10-02,30769
2016-10-03,30769
2016-10-04,30769
2016-10-05,31972
2016-10-06,31972
2016-10-07,31972
2016-10-08,31972
2016-10-09,31972
2016-10-10,31460
2016-10-11,31460
2016-10-12,31460
2016-10-13,31460
2016-10-14,31330
2016-10-15,31330
2016-10-16,31330
2016-10-17,32848
2016-10-18,32848
2016-10-19,32848
2016-10-20,32848
2016-10-21,32182
2016-10-22,32182
2016-10-23,32182
2016-10-24,32182
2016-10-25,32182
2016-10-26,31618
2016-10-27,31618
2016-10-28,31618
2016-10-29,31618
2016-10-30,31618
2016-10-31,31759
2016-11-01,31759
2016-11-02,31759
2016-11-03,31759
2016-11-04,31424
2016-11-05,31424
2016-11-06,31424
2016-11-07,31424
2016-11-08,31424
2016-11-09,31690
2016-11-10,31690
2016-11-11,31690
2016-11-12,31690
2016-11-13,31690
2016-11-14,31017
2016-11-15,31017
2016-12-07,30091
2016-12-08,30091
2016-12-09,30091
2016-12-10,30091
2016-12-11,30027
2016-12-12,30027
2016-12-13,30027
2016-12-14,30027
2016-12-15,30027
2016-12-16,29373
2016-12-17,29373
2016-12-18,29373
2016-12-19,29373
2016-12-20,29469
2016-12-21,29469
2016-12-22,29469
2016-12-23,29345
2016-12-24,29345
2016-12-25,29345
2016-12-26,29345
2016-12-27,28246
2016-12-28,28246
2016-12-29,28246
2016-12-30,28246
2016-12-31,28246
2017-01-01,28167
2017-01-02,28167
2017-01-03,28167
2017-01-04,28216
2017-01-05,28216
2017-01-06,28216
2017-01-07,28216
2017-01-08,28026
2017-01-09,28026
2017-01-10,28026
2017-01-11,27701
2017-01-12,27701
2017-01-13,27701
2017-01-14,27701
2017-01-15,27141
2017-01-16,27141
2017-01-17,27141
2017-01-18,27141
2017-01-19,26980
2017-01-20,26980
2017-01-21,26980
2017-01-22,26980
2017-01-23,26350
2017-01-27,26975
2017-01-28,26975
2017-01-29,25972
2017-01-30,25972
2017-01-31,25972
2017-02-01,25355
2017-02-02,25355
2017-02-03,25355
2017-02-04,25355
2017-02-05,25355
2017-02-06,24594
2017-02-07,24594
2017-02-08,24594
2017-02-09,24594
2017-02-10,23750
2017-02-11,23750
2017-02-12,23750
2017-02-13,23750
2017-02-14,23768
2017-02-15,23768
2017-02-16,23768
2017-02-18,23768
2017-02-19,23559
2017-02-20,23559
2017-02-21,23559
2017-02-22,23559
2017-02-23,22437
2017-02-24,22437
2017-02-25,22437
2017-02-26,22437
2017-02-27,22952
2017-02-28,22952
2017-03-01,22952
2017-03-02,23300
2017-03-03,23300
2017-03-04,23300
2017-03-05,23300
2017-03-06,24180
2017-03-07,24180
2017-03-08,24180
2017-03-09,25033
2017-03-10,25033
2017-03-11,25033
2017-03-12,26250
2017-03-13,26250
2017-03-14,26250
2017-03-15,27169
2017-03-16,27169
2017-03-17,27169
2017-03-18,27169
2017-03-19,27298
2017-03-20,27298
2017-03-21,27298
2017-03-22,27246
2017-03-23,27246
2017-03-24,27246
2017-03-25,27246
2017-03-26,26465
2017-03-27,26465
2017-03-28,26465
2017-03-29,26465
2017-03-30,25414
2017-03-31,25414
2017-04-01,25414
2017-04-02,25414
2017-04-03,24958
2017-04-04,24958
2017-04-12,25056
2017-04-13,25056
2017-04-14,25763
2017-04-15,25763
2017-04-16,25763
2017-04-17,26246
2017-04-18,26246
2017-04-19,26246
2017-04-20,26246
2017-04-21,26246
2017-04-22,26814
2017-04-23,26814
2017-04-24,26814
2017-04-25,26814
2017-04-26,27311
2017-04-27,27311
2017-04-28,27311
2017-04-29,26714
2017-04-30,26714
2017-05-01,26714
2017-05-02,26714
2017-05-03,26531
2017-05-04,26531
2017-05-05,26531
2017-05-06,26531
2017-05-07,25850
2017-05-08,25850
2017-05-09,25850
2017-05-10,25850
2017-05-11,25529
2017-05-12,25529
2017-05-13,25529
2017-05-14,25529
2017-05-15,25703
2017-05-16,25703
2017-05-17,25703
2017-05-18,24718
2017-05-19,24718
2017-05-20,24718
2017-05-21,24718
2017-05-22,24332
2017-05-23,24332
2017-05-24,24332
2017-05-25,24332
2017-05-26,24332
2017-05-27,23430
2017-05-28,23430
2017-05-29,23430
2017-05-30,23430
2017-05-31,23251
2017-06-01,23251
2017-06-02,23251
2017-06-03,23251
2017-06-04,22224
2017-06-05,22224
2017-06-06,22224
2017-06-07,21955
2017-06-08,21955
2017-06-09,21955
2017-06-10,21955
2017-06-11,21700
2017-06-12,21700
2017-06-13,21700
2017-06-14,21700
2017-06-15,21524
2017-06-16,21524
2017-06-17,21524
2017-06-18,20519
2017-06-19,20519
2017-06-20,20519
2017-06-21,20519
2017-06-22,19568
2017-06-23,19568
2017-06-24,19568
2017-06-25,19568
2017-06-26,19292
2017-06-27,19292
2017-06-28,19292
2017-06-29,19292
2017-06-30,18597
2017-07-01,18597
2017-07-02,18597
2017-07-03,18597
2017-07-04,18597
2017-07-05,18597
2017-07-06,18754
2017-07-07,18754
2017-07-08,18754
2017-07-13,19674
2017-07-14,19674
2017-07-15,19674
2017-07-16,19995
2017-07-17,19995
2017-07-18,19995
2017-07-19,19995
2017-07-20,20287
2017-07-21,20287
2017-07-22,20287
2017-07-23,20287
2017-07-24,20287
2017-07-25,21067
2017-07-26,21067
2017-07-27,21067
2017-07-28,21067
2017-07-29,21912
2017-07-30,21912
2017-07-31,21912
2017-08-01,21912
2017-08-02,21891
2017-08-03,21891
2017-08-04,21891
2017-08-05,21891
2017-08-06,20930
2017-08-09,20930
2017-08-10,20981
2017-08-11,20981
2017-08-12,20981
2017-08-13,20981
2017-08-14,21195
2017-08-15,21195
2017-08-16,21195
2017-08-17,21195
2017-08-18,21195
2017-08-19,20894
2017-08-20,20894
2017-08-21,20894
2017-08-22,20894
2017-08-23,20715
2017-08-24,20715
2017-08-25,20715
2017-08-26,20715
2017-08-27,20715
2017-08-28,21327
2017-08-29,21327
2017-08-30,21327
2017-08-31,21327
2017-09-01,21327
2017-09-03,22301
2017-09-04,22301
2017-09-05,22301
2017-09-06,22301
2017-09-07,22962
2017-09-08,22962
2017-09-09,22962
2017-09-10,22962
2017-09-11,23835
2017-09-12,23835
2017-09-13,23835
2017-09-14,23835
2017-09-15,23835
2017-09-16,25022
2017-09-17,25022
2017-09-18,25022
2017-09-19,25022
2017-09-20,26159
2017-09-21,26159
2017-09-22,26159
2017-09-23,26159
2017-09-24,27361
2017-09-25,27361
2017-09-26,27361
2017-09-27,27361
2017-09-28,27361
2017-09-29,28403
2017-09-30,28403
2017-10-01,28403
2017-10-02,28403
2017-10-03,28403
2017-10-04,29375
2017-10-05,29375
2017-10-06,29375
2017-10-07,29375
2017-10-08,29375
2017-10-09,29201
2017-10-10,29201
2017-10-11,29201
2017-10-12,29716
2017-10-13,29716
2017-10-14,29716
2017-10-15,29716
2017-10-16,29294
2017-10-17,29294
2017-10-18,29294
2017-10-19,29294
2017-10-20,29294
2017-10-21,29294
2017-10-22,28986
2017-10-23,28986
2017-10-24,28986
2017-10-25,28986
2017-10-26,28986
2017-10-27,28288
2017-10-28,28288
2017-10-29,28288
2017-10-30,28288
2017-10-31,28288
2017-11-01,28288
2017-11-02,27420
2017-11-03,27420
2017-11-04,27420
2017-11-05,27420
2017-11-06,27420
2017-11-07,27010
2017-11-08,27010
2017-11-09,27010
2017-11-10,27010
2017-11-11,27321
2017-11-12,27321
2017-11-13,27321
2017-11-14,27321
2017-11-15,27887
2017-11-16,27887
2017-11-17,27887
2017-11-18,27887
2017-11-19,27887
2017-11-20,28563
2017-11-21,28563
2017-11-22,28563
2017-11-23,28563
2017-11-24,28563
2017-11-25,28922
2017-11-26,28922
2017-11-27,28922
2017-11-28,28922
2017-11-29,28922
2017-11-30,28638
2017-12-01,28638
2017-12-02,28638
2017-12-03,28638
2017-12-04,28638
2017-12-05,29130
2017-12-06,29130
2017-12-07,29130
2017-12-08,29130
2017-12-09,29130
2017-12-10,29365
2017-12-11,29365
2017-12-12,29365
2017-12-13,29365
2017-12-14,29365
2017-12-15,29606
2017-12-16,29606
2017-12-17,29606
2017-12-18,29606
2017-12-19,29606
2017-12-20,29912
2017-12-21,29912
2017-12-22,29912
2017-12-23,29912
2017-12-24,29914
2017-12-25,29914
2017-12-26,29914
2017-12-27,29914
2017-12-28,29914
2017-12-29,30093
2017-12-30,30093
2017-12-31,30093
2018-01-01,30093
2018-01-02,31207
2018-01-03,31207
2018-01-04,31207
2018-01-05,31207
2018-01-06,31825
2018-01-07,31825
2018-01-08,31825
2018-01-09,31825
2018-01-10,31571
2018-01-11,31571
2018-01-12,31571
2018-01-13,31571
2018-01-14,32314
2018-01-15,32314
2018-01-16,32314
2018-01-17,32314
2018-01-18,31925
2018-01-19,31925
2018-01-20,31925
2018-01-21,31925
2018-01-22,32356
2018-01-23,32356
2018-01-25,32356
2018-01-26,33206
2018-01-27,33206
2018-01-28,33206
2018-01-29,33206
2018-01-30,33139
2018-01-31,33139
2018-02-01,33139
2018-02-02,33139
2018-02-03,33139
2018-02-04,32969
2018-02-05,32969
2018-02-06,32969
2018-02-07,32969
2018-02-08,32969
2018-02-09,33164
2018-02-10,33164
2018-02-11,33164
2018-02-12,33164
2018-02-13,32901
2018-02-14,32901
2018-02-15,32901
2018-02-16,32901
2018-02-17,32970
2018-02-18,32970
2018-02-19,32970
2018-02-20,32970
2018-02-21,32991
2018-02-22,32991
2018-02-23,32991
2018-02-24,32991
2018-02-25,32565
2018-02-26,32565
2018-02-27,32565
2018-02-28,32893
2018-03-01,32893
2018-03-02,32893
2018-03-03,32784
2018-03-04,32784
2018-03-05,32784
2018-03-06,32784
2018-03-07,32487
2018-03-08,32487
2018-03-09,32487
2018-03-10,32487
2018-03-11,31651
2018-03-12,31651
2018-03-13,31651
2018-03-14,31651
2018-03-15,31651
2018-03-16,31059
2018-03-17,31059
2018-03-18,31059
2018-03-19,31059
2018-03-20,29820
2018-03-21,29820
2018-03-23,29820
2018-03-24,30373
2018-03-25,30373
2018-03-26,30373
2018-03-27,29734
2018-03-28,29734
2018-03-29,29734
2018-03-30,29734
2018-03-31,29096
2018-04-01,29096
2018-04-02,29096
2018-04-03,29331
2018-04-04,29331
2018-04-05,29331
2018-04-06,29331
2018-04-07,29331
2018-04-08,29956
2018-04-09,29956
2018-04-10,29956
2018-04-11,29956
2018-04-12,29956
2018-04-13,29250
2018-04-14,29250
2018-04-15,29250
2018-04-16,29250
2018-04-17,28862
2018-04-18,28862
2018-04-19,28862
2018-04-20,28862
2018-04-21,29477
2018-04-22,29477
2018-04-23,29477
2018-04-24,29477
2018-04-25,29464
2018-04-26,29464
2018-04-27,29464
2018-04-28,29464
2018-04-29,29136
2018-04-30,29136
2018-05-01,29136
2018-05-03,29238
2018-05-04,29238
2018-05-05,29238
2018-05-07,28687
2018-05-08,28687
2018-05-09,28687
2018-05-10,28687
2018-05-11,28687
2018-05-12,28261
2018-05-13,28261
2018-05-14,28261
2018-05-15,28261
2018-05-16,27881
2018-05-17,27881
2018-05-18,27881
2018-05-19,27881
2018-05-20,27033
2018-05-21,27033
2018-05-22,27033
2018-05-23,27033
2018-05-24,28092
2018-05-25,28092
2018-05-26,28092
2018-05-27,28092
2018-05-28,28343
2018-05-29,28343
2018-05-30,28343
2018-05-31,28343
2018-06-01,29738
2018-06-02,29738
2018-06-03,29738
2018-06-04,31010
2018-06-05,31010
2018-06-06,31569
2018-06-07,31569
2018-06-08,31569
2018-06-09,31569
2018-06-10,33093
2018-06-11,33093
2018-06-12,33093
2018-06-13,33093
2018-06-14,33928
2018-06-15,33928
2018-06-16,33928
2018-06-17,33928
2018-06-18,33258
2018-06-19,33258
2018-06-20,33258
2018-06-21,33258
2018-06-22,32830
2018-06-23,32830
2018-06-24,32830
2018-06-25,32830
2018-06-26,32215
2018-06-27,32215
2018-06-28,32215
2018-06-29,32215
2018-06-30,31699
2018-07-01,31699
2018-07-02,31699
2018-07-03,31699
2018-07-04,30166
2018-07-05,30166
2018-07-06,30166
2018-07-07,28708
2018-07-08,28708
2018-07-09,28708
2018-07-10,27514
2018-07-11,27514
2018-07-12,27514
2018-07-13,27514
2018-07-14,26908
2018-07-15,26908
2018-07-16,26908
2018-07-17,26908
2018-07-18,27180
2018-07-19,27180
2018-07-20,27180
2018-07-21,27180
2018-07-22,26488
2018-07-23,26488
2018-07-24,26488
2018-07-25,26488
2018-07-26,26488
2018-07-27,26488
2018-07-28,27100
2018-07-29,27100
2018-07-30,27100
2018-07-31,27747
2018-08-01,27747
2018-08-02,27747
2018-08-03,27747
2018-08-04,28203
2018-08-05,28203
2018-08-06,28203
2018-08-07,28203
2018-08-08,27869
2018-08-09,27869
2018-08-10,27869
2018-08-11,27869
2018-08-12,28229
2018-08-14,28229
2018-08-16,28585
2018-08-17,28585
2018-08-18,28585
2018-08-19,28585
2018-08-20,27740
2018-08-21,27740
2018-08-22,27740
2018-08-23,27740
2018-08-24,26581
2018-08-25,26581
2018-08-26,26581
2018-08-27,25765
2018-08-28,25765
2018-08-29,25765
2018-08-30,25765
2018-08-31,25433
2018-09-01,25433
2018-09-02,25433
2018-09-03,24764
2018-09-04,24764
2018-09-05,24764
2018-09-06,24764
2018-09-07,23918
2018-09-08,23918
2018-09-09,23918
2018-09-10,23918
2018-09-11,23918
2018-09-12,23068
2018-09-13,23068
2018-09-14,23068
2018-09-15,23068
2018-09-16,21990
2018-09-17,21990
2018-09-18,21990
2018-09-19,21851
2018-09-20,21851
2018-09-21,21851
2018-09-22,22062
2018-09-23,22062
2018-09-24,22062
2018-09-25,22062
2018-09-26,21442
2018-09-27,21442
2018-09-28,21442
2018-09-29,21442
2018-09-30,20782
2018-10-01,20782
2018-10-02,20782
2018-10-03,20178
2018-10-04,20178
2018-10-05,20178
2018-10-06,20294
2018-10-07,20294
2018-10-08,20294
2018-10-09,20846
2018-10-10,20846
2018-10-11,20846
2018-10-12,20846
2018-10-13,21614
2018-10-14,21614
2018-10-15,21614
2018-10-16,21614
2018-10-17,22506
2018-10-18,22506
2018-10-19,22506
2018-10-20,22506
2018-10-21,22753
2018-10-22,22753
2018-10-23,22753
2018-10-24,23256
2018-10-25,23256
2018-10-26,23256
2018-10-27,23256
2018-10-28,22712
2018-10-29,22712
2018-10-30,22712
2018-10-31,22712
2018-11-01,21960
2018-11-03,21960
2018-11-04,21960
2018-11-05,22202
2018-11-06,22202
2018-11-07,22202
2018-11-08,22068
2018-11-09,22068
2018-11-10,22068
2018-11-11,21338
2018-11-12,21338
2018-11-13,20880
2018-11-14,20880
2018-11-15,20880
2018-11-16,20498
2018-11-17,20498
2018-11-18,20498
2018-11-19,20772
2018-11-20,20772
2018-11-21,20772
2018-11-22,21280
2018-11-23,21280
2018-11-24,21280
2018-11-25,22082
2018-11-26,22082
2018-11-27,22082
2018-11-28,22495
2018-11-29,22495
2018-12-01,22718
2018-12-02,22718
2018-12-03,22718
2018-12-04,22501
2018-12-05,22501
2018-12-07,22148
2018-12-09,21305
2018-12-10,21305
2018-12-11,21305
2018-12-12,21099
2018-12-13,21099
2018-12-14,21099
2018-12-15,21718
2018-12-16,21718
2018-12-17,21718
2018-12-18,21764
2018-12-19,21764
2018-12-20,21764
2018-12-21,21657
2018-12-22,21657
2018-12-23,21657
2018-12-24,21700
2018-12-25,21700
2018-12-26,21700
2018-12-27,21700
2018-12-28,21985
2018-12-29,21985
2018-12-30,21330
2018-12-31,21330
2019-01-01,21406
2019-01-02,21406
2019-01-03,21214
2019-01-04,21214
2019-01-05,20798
2019-01-06,20798
2019-01-08,20041
2019-01-10,19308
2019-01-11,18632
2019-01-12,18632
2019-01-13,17730
2019-01-14,17730
2019-01-15,16865
2019-01-16,16865
2019-01-17,16493
2019-01-18,16493
2019-01-19,16366
2019-01-20,16366
2019-01-21,16366
2019-01-22,16138
2019-01-23,16138
2019-01-24,15839
2019-01-25,15839
2019-01-26,15384
2019-01-27,15384
2019-01-28,15384
2019-01-29,14969
2019-01-30,14969
2019-01-31,14969
2019-02-01,14986
2019-02-02,14986
2019-02-03,14986
2019-02-04,14533
2019-02-05,14533
2019-02-06,14533
2019-02-07,14511
2019-02-08,14511
2019-02-09,14318
2019-02-10,14318
2019-02-11,14765
2019-02-12,14765
2019-02-13,15260
2019-02-14,15260
2019-02-15,15463
2019-02-16,15463
2019-02-17,15463
2019-02-18,15756
2019-02-19,15756
2019-02-20,16221
2019-02-21,16221
2019-02-22,16725
2019-02-23,16725
2019-02-24,17562
2019-02-25,17562
2019-02-26,18302
2019-02-27,18302
2019-02-28,18302
2019-03-01,19192
2019-03-02,19192
2019-03-03,20145
2019-03-04,20145
2019-03-05,21096
2019-03-06,21096
2019-03-07,21899
2019-03-08,21899
2019-03-09,21899
2019-03-10,22770
2019-03-11,22770
2019-03-12,23909
2019-03-13,23909
2019-03-14,23909
2019-03-15,24566
2019-03-16,24566
2019-03-17,25795
2019-03-18,25795
2019-03-19,25371
2019-03-20,25371
2019-03-21,26141
2019-03-22,26141
2019-03-23,27218
2019-03-24,27218
2019-03-25,27218
2019-03-26,28579
2019-03-27,28579
2019-03-28,29967
2019-03-29,29967
