date_obj,Blessed%20spirit%20shield price
2016-03-14,827940
2016-03-15,831875
2016-03-16,832330
2016-03-17,843492
2016-03-18,854804
2016-03-19,850450
2016-03-20,843226
2016-03-21,838824
2016-03-22,832035
2016-03-23,823526
2016-03-24,816084
2016-03-25,819363
2016-03-26,831640
2016-03-27,826910
2016-03-28,835382
2016-03-29,828715
2016-03-30,828715
2016-03-31,824384
2016-04-01,827830
2016-04-02,847848
2016-04-03,828771
2016-04-04,830510
2016-04-05,826601
2016-04-06,839522
2016-04-07,834423
2016-04-08,837433
2016-04-09,834081
2016-04-10,841806
2016-04-11,841806
2016-04-12,832052
2016-04-13,832246
2016-04-14,850840
2016-04-15,846386
2016-04-16,836675
2016-04-17,830624
2016-04-18,833169
2016-04-19,833026
2016-04-20,830442
2016-04-21,831583
2016-04-22,831583
2016-04-23,832761
2016-04-24,849504
2016-04-25,831490
2016-04-26,831445
2016-04-27,829105
2016-04-28,832231
2016-04-29,830955
2016-04-30,833564
2016-05-01,827756
2016-05-02,827520
2016-05-03,832776
2016-05-04,833545
2016-05-05,833539
2016-05-06,833539
2016-05-07,839695
2016-05-08,852051
2016-05-09,845804
2016-05-10,833338
2016-05-11,829404
2016-05-12,830504
2016-05-13,852080
2016-05-14,848408
2016-05-15,829767
2016-05-16,831190
2016-05-17,830406
2016-05-18,834386
2016-05-19,833939
2016-05-22,829570
2016-05-23,830326
2016-05-24,830326
2016-05-25,830186
2016-05-26,837508
2016-05-27,830227
2016-05-28,838879
2016-05-29,842555
2016-05-30,837799
2016-05-31,834869
2016-06-01,830499
2016-06-02,828253
2016-06-03,836253
2016-06-04,829782
2016-06-05,825905
2016-06-06,824132
2016-06-07,811869
2016-06-08,818376
2016-06-09,833084
2016-06-10,826670
2016-06-11,828097
2016-06-12,819662
2016-06-13,817917
2016-06-14,825915
2016-06-15,827505
2016-06-16,835679
2016-06-17,831510
2016-06-18,822474
2016-06-19,826139
2016-06-20,825757
2016-06-21,826309
2016-06-22,826233
2016-06-23,823488
2016-06-24,832580
2016-06-25,827171
2016-06-26,825442
2016-06-27,830714
2016-06-28,833845
2016-06-29,831492
2016-06-30,831479
2016-07-01,833655
2016-07-02,837533
2016-07-03,839246
2016-07-04,838241
2016-07-05,829925
2016-07-06,837938
2016-07-07,827826
2016-07-08,828571
2016-07-09,861859
2016-07-10,848725
2016-07-11,849816
2016-07-12,864790
2016-07-13,904219
2016-07-14,920186
2016-07-15,882941
2016-07-16,887637
2016-07-17,902085
2016-07-18,879889
2016-07-23,881210
2016-07-24,871924
2016-07-25,859963
2016-07-26,856841
2016-07-27,861554
2016-07-28,844561
2016-07-29,851788
2016-07-30,843802
2016-07-31,843802
2016-08-01,842234
2016-08-02,841160
2016-08-03,858996
2016-08-04,848881
2016-08-05,864183
2016-08-06,842006
2016-08-07,877918
2016-08-08,854429
2016-08-09,835982
2016-08-10,835689
2016-08-11,844588
2016-08-12,837071
2016-08-13,840429
2016-08-14,842432
2016-08-15,839281
2016-08-16,833113
2016-08-17,844470
2016-08-18,842843
2016-08-19,840477
2016-08-20,840100
2016-08-21,868140
2016-08-22,836683
2016-08-23,830221
2016-08-24,838777
2016-08-25,835542
2016-08-26,835542
2016-08-28,833437
2016-08-31,834064
2016-09-01,845812
2016-09-02,845812
2016-09-03,838271
2016-09-04,833674
2016-09-05,843980
2016-09-06,833343
2016-09-07,836847
2016-09-08,836003
2016-09-09,822072
2016-09-10,812803
2016-09-11,812803
2016-09-12,835986
2016-09-13,839019
2016-09-14,839019
2016-09-15,830195
2016-09-16,830195
2016-09-17,839214
2016-09-18,838644
2016-09-19,832551
2016-09-20,848139
2016-09-21,831999
2016-09-22,833353
2016-09-23,831389
2016-09-24,831389
2016-09-25,827572
2016-09-26,827572
2016-09-27,828991
2016-09-28,831115
2016-09-29,847380
2016-09-30,846453
2016-10-01,842852
2016-10-02,842852
2016-10-03,839012
2016-10-04,860905
2016-10-05,870812
2016-10-06,840419
2016-10-07,833805
2016-10-08,835854
2016-10-09,835854
2016-10-10,851175
2016-10-11,844217
2016-10-12,840093
2016-10-13,842999
2016-10-14,844071
2016-10-15,856562
2016-10-16,855174
2016-10-17,845886
2016-10-18,849188
2016-10-19,840878
2016-10-20,842127
2016-10-21,841986
2016-10-22,869139
2016-10-23,851896
2016-10-24,838388
2016-10-25,838388
2016-10-26,836081
2016-10-27,836214
2016-10-28,835039
2016-10-29,842228
2016-10-30,857100
2016-10-31,847481
2016-11-01,847481
2016-11-02,855254
2016-11-03,856812
2016-11-04,862295
2016-11-05,849889
2016-11-06,842701
2016-11-07,835000
2016-11-08,828527
2016-11-09,835690
2016-11-10,841914
2016-11-11,844653
2016-11-12,845072
2016-11-13,836617
2016-11-14,840309
2016-11-15,838231
2016-12-07,836386
2016-12-08,835765
2016-12-09,834144
2016-12-10,828627
2016-12-11,827373
2016-12-12,827537
2016-12-13,828788
2016-12-14,821533
2016-12-15,833456
2016-12-16,838530
2016-12-17,839152
2016-12-18,835543
2016-12-19,836822
2016-12-20,838539
2016-12-21,840489
2016-12-22,841371
2016-12-23,840475
2016-12-24,836061
2016-12-25,841888
2016-12-26,856996
2016-12-27,853357
2016-12-28,846221
2016-12-29,844097
2016-12-30,843341
2016-12-31,846622
2017-01-01,841896
2017-01-02,836889
2017-01-03,837588
2017-01-04,855929
2017-01-05,896090
2017-01-06,940647
2017-01-07,987680
2017-01-08,1036682
2017-01-09,1082829
2017-01-10,1109700
2017-01-11,1071803
2017-01-12,1075534
2017-01-13,1064602
2017-01-14,1057707
2017-01-15,1013886
2017-01-16,971365
2017-01-17,943210
2017-01-18,924982
2017-01-19,908839
2017-01-20,921197
2017-01-21,919964
2017-01-22,898879
2017-01-23,892028
2017-01-27,897386
2017-01-28,880392
2017-01-29,866879
2017-01-30,861759
2017-01-31,851216
2017-02-01,847929
2017-02-02,852755
2017-02-03,853238
2017-02-04,859595
2017-02-05,846671
2017-02-06,844043
2017-02-07,837268
2017-02-08,843864
2017-02-09,836560
2017-02-10,837793
2017-02-11,846749
2017-02-12,845797
2017-02-13,852006
2017-02-14,847619
2017-02-15,842838
2017-02-16,839162
2017-02-18,852916
2017-02-19,872787
2017-02-20,857613
2017-02-21,850625
2017-02-22,844172
2017-02-23,844638
2017-02-24,851230
2017-02-25,849551
2017-02-26,854210
2017-02-27,859778
2017-02-28,852891
2017-03-01,868429
2017-03-02,891404
2017-03-03,890039
2017-03-04,910874
2017-03-05,901476
2017-03-06,886305
2017-03-07,864290
2017-03-08,860632
2017-03-09,854741
2017-03-10,868266
2017-03-11,881854
2017-03-12,866887
2017-03-13,867573
2017-03-14,875697
2017-03-15,884496
2017-03-16,901302
2017-03-17,928120
2017-03-18,926322
2017-03-19,901410
2017-03-20,890894
2017-03-21,879821
2017-03-22,859540
2017-03-23,866064
2017-03-24,874533
2017-03-25,884706
2017-03-26,885701
2017-03-27,870776
2017-03-28,860778
2017-03-29,851090
2017-03-30,860972
2017-03-31,864192
2017-04-01,878190
2017-04-02,876695
2017-04-03,871717
2017-04-04,876617
2017-04-12,855458
2017-04-13,868745
2017-04-14,862594
2017-04-15,862429
2017-04-16,858524
2017-04-17,854884
2017-04-18,868482
2017-04-19,881753
2017-04-20,883033
2017-04-21,882182
2017-04-22,884724
2017-04-23,878322
2017-04-24,863606
2017-04-25,853824
2017-04-26,853705
2017-04-27,851889
2017-04-28,854319
2017-04-29,847574
2017-04-30,861485
2017-05-01,864735
2017-05-02,859115
2017-05-03,856237
2017-05-04,843967
2017-05-05,849375
2017-05-06,851454
2017-05-07,848072
2017-05-08,853107
2017-05-09,843733
2017-05-10,852943
2017-05-11,861515
2017-05-12,866617
2017-05-13,868386
2017-05-14,858156
2017-05-15,855477
2017-05-16,853517
2017-05-17,856401
2017-05-18,869430
2017-05-19,857272
2017-05-20,863645
2017-05-21,879555
2017-05-22,871622
2017-05-23,885111
2017-05-24,883087
2017-05-25,841646
2017-05-26,810053
2017-05-27,774332
2017-05-28,760721
2017-05-29,760361
2017-05-30,762924
2017-05-31,774194
2017-06-01,791283
2017-06-02,823525
2017-06-03,861492
2017-06-04,878069
2017-06-05,920347
2017-06-06,904765
2017-06-07,903570
2017-06-08,918489
2017-06-09,944093
2017-06-10,950272
2017-06-11,945675
2017-06-12,908165
2017-06-13,862766
2017-06-14,836040
2017-06-15,831426
2017-06-16,831087
2017-06-17,827744
2017-06-18,822989
2017-06-19,822989
2017-06-20,835602
2017-06-21,853333
2017-06-22,839097
2017-06-23,836315
2017-06-24,834397
2017-06-25,826249
2017-06-26,832021
2017-06-27,851540
2017-06-28,861566
2017-06-29,854204
2017-06-30,836118
2017-07-01,836118
2017-07-02,845200
2017-07-03,859619
2017-07-04,867987
2017-07-05,867987
2017-07-06,873010
2017-07-07,879707
2017-07-08,891658
2017-07-13,946777
2017-07-14,932021
2017-07-15,903360
2017-07-16,882070
2017-07-17,883208
2017-07-18,901386
2017-07-19,935291
2017-07-20,948181
2017-07-21,952886
2017-07-22,938345
2017-07-23,925904
2017-07-24,920954
2017-07-25,887441
2017-07-26,862520
2017-07-27,869196
2017-07-28,862032
2017-07-29,875340
2017-07-30,862806
2017-07-31,882511
2017-08-01,907481
2017-08-02,933508
2017-08-03,921446
2017-08-04,922349
2017-08-05,914108
2017-08-06,924019
2017-08-09,909859
2017-08-10,896465
2017-08-11,889743
2017-08-12,883722
2017-08-13,884649
2017-08-14,887307
2017-08-15,883968
2017-08-16,877205
2017-08-17,875644
2017-08-18,877235
2017-08-19,869352
2017-08-20,876288
2017-08-21,874608
2017-08-22,872111
2017-08-23,871851
2017-08-24,867614
2017-08-25,872232
2017-08-26,871714
2017-08-27,874745
2017-08-28,873299
2017-08-29,872564
2017-08-30,874266
2017-08-31,876603
2017-09-01,876985
2017-09-02,884418
2017-09-03,920465
2017-09-04,953048
2017-09-05,955237
2017-09-06,919102
2017-09-07,887046
2017-09-08,885196
2017-09-09,883740
2017-09-10,889427
2017-09-11,897448
2017-09-12,912663
2017-09-13,914809
2017-09-14,897938
2017-09-15,897938
2017-09-16,893864
2017-09-17,899581
2017-09-18,900834
2017-09-19,894056
2017-09-20,897385
2017-09-22,893223
2017-09-23,889971
2017-09-24,887643
2017-09-25,890202
2017-09-26,891072
2017-09-27,889840
2017-09-28,912350
2017-09-29,948979
2017-09-30,940302
2017-10-01,927536
2017-10-02,915434
2017-10-03,898376
2017-10-04,890091
2017-10-05,874005
2017-10-06,871629
2017-10-07,876355
2017-10-08,879217
2017-10-09,887508
2017-10-10,878923
2017-10-11,878923
2017-10-12,879119
2017-10-13,882770
2017-10-14,897253
2017-10-15,889348
2017-10-16,887662
2017-10-17,887662
2017-10-18,888511
2017-10-19,889265
2017-10-20,889910
2017-10-21,890319
2017-10-22,891381
2017-10-23,889205
2017-10-24,891292
2017-10-25,892396
2017-10-26,906788
2017-10-27,903111
2017-10-28,903111
2017-10-29,910201
2017-10-30,910959
2017-10-31,901722
2017-11-01,898594
2017-11-02,896253
2017-11-03,896526
2017-11-04,893747
2017-11-05,891726
2017-11-06,884392
2017-11-07,889067
2017-11-08,890221
2017-11-09,883451
2017-11-10,881608
2017-11-11,883451
2017-11-12,885476
2017-11-13,882076
2017-11-14,877753
2017-11-15,879672
2017-11-16,880098
2017-11-17,875810
2017-11-18,872213
2017-11-19,862238
2017-11-20,862817
2017-11-21,863240
2017-11-22,872609
2017-11-23,884428
2017-11-24,889861
2017-11-25,888483
2017-11-26,883521
2017-11-27,889169
2017-11-28,887637
2017-11-29,888612
2017-11-30,884495
2017-12-01,886437
2017-12-02,890685
2017-12-03,890059
2017-12-04,871107
2017-12-05,878096
2017-12-06,878421
2017-12-07,876644
2017-12-08,880530
2017-12-09,878483
2017-12-10,879302
2017-12-11,871742
2017-12-12,874475
2017-12-13,869660
2017-12-14,865718
2017-12-15,862842
2017-12-16,869354
2017-12-17,879219
2017-12-18,878926
2017-12-19,875933
2017-12-20,885723
2017-12-21,888349
2017-12-22,916842
2017-12-23,905697
2017-12-24,886038
2017-12-25,881098
2017-12-26,881348
2017-12-27,880103
2017-12-28,880621
2017-12-29,886227
2017-12-30,890989
2017-12-31,887420
2018-01-01,884328
2018-01-02,885558
2018-01-03,882444
2018-01-04,871570
2018-01-05,871187
2018-01-06,862913
2018-01-07,862400
2018-01-08,849995
2018-01-09,842797
2018-01-10,846108
2018-01-11,836638
2018-01-12,827670
2018-01-13,816391
2018-01-14,809255
2018-01-15,813581
2018-01-16,820610
2018-01-17,823411
2018-01-18,825308
2018-01-19,820846
2018-01-20,831441
2018-01-21,826679
2018-01-22,830340
2018-01-23,831653
2018-01-24,829635
2018-01-25,828395
2018-01-26,827987
2018-01-27,825673
2018-01-28,816521
2018-01-29,816567
2018-01-30,813524
2018-01-31,808041
2018-02-01,804081
2018-02-02,784396
2018-02-03,766388
2018-02-04,754164
2018-02-05,745281
2018-02-06,729220
2018-02-07,722819
2018-02-08,723828
2018-02-09,726615
2018-02-10,727425
2018-02-11,726287
2018-02-12,729632
2018-02-13,728049
2018-02-14,730997
2018-02-15,729394
2018-02-16,729855
2018-02-17,725873
2018-02-18,725756
2018-02-19,733648
2018-02-20,754446
2018-02-21,751534
2018-02-22,755502
2018-02-23,754644
2018-02-24,765319
2018-02-25,766241
2018-02-26,767043
2018-02-27,761367
2018-02-28,751288
2018-03-01,750159
2018-03-02,741965
2018-03-03,748354
2018-03-04,738866
2018-03-05,738107
2018-03-06,735812
2018-03-07,726144
2018-03-08,725878
2018-03-09,745850
2018-03-10,747504
2018-03-11,741321
2018-03-12,748564
2018-03-13,760272
2018-03-14,760950
2018-03-15,761363
2018-03-16,765442
2018-03-17,766358
2018-03-18,782505
2018-03-20,765570
2018-03-21,757865
2018-03-22,760211
2018-03-23,755805
2018-03-24,744518
2018-03-25,740259
2018-03-26,732256
2018-03-27,728069
2018-03-28,727197
2018-03-29,729049
2018-03-30,734649
2018-03-31,742893
2018-04-01,771679
2018-04-02,770866
2018-04-03,758273
2018-04-04,749610
2018-04-05,740011
2018-04-06,736705
2018-04-07,747665
2018-04-08,756615
2018-04-09,749844
2018-04-10,758400
2018-04-11,750679
2018-04-12,750036
2018-04-13,756940
2018-04-14,756249
2018-04-15,754996
2018-04-16,764341
2018-04-17,767818
2018-04-18,767756
2018-04-19,779186
2018-04-20,789107
2018-04-21,804392
2018-04-22,813102
2018-04-23,816534
2018-04-24,821591
2018-04-25,814744
2018-04-26,812759
2018-04-27,808854
2018-04-28,806186
2018-04-29,807061
2018-04-30,809956
2018-05-01,813786
2018-05-02,809699
2018-05-03,808389
2018-05-04,808223
2018-05-05,802200
2018-05-06,788898
2018-05-07,784969
2018-05-08,790820
2018-05-09,809391
2018-05-10,796479
2018-05-11,776400
2018-05-12,766898
2018-05-13,769706
2018-05-14,772016
2018-05-15,775372
2018-05-16,780626
2018-05-17,788471
2018-05-18,813177
2018-05-19,810341
2018-05-20,812393
2018-05-21,806553
2018-05-22,820523
2018-05-23,820896
2018-05-24,815916
2018-05-25,809925
2018-05-26,812234
2018-05-27,815022
2018-05-28,813576
2018-05-29,805925
2018-05-30,810335
2018-05-31,811377
2018-06-01,815945
2018-06-02,824351
2018-06-03,825951
2018-06-04,827659
2018-06-05,828936
2018-06-06,815625
2018-06-07,794284
2018-06-08,774865
2018-06-09,777231
2018-06-10,772196
2018-06-11,767830
2018-06-12,758943
2018-06-13,746552
2018-06-14,741178
2018-06-15,740538
2018-06-16,745469
2018-06-17,743934
2018-06-18,739822
2018-06-19,739722
2018-06-20,736379
2018-06-21,741531
2018-06-22,748887
2018-06-23,750591
2018-06-24,744447
2018-06-25,734449
2018-06-26,738812
2018-06-27,736924
2018-06-28,735384
2018-06-29,734102
2018-06-30,745225
2018-07-01,739664
2018-07-02,734300
2018-07-03,732743
2018-07-04,737705
2018-07-05,743316
2018-07-06,745824
2018-07-07,754033
2018-07-08,746359
2018-07-09,750855
2018-07-10,754175
2018-07-11,753263
2018-07-12,760009
2018-07-13,759013
2018-07-14,772194
2018-07-15,772890
2018-07-16,766031
2018-07-17,770871
2018-07-18,778204
2018-07-19,778227
2018-07-20,790575
2018-07-21,802366
2018-07-22,819973
2018-07-23,829795
2018-07-24,850694
2018-07-25,882237
2018-07-26,890236
2018-07-27,892863
2018-07-28,914290
2018-07-29,933379
2018-07-30,942937
2018-07-31,957598
2018-08-01,962678
2018-08-02,984240
2018-08-03,986378
2018-08-04,991000
2018-08-05,998135
2018-08-06,994853
2018-08-07,980377
2018-08-08,976721
2018-08-09,969286
2018-08-10,968171
2018-08-11,979262
2018-08-12,1010980
2018-08-14,1020820
2018-08-16,993380
2018-08-17,958881
2018-08-18,944294
2018-08-19,929655
2018-08-20,926478
2018-08-21,916465
2018-08-22,903731
2018-08-23,903137
2018-08-24,894448
2018-08-25,865730
2018-08-26,862644
2018-08-27,853441
2018-08-28,848859
2018-08-29,856339
2018-08-30,854458
2018-08-31,870740
2018-09-01,900505
2018-09-02,911865
2018-09-03,931870
2018-09-04,960943
2018-09-05,980736
2018-09-06,984771
2018-09-07,1003711
2018-09-08,1010245
2018-09-09,986771
2018-09-10,968777
2018-09-11,951362
2018-09-12,955640
2018-09-13,954718
2018-09-14,954928
2018-09-15,965319
2018-09-16,964888
2018-09-17,959309
2018-09-18,956212
2018-09-19,976506
2018-09-20,982887
2018-09-21,989289
2018-09-22,999033
2018-09-23,1010036
2018-09-24,1006785
2018-09-25,991939
2018-09-26,985847
2018-09-27,975156
2018-09-28,975903
2018-09-29,982751
2018-09-30,991468
2018-10-01,1010434
2018-10-02,1008753
2018-10-03,1001582
2018-10-04,990881
2018-10-05,983340
2018-10-06,979892
2018-10-07,975335
2018-10-08,977504
2018-10-09,982474
2018-10-10,986368
2018-10-11,987934
2018-10-12,1003011
2018-10-13,1024533
2018-10-14,1049137
2018-10-15,1050377
2018-10-16,1046526
2018-10-17,1021089
2018-10-18,1018277
2018-10-19,1024215
2018-10-20,1043990
2018-10-21,1048727
2018-10-22,1072439
2018-10-23,1062474
2018-10-24,1064539
2018-10-25,1050765
2018-10-26,1044990
2018-10-27,1056241
2018-10-28,1062149
2018-10-29,1051247
2018-10-30,1048218
2018-10-31,1029650
2018-11-01,1028042
2018-11-03,1012106
2018-11-04,1015415
2018-11-05,1021793
2018-11-06,1036564
2018-11-07,1038211
2018-11-08,1054389
2018-11-09,1077167
2018-11-10,1094990
2018-11-11,1097057
2018-11-12,1101854
2018-11-13,1090619
2018-11-15,1079982
2018-11-16,1073843
2018-11-17,1079940
2018-11-18,1091222
2018-11-19,1084453
2018-11-20,1085236
2018-11-21,1084547
2018-11-22,1086838
2018-11-23,1113633
2018-11-24,1109496
2018-11-25,1133076
2018-11-26,1157944
2018-11-27,1183138
2018-11-28,1227538
2018-11-29,1275320
2018-12-01,1287524
2018-12-02,1279619
2018-12-03,1283431
2018-12-04,1294574
2018-12-05,1308077
2018-12-07,1373392
2018-12-09,1429380
2018-12-10,1434611
2018-12-11,1444198
2018-12-12,1450335
2018-12-13,1440551
2018-12-14,1447599
2018-12-15,1428427
2018-12-16,1459119
2018-12-17,1465369
2018-12-18,1497207
2018-12-19,1482630
2018-12-20,1473330
2018-12-21,1448111
2018-12-22,1441502
2018-12-23,1439739
2018-12-24,1446823
2018-12-25,1444468
2018-12-26,1441166
2018-12-27,1458133
2018-12-28,1473817
2018-12-29,1507720
2018-12-30,1546944
2018-12-31,1589579
2019-01-01,1600757
2019-01-02,1628184
2019-01-03,1644354
2019-01-04,1642239
2019-01-05,1673811
2019-01-06,1661291
2019-01-08,1603486
2019-01-10,1479400
2019-01-11,1405430
2019-01-12,1343021
2019-01-13,1306323
2019-01-14,1261844
2019-01-15,1214427
2019-01-16,1178725
2019-01-17,1122891
2019-01-18,1077782
2019-01-19,1107600
2019-01-20,1118942
2019-01-21,1108672
2019-01-22,1087463
2019-01-23,1076230
2019-01-24,1074169
2019-01-25,1075212
2019-01-26,1126376
2019-01-27,1165280
2019-01-28,1154227
2019-01-29,1142048
2019-01-30,1144014
2019-01-31,1129914
2019-02-01,1114270
2019-02-02,1126101
2019-02-03,1132861
2019-02-04,1141602
2019-02-05,1164869
2019-02-06,1194072
2019-02-07,1185653
2019-02-08,1185171
2019-02-09,1195831
2019-02-10,1186924
2019-02-11,1218546
2019-02-12,1254205
2019-02-13,1248946
2019-02-14,1227156
2019-02-15,1216951
2019-02-16,1202184
2019-02-17,1255984
2019-02-18,1253648
2019-02-19,1308522
2019-02-20,1299214
2019-02-21,1305045
2019-02-22,1353980
2019-02-23,1344608
2019-02-24,1384040
2019-02-25,1340389
2019-02-26,1310000
2019-02-27,1301428
2019-02-28,1277495
2019-03-01,1269307
