date_obj,Mithril%20full%20helm%20(t) price
2015-08-06,8635
2015-08-07,8571
2015-08-08,8571
2015-08-09,8655
2015-08-10,8495
2015-08-11,8495
2015-08-12,8597
2015-08-13,8597
2015-08-14,8459
2015-08-15,8459
2015-08-16,8332
2015-08-17,8241
2015-08-18,8114
2015-08-19,8269
2015-08-20,8269
2015-08-21,8332
2015-08-22,8332
2015-08-23,8394
2015-08-24,8469
2015-08-25,8469
2015-08-26,8762
2015-08-27,9031
2015-08-28,9031
2015-08-29,9247
2015-08-30,9247
2015-08-31,9477
2015-09-01,9266
2015-09-02,9266
2015-09-03,9378
2015-09-04,9341
2015-09-05,9341
2015-09-06,9406
2015-09-07,9406
2015-09-08,9334
2015-09-09,9334
2015-09-10,9452
2015-09-11,9452
2015-09-12,9371
2015-09-13,9792
2015-09-14,9792
2015-09-15,10282
2015-09-16,10282
2015-09-17,10098
2015-09-18,10098
2015-09-19,10332
2015-09-20,10332
2015-09-21,10554
2015-09-22,10554
2015-09-23,10668
2015-09-24,10668
2015-09-25,10668
2015-09-27,10512
2015-09-28,10509
2015-09-29,10509
2015-09-30,10582
2015-10-05,10129
2015-10-06,9910
2015-10-07,9910
2015-10-08,9678
2015-10-09,9773
2015-10-10,9773
2015-10-11,9735
2015-10-12,9735
2015-10-13,9654
2015-10-14,9654
2015-10-15,9793
2015-10-16,9793
2015-10-17,9793
2015-10-18,9983
2015-10-19,9983
2015-10-20,9836
2015-10-22,9962
2015-10-23,9962
2015-10-24,10052
2015-10-25,10351
2015-10-26,10351
2015-10-27,10351
2015-10-29,10860
2015-10-30,11215
2015-10-31,11215
2015-11-01,11327
2015-11-02,11327
2015-11-03,11007
2015-11-04,11007
2015-11-05,10456
2015-11-06,10456
2015-11-07,9933
2015-11-08,9933
2015-11-09,9519
2015-11-10,9519
2015-11-11,9151
2015-11-12,9151
2015-11-13,8951
2015-11-14,8951
2015-11-15,8692
2015-11-16,8692
2015-11-17,8333
2015-11-18,8333
2015-11-19,8462
2015-11-20,8462
2015-11-21,8267
2015-11-22,8003
2015-11-23,8003
2015-11-24,7770
2015-11-25,7560
2015-11-26,7560
2015-11-27,7396
2015-11-28,7396
2015-11-29,7571
2015-11-30,7292
2015-12-01,7292
2015-12-02,7353
2015-12-03,7239
2015-12-04,7239
2015-12-05,7266
2015-12-06,6960
2015-12-07,6969
2015-12-08,6969
2015-12-09,7172
2015-12-10,7172
2015-12-11,7118
2015-12-12,7118
2015-12-13,7039
2015-12-14,7039
2015-12-15,7110
2015-12-16,7110
2015-12-17,7134
2015-12-18,7134
2015-12-19,6944
2015-12-20,6834
2015-12-21,6834
2015-12-22,6898
2015-12-23,6952
2015-12-24,6952
2015-12-25,7250
2015-12-26,7250
2015-12-27,7314
2015-12-28,7314
2015-12-29,7495
2015-12-30,7495
2015-12-31,7728
2016-01-01,7728
2016-01-02,7861
2016-01-03,7936
2016-01-04,8161
2016-01-05,8161
2016-01-06,8311
2016-01-07,8311
2016-01-08,8378
2016-01-09,8378
2016-01-10,8617
2016-01-11,8617
2016-01-12,8847
2016-01-13,8847
2016-01-14,9204
2016-01-15,9204
2016-01-16,9278
2016-01-17,9278
2016-01-18,9712
2016-01-19,9712
2016-01-20,9879
2016-01-21,9879
2016-01-22,10179
2016-01-23,10179
2016-01-24,10154
2016-01-25,10283
2016-01-26,10283
2016-01-27,10362
2016-01-28,10362
2016-01-29,10466
2016-01-30,10466
2016-01-31,10656
2016-02-01,10845
2016-02-02,10845
2016-02-03,11086
2016-02-04,11086
2016-02-05,11084
2016-02-06,10848
2016-02-07,10848
2016-02-08,10926
2016-02-09,10926
2016-02-10,11111
2016-02-11,11111
2016-02-12,11174
2016-02-13,11338
2016-02-14,11338
2016-02-15,11536
2016-02-16,11536
2016-02-17,11788
2016-02-18,11788
2016-02-19,12025
2016-02-20,12025
2016-02-21,12173
2016-02-22,12173
2016-02-23,12590
2016-02-24,12590
2016-02-25,13108
2016-02-26,13108
2016-02-27,13447
2016-02-28,13447
2016-02-29,14013
2016-03-01,14013
2016-03-02,14398
2016-03-03,14398
2016-03-04,14827
2016-03-05,15262
2016-03-06,15539
2016-03-07,15539
2016-03-08,15934
2016-03-09,15934
2016-03-10,16268
2016-03-11,16268
2016-03-12,16321
2016-03-13,16321
2016-03-14,16441
2016-03-15,16441
2016-03-16,17083
2016-03-17,17083
2016-03-18,17211
2016-03-19,17211
2016-03-20,17024
2016-03-21,17024
2016-03-22,17240
2016-03-23,16963
2016-03-24,16963
2016-03-25,17187
2016-03-26,17327
2016-03-27,17327
2016-03-28,17833
2016-03-29,17833
2016-03-30,17671
2016-03-31,17671
2016-04-01,17957
2016-04-02,17957
2016-04-03,18086
2016-04-04,18086
2016-04-05,18178
2016-04-06,18175
2016-04-07,18175
2016-04-08,18176
2016-04-09,18176
2016-04-10,18558
2016-04-11,18558
2016-04-12,19117
2016-04-13,19117
2016-04-14,18840
2016-04-15,18840
2016-04-16,18436
2016-04-17,18436
2016-04-18,18667
2016-04-19,18667
2016-04-20,19065
2016-04-21,19065
2016-04-22,19065
2016-04-23,19252
2016-04-24,19252
2016-04-25,19838
2016-04-26,19838
2016-04-27,19785
2016-04-28,19785
2016-04-29,19633
2016-04-30,19633
2016-05-01,19070
2016-05-02,18562
2016-05-03,18562
2016-05-04,18040
2016-05-05,17839
2016-05-06,17839
2016-05-07,17733
2016-05-08,17733
2016-05-09,17080
2016-05-10,16645
2016-05-11,16645
2016-05-12,16594
2016-05-13,16545
2016-05-14,16545
2016-05-15,16229
2016-05-16,16229
2016-05-17,15986
2016-05-18,15986
2016-05-19,15986
2016-05-22,16071
2016-05-23,15557
2016-05-24,15557
2016-05-25,14889
2016-05-26,14889
2016-05-27,14657
2016-05-28,14657
2016-05-29,14542
2016-05-30,14542
2016-05-31,14063
2016-06-01,14325
2016-06-02,14325
2016-06-03,14481
2016-06-04,14481
2016-06-05,14223
2016-06-06,14084
2016-06-07,14084
2016-06-08,14789
2016-06-09,14789
2016-06-10,14997
2016-06-11,14997
2016-06-12,14822
2016-06-13,14822
2016-06-14,14080
2016-06-15,14080
2016-06-16,13789
2016-06-17,13686
2016-06-18,13686
2016-06-19,14042
2016-06-20,14042
2016-06-21,13961
2016-06-22,14083
2016-06-23,14083
2016-06-24,13410
2016-06-25,12892
2016-06-26,12892
2016-06-27,12312
2016-06-28,12279
2016-06-29,12279
2016-06-30,11765
2016-07-01,11677
2016-07-02,11677
2016-07-03,11861
2016-07-04,11270
2016-07-05,10810
2016-07-06,10317
2016-07-07,9871
2016-07-08,9466
2016-07-09,9244
2016-07-10,9207
2016-07-11,8873
2016-07-12,8873
2016-07-13,8429
2016-07-14,8007
2016-07-15,7619
2016-07-16,7238
2016-07-17,6940
2016-07-18,6758
2016-07-23,5863
2016-07-24,5659
2016-07-25,5697
2016-07-26,5697
2016-07-27,5522
2016-07-28,5522
2016-07-29,5245
2016-07-30,5055
2016-07-31,5055
2016-08-01,4823
2016-08-02,4680
2016-08-03,4675
2016-08-04,4675
2016-08-05,4862
2016-08-06,4962
2016-08-07,4863
2016-08-08,4863
2016-08-09,4721
2016-08-10,4721
2016-08-11,4809
2016-08-12,4809
2016-08-13,4737
2016-08-14,4737
2016-08-15,4564
2016-08-16,4564
2016-08-17,4479
2016-08-18,4479
2016-08-19,4315
2016-08-20,4148
2016-08-21,4148
2016-08-22,4118
2016-08-23,4028
2016-08-24,4028
2016-08-25,4054
2016-08-26,4054
2016-08-28,4032
2016-08-31,3770
2016-09-01,3625
2016-09-02,3625
2016-09-03,3579
2016-09-04,3610
2016-09-05,3610
2016-09-06,3679
2016-09-07,3679
2016-09-08,3661
2016-09-09,3661
2016-09-10,3682
2016-09-11,3682
2016-09-12,3682
2016-09-13,3776
2016-09-14,3776
2016-09-15,3860
2016-09-16,3860
2016-09-17,3951
2016-09-18,3951
2016-09-19,3897
2016-09-20,3897
2016-09-21,4056
2016-09-22,4056
2016-09-23,4232
2016-09-24,4232
2016-09-25,4232
2016-09-26,4244
2016-09-27,4244
2016-09-28,4457
2016-09-29,4457
2016-09-30,4638
2016-10-01,4638
2016-10-02,4638
2016-10-03,4835
2016-10-04,4835
2016-10-05,4864
2016-10-06,4864
2016-10-07,4875
2016-10-08,4959
2016-10-09,4959
2016-10-10,4959
2016-10-11,4804
2016-10-12,4804
2016-10-13,4804
2016-10-14,4699
2016-10-15,4699
2016-10-16,4497
2016-10-17,4310
2016-10-18,4310
2016-10-19,4217
2016-10-20,4217
2016-10-21,4183
2016-10-22,4183
2016-10-23,4069
2016-10-24,4069
2016-10-25,4233
2016-10-26,4233
2016-10-27,4180
2016-10-28,4180
2016-10-29,4382
2016-10-30,4382
2016-10-31,4543
2016-11-01,4543
2016-11-02,4648
2016-11-03,4648
2016-11-04,4673
2016-11-05,4673
2016-11-06,4536
2016-11-07,4536
2016-11-08,4402
2016-11-09,4402
2016-11-10,4433
2016-11-11,4433
2016-11-12,4286
2016-11-13,4286
2016-11-14,4265
2016-12-07,4422
2016-12-08,4386
2016-12-09,4386
2016-12-10,4256
2016-12-11,4155
2016-12-12,4155
2016-12-13,4088
2016-12-14,3991
2016-12-15,3991
2016-12-16,4061
2016-12-17,4098
2016-12-18,4098
2016-12-19,4087
2016-12-20,4087
2016-12-21,3914
2016-12-22,3914
2016-12-23,3763
2016-12-24,3763
2016-12-25,3604
2016-12-26,3604
2016-12-27,3528
2016-12-28,3407
2016-12-29,3407
2016-12-30,3379
2016-12-31,3379
2017-01-01,3328
2017-01-02,3271
2017-01-03,3271
2017-01-04,3112
2017-01-05,3112
2017-01-06,3107
2017-01-07,3070
2017-01-08,3129
2017-01-09,3126
2017-01-10,3126
2017-01-11,3170
2017-01-12,3089
2017-01-13,3089
2017-01-14,2989
2017-01-15,3055
2017-01-16,3060
2017-01-17,3029
2017-01-18,3072
2017-01-19,3072
2017-01-20,3034
2017-01-21,2966
2017-01-22,2966
2017-01-27,2862
2017-01-28,2789
2017-01-29,2679
2017-01-30,2679
2017-01-31,2707
2017-02-01,2735
2017-02-02,2735
2017-02-03,2829
2017-02-04,2731
2017-02-05,2665
2017-02-06,2665
2017-02-07,2601
2017-02-08,2544
2017-02-09,2544
2017-02-10,2590
2017-02-11,2664
2017-02-12,2664
2017-02-13,2738
2017-02-14,2833
2017-02-15,2833
2017-02-16,2848
2017-02-18,2780
2017-02-19,2701
2017-02-20,2637
2017-02-21,2588
2017-02-22,2588
2017-02-23,2458
2017-02-24,2458
2017-02-25,2393
2017-02-26,2393
2017-02-27,2463
2017-02-28,2488
2017-03-01,2488
2017-03-02,2430
2017-03-03,2430
2017-03-04,2356
2017-03-05,2268
2017-03-06,2201
2017-03-07,2164
2017-03-08,2164
2017-03-09,2137
2017-03-10,2206
2017-03-11,2281
2017-03-12,2281
2017-03-13,2391
2017-03-14,2487
2017-03-15,2597
2017-03-16,2597
2017-03-17,2662
2017-03-18,2764
2017-03-19,2834
2017-03-20,2934
2017-03-21,2928
2017-03-22,2956
2017-03-23,2956
2017-03-24,2981
2017-03-25,2981
2017-03-26,2895
2017-03-27,2865
2017-03-28,2748
2017-03-29,2610
2017-03-30,2524
2017-03-31,2526
2017-04-01,2608
2017-04-02,2608
2017-04-03,2583
2017-04-04,2513
2017-04-12,2138
2017-04-13,2147
2017-04-14,2071
2017-04-15,2154
2017-04-16,2174
2017-04-17,2150
2017-04-18,2150
2017-04-19,2255
2017-04-20,2255
2017-04-21,2340
2017-04-22,2340
2017-04-23,2400
2017-04-24,2329
2017-04-25,2308
2017-04-26,2308
2017-04-27,2225
2017-04-28,2305
2017-04-29,2337
2017-04-30,2280
2017-05-01,2280
2017-05-02,2231
2017-05-03,2231
2017-05-04,2215
2017-05-05,2200
2017-05-06,2138
2017-05-07,2108
2017-05-08,2108
2017-05-09,2113
2017-05-10,2113
2017-05-11,2078
2017-05-12,2066
2017-05-13,2004
2017-05-14,2004
2017-05-15,1956
2017-05-16,1868
2017-05-17,1868
2017-05-18,1826
2017-05-19,1826
2017-05-20,1847
2017-05-21,1847
2017-05-22,1851
2017-05-23,1851
2017-05-24,1923
2017-05-25,1923
2017-05-26,1952
2017-05-27,1889
2017-05-28,1889
2017-05-29,1813
2017-05-30,1813
2017-05-31,1744
2017-06-01,1681
2017-06-02,1642
2017-06-03,1642
2017-06-06,1495
2017-06-07,1420
2017-06-08,1420
2017-06-09,1349
2017-06-10,1309
2017-06-11,1282
2017-06-12,1282
2017-06-13,1241
2017-06-14,1178
2017-06-15,1129
2017-06-16,1091
2017-06-17,1091
2017-06-18,1062
2017-06-19,1062
2017-06-20,1050
2017-06-21,1019
2017-06-22,1019
2017-06-23,1032
2017-06-24,1080
2017-06-25,1121
2017-06-26,1142
2017-06-27,1105
2017-06-28,1105
2017-06-29,1067
2017-06-30,1027
2017-07-01,1027
2017-07-02,1014
2017-07-03,1001
2017-07-04,984
2017-07-05,984
2017-07-06,972
2017-07-07,972
2017-07-08,949
2017-07-13,1023
2017-07-14,1040
2017-07-15,1040
2017-07-16,1049
2017-07-17,1093
2017-07-18,1093
2017-07-19,1100
2017-07-20,1094
2017-07-21,1089
2017-07-22,1100
2017-07-23,1113
2017-07-24,1113
2017-07-25,1157
2017-07-26,1205
2017-07-27,1256
2017-07-28,1256
2017-07-29,1319
2017-07-30,1378
2017-07-31,1378
2017-08-01,1447
2017-08-02,1505
2017-08-03,1505
2017-08-04,1563
2017-08-05,1607
2017-08-06,1607
2017-08-09,1742
2017-08-10,1830
2017-08-11,1830
2017-08-12,1914
2017-08-13,1914
2017-08-14,1991
2017-08-15,1991
2017-08-16,2015
2017-08-17,2035
2017-08-18,2035
2017-08-19,2042
2017-08-20,2049
2017-08-21,2049
2017-08-22,2082
2017-08-23,2082
2017-08-24,2162
2017-08-25,2162
2017-08-26,2248
2017-08-27,2248
2017-08-28,2356
2017-08-29,2356
2017-08-30,2474
2017-08-31,2474
2017-09-01,2583
2017-09-02,2713
2017-09-03,2713
2017-09-04,2849
2017-09-05,2984
2017-09-06,3123
2017-09-07,3267
2017-09-08,3267
2017-09-09,3431
2017-09-10,3603
2017-09-11,3603
2017-09-12,3784
2017-09-13,3934
2017-09-14,4113
2017-09-15,4113
2017-09-16,4229
2017-09-17,4349
2017-09-19,4548
2017-09-20,4749
2017-09-21,4749
2017-09-22,4987
2017-09-23,4987
2017-09-24,5210
2017-09-25,5210
2017-09-26,5471
2017-09-27,5471
2017-09-28,5646
2017-09-29,5795
2017-09-30,5795
2017-10-01,5961
2017-10-02,5961
2017-10-03,6100
2017-10-04,6100
2017-10-05,6248
2017-10-06,6248
2017-10-07,6548
2017-10-08,6548
2017-10-09,6876
2017-10-10,6876
2017-10-11,7188
2017-10-12,7402
2017-10-13,7136
2017-10-14,6995
2017-10-15,6995
2017-10-16,7141
2017-10-17,7141
2017-10-18,7188
2017-10-19,7188
2017-10-20,7205
2017-10-21,7205
2017-10-22,7292
2017-10-23,7292
2017-10-24,7320
2017-10-25,7244
2017-10-26,7244
2017-10-27,7253
2017-10-28,7253
2017-10-29,7265
2017-10-30,7265
2017-10-31,7329
2017-11-02,7184
2017-11-03,7184
2017-11-04,6942
2017-11-05,6942
2017-11-06,6623
2017-11-07,6623
2017-11-08,6291
2017-11-09,6001
2017-11-10,6001
2017-11-11,5744
2017-11-12,5744
2017-11-13,5460
2017-11-14,5460
2017-11-15,5245
2017-11-16,5073
2017-11-17,5073
2017-11-18,4825
2017-11-19,4583
2017-11-20,4372
2017-11-21,4153
2017-11-22,4153
2017-11-23,3983
2017-11-24,3983
2017-11-25,3893
2017-11-26,3893
2017-11-27,3751
2017-11-28,3691
2017-11-29,3783
2017-11-30,3783
2017-12-01,3815
2017-12-02,3815
2017-12-03,3851
2017-12-04,3851
2017-12-05,3845
2017-12-06,3858
2017-12-07,3858
2017-12-08,3868
2017-12-09,3983
2017-12-10,3977
2017-12-11,3958
2017-12-12,3958
2017-12-14,3719
2017-12-15,3704
2017-12-17,3559
2017-12-18,3416
2017-12-19,3416
2017-12-20,3360
2017-12-21,3285
2017-12-22,3285
2017-12-23,3178
2017-12-24,3178
2017-12-25,3248
2017-12-26,3355
2017-12-27,3414
2017-12-28,3414
2017-12-29,3561
2017-12-30,3581
2017-12-31,3581
2018-01-01,3657
2018-01-02,3657
2018-01-03,3582
2018-01-04,3582
2018-01-05,3608
2018-01-06,3440
2018-01-07,3408
2018-01-08,3405
2018-01-09,3457
2018-01-10,3457
2018-01-11,3527
2018-01-12,3616
2018-01-13,3549
2018-01-14,3548
2018-01-15,3555
2018-01-16,3584
2018-01-17,3485
2018-01-18,3362
2018-01-19,3362
2018-01-20,3273
2018-01-21,3188
2018-01-22,3071
2018-01-23,3117
2018-01-25,3131
2018-01-26,3044
2018-01-27,2997
2018-01-28,3016
2018-01-29,3059
2018-01-31,2897
2018-02-01,2897
2018-02-02,2822
2018-02-03,2809
2018-02-04,2803
2018-02-05,2803
2018-02-06,2737
2018-02-07,2750
2018-02-08,2750
2018-02-09,2809
2018-02-10,2809
2018-02-11,2791
2018-02-12,2669
2018-02-13,2574
2018-02-14,2541
2018-02-15,2557
2018-02-16,2564
2018-02-17,2467
2018-02-18,2350
2018-02-19,2232
2018-02-20,2126
2018-02-21,2035
2018-02-22,1991
2018-02-23,2006
2018-02-24,2006
2018-02-25,2000
2018-02-26,2019
2018-02-27,2033
2018-03-01,2047
2018-03-02,2084
2018-03-03,2176
2018-03-04,2176
2018-03-05,2173
2018-03-06,2080
2018-03-07,1976
2018-03-08,1877
2018-03-09,1797
2018-03-10,1808
2018-03-11,1720
2018-03-12,1659
2018-03-13,1644
2018-03-14,1706
2018-03-15,1775
2018-03-16,1818
2018-03-17,1760
2018-03-18,1672
2018-03-19,1605
2018-03-20,1561
2018-03-21,1553
2018-03-23,1605
2018-03-24,1640
2018-03-26,1594
2018-03-27,1623
2018-03-28,1623
2018-03-29,1593
2018-03-30,1519
2018-03-31,1443
2018-04-01,1375
2018-04-02,1358
2018-04-03,1337
2018-04-04,1332
2018-04-05,1332
2018-04-06,1327
2018-04-07,1327
2018-04-08,1332
2018-04-09,1345
2018-04-10,1345
2018-04-11,1363
2018-04-12,1365
2018-04-13,1365
2018-04-14,1345
2018-04-15,1331
2018-04-16,1331
2018-04-17,1353
2018-04-18,1353
2018-04-19,1310
2018-04-20,1326
2018-04-21,1368
2018-04-22,1368
2018-04-23,1388
2018-04-24,1388
2018-04-25,1400
2018-04-26,1400
2018-04-27,1396
2018-04-28,1386
2018-04-29,1387
2018-04-30,1382
2018-05-01,1357
2018-05-04,1366
2018-05-05,1421
2018-05-06,1421
2018-05-07,1472
2018-05-08,1472
2018-05-09,1483
2018-05-10,1515
2018-05-11,1497
2018-05-12,1515
2018-05-13,1515
2018-05-14,1547
2018-05-15,1597
2018-05-16,1616
2018-05-17,1616
2018-05-18,1634
2018-05-19,1651
2018-05-20,1713
2018-05-21,1771
2018-05-22,1771
2018-05-23,1828
2018-05-24,1917
2018-05-25,2005
2018-05-26,2056
2018-05-27,2056
2018-05-28,2035
2018-05-29,2041
2018-05-30,2061
2018-05-31,2039
2018-06-01,2018
2018-06-02,2006
2018-06-03,2006
2018-06-04,2058
2018-06-05,2094
2018-06-06,2158
2018-06-07,2158
2018-06-08,2200
2018-06-09,2200
2018-06-10,2128
2018-06-11,2192
2018-06-12,2193
2018-06-13,2182
2018-06-14,2193
2018-06-15,2193
2018-06-16,2172
2018-06-17,2175
2018-06-18,2208
2018-06-19,2237
2018-06-20,2237
2018-06-21,2256
2018-06-22,2259
2018-06-23,2259
2018-06-24,2248
2018-06-25,2275
2018-06-26,2309
2018-06-27,2411
2018-06-28,2487
2018-06-29,2550
2018-06-30,2648
2018-07-01,2638
2018-07-02,2638
2018-07-03,2721
2018-07-04,2760
2018-07-05,2803
2018-07-06,2827
2018-07-07,2879
2018-07-08,2916
2018-07-09,3019
2018-07-10,2981
2018-07-11,2938
2018-07-12,2945
2018-07-13,2901
2018-07-14,2848
2018-07-15,2848
2018-07-16,2779
2018-07-17,2819
2018-07-18,2857
2018-07-19,2867
2018-07-20,2940
2018-07-21,2977
2018-07-22,2939
2018-07-23,3033
2018-07-24,2983
2018-07-25,3029
2018-07-26,3096
2018-07-27,3009
2018-07-28,2891
2018-07-29,2821
2018-07-30,2778
2018-07-31,2784
2018-08-01,2784
2018-08-02,2876
2018-08-03,2983
2018-08-04,3030
2018-08-05,3128
2018-08-06,3167
2018-08-07,3091
2018-08-08,3090
2018-08-09,3090
2018-08-10,3077
2018-08-11,3003
2018-08-12,2946
2018-08-14,3031
2018-08-16,3069
2018-08-17,3009
2018-08-18,3009
2018-08-19,2969
2018-08-20,2962
2018-08-21,3048
2018-08-22,3020
2018-08-23,2951
2018-08-24,2887
2018-08-25,2818
2018-08-26,2779
2018-08-27,2730
2018-08-28,2730
2018-08-29,2668
2018-08-30,2636
2018-08-31,2544
2018-09-01,2455
2018-09-02,2385
2018-09-03,2313
2018-09-04,2316
2018-09-05,2406
2018-09-06,2406
2018-09-07,2473
2018-09-08,2540
2018-09-09,2581
2018-09-10,2684
2018-09-11,2759
2018-09-12,2890
2018-09-13,2966
2018-09-14,2985
2018-09-15,2999
2018-09-16,2973
2018-09-17,2989
2018-09-18,2971
2018-09-19,3085
2018-09-20,3168
2018-09-21,3146
2018-09-22,3152
2018-09-23,3264
2018-09-24,3365
2018-09-25,3382
2018-09-26,3358
2018-09-27,3402
2018-09-28,3445
2018-09-29,3367
2018-09-30,3306
2018-10-02,3161
2018-10-03,3166
2018-10-04,3166
2018-10-05,3145
2018-10-06,3171
2018-10-07,3296
2018-10-08,3379
2018-10-09,3502
2018-10-10,3655
2018-10-11,3711
2018-10-12,3698
2018-10-13,3713
2018-10-14,3655
2018-10-15,3621
2018-10-16,3571
2018-10-17,3467
2018-10-18,3427
2018-10-19,3476
2018-10-20,3476
2018-10-21,3593
2018-10-22,3694
2018-10-23,3694
2018-10-24,3774
2018-10-25,3754
2018-10-26,3846
2018-10-27,3899
2018-10-28,3806
2018-10-29,3805
2018-10-30,3869
2018-10-31,3898
2018-11-01,3969
2018-11-03,3974
2018-11-04,4167
2018-11-05,4337
2018-11-06,4544
2018-11-07,4772
2018-11-08,5011
2018-11-09,5262
2018-11-10,5513
2018-11-11,5763
2018-11-12,6026
2018-11-13,6296
2018-11-14,6441
2018-11-15,6455
2018-11-16,6623
2018-11-17,6883
2018-11-18,7119
2018-11-19,7324
2018-11-20,7462
2018-11-21,7326
2018-11-22,7560
2018-11-23,7630
2018-11-24,7811
2018-11-25,7758
2018-11-26,7694
2018-11-27,7461
2018-11-28,7281
2018-11-29,7145
2018-12-01,6932
2018-12-02,6725
2018-12-03,6648
2018-12-04,6638
2018-12-05,6534
2018-12-07,6090
2018-12-09,5921
2018-12-10,5850
2018-12-11,5843
2018-12-12,5918
2018-12-13,5922
2018-12-14,5787
2018-12-15,5605
2018-12-16,5467
2018-12-17,5450
2018-12-18,5367
2018-12-19,5370
2018-12-20,5305
2018-12-21,5078
2018-12-22,4875
2018-12-23,4681
2018-12-24,4596
2018-12-25,4485
2018-12-26,4408
2018-12-27,4368
2018-12-28,4324
2018-12-29,4396
2018-12-30,4532
2018-12-31,4610
2019-01-01,4615
2019-01-02,4609
2019-01-03,4483
2019-01-04,4330
2019-01-05,4297
2019-01-06,4159
2019-01-08,3850
2019-01-10,3619
2019-01-11,3517
2019-01-12,3523
2019-01-13,3440
2019-01-14,3298
2019-01-15,3200
2019-01-16,3099
2019-01-17,2966
2019-01-18,2863
2019-01-19,2807
2019-01-20,2739
2019-01-21,2645
2019-01-22,2675
2019-01-23,2659
2019-01-24,2600
2019-01-25,2536
2019-01-26,2462
2019-01-27,2420
2019-01-28,2364
2019-01-29,2313
2019-01-30,2211
2019-01-31,2129
2019-02-01,2113
2019-02-02,2063
2019-02-03,2081
2019-02-04,2096
2019-02-05,2149
2019-02-06,2103
2019-02-07,2043
2019-02-08,1973
2019-02-09,1964
2019-02-10,1980
2019-02-11,1966
2019-02-12,1981
2019-02-13,1968
2019-02-14,1996
2019-02-15,2026
2019-02-16,2015
2019-02-17,1978
2019-02-18,2013
2019-02-19,2001
2019-02-20,1970
2019-02-21,2007
2019-02-22,2018
2019-02-23,2003
2019-02-24,2007
2019-02-25,2017
2019-02-26,2011
2019-02-27,2057
2019-02-28,2072
2019-03-01,2100
2019-03-02,2080
2019-03-03,2060
2019-03-04,2049
2019-03-05,2003
2019-03-06,1946
2019-03-07,1988
2019-03-08,1988
2019-03-09,2017
2019-03-10,2111
2019-03-11,2186
2019-03-12,2266
2019-03-13,2320
2019-03-14,2376
2019-03-15,2423
2019-03-16,2493
2019-03-17,2557
2019-03-18,2626
2019-03-19,2684
2019-03-20,2692
2019-03-21,2674
2019-03-22,2626
2019-03-23,2560
2019-03-24,2580
2019-03-25,2619
2019-03-26,2599
2019-03-27,2599
2019-03-28,2501
2019-03-29,2496
2019-03-30,2496
2019-03-31,2583
2019-04-01,2636
2019-04-02,2722
2019-04-03,2765
2019-04-04,2653
2019-04-05,2528
2019-04-06,2433
