date_obj,Maple%20sapling price
2016-08-02,52032
2016-08-03,52032
2016-08-04,52867
2016-08-05,52867
2016-08-06,54131
2016-08-07,54131
2016-08-08,55345
2016-08-09,53981
2016-08-10,53981
2016-08-11,53843
2016-08-12,53843
2016-08-13,53843
2016-08-14,53872
2016-08-15,53872
2016-08-16,54556
2016-08-17,54556
2016-08-18,54556
2016-08-19,55224
2016-08-20,55224
2016-08-21,52585
2016-08-22,52585
2016-08-23,51678
2016-08-24,51678
2016-08-25,50018
2016-08-26,50018
2016-08-28,48725
2016-08-31,48461
2016-09-01,49579
2016-09-02,49579
2016-09-03,51249
2016-09-04,51249
2016-09-05,51064
2016-09-06,51064
2016-09-07,50457
2016-09-08,50457
2016-09-09,47943
2016-09-10,45545
2016-09-11,45545
2016-09-12,43267
2016-09-13,41103
2016-09-14,41103
2016-09-15,39047
2016-09-16,39047
2016-09-17,37094
2016-09-18,35239
2016-09-19,33477
2016-09-20,31833
2016-09-21,30241
2016-09-22,28728
2016-09-23,27291
2016-09-24,27291
2016-09-25,25926
2016-09-26,25926
2016-09-27,24629
2016-09-28,23397
2016-09-29,22238
2016-09-30,21126
2016-10-01,20069
2016-10-02,20069
2016-10-03,19065
2016-10-04,18111
2016-10-05,17613
2016-10-06,17320
2016-10-07,17320
2016-10-08,16858
2016-10-09,16858
2016-10-10,16015
2016-10-11,15214
2016-10-12,15214
2016-10-13,14453
2016-10-14,13730
2016-10-15,13221
2016-10-16,13618
2016-10-17,14197
2016-10-18,14856
2016-10-19,15499
2016-10-20,15803
2016-10-21,16550
2016-10-22,16550
2016-10-23,17291
2016-10-24,18153
2016-10-25,18153
2016-10-26,19007
2016-10-27,18729
2016-10-28,18729
2016-10-29,18812
2016-10-30,19192
2016-10-31,19523
2016-11-01,19523
2016-11-02,20341
2016-11-03,20341
2016-11-04,21196
2016-11-05,21196
2016-11-06,21909
2016-11-07,22294
2016-11-08,21718
2016-11-09,22535
2016-11-10,23565
2016-11-11,23565
2016-11-12,24186
2016-11-13,24186
2016-11-14,25312
2016-12-07,29940
2016-12-08,30909
2016-12-09,31543
2016-12-10,31543
2016-12-11,31176
2016-12-12,30971
2016-12-13,30283
2016-12-14,29328
2016-12-15,29328
2016-12-16,28915
2016-12-17,27508
2016-12-18,27508
2016-12-19,26349
2016-12-20,25415
2016-12-21,26058
2016-12-22,26058
2016-12-23,27251
2016-12-24,27251
2016-12-25,28604
2016-12-26,29980
2016-12-27,30412
2016-12-28,30617
2016-12-29,30552
2016-12-30,30591
2016-12-31,31567
2017-01-01,32567
2017-01-02,33736
2017-01-03,35012
2017-01-04,35341
2017-01-05,34423
2017-01-06,33548
2017-01-07,32622
2017-01-08,33835
2017-01-09,35311
2017-01-10,37062
2017-01-11,38586
2017-01-12,38420
2017-01-13,38420
2017-01-14,37340
2017-01-15,37738
2017-01-16,37690
2017-01-17,37771
2017-01-18,39357
2017-01-19,39558
2017-01-20,41057
2017-01-21,40031
2017-01-22,39823
2017-01-27,43991
2017-01-28,42794
2017-01-29,41346
2017-01-30,41346
2017-01-31,41800
2017-02-01,41745
2017-02-02,42799
2017-02-03,42412
2017-02-04,41978
2017-02-05,41862
2017-02-06,40903
2017-02-07,39629
2017-02-08,38831
2017-02-09,38831
2017-02-10,40018
2017-02-11,40413
2017-02-12,40413
2017-02-13,41236
2017-02-14,42283
2017-02-15,42283
2017-02-16,42963
2017-02-18,42117
2017-02-19,41483
2017-02-20,41537
2017-02-21,41759
2017-02-22,41759
2017-02-23,42048
2017-02-24,42048
2017-02-25,42041
2017-02-26,42041
2017-02-27,42803
2017-02-28,44601
2017-03-01,46181
2017-03-02,44752
2017-03-03,44752
2017-03-04,45652
2017-03-05,45652
2017-03-06,45907
2017-03-07,45157
2017-03-08,45157
2017-03-09,46399
2017-03-10,45622
2017-03-11,44830
2017-03-12,44830
2017-03-13,44000
2017-03-14,43687
2017-03-15,44757
2017-03-16,46889
2017-03-17,49023
2017-03-18,49023
2017-03-19,50308
2017-03-20,51449
2017-03-21,49251
2017-03-22,48160
2017-03-23,49119
2017-03-24,49617
2017-03-25,49617
2017-03-26,48527
2017-03-27,47094
2017-03-28,47094
2017-03-29,45808
2017-03-30,45472
2017-03-31,44425
2017-04-01,44425
2017-04-02,43373
2017-04-03,43024
2017-04-04,42172
2017-04-12,43409
2017-04-13,45468
2017-04-14,45468
2017-04-15,45072
2017-04-16,45620
2017-04-17,45834
2017-04-18,45834
2017-04-19,45678
2017-04-20,45678
2017-04-21,47571
2017-04-22,47571
2017-04-23,46658
2017-04-24,45068
2017-04-25,43788
2017-04-26,43788
2017-04-27,43967
2017-04-28,43879
2017-04-29,43953
2017-04-30,44434
2017-05-01,44434
2017-05-02,43977
2017-05-03,43915
2017-05-04,44008
2017-05-05,44137
2017-05-06,44137
2017-05-07,44435
2017-05-08,44435
2017-05-09,43767
2017-05-10,43767
2017-05-11,44557
2017-05-12,45978
2017-05-13,45493
2017-05-14,45493
2017-05-15,44798
2017-05-16,44685
2017-05-17,44685
2017-05-18,45111
2017-05-19,45111
2017-05-20,46798
2017-05-21,46798
2017-05-22,47517
2017-05-23,46493
2017-05-24,48557
2017-05-25,48557
2017-05-26,49066
2017-05-27,48760
2017-05-28,47756
2017-05-29,46899
2017-05-30,46717
2017-05-31,46019
2017-06-01,46353
2017-06-02,45611
2017-06-03,45611
2017-06-06,42003
2017-06-07,41876
2017-06-08,41876
2017-06-09,40954
2017-06-10,40737
2017-06-11,39981
2017-06-12,39981
2017-06-13,40288
2017-06-14,41973
2017-06-15,41973
2017-06-16,43658
2017-06-17,43658
2017-06-18,45086
2017-06-19,45086
2017-06-20,45439
2017-06-21,45669
2017-06-22,45669
2017-06-23,46089
2017-06-24,47413
2017-06-25,48276
2017-06-26,49052
2017-06-27,50377
2017-06-28,50377
2017-06-29,49594
2017-06-30,49148
2017-07-01,49148
2017-07-02,49235
2017-07-03,50050
2017-07-04,49614
2017-07-05,49614
2017-07-06,49717
2017-07-07,49717
2017-07-08,50641
2017-07-13,48394
2017-07-14,48245
2017-07-15,48245
2017-07-16,48172
2017-07-17,49216
2017-07-18,49216
2017-07-19,50248
2017-07-20,52004
2017-07-21,51733
2017-07-22,52523
2017-07-23,51313
2017-07-24,51313
2017-07-25,50970
2017-07-26,50041
2017-07-27,50628
2017-07-28,50628
2017-07-29,50965
2017-07-30,50932
2017-07-31,50932
2017-08-01,50602
2017-08-02,50197
2017-08-03,51883
2017-08-04,51883
2017-08-05,52825
2017-08-06,52825
2017-08-09,53193
2017-08-10,53476
2017-08-11,53476
2017-08-12,53391
2017-08-13,53391
2017-08-14,52994
2017-08-15,52685
2017-08-16,52685
2017-08-17,52213
2017-08-18,52213
2017-08-19,51084
2017-08-20,50826
2017-08-21,50636
2017-08-22,50364
2017-08-23,50364
2017-08-24,50572
2017-08-25,50572
2017-08-26,52528
2017-08-27,54753
2017-08-28,54753
2017-08-29,56651
2017-08-30,55752
2017-08-31,55752
2017-09-01,54292
2017-09-02,52557
2017-09-03,52557
2017-09-04,52204
2017-09-05,51005
2017-09-06,49822
2017-09-07,48199
2017-09-08,48199
2017-09-09,46197
2017-09-10,43898
2017-09-11,42122
2017-09-12,42122
2017-09-13,43082
2017-09-14,44068
2017-09-15,44068
2017-09-16,43453
2017-09-17,44288
2017-09-19,46224
2017-09-20,48125
2017-09-21,48125
2017-09-22,50103
2017-09-23,50103
2017-09-24,48647
2017-09-25,48677
2017-09-26,48458
2017-09-27,48458
2017-09-28,49637
2017-09-29,51322
2017-09-30,51322
2017-10-01,51192
2017-10-02,50914
2017-10-03,50914
2017-10-04,50680
2017-10-05,50204
2017-10-06,49299
2017-10-07,48616
2017-10-08,48616
2017-10-09,49694
2017-10-10,51892
2017-10-11,51892
2017-10-12,54304
2017-10-13,57014
2017-10-14,57163
2017-10-15,57163
2017-10-16,55385
2017-10-17,55385
2017-10-18,53315
2017-10-19,53315
2017-10-20,52649
2017-10-21,52649
2017-10-22,51684
2017-10-23,51684
2017-10-24,53862
2017-10-25,54011
2017-10-26,54011
2017-10-27,52346
2017-10-28,52346
2017-10-29,51644
2017-10-30,51342
2017-10-31,51094
2017-11-02,50415
2017-11-03,50415
2017-11-04,49536
2017-11-05,49536
2017-11-06,47735
2017-11-07,47735
2017-11-08,46707
2017-11-09,45763
2017-11-10,45763
2017-11-11,45210
2017-11-12,44417
2017-11-13,43717
2017-11-14,43717
2017-11-15,43389
2017-11-16,44368
2017-11-17,46091
2017-11-18,46091
2017-11-19,46450
2017-11-20,48093
2017-11-21,47777
2017-11-22,47777
2017-11-23,49380
2017-11-24,49380
2017-11-25,49535
2017-11-26,49505
2017-11-27,49505
2017-11-28,48621
2017-11-29,48621
2017-11-30,48033
2017-12-01,47706
2017-12-02,47706
2017-12-03,47792
2017-12-04,47792
2017-12-05,47415
2017-12-06,47359
2017-12-07,47988
2017-12-08,47988
2017-12-09,49385
2017-12-10,48403
2017-12-11,47747
2017-12-12,47747
2017-12-14,47132
2017-12-15,45727
2017-12-17,44755
2017-12-18,44069
2017-12-19,44069
2017-12-20,44164
2017-12-21,44469
2017-12-22,44469
2017-12-23,45311
2017-12-24,45311
2017-12-25,46256
2017-12-26,46849
2017-12-27,49007
2017-12-28,49007
2017-12-29,48165
2017-12-30,47964
2017-12-31,47964
2018-01-01,47444
2018-01-02,46431
2018-01-03,46120
2018-01-04,46120
2018-01-05,44986
2018-01-06,44030
2018-01-07,43870
2018-01-08,43644
2018-01-09,43165
2018-01-10,43165
2018-01-11,42083
2018-01-12,42286
2018-01-13,42725
2018-01-14,43032
2018-01-15,44087
2018-01-16,44814
2018-01-17,45502
2018-01-18,47674
2018-01-19,47674
2018-01-20,49985
2018-01-21,50670
2018-01-22,49036
2018-01-23,49003
2018-01-25,53012
2018-01-26,55349
2018-01-27,56079
2018-01-28,54900
2018-01-29,53711
2018-01-31,52294
2018-02-01,52055
2018-02-02,52421
2018-02-03,52135
2018-02-04,52235
2018-02-05,52360
2018-02-06,52539
2018-02-07,53095
2018-02-08,53095
2018-02-09,55039
2018-02-10,55322
2018-02-11,55134
2018-02-12,55584
2018-02-13,55023
2018-02-14,55053
2018-02-15,57244
2018-02-16,59418
2018-02-17,61305
2018-02-18,60817
2018-02-19,60484
2018-02-20,60133
2018-02-21,60225
2018-02-22,59980
2018-02-23,59599
2018-02-24,59066
2018-02-25,58793
2018-02-26,57593
2018-02-27,56034
2018-03-01,54887
2018-03-02,55994
2018-03-03,55155
2018-03-04,55155
2018-03-05,54982
2018-03-06,54582
2018-03-07,54750
2018-03-08,54724
2018-03-09,54106
2018-03-10,53534
2018-03-11,53441
2018-03-12,53058
2018-03-13,52392
2018-03-14,51884
2018-03-15,51185
2018-03-16,50753
2018-03-17,49162
2018-03-18,46958
2018-03-19,47197
2018-03-20,48972
2018-03-21,50014
2018-03-23,49712
2018-03-24,50306
2018-03-26,52479
2018-03-27,51685
2018-03-28,51654
2018-03-29,51645
2018-03-30,51660
2018-03-31,50830
2018-04-01,50588
2018-04-02,50638
2018-04-03,50975
2018-04-04,51253
2018-04-05,51253
2018-04-06,51718
2018-04-07,50948
2018-04-08,50998
2018-04-09,51156
2018-04-10,51467
2018-04-11,51447
2018-04-12,51181
2018-04-13,50768
2018-04-14,49766
2018-04-15,49287
2018-04-16,49020
2018-04-17,48663
2018-04-18,49355
2018-04-19,49065
2018-04-20,49515
2018-04-21,50476
2018-04-22,51736
2018-04-23,51126
2018-04-24,50691
2018-04-25,50411
2018-04-26,50292
2018-04-27,49489
2018-04-28,49820
2018-04-29,49918
2018-04-30,49586
2018-05-01,49637
2018-05-04,50580
2018-05-05,50213
2018-05-06,50213
2018-05-07,49987
2018-05-08,49852
2018-05-09,49697
2018-05-10,49626
2018-05-11,49497
2018-05-12,48419
2018-05-13,47086
2018-05-14,46702
2018-05-15,46680
2018-05-16,46295
2018-05-17,45711
2018-05-18,45145
2018-05-19,44001
2018-05-20,45342
2018-05-21,46280
2018-05-22,47422
2018-05-23,47647
2018-05-24,47515
2018-05-25,47853
2018-05-26,48855
2018-05-27,48364
2018-05-28,47598
2018-05-29,47467
2018-05-30,46670
2018-05-31,46351
2018-06-01,45611
2018-06-02,45503
2018-06-03,45258
2018-06-04,44244
2018-06-05,44360
2018-06-06,45008
2018-06-07,44377
2018-06-08,44311
2018-06-09,43876
2018-06-10,43577
2018-06-11,43044
2018-06-12,42546
2018-06-13,42552
2018-06-14,41962
2018-06-15,41830
2018-06-16,41311
2018-06-17,41096
2018-06-18,40596
2018-06-19,39997
2018-06-20,39491
2018-06-21,39866
2018-06-22,39773
2018-06-23,38737
2018-06-24,39144
2018-06-25,39337
2018-06-26,40589
2018-06-27,41820
2018-06-28,42147
2018-06-29,42359
2018-06-30,41474
2018-07-01,40570
2018-07-02,40109
2018-07-03,39690
2018-07-04,39177
2018-07-05,38828
2018-07-06,38526
2018-07-07,38230
2018-07-08,37377
2018-07-09,36818
2018-07-10,36581
2018-07-11,36391
2018-07-12,37733
2018-07-13,38616
2018-07-14,38513
2018-07-15,37838
2018-07-16,37715
2018-07-17,38401
2018-07-18,39008
2018-07-19,38963
2018-07-20,39434
2018-07-21,39740
2018-07-22,39169
2018-07-23,38853
2018-07-24,38607
2018-07-25,38333
2018-07-26,38104
2018-07-27,37908
2018-07-28,37726
2018-07-29,37558
2018-07-30,37391
2018-07-31,38702
2018-08-01,40233
2018-08-02,39512
2018-08-03,39485
2018-08-04,38934
2018-08-05,38714
2018-08-06,38382
2018-08-07,38313
2018-08-08,38333
2018-08-09,38733
2018-08-10,38966
2018-08-11,38535
2018-08-12,38212
2018-08-14,36841
2018-08-16,36598
2018-08-17,36063
2018-08-18,35735
2018-08-19,34832
2018-08-20,34443
2018-08-21,33818
2018-08-22,33468
2018-08-23,33506
2018-08-24,34126
2018-08-25,34688
2018-08-26,34759
2018-08-27,34882
2018-08-28,35030
2018-08-29,34992
2018-08-30,35923
2018-08-31,36980
2018-09-01,36565
2018-09-02,36800
2018-09-03,36680
2018-09-04,37752
2018-09-05,38122
2018-09-06,39573
2018-09-07,40626
2018-09-08,40984
2018-09-09,40078
2018-09-10,39878
2018-09-11,39511
2018-09-12,39296
2018-09-13,40214
2018-09-14,39613
2018-09-15,38491
2018-09-16,38017
2018-09-17,37236
2018-09-18,36487
2018-09-19,36037
2018-09-20,37049
2018-09-21,36853
2018-09-22,36083
2018-09-23,36066
2018-09-24,35683
2018-09-25,35521
2018-09-26,35306
2018-09-27,35771
2018-09-28,35648
2018-09-29,36041
2018-09-30,36594
2018-10-02,36722
2018-10-03,37204
2018-10-04,36898
2018-10-05,37449
2018-10-06,37201
2018-10-07,37243
2018-10-08,37362
2018-10-09,37149
2018-10-10,37472
2018-10-11,38441
2018-10-12,39367
2018-10-13,40263
2018-10-14,40037
2018-10-15,40373
2018-10-16,40069
2018-10-17,39727
2018-10-18,39754
2018-10-19,39463
2018-10-20,38932
2018-10-21,38916
2018-10-22,39507
2018-10-23,39241
2018-10-24,38920
2018-10-25,38879
2018-10-26,38553
2018-10-27,38184
2018-10-28,38022
2018-10-29,38057
2018-10-30,38796
2018-10-31,39685
2018-11-01,39634
2018-11-03,38654
2018-11-04,37643
2018-11-05,37254
2018-11-06,37596
2018-11-07,37814
2018-11-08,37823
2018-11-09,38279
2018-11-10,38174
2018-11-11,37875
2018-11-12,38561
2018-11-13,38195
2018-11-14,37993
2018-11-15,39048
2018-11-16,38613
2018-11-17,38572
2018-11-18,38315
2018-11-19,38012
2018-11-20,37430
2018-11-21,36723
2018-11-22,36264
2018-11-23,35733
2018-11-24,35569
2018-11-25,36329
2018-11-26,36447
2018-11-27,38155
2018-11-28,39812
2018-11-29,41751
2018-12-01,45115
2018-12-02,44520
2018-12-03,44705
2018-12-04,45213
2018-12-05,44757
2018-12-07,45381
2018-12-09,44884
2018-12-10,46058
2018-12-11,46179
2018-12-12,47622
2018-12-13,48915
2018-12-14,47930
2018-12-15,46529
2018-12-16,45040
2018-12-17,43557
2018-12-18,42050
2018-12-19,41467
2018-12-20,41018
2018-12-21,40990
2018-12-22,40813
2018-12-23,39427
2018-12-24,38267
2018-12-25,37845
2018-12-26,37493
2018-12-27,38762
2018-12-28,39278
2018-12-29,40821
2018-12-30,41918
2018-12-31,43857
2019-01-01,45827
2019-01-02,47971
2019-01-03,48563
2019-01-04,50702
2019-01-05,49854
2019-01-06,48670
2019-01-08,48053
2019-01-10,45797
2019-01-11,43507
2019-01-12,41472
2019-01-13,39541
2019-01-14,40029
2019-01-15,40090
2019-01-16,40330
2019-01-17,41506
2019-01-18,43179
2019-01-19,43201
2019-01-20,44414
2019-01-21,45194
2019-01-22,45048
2019-01-23,47248
2019-01-24,48236
2019-01-25,49027
2019-01-26,48636
2019-01-27,47584
2019-01-28,46700
2019-01-29,46582
2019-01-30,46610
2019-01-31,46383
2019-02-01,46085
2019-02-02,44853
2019-02-03,43628
2019-02-04,42685
2019-02-05,42127
2019-02-06,40752
2019-02-07,39644
2019-02-08,39615
2019-02-09,39417
2019-02-10,39109
2019-02-11,40727
2019-02-12,41688
2019-02-13,42767
2019-02-14,42606
2019-02-15,42089
2019-02-16,41282
2019-02-17,40501
2019-02-18,39922
2019-02-19,40315
2019-02-20,40515
2019-02-21,40305
2019-02-22,39822
2019-02-23,39604
2019-02-24,39851
2019-02-25,39826
2019-02-26,40391
2019-02-27,41731
2019-02-28,43645
2019-03-01,43369
2019-03-02,42597
2019-03-03,42074
2019-03-04,41382
2019-03-05,40976
2019-03-06,41332
2019-03-07,42450
2019-03-08,42280
2019-03-09,41733
2019-03-10,40747
2019-03-11,40285
2019-03-12,40102
2019-03-13,39802
2019-03-14,39562
2019-03-15,39330
2019-03-16,38960
2019-03-17,38142
2019-03-18,37877
2019-03-19,37866
2019-03-20,38088
2019-03-21,37788
2019-03-22,37942
2019-03-23,37522
2019-03-24,36813
2019-03-25,36064
2019-03-26,36144
2019-03-27,36065
2019-03-28,35809
2019-03-29,35667
2019-03-30,36135
2019-03-31,35689
2019-04-01,36114
2019-04-02,37533
2019-04-03,39028
2019-04-04,39962
2019-04-05,41020
2019-04-06,40752
2019-04-07,39569
2019-04-08,38460
