date_obj,White%20cavalier price
2019-04-06,14299
2019-04-07,14398
2019-04-08,14456
2019-04-09,14441
2019-04-10,13878
2019-04-11,13480
2019-04-12,12965
2019-04-13,12450
2019-04-14,11943
2019-04-15,11584
2019-04-16,11413
2019-04-17,11218
2019-04-18,11105
2019-04-19,10580
2019-04-20,10431
2019-04-21,10016
2019-04-22,9803
2019-04-23,9412
2019-04-24,8941
2019-04-25,8612
2019-04-26,8399
2019-04-27,8126
2019-04-28,7747
2019-04-29,7465
2019-04-30,7318
2019-05-01,7283
2019-05-02,7062
2019-05-03,6822
2019-05-04,6995
2019-05-05,6996
2019-05-06,7009
2019-05-07,7011
2019-05-08,7103
2019-05-09,7150
2019-05-10,7017
2019-05-11,6931
2019-05-12,6867
2019-05-13,6944
2019-05-14,6814
2019-05-15,6964
2019-05-16,7313
2019-05-17,7670
2019-05-18,7759
2019-05-19,7681
2019-05-20,7803
2019-05-21,7864
2019-05-22,7980
2019-05-23,7812
2019-05-24,7591
2019-05-25,7291
2019-05-26,7113
2019-05-27,7053
2019-05-28,6793
2019-05-29,6799
2019-05-30,6840
2019-05-31,7030
2019-06-01,7312
2019-06-02,7476
2019-06-03,7630
2019-06-04,7634
2019-06-05,7891
2019-06-06,8125
2019-06-07,8387
2019-06-08,8546
2019-06-09,8597
2019-06-10,8597
2019-06-11,8878
2019-06-12,8961
2019-06-13,8992
2019-06-14,8781
2019-06-15,8622
2019-06-16,8364
2019-06-17,8163
2019-06-18,7948
2019-06-19,7617
2019-06-20,7334
2019-06-21,7423
2019-06-22,7692
2019-06-23,7959
2019-06-24,8198
2019-06-25,8265
2019-06-26,8348
2019-06-27,8319
2019-06-28,8319
2019-06-29,8086
2019-06-30,7709
2019-07-01,7360
2019-07-02,7067
2019-07-03,6756
2019-07-04,6508
2019-07-05,6553
2019-07-06,6328
2019-07-07,6071
2019-07-08,5919
2019-07-09,5893
2019-07-10,5789
2019-07-11,5852
2019-07-12,5784
2019-07-13,5600
2019-07-14,5737
2019-07-15,5737
2019-07-16,5973
2019-07-17,6186
2019-07-18,6267
2019-07-19,6426
2019-07-20,6451
2019-07-21,6227
2019-07-22,6027
2019-07-23,5905
2019-07-24,5905
2019-07-25,5830
2019-07-26,5739
2019-07-27,5464
2019-07-28,5420
2019-07-29,5321
2019-07-30,5454
2019-07-31,5580
2019-08-01,5699
2019-08-02,5647
2019-08-03,5554
2019-08-04,5605
2019-08-05,5667
2019-08-06,5814
2019-08-07,6076
2019-08-08,6221
2019-08-09,6221
2019-08-10,6234
2019-08-11,6362
2019-08-12,6435
2019-08-13,6547
2019-08-14,6714
2019-08-15,6689
2019-08-16,6792
2019-08-17,6792
2019-08-18,6721
2019-08-19,6768
2019-08-20,7017
2019-08-21,6939
2019-08-22,6778
2019-08-23,6778
2019-08-24,6697
2019-08-24,6697
2019-08-25,6697
2019-08-25,6697
2019-08-26,6548
2019-08-26,6548
2019-08-27,6582
2019-08-27,6582
2019-08-28,6611
2019-08-29,6586
2019-08-30,6511
2019-08-31,6511
2019-09-01,6422
2019-09-02,6422
2019-09-03,6477
2019-09-04,6666
2019-09-05,6785
2019-09-06,6785
2019-09-07,6831
2019-09-08,6602
2019-09-09,6483
2019-09-10,6483
2019-09-11,6456
2019-09-12,6456
2019-09-13,6622
2019-09-14,6932
2019-09-15,7198
2019-09-16,7475
2019-09-17,7774
2019-09-18,8091
2019-09-19,8342
2019-09-20,8342
2019-09-21,8410
2019-09-22,8831
2019-09-23,9200
2019-09-24,9200
2019-09-25,9487
2019-09-26,9946
2019-09-27,9946
2019-09-28,10375
2019-09-29,10375
2019-09-30,10738
2019-10-01,10975
2019-10-02,10975
2019-10-03,11004
2019-10-04,10737
2019-10-05,10713
2019-10-06,10990
2019-10-07,10990
2019-10-08,11041
2019-10-09,11041
2019-10-10,10904
2019-10-11,10904
2019-10-12,10873
2019-10-13,10621
2019-10-14,10125
2019-10-15,10125
2019-10-16,10245
2019-10-17,10245
2019-10-18,9937
2019-10-19,9454
2019-10-20,9078
2019-10-21,8920
2019-10-22,8833
2019-10-23,8947
2019-10-24,9013
2019-10-25,8735
2019-10-26,8937
2019-10-27,8937
2019-10-28,9058
2019-10-29,9058
2019-10-30,8929
2019-10-31,8516
2019-11-01,8313
2019-11-02,7988
2019-11-03,7983
2019-11-04,8023
2019-11-05,8023
2019-11-06,7793
2019-11-07,7665
2019-11-08,7756
2019-11-09,7652
2019-11-10,7791
2019-11-11,7885
2019-11-12,7885
2019-11-13,8037
2019-11-14,8037
2019-11-15,8035
2019-11-16,8160
2019-11-17,8160
2019-11-18,8095
2019-11-19,8095
2019-11-20,7875
2019-11-21,7875
2019-11-22,7768
2019-11-23,7687
2019-11-24,7788
2019-11-25,7791
2019-11-26,7684
2019-11-27,7684
2019-11-28,7628
2019-11-29,7628
2019-11-30,7543
2019-12-01,7629
2019-12-02,7629
2019-12-03,7756
2019-12-04,8035
2019-12-05,8035
2019-12-06,8213
2019-12-07,8321
2019-12-08,8321
2019-12-09,8417
2019-12-10,8563
2019-12-11,8915
2019-12-12,8915
2019-12-13,9053
2019-12-14,9266
2019-12-15,9337
2019-12-16,9189
2019-12-17,8916
2019-12-18,8916
2019-12-19,8841
2019-12-20,8915
2019-12-21,8852
2019-12-22,8804
2019-12-23,8804
2019-12-24,8788
2019-12-25,8989
2019-12-26,8989
2019-12-27,8888
2019-12-28,8874
2019-12-29,8636
2019-12-30,8340
2019-12-31,8379
2020-01-01,8550
2020-01-02,8314
2020-01-03,7946
2020-01-04,7828
2020-01-05,7946
2020-01-06,8145
2020-01-07,8434
2020-01-08,8434
2020-01-09,8321
2020-01-10,8283
2020-01-11,8333
2020-01-12,8409
2020-01-13,8409
2020-01-14,8516
2020-01-15,8494
2020-01-16,8733
2020-01-17,8839
2020-01-18,8839
2020-01-19,9052
2020-01-20,9204
2020-01-21,9359
2020-01-22,9391
2020-01-23,9043
2020-01-24,9288
2020-01-25,9463
2020-01-26,9508
2020-01-27,9412
2020-01-28,9412
2020-01-29,9268
2020-01-30,9034
2020-01-31,8794
2020-02-01,8455
2020-02-02,8333
2020-02-03,8024
2020-02-04,7811
2020-02-05,7602
2020-02-06,7396
2020-02-07,7211
2020-02-08,7068
2020-02-09,6952
2020-02-10,6798
2020-02-11,6683
2020-02-12,6769
2020-02-13,6829
2020-02-14,6677
2020-02-15,6636
2020-02-16,6689
2020-02-17,6660
2020-02-18,6499
2020-02-19,6466
2020-02-20,6417
2020-02-21,6417
2020-02-22,6271
2020-02-23,6091
2020-02-24,6021
2020-02-25,5770
2020-02-26,5526
2020-02-27,5419
2020-02-28,5255
2020-02-29,5255
2020-03-01,5152
2020-03-02,5120
2020-03-03,4873
2020-03-04,4873
2020-03-05,4629
2020-03-06,4535
2020-03-07,4475
2020-03-08,4494
2020-03-09,4561
2020-03-10,4353
2020-03-11,4205
2020-03-12,4182
2020-03-13,4182
2020-03-14,4039
2020-03-15,4091
2020-03-16,4125
2020-03-17,4158
2020-03-18,4196
2020-03-19,4137
2020-03-20,4149
2020-03-21,4062
2020-03-22,4027
2020-03-23,3895
2020-03-24,3862
2020-03-25,3777
2020-03-26,3767
2020-03-27,3753
2020-03-28,3784
2020-03-29,3850
2020-03-30,3946
2020-03-31,4002
2020-04-01,4002
2020-04-02,3892
2020-04-03,3892
2020-04-04,3991
2020-04-05,4002
2020-04-06,4031
2020-04-07,3990
2020-04-08,4123
2020-04-09,4234
2020-04-10,4283
2020-04-11,4203
2020-04-12,4224
2020-04-13,4095
2020-04-14,4191
2020-04-15,4329
2020-04-16,4437
2020-04-17,4636
2020-04-18,4838
2020-04-19,5037
2020-04-20,5286
2020-04-21,5543
2020-04-22,5821
2020-04-23,6075
2020-04-24,6217
2020-04-25,6328
2020-04-26,6421
2020-04-27,6589
2020-04-28,6905
2020-04-29,6917
2020-04-30,6990
2020-05-01,6943
2020-05-02,6846
2020-05-03,6881
2020-05-04,6979
2020-05-05,7042
2020-05-06,7115
2020-05-07,7248
2020-05-08,7305
2020-05-09,7217
2020-05-10,6912
2020-05-11,6720
2020-05-12,6646
2020-05-13,6745
