date_obj,Rune%20cane price
2019-03-31,8338
2019-04-01,8307
2019-04-02,8307
2019-04-03,8354
2019-04-04,8354
2019-04-05,8379
2019-04-06,8379
2019-04-07,8299
2019-04-08,8299
2019-04-09,8299
2019-04-10,8261
2019-04-11,8192
2019-04-12,8187
2019-04-13,8238
2019-04-14,8301
2019-04-15,8301
2019-04-16,8306
2019-04-17,8306
2019-04-18,8315
2019-04-19,8315
2019-04-20,8283
2019-04-21,8283
2019-04-22,8157
2019-04-23,8127
2019-04-24,8169
2019-04-25,8251
2019-04-26,8405
2019-04-27,8542
2019-04-28,8525
2019-04-29,8525
2019-04-30,8520
2019-05-01,8520
2019-05-02,8477
2019-05-03,8752
2019-05-04,8553
2019-05-05,8553
2019-05-06,8586
2019-05-07,8389
2019-05-08,8359
2019-05-09,8359
2019-05-10,8378
2019-05-11,8378
2019-05-12,8357
2019-05-13,8193
2019-05-14,8259
2019-05-15,8259
2019-05-16,8248
2019-05-17,8248
2019-05-18,8242
2019-05-19,8242
2019-05-20,8230
2019-05-21,8230
2019-05-22,8230
2019-05-23,8216
2019-05-24,8216
2019-05-25,8279
2019-05-26,8279
2019-05-27,8357
2019-05-28,8357
2019-05-29,8515
2019-05-30,8515
2019-05-31,8688
2019-06-01,8688
2019-06-02,8828
2019-06-03,8828
2019-06-04,8832
2019-06-05,8972
2019-06-06,8972
2019-06-07,8873
2019-06-08,8851
2019-06-09,8851
2019-06-10,8883
2019-06-11,8841
2019-06-12,8412
2019-06-13,8464
2019-06-14,8464
2019-06-15,8510
2019-06-16,8349
2019-06-17,8450
2019-06-18,8450
2019-06-19,8526
2019-06-20,8526
2019-06-21,8460
2019-06-22,8460
2019-06-23,8268
2019-06-24,8268
2019-06-25,8182
2019-06-26,8182
2019-06-27,8489
2019-06-28,8489
2019-06-29,8864
2019-06-30,8999
2019-07-01,8999
2019-07-02,9292
2019-07-03,9283
2019-07-04,9283
2019-07-05,9075
2019-07-06,8926
2019-07-07,8800
2019-07-08,8800
2019-07-09,8915
2019-07-10,8915
2019-07-11,8939
2019-07-12,8815
2019-07-13,8815
2019-07-14,8722
2019-07-15,8722
2019-07-16,8743
2019-07-17,8952
2019-07-18,8952
2019-07-19,9272
2019-07-20,9272
2019-07-21,9696
2019-07-22,9696
2019-07-23,10130
2019-07-24,10130
2019-07-25,10099
2019-07-26,10099
2019-07-27,10150
2019-07-28,10150
2019-07-29,9789
2019-07-30,9460
2019-07-31,9102
2019-08-01,9102
2019-08-02,8775
2019-08-03,8546
2019-08-04,8546
2019-08-05,8393
2019-08-06,8393
2019-08-07,8352
2019-08-08,8352
2019-08-09,8108
2019-08-10,8051
2019-08-11,8051
2019-08-12,8164
2019-08-13,8164
2019-08-14,8129
2019-08-15,8129
2019-08-16,8122
2019-08-17,8122
2019-08-18,8442
2019-08-19,8442
2019-08-20,8533
2019-08-21,8533
2019-08-22,8890
2019-08-23,8890
2019-08-24,9027
2019-08-24,9027
2019-08-25,9027
2019-08-25,9027
2019-08-26,8992
2019-08-26,8992
2019-08-27,8992
2019-08-27,8992
2019-08-28,8753
2019-08-29,8753
2019-08-30,8638
2019-08-31,8638
2019-09-01,8434
2019-09-02,8434
2019-09-03,8191
2019-09-04,8191
2019-09-05,8133
2019-09-06,8133
2019-09-07,7803
2019-09-08,7721
2019-09-09,7721
2019-09-10,7852
2019-09-11,7986
2019-09-12,7986
2019-09-13,8077
2019-09-14,8077
2019-09-15,8205
2019-09-16,8205
2019-09-17,8317
2019-09-18,8317
2019-09-19,8170
2019-09-20,8170
2019-09-21,8041
2019-09-22,8041
2019-09-23,7971
2019-09-24,7971
2019-09-25,8090
2019-09-26,8155
2019-09-27,8155
2019-09-28,7969
2019-09-29,7969
2019-09-30,7961
2019-10-01,7878
2019-10-02,7878
2019-10-03,8044
2019-10-04,8044
2019-10-05,8014
2019-10-06,8123
2019-10-07,8123
2019-10-08,7729
2019-10-09,7634
2019-10-10,7871
2019-10-11,7871
2019-10-12,8142
2019-10-13,8090
2019-10-14,8007
2019-10-15,8007
2019-10-16,8056
2019-10-17,8056
2019-10-18,8178
2019-10-19,8178
2019-10-20,8383
2019-10-21,8383
2019-10-22,8426
2019-10-23,8426
2019-10-24,8405
2019-10-25,8405
2019-10-26,8451
2019-10-27,8451
2019-10-28,8278
2019-10-29,8278
2019-10-30,8278
2019-10-31,8357
2019-11-01,8357
2019-11-02,8497
2019-11-03,8497
2019-11-04,8726
2019-11-05,8726
2019-11-06,8726
2019-11-07,8708
2019-11-08,8708
2019-11-09,8885
2019-11-10,8789
2019-11-11,8789
2019-11-12,8832
2019-11-13,8832
2019-11-14,8770
2019-11-15,8770
2019-11-16,8661
2019-11-17,8661
2019-11-18,8546
2019-11-19,8546
2019-11-20,8617
2019-11-21,8617
2019-11-22,8617
2019-11-23,8676
2019-11-24,8676
2019-11-25,8774
2019-11-26,8774
2019-11-27,9032
2019-11-28,9032
2019-11-29,8982
2019-11-30,8982
2019-12-01,8760
2019-12-02,8760
2019-12-03,8658
2019-12-04,8658
2019-12-05,8557
2019-12-06,8557
2019-12-07,8285
2019-12-08,8285
2019-12-09,8078
2019-12-10,8078
2019-12-11,8267
2019-12-12,8267
2019-12-13,8212
2019-12-14,8212
2019-12-15,8120
2019-12-16,8120
2019-12-17,7986
2019-12-18,7986
2019-12-19,7983
2019-12-20,8009
2019-12-21,8009
2019-12-22,8055
2019-12-23,8055
2019-12-24,7958
2019-12-25,8168
2019-12-26,8168
2019-12-27,7995
2019-12-28,7995
2019-12-29,7897
2019-12-30,7897
2019-12-31,7991
2020-01-01,7991
2020-01-02,7994
2020-01-03,7994
2020-01-04,7921
2020-01-05,8023
2020-01-06,8023
2020-01-07,7939
2020-01-08,7939
2020-01-09,7950
2020-01-10,7950
2020-01-11,7844
2020-01-12,7788
2020-01-13,7788
2020-01-14,7899
2020-01-15,7950
2020-01-16,7911
2020-01-17,7901
2020-01-18,7901
2020-01-19,7993
2020-01-20,7993
2020-01-21,7924
2020-01-22,7924
2020-01-23,7816
2020-01-24,7960
2020-01-25,7960
2020-01-26,7925
2020-01-27,7857
2020-01-28,7857
2020-01-29,7766
2020-01-30,7766
2020-01-31,7989
2020-02-01,7989
2020-02-02,8075
2020-02-03,8075
2020-02-04,8051
2020-02-05,8051
2020-02-06,8046
2020-02-07,8046
2020-02-08,8113
2020-02-09,8113
2020-02-10,8083
2020-02-11,8083
2020-02-12,8076
2020-02-13,8076
2020-02-14,8069
2020-02-15,8069
2020-02-16,8025
2020-02-17,7977
2020-02-18,8092
2020-02-19,8092
2020-02-20,8116
2020-02-21,8116
2020-02-22,8048
2020-02-23,8048
2020-02-24,8036
2020-02-25,8036
2020-02-26,8051
2020-02-27,8051
2020-02-28,7972
2020-02-29,7972
2020-03-01,7813
2020-03-02,7813
2020-03-03,7763
2020-03-04,7763
2020-03-05,7771
2020-03-06,7907
2020-03-07,7907
2020-03-08,8021
2020-03-09,8021
2020-03-10,8079
2020-03-11,8079
2020-03-12,8118
2020-03-13,8118
2020-03-14,8011
2020-03-15,8011
2020-03-16,7912
2020-03-17,7912
2020-03-18,7945
2020-03-19,7945
2020-03-20,8081
2020-03-21,8081
2020-03-22,8103
2020-03-23,8103
2020-03-24,8091
2020-03-25,8091
2020-03-26,8146
2020-03-27,8189
2020-03-28,8192
2020-03-29,8075
2020-03-30,7999
2020-03-31,8097
2020-04-01,8079
2020-04-02,8094
2020-04-03,8094
2020-04-04,8107
2020-04-05,7974
2020-04-06,8060
2020-04-07,8123
2020-04-08,8056
2020-04-09,8096
2020-04-10,8096
2020-04-11,8195
2020-04-12,8342
2020-04-13,8342
2020-04-14,8221
2020-04-15,8042
2020-04-16,8088
2020-04-17,8124
2020-04-18,8109
2020-04-19,7981
2020-04-20,8113
2020-04-21,7985
2020-04-22,8057
2020-04-23,8097
2020-04-24,8097
2020-04-25,8021
2020-04-26,7985
2020-04-27,8032
2020-04-28,8053
2020-04-29,8096
2020-04-30,7985
2020-05-01,7985
2020-05-02,8069
2020-05-03,8219
2020-05-04,8412
2020-05-05,8436
2020-05-06,8632
2020-05-07,8546
2020-05-08,8390
2020-05-09,8212
2020-05-10,8070
2020-05-11,8070
2020-05-12,8095
2020-05-13,7994
