date_obj,Jar%20of%20dirt price
2019-03-31,5431
2019-04-01,5431
2019-04-02,5703
2019-04-03,5703
2019-04-04,5979
2019-04-05,5979
2019-04-06,5979
2019-04-07,6138
2019-04-08,6138
2019-04-09,6146
2019-04-10,6146
2019-04-11,6279
2019-04-12,6279
2019-04-13,6342
2019-04-14,6342
2019-04-15,6167
2019-04-16,6167
2019-04-17,6384
2019-04-18,6384
2019-04-19,6596
2019-04-20,6596
2019-04-21,6704
2019-04-22,6704
2019-04-23,6912
2019-04-24,6912
2019-04-25,7019
2019-04-26,7019
2019-04-27,7185
2019-04-28,7185
2019-04-29,7292
2019-04-30,7292
2019-05-01,7359
2019-05-02,7359
2019-05-03,7561
2019-05-04,7561
2019-05-05,7927
2019-05-06,7927
2019-05-07,8173
2019-05-08,8173
2019-05-09,8271
2019-05-10,8271
2019-05-11,8317
2019-05-12,8317
2019-05-13,8213
2019-05-14,8213
2019-05-15,8325
2019-05-16,8325
2019-05-17,8325
2019-05-18,7973
2019-05-19,7973
2019-05-20,7574
2019-05-21,7574
2019-05-22,7212
2019-05-23,6973
2019-05-24,6973
2019-05-25,6903
2019-05-26,6903
2019-05-27,7096
2019-05-28,7096
2019-05-29,7328
2019-05-30,7328
2019-05-31,7548
2019-06-01,7548
2019-06-02,7552
2019-06-03,7552
2019-06-04,7732
2019-06-05,7732
2019-06-06,7919
2019-06-07,7919
2019-06-08,7975
2019-06-09,7975
2019-06-10,7858
2019-06-11,7858
2019-06-12,7949
2019-06-13,7949
2019-06-14,8057
2019-06-15,8057
2019-06-16,7998
2019-06-17,7998
2019-06-18,8114
2019-06-19,8114
2019-06-20,8365
2019-06-21,8365
2019-06-22,8365
2019-06-23,8275
2019-06-24,8275
2019-06-25,8123
2019-06-26,8123
2019-06-27,8400
2019-06-28,8400
2019-06-29,8618
2019-06-30,8847
2019-07-01,8847
2019-07-02,9182
2019-07-03,9182
2019-07-04,9208
2019-07-05,9208
2019-07-06,9352
2019-07-07,9352
2019-07-08,9450
2019-07-09,9450
2019-07-10,9450
2019-07-11,9450
2019-07-12,9480
2019-07-13,9480
2019-07-14,9485
2019-07-15,9485
2019-07-16,9485
2019-07-17,9444
2019-07-18,9444
2019-07-19,9358
2019-07-20,9358
2019-07-21,8964
2019-07-22,8964
2019-07-23,9196
2019-07-24,9196
2019-07-25,9196
2019-07-26,9226
2019-07-27,9226
2019-07-28,9106
2019-07-29,9106
2019-07-30,9130
2019-07-31,9130
2019-08-01,9098
2019-08-02,9098
2019-08-03,8935
2019-08-04,8935
2019-08-05,8893
2019-08-06,8893
2019-08-07,8552
2019-08-08,8552
2019-08-09,8552
2019-08-10,8161
2019-08-11,8161
2019-08-12,8092
2019-08-13,8092
2019-08-14,8093
2019-08-15,8093
2019-08-16,8019
2019-08-17,8019
2019-08-18,7949
2019-08-19,7949
2019-08-20,7863
2019-08-21,7863
2019-08-22,7755
2019-08-23,7755
2019-08-24,7416
2019-08-24,7416
2019-08-25,7416
2019-08-25,7416
2019-08-26,7488
2019-08-26,7488
2019-08-27,7488
2019-08-27,7488
2019-08-28,7669
2019-08-29,7669
2019-08-30,7886
2019-08-31,7886
2019-09-01,7911
2019-09-02,7911
2019-09-03,7836
2019-09-04,7836
2019-09-05,7717
2019-09-06,7717
2019-09-07,7552
2019-09-08,7552
2019-09-09,7504
2019-09-10,7504
2019-09-11,7497
2019-09-12,7497
2019-09-13,7497
2019-09-14,7296
2019-09-15,7296
2019-09-16,6946
2019-09-17,6946
2019-09-18,6624
2019-09-19,6624
2019-09-20,6318
2019-09-21,6318
2019-09-22,6002
2019-09-23,6141
2019-09-24,6141
2019-09-25,6141
2019-09-26,6352
2019-09-27,6352
2019-09-28,6352
2019-09-29,6354
2019-09-30,6354
2019-10-01,6362
2019-10-02,6362
2019-10-03,6388
2019-10-04,6388
2019-10-05,6198
2019-10-06,6062
2019-10-07,6062
2019-10-08,6053
2019-10-09,6053
2019-10-10,6041
2019-10-11,6041
2019-10-12,6041
2019-10-13,5961
2019-10-14,5961
2019-10-15,5735
2019-10-16,5735
2019-10-17,5473
2019-10-18,5473
2019-10-19,5199
2019-10-20,5199
2019-10-21,4955
2019-10-22,4955
2019-10-23,4729
2019-10-24,4729
2019-10-25,4509
2019-10-26,4509
2019-10-27,4305
2019-10-28,4113
2019-10-29,4113
2019-10-30,4046
2019-10-31,4046
2019-11-01,4144
2019-11-02,4144
2019-11-03,4267
2019-11-04,4267
2019-11-05,4267
2019-11-06,4401
2019-11-07,4401
2019-11-08,4288
2019-11-09,4288
2019-11-10,4145
2019-11-11,4145
2019-11-12,4145
2019-11-13,4308
2019-11-14,4308
2019-11-15,4515
2019-11-16,4515
2019-11-17,4515
2019-11-18,4719
2019-11-19,4719
2019-11-20,4719
2019-11-21,4860
2019-11-22,4860
2019-11-23,4945
2019-11-24,4945
2019-11-25,4979
2019-11-26,4979
2019-11-27,4979
2019-11-28,5157
2019-11-29,5157
2019-11-30,5157
2019-12-01,5071
2019-12-02,5071
2019-12-03,5286
2019-12-04,5286
2019-12-05,5286
2019-12-06,5407
2019-12-07,5407
2019-12-08,5332
2019-12-09,5332
2019-12-10,5164
2019-12-11,5164
2019-12-12,5164
2019-12-13,5116
2019-12-14,5116
2019-12-15,5037
2019-12-16,5037
2019-12-17,4925
2019-12-18,4925
2019-12-19,4925
2019-12-20,4757
2019-12-21,4757
2019-12-22,4983
2019-12-23,4983
2019-12-24,5145
2019-12-25,5145
2019-12-26,5319
2019-12-27,5319
2019-12-28,5533
2019-12-29,5533
2019-12-30,5533
2019-12-31,5806
2020-01-01,5806
2020-01-02,5931
2020-01-03,5931
2020-01-04,5931
2020-01-05,6046
2020-01-06,6046
2020-01-07,5889
2020-01-08,5889
2020-01-09,5889
2020-01-10,6036
2020-01-11,6036
2020-01-12,6118
2020-01-13,6118
2020-01-14,6118
2020-01-15,6177
2020-01-16,6177
2020-01-17,6152
2020-01-18,6152
2020-01-19,6219
2020-01-20,6219
2020-01-21,6127
2020-01-22,6127
2020-01-23,6249
2020-01-24,6249
2020-01-25,5965
2020-01-26,5792
2020-01-27,5792
2020-01-28,6041
2020-01-29,6041
2020-01-30,6059
2020-01-31,6059
2020-02-01,6113
2020-02-02,6113
2020-02-03,6228
2020-02-04,6228
2020-02-05,6261
2020-02-06,6210
2020-02-07,6210
2020-02-08,6216
2020-02-09,6216
2020-02-10,6334
2020-02-11,6334
2020-02-12,6196
2020-02-13,6196
2020-02-14,6119
2020-02-15,6119
2020-02-16,6055
2020-02-17,6162
2020-02-18,6213
2020-02-19,6213
2020-02-20,6202
2020-02-21,6202
2020-02-22,6454
2020-02-23,6454
2020-02-24,6557
2020-02-25,6557
2020-02-26,6593
2020-02-27,6593
2020-02-28,6761
2020-02-29,6761
2020-03-01,6871
2020-03-02,6871
2020-03-03,7008
2020-03-04,7008
2020-03-05,7068
2020-03-06,7111
2020-03-07,7111
2020-03-08,6985
2020-03-09,6985
2020-03-10,6684
2020-03-11,6684
2020-03-12,6474
2020-03-13,6474
2020-03-14,6523
2020-03-15,6523
2020-03-16,6686
2020-03-17,6686
2020-03-18,6665
2020-03-19,6665
2020-03-20,6759
2020-03-21,6827
2020-03-22,6988
2020-03-23,6988
2020-03-24,7054
2020-03-25,7156
2020-03-26,7241
2020-03-27,7444
2020-03-28,7444
2020-03-29,7673
2020-03-30,7844
2020-03-31,7844
2020-04-01,7841
2020-04-02,7486
2020-04-03,7486
2020-04-04,7111
2020-04-05,6920
2020-04-06,6826
2020-04-07,6734
2020-04-08,6598
2020-04-09,6435
2020-04-10,6435
2020-04-11,6408
2020-04-12,6427
2020-04-13,6286
2020-04-14,6148
2020-04-15,6252
2020-04-16,6252
2020-04-17,6351
2020-04-18,6536
2020-04-19,6427
2020-04-20,6423
2020-04-21,6423
2020-04-22,6488
2020-04-23,6488
2020-04-24,6482
2020-04-25,6476
2020-04-26,6483
2020-04-27,6683
2020-04-28,6772
2020-04-29,6772
2020-04-30,6741
2020-05-01,6741
2020-05-02,6412
2020-05-03,6477
2020-05-04,6477
2020-05-05,6543
2020-05-06,6485
2020-05-07,6603
2020-05-08,6603
2020-05-09,6546
2020-05-10,6371
2020-05-11,6371
2020-05-12,6370
2020-05-13,6392
