date_obj,Teal%20boots price
2019-05-28,754
2019-05-29,754
2019-05-30,754
2019-05-31,754
2019-06-01,754
2019-06-02,754
2019-06-03,754
2019-06-04,757
2019-06-05,757
2019-06-06,757
2019-06-07,757
2019-06-08,757
2019-06-09,757
2019-06-10,757
2019-06-11,749
2019-06-12,749
2019-06-13,749
2019-06-14,749
2019-06-15,749
2019-06-16,749
2019-06-17,720
2019-06-18,720
2019-06-19,720
2019-06-20,720
2019-06-21,720
2019-06-22,720
2019-06-23,736
2019-06-24,736
2019-06-25,736
2019-06-26,736
2019-06-27,736
2019-06-28,736
2019-06-29,736
2019-06-30,754
2019-07-01,754
2019-07-02,754
2019-07-03,754
2019-07-04,754
2019-07-05,754
2019-07-06,754
2019-07-07,730
2019-07-08,730
2019-07-09,730
2019-07-10,730
2019-07-11,730
2019-07-12,730
2019-07-13,730
2019-07-14,747
2019-07-15,747
2019-07-16,747
2019-07-17,747
2019-07-18,747
2019-07-19,747
2019-07-20,747
2019-07-21,747
2019-07-22,711
2019-07-23,711
2019-07-24,711
2019-07-25,711
2019-07-26,711
2019-07-27,711
2019-07-28,711
2019-07-29,711
2019-07-30,709
2019-07-31,709
2019-08-01,709
2019-08-02,709
2019-08-03,709
2019-08-04,709
2019-08-05,709
2019-08-06,709
2019-08-07,709
2019-08-08,709
2019-08-09,709
2019-08-10,709
2019-08-11,709
2019-08-12,709
2019-08-13,709
2019-08-14,709
2019-08-15,722
2019-08-16,722
2019-08-17,722
2019-08-18,722
2019-08-19,722
2019-08-20,722
2019-08-21,722
2019-08-22,722
2019-08-23,735
2019-08-24,735
2019-08-24,735
2019-08-25,735
2019-08-25,735
2019-08-26,735
2019-08-26,735
2019-08-27,735
2019-08-27,735
2019-08-28,735
2019-08-29,735
2019-08-30,735
2019-08-31,735
2019-09-01,735
2019-09-02,735
2019-09-03,735
2019-09-04,735
2019-09-05,735
2019-09-06,735
2019-09-07,735
2019-09-08,722
2019-09-09,722
2019-09-10,722
2019-09-11,722
2019-09-12,722
2019-09-13,722
2019-09-14,722
2019-09-15,722
2019-09-16,722
2019-09-17,737
2019-09-18,737
2019-09-19,737
2019-09-20,737
2019-09-21,737
2019-09-22,737
2019-09-23,737
2019-09-24,737
2019-09-25,754
2019-09-26,754
2019-09-27,754
2019-09-28,754
2019-09-29,754
2019-09-30,754
2019-10-01,754
2019-10-02,754
2019-10-03,754
2019-10-04,757
2019-10-05,757
2019-10-06,757
2019-10-07,757
2019-10-08,757
2019-10-09,757
2019-10-10,757
2019-10-11,757
2019-10-12,757
2019-10-13,757
2019-10-14,766
2019-10-15,766
2019-10-16,766
2019-10-17,766
2019-10-18,766
2019-10-19,766
2019-10-20,766
2019-10-21,766
2019-10-22,766
2019-10-23,766
2019-10-24,766
2019-10-25,765
2019-10-26,765
2019-10-27,765
2019-10-28,765
2019-10-29,765
2019-10-30,765
2019-10-31,765
2019-11-01,765
2019-11-02,765
2019-11-03,765
2019-11-04,765
2019-11-05,787
2019-11-06,787
2019-11-07,787
2019-11-08,787
2019-11-09,787
2019-11-10,787
2019-11-11,787
2019-11-12,787
2019-11-13,787
2019-11-14,787
2019-11-15,811
2019-11-16,811
2019-11-17,811
2019-11-18,811
2019-11-19,811
2019-11-20,811
2019-11-21,811
2019-11-22,811
2019-11-23,811
2019-11-24,803
2019-11-25,803
2019-11-26,803
2019-11-27,803
2019-11-28,803
2019-11-29,803
2019-11-30,803
2019-12-01,803
2019-12-02,803
2019-12-03,803
2019-12-04,809
2019-12-05,809
2019-12-06,809
2019-12-07,809
2019-12-08,809
2019-12-09,809
2019-12-10,809
2019-12-11,809
2019-12-12,809
2019-12-13,809
2019-12-14,809
2019-12-15,825
2019-12-16,825
2019-12-17,825
2019-12-18,825
2019-12-19,825
2019-12-20,825
2019-12-21,825
2019-12-22,825
2019-12-23,825
2019-12-24,825
2019-12-25,826
2019-12-26,826
2019-12-27,826
2019-12-28,826
2019-12-29,826
2019-12-30,826
2019-12-31,826
2020-01-01,826
2020-01-02,834
2020-01-03,834
2020-01-04,834
2020-01-05,834
2020-01-06,834
2020-01-07,834
2020-01-08,834
2020-01-09,834
2020-01-10,834
2020-01-11,797
2020-01-12,797
2020-01-13,797
2020-01-14,797
2020-01-15,797
2020-01-16,797
2020-01-17,769
2020-01-18,769
2020-01-19,769
2020-01-20,769
2020-01-21,769
2020-01-22,769
2020-01-23,769
2020-01-24,769
2020-01-25,769
2020-01-26,746
2020-01-27,746
2020-01-28,746
2020-01-29,746
2020-01-30,746
2020-01-31,746
2020-02-01,746
2020-02-02,746
2020-02-03,746
2020-02-04,749
2020-02-05,749
2020-02-06,749
2020-02-07,749
2020-02-08,749
2020-02-09,749
2020-02-10,749
2020-02-11,749
2020-02-12,749
2020-02-13,721
2020-02-14,721
2020-02-15,721
2020-02-16,721
2020-02-17,721
2020-02-18,721
2020-02-19,721
2020-02-20,721
2020-02-21,721
2020-02-22,706
2020-02-23,706
2020-02-24,706
2020-02-25,706
2020-02-26,706
2020-02-27,706
2020-02-28,706
2020-02-29,706
2020-03-01,685
2020-03-02,685
2020-03-03,685
2020-03-04,685
2020-03-05,685
2020-03-06,685
2020-03-07,685
2020-03-08,685
2020-03-09,685
2020-03-10,685
2020-03-11,680
2020-03-12,680
2020-03-13,680
2020-03-14,680
2020-03-15,680
2020-03-16,680
2020-03-17,680
2020-03-18,680
2020-03-19,680
2020-03-20,691
2020-03-21,691
2020-03-22,691
2020-03-23,691
2020-03-24,691
2020-03-25,691
2020-03-26,691
2020-03-27,674
2020-03-28,674
2020-03-29,674
2020-03-30,674
2020-03-31,674
2020-04-01,674
2020-04-02,658
2020-04-03,658
2020-04-04,658
2020-04-05,658
2020-04-06,658
2020-04-07,658
2020-04-08,658
2020-04-09,645
2020-04-10,645
2020-04-11,645
2020-04-12,645
2020-04-13,645
2020-04-14,645
2020-04-15,630
2020-04-16,630
2020-04-17,630
2020-04-18,630
2020-04-19,630
2020-04-20,630
2020-04-21,630
2020-04-22,643
2020-04-23,643
2020-04-24,643
2020-04-25,643
2020-04-26,643
2020-04-27,643
2020-04-28,675
2020-04-29,675
2020-04-30,675
2020-05-01,675
2020-05-02,675
2020-05-03,675
2020-05-04,675
2020-05-05,690
2020-05-06,690
2020-05-07,690
2020-05-08,690
2020-05-09,690
2020-05-10,690
2020-05-11,690
2020-05-12,687
2020-05-13,687
