date_obj,Ancient%20bracers price
2015-08-10,3536
2015-08-11,3422
2015-08-12,3422
2015-08-13,3353
2015-08-14,3275
2015-08-15,3275
2015-08-16,3165
2015-08-17,3100
2015-08-18,3015
2015-08-19,2958
2015-08-20,2958
2015-08-21,2931
2015-08-22,2910
2015-08-23,2910
2015-08-24,3011
2015-08-25,3011
2015-08-26,3078
2015-08-27,3108
2015-08-28,3118
2015-08-29,3124
2015-08-30,3124
2015-08-31,3137
2015-09-01,3114
2015-09-02,3114
2015-09-03,3208
2015-09-04,3344
2015-09-05,3344
2015-09-06,3237
2015-09-07,3157
2015-09-08,3130
2015-09-09,3130
2015-09-10,3081
2015-09-11,3074
2015-09-12,2937
2015-09-13,2866
2015-09-14,2852
2015-09-15,2939
2015-09-16,2939
2015-09-17,3005
2015-09-18,3005
2015-09-19,3004
2015-09-20,3004
2015-09-21,3013
2015-09-22,3010
2015-09-23,3124
2015-09-24,3124
2015-09-25,3122
2015-09-27,3102
2015-09-28,3067
2015-09-29,3072
2015-09-30,2973
2015-10-05,3207
2015-10-06,3220
2015-10-07,3220
2015-10-08,3352
2015-10-09,3504
2015-10-10,3504
2015-10-11,3667
2015-10-12,3847
2015-10-13,3847
2015-10-14,3890
2015-10-15,3826
2015-10-16,3919
2015-10-17,3919
2015-10-18,3967
2015-10-19,4053
2015-10-20,4017
2015-10-22,3883
2015-10-23,3740
2015-10-24,3740
2015-10-25,3689
2015-10-26,3660
2015-10-27,3660
2015-10-28,3624
2015-10-29,3624
2015-10-30,3686
2015-10-31,3769
2015-11-01,3769
2015-11-02,3769
2015-11-03,3696
2015-11-04,3696
2015-11-05,3784
2015-11-06,3784
2015-11-07,3789
2015-11-08,3789
2015-11-09,3859
2015-11-10,3859
2015-11-11,3958
2015-11-12,3958
2015-11-13,4053
2015-11-14,4161
2015-11-15,4098
2015-11-16,4098
2015-11-17,3945
2015-11-18,3945
2015-11-19,3822
2015-11-20,3765
2015-11-21,3765
2015-11-22,3683
2015-11-23,3683
2015-11-24,3669
2015-11-25,3757
2015-11-26,3757
2015-11-27,3940
2015-11-28,3940
2015-11-29,4050
2015-11-30,4082
2015-12-01,4082
2015-12-02,4183
2015-12-03,4201
2015-12-04,4201
2015-12-05,4126
2015-12-06,4058
2015-12-07,4058
2015-12-08,4018
2015-12-09,3947
2015-12-10,3947
2015-12-11,3858
2015-12-12,3858
2015-12-13,3779
2015-12-14,3779
2015-12-15,3880
2015-12-16,3889
2015-12-17,3889
2015-12-18,3909
2015-12-19,3938
2015-12-20,3809
2015-12-21,3779
2015-12-22,3808
2015-12-23,3833
2015-12-24,3833
2015-12-25,3912
2015-12-26,3912
2015-12-27,4006
2015-12-28,4117
2015-12-29,4260
2015-12-30,4445
2015-12-31,4594
2016-01-01,4594
2016-01-02,4589
2016-01-04,4938
2016-01-05,5167
2016-01-06,5211
2016-01-07,5181
2016-01-08,5201
2016-01-09,5201
2016-01-10,5215
2016-01-11,5280
2016-01-12,5235
2016-01-13,5235
2016-01-14,5254
2016-01-15,5319
2016-01-16,5365
2016-01-17,5491
2016-01-18,5528
2016-01-19,5484
2016-01-20,5410
2016-01-21,5420
2016-01-22,5273
2016-01-23,5367
2016-01-24,5428
2016-01-25,5463
2016-01-26,5399
2016-01-27,5129
2016-01-28,5129
2016-01-29,4876
2016-01-30,4799
2016-01-31,4895
2016-02-01,4772
2016-02-02,4590
2016-02-03,4519
2016-02-04,4519
2016-02-05,4538
2016-02-06,4412
2016-02-07,4274
2016-02-08,4160
2016-02-09,3953
2016-02-10,3755
2016-02-11,3577
2016-02-12,3503
2016-02-13,3375
2016-02-14,3359
2016-02-15,3378
2016-02-16,3406
2016-02-17,3406
2016-02-18,3419
2016-02-19,3432
2016-02-20,3578
2016-02-21,3757
2016-02-22,3945
2016-02-23,4143
2016-02-24,4351
2016-02-25,4569
2016-02-26,4798
2016-02-27,5011
2016-02-28,5085
2016-02-29,5025
2016-03-01,4891
2016-03-02,4727
2016-03-03,4679
2016-03-04,4767
2016-03-05,4615
2016-03-06,4662
2016-03-07,4431
2016-03-08,4209
2016-03-09,4085
2016-03-10,3993
2016-03-11,3937
2016-03-12,3828
2016-03-13,3795
2016-03-14,3835
2016-03-15,3943
2016-03-16,3992
2016-03-17,4066
2016-03-18,4163
2016-03-19,4095
2016-03-20,4177
2016-03-21,4373
2016-03-22,4576
2016-03-23,4805
2016-03-24,5032
2016-03-25,5252
2016-03-26,5309
2016-03-27,5477
2016-03-28,5678
2016-03-29,5946
2016-03-30,5946
2016-03-31,6043
2016-04-01,5823
2016-04-02,5746
2016-04-03,5813
2016-04-04,5676
2016-04-05,5394
2016-04-06,5177
2016-04-07,4928
2016-04-08,4710
2016-04-09,4474
2016-04-10,4254
2016-04-11,4254
2016-04-12,4153
2016-04-13,4098
2016-04-14,4147
2016-04-15,4245
2016-04-16,4268
2016-04-17,4365
2016-04-18,4339
2016-04-19,4408
2016-04-20,4463
2016-04-21,4418
2016-04-22,4418
2016-04-23,4258
2016-04-24,4116
2016-04-25,4066
2016-04-26,4106
2016-04-27,4013
2016-04-28,3871
2016-04-29,3864
2016-04-30,3757
2016-05-01,3673
2016-05-02,3638
2016-05-03,3513
2016-05-04,3394
2016-05-05,3360
2016-05-06,3360
2016-05-07,3262
2016-05-08,3098
2016-05-09,2961
2016-05-10,2887
2016-05-11,2861
2016-05-12,2936
2016-05-13,3043
2016-05-14,3099
2016-05-15,3165
2016-05-16,3175
2016-05-17,3150
2016-05-18,3071
2016-05-19,3024
2016-05-22,3017
2016-05-23,3080
2016-05-24,3125
2016-05-25,3157
2016-05-26,3151
2016-05-27,3065
2016-05-28,3065
2016-05-29,2995
2016-05-30,2995
2016-05-31,2933
2016-06-01,2967
2016-06-02,2890
2016-06-03,2855
2016-06-04,2801
2016-06-05,2849
2016-06-06,2903
2016-06-07,2903
2016-06-08,2928
2016-06-09,2899
2016-06-10,2945
2016-06-11,2888
2016-06-12,2806
2016-06-13,2815
2016-06-14,2849
2016-06-15,2934
2016-06-16,2988
2016-06-17,2991
2016-06-18,2974
2016-06-19,2957
2016-06-20,2911
2016-06-21,2903
2016-06-22,2908
2016-06-23,2861
2016-06-24,2780
2016-06-25,2721
2016-06-26,2721
2016-06-27,2739
2016-06-28,2841
2016-06-29,2844
2016-06-30,2888
2016-07-01,2924
2016-07-02,2934
2016-07-03,2885
2016-07-04,2918
2016-07-05,2852
2016-07-06,2896
2016-07-07,2941
2016-07-08,2995
2016-07-09,3023
2016-07-10,2990
2016-07-11,2926
2016-07-12,2845
2016-07-13,2861
2016-07-14,2938
2016-07-15,2967
2016-07-16,2995
2016-07-17,2950
2016-07-18,2949
2016-07-23,3198
2016-07-24,3283
2016-07-25,3258
2016-07-26,3282
2016-07-27,3338
2016-07-28,3321
2016-07-29,3362
2016-07-30,3268
2016-07-31,3268
2016-08-01,3341
2016-08-02,3469
2016-08-03,3499
2016-08-04,3574
2016-08-05,3574
2016-08-06,3731
2016-08-07,3761
2016-08-08,3764
2016-08-09,3816
2016-08-10,3884
2016-08-11,3886
2016-08-12,3859
2016-08-13,3873
2016-08-14,3978
2016-08-15,4103
2016-08-16,4208
2016-08-17,4284
2016-08-18,4421
2016-08-19,4328
2016-08-20,4277
2016-08-21,4304
2016-08-22,4381
2016-08-23,4288
2016-08-24,4302
2016-08-25,4197
2016-08-26,4197
2016-08-28,4232
2016-08-31,4207
2016-09-01,4337
2016-09-02,4337
2016-09-03,4355
2016-09-04,4369
2016-09-05,4259
2016-09-06,4104
2016-09-07,4090
2016-09-08,4232
2016-09-09,4444
2016-09-10,4667
2016-09-11,4667
2016-09-12,4744
2016-09-13,4622
2016-09-14,4622
2016-09-15,4428
2016-09-16,4428
2016-09-17,4298
2016-09-18,4165
2016-09-19,4053
2016-09-20,4133
2016-09-21,4312
2016-09-22,4309
2016-09-23,4294
2016-09-24,4294
2016-09-25,4300
2016-09-26,4300
2016-09-27,4361
2016-09-28,4437
2016-09-29,4527
2016-09-30,4647
2016-10-01,4730
2016-10-02,4730
2016-10-03,4687
2016-10-04,4717
2016-10-05,4662
2016-10-06,4723
2016-10-07,4796
2016-10-08,4816
2016-10-09,4740
2016-10-10,4663
2016-10-11,4663
2016-10-12,4663
2016-10-13,4717
2016-10-14,4683
2016-10-15,4693
2016-10-16,4500
2016-10-17,4396
2016-10-18,4384
2016-10-19,4409
2016-10-20,4425
2016-10-21,4413
2016-10-22,4413
2016-10-23,4351
2016-10-24,4281
2016-10-25,4281
2016-10-26,4220
2016-10-27,4220
2016-10-28,4159
2016-10-29,4018
2016-10-30,3922
2016-10-31,3951
2016-11-01,3951
2016-11-02,4073
2016-11-03,4193
2016-11-04,4167
2016-11-05,4167
2016-11-06,4216
2016-11-07,4345
2016-11-08,4447
2016-11-09,4638
2016-11-10,4811
2016-11-11,4726
2016-11-12,4664
2016-11-13,4607
2016-11-14,4642
2016-11-15,4637
2016-12-07,3819
2016-12-08,3835
2016-12-09,3767
2016-12-10,3796
2016-12-11,3726
2016-12-12,3706
2016-12-13,3612
2016-12-14,3552
2016-12-15,3552
2016-12-16,3454
2016-12-17,3297
2016-12-18,3215
2016-12-19,3153
2016-12-20,3168
2016-12-21,3301
2016-12-22,3454
2016-12-23,3627
2016-12-24,3741
2016-12-25,3850
2016-12-26,3923
2016-12-27,3965
2016-12-28,4028
2016-12-29,3938
2016-12-30,3755
2016-12-31,3697
2017-01-01,3645
2017-01-02,3610
2017-01-03,3714
2017-01-04,3628
2017-01-05,3605
2017-01-06,3538
2017-01-07,3544
2017-01-08,3513
2017-01-09,3461
2017-01-10,3336
2017-01-11,3285
2017-01-12,3198
2017-01-13,3181
2017-01-14,3174
2017-01-15,3221
2017-01-16,3259
2017-01-17,3301
2017-01-18,3323
2017-01-19,3299
2017-01-20,3328
2017-01-21,3347
2017-01-22,3396
2017-01-23,3424
2017-01-27,3700
2017-01-28,3866
2017-01-29,3980
2017-01-30,4135
2017-01-31,4199
2017-02-01,4247
2017-02-02,4347
2017-02-03,4284
2017-02-04,4250
2017-02-05,4294
2017-02-06,4114
2017-02-07,3924
2017-02-08,3807
2017-02-09,3804
2017-02-10,3822
2017-02-11,3761
2017-02-12,3765
2017-02-13,3823
2017-02-14,3997
2017-02-15,4123
2017-02-16,4208
2017-02-17,4208
2017-02-18,4293
2017-02-19,4253
2017-02-20,4285
2017-02-21,4377
2017-02-22,4486
2017-02-23,4666
2017-02-24,4793
2017-02-25,4900
2017-02-26,5141
2017-02-27,5399
2017-02-28,5667
2017-03-01,5913
2017-03-02,6128
2017-03-03,6199
2017-03-04,6202
2017-03-05,6267
2017-03-06,6373
2017-03-07,6403
2017-03-08,6442
2017-03-09,6678
2017-03-10,6706
2017-03-11,6986
2017-03-12,7104
2017-03-13,7224
2017-03-14,7384
2017-03-15,7214
2017-03-16,7234
2017-03-17,7145
2017-03-18,7163
2017-03-19,7233
2017-03-20,7334
2017-03-21,7450
2017-03-22,7520
2017-03-23,7672
2017-03-24,7731
2017-03-25,7751
2017-03-26,7815
2017-03-27,7825
2017-03-28,8168
2017-03-29,8099
2017-03-30,8271
2017-03-31,8630
2017-04-01,8641
2017-04-02,8488
2017-04-03,8479
2017-04-04,8617
2017-04-05,8739
2017-04-12,9616
2017-04-13,9920
2017-04-14,9987
2017-04-15,10136
2017-04-16,10303
2017-04-17,10299
2017-04-18,10394
2017-04-19,10621
2017-04-20,10904
2017-04-21,10921
2017-04-22,11097
2017-04-23,11043
2017-04-24,11188
2017-04-25,11257
2017-04-26,11530
2017-04-27,11623
2017-04-28,11699
2017-04-29,11574
2017-04-30,11530
2017-05-01,11570
2017-05-02,11397
2017-05-03,11770
2017-05-04,11855
2017-05-05,11904
2017-05-06,12018
2017-05-07,11806
2017-05-08,11671
2017-05-09,11725
2017-05-10,11811
2017-05-11,11677
2017-05-12,11645
2017-05-13,11733
2017-05-14,11751
2017-05-15,11840
2017-05-16,11944
2017-05-17,11832
2017-05-18,11917
2017-05-19,11662
2017-05-20,11676
2017-05-21,11676
2017-05-22,11718
2017-05-23,11772
2017-05-24,11762
2017-05-25,11734
2017-05-26,11703
2017-05-27,11437
2017-05-28,11352
2017-05-29,11290
2017-05-30,11120
2017-05-31,11081
2017-06-01,11154
2017-06-02,11106
2017-06-03,10800
2017-06-04,10436
2017-06-05,10345
2017-06-06,10516
2017-06-07,10621
2017-06-08,10303
2017-06-09,10156
2017-06-10,10074
2017-06-11,9916
2017-06-12,9707
2017-06-13,9645
2017-06-14,9893
2017-06-15,9940
2017-06-16,10075
2017-06-17,10171
2017-06-18,10066
2017-06-19,9942
2017-06-20,10078
2017-06-21,10257
2017-06-22,9898
2017-06-23,9825
2017-06-24,9838
2017-06-25,9982
2017-06-26,9666
2017-06-27,9602
2017-06-28,9670
2017-06-29,9916
2017-06-30,9975
2017-07-01,10080
2017-07-02,10033
2017-07-03,10053
2017-07-04,10494
2017-07-05,11013
2017-07-06,11224
2017-07-07,11586
2017-07-08,12089
2017-07-09,12042
2017-07-13,13377
2017-07-14,13219
2017-07-15,13273
2017-07-16,12993
2017-07-17,13070
2017-07-18,13453
2017-07-19,13231
2017-07-20,13016
2017-07-21,13097
2017-07-22,13311
2017-07-23,13350
2017-07-24,13029
2017-07-25,12505
2017-07-26,11879
2017-07-27,11589
2017-07-28,11166
2017-07-29,11102
2017-07-30,11202
2017-07-31,11202
2017-08-01,11003
2017-08-02,11314
2017-08-03,11601
2017-08-04,11348
2017-08-05,10780
2017-08-06,10241
2017-08-07,9863
2017-08-08,9544
2017-08-09,9072
2017-08-10,8646
2017-08-11,8466
2017-08-12,8525
2017-08-13,8797
2017-08-14,9034
2017-08-15,8897
2017-08-16,8919
2017-08-17,8855
2017-08-18,8877
2017-08-19,8773
2017-08-20,8692
2017-08-21,8994
2017-08-22,9112
2017-08-23,9020
2017-08-24,9314
2017-08-25,9712
2017-08-26,9623
2017-08-27,9490
2017-08-28,9249
2017-08-29,8860
2017-08-30,8780
2017-08-31,8900
2017-09-01,8564
2017-09-02,8468
2017-09-03,8342
2017-09-04,8495
2017-09-05,8826
2017-09-06,8885
2017-09-07,8987
2017-09-08,9339
2017-09-09,9608
2017-09-10,10051
2017-09-11,10497
2017-09-12,11017
2017-09-13,11542
2017-09-14,11867
2017-09-15,11867
2017-09-16,12382
2017-09-17,12695
2017-09-18,12754
2017-09-19,12711
2017-09-20,13001
2017-09-22,13146
2017-09-23,12870
2017-09-24,12873
2017-09-25,12968
2017-09-26,13321
2017-09-27,13306
2017-09-28,13462
2017-09-29,13931
2017-09-30,14331
2017-10-01,14360
2017-10-02,14864
2017-10-03,15566
2017-10-04,16117
2017-10-05,16694
2017-10-06,17211
2017-10-07,17319
2017-10-08,16846
2017-10-09,16755
2017-10-10,16758
2017-10-11,16758
2017-10-12,16942
2017-10-13,17177
2017-10-14,17611
2017-10-15,17591
2017-10-16,17122
2017-10-17,17122
2017-10-18,16696
2017-10-19,16581
2017-10-20,16104
2017-10-21,16090
2017-10-22,15801
2017-10-23,15729
2017-10-24,15991
2017-10-25,15630
2017-10-26,15260
2017-10-27,14576
2017-10-28,14576
2017-10-29,14235
2017-10-30,13525
2017-10-31,13103
2017-11-01,13045
2017-11-02,13004
2017-11-03,12542
2017-11-04,12078
2017-11-05,11615
2017-11-06,11079
2017-11-07,10525
2017-11-08,10040
2017-11-09,9774
2017-11-10,9622
2017-11-11,9693
2017-11-12,9258
2017-11-13,9038
2017-11-14,9016
2017-11-15,8814
2017-11-16,8552
2017-11-17,8163
2017-11-18,7796
2017-11-19,7454
2017-11-20,7351
2017-11-21,7292
2017-11-22,7416
2017-11-23,7565
2017-11-24,7507
2017-11-25,7489
2017-11-26,7347
2017-11-27,7163
2017-11-28,7100
2017-11-29,6876
2017-11-30,6628
2017-12-01,6337
2017-12-02,6249
2017-12-03,6090
2017-12-04,5808
2017-12-05,5672
2017-12-06,5769
2017-12-07,5989
2017-12-08,6209
2017-12-09,6329
2017-12-10,6598
2017-12-11,6850
2017-12-12,7193
2017-12-13,7553
2017-12-14,7931
2017-12-15,8287
2017-12-16,8578
2017-12-17,8988
2017-12-18,9063
2017-12-19,8820
2017-12-20,8532
2017-12-21,8457
2017-12-22,8105
2017-12-23,8009
2017-12-24,7739
2017-12-25,7757
2017-12-26,7735
2017-12-27,7547
2017-12-28,7279
2017-12-29,7418
2017-12-30,7497
2017-12-31,7679
2018-01-01,7532
2018-01-02,7433
2018-01-03,7457
2018-01-04,7311
2018-01-05,7046
2018-01-06,6731
2018-01-07,6483
2018-01-08,6158
2018-01-09,5954
2018-01-10,5848
2018-01-11,5799
2018-01-12,5701
2018-01-13,5666
2018-01-14,5817
2018-01-15,5886
2018-01-16,5819
2018-01-17,5969
2018-01-18,6124
2018-01-19,6234
2018-01-20,6311
2018-01-21,6229
2018-01-22,5917
2018-01-23,5647
2018-01-24,5552
2018-01-25,5337
2018-01-26,5301
2018-01-27,5175
2018-01-28,5103
2018-01-29,5171
2018-01-30,5347
2018-01-31,5534
2018-02-01,5705
2018-02-02,5897
2018-02-03,5995
2018-02-04,5980
2018-02-05,5973
2018-02-06,6055
2018-02-07,6054
2018-02-08,6341
2018-02-09,6367
2018-02-10,6319
2018-02-11,6307
2018-02-12,6139
2018-02-13,6094
2018-02-14,6307
2018-02-15,6461
2018-02-16,6475
2018-02-17,6732
2018-02-18,7012
2018-02-19,7144
2018-02-20,7222
2018-02-21,7553
2018-02-22,7931
2018-02-23,8328
2018-02-24,8683
2018-02-25,9118
2018-02-26,9574
2018-02-27,9795
2018-02-28,9392
2018-03-01,8993
2018-03-02,8644
2018-03-03,8370
2018-03-04,8370
2018-03-05,8260
2018-03-06,8049
2018-03-07,7901
2018-03-08,8209
2018-03-09,8596
2018-03-10,9009
2018-03-11,9448
2018-03-12,9921
2018-03-13,10418
2018-03-14,10939
2018-03-15,11486
2018-03-16,11677
2018-03-17,12261
2018-03-18,12875
2018-03-19,13482
2018-03-20,14109
2018-03-21,14599
2018-03-22,14629
2018-03-23,14572
2018-03-24,14408
2018-03-25,14774
2018-03-26,15104
2018-03-27,15605
2018-03-28,15923
2018-03-29,16280
2018-03-30,16016
2018-03-31,15784
2018-04-01,16123
2018-04-02,16274
2018-04-03,16538
2018-04-04,16091
2018-04-05,15733
2018-04-06,15570
2018-04-07,15100
2018-04-08,15166
2018-04-09,15198
2018-04-10,14983
2018-04-11,15038
2018-04-12,15100
2018-04-13,15073
2018-04-14,14838
2018-04-15,14339
2018-04-16,13869
2018-04-17,14090
2018-04-18,14075
2018-04-19,13787
2018-04-20,13773
2018-04-21,13416
2018-04-22,13426
2018-04-23,13380
2018-04-24,13243
2018-04-25,13073
2018-04-26,13052
2018-04-27,12671
2018-04-28,12443
2018-04-29,12387
2018-04-30,11880
2018-05-01,11844
2018-05-02,11966
2018-05-03,12189
2018-05-04,12564
2018-05-05,12417
2018-05-06,11855
2018-05-07,11494
2018-05-08,10960
2018-05-09,10685
2018-05-10,10603
2018-05-11,10857
2018-05-12,11125
2018-05-13,11366
2018-05-14,11236
2018-05-15,11385
2018-05-16,11375
2018-05-17,11555
2018-05-18,11831
2018-05-19,11423
2018-05-20,11211
2018-05-21,11154
2018-05-22,10816
2018-05-23,11302
2018-05-24,10914
2018-05-25,10607
2018-05-26,10730
2018-05-27,10962
2018-05-28,11402
2018-05-29,11743
2018-05-30,11703
2018-05-31,11460
2018-06-01,11569
2018-06-02,11322
2018-06-03,10809
2018-06-04,10359
2018-06-05,10120
2018-06-06,10501
2018-06-07,10501
2018-06-08,10765
2018-06-09,10978
2018-06-10,10753
2018-06-11,10734
2018-06-12,10591
2018-06-13,10872
2018-06-14,11196
2018-06-15,11014
2018-06-16,10874
2018-06-17,10849
2018-06-18,10952
2018-06-19,10957
2018-06-20,10957
2018-06-21,10538
2018-06-22,10287
2018-06-23,9811
2018-06-24,10155
2018-06-25,10353
2018-06-26,10752
2018-06-27,11133
2018-06-28,11098
2018-06-29,10938
2018-06-30,10749
2018-07-01,10971
2018-07-02,11380
2018-07-03,11804
2018-07-04,12117
2018-07-05,11811
2018-07-06,11650
2018-07-07,11794
2018-07-08,11682
2018-07-09,11570
2018-07-10,11453
2018-07-11,11159
2018-07-12,10840
2018-07-13,10519
2018-07-14,10271
2018-07-15,10102
2018-07-16,10122
2018-07-17,9936
2018-07-18,9546
2018-07-19,9399
2018-07-20,8996
2018-07-21,8614
2018-07-22,8539
2018-07-23,8241
2018-07-24,7857
2018-07-25,7696
2018-07-26,7506
2018-07-27,7452
2018-07-28,7723
2018-07-29,7811
2018-07-30,7860
2018-07-31,7986
2018-08-01,8076
2018-08-02,8322
2018-08-03,8005
2018-08-04,7921
2018-08-05,8254
2018-08-06,8285
2018-08-07,8656
2018-08-08,8835
2018-08-09,8462
2018-08-10,8219
2018-08-11,8029
2018-08-12,7816
2018-08-14,8015
2018-08-16,7741
2018-08-17,7635
2018-08-18,7464
2018-08-19,7255
2018-08-20,7196
2018-08-21,7233
2018-08-22,7007
2018-08-23,6852
2018-08-24,6815
2018-08-25,6601
2018-08-26,6377
2018-08-27,6102
2018-08-28,5858
2018-08-29,5683
2018-08-30,5418
2018-08-31,5308
2018-09-01,5229
2018-09-02,5292
2018-09-03,5210
2018-09-04,5250
2018-09-05,5384
2018-09-06,5384
2018-09-07,5595
2018-09-08,5599
2018-09-09,5591
2018-09-10,5675
2018-09-11,5621
2018-09-12,5858
2018-09-13,6046
2018-09-14,6263
2018-09-15,6419
2018-09-16,6453
2018-09-17,6355
2018-09-18,6352
2018-09-19,6567
2018-09-20,6856
2018-09-21,6748
2018-09-22,6849
2018-09-23,6760
2018-09-24,6552
2018-09-25,6422
2018-09-26,6415
2018-09-27,6677
2018-09-28,7011
2018-09-29,7274
2018-09-30,7089
2018-10-01,7218
2018-10-02,7364
2018-10-03,7482
2018-10-04,7700
2018-10-05,7793
2018-10-06,7844
2018-10-07,8155
2018-10-08,8534
2018-10-09,8956
2018-10-10,9305
2018-10-11,9768
2018-10-12,9504
2018-10-13,9612
2018-10-14,9869
2018-10-15,10197
2018-10-16,10608
2018-10-17,11133
2018-10-18,11690
2018-10-19,12275
2018-10-20,12889
2018-10-21,13372
2018-10-22,13833
2018-10-23,14506
2018-10-24,14406
2018-10-25,14477
2018-10-26,14357
2018-10-27,14593
2018-10-28,14992
2018-10-29,15218
2018-10-30,15667
2018-10-31,16041
2018-11-01,16153
2018-11-03,16614
2018-11-04,16093
2018-11-05,15921
2018-11-06,15714
2018-11-07,15618
2018-11-08,15300
2018-11-09,15213
2018-11-10,15194
2018-11-11,15410
2018-11-12,15621
2018-11-13,15954
2018-11-14,15604
2018-11-15,16217
2018-11-16,16978
2018-11-17,17523
2018-11-18,17959
2018-11-19,18364
2018-11-20,18735
2018-11-21,18910
2018-11-22,18474
2018-11-23,18197
2018-11-24,17771
2018-11-25,17717
2018-11-26,18161
2018-11-27,18465
2018-11-28,18041
2018-11-29,18204
2018-12-01,18207
2018-12-02,18610
2018-12-03,18589
2018-12-04,18559
2018-12-05,18721
2018-12-07,18009
2018-12-09,17541
2018-12-10,17324
2018-12-11,16758
2018-12-12,16042
2018-12-13,15641
2018-12-14,15643
2018-12-15,16095
2018-12-16,16816
2018-12-17,17071
2018-12-18,17589
2018-12-19,18281
2018-12-20,18496
2018-12-21,18560
2018-12-22,18486
2018-12-23,17924
2018-12-24,17512
2018-12-25,17138
2018-12-26,16834
2018-12-27,16459
2018-12-28,16216
2018-12-29,15952
2018-12-30,15879
2018-12-31,15818
2019-01-01,15685
2019-01-02,15232
2019-01-03,14907
2019-01-04,15085
2019-01-05,14925
2019-01-06,14721
2019-01-08,14999
2019-01-10,14586
2019-01-11,14702
2019-01-12,14965
2019-01-13,15241
2019-01-14,15914
2019-01-15,15680
2019-01-16,15432
2019-01-17,15268
2019-01-18,15094
2019-01-19,15051
2019-01-20,15075
2019-01-21,15102
2019-01-22,15028
2019-01-23,14972
2019-01-24,15144
2019-01-25,15159
2019-01-26,15207
2019-01-27,15119
2019-01-28,15118
2019-01-29,15335
2019-01-30,15547
2019-01-31,16034
2019-02-01,16721
2019-02-02,17308
2019-02-03,17920
2019-02-04,18700
2019-02-05,19447
2019-02-06,19976
2019-02-07,20214
2019-02-08,20704
2019-02-09,20404
2019-02-10,19909
2019-02-11,19469
2019-02-12,19137
2019-02-13,18527
2019-02-14,18851
2019-02-15,19051
2019-02-16,18519
2019-02-17,17933
2019-02-18,18195
2019-02-19,18194
2019-02-20,17874
2019-02-21,18119
2019-02-22,18144
2019-02-23,18410
2019-02-24,18606
2019-02-25,18272
2019-02-26,17502
2019-02-27,17179
2019-02-28,17523
2019-03-01,17089
2019-03-02,16636
2019-03-03,15920
2019-03-04,15313
2019-03-05,14569
2019-03-06,13924
2019-03-07,13533
2019-03-08,12915
2019-03-09,12379
2019-03-10,12007
2019-03-11,11635
2019-03-12,11355
2019-03-13,10833
2019-03-14,10338
2019-03-15,9853
2019-03-16,9518
2019-03-17,9418
2019-03-18,9298
