date_obj,Flighted%20ogre%20arrow price
2015-03-04,7000
2015-03-05,7000
2015-03-06,7000
2015-03-07,7000
2015-03-08,7000
2015-03-09,7000
2015-03-10,7000
2015-03-11,7000
2015-03-12,7000
2015-03-13,6656
2015-03-14,6656
2015-03-15,6656
2015-03-16,6656
2015-03-17,6656
2015-03-18,6656
2015-03-19,6656
2015-03-20,6656
2015-03-21,6656
2015-03-22,6656
2015-03-23,6656
2015-03-24,6656
2015-03-25,6656
2015-03-26,6656
2015-03-27,6327
2015-03-28,6327
2015-03-29,6327
2015-03-30,6327
2015-03-31,6327
2015-04-01,6327
2015-04-02,6327
2015-04-03,6327
2015-04-04,6327
2015-04-05,6327
2015-04-06,6020
2015-04-07,6020
2015-04-08,6020
2015-04-09,6020
2015-04-10,6020
2015-04-11,6020
2015-04-12,6020
2015-04-13,6020
2015-04-14,6020
2015-04-15,6020
2015-04-16,6020
2015-04-17,5726
2015-04-18,5726
2015-04-19,5726
2015-04-20,5726
2015-04-21,5726
2015-04-22,5726
2015-04-23,5726
2015-04-24,5726
2015-04-25,5726
2015-04-26,5726
2015-04-27,5441
2015-04-28,5441
2015-04-29,5441
2015-04-30,5441
2015-05-01,5441
2015-05-02,5441
2015-05-03,5441
2015-05-04,5441
2015-05-05,5170
2015-05-06,5170
2015-05-07,5170
2015-05-08,5170
2015-05-09,5170
2015-05-10,5170
2015-05-11,5170
2015-05-12,5170
2015-05-13,4920
2015-05-14,4920
2015-05-15,4920
2015-05-16,4920
2015-05-17,4920
2015-05-18,4920
2015-05-19,4920
2015-05-20,4920
2015-05-21,4677
2015-05-22,4677
2015-05-23,4677
2015-05-24,4677
2015-05-25,4677
2015-05-26,4677
2015-05-27,4677
2015-05-28,4445
2015-05-29,4445
2015-05-30,4445
2015-05-31,4445
2015-06-01,4445
2015-06-02,4445
2015-06-03,4247
2015-06-04,4247
2015-06-05,4247
2015-06-06,4247
2015-06-07,4247
2015-06-08,4247
2015-06-09,4036
2015-06-10,4036
2015-06-11,4036
2015-06-12,4036
2015-06-13,4036
2015-06-14,4036
2015-06-15,4036
2015-06-16,3835
2015-06-17,3835
2015-06-18,3835
2015-06-19,3835
2015-06-20,3835
2015-06-21,3835
2015-06-22,3835
2015-06-23,3683
2015-06-24,3683
2015-06-25,3683
2015-06-26,3683
2015-06-27,3683
2015-06-28,3683
2015-06-29,3683
2015-06-30,3501
2015-07-01,3501
2015-07-02,3501
2015-07-03,3501
2015-07-04,3501
2015-07-05,3501
2015-07-06,3501
2015-07-07,3326
2015-07-08,3326
2015-07-09,3326
2015-07-10,3326
2015-07-11,3326
2015-07-12,3326
2015-07-13,3162
2015-07-14,3162
2015-07-15,3162
2015-07-16,3162
2015-07-17,3162
2015-07-18,3162
2015-07-19,3005
2015-07-20,3005
2015-07-21,3005
2015-07-22,3005
2015-07-23,3005
2015-07-24,2858
2015-07-25,2858
2015-07-26,2858
2015-07-27,2858
2015-07-28,2858
2015-07-29,2858
2015-07-30,2720
2015-07-31,2720
2015-08-01,2720
2015-08-02,2720
2015-08-03,2720
2015-08-04,2720
2015-08-05,2585
2015-08-06,2585
2015-08-07,2585
2015-08-08,2585
2015-08-09,2585
2015-08-10,2585
2015-08-11,2457
2015-08-12,2457
2015-08-13,2457
2015-08-14,2457
2015-08-15,2457
2015-08-16,2457
2015-08-17,2335
2015-08-18,2335
2015-08-19,2335
2015-08-20,2335
2015-08-21,2335
2015-08-22,2335
2015-08-23,2223
2015-08-24,2223
2015-08-25,2223
2015-08-26,2223
2015-08-27,2223
2015-08-28,2223
2015-08-29,2113
2015-08-30,2113
2015-08-31,2113
2015-09-02,2113
2015-09-07,2008
2015-09-08,2008
2015-09-10,1921
2015-09-14,1921
2015-09-16,1921
2015-09-22,1828
2015-09-23,1761
2015-09-24,1761
2015-09-25,1761
2015-09-27,1761
2015-09-28,1761
2015-09-29,1761
2015-09-30,1675
2015-10-05,1675
2015-10-06,1675
2015-10-07,1675
2015-10-08,1600
2015-10-09,1600
2015-10-10,1600
2015-10-11,1600
2015-10-12,1600
2015-10-13,1600
2015-10-14,1600
2015-10-15,1523
2015-10-16,1523
2015-10-17,1523
2015-10-18,1523
2015-10-19,1523
2015-10-20,1523
2015-10-22,1447
2015-10-23,1447
2015-10-24,1447
2015-10-25,1447
2015-10-26,1447
2015-10-27,1447
2015-10-29,1375
2015-10-30,1375
2015-10-31,1375
2015-11-01,1375
2015-11-02,1375
2015-11-03,1375
2015-11-04,1307
2015-11-05,1307
2015-11-06,1307
2015-11-07,1307
2015-11-08,1307
2015-11-09,1307
2015-11-10,1307
2015-11-11,1307
2015-11-12,1307
2015-11-13,1242
2015-11-14,1242
2015-11-15,1242
2015-11-16,1242
2015-11-17,1242
2015-11-18,1242
2015-11-19,1242
2015-11-20,1242
2015-11-21,1181
2015-11-22,1181
2015-11-23,1181
2015-11-24,1181
2015-11-25,1181
2015-11-26,1181
2015-11-27,1181
2015-11-28,1125
2015-11-29,1125
2015-11-30,1125
2015-12-01,1125
2015-12-02,1125
2015-12-03,1125
2015-12-04,1125
2015-12-05,1070
2015-12-06,1070
2015-12-07,1070
2015-12-08,1070
2015-12-09,1070
2015-12-10,1070
2015-12-11,1070
2015-12-12,1019
2015-12-13,1019
2015-12-14,1019
2015-12-15,1019
2015-12-16,1019
2015-12-17,1019
2015-12-18,972
2015-12-19,972
2015-12-20,972
2015-12-21,972
2015-12-22,972
2015-12-23,972
2015-12-24,930
2015-12-25,930
2015-12-26,930
2015-12-27,930
2015-12-28,930
2015-12-29,886
2015-12-30,886
2015-12-31,886
2016-01-01,886
2016-01-02,886
2016-01-03,842
2016-01-04,842
2016-01-05,842
2016-01-06,842
2016-01-07,842
2016-01-08,799
2016-01-09,799
2016-01-10,799
2016-01-11,799
2016-01-12,799
2016-01-13,799
2016-01-14,759
2016-01-15,759
2016-01-16,759
2016-01-17,759
2016-01-18,759
2016-01-19,759
2016-01-20,722
2016-01-21,722
2016-01-22,722
2016-01-23,722
2016-01-24,722
2016-01-25,686
2016-01-26,686
2016-01-27,686
2016-01-28,686
2016-01-29,686
2016-01-30,686
2016-01-31,653
2016-02-01,653
2016-02-02,653
2016-02-03,653
2016-02-04,653
2016-02-05,653
2016-02-06,621
2016-02-07,621
2016-02-08,621
2016-02-09,621
2016-02-10,621
2016-02-11,621
2016-02-12,590
2016-02-13,590
2016-02-14,590
2016-02-15,590
2016-02-16,560
2016-02-17,560
2016-02-18,560
2016-02-19,560
2016-02-20,560
2016-02-21,532
2016-02-22,532
2016-02-23,532
2016-02-24,532
2016-02-25,532
2016-02-26,506
2016-02-27,506
2016-02-28,506
2016-02-29,506
2016-03-01,480
2016-03-02,480
2016-03-03,480
2016-03-04,480
2016-03-05,480
2016-03-06,457
2016-03-07,457
2016-03-08,457
2016-03-09,457
2016-03-10,457
2016-03-11,457
2016-03-12,434
2016-03-13,434
2016-03-14,434
2016-03-15,434
2016-03-16,434
2016-03-17,417
2016-03-18,417
2016-03-19,417
2016-03-20,417
2016-03-21,417
2016-03-22,399
2016-03-23,399
2016-03-24,399
2016-03-25,399
2016-03-26,399
2016-03-27,399
2016-03-28,379
2016-03-29,379
2016-03-30,379
2016-03-31,379
2016-04-01,379
2016-04-02,379
2016-04-03,360
2016-04-04,360
2016-04-05,360
2016-04-06,360
2016-04-07,360
2016-04-08,344
2016-04-09,344
2016-04-10,344
2016-04-11,344
2016-04-12,344
2016-04-13,326
2016-04-14,326
2016-04-15,326
2016-04-16,326
2016-04-17,309
2016-04-18,309
2016-04-19,309
2016-04-20,309
2016-04-21,309
2016-04-22,293
2016-04-23,293
2016-04-24,293
2016-04-25,293
2016-04-26,288
2016-04-27,288
2016-04-28,288
2016-04-29,288
2016-04-30,288
2016-05-01,275
2016-05-02,275
2016-05-03,275
2016-05-04,275
2016-05-05,275
2016-05-06,262
2016-05-07,262
2016-05-08,262
2016-05-09,262
2016-05-10,248
2016-05-11,248
2016-05-12,248
2016-05-13,248
2016-05-14,248
2016-05-15,239
2016-05-16,239
2016-05-17,239
2016-05-18,239
2016-05-19,239
2016-05-22,244
2016-05-23,244
2016-05-24,244
2016-05-25,251
2016-05-26,251
2016-05-27,251
2016-05-28,251
2016-05-29,245
2016-05-30,245
2016-05-31,245
2016-06-01,245
2016-06-02,245
2016-06-03,239
2016-06-04,239
2016-06-05,239
2016-06-06,239
2016-06-07,239
2016-06-08,230
2016-06-09,230
2016-06-10,230
2016-06-11,230
2016-06-12,221
2016-06-13,221
2016-06-14,221
2016-06-15,221
2016-06-16,221
2016-06-17,213
2016-06-18,213
2016-06-19,213
2016-06-20,213
2016-06-21,213
2016-06-22,213
2016-06-23,213
2016-06-24,213
2016-06-25,213
2016-06-26,213
2016-06-27,206
2016-06-28,206
2016-06-29,206
2016-06-30,206
2016-07-01,204
2016-07-02,204
2016-07-03,204
2016-07-04,204
2016-07-05,202
2016-07-06,202
2016-07-07,202
2016-07-08,202
2016-07-09,200
2016-07-10,200
2016-07-11,200
2016-07-12,200
2016-07-13,199
2016-07-14,199
2016-07-15,199
2016-07-16,199
2016-07-17,199
2016-07-18,202
2016-07-23,202
2016-07-24,207
2016-07-25,207
2016-07-26,207
2016-07-27,207
2016-07-28,207
2016-07-29,207
2016-07-30,207
2016-07-31,207
2016-08-01,207
2016-08-02,207
2016-08-03,204
2016-08-04,204
2016-08-05,204
2016-08-06,204
2016-08-07,193
2016-08-08,193
2016-08-09,193
2016-08-10,193
2016-08-11,183
2016-08-12,183
2016-08-13,183
2016-08-14,183
2016-08-15,183
2016-08-16,174
2016-08-17,174
2016-08-18,174
2016-08-19,174
2016-08-20,174
2016-08-21,165
2016-08-22,165
2016-08-23,165
2016-08-24,165
2016-08-25,165
2016-08-26,156
2016-08-28,156
2016-08-31,150
2016-09-01,150
2016-09-02,150
2016-09-03,150
2016-09-04,145
2016-09-05,145
2016-09-06,145
2016-09-07,145
2016-09-08,145
2016-09-09,145
2016-09-10,144
2016-09-11,144
2016-09-12,144
2016-09-13,144
2016-09-14,144
2016-09-15,144
2016-09-16,144
2016-09-17,143
2016-09-18,143
2016-09-19,143
2016-09-20,143
2016-09-21,143
2016-09-22,143
2016-09-23,141
2016-09-24,141
2016-09-25,141
2016-09-26,141
2016-09-27,141
2016-09-28,141
2016-09-29,141
2016-09-30,134
2016-10-01,134
2016-10-02,134
2016-10-03,134
2016-10-04,134
2016-10-05,134
2016-10-06,128
2016-10-07,128
2016-10-08,128
2016-10-09,128
2016-10-10,128
2016-10-11,121
2016-10-12,121
2016-10-13,121
2016-10-14,121
2016-10-15,121
2016-10-16,116
2016-10-17,116
2016-10-18,116
2016-10-19,116
2016-10-20,116
2016-10-21,110
2016-10-22,110
2016-10-23,110
2016-10-24,110
2016-10-25,110
2016-10-26,104
2016-10-27,104
2016-10-28,104
2016-10-29,104
2016-10-30,104
2016-10-31,100
2016-11-01,100
2016-11-02,100
2016-11-03,100
2016-11-04,100
2016-11-05,98
2016-11-06,98
2016-11-07,98
2016-11-08,98
2016-11-09,98
2016-11-10,94
2016-11-11,94
2016-11-12,94
2016-11-13,94
2016-11-14,94
2016-11-15,94
2016-12-07,90
2016-12-08,95
2016-12-09,95
2016-12-10,95
2016-12-11,95
2016-12-12,98
2016-12-13,98
2016-12-14,98
2016-12-15,98
2016-12-16,100
2016-12-17,100
2016-12-18,100
2016-12-19,100
2016-12-20,97
2016-12-21,97
2016-12-22,97
2016-12-23,97
2016-12-24,97
2016-12-25,97
2016-12-26,97
2016-12-27,97
2016-12-28,101
2016-12-29,101
2016-12-30,101
2016-12-31,101
2017-01-01,107
2017-01-02,107
2017-01-03,107
2017-01-04,112
2017-01-05,112
2017-01-06,112
2017-01-07,112
2017-01-08,112
2017-01-09,112
2017-01-10,112
2017-01-11,117
2017-01-12,117
2017-01-13,117
2017-01-14,119
2017-01-15,119
2017-01-16,119
2017-01-17,122
2017-01-18,122
2017-01-19,122
2017-01-20,122
2017-01-21,120
2017-01-22,120
2017-01-23,120
2017-01-27,114
2017-01-28,114
2017-01-29,114
2017-01-30,114
2017-01-31,114
2017-02-01,114
2017-02-02,114
2017-02-03,114
2017-02-04,114
2017-02-05,116
2017-02-06,116
2017-02-07,116
2017-02-08,119
2017-02-09,119
2017-02-10,119
2017-02-11,123
2017-02-12,123
2017-02-13,123
2017-02-14,126
2017-02-15,126
2017-02-16,126
2017-02-18,122
2017-02-19,122
2017-02-20,122
2017-02-21,122
2017-02-22,122
2017-02-23,122
2017-02-24,122
2017-02-25,120
2017-02-26,120
2017-02-27,120
2017-02-28,115
2017-03-01,115
2017-03-02,115
2017-03-03,115
2017-03-04,112
2017-03-05,112
2017-03-06,112
2017-03-07,109
2017-03-08,109
2017-03-09,109
2017-03-10,109
2017-03-11,106
2017-03-12,106
2017-03-13,106
2017-03-14,108
2017-03-15,108
2017-03-16,108
2017-03-17,112
2017-03-18,112
2017-03-19,112
2017-03-20,114
2017-03-21,114
2017-03-22,114
2017-03-23,118
2017-03-24,118
2017-03-25,118
2017-03-26,118
2017-03-27,122
2017-03-28,122
2017-03-29,122
2017-03-30,123
2017-03-31,123
2017-04-01,123
2017-04-02,123
2017-04-03,120
2017-04-04,120
2017-04-12,122
2017-04-13,122
2017-04-14,120
2017-04-15,120
2017-04-16,120
2017-04-17,121
2017-04-18,121
2017-04-19,121
2017-04-20,114
2017-04-21,114
2017-04-22,114
2017-04-23,112
2017-04-24,112
2017-04-25,112
2017-04-26,110
