date_obj,Black%20platelegs%20(t) price
2015-03-26,43104
2015-03-27,43104
2015-03-28,43104
2015-03-29,43104
2015-03-30,43104
2015-03-31,41228
2015-04-01,41228
2015-04-02,41228
2015-04-03,41228
2015-04-04,41228
2015-04-05,41228
2015-04-06,41228
2015-04-07,41228
2015-04-08,39342
2015-04-09,39342
2015-04-10,39342
2015-04-11,39342
2015-04-12,39342
2015-04-13,39342
2015-04-14,37703
2015-04-15,37703
2015-04-16,37703
2015-04-17,37703
2015-04-18,37703
2015-04-19,37703
2015-04-20,37703
2015-04-21,35960
2015-04-22,35960
2015-04-23,35960
2015-04-24,35960
2015-04-25,35960
2015-04-26,35960
2015-04-27,35960
2015-04-28,34394
2015-04-29,34394
2015-04-30,34394
2015-05-01,34394
2015-05-02,34394
2015-05-03,34394
2015-05-04,34394
2015-05-05,32811
2015-05-06,32811
2015-05-07,32811
2015-05-08,32811
2015-05-09,32811
2015-05-10,32811
2015-05-11,32811
2015-05-12,32811
2015-05-13,31291
2015-05-14,31291
2015-05-15,31291
2015-05-16,31291
2015-05-17,31291
2015-05-18,31291
2015-05-19,31291
2015-05-20,29852
2015-05-21,29852
2015-05-22,29852
2015-05-23,29852
2015-05-24,29852
2015-05-25,29852
2015-05-26,29852
2015-05-27,29852
2015-05-28,28397
2015-05-29,28397
2015-05-30,28397
2015-05-31,28397
2015-06-01,28397
2015-06-02,27120
2015-06-03,27120
2015-06-04,27120
2015-06-05,27120
2015-06-06,27120
2015-06-07,26398
2015-06-08,26398
2015-06-09,26398
2015-06-10,26398
2015-06-11,26398
2015-06-12,25494
2015-06-13,25494
2015-06-14,25494
2015-06-15,25494
2015-06-16,25494
2015-06-17,25275
2015-06-18,25275
2015-06-19,25275
2015-06-20,25275
2015-06-21,25275
2015-06-22,25275
2015-06-23,25190
2015-06-24,25190
2015-06-25,25190
2015-06-26,25190
2015-06-27,25190
2015-06-28,25190
2015-06-29,24582
2015-06-30,24582
2015-07-01,24582
2015-07-02,24582
2015-07-03,24582
2015-07-04,24582
2015-07-05,24582
2015-07-06,24335
2015-07-07,24335
2015-07-08,24335
2015-07-09,24335
2015-07-10,24335
2015-07-11,24335
2015-07-12,24335
2015-07-13,23916
2015-07-14,23916
2015-07-15,23916
2015-07-16,23916
2015-07-17,23916
2015-07-18,23916
2015-07-19,23811
2015-07-20,23811
2015-07-21,23811
2015-07-22,23811
2015-07-23,23811
2015-07-24,23811
2015-07-25,24431
2015-07-26,24431
2015-07-27,24431
2015-07-28,24431
2015-07-29,24431
2015-07-30,24431
2015-07-31,24406
2015-08-01,24406
2015-08-02,24406
2015-08-03,24406
2015-08-04,24406
2015-08-05,24499
2015-08-06,24499
2015-08-07,24499
2015-08-08,24499
2015-08-09,24499
2015-08-10,24368
2015-08-11,24368
2015-08-12,24368
2015-08-13,24368
2015-08-14,24368
2015-08-15,24368
2015-08-16,24467
2015-08-17,24467
2015-08-18,24467
2015-08-19,24467
2015-08-20,24467
2015-08-21,24467
2015-08-22,25181
2015-08-23,25181
2015-08-24,25181
2015-08-25,25181
2015-08-26,25181
2015-08-27,24674
2015-08-28,24674
2015-08-29,24674
2015-08-30,24674
2015-08-31,24674
2015-09-01,24240
2015-09-02,24240
2015-09-03,24240
2015-09-04,24240
2015-09-05,24240
2015-09-06,24240
2015-09-07,24240
2015-09-08,23662
2015-09-09,23662
2015-09-10,23662
2015-09-11,23662
2015-09-12,23662
2015-09-13,22959
2015-09-14,22959
2015-09-15,22959
2015-09-16,22959
2015-09-17,22959
2015-09-18,22959
2015-09-19,22637
2015-09-20,22637
2015-09-21,22637
2015-09-22,22637
2015-09-23,22637
2015-09-24,22637
2015-09-25,22298
2015-09-27,22298
2015-09-28,22298
2015-09-29,22298
2015-09-30,22298
2015-10-05,22220
2015-10-06,22220
2015-10-07,22220
2015-10-08,22001
2015-10-09,22001
2015-10-10,22001
2015-10-11,22001
2015-10-12,22001
2015-10-13,22001
2015-10-14,22001
2015-10-15,21957
2015-10-16,21957
2015-10-17,21957
2015-10-18,21957
2015-10-19,21957
2015-10-20,21957
2015-10-22,21957
2015-10-23,21907
2015-10-24,21907
2015-10-25,21907
2015-10-26,21907
2015-10-27,21907
2015-10-29,21907
2015-10-30,22587
2015-10-31,22587
2015-11-01,22587
2015-11-02,22587
2015-11-03,22587
2015-11-04,22587
2015-11-05,22587
2015-11-06,22297
2015-11-07,22297
2015-11-08,22297
2015-11-09,22297
2015-11-10,22297
2015-11-11,22297
2015-11-12,22297
2015-11-13,22651
2015-11-14,22651
2015-11-15,22651
2015-11-16,22651
2015-11-17,22651
2015-11-18,22651
2015-11-19,22651
2015-11-20,22651
2015-11-21,22574
2015-11-22,22574
2015-11-23,22574
2015-11-24,22574
2015-11-25,22574
2015-11-26,22574
2015-11-27,22677
2015-11-28,22677
2015-11-29,22677
2015-11-30,22677
2015-12-01,22677
2015-12-02,22677
2015-12-03,22677
2015-12-04,22677
2015-12-05,22260
2015-12-06,22260
2015-12-07,22260
2015-12-08,22260
2015-12-09,22260
2015-12-10,22260
2015-12-11,22260
2015-12-12,22208
2015-12-13,22208
2015-12-14,22208
2015-12-15,22208
2015-12-16,22208
2015-12-17,22208
2015-12-18,22208
2015-12-19,22626
2015-12-20,22626
2015-12-21,22626
2015-12-22,22626
2015-12-23,22626
2015-12-24,22626
2015-12-25,22626
2015-12-26,22626
2015-12-27,23591
2015-12-28,23591
2015-12-29,23591
2015-12-30,23591
2015-12-31,23591
2016-01-01,23591
2016-01-02,23591
2016-01-03,24205
2016-01-04,24205
2016-01-05,24205
2016-01-06,24205
2016-01-07,24205
2016-01-08,24205
2016-01-09,24624
2016-01-10,24624
2016-01-11,24624
2016-01-12,24624
2016-01-13,24624
2016-01-14,24624
2016-01-15,24738
2016-01-16,24738
2016-01-17,24738
2016-01-18,24738
2016-01-19,24738
2016-01-20,24738
2016-01-21,24872
2016-01-22,24872
2016-01-23,24872
2016-01-24,24872
2016-01-25,24872
2016-01-26,24872
2016-01-27,24814
2016-01-28,24814
2016-01-29,24814
2016-01-30,24814
2016-01-31,24814
2016-02-01,24814
2016-02-02,24814
2016-02-03,24243
2016-02-04,24243
2016-02-05,24243
2016-02-06,24243
2016-02-07,24243
2016-02-08,24243
2016-02-09,24243
2016-02-10,23237
2016-02-11,23237
2016-02-12,23237
2016-02-13,23237
2016-02-14,23237
2016-02-15,23237
2016-02-16,22327
2016-02-17,22327
2016-02-18,22327
2016-02-19,22327
2016-02-20,22327
2016-02-21,21825
2016-02-22,21825
2016-02-23,21825
2016-02-24,21825
2016-02-25,21825
2016-02-26,21825
2016-02-27,21684
2016-02-28,21684
2016-02-29,21684
2016-03-01,21684
2016-03-02,21684
2016-03-03,21684
2016-03-04,21920
2016-03-05,21920
2016-03-06,21920
2016-03-07,21920
2016-03-08,21920
2016-03-09,21920
2016-03-10,21920
2016-03-11,22548
2016-03-12,22548
2016-03-13,22548
2016-03-14,22548
2016-03-15,22548
2016-03-16,22548
2016-03-17,23010
2016-03-18,23010
2016-03-19,23010
2016-03-20,23010
2016-03-21,23010
2016-03-22,23010
2016-03-23,23604
2016-03-24,23604
2016-03-25,23604
2016-03-26,23604
2016-03-27,23604
2016-03-28,23604
2016-03-29,23214
2016-03-30,23214
2016-03-31,23214
2016-04-01,23214
2016-04-02,23214
2016-04-03,23214
2016-04-04,23388
2016-04-05,23388
2016-04-06,23388
2016-04-07,23388
2016-04-08,23388
2016-04-09,23388
2016-04-10,23388
2016-04-11,23388
2016-04-12,23575
2016-04-13,23575
2016-04-14,23575
2016-04-15,23575
2016-04-16,23575
2016-04-17,23575
2016-04-18,22794
2016-04-19,22794
2016-04-20,22794
2016-04-21,22794
2016-04-22,22794
2016-04-23,22794
2016-04-24,22508
2016-04-25,22508
2016-04-26,22508
2016-04-27,22508
2016-04-28,22508
2016-04-29,22508
2016-04-30,21717
2016-05-01,21717
2016-05-02,21717
2016-05-03,21717
2016-05-04,21717
2016-05-05,21327
2016-05-06,21327
2016-05-07,21327
2016-05-08,21327
2016-05-09,21327
2016-05-10,21327
2016-05-11,20526
2016-05-12,20526
2016-05-13,20526
2016-05-14,20526
2016-05-15,20526
2016-05-16,20526
2016-05-17,19788
2016-05-18,19788
2016-05-19,19788
2016-05-22,19511
2016-05-23,19511
2016-05-24,19511
2016-05-25,19511
2016-05-26,18773
2016-05-27,18773
2016-05-28,18773
2016-05-29,18773
2016-05-30,18145
2016-05-31,18145
2016-06-01,18145
2016-06-02,18145
2016-06-03,18542
2016-06-04,18542
2016-06-05,18542
2016-06-06,18542
2016-06-07,18542
2016-06-08,19101
2016-06-09,19101
2016-06-10,19101
2016-06-11,19101
2016-06-12,19101
2016-06-13,19028
2016-06-14,19028
2016-06-15,19028
2016-06-16,19028
2016-06-17,19028
2016-06-18,19028
2016-06-19,18562
2016-06-20,18562
2016-06-21,18562
2016-06-22,18562
2016-06-23,18562
2016-06-24,18562
2016-06-25,17900
2016-06-26,17900
2016-06-27,17900
2016-06-28,17900
2016-06-29,17900
2016-06-30,17900
2016-07-01,17470
2016-07-02,17470
2016-07-03,17470
2016-07-04,17470
2016-07-05,17470
2016-07-06,17303
2016-07-07,17303
2016-07-08,17303
2016-07-09,16513
2016-07-10,16513
2016-07-11,16513
2016-07-12,15839
2016-07-13,15839
2016-07-14,15839
2016-07-15,15839
2016-07-16,15327
2016-07-17,15327
2016-07-18,15327
2016-07-23,14725
2016-07-24,14725
2016-07-25,14038
2016-07-26,14038
2016-07-27,14038
2016-07-28,14038
2016-07-29,14038
2016-07-30,13749
2016-07-31,13749
2016-08-01,13749
2016-08-02,13749
2016-08-03,13749
2016-08-04,13749
2016-08-05,13460
2016-08-06,13460
2016-08-07,13460
2016-08-08,13460
2016-08-09,13460
2016-08-10,12994
2016-08-11,12994
2016-08-12,12994
2016-08-13,12994
2016-08-14,12994
2016-08-15,12994
2016-08-16,12994
2016-08-17,12465
2016-08-18,12465
2016-08-19,12465
2016-08-20,12465
2016-08-21,12465
2016-08-22,12465
2016-08-23,11998
2016-08-24,11998
2016-08-25,11998
2016-08-26,11998
2016-08-28,11998
2016-08-31,11823
2016-09-01,11823
2016-09-02,11823
2016-09-03,11823
2016-09-04,11956
2016-09-05,11956
2016-09-06,11956
2016-09-07,11956
2016-09-08,11956
2016-09-09,11956
2016-09-10,12160
2016-09-11,12160
2016-09-12,12160
2016-09-13,12160
2016-09-14,12160
2016-09-15,12160
2016-09-16,12160
2016-09-17,12240
2016-09-18,12240
2016-09-19,12240
2016-09-20,12240
2016-09-21,12240
2016-09-22,12240
2016-09-23,12240
2016-09-24,12599
2016-09-25,12599
2016-09-26,12599
2016-09-27,12599
2016-09-28,12599
2016-09-29,12599
2016-09-30,12599
2016-10-01,12586
2016-10-02,12586
2016-10-03,12586
2016-10-04,12586
2016-10-05,12586
2016-10-06,12586
2016-10-07,12586
2016-10-08,12586
2016-10-09,13124
2016-10-10,13124
2016-10-11,13124
2016-10-12,13124
2016-10-13,13124
2016-10-14,13124
2016-10-15,13124
2016-10-16,13124
2016-10-17,13698
2016-10-18,13698
2016-10-19,13698
2016-10-20,13698
2016-10-21,13698
2016-10-22,13698
2016-10-23,13698
2016-10-24,14263
2016-10-25,14263
2016-10-26,14263
2016-10-27,14263
2016-10-28,14263
2016-10-29,14263
2016-10-30,14263
2016-10-31,14800
2016-11-01,14800
2016-11-02,14800
2016-11-03,14800
2016-11-04,14800
2016-11-05,14800
2016-11-06,14800
2016-11-07,15071
2016-11-08,15071
2016-11-09,15071
2016-11-10,15071
2016-11-11,15071
2016-11-12,15071
2016-11-13,15071
2016-11-14,15071
2016-11-15,15741
2016-12-07,16228
2016-12-08,16228
2016-12-09,16228
2016-12-10,16045
2016-12-11,16045
2016-12-12,16045
2016-12-13,16045
2016-12-14,16045
2016-12-15,16045
2016-12-16,16144
2016-12-17,16144
2016-12-18,16144
2016-12-19,16144
2016-12-20,16144
2016-12-21,16514
2016-12-22,16514
2016-12-23,16514
2016-12-24,16514
2016-12-25,16514
2016-12-26,16514
2016-12-27,16514
2016-12-28,16293
2016-12-29,16293
2016-12-30,16293
2016-12-31,16293
2017-01-01,16293
2017-01-02,16529
2017-01-03,16529
2017-01-04,16529
2017-01-05,16529
2017-01-06,16529
2017-01-07,16529
2017-01-08,16279
2017-01-09,16279
2017-01-10,16279
2017-01-11,16279
2017-01-12,16279
2017-01-13,16279
2017-01-14,15708
2017-01-15,15708
2017-01-16,15708
2017-01-17,15708
2017-01-18,15708
2017-01-19,15707
2017-01-20,15707
2017-01-21,15707
2017-01-22,15707
2017-01-23,15707
2017-01-27,15620
2017-01-28,15620
2017-01-29,16002
2017-01-30,16002
2017-01-31,16002
2017-02-01,16002
2017-02-02,16002
2017-02-03,16002
2017-02-04,16319
2017-02-05,16319
2017-02-06,16319
2017-02-07,16319
2017-02-08,16319
2017-02-09,16319
2017-02-10,16564
2017-02-11,16564
2017-02-12,16564
2017-02-13,16564
2017-02-14,16564
2017-02-15,16538
2017-02-16,16538
2017-02-18,16538
2017-02-19,16538
2017-02-20,16538
2017-02-21,17078
2017-02-22,17078
2017-02-23,17078
2017-02-24,17078
2017-02-25,17078
2017-02-26,17078
2017-02-27,17078
2017-02-28,17375
2017-03-01,17375
2017-03-02,17375
2017-03-03,17375
2017-03-04,17375
2017-03-05,17375
2017-03-06,17945
2017-03-07,17945
2017-03-08,17945
2017-03-09,17945
2017-03-10,17945
2017-03-11,17945
2017-03-12,17945
2017-03-13,17901
2017-03-14,17901
2017-03-15,17901
2017-03-16,17901
2017-03-17,17901
2017-03-18,17901
2017-03-19,17941
2017-03-20,17941
2017-03-21,17941
2017-03-22,17941
2017-03-23,17941
2017-03-24,17795
2017-03-25,17795
2017-03-26,17795
2017-03-27,17795
2017-03-28,18481
2017-03-29,18481
2017-03-30,18481
2017-03-31,18481
2017-04-01,18835
2017-04-02,18835
2017-04-03,18835
2017-04-04,18835
2017-04-12,20236
2017-04-13,20236
2017-04-14,20236
2017-04-15,20236
2017-04-16,21020
2017-04-17,21020
2017-04-18,21020
2017-04-19,21020
2017-04-20,21020
2017-04-21,21929
2017-04-22,21929
2017-04-23,21929
2017-04-24,21929
2017-04-25,21929
2017-04-26,22329
2017-04-27,22329
2017-04-28,22329
2017-04-29,22329
2017-04-30,22329
2017-05-01,23133
2017-05-02,23133
2017-05-03,23133
2017-05-04,23133
2017-05-05,23133
2017-05-06,23133
2017-05-07,23477
2017-05-08,23477
2017-05-09,23477
2017-05-10,23477
2017-05-11,23477
2017-05-12,23477
2017-05-13,23044
2017-05-14,23044
2017-05-15,23044
2017-05-16,23044
2017-05-17,23044
2017-05-18,23044
2017-05-19,22794
2017-05-20,22794
2017-05-21,22794
2017-05-22,22794
2017-05-23,22794
2017-05-24,22794
2017-05-25,22794
2017-05-26,22429
2017-05-27,22429
2017-05-28,22429
2017-05-29,22429
2017-05-30,22429
2017-05-31,22429
2017-06-01,22215
2017-06-02,22215
2017-06-03,22215
2017-06-04,22215
2017-06-05,22215
2017-06-06,22781
2017-06-07,22781
2017-06-08,22781
2017-06-09,22781
2017-06-10,22781
2017-06-11,22781
2017-06-12,22781
2017-06-13,23044
2017-06-14,23044
2017-06-15,23044
2017-06-16,23044
2017-06-17,23044
2017-06-18,23044
2017-06-19,23044
2017-06-20,23107
2017-06-21,23107
2017-06-22,23107
2017-06-23,23107
2017-06-24,23107
2017-06-25,23107
2017-06-26,23107
2017-06-27,23285
2017-06-28,23285
2017-06-29,23285
2017-06-30,23285
2017-07-01,23285
2017-07-02,23285
2017-07-03,24042
2017-07-04,24042
2017-07-05,24042
2017-07-06,24042
2017-07-07,24042
2017-07-08,24042
2017-07-13,23741
2017-07-14,23741
2017-07-15,23741
2017-07-16,23741
2017-07-17,23183
2017-07-18,23183
2017-07-19,23183
2017-07-20,23183
2017-07-21,23183
2017-07-22,23183
2017-07-23,23045
2017-07-24,23045
2017-07-25,23045
2017-07-26,23045
2017-07-27,23045
2017-07-28,23045
2017-07-29,22779
2017-07-30,22779
2017-07-31,22779
2017-08-01,22779
2017-08-02,22779
2017-08-03,22562
2017-08-04,22562
2017-08-05,22562
2017-08-06,22562
2017-08-07,22562
2017-08-08,22562
2017-08-09,22704
2017-08-10,22704
2017-08-11,22704
2017-08-12,22704
2017-08-13,22704
2017-08-14,22704
2017-08-15,23239
2017-08-16,23239
2017-08-17,23239
2017-08-18,23239
2017-08-19,23239
2017-08-20,24111
2017-08-21,24111
2017-08-22,24111
2017-08-23,24111
2017-08-24,24111
2017-08-25,24111
2017-08-26,24111
2017-08-27,24097
2017-08-28,24097
2017-08-29,24097
2017-08-30,24097
2017-08-31,24097
2017-09-01,24097
2017-09-02,23535
2017-09-03,23535
2017-09-04,23535
2017-09-05,23535
2017-09-06,23535
2017-09-07,23535
2017-09-08,22982
2017-09-09,22982
2017-09-10,22982
2017-09-11,22982
2017-09-12,22982
2017-09-13,22982
2017-09-14,22440
2017-09-15,22440
2017-09-16,22440
2017-09-17,22440
2017-09-18,22440
2017-09-19,22440
2017-09-20,21860
2017-09-22,21860
2017-09-23,21860
2017-09-24,21860
2017-09-25,21860
2017-09-26,21860
2017-09-27,22012
2017-09-28,22012
2017-09-29,22012
2017-09-30,22012
2017-10-01,22012
2017-10-02,22012
2017-10-03,22165
2017-10-04,22165
2017-10-05,22165
2017-10-06,22165
2017-10-07,22165
2017-10-08,22165
2017-10-09,22165
2017-10-10,22608
2017-10-11,22608
2017-10-12,22608
2017-10-13,22608
2017-10-14,22608
2017-10-15,22608
2017-10-16,22608
2017-10-17,22608
2017-10-18,22502
2017-10-19,22502
