date_obj,Black%20platelegs%20(t) price
2017-10-20,22502
2017-10-21,22502
2017-10-22,22502
2017-10-23,22502
2017-10-24,22830
2017-10-25,22830
2017-10-26,22830
2017-10-27,22830
2017-10-28,22830
2017-10-29,22830
2017-10-30,23488
2017-10-31,23488
2017-11-01,23488
2017-11-02,23488
2017-11-03,23488
2017-11-04,23488
2017-11-05,23868
2017-11-06,23868
2017-11-07,23868
2017-11-08,23868
2017-11-09,23868
2017-11-10,23868
2017-11-11,23868
2017-11-12,23855
2017-11-13,23855
2017-11-14,23855
2017-11-15,23855
2017-11-16,23855
2017-11-17,23855
2017-11-18,23855
2017-11-19,23828
2017-11-20,23828
2017-11-21,23828
2017-11-22,23828
2017-11-23,23828
2017-11-24,23828
2017-11-25,23828
2017-11-26,23565
2017-11-27,23565
2017-11-28,23565
2017-11-29,23565
2017-11-30,23565
2017-12-01,23565
2017-12-02,23565
2017-12-03,22740
2017-12-04,22740
2017-12-05,22740
2017-12-06,22740
2017-12-07,22740
2017-12-08,22740
2017-12-09,22286
2017-12-10,22286
2017-12-11,22286
2017-12-12,22286
2017-12-13,22286
2017-12-14,22286
2017-12-15,22268
2017-12-16,22268
2017-12-17,22268
2017-12-18,22268
2017-12-19,22268
2017-12-20,22268
2017-12-21,22448
2017-12-22,22448
2017-12-23,22448
2017-12-24,22448
2017-12-25,22448
2017-12-26,22448
2017-12-27,23064
2017-12-28,23064
2017-12-29,23064
2017-12-30,23064
2017-12-31,23064
2018-01-01,23064
2018-01-02,22564
2018-01-03,22564
2018-01-04,22564
2018-01-05,22564
2018-01-06,22564
2018-01-07,22564
2018-01-08,22262
2018-01-09,22262
2018-01-10,22262
2018-01-11,22262
2018-01-12,22262
2018-01-13,22262
2018-01-14,21993
2018-01-15,21993
2018-01-16,21993
2018-01-17,21993
2018-01-18,21993
2018-01-19,21993
2018-01-20,22113
2018-01-21,22113
2018-01-22,22113
2018-01-23,22113
2018-01-24,21827
2018-01-25,21827
2018-01-26,21827
2018-01-27,21446
2018-01-28,21446
2018-01-29,20941
2018-01-30,20941
2018-01-31,20941
2018-02-01,20898
2018-02-02,20898
2018-02-03,20339
2018-02-04,20339
2018-02-05,20339
2018-02-06,20218
2018-02-07,20218
2018-02-08,20218
2018-02-09,19751
2018-02-10,19751
2018-02-11,19751
2018-02-12,19565
2018-02-13,19565
2018-02-14,19565
2018-02-15,19746
2018-02-16,19746
2018-02-17,19746
2018-02-18,19107
2018-02-19,19107
2018-02-20,19107
2018-02-21,18644
2018-02-22,18644
2018-02-23,18644
2018-02-24,18644
2018-02-25,18724
2018-02-26,18724
2018-02-27,18724
2018-02-28,18570
2018-03-01,18570
2018-03-02,18570
2018-03-03,18292
2018-03-04,18292
2018-03-05,18292
2018-03-06,18292
2018-03-07,18530
2018-03-08,18530
2018-03-09,18530
2018-03-10,19180
2018-03-11,19180
2018-03-12,19180
2018-03-13,19634
2018-03-14,19634
2018-03-15,19634
2018-03-16,19634
2018-03-17,20083
2018-03-18,20083
2018-03-20,20932
2018-03-21,20932
2018-03-22,20932
2018-03-23,20932
2018-03-24,21094
2018-03-25,21094
2018-03-26,21094
2018-03-27,21226
2018-03-28,21226
2018-03-29,21226
2018-03-30,21352
2018-03-31,21352
2018-04-01,21352
2018-04-02,21207
2018-04-03,21207
2018-04-04,21380
2018-04-05,21380
2018-04-06,21380
2018-04-07,21380
2018-04-08,21607
2018-04-09,21607
2018-04-10,21607
2018-04-11,21571
2018-04-12,21571
2018-04-13,21571
2018-04-14,21571
2018-04-15,21873
2018-04-16,21873
2018-04-17,21873
2018-04-18,21873
2018-04-19,21969
2018-04-20,21969
2018-04-21,21969
2018-04-22,21608
2018-04-23,21608
2018-04-24,21608
2018-04-25,20844
2018-04-26,20844
2018-04-27,20844
2018-04-28,19985
2018-04-29,19985
2018-04-30,19985
2018-05-01,19333
2018-05-02,19333
2018-05-03,19333
2018-05-04,19333
2018-05-05,19282
2018-05-06,19282
2018-05-07,19282
2018-05-08,19282
2018-05-09,19183
2018-05-10,19183
2018-05-11,19183
2018-05-12,19778
2018-05-13,19778
2018-05-14,19778
2018-05-15,19778
2018-05-16,19435
2018-05-17,19435
2018-05-18,19435
2018-05-19,19363
2018-05-20,19363
2018-05-21,19363
2018-05-22,19631
2018-05-23,19631
2018-05-24,19631
2018-05-25,19803
2018-05-26,19803
2018-05-27,19803
2018-05-28,19668
2018-05-29,19668
2018-05-30,19668
2018-05-31,19668
2018-06-01,19990
2018-06-02,19990
2018-06-03,19990
2018-06-04,19953
2018-06-05,19953
2018-06-06,19361
2018-06-07,19361
2018-06-08,19361
2018-06-09,19934
2018-06-10,19934
2018-06-11,19934
2018-06-12,20617
2018-06-13,20617
2018-06-14,21060
2018-06-15,21060
2018-06-16,21060
2018-06-17,21531
2018-06-18,21531
2018-06-19,21531
2018-06-20,21531
2018-06-21,21893
2018-06-22,21893
2018-06-23,21893
2018-06-24,22410
2018-06-25,22410
2018-06-26,22410
2018-06-27,22817
2018-06-28,22817
2018-06-29,22817
2018-06-30,22471
2018-07-01,22471
2018-07-02,22471
2018-07-03,21536
2018-07-04,21536
2018-07-05,21536
2018-07-06,21324
2018-07-07,21324
2018-07-08,21324
2018-07-09,20716
2018-07-10,20716
2018-07-11,20716
2018-07-12,20716
2018-07-13,20466
2018-07-14,20466
2018-07-15,20466
2018-07-16,19763
2018-07-17,18905
2018-07-18,18905
2018-07-19,18905
2018-07-20,18289
2018-07-21,18289
2018-07-22,18003
2018-07-23,18003
2018-07-24,18003
2018-07-25,17265
2018-07-26,17265
2018-07-27,16581
2018-07-28,16581
2018-07-29,16581
2018-07-30,16367
2018-07-31,16367
2018-08-01,16017
2018-08-02,16017
2018-08-03,16017
2018-08-04,16327
2018-08-05,16327
2018-08-06,16327
2018-08-07,16544
2018-08-08,16544
2018-08-09,16615
2018-08-10,16615
2018-08-11,16951
2018-08-12,16951
2018-08-14,16645
2018-08-16,16820
2018-08-17,16820
2018-08-18,16820
2018-08-19,16780
2018-08-20,16780
2018-08-21,17293
2018-08-22,17293
2018-08-23,17293
2018-08-24,18034
2018-08-25,18034
2018-08-26,18710
2018-08-27,18710
2018-08-28,19297
2018-08-29,19297
2018-08-30,19297
2018-08-31,20202
2018-09-01,20202
2018-09-02,20786
2018-09-03,20786
2018-09-04,21397
2018-09-05,21397
2018-09-06,21397
2018-09-07,22142
2018-09-08,22142
2018-09-09,22665
2018-09-10,22665
2018-09-11,22665
2018-09-12,22882
2018-09-13,22882
2018-09-14,23863
2018-09-15,23863
2018-09-16,23863
2018-09-17,24693
2018-09-18,24693
2018-09-19,24693
2018-09-20,25682
2018-09-21,25682
2018-09-22,26505
2018-09-23,26505
2018-09-24,27724
2018-09-25,27724
2018-09-26,27724
2018-09-27,28164
2018-09-28,28164
2018-09-29,28164
2018-09-30,27189
2018-10-01,27189
2018-10-02,26065
2018-10-03,26065
2018-10-04,26065
2018-10-05,26945
2018-10-06,27835
2018-10-07,27835
2018-10-08,27835
2018-10-09,28380
2018-10-10,28380
2018-10-11,28217
2018-10-12,28217
2018-10-13,28217
2018-10-14,29348
2018-10-15,29348
2018-10-16,29348
2018-10-17,30633
2018-10-18,30633
2018-10-19,31409
2018-10-20,31409
2018-10-21,31409
2018-10-22,30797
2018-10-23,30797
2018-10-24,30797
2018-10-25,30862
2018-10-26,30862
2018-10-27,30862
2018-10-28,32400
2018-10-29,32400
2018-10-30,32400
2018-10-31,33821
2018-11-01,35172
2018-11-03,36837
2018-11-04,38537
2018-11-05,39736
2018-11-06,41561
2018-11-07,42610
2018-11-08,42664
2018-11-09,44013
2018-11-10,45584
2018-11-11,46226
2018-11-12,46342
2018-11-13,46896
2018-11-15,44586
2018-11-16,44208
2018-11-17,44208
2018-11-18,43719
2018-11-19,42718
2018-11-20,41703
2018-11-21,41703
2018-11-22,40174
2018-11-23,38967
2018-11-24,37151
2018-11-25,37189
2018-11-26,37189
2018-11-27,38316
2018-11-28,37959
2018-11-29,37508
2018-12-01,36546
2018-12-02,35819
2018-12-03,35819
2018-12-04,35165
2018-12-05,34168
2018-12-07,33520
2018-12-09,32484
2018-12-10,31564
2018-12-11,31564
2018-12-12,30728
2018-12-13,29710
2018-12-14,29710
2018-12-15,29654
2018-12-16,29787
2018-12-17,29787
2018-12-18,30432
2018-12-19,30432
2018-12-20,30050
2018-12-21,30050
2018-12-22,29573
2018-12-23,28721
2018-12-24,27929
2018-12-25,27929
2018-12-26,27958
2018-12-27,27808
2018-12-28,27808
2018-12-29,27649
2018-12-30,27649
2018-12-31,27316
2019-01-01,27316
2019-01-02,27975
2019-01-03,28574
2019-01-04,28574
2019-01-05,29321
2019-01-06,29580
2019-01-08,29012
2019-01-10,28459
2019-01-11,28459
2019-01-12,27126
2019-01-13,27126
2019-01-14,26439
2019-01-15,26439
2019-01-16,27631
2019-01-17,27631
2019-01-18,28792
2019-01-19,28792
2019-01-20,30232
2019-01-21,30232
2019-01-22,31744
2019-01-23,31744
2019-01-24,33237
2019-01-25,33237
2019-01-26,34777
2019-01-27,34777
2019-01-28,35994
2019-01-29,35994
2019-01-30,37741
2019-01-31,37741
2019-02-01,39629
2019-02-02,39629
2019-02-03,41128
2019-02-04,41128
2019-02-05,42839
2019-02-06,42839
2019-02-07,44884
2019-02-08,44884
2019-02-09,47100
2019-02-10,47100
2019-02-11,49157
2019-02-12,49157
2019-02-13,51413
2019-02-14,51413
2019-02-15,51413
2019-02-16,52710
2019-02-17,52710
2019-02-18,50757
2019-02-19,50757
2019-02-20,48550
2019-02-21,47040
2019-02-22,47040
2019-02-23,45052
2019-02-24,43187
2019-02-25,43187
2019-02-26,41038
2019-02-27,41038
2019-02-28,41038
2019-03-01,39336
2019-03-02,37864
2019-03-03,36374
2019-03-04,34909
2019-03-05,34909
2019-03-06,33510
2019-03-07,33510
2019-03-08,32582
2019-03-09,32582
2019-03-10,31824
2019-03-11,31824
2019-03-12,30297
2019-03-13,30297
2019-03-14,29132
2019-03-15,29132
2019-03-16,27935
2019-03-17,27173
2019-03-18,27173
2019-03-19,27173
2019-03-20,25979
2019-03-21,25979
2019-03-22,26113
2019-03-23,26113
