date_obj,Afro price
2015-03-26,338371
2015-03-27,322391
2015-03-28,322391
2015-03-29,322391
2015-03-30,307236
2015-03-31,307236
2015-04-01,307236
2015-04-02,292849
2015-04-03,292849
2015-04-04,278206
2015-04-05,278206
2015-04-06,265210
2015-04-07,265210
2015-04-08,265210
2015-04-09,252541
2015-04-10,252541
2015-04-11,243328
2015-04-12,243328
2015-04-13,239122
2015-04-14,239122
2015-04-15,239122
2015-04-16,228712
2015-04-17,228712
2015-04-18,228712
2015-04-19,217862
2015-04-20,217862
2015-04-21,217862
2015-04-22,217862
2015-04-23,206986
2015-04-24,206986
2015-04-25,206986
2015-04-26,197245
2015-04-27,197245
2015-04-28,187441
2015-04-29,187441
2015-04-30,187441
2015-05-01,180423
2015-05-02,180423
2015-05-03,180423
2015-05-04,173686
2015-05-05,173686
2015-05-06,173686
2015-05-07,165001
2015-05-08,165001
2015-05-09,156862
2015-05-10,156862
2015-05-11,150896
2015-05-12,150896
2015-05-13,153296
2015-05-14,153296
2015-05-15,145884
2015-05-16,145884
2015-05-17,139097
2015-05-18,139097
2015-05-19,133014
2015-05-20,133014
2015-05-21,133014
2015-05-22,127882
2015-05-23,127882
2015-05-24,127882
2015-05-25,124938
2015-05-26,124938
2015-05-27,125343
2015-05-28,125343
2015-05-29,128536
2015-05-30,128536
2015-05-31,131709
2015-06-01,131709
2015-06-02,131709
2015-06-03,136719
2015-06-04,136719
2015-06-05,138605
2015-06-06,138605
2015-06-07,138605
2015-06-08,136789
2015-06-09,136789
2015-06-10,136346
2015-06-11,136346
2015-06-12,136346
2015-06-13,139496
2015-06-14,139496
2015-06-15,139496
2015-06-16,138552
2015-06-17,138552
2015-06-18,138552
2015-06-19,140869
2015-06-20,140869
2015-06-21,140869
2015-06-22,141508
2015-06-23,141508
2015-06-24,141508
2015-06-25,141508
2015-06-26,148016
2015-06-27,148016
2015-06-28,148016
2015-06-29,152227
2015-06-30,152227
2015-07-01,152227
2015-07-02,153542
2015-07-03,153542
2015-07-04,153542
2015-07-05,153542
2015-07-06,150033
2015-07-07,150033
2015-07-08,150033
2015-07-09,143073
2015-07-10,143073
2015-07-11,143073
2015-07-12,138089
2015-07-13,138089
2015-07-14,138089
2015-07-15,133056
2015-07-16,133056
2015-07-17,133056
2015-07-18,132857
2015-07-19,132857
2015-07-20,132857
2015-07-21,131051
2015-07-22,131051
2015-07-23,131051
2015-07-24,128651
2015-07-25,128651
2015-07-26,128651
2015-07-27,128651
2015-07-28,124415
2015-07-29,124415
2015-07-30,121099
2015-07-31,121099
2015-08-01,121099
2015-08-02,117731
2015-08-03,117731
2015-08-04,117731
2015-08-05,112755
2015-08-06,112755
2015-08-07,112755
2015-08-08,112651
2015-08-09,112651
2015-08-10,112290
2015-08-11,112290
2015-08-12,112290
2015-08-13,112909
2015-08-14,112909
2015-08-15,112909
2015-08-16,116373
2015-08-17,116373
2015-08-18,116373
2015-08-19,116373
2015-08-20,118479
2015-08-21,118479
2015-08-22,120871
2015-08-23,120871
2015-08-24,120871
2015-08-25,120871
2015-08-26,119036
2015-08-27,119036
2015-08-28,119036
2015-08-29,116086
2015-08-30,116086
2015-08-31,116086
2015-09-01,116086
2015-09-02,115867
2015-09-03,115867
2015-09-04,115867
2015-09-05,115867
2015-09-06,117039
2015-09-07,117039
2015-09-08,117039
2015-09-09,118038
2015-09-10,118038
2015-09-11,118038
2015-09-12,117035
2015-09-13,117035
2015-09-14,118958
2015-09-15,118958
2015-09-16,118958
2015-09-17,122727
2015-09-18,122727
2015-09-19,122727
2015-09-20,122727
2015-09-21,122841
2015-09-22,122841
2015-09-23,122841
2015-09-24,122841
2015-09-25,122596
2015-09-27,122596
2015-09-28,122358
2015-09-29,122358
2015-09-30,122358
2015-10-05,123251
2015-10-06,123251
2015-10-07,120235
2015-10-08,120235
2015-10-09,120235
2015-10-10,120235
2015-10-11,117695
2015-10-12,117695
2015-10-13,117695
2015-10-14,114927
2015-10-15,114927
2015-10-16,114927
2015-10-17,110516
2015-10-18,110516
2015-10-19,110516
2015-10-20,107977
2015-10-22,107977
2015-10-23,105856
2015-10-24,105856
2015-10-25,104167
2015-10-26,104167
2015-10-27,104167
2015-10-28,100844
2015-10-29,100844
2015-10-30,100844
2015-10-31,96466
2015-11-01,96466
2015-11-02,96466
2015-11-03,93420
2015-11-04,93420
2015-11-05,92585
2015-11-06,92585
2015-11-07,92585
2015-11-08,92585
2015-11-09,89096
2015-11-10,89096
2015-11-11,89096
2015-11-12,90374
2015-11-13,90374
2015-11-14,90374
2015-11-15,90374
2015-11-16,91013
2015-11-17,91013
2015-11-18,91013
2015-11-19,91013
2015-11-20,94996
2015-11-21,94996
2015-11-22,94996
2015-11-23,94996
2015-11-24,96956
2015-11-25,96956
2015-11-26,96956
2015-11-27,101159
2015-11-28,101159
2015-11-29,101159
2015-11-30,101709
2015-12-01,101709
2015-12-02,101709
2015-12-03,104330
2015-12-04,104330
2015-12-05,104330
2015-12-06,107937
2015-12-07,107937
2015-12-08,107937
2015-12-09,106441
2015-12-10,106441
2015-12-11,106441
2015-12-12,106441
2015-12-13,102231
2015-12-14,102231
2015-12-15,102231
2015-12-16,99999
2015-12-17,99999
2015-12-18,99999
2015-12-19,98445
2015-12-20,98445
2015-12-21,98445
2015-12-22,98586
2015-12-23,98586
2015-12-24,98586
2015-12-25,98586
2015-12-26,100574
2015-12-27,100574
2015-12-28,100769
2015-12-29,100769
2015-12-30,100769
2015-12-31,100834
2016-01-01,100834
2016-01-02,100834
2016-01-03,100834
2016-01-04,99919
2016-01-05,99919
2016-01-06,99919
2016-01-07,99919
2016-01-08,100563
2016-01-09,100563
2016-01-10,100563
2016-01-11,98817
2016-01-12,98817
2016-01-13,98817
2016-01-14,99058
2016-01-15,99058
2016-01-16,99058
2016-01-17,99058
2016-01-18,98562
2016-01-19,98562
2016-01-20,98562
2016-01-21,98562
2016-01-22,95872
2016-01-23,95872
2016-01-24,95872
2016-01-25,94123
2016-01-26,94123
2016-01-27,94123
2016-01-28,94123
2016-01-29,93427
2016-01-30,93427
2016-01-31,93427
2016-02-01,93828
2016-02-02,93828
2016-02-03,93828
2016-02-04,92658
2016-02-05,92658
2016-02-06,92658
2016-02-07,92776
2016-02-08,92776
2016-02-09,92776
2016-02-10,92291
2016-02-11,92291
2016-02-12,92291
2016-02-13,93107
2016-02-14,93107
2016-02-15,93107
2016-02-16,97231
2016-02-17,97231
2016-02-18,97231
2016-02-19,97231
2016-02-20,98556
2016-02-21,98556
2016-02-22,98556
2016-02-23,97190
2016-02-24,97190
2016-02-25,97190
2016-02-26,97190
2016-02-27,94215
2016-02-28,94215
2016-02-29,94215
2016-03-01,94270
2016-03-02,94270
2016-03-03,94270
2016-03-04,96577
2016-03-05,96577
2016-03-06,97094
2016-03-07,97094
2016-03-08,97094
2016-03-09,97094
2016-03-10,99885
2016-03-11,99885
2016-03-12,99885
2016-03-13,102711
2016-03-14,102711
2016-03-15,102711
2016-03-16,102216
2016-03-17,102216
2016-03-18,102216
2016-03-19,98874
2016-03-20,98874
2016-03-21,98874
2016-03-22,94944
2016-03-23,94944
2016-03-24,94944
2016-03-25,90255
2016-03-26,90255
2016-03-27,90255
2016-03-28,85895
2016-03-29,85895
2016-03-30,85895
2016-03-31,81805
2016-04-01,81805
2016-04-02,81805
2016-04-03,81805
2016-04-04,80744
2016-04-05,80744
2016-04-06,80744
2016-04-07,81282
2016-04-08,81282
2016-04-09,81282
2016-04-10,81937
2016-04-11,81937
2016-04-12,81937
2016-04-13,81937
2016-04-14,82350
2016-04-15,82350
2016-04-16,82350
2016-04-17,83437
2016-04-18,83437
2016-04-19,83437
2016-04-20,83828
2016-04-21,83828
2016-04-22,83828
2016-04-23,81811
2016-04-24,81811
2016-04-25,81811
2016-04-26,78786
2016-04-27,78786
2016-04-28,78786
2016-04-29,76493
2016-04-30,76493
2016-05-01,76493
2016-05-02,74165
2016-05-03,74165
2016-05-04,72951
2016-05-05,72951
2016-05-06,72951
2016-05-07,72377
2016-05-08,72377
2016-05-09,72377
2016-05-10,70935
2016-05-11,70935
2016-05-12,70935
2016-05-13,68888
2016-05-14,68888
2016-05-15,66227
2016-05-16,66227
2016-05-17,66227
2016-05-18,63217
2016-05-19,63217
2016-05-22,64037
2016-05-23,66842
2016-05-24,66842
2016-05-25,69963
2016-05-26,69963
2016-05-27,73118
2016-05-28,73118
2016-05-29,74396
2016-05-30,74396
2016-05-31,74396
2016-06-01,74396
2016-06-02,73077
2016-06-03,73077
2016-06-04,73077
2016-06-05,75006
2016-06-06,75006
2016-06-07,75006
2016-06-08,78730
2016-06-09,78730
2016-06-10,78730
2016-06-11,82246
2016-06-12,82246
2016-06-13,82246
2016-06-14,79734
2016-06-15,79734
2016-06-16,79734
2016-06-17,77116
2016-06-18,77116
2016-06-19,77116
2016-06-20,73632
2016-06-21,73632
2016-06-22,73146
2016-06-23,73146
2016-06-24,75916
2016-06-25,75916
2016-06-26,75916
2016-06-27,77786
2016-06-28,77786
2016-06-29,77786
2016-06-30,80729
2016-07-01,80729
2016-07-02,80729
2016-07-03,82508
2016-07-04,82508
2016-07-05,84818
2016-07-06,84818
2016-07-07,84818
2016-07-08,84937
2016-07-09,84937
2016-07-10,84937
2016-07-11,84816
2016-07-12,84816
2016-07-13,84816
2016-07-14,84816
2016-07-15,84381
2016-07-16,84381
2016-07-17,84381
2016-07-18,83263
2016-07-23,80751
2016-07-24,80751
2016-07-25,80751
2016-07-26,77893
2016-07-27,77893
2016-07-28,77893
2016-07-29,77893
2016-07-30,75908
2016-07-31,75908
2016-08-01,75908
2016-08-02,74361
2016-08-03,74361
2016-08-04,74361
2016-08-05,74361
2016-08-06,70716
2016-08-07,70716
2016-08-08,70716
2016-08-09,67984
2016-08-10,67984
2016-08-11,67984
2016-08-12,67984
2016-08-13,67984
2016-08-14,69090
2016-08-15,69090
2016-08-16,69090
2016-08-17,69090
2016-08-18,69501
2016-08-19,69501
2016-08-20,69501
2016-08-21,72147
2016-08-22,72147
2016-08-23,72147
2016-08-24,72147
2016-08-25,72575
2016-08-26,72575
2016-08-28,73929
2016-08-31,73929
2016-09-01,76581
2016-09-02,76581
2016-09-03,76581
2016-09-04,76581
2016-09-05,78795
2016-09-06,78795
2016-09-07,78795
2016-09-08,78795
2016-09-09,78795
2016-09-10,79854
2016-09-11,79854
2016-09-12,79854
2016-09-13,79854
2016-09-14,79854
2016-09-15,78726
2016-09-16,78726
2016-09-17,78726
2016-09-18,78726
2016-09-19,76355
2016-09-20,76355
2016-09-21,76355
2016-09-22,76355
2016-09-23,75350
2016-09-24,75350
2016-09-25,75350
2016-09-26,75350
2016-09-27,75205
2016-09-28,75205
2016-09-29,75205
2016-09-30,75205
2016-10-01,75106
2016-10-02,75106
2016-10-03,75106
2016-10-04,75106
2016-10-05,75106
2016-10-06,74563
2016-10-07,74563
2016-10-08,74563
2016-10-09,74563
2016-10-10,74461
2016-10-11,74461
2016-10-12,74461
2016-10-13,74461
2016-10-14,74061
2016-10-15,74061
2016-10-16,74061
2016-10-17,73196
2016-10-18,73196
2016-10-19,73196
2016-10-20,73196
2016-10-21,73032
2016-10-22,73032
2016-10-23,73032
2016-10-24,71760
2016-10-25,71760
2016-10-26,71760
2016-10-27,71760
2016-10-28,69272
2016-10-29,69272
2016-10-30,69272
2016-10-31,70593
2016-11-01,70593
2016-11-02,70593
2016-11-03,70593
2016-11-04,69594
2016-11-05,69594
2016-11-06,69594
2016-11-07,69594
2016-11-08,66671
2016-11-09,66671
2016-11-10,66671
2016-11-11,66671
2016-11-12,64055
2016-11-13,64055
2016-11-14,64055
2016-11-15,64055
2016-12-07,63461
2016-12-08,63461
2016-12-09,66409
2016-12-10,66409
2016-12-11,66409
2016-12-12,66409
2016-12-13,67899
2016-12-14,67899
2016-12-15,67899
2016-12-16,67899
2016-12-17,67899
2016-12-18,70052
2016-12-19,70052
2016-12-20,70052
2016-12-21,70052
2016-12-22,70052
2016-12-23,70964
2016-12-24,70964
2016-12-25,70964
2016-12-26,70964
2016-12-27,70964
2016-12-28,72457
2016-12-29,72457
2016-12-30,72457
2016-12-31,72457
2017-01-01,73678
2017-01-02,73678
2017-01-03,73678
2017-01-04,73678
2017-01-05,72302
2017-01-06,72302
2017-01-07,72302
2017-01-08,72302
2017-01-09,68977
2017-01-10,68977
2017-01-11,68977
2017-01-12,65725
2017-01-13,65725
2017-01-14,65725
2017-01-15,63551
2017-01-16,63551
2017-01-17,63551
2017-01-18,62015
2017-01-19,62015
2017-01-20,62015
2017-01-21,60312
2017-01-22,60312
2017-01-23,60312
2017-01-27,63494
2017-01-28,63494
2017-01-29,63494
2017-01-30,64067
2017-01-31,64067
2017-02-01,64067
2017-02-02,65075
2017-02-03,65075
2017-02-04,65075
2017-02-05,64274
2017-02-06,64274
2017-02-07,64274
2017-02-08,64274
2017-02-09,62676
2017-02-10,62676
2017-02-11,62676
2017-02-12,62676
2017-02-13,61699
2017-02-14,61699
2017-02-15,61699
2017-02-16,59634
2017-02-17,59634
2017-02-18,59634
2017-02-19,59634
2017-02-20,59634
2017-02-21,57984
2017-02-22,57984
2017-02-23,57984
2017-02-24,57984
2017-02-25,57984
2017-02-26,59226
2017-02-27,59226
2017-02-28,59226
2017-03-01,59226
2017-03-02,61987
2017-03-03,61987
2017-03-04,61987
2017-03-05,61987
2017-03-06,64273
2017-03-07,64273
2017-03-08,64273
2017-03-09,64273
2017-03-10,64273
2017-03-11,62822
2017-03-12,62822
2017-03-13,62822
2017-03-14,62822
2017-03-15,63418
2017-03-16,63418
2017-03-17,63418
2017-03-18,63418
2017-03-19,63119
2017-03-20,63119
2017-03-21,63119
2017-03-22,63119
2017-03-23,62795
2017-03-24,62795
2017-03-25,62795
2017-03-26,62795
2017-03-27,61176
2017-03-28,61176
2017-03-29,61176
2017-03-30,61176
2017-03-31,58645
2017-04-01,58645
2017-04-02,58645
2017-04-03,56679
2017-04-04,56679
2017-04-05,56679
2017-04-12,56589
2017-04-13,56589
2017-04-14,56623
2017-04-15,56623
2017-04-16,59108
2017-04-17,59108
2017-04-18,59108
2017-04-19,61705
2017-04-20,61705
2017-04-21,61705
2017-04-22,61705
2017-04-23,64394
2017-04-24,64394
2017-04-25,64394
2017-04-26,67360
2017-04-27,67360
2017-04-28,67360
2017-04-29,67360
2017-04-30,68829
2017-05-01,68829
2017-05-02,68829
2017-05-03,68829
2017-05-04,67771
2017-05-05,67771
2017-05-06,67771
2017-05-07,67771
2017-05-08,65110
2017-05-09,65110
2017-05-10,65110
2017-05-11,65110
2017-05-12,62146
2017-05-13,62146
2017-05-14,62146
2017-05-15,62146
2017-05-16,59038
2017-05-17,59038
2017-05-18,59038
2017-05-19,59038
2017-05-20,57086
2017-05-21,57086
2017-05-22,57086
2017-05-23,57086
2017-05-24,57086
2017-05-25,55616
2017-05-26,55616
2017-05-27,55616
2017-05-28,54339
2017-05-29,54339
2017-05-30,54339
2017-05-31,54339
2017-06-01,53765
2017-06-02,53765
2017-06-03,53765
2017-06-04,52737
2017-06-05,52737
2017-06-06,55276
2017-06-07,58040
2017-06-08,60942
2017-06-09,63990
2017-06-10,67190
2017-06-11,70410
2017-06-12,70410
2017-06-13,72799
2017-06-14,72799
2017-06-15,74914
2017-06-16,74914
2017-06-17,74454
2017-06-18,74454
2017-06-19,74454
2017-06-20,74454
2017-06-21,74454
2017-06-22,74454
2017-06-23,74454
2017-06-24,75695
2017-06-25,75695
2017-06-26,75695
2017-06-27,72436
2017-06-28,72436
2017-06-29,72436
2017-06-30,71047
2017-07-01,71047
2017-07-02,71047
2017-07-03,71047
2017-07-04,69348
2017-07-05,69348
2017-07-06,69348
2017-07-07,69145
2017-07-08,69145
2017-07-09,69145
2017-07-13,66571
2017-07-14,64117
2017-07-15,64117
2017-07-16,64117
2017-07-17,64117
2017-07-18,62430
2017-07-19,62430
2017-07-20,62430
2017-07-21,59478
2017-07-22,59478
2017-07-23,59478
2017-07-24,57050
2017-07-25,57050
2017-07-26,57050
2017-07-27,54737
2017-07-28,54737
2017-07-29,54737
2017-07-30,52850
2017-07-31,52850
2017-08-01,52850
2017-08-02,52850
2017-08-03,51978
2017-08-04,51978
2017-08-05,51978
2017-08-06,51315
2017-08-07,51315
2017-08-08,51315
2017-08-09,51315
2017-08-10,51710
2017-08-11,51710
2017-08-12,51710
2017-08-13,51710
2017-08-14,51710
2017-08-15,50906
2017-08-16,50906
2017-08-17,50906
2017-08-18,50609
2017-08-19,50609
2017-08-20,50609
2017-08-21,49445
2017-08-22,49445
2017-08-23,49445
2017-08-24,49445
2017-08-25,47200
2017-08-26,47200
2017-08-27,45388
2017-08-28,45388
2017-08-29,45388
2017-08-30,45388
2017-08-31,43245
2017-09-01,43245
2017-09-02,43245
2017-09-03,42980
2017-09-04,42980
2017-09-05,42980
2017-09-06,41560
2017-09-07,41560
2017-09-08,41560
2017-09-09,39691
2017-09-10,39691
2017-09-11,39691
2017-09-12,39900
2017-09-13,39900
2017-09-14,39900
2017-09-15,41045
2017-09-16,41045
2017-09-17,41045
2017-09-18,41045
2017-09-19,43059
2017-09-20,43059
2017-09-21,43059
2017-09-22,43059
2017-09-23,44781
2017-09-24,44781
2017-09-25,44781
2017-09-26,44781
2017-09-27,45122
2017-09-28,45122
2017-09-29,45122
2017-09-30,46568
2017-10-01,46568
2017-10-02,46568
2017-10-03,46568
2017-10-04,46577
2017-10-05,46577
2017-10-06,46577
2017-10-07,46603
2017-10-08,46603
2017-10-09,46603
2017-10-10,47826
2017-10-11,47826
2017-10-12,47826
2017-10-13,48769
2017-10-14,48769
2017-10-15,48769
2017-10-16,48383
2017-10-17,48383
2017-10-18,48383
2017-10-19,48383
2017-10-20,49324
2017-10-21,49324
2017-10-22,49324
2017-10-23,49324
2017-10-24,49083
2017-10-25,49083
2017-10-26,49083
2017-10-27,49745
2017-10-28,49745
2017-10-29,49745
2017-10-30,50379
2017-10-31,50379
2017-11-01,50379
2017-11-02,50379
2017-11-03,50850
2017-11-04,53204
2017-11-05,53204
2017-11-06,53204
2017-11-07,54058
2017-11-08,54058
2017-11-09,54058
2017-11-10,54963
2017-11-11,54963
2017-11-12,54963
2017-11-13,56528
2017-11-14,56528
2017-11-15,56528
2017-11-16,56528
2017-11-17,56654
2017-11-18,56654
2017-11-19,56654
2017-11-20,56654
2017-11-21,58717
2017-11-22,58717
2017-11-23,58717
2017-11-24,61294
2017-11-25,61294
2017-11-26,61294
2017-11-27,62715
2017-11-28,62715
2017-11-29,62715
2017-11-30,63724
2017-12-01,63724
2017-12-02,63724
2017-12-03,66650
2017-12-04,66650
2017-12-05,66650
2017-12-06,69918
2017-12-07,69918
2017-12-08,69918
2017-12-09,73021
2017-12-10,73021
2017-12-11,73021
2017-12-12,76195
2017-12-13,76195
2017-12-14,76195
2017-12-15,76195
2017-12-16,79910
2017-12-17,79910
2017-12-18,79910
2017-12-19,79910
2017-12-20,83100
2017-12-21,83100
2017-12-22,83100
2017-12-23,84282
2017-12-24,84282
2017-12-25,84282
2017-12-26,84282
2017-12-27,84416
2017-12-28,84416
2017-12-29,84416
2017-12-30,85007
2017-12-31,85007
2018-01-01,85007
2018-01-02,85007
2018-01-03,87225
2018-01-04,87225
2018-01-05,87225
2018-01-06,88521
2018-01-07,88521
2018-01-08,88521
2018-01-09,92195
2018-01-10,92195
2018-01-11,92195
2018-01-12,92195
2018-01-13,93149
2018-01-14,93149
2018-01-15,93149
2018-01-16,89846
2018-01-17,89846
2018-01-18,89846
2018-01-19,86137
2018-01-20,86137
2018-01-21,86137
2018-01-22,82499
2018-01-23,82499
2018-01-24,78983
2018-01-25,78983
2018-01-26,78983
2018-01-27,75180
2018-01-28,75180
2018-01-29,71764
2018-01-30,71764
2018-01-31,71764
2018-02-01,68297
2018-02-02,68297
2018-02-03,65749
2018-02-04,65749
2018-02-05,65749
2018-02-06,62678
2018-02-07,62678
2018-02-08,62678
2018-02-09,61234
2018-02-10,61234
2018-02-11,61234
2018-02-12,59299
2018-02-13,59299
2018-02-14,59299
2018-02-15,57616
2018-02-16,57616
2018-02-17,57616
2018-02-18,55665
2018-02-19,55665
2018-02-20,55665
2018-02-21,55130
2018-02-22,55130
2018-02-23,55130
2018-02-24,53840
2018-02-25,53840
2018-02-26,53840
2018-02-27,52700
2018-02-28,52700
2018-03-01,52700
2018-03-02,52721
2018-03-03,52721
2018-03-04,52721
2018-03-05,53274
2018-03-06,53274
2018-03-07,53883
2018-03-08,53883
2018-03-09,53883
2018-03-10,54346
2018-03-11,54346
2018-03-12,54346
2018-03-13,54288
2018-03-14,54288
2018-03-15,54288
2018-03-16,54288
2018-03-17,54055
2018-03-18,54055
2018-03-19,54055
2018-03-20,54934
2018-03-21,54934
2018-03-22,54934
2018-03-23,54934
2018-03-24,54934
2018-03-25,56556
2018-03-26,56556
2018-03-27,56556
2018-03-28,56537
2018-03-29,56537
2018-03-30,57280
2018-03-31,57280
2018-04-01,57280
2018-04-02,56457
2018-04-03,56457
2018-04-04,56457
2018-04-05,56457
2018-04-06,57868
2018-04-07,57868
2018-04-08,57868
2018-04-09,57418
2018-04-10,57418
2018-04-11,57418
2018-04-12,57418
2018-04-13,56136
2018-04-14,56136
2018-04-15,56136
2018-04-16,56136
2018-04-17,55638
2018-04-18,55638
2018-04-19,55638
2018-04-20,55638
2018-04-21,56580
2018-04-22,56580
2018-04-23,56580
2018-04-24,56901
2018-04-25,56901
2018-04-26,56901
2018-04-27,56901
2018-04-28,57286
2018-04-29,57286
2018-04-30,57286
2018-05-01,59926
2018-05-02,59926
2018-05-03,59926
2018-05-04,62679
2018-05-05,65402
2018-05-06,65402
2018-05-07,65402
2018-05-08,68064
2018-05-09,68064
2018-05-10,70391
2018-05-11,70391
2018-05-12,70391
2018-05-13,73594
2018-05-14,73594
2018-05-15,73594
2018-05-16,76175
2018-05-17,76175
2018-05-18,76175
2018-05-19,76259
2018-05-20,76259
2018-05-21,76259
2018-05-22,77141
2018-05-23,77141
2018-05-24,77141
2018-05-25,78712
2018-05-26,78712
2018-05-27,78712
2018-05-28,78160
2018-05-29,78160
2018-05-30,78160
2018-05-31,77849
2018-06-01,77849
2018-06-02,77849
2018-06-03,78484
2018-06-04,78484
2018-06-05,78484
2018-06-06,80088
2018-06-07,80088
2018-06-08,80088
2018-06-09,80088
2018-06-10,79033
2018-06-11,79033
2018-06-12,79033
2018-06-13,78710
2018-06-14,78710
2018-06-15,76773
2018-06-16,76773
2018-06-17,76773
2018-06-18,74008
2018-06-19,74008
2018-06-20,74008
2018-06-21,72047
2018-06-22,72047
2018-06-23,72047
2018-06-24,72047
2018-06-25,69980
2018-06-26,69980
2018-06-27,69980
2018-06-28,72439
2018-06-29,72439
2018-06-30,72439
2018-07-01,72656
2018-07-02,72656
2018-07-03,72656
2018-07-04,72656
2018-07-05,72076
2018-07-06,72076
2018-07-07,70194
2018-07-08,70194
2018-07-09,70194
2018-07-10,68598
2018-07-11,68598
2018-07-12,68598
2018-07-13,68598
2018-07-14,66950
2018-07-15,66950
2018-07-16,66950
2018-07-17,67439
2018-07-18,67439
2018-07-19,67439
2018-07-20,68340
2018-07-21,68340
2018-07-22,70309
2018-07-23,70309
2018-07-24,70309
2018-07-25,69908
2018-07-26,69908
2018-07-27,69238
2018-07-28,69238
2018-07-29,69238
2018-07-30,67406
2018-07-31,67406
2018-08-01,67406
2018-08-02,65063
2018-08-03,65063
2018-08-04,63283
2018-08-05,63283
2018-08-06,63283
2018-08-07,62238
2018-08-08,62238
2018-08-09,62238
2018-08-10,60188
