date_obj,Bandos%20coif price
2019-03-21,69863
2019-03-22,69617
2019-03-23,69334
2019-03-24,69020
2019-03-25,68928
2019-03-26,68422
2019-03-27,67289
2019-03-28,66577
2019-03-29,64944
2019-03-30,62288
2019-03-31,60144
2019-04-01,60563
2019-04-02,61821
2019-04-03,62361
2019-04-04,62455
2019-04-05,62352
2019-04-06,61974
2019-04-07,61746
2019-04-08,60956
2019-04-09,60438
2019-04-10,59512
2019-04-11,59723
2019-04-12,59800
2019-04-13,58720
2019-04-14,57961
2019-04-15,57708
2019-04-16,57452
2019-04-17,56877
2019-04-18,56811
2019-04-19,57123
2019-04-20,57698
2019-04-21,56838
2019-04-22,56572
2019-04-23,56978
2019-04-24,58558
2019-04-25,59487
2019-04-26,59574
2019-04-27,59561
2019-04-28,59279
2019-04-29,59589
2019-04-30,60151
2019-05-01,60021
2019-05-02,59343
2019-05-03,58679
2019-05-04,58396
2019-05-05,58710
2019-05-06,58890
2019-05-07,59429
2019-05-08,59733
2019-05-09,59882
2019-05-10,59305
2019-05-11,59688
2019-05-12,59809
2019-05-13,59759
2019-05-14,59865
2019-05-15,59761
2019-05-16,60196
2019-05-17,59483
2019-05-18,60084
2019-05-19,60030
2019-05-20,60228
2019-05-21,60161
2019-05-22,59761
2019-05-23,59931
2019-05-24,60150
2019-05-25,60678
2019-05-26,60511
2019-05-27,60676
2019-05-28,60949
2019-05-29,60662
2019-05-30,60413
2019-05-31,60508
2019-06-01,60506
2019-06-02,60241
2019-06-03,61264
2019-06-04,62495
2019-06-05,64162
2019-06-06,65345
2019-06-07,65633
2019-06-08,66429
2019-06-09,66738
2019-06-10,66079
2019-06-11,66636
2019-06-12,66302
2019-06-13,65973
2019-06-14,65789
2019-06-15,66767
2019-06-16,67060
2019-06-17,66817
2019-06-18,66762
2019-06-19,66544
2019-06-20,66144
2019-06-21,66544
2019-06-22,66851
2019-06-23,66639
2019-06-24,67390
2019-06-25,67739
2019-06-26,67097
2019-06-27,68138
2019-06-28,67925
2019-06-29,67963
2019-06-30,67582
2019-07-01,66690
2019-07-02,66862
2019-07-03,66601
2019-07-04,67096
2019-07-05,66977
2019-07-06,66721
2019-07-07,67298
2019-07-08,66346
2019-07-09,67704
2019-07-10,68055
2019-07-11,67372
2019-07-12,68475
2019-07-13,68647
2019-07-14,68675
2019-07-15,68459
2019-07-16,69293
2019-07-17,69359
2019-07-18,69323
2019-07-19,69576
2019-07-20,69838
2019-07-21,70839
2019-07-22,70739
2019-07-23,69486
2019-07-24,68790
2019-07-25,68305
2019-07-26,68978
2019-07-27,68374
2019-07-28,68425
2019-07-29,68815
2019-07-30,69129
2019-07-31,69127
2019-08-01,69457
2019-08-02,69794
2019-08-03,69598
2019-08-04,69792
2019-08-05,70124
2019-08-06,70160
2019-08-07,70911
2019-08-08,71406
2019-08-09,71319
2019-08-10,71857
2019-08-11,72345
2019-08-12,72178
2019-08-13,73121
2019-08-14,72953
2019-08-15,72748
2019-08-16,72675
2019-08-17,72900
2019-08-18,71859
2019-08-19,71842
2019-08-20,72399
2019-08-21,73369
2019-08-22,73269
2019-08-23,73548
2019-08-24,73949
2019-08-24,73949
2019-08-25,74079
2019-08-25,74079
2019-08-26,74209
2019-08-27,74560
2019-08-27,74560
2019-08-28,75119
2019-08-29,75236
2019-08-30,75225
2019-08-31,75653
2019-09-01,76533
2019-09-02,76932
2019-09-03,76551
2019-09-04,76529
2019-09-05,77169
2019-09-06,77583
2019-09-07,78127
2019-09-08,77969
2019-09-09,77930
2019-09-10,77748
2019-09-11,78297
2019-09-12,78817
2019-09-13,78816
2019-09-14,78593
2019-09-15,78422
2019-09-16,78450
2019-09-17,78278
2019-09-18,77330
2019-09-19,77603
2019-09-20,77011
2019-09-21,76461
2019-09-22,76543
2019-09-23,76202
2019-09-24,74412
2019-09-25,73695
2019-09-26,73895
2019-09-27,73811
2019-09-28,73327
2019-09-29,71243
2019-09-30,70703
2019-10-01,70773
2019-10-02,71050
2019-10-03,70486
2019-10-04,69757
2019-10-05,68442
2019-10-06,66884
2019-10-07,65270
2019-10-08,64168
2019-10-09,63822
2019-10-10,63538
2019-10-11,63801
2019-10-12,62309
2019-10-13,62093
2019-10-14,62102
2019-10-15,63479
2019-10-16,63430
2019-10-17,62219
2019-10-18,62342
2019-10-19,61547
2019-10-20,62098
2019-10-21,62229
2019-10-22,62886
2019-10-23,61680
2019-10-24,61538
2019-10-25,61218
2019-10-26,60344
2019-10-27,59630
2019-10-28,59004
2019-10-29,58103
2019-10-30,58746
2019-10-31,58499
2019-11-01,58829
2019-11-02,58498
2019-11-03,56916
2019-11-04,56026
2019-11-05,55554
2019-11-06,56089
2019-11-07,55424
2019-11-08,55076
2019-11-09,55293
2019-11-10,55207
2019-11-11,56021
2019-11-12,56804
2019-11-13,56245
2019-11-14,56076
2019-11-15,56480
2019-11-16,56227
2019-11-17,55951
2019-11-18,56580
2019-11-19,57297
2019-11-20,57893
2019-11-21,57941
2019-11-22,57838
2019-11-23,58567
2019-11-24,58164
2019-11-25,58413
2019-11-26,59286
2019-11-27,59890
2019-11-28,60560
2019-11-29,60304
2019-11-30,59979
2019-12-01,58497
2019-12-02,58255
2019-12-03,59248
2019-12-04,59224
2019-12-05,58903
2019-12-06,59417
2019-12-07,60754
2019-12-08,60785
2019-12-09,61922
2019-12-10,62369
2019-12-11,63788
2019-12-12,63732
2019-12-13,64854
2019-12-14,65155
2019-12-15,65064
2019-12-16,64755
2019-12-17,65217
2019-12-18,65191
2019-12-19,64430
2019-12-20,64977
2019-12-21,65034
2019-12-22,64789
2019-12-23,65066
2019-12-24,64678
2019-12-25,64476
2019-12-26,64307
2019-12-27,63404
2019-12-28,63337
2019-12-29,62520
2019-12-30,62320
2019-12-31,61720
2020-01-01,61228
2020-01-02,61334
2020-01-03,62014
2020-01-04,62834
2020-01-05,62459
2020-01-06,61974
2020-01-07,61542
2020-01-08,62082
2020-01-09,61891
2020-01-10,61677
2020-01-11,61151
2020-01-12,61203
2020-01-13,61107
2020-01-14,61435
2020-01-15,61566
2020-01-16,61389
2020-01-17,61917
2020-01-18,61219
2020-01-19,61210
2020-01-20,61223
2020-01-21,60640
2020-01-22,60331
2020-01-23,60846
2020-01-24,61033
2020-01-25,60337
2020-01-26,60522
2020-01-27,59917
2020-01-28,60015
2020-01-29,60264
2020-01-30,60342
2020-01-31,60551
2020-02-01,61141
2020-02-02,61375
2020-02-03,62128
2020-02-04,62399
2020-02-05,62056
2020-02-06,61532
2020-02-07,60629
2020-02-08,60161
2020-02-09,58538
2020-02-10,57718
2020-02-11,57156
2020-02-12,56586
2020-02-13,56773
2020-02-14,55737
2020-02-15,54773
2020-02-16,53406
2020-02-17,52917
2020-02-18,51564
2020-02-19,50994
2020-02-20,50660
2020-02-21,51547
2020-02-22,51436
2020-02-23,50976
2020-02-24,50841
2020-02-25,51360
2020-02-26,51651
2020-02-27,51625
2020-02-28,51657
2020-02-29,52564
2020-03-01,52618
2020-03-02,54338
2020-03-03,55205
2020-03-04,55471
2020-03-05,56961
2020-03-06,58989
2020-03-07,60027
2020-03-08,60328
2020-03-09,60259
2020-03-10,62042
2020-03-11,62891
2020-03-12,63993
2020-03-13,65407
2020-03-14,66188
2020-03-15,66194
2020-03-16,66389
2020-03-17,66691
2020-03-18,66832
2020-03-19,66614
2020-03-20,66098
2020-03-21,65348
2020-03-22,65073
2020-03-23,65633
2020-03-24,65914
2020-03-25,65451
2020-03-26,65224
2020-03-27,65238
2020-03-28,64805
2020-03-29,65366
2020-03-30,64423
2020-03-31,63608
2020-04-01,63384
2020-04-02,63137
2020-04-03,62969
2020-04-04,63123
2020-04-05,63697
2020-04-06,63388
2020-04-07,63120
2020-04-08,62960
2020-04-09,62439
2020-04-10,62276
2020-04-11,63193
2020-04-12,62716
2020-04-13,62332
2020-04-14,62471
2020-04-15,63097
2020-04-16,63435
2020-04-17,63272
2020-04-18,63578
2020-04-19,63965
2020-04-20,64618
2020-04-21,65166
2020-04-22,66373
2020-04-23,66832
2020-04-24,67683
2020-04-25,67941
2020-04-26,68944
2020-04-27,69430
2020-04-28,70175
2020-04-29,70976
2020-04-30,70326
2020-05-01,70367
2020-05-02,70956
2020-05-03,71132
2020-05-04,70543
2020-05-05,70507
2020-05-06,70030
2020-05-07,70022
2020-05-08,70051
2020-05-09,70176
2020-05-10,70029
2020-05-11,70319
2020-05-12,70581
2020-05-13,70944
