date_obj,Bandos%20plateskirt price
2016-02-16,40245
2016-02-17,39673
2016-02-18,39673
2016-02-19,41241
2016-02-20,41241
2016-02-21,40493
2016-02-22,40493
2016-02-23,40360
2016-02-24,40360
2016-02-25,39521
2016-02-26,39521
2016-02-27,38464
2016-02-28,38464
2016-02-29,39097
2016-03-01,39097
2016-03-02,39131
2016-03-03,39131
2016-03-04,39653
2016-03-05,39653
2016-03-06,39240
2016-03-07,39240
2016-03-08,39679
2016-03-09,39679
2016-03-10,40346
2016-03-11,40346
2016-03-12,40231
2016-03-13,40231
2016-03-14,39683
2016-03-15,39683
2016-03-16,39773
2016-03-17,39773
2016-03-18,39222
2016-03-19,39222
2016-03-20,39770
2016-03-21,39770
2016-03-22,39892
2016-03-23,39892
2016-03-24,40786
2016-03-25,42408
2016-03-26,42408
2016-03-27,41798
2016-03-28,42490
2016-03-29,42490
2016-03-30,42821
2016-03-31,42821
2016-04-01,42947
2016-04-02,42947
2016-04-03,43899
2016-04-04,43899
2016-04-05,42985
2016-04-06,42503
2016-04-07,43073
2016-04-08,41982
2016-04-09,42132
2016-04-10,42194
2016-04-11,42194
2016-04-12,41744
2016-04-13,41744
2016-04-14,41071
2016-04-15,41071
2016-04-16,41582
2016-04-17,41582
2016-04-18,40558
2016-04-19,40558
2016-04-20,40556
2016-04-21,40556
2016-04-22,39874
2016-04-23,39874
2016-04-24,40659
2016-04-25,41816
2016-04-26,41816
2016-04-27,42650
2016-04-28,42650
2016-04-29,41960
2016-04-30,42859
2016-05-01,43284
2016-05-02,43284
2016-05-03,42785
2016-05-04,42785
2016-05-05,42463
2016-05-06,42463
2016-05-07,41436
2016-05-08,41436
2016-05-09,40525
2016-05-10,39920
2016-05-11,39920
2016-05-12,40266
2016-05-13,39749
2016-05-14,39749
2016-05-15,40381
2016-05-16,40381
2016-05-17,41071
2016-05-18,41071
2016-05-19,41024
2016-05-22,42348
2016-05-23,41247
2016-05-24,39519
2016-05-25,39519
2016-05-26,39122
2016-05-27,40463
2016-05-28,40463
2016-05-29,40897
2016-05-30,40897
2016-05-31,41592
2016-06-01,41407
2016-06-02,41407
2016-06-03,40855
2016-06-04,39766
2016-06-05,39766
2016-06-06,40172
2016-06-07,40172
2016-06-08,40579
2016-06-09,40465
2016-06-10,39892
2016-06-11,39892
2016-06-12,39718
2016-06-13,39718
2016-06-14,38628
2016-06-15,38628
2016-06-16,40078
2016-06-17,39874
2016-06-18,39874
2016-06-19,40369
2016-06-20,40369
2016-06-21,41139
2016-06-22,41935
2016-06-23,41430
2016-06-24,41430
2016-06-25,41696
2016-06-26,41696
2016-06-27,40616
2016-06-28,40616
2016-06-29,40844
2016-06-30,40844
2016-07-01,40963
2016-07-02,40963
2016-07-03,40216
2016-07-04,40351
2016-07-05,40351
2016-07-06,40122
2016-07-07,40122
2016-07-08,39976
2016-07-09,40325
2016-07-10,40325
2016-07-11,39792
2016-07-12,39792
2016-07-13,39469
2016-07-14,39469
2016-07-15,39867
2016-07-16,39867
2016-07-17,40301
2016-07-18,41203
2016-07-23,41004
2016-07-24,41057
2016-07-25,41057
2016-07-26,41395
2016-07-27,41395
2016-07-28,40956
2016-07-29,40994
2016-07-30,40994
2016-07-31,40346
2016-08-01,40346
2016-08-02,40944
2016-08-03,40944
2016-08-04,40913
2016-08-05,40913
2016-08-06,40196
2016-08-07,40196
2016-08-08,41403
2016-08-09,41450
2016-08-10,41450
2016-08-11,41844
2016-08-12,41844
2016-08-13,42251
2016-08-14,42251
2016-08-15,42243
2016-08-16,42243
2016-08-17,42235
2016-08-18,42235
2016-08-19,41683
2016-08-20,41683
2016-08-21,41644
2016-08-22,41644
2016-08-23,42085
2016-08-24,42085
2016-08-25,41717
2016-08-26,41717
2016-08-28,41150
2016-08-31,40885
2016-09-01,40885
2016-09-02,39608
2016-09-03,39608
2016-09-04,40439
2016-09-05,40439
2016-09-06,40298
2016-09-07,40298
2016-09-08,40298
2016-09-09,41509
2016-09-10,41509
2016-09-11,41912
2016-09-12,41912
2016-09-13,41557
2016-09-14,41557
2016-09-15,42055
2016-09-16,42055
2016-09-17,41034
2016-09-18,41034
2016-09-19,39657
2016-09-20,39657
2016-09-21,38723
2016-09-22,38723
2016-09-23,38482
2016-09-24,38482
2016-09-25,39777
2016-09-26,39777
2016-09-27,41013
2016-09-28,41013
2016-09-29,40874
2016-09-30,40874
2016-10-01,41266
2016-10-02,41266
2016-10-03,41297
2016-10-04,41297
2016-10-05,41160
2016-10-06,41160
2016-10-07,39644
2016-10-08,39013
2016-10-09,39013
2016-10-10,39013
2016-10-11,40692
2016-10-12,40692
2016-10-13,39031
2016-10-14,39031
2016-10-15,38427
2016-10-16,38427
2016-10-17,38230
2016-10-18,38230
2016-10-19,38684
2016-10-20,38684
2016-10-21,38582
2016-10-22,38582
2016-10-23,39456
2016-10-24,39456
2016-10-25,39772
2016-10-26,40482
2016-10-27,40482
2016-10-28,40317
2016-10-29,40317
2016-10-30,40609
2016-10-31,40609
2016-11-01,40654
2016-11-02,40654
2016-11-03,40258
2016-11-04,40982
2016-11-05,40982
2016-11-06,39902
2016-11-07,39902
2016-11-08,39609
2016-11-09,39609
2016-11-10,39998
2016-11-11,39998
2016-11-12,40478
2016-11-13,40478
2016-11-14,39336
2016-11-15,39336
2016-12-07,38642
2016-12-08,38642
2016-12-09,38702
2016-12-10,38702
2016-12-11,38751
2016-12-12,38751
2016-12-13,38712
2016-12-14,38712
2016-12-15,39198
2016-12-16,39198
2016-12-17,39644
2016-12-18,39644
2016-12-19,39651
2016-12-20,39651
2016-12-21,39329
2016-12-22,39329
2016-12-23,38986
2016-12-24,38986
2016-12-25,39350
2016-12-26,39350
2016-12-27,38885
2016-12-28,38885
2016-12-29,38721
2016-12-30,38721
2016-12-31,39186
2017-01-01,39186
2017-01-02,39002
2017-01-03,39002
2017-01-04,39600
2017-01-05,39600
2017-01-06,39384
2017-01-07,39435
2017-01-08,39568
2017-01-09,39568
2017-01-10,38796
2017-01-11,38796
2017-01-12,38573
2017-01-13,38573
2017-01-14,38617
2017-01-15,38600
2017-01-16,39207
2017-01-17,39205
2017-01-18,39205
2017-01-19,39460
2017-01-20,39460
2017-01-21,38954
2017-01-22,38954
2017-01-23,38859
2017-01-27,39346
2017-01-28,39611
2017-01-29,39611
2017-01-30,39736
2017-01-31,39736
2017-02-01,39557
2017-02-02,39557
2017-02-03,40089
2017-02-04,40307
2017-02-05,40307
2017-02-06,39626
2017-02-07,39626
2017-02-08,39425
2017-02-09,39425
2017-02-10,38868
2017-02-11,39596
2017-02-12,39596
2017-02-13,39097
2017-02-14,39303
2017-02-15,39303
2017-02-16,39617
2017-02-18,40949
2017-02-19,40218
2017-02-20,40218
2017-02-21,40357
2017-02-22,40357
2017-02-23,39908
2017-02-24,39908
2017-02-25,38526
2017-02-26,38526
2017-02-27,39356
2017-02-28,39658
2017-03-01,39658
2017-03-02,38844
2017-03-03,38844
2017-03-04,39435
2017-03-05,39435
2017-03-06,39725
2017-03-07,39725
2017-03-08,40179
2017-03-09,40179
2017-03-10,40056
2017-03-11,40056
2017-03-12,39918
2017-03-13,39918
2017-03-14,40181
2017-03-15,40181
2017-03-16,40460
2017-03-17,40460
2017-03-18,40111
2017-03-19,40111
2017-03-20,40457
2017-03-21,40457
2017-03-22,40097
2017-03-23,40097
2017-03-24,40852
2017-03-25,40852
2017-03-26,39937
2017-03-27,39937
2017-03-28,39731
2017-03-29,41015
2017-03-30,41015
2017-03-31,40526
2017-04-01,40526
2017-04-02,41209
2017-04-03,41926
2017-04-04,41926
2017-04-12,41302
2017-04-13,41317
2017-04-14,41317
2017-04-15,41590
2017-04-16,41806
2017-04-17,41891
2017-04-18,41891
2017-04-19,42014
2017-04-20,42014
2017-04-21,42035
2017-04-22,42035
2017-04-23,41042
2017-04-24,41042
2017-04-25,39995
2017-04-26,39995
2017-04-27,39646
2017-04-28,39646
2017-04-29,39264
2017-04-30,39264
2017-05-01,39583
2017-05-02,39583
2017-05-03,39965
2017-05-04,38918
2017-05-05,39395
2017-05-06,39395
2017-05-07,39120
2017-05-08,39120
2017-05-09,38448
2017-05-10,38448
2017-05-11,39310
2017-05-12,39310
2017-05-13,39168
2017-05-14,39168
2017-05-15,39488
2017-05-16,39440
2017-05-17,39440
2017-05-18,39193
2017-05-19,39193
2017-05-20,39237
2017-05-21,39237
2017-05-22,39003
2017-05-23,39003
2017-05-24,38727
2017-05-25,38727
2017-05-26,37642
2017-05-27,37320
2017-05-28,37320
2017-05-29,37728
2017-05-30,37728
2017-05-31,37798
2017-06-01,37211
2017-06-02,37676
2017-06-03,37676
2017-06-04,37692
2017-06-05,37692
2017-06-06,37450
2017-06-07,37878
2017-06-08,37878
2017-06-09,38019
2017-06-10,38047
2017-06-11,38047
2017-06-12,37750
2017-06-13,37665
2017-06-14,37743
2017-06-15,37743
2017-06-16,37520
2017-06-17,37520
2017-06-18,37593
2017-06-19,37593
2017-06-20,37522
2017-06-21,37820
2017-06-22,37820
2017-06-23,37944
2017-06-24,37944
2017-06-25,37241
2017-06-26,37324
2017-06-27,37324
2017-06-28,37357
2017-06-29,37357
2017-06-30,37732
2017-07-01,37732
2017-07-02,37940
2017-07-03,37940
2017-07-04,37587
2017-07-05,37587
2017-07-06,37775
2017-07-07,37775
2017-07-08,38056
2017-07-09,38120
2017-07-13,37891
2017-07-14,37573
2017-07-15,37573
2017-07-16,37573
2017-07-17,37623
2017-07-18,37623
2017-07-19,37485
2017-07-20,37874
2017-07-21,37874
2017-07-22,38478
2017-07-23,38478
2017-07-24,38082
2017-07-25,38082
2017-07-26,37932
2017-07-27,37932
2017-07-28,38166
2017-07-29,38166
2017-07-30,38181
2017-07-31,38181
2017-08-01,38399
2017-08-02,38362
2017-08-03,38362
2017-08-04,38456
2017-08-05,37921
2017-08-06,37921
2017-08-07,38089
2017-08-08,38089
2017-08-09,38449
2017-08-10,38449
2017-08-11,38025
2017-08-12,38025
2017-08-13,37984
2017-08-14,37984
2017-08-15,38334
2017-08-16,38334
2017-08-17,38581
2017-08-18,38581
2017-08-19,37952
2017-08-20,37952
2017-08-21,38088
2017-08-22,38011
2017-08-23,38011
2017-08-24,38203
2017-08-25,38203
2017-08-26,38149
2017-08-27,38149
2017-08-28,38347
2017-08-29,38347
2017-08-30,38002
2017-08-31,38002
2017-09-01,38002
2017-09-02,38020
2017-09-03,38020
2017-09-04,38139
2017-09-05,38395
2017-09-06,38395
2017-09-07,38586
2017-09-08,38586
2017-09-09,38364
2017-09-10,38364
2017-09-11,38279
2017-09-12,38279
2017-09-13,38455
2017-09-14,38680
2017-09-15,38680
2017-09-16,38181
2017-09-17,38461
2017-09-18,38461
2017-09-19,38461
2017-09-20,38419
2017-09-22,38364
2017-09-23,38364
2017-09-24,38448
2017-09-25,38448
2017-09-26,38179
2017-09-27,38179
2017-09-28,38076
2017-09-29,38076
2017-09-30,38165
2017-10-01,38165
2017-10-02,38231
2017-10-03,38231
2017-10-04,38231
2017-10-05,38212
2017-10-06,37986
2017-10-07,38817
2017-10-08,38817
2017-10-09,38094
2017-10-10,38094
2017-10-11,37954
2017-10-12,38320
2017-10-13,38320
2017-10-14,38535
2017-10-15,38535
2017-10-16,38219
2017-10-17,38219
2017-10-18,37618
2017-10-19,37618
2017-10-20,38085
2017-10-21,38085
2017-10-22,38064
2017-10-23,38064
2017-10-24,38152
2017-10-25,37941
2017-10-26,37941
2017-10-27,37973
2017-10-28,37973
2017-10-29,37452
2017-10-30,37892
2017-10-31,37857
2017-11-01,37857
2017-11-02,37906
2017-11-03,37906
2017-11-04,37948
2017-11-05,37948
2017-11-06,38407
2017-11-07,38407
2017-11-08,37487
2017-11-09,37608
2017-11-10,37608
2017-11-11,38222
2017-11-12,38110
2017-11-13,38110
2017-11-14,38390
2017-11-15,38390
2017-11-16,38160
2017-11-17,38160
2017-11-18,38242
2017-11-19,38926
2017-11-20,38926
2017-11-21,38035
2017-11-22,38035
2017-11-23,37755
2017-11-24,37755
2017-11-25,37746
2017-11-26,37746
2017-11-27,37940
2017-11-28,37940
2017-11-29,38239
2017-11-30,38239
2017-12-01,37846
2017-12-02,37846
2017-12-03,37571
2017-12-04,37571
2017-12-05,38334
2017-12-06,38334
2017-12-07,38021
2017-12-08,38021
2017-12-09,38381
2017-12-10,38381
2017-12-11,38521
2017-12-12,38521
2017-12-13,38202
2017-12-14,38202
2017-12-15,38250
2017-12-16,38250
2017-12-17,38333
2017-12-18,38196
2017-12-19,38196
2017-12-20,38924
2017-12-21,38924
2017-12-22,38839
2017-12-23,38839
2017-12-24,38426
2017-12-25,38426
2017-12-26,37353
2017-12-27,37353
2017-12-28,37882
2017-12-29,37882
2017-12-30,38850
2017-12-31,38850
2018-01-01,38294
2018-01-02,38294
2018-01-03,37857
2018-01-04,37857
2018-01-05,37793
2018-01-06,37640
2018-01-07,37640
2018-01-08,37890
2018-01-09,37890
2018-01-10,37624
2018-01-11,37897
2018-01-12,37897
2018-01-13,38084
2018-01-14,37870
2018-01-15,37956
2018-01-16,38007
2018-01-17,38164
2018-01-18,38164
2018-01-19,38147
2018-01-20,38147
2018-01-21,38205
2018-01-22,38205
2018-01-23,37659
2018-01-24,37886
2018-01-25,37886
2018-01-26,38206
2018-01-27,38206
2018-01-28,37822
2018-01-29,37887
2018-01-30,37887
2018-01-31,38331
2018-02-01,38331
2018-02-02,38578
2018-02-03,38091
2018-02-04,38091
2018-02-05,37881
2018-02-06,37881
2018-02-07,37783
2018-02-08,37783
2018-02-09,38106
2018-02-10,38106
2018-02-11,38058
2018-02-12,38058
2018-02-13,38365
2018-02-14,38365
2018-02-15,38756
2018-02-16,38756
2018-02-17,38257
2018-02-18,38257
2018-02-19,37629
2018-02-20,37871
2018-02-21,37879
2018-02-22,37879
2018-02-23,37761
2018-02-24,37761
2018-02-25,37795
2018-02-26,37795
2018-02-27,37166
2018-02-28,37166
2018-03-01,37440
2018-03-02,37874
2018-03-03,37874
2018-03-04,37745
2018-03-05,37745
2018-03-06,37945
2018-03-07,37976
2018-03-08,37976
2018-03-09,37596
2018-03-10,37743
2018-03-11,38101
2018-03-12,38101
2018-03-13,37686
2018-03-14,38093
2018-03-15,38093
2018-03-16,37599
2018-03-17,37937
2018-03-18,37937
2018-03-20,38101
2018-03-21,38101
2018-03-22,37855
2018-03-23,37855
2018-03-24,37781
2018-03-25,37773
2018-03-26,37773
2018-03-27,38150
2018-03-28,38150
2018-03-29,38150
2018-03-30,38170
2018-03-31,38170
2018-04-01,37982
2018-04-02,38130
2018-04-03,38130
2018-04-04,37485
2018-04-05,37485
2018-04-06,37625
2018-04-07,37625
2018-04-08,37642
2018-04-09,37974
2018-04-10,37974
2018-04-11,37622
2018-04-12,37622
2018-04-13,37901
2018-04-14,37901
2018-04-15,38013
2018-04-16,38013
2018-04-17,37993
2018-04-18,37993
2018-04-19,37924
2018-04-20,37924
2018-04-21,38266
2018-04-22,38266
2018-04-23,37943
2018-04-24,37943
2018-04-25,37812
2018-04-26,37812
2018-04-27,38005
2018-04-28,37919
2018-04-29,37851
2018-04-30,37862
2018-05-01,37862
2018-05-02,37862
2018-05-03,37641
2018-05-04,37641
2018-05-05,37799
2018-05-06,37799
2018-05-07,38103
2018-05-08,38103
2018-05-09,37979
2018-05-10,37979
2018-05-11,38019
2018-05-12,38269
2018-05-13,38269
2018-05-14,38582
2018-05-15,38582
2018-05-16,38582
2018-05-17,37967
2018-05-18,38096
2018-05-19,38294
2018-05-20,38294
2018-05-21,38113
2018-05-22,38113
2018-05-23,38254
2018-05-24,38254
2018-05-25,38254
2018-05-26,38006
2018-05-27,38006
2018-05-28,37906
2018-05-29,37906
2018-05-30,38265
2018-05-31,38265
2018-06-01,37603
2018-06-02,38116
2018-06-03,38116
2018-06-04,38459
2018-06-05,38459
2018-06-06,38331
2018-06-07,38331
2018-06-08,38135
2018-06-09,38135
2018-06-10,38128
2018-06-11,38128
2018-06-12,37996
2018-06-13,37996
2018-06-14,38078
2018-06-15,38078
2018-06-16,38697
2018-06-17,38160
2018-06-18,38160
2018-06-19,37699
2018-06-20,37699
2018-06-21,37699
2018-06-22,38191
2018-06-23,38191
2018-06-24,37627
2018-06-25,37655
2018-06-26,37655
2018-06-27,37910
2018-06-28,37910
2018-06-29,38001
2018-06-30,38001
2018-07-01,37610
2018-07-02,37610
2018-07-03,37846
2018-07-04,37846
2018-07-05,38105
2018-07-06,38105
2018-07-07,38353
2018-07-08,38353
2018-07-09,37997
2018-07-10,37997
2018-07-11,37349
2018-07-12,37349
2018-07-13,37418
2018-07-14,37729
2018-07-15,37729
2018-07-16,38332
2018-07-17,38023
2018-07-18,38023
2018-07-19,38317
2018-07-20,38317
2018-07-21,37559
2018-07-22,37730
2018-07-23,37868
2018-07-24,37868
2018-07-25,38276
2018-07-26,38276
2018-07-27,38023
2018-07-28,38023
2018-07-29,38856
2018-07-30,38856
2018-07-31,38996
2018-08-01,38996
2018-08-02,38996
2018-08-03,39055
2018-08-04,39055
2018-08-05,38026
2018-08-06,38026
2018-08-07,38026
2018-08-08,37985
2018-08-09,37985
2018-08-10,38239
2018-08-11,38239
2018-08-12,37976
2018-08-14,37989
2018-08-16,37861
2018-08-17,37257
2018-08-18,37257
2018-08-19,38687
2018-08-20,38339
2018-08-21,38339
2018-08-22,38670
2018-08-23,38670
2018-08-24,39111
2018-08-25,39340
2018-08-26,39340
2018-08-27,38817
2018-08-28,38817
2018-08-29,39255
2018-08-30,39255
2018-08-31,38779
2018-09-01,38418
2018-09-02,38418
2018-09-03,37713
2018-09-04,37677
2018-09-05,37677
2018-09-06,37791
2018-09-07,37910
2018-09-08,37910
2018-09-09,38098
2018-09-10,38098
2018-09-11,38067
2018-09-12,38067
2018-09-13,38269
2018-09-14,38269
2018-09-15,38535
2018-09-16,38535
2018-09-17,38114
2018-09-18,38220
2018-09-19,38220
2018-09-20,38004
2018-09-21,38004
2018-09-22,38074
2018-09-23,38101
2018-09-24,38101
2018-09-25,38092
2018-09-26,38179
2018-09-27,38179
2018-09-28,38179
2018-09-29,38179
2018-09-30,38030
2018-10-01,38030
2018-10-02,38109
2018-10-03,38001
2018-10-04,38001
2018-10-05,38135
2018-10-06,38672
2018-10-07,38672
2018-10-08,38976
2018-10-09,38976
2018-10-10,39103
2018-10-11,39103
2018-10-12,39640
2018-10-13,39640
2018-10-14,39375
2018-10-15,39375
2018-10-16,38940
2018-10-17,38940
2018-10-18,39007
2018-10-19,39348
2018-10-20,39348
2018-10-21,38801
2018-10-22,38982
2018-10-23,38982
2018-10-24,38969
2018-10-25,38969
2018-10-26,39070
2018-10-27,39070
2018-10-28,39012
2018-10-29,39012
2018-10-30,39016
2018-10-31,38848
2018-11-01,39308
2018-11-03,39046
2018-11-04,39046
2018-11-05,39280
2018-11-06,39384
2018-11-07,39384
2018-11-08,38798
2018-11-09,38525
2018-11-10,38603
2018-11-11,38603
2018-11-12,38618
2018-11-13,38618
2018-11-14,38994
2018-11-15,39454
2018-11-16,39159
2018-11-17,39159
2018-11-18,39063
2018-11-19,39063
2018-11-20,38781
2018-11-21,38781
2018-11-22,38783
2018-11-23,38783
2018-11-24,38762
2018-11-25,38459
2018-11-26,38459
2018-11-27,38763
2018-11-28,38763
2018-11-29,39330
2018-12-01,38528
2018-12-02,38577
2018-12-03,38577
2018-12-04,38522
2018-12-05,38511
2018-12-07,38141
2018-12-09,38265
2018-12-10,38405
2018-12-11,38643
2018-12-12,38797
2018-12-13,38502
2018-12-14,39020
2018-12-15,39235
2018-12-16,38806
2018-12-17,38806
2018-12-18,38865
2018-12-19,38992
2018-12-20,39425
2018-12-21,39263
2018-12-22,38389
2018-12-23,38208
2018-12-24,38843
2018-12-25,38843
2018-12-26,38431
2018-12-27,38397
2018-12-28,38397
2018-12-29,38334
2018-12-30,38017
2018-12-31,38287
2019-01-01,38174
2019-01-02,38499
2019-01-03,37634
2019-01-04,37914
2019-01-05,38066
2019-01-06,38000
2019-01-08,37944
2019-01-10,37888
2019-01-11,38224
2019-01-12,37682
2019-01-13,37883
2019-01-14,38200
2019-01-15,38168
2019-01-16,38168
2019-01-17,37733
2019-01-18,38050
2019-01-19,38230
2019-01-20,38125
2019-01-21,38125
2019-01-22,38190
2019-01-23,38910
2019-01-24,38647
2019-01-25,38278
2019-01-26,37836
2019-01-27,38679
2019-01-28,38660
2019-01-29,38287
2019-01-30,38181
2019-01-31,38181
2019-02-01,37964
2019-02-02,37964
2019-02-03,38340
2019-02-04,38340
2019-02-05,37620
2019-02-06,37620
2019-02-07,38293
2019-02-08,38424
2019-02-09,38190
2019-02-10,37951
2019-02-11,38221
2019-02-12,38221
2019-02-13,38097
2019-02-14,38097
2019-02-15,38360
2019-02-16,38189
2019-02-17,38220
2019-02-18,37514
2019-02-19,37762
2019-02-20,38193
2019-02-21,38657
2019-02-22,38423
2019-02-23,38006
2019-02-24,38484
2019-02-25,38635
2019-02-26,38635
2019-02-27,39302
2019-02-28,39302
2019-03-01,38411
2019-03-02,38345
2019-03-03,38630
2019-03-04,37727
2019-03-05,38142
2019-03-06,38478
2019-03-07,39008
2019-03-08,39008
2019-03-09,38305
2019-03-10,38369
2019-03-11,37905
2019-03-12,38873
2019-03-13,38873
2019-03-14,39197
2019-03-15,39197
2019-03-16,38115
2019-03-17,38178
2019-03-18,38178
2019-03-19,37834
2019-03-20,37937
