date_obj,Ahrim's%20staff price
2019-03-17,110304
2019-03-18,110301
2019-03-19,110522
2019-03-20,111121
2019-03-21,111431
2019-03-22,112483
2019-03-23,112918
2019-03-24,115340
2019-03-25,112297
2019-03-26,113559
2019-03-27,112045
2019-03-28,113665
2019-03-29,115367
2019-03-30,114283
2019-03-31,116331
2019-04-01,115504
2019-04-02,111472
2019-04-03,112542
2019-04-04,112200
2019-04-05,113193
2019-04-06,113151
2019-04-07,112643
2019-04-08,113259
2019-04-09,112260
2019-04-10,112043
2019-04-11,111722
2019-04-12,113249
2019-04-13,112959
2019-04-14,113015
2019-04-15,112470
2019-04-16,110850
2019-04-17,111994
2019-04-18,110193
2019-04-19,110948
2019-04-20,111404
2019-04-21,112074
2019-04-22,112137
2019-04-23,112657
2019-04-24,112791
2019-04-25,112239
2019-04-26,109514
2019-04-27,111526
2019-04-28,112201
2019-04-29,112866
2019-04-30,112483
2019-05-01,113242
2019-05-02,112880
2019-05-03,112698
2019-05-04,113032
2019-05-05,113563
2019-05-06,112713
2019-05-07,114379
2019-05-08,116652
2019-05-09,115378
2019-05-10,114789
2019-05-11,115043
2019-05-12,116012
2019-05-13,116567
2019-05-14,117185
2019-05-15,118231
2019-05-16,117536
2019-05-17,116680
2019-05-18,117701
2019-05-19,116578
2019-05-20,115864
2019-05-21,116835
2019-05-22,117611
2019-05-23,117643
2019-05-24,117077
2019-05-25,116759
2019-05-26,116995
2019-05-27,115996
2019-05-28,116055
2019-05-29,117369
2019-05-30,116265
2019-05-31,115317
2019-06-01,114646
2019-06-02,116869
2019-06-03,116795
2019-06-04,117046
2019-06-05,119844
2019-06-06,124497
2019-06-07,122013
2019-06-08,118288
2019-06-09,119787
2019-06-10,118679
2019-06-11,120391
2019-06-12,119622
2019-06-13,117456
2019-06-14,116753
2019-06-15,117742
2019-06-16,117889
2019-06-17,116691
2019-06-18,115018
2019-06-19,114184
2019-06-20,115896
2019-06-21,115583
2019-06-22,115692
2019-06-23,116660
2019-06-24,115572
2019-06-25,115707
2019-06-26,116313
2019-06-27,115949
2019-06-28,116814
2019-06-29,116381
2019-06-30,116876
2019-07-01,117168
2019-07-02,119297
2019-07-03,119108
2019-07-04,118887
2019-07-05,118801
2019-07-06,122027
2019-07-07,127223
2019-07-08,132832
2019-07-09,134983
2019-07-10,131282
2019-07-11,128391
2019-07-12,126473
2019-07-13,125752
2019-07-14,127321
2019-07-15,131465
2019-07-16,130887
2019-07-17,127484
2019-07-18,123630
2019-07-19,121285
2019-07-20,121959
2019-07-21,122480
2019-07-22,122641
2019-07-23,119321
2019-07-24,116000
2019-07-25,114885
2019-07-26,114096
2019-07-27,117073
2019-07-28,118149
2019-07-29,116040
2019-07-30,120167
2019-07-31,123362
2019-08-01,123103
2019-08-02,123395
2019-08-03,123352
2019-08-04,122615
2019-08-05,122070
2019-08-06,121454
2019-08-07,121815
2019-08-08,123887
2019-08-09,123222
2019-08-10,123712
2019-08-11,123196
2019-08-12,123359
2019-08-13,125251
2019-08-14,124891
2019-08-15,124267
2019-08-16,126179
2019-08-17,125420
2019-08-18,122799
2019-08-19,122316
2019-08-20,124488
2019-08-21,125288
2019-08-22,122746
2019-08-23,121268
2019-08-24,120481
2019-08-24,120481
2019-08-25,122187
2019-08-25,122187
2019-08-26,121600
2019-08-27,122102
2019-08-27,122102
2019-08-28,123286
2019-08-29,122274
2019-08-30,119871
2019-08-31,120871
2019-09-01,120745
2019-09-02,121182
2019-09-03,119449
2019-09-04,120639
2019-09-05,121823
2019-09-06,121312
2019-09-07,120938
2019-09-08,122308
2019-09-09,123652
2019-09-10,123647
2019-09-11,122414
2019-09-12,122466
2019-09-13,123430
2019-09-14,123578
2019-09-15,124304
2019-09-16,123960
2019-09-17,124400
2019-09-18,122433
2019-09-19,121440
2019-09-20,120663
2019-09-21,122897
2019-09-22,124174
2019-09-23,124139
2019-09-24,122437
2019-09-25,121245
2019-09-26,122189
2019-09-27,123286
2019-09-28,124462
2019-09-29,125272
2019-09-30,125087
2019-10-01,127897
2019-10-02,125951
2019-10-03,122928
2019-10-04,125298
2019-10-05,125059
2019-10-06,124221
2019-10-07,126246
2019-10-08,125626
2019-10-09,125930
2019-10-10,125348
2019-10-11,125071
2019-10-12,122024
2019-10-13,120993
2019-10-14,122309
2019-10-15,122452
2019-10-16,122317
2019-10-17,122023
2019-10-18,121153
2019-10-19,122685
2019-10-20,122005
2019-10-21,121141
2019-10-22,119664
2019-10-23,118271
2019-10-24,119615
2019-10-25,119709
2019-10-26,118756
2019-10-27,119867
2019-10-28,122828
2019-10-29,123300
2019-10-30,123003
2019-10-31,123295
2019-11-01,123497
2019-11-02,121070
2019-11-03,122958
2019-11-04,123597
2019-11-05,124248
2019-11-06,123088
2019-11-07,123208
2019-11-08,123936
2019-11-09,123145
2019-11-10,123002
2019-11-11,123661
2019-11-12,123967
2019-11-13,122035
2019-11-14,122451
2019-11-15,122513
2019-11-16,124956
2019-11-17,130494
2019-11-18,131295
2019-11-19,128237
2019-11-20,124931
2019-11-21,125409
2019-11-22,125391
2019-11-23,124326
2019-11-24,121050
2019-11-25,120351
2019-11-26,116651
2019-11-27,116207
2019-11-28,115219
2019-11-29,115138
2019-11-30,117019
2019-12-01,118315
2019-12-02,122883
2019-12-03,126589
2019-12-04,124345
2019-12-05,123471
2019-12-06,122899
2019-12-07,124901
2019-12-08,122455
2019-12-09,125232
2019-12-10,123130
2019-12-11,124404
2019-12-12,123775
2019-12-13,127161
2019-12-14,124129
2019-12-15,123915
2019-12-16,123528
2019-12-17,121951
2019-12-18,125773
2019-12-19,126003
2019-12-20,124050
2019-12-21,123817
2019-12-22,122913
2019-12-23,125065
2019-12-24,124737
2019-12-25,124311
2019-12-26,124658
2019-12-27,124460
2019-12-28,125575
2019-12-29,124447
2019-12-30,123196
2019-12-31,124302
2020-01-01,122596
2020-01-02,121177
2020-01-03,123062
2020-01-04,124690
2020-01-05,124945
2020-01-06,124209
2020-01-07,123212
2020-01-08,122538
2020-01-09,123255
2020-01-10,123938
2020-01-11,124981
2020-01-12,124747
2020-01-13,124021
2020-01-14,123658
2020-01-15,122591
2020-01-16,121908
2020-01-17,121709
2020-01-18,121290
2020-01-19,119380
2020-01-20,121988
2020-01-21,122109
2020-01-22,122131
2020-01-23,121546
2020-01-24,122485
2020-01-25,124522
2020-01-26,122056
2020-01-27,122090
2020-01-28,120771
2020-01-29,120738
2020-01-30,122848
2020-01-31,122017
2020-02-01,121295
2020-02-02,122475
2020-02-03,123325
2020-02-04,122481
2020-02-05,123720
2020-02-06,120703
2020-02-07,121220
2020-02-08,119798
2020-02-09,120659
2020-02-10,119506
2020-02-11,115015
2020-02-12,114370
2020-02-13,116153
2020-02-14,117209
2020-02-15,117459
2020-02-16,114828
2020-02-17,114962
2020-02-18,114843
2020-02-19,112916
2020-02-20,110747
2020-02-21,111617
2020-02-22,113165
2020-02-23,112671
2020-02-24,110886
2020-02-25,112100
2020-02-26,109584
2020-02-27,107170
2020-02-28,106884
2020-02-29,107673
2020-03-01,105558
2020-03-02,105192
2020-03-03,105441
2020-03-04,105767
2020-03-05,106662
2020-03-06,107769
2020-03-07,109244
2020-03-08,109154
2020-03-09,109906
2020-03-10,113412
2020-03-11,112151
2020-03-12,112839
2020-03-13,111567
2020-03-14,111070
2020-03-15,110411
2020-03-16,109295
2020-03-17,110460
2020-03-18,109496
2020-03-19,110576
2020-03-20,111238
2020-03-21,111059
2020-03-22,110813
2020-03-23,110378
2020-03-24,109468
2020-03-25,109816
2020-03-26,110435
2020-03-27,110416
2020-03-28,110377
2020-03-29,108752
2020-03-30,107877
2020-03-31,106491
2020-04-01,106081
2020-04-02,106919
2020-04-03,110195
2020-04-04,108571
2020-04-05,108301
2020-04-06,107412
2020-04-07,104788
2020-04-08,104238
2020-04-09,103981
2020-04-10,103567
2020-04-11,103643
2020-04-12,106234
2020-04-13,108378
2020-04-14,111204
2020-04-15,110439
2020-04-16,108876
2020-04-17,107279
2020-04-18,109662
2020-04-19,109319
2020-04-20,108738
2020-04-21,109267
2020-04-22,109805
2020-04-23,109508
2020-04-24,109659
2020-04-25,109059
2020-04-26,109632
2020-04-27,107701
2020-04-28,108701
2020-04-29,109186
2020-04-30,110434
2020-05-01,109766
2020-05-02,109863
2020-05-03,107810
2020-05-04,109547
2020-05-05,110303
2020-05-06,109681
2020-05-07,109621
2020-05-08,108679
2020-05-09,108476
2020-05-10,107559
2020-05-11,108082
2020-05-12,108299
2020-05-13,108430
