date_obj,Bronze%20full%20helm%20(g) price
2019-03-24,54859
2019-03-25,54859
2019-03-26,54209
2019-03-27,54209
2019-03-28,54333
2019-03-29,54963
2019-03-30,54963
2019-03-31,55681
2019-04-01,56171
2019-04-02,56171
2019-04-03,56218
2019-04-04,56218
2019-04-05,55522
2019-04-06,55522
2019-04-07,55974
2019-04-08,56367
2019-04-09,56367
2019-04-10,58418
2019-04-11,58944
2019-04-12,59111
2019-04-13,59945
2019-04-14,61398
2019-04-15,62865
2019-04-16,63920
2019-04-17,64932
2019-04-18,64577
2019-04-19,63092
2019-04-20,62608
2019-04-21,62608
2019-04-22,63314
2019-04-23,62894
2019-04-24,62894
2019-04-25,62362
2019-04-26,63405
2019-04-27,63043
2019-04-28,63357
2019-04-29,61900
2019-04-30,59742
2019-05-01,59742
2019-05-02,58945
2019-05-03,57937
2019-05-04,56452
2019-05-05,56452
2019-05-06,55039
2019-05-07,53846
2019-05-08,51710
2019-05-09,51710
2019-05-10,50780
2019-05-11,50150
2019-05-12,49457
2019-05-13,49569
2019-05-14,50250
2019-05-15,50250
2019-05-16,51273
2019-05-17,51273
2019-05-18,50719
2019-05-19,50719
2019-05-20,49285
2019-05-21,49285
2019-05-22,48122
2019-05-23,47013
2019-05-24,47013
2019-05-25,45728
2019-05-26,45728
2019-05-27,44897
2019-05-28,45175
2019-05-29,44008
2019-05-30,44008
2019-05-31,44776
2019-06-01,44776
2019-06-02,45114
2019-06-03,45114
2019-06-04,45683
2019-06-05,47241
2019-06-06,47241
2019-06-07,49573
2019-06-08,52052
2019-06-09,53807
2019-06-10,53807
2019-06-11,55067
2019-06-12,55067
2019-06-13,57015
2019-06-14,56786
2019-06-15,56786
2019-06-16,56873
2019-06-17,57539
2019-06-18,57539
2019-06-19,56438
2019-06-20,55928
2019-06-21,55928
2019-06-22,54837
2019-06-23,53753
2019-06-24,53753
2019-06-25,52542
2019-06-26,52036
2019-06-27,51786
2019-06-28,51786
2019-06-29,52510
2019-06-30,53257
2019-07-01,53257
2019-07-02,53741
2019-07-03,53741
2019-07-04,54242
2019-07-05,54242
2019-07-06,53271
2019-07-07,53271
2019-07-08,53144
2019-07-09,54159
2019-07-10,54159
2019-07-11,54135
2019-07-12,53307
2019-07-13,53307
2019-07-14,53829
2019-07-15,53829
2019-07-16,55097
2019-07-17,55097
2019-07-18,56811
2019-07-19,56811
2019-07-20,58337
2019-07-21,56540
2019-07-22,56540
2019-07-23,56929
2019-07-24,56929
2019-07-25,57126
2019-07-26,57126
2019-07-27,57561
2019-07-28,57561
2019-07-29,57518
2019-07-30,57518
2019-07-31,56974
2019-08-01,56974
2019-08-02,56647
2019-08-03,55421
2019-08-04,55421
2019-08-05,54211
2019-08-06,54211
2019-08-07,52781
2019-08-08,52781
2019-08-09,52943
2019-08-10,53278
2019-08-11,53278
2019-08-12,54320
2019-08-13,54320
2019-08-14,55863
2019-08-15,55863
2019-08-16,56073
2019-08-17,56073
2019-08-18,54439
2019-08-19,54439
2019-08-20,53630
2019-08-21,53630
2019-08-22,54429
2019-08-23,54429
2019-08-24,54231
2019-08-24,54231
2019-08-25,54231
2019-08-25,54231
2019-08-26,53187
2019-08-27,53187
2019-08-27,53187
2019-08-28,52751
2019-08-29,52751
2019-08-30,51693
2019-08-31,51693
2019-09-01,51157
2019-09-02,51157
2019-09-03,51769
2019-09-04,51769
2019-09-05,51230
2019-09-06,51230
2019-09-07,50054
2019-09-08,50054
2019-09-09,51191
2019-09-10,51191
2019-09-11,52328
2019-09-12,52328
2019-09-13,52328
2019-09-14,51799
2019-09-15,51799
2019-09-16,52600
2019-09-17,52600
2019-09-18,53246
2019-09-19,53246
2019-09-20,54542
2019-09-21,54542
2019-09-22,55673
2019-09-23,55673
2019-09-24,54976
2019-09-25,54976
2019-09-26,53589
2019-09-27,53589
2019-09-28,53364
2019-09-29,53364
2019-09-30,51149
2019-10-01,50045
2019-10-02,50045
2019-10-03,49884
2019-10-04,49884
2019-10-05,50155
2019-10-06,49807
2019-10-07,49807
2019-10-08,49665
2019-10-09,49665
2019-10-10,48487
2019-10-11,48487
2019-10-12,49406
2019-10-13,48989
2019-10-14,48989
2019-10-15,50077
2019-10-16,50077
2019-10-17,49152
2019-10-18,49152
2019-10-19,50118
2019-10-20,50118
2019-10-21,49287
2019-10-22,49287
2019-10-23,48867
2019-10-24,48867
2019-10-25,49524
2019-10-26,49524
2019-10-27,49508
2019-10-28,50162
2019-10-29,50162
2019-10-30,49634
2019-10-31,48926
2019-11-01,48926
2019-11-02,48970
2019-11-03,48970
2019-11-04,48456
2019-11-05,48456
2019-11-06,49055
2019-11-07,49055
2019-11-08,48260
2019-11-09,48260
2019-11-10,48506
2019-11-11,48506
2019-11-12,48180
2019-11-13,48180
2019-11-14,47485
2019-11-15,47485
2019-11-16,46847
2019-11-17,46847
2019-11-18,47342
2019-11-19,47342
2019-11-20,46868
2019-11-21,46868
2019-11-22,46868
2019-11-23,47103
2019-11-24,47103
2019-11-25,45884
2019-11-26,45884
2019-11-27,45885
2019-11-28,45885
2019-11-29,45133
2019-11-30,45133
2019-12-01,45244
2019-12-02,45244
2019-12-03,44916
2019-12-04,44916
2019-12-05,43967
2019-12-06,43967
2019-12-07,44055
2019-12-08,44055
2019-12-09,43895
2019-12-10,43895
2019-12-11,43779
2019-12-12,43779
2019-12-13,44345
2019-12-14,44345
2019-12-15,44066
2019-12-16,44066
2019-12-17,44065
2019-12-18,44065
2019-12-19,45059
2019-12-20,45059
2019-12-21,46594
2019-12-22,47197
2019-12-23,47197
2019-12-24,48629
2019-12-25,48629
2019-12-26,49914
2019-12-27,50833
2019-12-28,50833
2019-12-29,51879
2019-12-30,51879
2019-12-31,53534
2020-01-01,53534
2020-01-02,53985
2020-01-03,53985
2020-01-04,53939
2020-01-05,54672
2020-01-06,54672
2020-01-07,53059
2020-01-08,53059
2020-01-09,51908
2020-01-10,51908
2020-01-11,52385
2020-01-12,52385
2020-01-13,52987
2020-01-14,52987
2020-01-15,53510
2020-01-16,53510
2020-01-17,54548
2020-01-18,54548
2020-01-19,55131
2020-01-20,55131
2020-01-21,56613
2020-01-22,56613
2020-01-23,57825
2020-01-24,57825
2020-01-25,59743
2020-01-26,61390
2020-01-27,61390
2020-01-28,62056
2020-01-29,62056
2020-01-30,62513
2020-01-31,62513
2020-02-01,63215
2020-02-02,63494
2020-02-03,63494
2020-02-04,61982
2020-02-05,61982
2020-02-06,63452
2020-02-07,63452
2020-02-08,62611
2020-02-09,62611
2020-02-10,63146
2020-02-11,63146
2020-02-12,62631
2020-02-13,62631
2020-02-14,61759
2020-02-15,61759
2020-02-16,61207
2020-02-17,61622
2020-02-18,61622
2020-02-19,60949
2020-02-20,61822
2020-02-21,61822
2020-02-22,62080
2020-02-23,62080
2020-02-24,61777
2020-02-25,61777
2020-02-26,61077
2020-02-27,61077
2020-02-28,61733
2020-02-29,61733
2020-03-01,61570
2020-03-02,61570
2020-03-03,60572
2020-03-04,60572
2020-03-05,59565
2020-03-06,59565
2020-03-07,59255
2020-03-08,59255
2020-03-09,59615
2020-03-10,59726
2020-03-11,59726
2020-03-12,60752
2020-03-13,60752
2020-03-14,61014
2020-03-15,61014
2020-03-16,60131
2020-03-17,60131
2020-03-18,60996
2020-03-19,60996
2020-03-20,59568
2020-03-21,59568
2020-03-22,59885
2020-03-23,59885
2020-03-24,59417
2020-03-25,59417
2020-03-26,59710
2020-03-27,59710
2020-03-28,60025
2020-03-29,59808
2020-03-30,59919
2020-03-31,59073
2020-04-01,58218
2020-04-02,57744
2020-04-03,57744
2020-04-04,57721
2020-04-05,57721
2020-04-06,58512
2020-04-07,58512
2020-04-08,58703
2020-04-09,58703
2020-04-10,58265
2020-04-11,57199
2020-04-12,55862
2020-04-13,55862
2020-04-14,53978
2020-04-15,53606
2020-04-16,53606
2020-04-17,53888
2020-04-18,53944
2020-04-19,53819
2020-04-20,53819
2020-04-21,53424
2020-04-22,53836
2020-04-23,53836
2020-04-24,53072
2020-04-25,52908
2020-04-26,51795
2020-04-27,52089
2020-04-28,52510
2020-04-29,52510
2020-04-30,52761
2020-05-01,52761
2020-05-02,53121
2020-05-03,53183
2020-05-04,53183
2020-05-05,53462
2020-05-06,53703
2020-05-07,53703
2020-05-08,52824
2020-05-09,51689
2020-05-10,51689
2020-05-11,51307
2020-05-12,51307
2020-05-13,50683
