date_obj,Abyssal%20whip price
2016-06-20,2195793
2016-06-21,2197047
2016-06-22,2197971
2016-06-23,2182870
2016-06-24,2180159
2016-06-25,2181954
2016-06-26,2169730
2016-06-27,2132196
2016-06-28,2107196
2016-06-29,2103594
2016-06-30,2107141
2016-07-01,2102084
2016-07-02,2107158
2016-07-03,2111801
2016-07-04,2116161
2016-07-05,2126810
2016-07-06,2112353
2016-07-07,2090298
2016-07-08,2075959
2016-07-09,2053514
2016-07-10,2026777
2016-07-11,2043559
2016-07-12,2053509
2016-07-13,2045272
2016-07-14,2017049
2016-07-15,1992127
2016-07-16,1985707
2016-07-17,2002499
2016-07-18,2023180
2016-07-23,1977095
2016-07-24,1984698
2016-07-25,1987595
2016-07-26,1985732
2016-07-27,1974344
2016-07-28,1966285
2016-07-29,1966551
2016-07-30,1933450
2016-07-31,1904360
2016-08-01,1889846
2016-08-02,1876906
2016-08-03,1877066
2016-08-04,1892801
2016-08-05,1959609
2016-08-06,1967357
2016-08-07,1939896
2016-08-08,1909899
2016-08-09,1863955
2016-08-10,1837773
2016-08-11,1881435
2016-08-12,1895144
2016-08-13,1856481
2016-08-14,1825438
2016-08-15,1814606
2016-08-16,1804610
2016-08-17,1806124
2016-08-18,1836121
2016-08-19,1830594
2016-08-20,1819225
2016-08-21,1822569
2016-08-22,1807804
2016-08-23,1778421
2016-08-24,1728774
2016-08-25,1673294
2016-08-26,1675255
2016-08-28,1757554
2016-08-31,1773073
2016-09-01,1764313
2016-09-02,1756478
2016-09-03,1793695
2016-09-04,1805858
2016-09-05,1834184
2016-09-06,1835572
2016-09-07,1828939
2016-09-08,1824365
2016-09-09,1818110
2016-09-10,1817222
2016-09-11,1812550
2016-09-12,1791720
2016-09-13,1784894
2016-09-14,1766015
2016-09-15,1760476
2016-09-16,1764044
2016-09-17,1749336
2016-09-18,1753388
2016-09-19,1749932
2016-09-20,1736022
2016-09-21,1727709
2016-09-22,1706158
2016-09-23,1690007
2016-09-24,1680585
2016-09-25,1689630
2016-09-26,1723991
2016-09-27,1719336
2016-09-28,1675623
2016-09-29,1655674
2016-09-30,1633066
2016-10-01,1611400
2016-10-02,1593917
2016-10-03,1576554
2016-10-04,1558889
2016-10-05,1521476
2016-10-06,1505889
2016-10-07,1503235
2016-10-08,1494150
2016-10-09,1501246
2016-10-10,1547502
2016-10-11,1589598
2016-10-12,1564368
2016-10-13,1573101
2016-10-14,1586215
2016-10-15,1582425
2016-10-16,1590094
2016-10-17,1612212
2016-10-18,1639898
2016-10-19,1649576
2016-10-20,1675396
2016-10-21,1695293
2016-10-22,1734622
2016-10-23,1732575
2016-10-24,1708287
2016-10-25,1697565
2016-10-26,1674766
2016-10-27,1654473
2016-10-28,1650134
2016-10-29,1644011
2016-10-30,1642388
2016-10-31,1636673
2016-11-01,1641423
2016-11-02,1636936
2016-11-03,1629602
2016-11-04,1625407
2016-11-05,1624548
2016-11-06,1619910
2016-11-07,1616363
2016-11-08,1608332
2016-11-09,1579371
2016-11-10,1549891
2016-11-11,1532202
2016-11-12,1524114
2016-11-13,1560604
2016-11-14,1552961
2016-11-15,1543873
2016-12-07,1655965
2016-12-08,1669180
2016-12-09,1692343
2016-12-10,1725982
2016-12-11,1767285
2016-12-12,1824904
2016-12-13,1891708
2016-12-14,1886991
2016-12-15,1865518
2016-12-16,1845025
2016-12-17,1843895
2016-12-18,1827167
2016-12-19,1818813
2016-12-20,1806312
2016-12-21,1785823
2016-12-22,1778875
2016-12-23,1778047
2016-12-24,1818202
2016-12-25,1907076
2016-12-26,1997331
2016-12-27,2075958
2016-12-28,2110964
2016-12-29,2098381
2016-12-30,2079419
2016-12-31,2088165
2017-01-01,2099770
2017-01-02,2081440
2017-01-03,2038982
2017-01-04,1975378
2017-01-05,1876614
2017-01-06,1782783
2017-01-07,1765775
2017-01-08,1746802
2017-01-09,1727857
2017-01-10,1743990
2017-01-11,1730633
2017-01-12,1763487
2017-01-13,1744985
2017-01-14,1741060
2017-01-15,1735672
2017-01-16,1732636
2017-01-17,1727230
2017-01-18,1732155
2017-01-19,1727509
2017-01-20,1731591
2017-01-21,1758075
2017-01-22,1754633
2017-01-23,1740246
2017-01-27,1738584
2017-01-28,1738483
2017-01-29,1739176
2017-01-30,1741180
2017-01-31,1731227
2017-02-01,1718047
2017-02-02,1700020
2017-02-03,1692345
2017-02-04,1690028
2017-02-05,1687681
2017-02-06,1685379
2017-02-07,1678569
2017-02-08,1669104
2017-02-09,1669662
2017-02-10,1674702
2017-02-11,1694232
2017-02-12,1679947
2017-02-13,1681807
2017-02-14,1681895
2017-02-15,1682267
2017-02-16,1678671
2017-02-17,1678298
2017-02-18,1678018
2017-02-19,1678888
2017-02-20,1688150
2017-02-21,1675354
2017-02-22,1678743
2017-02-23,1695751
2017-02-24,1688595
2017-02-25,1691203
2017-02-26,1684492
2017-02-27,1678759
2017-02-28,1675521
2017-03-01,1671657
2017-03-02,1666722
2017-03-03,1663868
2017-03-04,1654216
2017-03-05,1644335
2017-03-06,1642269
2017-03-07,1643143
2017-03-08,1639004
2017-03-09,1630113
2017-03-10,1624637
2017-03-11,1627196
2017-03-12,1629910
2017-03-13,1630864
2017-03-14,1625934
2017-03-15,1624019
2017-03-16,1619562
2017-03-17,1619058
2017-03-18,1620724
2017-03-19,1629439
2017-03-20,1624541
2017-03-21,1617334
2017-03-22,1613181
2017-03-23,1615170
2017-03-24,1615210
2017-03-25,1610642
2017-03-26,1604143
2017-03-27,1604703
2017-03-28,1604528
2017-03-29,1604664
2017-03-30,1609269
2017-03-31,1628802
2017-04-01,1635636
2017-04-02,1665031
2017-04-03,1657664
2017-04-04,1658101
2017-04-05,1660899
2017-04-12,1636621
2017-04-13,1636480
2017-04-14,1648413
2017-04-15,1671373
2017-04-16,1706199
2017-04-17,1755734
2017-04-18,1751794
2017-04-19,1786035
2017-04-20,1864090
2017-04-21,1911262
2017-04-22,1972915
2017-04-23,1993164
2017-04-24,1932815
2017-04-25,1887057
2017-04-26,1851815
2017-04-27,1852045
2017-04-28,1839954
2017-04-29,1845151
2017-04-30,1854707
2017-05-01,1850401
2017-05-02,1854233
2017-05-03,1849264
2017-05-04,1891630
2017-05-05,1906138
2017-05-06,1865908
2017-05-07,1854907
2017-05-08,1851871
2017-05-09,1834057
2017-05-10,1816924
2017-05-11,1792990
2017-05-12,1755642
2017-05-13,1722267
2017-05-14,1720165
2017-05-15,1694241
2017-05-16,1675365
2017-05-17,1665468
2017-05-18,1651472
2017-05-19,1646889
2017-05-20,1643562
2017-05-21,1641772
2017-05-22,1635749
2017-05-23,1631385
2017-05-24,1638502
2017-05-25,1656526
2017-05-26,1669864
2017-05-27,1682075
2017-05-28,1703273
2017-05-29,1708802
2017-05-30,1728642
2017-05-31,1741470
2017-06-01,1770810
2017-06-02,1737503
2017-06-03,1738244
2017-06-04,1725586
2017-06-05,1716426
2017-06-06,1712187
2017-06-07,1710980
2017-06-08,1707798
2017-06-09,1695986
2017-06-10,1689153
2017-06-11,1642143
2017-06-12,1562154
2017-06-13,1587323
2017-06-14,1618041
2017-06-15,1626927
2017-06-16,1636719
2017-06-17,1634960
2017-06-18,1634879
2017-06-19,1633812
2017-06-20,1662219
2017-06-21,1690300
2017-06-22,1728254
2017-06-23,1777536
2017-06-24,1793533
2017-06-25,1784877
2017-06-26,1776222
2017-06-27,1768563
2017-06-28,1766242
2017-06-29,1789427
2017-06-30,1791259
2017-07-01,1794376
2017-07-02,1789093
2017-07-03,1787768
2017-07-04,1778367
2017-07-05,1769830
2017-07-06,1764943
2017-07-07,1765176
2017-07-08,1764712
2017-07-09,1764588
2017-07-13,1838986
2017-07-14,1864196
2017-07-15,1881743
2017-07-16,1909083
2017-07-17,1920953
2017-07-18,1958166
2017-07-19,1952290
2017-07-20,1947871
2017-07-21,1958051
2017-07-22,1957061
2017-07-23,1963389
2017-07-24,1964347
2017-07-25,1962505
2017-07-26,1968775
2017-07-27,1977346
2017-07-28,1975942
2017-07-29,1972856
2017-07-30,1961978
2017-07-31,1951783
2017-08-01,1949930
2017-08-02,1934996
2017-08-03,1931364
2017-08-04,1931782
2017-08-05,1967500
2017-08-06,1952342
2017-08-07,1943885
2017-08-08,1937237
2017-08-09,1925983
2017-08-10,1917900
2017-08-11,1916942
2017-08-12,1893729
2017-08-13,1883476
2017-08-14,1877966
2017-08-15,1863100
2017-08-16,1841324
2017-08-17,1814366
2017-08-18,1815580
2017-08-19,1808576
2017-08-20,1778655
2017-08-21,1770883
2017-08-22,1756290
2017-08-23,1732947
2017-08-24,1712833
2017-08-25,1736320
2017-08-26,1753879
2017-08-27,1741404
2017-08-28,1737479
2017-08-29,1732409
2017-08-30,1723499
2017-08-31,1721752
2017-09-01,1739786
2017-09-02,1799959
2017-09-03,1880117
2017-09-04,1910059
2017-09-05,1906165
2017-09-06,1901033
2017-09-07,1913632
2017-09-08,1914031
2017-09-09,1948017
2017-09-10,1956550
2017-09-11,1948106
2017-09-12,1938003
2017-09-13,1942046
2017-09-14,1936765
2017-09-15,1935167
2017-09-16,1941760
2017-09-17,1944813
2017-09-18,1942756
2017-09-19,1946511
2017-09-20,1934065
2017-09-21,1933943
2017-09-22,1927527
2017-09-23,1917420
2017-09-24,1914086
2017-09-25,1907006
2017-09-26,1885697
2017-09-27,1857443
2017-09-28,1814767
2017-09-29,1802313
2017-09-30,1841141
2017-10-01,1897709
2017-10-02,1924611
2017-10-03,1927327
2017-10-04,1950866
2017-10-05,2032744
2017-10-06,2127576
2017-10-07,2122502
2017-10-08,2107853
2017-10-09,2058580
2017-10-10,2002971
2017-10-11,1969249
2017-10-12,1932183
2017-10-13,1924004
2017-10-14,1904416
2017-10-15,1857874
2017-10-16,1841942
2017-10-17,1822823
2017-10-18,1813111
2017-10-19,1809689
2017-10-20,1827489
2017-10-21,1823229
2017-10-22,1824686
2017-10-23,1809954
2017-10-24,1810331
2017-10-25,1802228
2017-10-26,1797293
2017-10-27,1795628
2017-10-28,1801958
2017-10-29,1838089
2017-10-30,1834377
2017-10-31,1831463
2017-11-01,1839328
2017-11-02,1837734
2017-11-03,1840023
2017-11-04,1831579
2017-11-05,1824578
2017-11-06,1825375
2017-11-07,1821505
2017-11-08,1814571
2017-11-09,1793131
2017-11-10,1772698
2017-11-11,1706430
2017-11-12,1720986
2017-11-13,1707125
2017-11-14,1687772
2017-11-15,1684203
2017-11-16,1679178
2017-11-17,1684036
2017-11-18,1701560
2017-11-19,1733109
2017-11-20,1755652
2017-11-21,1734951
2017-11-22,1727433
2017-11-23,1729815
2017-11-24,1739688
2017-11-25,1761298
2017-11-26,1765265
2017-11-27,1764970
2017-11-28,1758902
2017-11-29,1759710
2017-11-30,1775870
2017-12-01,1778547
2017-12-02,1784470
2017-12-03,1791034
2017-12-04,1845446
2017-12-05,1831723
2017-12-06,1841676
2017-12-07,1861387
2017-12-08,1885645
2017-12-09,1914992
2017-12-10,1907791
2017-12-11,1866849
2017-12-12,1848738
2017-12-13,1815909
2017-12-14,1806569
2017-12-15,1810316
2017-12-16,1815897
2017-12-17,1850815
2017-12-18,1845792
2017-12-19,1864820
2017-12-20,1885553
2017-12-21,1922340
2017-12-22,1933589
2017-12-23,1963566
2017-12-24,2034021
2017-12-25,2064897
2017-12-26,2062555
2017-12-27,2118252
2017-12-28,2104710
2017-12-29,2103351
2017-12-30,2089741
2017-12-31,2074206
2018-01-01,2055088
2018-01-02,2042291
2018-01-03,2019620
2018-01-04,1931270
2018-01-05,1860076
2018-01-06,1856625
2018-01-07,1849947
2018-01-08,1844262
2018-01-09,1841465
2018-01-10,1834736
2018-01-11,1827241
2018-01-12,1826821
2018-01-13,1835673
2018-01-14,1843404
2018-01-15,1836521
2018-01-16,1869793
2018-01-17,1902123
2018-01-18,1899219
2018-01-19,1916784
2018-01-20,1968676
2018-01-21,1972476
2018-01-22,1977033
2018-01-23,1976755
2018-01-24,1989052
2018-01-25,2000030
2018-01-26,1992662
2018-01-27,1989895
2018-01-28,1986022
2018-01-29,1976415
2018-01-30,1967036
2018-01-31,1965102
2018-02-01,1959922
2018-02-02,1937354
2018-02-03,1924709
2018-02-04,1914326
2018-02-05,1897947
2018-02-06,1890219
2018-02-07,1879716
2018-02-08,1871015
2018-02-09,1875395
2018-02-10,1881851
2018-02-11,1879210
2018-02-12,1875762
2018-02-13,1879420
2018-02-14,1904653
2018-02-15,1914668
2018-02-16,1981366
2018-02-17,1958355
2018-02-18,2007090
2018-02-19,2021178
2018-02-20,1972251
2018-02-21,1976828
2018-02-22,2001045
2018-02-23,2031301
2018-02-24,2054713
2018-02-25,2107813
2018-02-26,2103490
2018-02-27,2117794
2018-02-28,2097459
2018-03-01,2087569
2018-03-02,2092303
2018-03-03,2113764
2018-03-04,2099357
2018-03-05,2145131
2018-03-06,2156152
2018-03-07,2130074
2018-03-08,2119817
2018-03-09,2104166
2018-03-10,2096697
2018-03-11,2082324
2018-03-12,2081221
2018-03-13,2110198
2018-03-14,2111589
2018-03-15,2137411
2018-03-16,2146015
2018-03-17,2164086
2018-03-18,2153687
2018-03-19,2157269
2018-03-20,2148198
2018-03-21,2136901
2018-03-22,2133293
2018-03-23,2123314
2018-03-24,2122005
2018-03-25,2124388
2018-03-26,2121399
2018-03-27,2126681
2018-03-28,2120271
2018-03-29,2128859
2018-03-30,2201229
2018-03-31,2282780
2018-04-01,2281894
2018-04-02,2293174
2018-04-03,2340125
2018-04-04,2368955
2018-04-05,2485305
2018-04-06,2475261
2018-04-07,2464975
2018-04-08,2466499
2018-04-09,2425310
2018-04-10,2412725
2018-04-11,2371973
2018-04-12,2331147
2018-04-13,2312854
2018-04-14,2325888
2018-04-15,2345509
2018-04-16,2335166
2018-04-17,2323430
2018-04-18,2318775
2018-04-19,2318095
2018-04-20,2349253
2018-04-21,2338660
2018-04-22,2336112
2018-04-23,2349920
2018-04-24,2345482
2018-04-25,2346015
2018-04-26,2351868
2018-04-27,2387800
2018-04-28,2396217
2018-04-29,2414548
2018-04-30,2416699
2018-05-01,2423532
2018-05-02,2437976
2018-05-03,2487603
2018-05-04,2573570
2018-05-05,2681042
2018-05-06,2780180
2018-05-07,2859984
2018-05-08,2857668
2018-05-09,2814606
2018-05-10,2707748
2018-05-11,2576021
2018-05-12,2599297
2018-05-13,2553876
2018-05-14,2559528
2018-05-15,2559101
2018-05-16,2567870
2018-05-17,2573227
2018-05-18,2606081
2018-05-19,2630273
2018-05-20,2627093
2018-05-21,2633411
2018-05-22,2639492
2018-05-23,2667592
2018-05-24,2725930
2018-05-25,2741610
2018-05-26,2755492
2018-05-27,2772640
2018-05-28,2757563
2018-05-29,2702983
2018-05-30,2707761
2018-05-31,2703475
2018-06-01,2698380
2018-06-02,2677797
2018-06-03,2654544
2018-06-04,2636853
2018-06-05,2614397
2018-06-06,2569608
2018-06-07,2550929
2018-06-08,2539645
2018-06-09,2535764
2018-06-10,2528589
2018-06-11,2531386
2018-06-12,2521356
2018-06-13,2537753
2018-06-14,2578230
2018-06-15,2617859
2018-06-16,2676531
2018-06-17,2772188
2018-06-18,2837144
2018-06-19,2856476
2018-06-20,2893538
2018-06-21,2965910
2018-06-22,3060715
2018-06-23,3028038
2018-06-24,2973964
2018-06-25,2929618
2018-06-26,2948983
2018-06-27,2951219
2018-06-28,2931572
2018-06-29,2932018
2018-06-30,2921926
2018-07-01,2916137
2018-07-02,2913114
2018-07-03,2917801
2018-07-04,2927224
2018-07-05,2945371
2018-07-06,2955454
2018-07-07,2961734
2018-07-08,2961435
2018-07-09,3022018
2018-07-10,3022733
2018-07-11,3020096
2018-07-12,3011505
2018-07-13,3010899
2018-07-14,3095767
2018-07-15,3074692
2018-07-16,3062180
2018-07-17,3049159
2018-07-18,3053598
2018-07-19,3047047
2018-07-20,3051433
2018-07-21,3068360
2018-07-22,3063314
2018-07-23,3073277
2018-07-24,3063224
2018-07-25,3056876
2018-07-26,3056699
2018-07-27,3040795
2018-07-28,3036467
2018-07-29,3035343
2018-07-30,3029217
2018-07-31,3037841
2018-08-01,3038914
2018-08-02,3046769
2018-08-03,3049437
2018-08-04,3059308
2018-08-05,3068481
2018-08-06,3077142
2018-08-07,3084850
2018-08-08,3119491
2018-08-09,3107903
2018-08-10,3109774
2018-08-11,3112182
2018-08-12,3144569
2018-08-14,3141779
2018-08-16,3120432
2018-08-17,3087973
2018-08-18,3077304
2018-08-19,3037696
2018-08-20,3027742
2018-08-21,3017751
2018-08-22,3003316
2018-08-23,2999832
2018-08-24,2995988
2018-08-25,2986967
2018-08-26,2979243
2018-08-27,2965647
2018-08-28,2956858
2018-08-29,2944735
2018-08-30,2939886
2018-08-31,2929760
2018-09-01,2919518
2018-09-02,2897408
2018-09-03,2865225
2018-09-04,2839566
2018-09-05,2842899
2018-09-06,2833701
2018-09-07,2841895
2018-09-08,2832897
2018-09-09,2824505
2018-09-10,2790743
2018-09-11,2779416
2018-09-12,2768321
2018-09-13,2763633
2018-09-14,2759028
2018-09-15,2791384
2018-09-16,2823375
2018-09-17,2834395
2018-09-18,2836142
2018-09-19,2824460
2018-09-20,2812788
2018-09-21,2807628
2018-09-22,2798437
2018-09-23,2796082
2018-09-24,2795104
2018-09-25,2789948
2018-09-26,2790546
2018-09-27,2785913
2018-09-28,2773788
2018-09-29,2763736
2018-09-30,2758338
2018-10-01,2771326
2018-10-02,2764498
2018-10-03,2761845
2018-10-04,2772558
2018-10-05,2768070
2018-10-06,2763217
2018-10-07,2762349
2018-10-08,2757740
2018-10-09,2750535
2018-10-10,2741848
2018-10-11,2742200
2018-10-12,2769668
2018-10-13,2762109
2018-10-14,2766696
2018-10-15,2782923
2018-10-16,2797769
2018-10-17,2791486
2018-10-18,2787789
2018-10-19,2805813
2018-10-20,2801107
2018-10-21,2823536
2018-10-22,2836235
2018-10-23,2829443
2018-10-24,2829835
2018-10-25,2828032
2018-10-26,2845443
2018-10-27,2853459
2018-10-28,2858310
2018-10-29,2867219
2018-10-30,2865867
2018-10-31,2975071
2018-11-01,2997567
2018-11-03,3049875
