date_obj,Uncut%20diamond price
2015-03-26,3337
2015-03-27,3414
2015-03-28,3338
2015-03-29,3256
2015-03-30,3248
2015-03-31,3296
2015-04-01,3241
2015-04-02,3350
2015-04-03,3290
2015-04-04,3273
2015-04-05,3247
2015-04-06,3240
2015-04-07,3232
2015-04-08,3185
2015-04-09,3125
2015-04-10,3115
2015-04-11,3176
2015-04-12,3327
2015-04-13,3289
2015-04-14,3203
2015-04-15,3167
2015-04-16,3103
2015-04-17,3107
2015-04-18,3107
2015-04-19,3117
2015-04-20,3087
2015-04-21,3110
2015-04-22,3245
2015-04-23,3260
2015-04-24,3254
2015-04-25,3179
2015-04-26,3168
2015-04-27,3177
2015-04-28,3151
2015-04-29,3140
2015-04-30,3214
2015-05-01,3320
2015-05-02,3412
2015-05-03,3490
2015-05-04,3583
2015-05-05,3597
2015-05-06,3623
2015-05-07,3741
2015-05-08,3880
2015-05-09,3887
2015-05-10,4016
2015-05-11,4143
2015-05-12,4176
2015-05-13,3982
2015-05-14,3782
2015-05-15,3737
2015-05-16,3709
2015-05-17,3628
2015-05-18,3511
2015-05-19,3453
2015-05-20,3373
2015-05-21,3329
2015-05-22,3365
2015-05-23,3369
2015-05-24,3369
2015-05-25,3361
2015-05-26,3370
2015-05-27,3373
2015-05-28,3373
2015-05-29,3414
2015-05-30,3320
2015-05-31,3310
2015-06-01,3350
2015-06-02,3409
2015-06-03,3469
2015-06-04,3576
2015-06-05,3637
2015-06-06,3678
2015-06-07,3571
2015-06-08,3548
2015-06-09,3634
2015-06-10,3646
2015-06-11,3587
2015-06-12,3560
2015-06-13,3560
2015-06-14,3560
2015-06-15,3575
2015-06-16,3570
2015-06-17,3571
2015-06-18,3569
2015-06-19,3506
2015-06-20,3435
2015-06-21,3401
2015-06-22,3320
2015-06-23,3274
2015-06-24,3305
2015-06-25,3355
2015-06-26,3341
2015-06-27,3396
2015-06-28,3344
2015-06-29,3350
2015-06-30,3364
2015-07-01,3298
2015-07-02,3222
2015-07-03,3135
2015-07-04,3140
2015-07-05,3120
2015-07-06,3139
2015-07-07,3111
2015-07-08,3176
2015-07-09,3171
2015-07-10,3218
2015-07-11,3294
2015-07-12,3328
2015-07-13,3214
2015-07-14,3285
2015-07-15,3267
2015-07-16,3193
2015-07-17,3141
2015-07-18,3217
2015-07-19,3194
2015-07-20,3190
2015-07-21,3275
2015-07-22,3392
2015-07-23,3439
2015-07-24,3560
2015-07-25,3578
2015-07-26,3713
2015-07-27,3710
2015-07-28,3679
2015-07-29,3611
2015-07-30,3462
2015-07-31,3380
2015-08-01,3344
2015-08-02,3420
2015-08-03,3366
2015-08-04,3331
2015-08-05,3342
2015-08-06,3272
2015-08-07,3246
2015-08-08,3348
2015-08-09,3398
2015-08-10,3473
2015-08-11,3593
2015-08-12,3726
2015-08-13,3679
2015-08-14,3540
2015-08-15,3533
2015-08-16,3534
2015-08-17,3535
2015-08-18,3669
2015-08-19,3754
2015-08-20,3872
2015-08-21,3994
2015-08-22,4171
2015-08-23,4246
2015-08-24,4120
2015-08-25,3964
2015-08-26,3787
2015-08-27,3728
2015-08-28,3747
2015-08-29,3768
2015-08-30,3593
2015-08-31,3630
2015-09-01,3626
2015-09-02,3621
2015-09-03,3580
2015-09-04,3549
2015-09-05,3519
2015-09-06,3499
2015-09-07,3517
2015-09-08,3589
2015-09-09,3644
2015-09-10,3691
2015-09-11,3664
2015-09-12,3625
2015-09-13,3620
2015-09-14,3649
2015-09-15,3631
2015-09-16,3634
2015-09-17,3623
2015-09-18,3580
2015-09-19,3538
2015-09-20,3522
2015-09-21,3630
2015-09-22,3559
2015-09-23,3509
2015-09-24,3397
2015-09-25,3405
2015-09-27,3439
2015-09-28,3482
2015-09-29,3583
2015-09-30,3600
2015-10-05,3499
2015-10-06,3387
2015-10-07,3359
2015-10-08,3409
2015-10-09,3486
2015-10-10,3453
2015-10-11,3425
2015-10-12,3519
2015-10-13,3467
2015-10-14,3519
2015-10-15,3522
2015-10-16,3530
2015-10-17,3488
2015-10-18,3508
2015-10-19,3437
2015-10-20,3360
2015-10-22,3478
2015-10-23,3525
2015-10-24,3494
2015-10-25,3476
2015-10-26,3524
2015-10-27,3526
2015-10-29,3532
2015-10-30,3536
2015-10-31,3513
2015-11-01,3510
2015-11-02,3492
2015-11-03,3448
2015-11-04,3466
2015-11-05,3537
2015-11-06,3544
2015-11-07,3629
2015-11-08,3598
2015-11-09,3514
2015-11-10,3499
2015-11-11,3546
2015-11-12,3589
2015-11-13,3572
2015-11-14,3641
2015-11-15,3685
2015-11-16,3617
2015-11-17,3596
2015-11-18,3584
2015-11-19,3557
2015-11-20,3555
2015-11-21,3631
2015-11-22,3690
2015-11-23,3762
2015-11-24,3797
2015-11-25,3871
2015-11-26,3881
2015-11-27,3925
2015-11-28,3922
2015-11-29,3869
2015-11-30,4013
2015-12-01,3984
2015-12-02,4014
2015-12-03,4051
2015-12-04,3931
2015-12-05,4025
2015-12-06,4158
2015-12-07,4251
2015-12-08,4301
2015-12-09,4223
2015-12-10,4205
2015-12-11,4366
2015-12-13,4153
2015-12-14,4011
2015-12-15,3850
2015-12-16,3697
2015-12-17,3577
2015-12-18,3540
2015-12-19,3605
2015-12-20,3712
2015-12-21,3785
2015-12-22,3947
2015-12-23,4127
2015-12-24,4334
2015-12-25,4441
2015-12-26,4382
2015-12-27,4278
2015-12-28,4184
2015-12-29,4275
2015-12-30,4241
2015-12-31,4210
2016-01-01,4196
2016-01-02,4109
2016-01-03,4072
2016-01-04,4149
2016-01-05,4196
2016-01-06,4129
2016-01-07,4062
2016-01-08,4046
2016-01-09,3978
2016-01-10,3988
2016-01-11,4033
2016-01-12,4120
2016-01-13,4136
2016-01-14,4134
2016-01-15,4137
2016-01-16,4150
2016-01-17,4135
2016-01-18,4161
2016-01-19,4173
2016-01-20,4227
2016-01-21,4206
2016-01-22,4053
2016-01-23,3965
2016-01-24,3863
2016-01-25,3963
2016-01-26,3988
2016-01-27,4088
2016-01-28,4139
2016-01-29,4147
2016-01-30,4183
2016-01-31,4110
2016-02-01,4100
2016-02-02,4082
2016-02-03,4080
2016-02-04,4106
2016-02-05,4118
2016-02-06,4126
2016-02-07,4132
2016-02-08,4132
2016-02-09,4253
2016-02-10,4245
2016-02-11,4202
2016-02-12,4281
2016-02-13,4331
2016-02-14,4299
2016-02-15,4260
2016-02-16,4243
2016-02-17,4259
2016-02-18,4230
2016-02-19,4137
2016-02-20,4091
2016-02-21,4070
2016-02-22,4061
2016-02-23,4099
2016-02-24,4064
2016-02-25,4057
2016-02-26,4105
2016-02-27,4175
2016-02-28,4075
2016-02-29,3906
2016-03-01,3811
2016-03-02,3623
2016-03-03,3455
2016-03-04,3542
2016-03-05,3702
2016-03-06,3811
2016-03-07,3896
2016-03-08,3890
2016-03-09,3877
2016-03-10,3904
2016-03-11,3950
2016-03-12,3896
2016-03-13,3941
2016-03-14,3958
2016-03-15,3965
2016-03-16,3950
2016-03-17,3958
2016-03-18,3944
2016-03-19,3979
2016-03-20,3979
2016-03-21,4025
2016-03-22,4063
2016-03-23,4025
2016-03-24,3975
2016-03-25,4019
2016-03-26,3956
2016-03-27,3945
2016-03-28,3943
2016-03-29,3956
2016-03-30,3987
2016-03-31,3979
2016-04-01,3951
2016-04-02,3915
2016-04-03,3938
2016-04-04,3922
2016-04-05,3951
2016-04-06,3955
2016-04-07,3974
2016-04-08,3950
2016-04-09,4005
2016-04-10,4004
2016-04-11,3990
2016-04-12,4035
2016-04-13,4162
2016-04-14,4090
2016-04-15,4097
2016-04-16,4014
2016-04-17,4033
2016-04-18,3972
2016-04-19,3875
2016-04-20,3919
2016-04-21,3911
2016-04-22,3924
2016-04-23,4021
2016-04-24,4091
2016-04-25,4117
2016-04-26,4188
2016-04-27,4246
2016-04-28,4205
2016-04-29,4195
2016-04-30,4205
2016-05-01,4087
2016-05-02,4063
2016-05-03,4066
2016-05-04,4118
2016-05-05,4261
2016-05-06,4450
2016-05-07,4523
2016-05-08,4659
2016-05-09,4477
2016-05-10,4321
2016-05-11,4314
2016-05-12,4296
2016-05-13,4186
2016-05-14,4117
2016-05-15,4063
2016-05-16,4054
2016-05-17,4053
2016-05-18,4019
2016-05-19,3902
2016-05-22,4044
2016-05-23,3924
2016-05-24,3899
2016-05-25,3925
2016-05-26,3945
2016-05-27,3948
2016-05-28,3941
2016-05-29,3976
2016-05-30,3926
2016-05-31,3995
2016-06-01,4171
2016-06-02,4112
2016-06-03,4107
2016-06-04,4030
2016-06-05,3965
2016-06-06,3996
2016-06-07,4029
2016-06-08,4087
2016-06-09,4072
2016-06-10,4062
2016-06-11,4072
2016-06-12,4066
2016-06-13,4033
2016-06-14,4058
2016-06-15,4072
2016-06-16,4060
2016-06-17,4035
2016-06-18,4072
2016-06-19,4049
2016-06-20,4033
2016-06-21,4024
2016-06-22,4034
2016-06-23,4046
2016-06-24,4059
2016-06-25,4064
2016-06-26,4067
2016-06-27,4052
2016-06-28,4034
2016-06-29,4006
2016-06-30,4032
2016-07-01,3998
2016-07-02,4015
2016-07-03,4010
2016-07-04,4003
2016-07-05,4009
2016-07-06,4016
2016-07-07,4005
2016-07-08,4007
2016-07-09,4010
2016-07-10,4033
2016-07-11,4118
2016-07-12,4309
2016-07-13,4418
2016-07-14,4290
2016-07-15,4491
2016-07-16,4633
2016-07-17,4486
2016-07-18,4368
2016-07-24,4108
2016-07-25,4149
2016-07-26,4234
2016-07-27,4321
2016-07-28,4438
2016-07-29,4594
2016-07-30,4569
2016-07-31,4501
2016-08-01,4389
2016-08-02,4212
2016-08-03,4177
2016-08-04,4277
2016-08-05,4234
2016-08-06,4331
2016-08-07,4261
2016-08-08,4134
2016-08-09,4089
2016-08-10,4051
2016-08-11,4036
2016-08-12,4033
2016-08-13,4005
2016-08-14,3942
2016-08-15,3883
2016-08-16,3845
2016-08-17,3690
2016-08-18,3574
2016-08-19,3602
2016-08-20,3706
2016-08-21,3802
2016-08-22,3871
2016-08-23,3805
2016-08-24,3791
2016-08-25,3717
2016-08-26,3823
2016-08-28,3744
2016-08-31,3758
2016-09-01,3762
2016-09-02,3815
2016-09-03,3846
2016-09-04,3914
2016-09-05,3874
2016-09-06,3812
2016-09-07,3836
2016-09-08,3726
2016-09-09,3555
2016-09-10,3387
2016-09-11,3299
2016-09-12,3219
2016-09-13,3078
2016-09-14,2975
2016-09-15,2929
2016-09-16,2849
2016-09-17,2866
2016-09-18,2909
2016-09-19,2863
2016-09-20,2899
2016-09-21,2909
2016-09-22,2968
2016-09-23,3073
2016-09-24,3045
2016-09-25,3092
2016-09-26,3211
2016-09-27,3247
2016-09-28,3332
2016-09-29,3299
2016-09-30,3381
2016-10-01,3480
2016-10-02,3405
2016-10-03,3319
2016-10-04,3381
2016-10-05,3472
2016-10-06,3411
2016-10-07,3413
2016-10-08,3494
2016-10-09,3547
2016-10-10,3623
2016-10-11,3748
2016-10-12,3910
2016-10-13,4051
2016-10-14,3980
2016-10-15,3993
2016-10-16,3948
2016-10-17,3930
2016-10-18,3945
2016-10-19,3976
2016-10-20,3965
2016-10-21,3998
2016-10-22,4176
2016-10-23,4283
2016-10-24,4226
2016-10-25,4149
2016-10-26,4258
2016-10-27,4318
2016-10-28,4387
2016-10-29,4529
2016-10-30,4642
2016-10-31,4717
2016-11-01,4725
2016-11-02,4687
2016-11-03,4830
2016-11-04,5072
2016-11-05,5325
2016-11-06,5590
2016-11-07,5864
2016-11-08,5642
2016-11-09,5494
2016-11-10,5227
2016-11-11,5094
2016-11-12,5041
2016-11-13,4836
2016-11-14,4617
2016-12-08,4702
2016-12-09,4779
2016-12-10,4806
2016-12-11,4732
2016-12-12,4689
2016-12-13,4654
2016-12-14,4602
2016-12-15,4579
2016-12-16,4527
2016-12-17,4429
2016-12-18,4343
2016-12-19,4403
2016-12-20,4415
2016-12-21,4389
2016-12-22,4327
2016-12-23,4397
2016-12-24,4353
2016-12-25,4401
2016-12-26,4427
2016-12-27,4410
2016-12-28,4497
2016-12-29,4512
2016-12-30,4557
2016-12-31,4449
2017-01-01,4435
2017-01-02,4476
2017-01-03,4357
2017-01-04,4286
2017-01-05,4298
2017-01-06,4430
2017-01-07,4417
2017-01-08,4376
2017-01-09,4339
2017-01-10,4369
2017-01-11,4288
2017-01-12,4226
2017-01-13,4016
2017-01-14,3848
2017-01-15,3832
2017-01-16,3813
2017-01-17,3848
2017-01-18,3879
2017-01-19,3909
2017-01-20,4007
2017-01-21,3943
2017-01-22,3888
2017-01-27,3904
2017-01-28,3946
2017-01-29,3914
2017-01-30,3900
2017-01-31,3895
2017-02-01,3941
2017-02-02,3967
2017-02-03,3954
2017-02-04,3943
2017-02-05,3932
2017-02-06,3975
2017-02-07,3939
2017-02-08,3974
2017-02-09,4013
2017-02-10,3975
2017-02-11,3960
2017-02-12,3933
2017-02-13,3934
2017-02-14,3922
2017-02-15,3923
2017-02-16,3925
2017-02-18,3921
2017-02-19,3904
2017-02-20,3910
2017-02-21,3923
2017-02-22,3905
2017-02-23,3889
2017-02-24,3931
2017-02-25,3916
2017-02-26,3973
2017-02-27,3962
2017-02-28,3962
2017-03-01,3938
2017-03-02,3919
2017-03-03,3912
2017-03-04,3893
2017-03-05,3875
2017-03-06,3878
2017-03-07,3848
2017-03-08,3840
2017-03-09,3854
2017-03-10,3836
2017-03-11,3821
2017-03-12,3778
2017-03-13,3812
2017-03-14,3802
2017-03-15,3793
2017-03-16,3805
2017-03-17,3785
2017-03-18,3759
2017-03-19,3848
2017-03-20,3872
2017-03-21,3911
2017-03-22,3862
2017-03-23,3853
2017-03-24,3729
