date_obj,Uncut%20diamond price
2017-03-25,3817
2017-03-26,3832
2017-03-27,3866
2017-03-28,3872
2017-03-29,3856
2017-03-30,3831
2017-03-31,3809
2017-04-01,3862
2017-04-02,3939
2017-04-03,3937
2017-04-04,3953
2017-04-12,3781
2017-04-13,3774
2017-04-14,3762
2017-04-15,3755
2017-04-16,3696
2017-04-17,3700
2017-04-18,3668
2017-04-19,3648
2017-04-20,3606
2017-04-21,3653
2017-04-22,3677
2017-04-23,3713
2017-04-24,3692
2017-04-25,3565
2017-04-26,3544
2017-04-27,3535
2017-04-28,3622
2017-04-29,3758
2017-04-30,3845
2017-05-01,3795
2017-05-02,3763
2017-05-03,3718
2017-05-04,3669
2017-05-05,3623
2017-05-06,3597
2017-05-07,3594
2017-05-08,3629
2017-05-09,3606
2017-05-10,3548
2017-05-11,3544
2017-05-12,3565
2017-05-13,3517
2017-05-14,3518
2017-05-15,3560
2017-05-16,3579
2017-05-17,3629
2017-05-18,3578
2017-05-19,3575
2017-05-20,3695
2017-05-21,3804
2017-05-22,3824
2017-05-23,3782
2017-05-24,3736
2017-05-25,3637
2017-05-26,3593
2017-05-27,3534
2017-05-28,3524
2017-05-29,3495
2017-05-30,3463
2017-05-31,3588
2017-06-01,3466
2017-06-02,3315
2017-06-03,3278
2017-06-06,3176
2017-06-07,3105
2017-06-08,3101
2017-06-09,3105
2017-06-10,3181
2017-06-11,3191
2017-06-12,3182
2017-06-13,3191
2017-06-14,3210
2017-06-15,3215
2017-06-16,3254
2017-06-17,3320
2017-06-18,3422
2017-06-19,3529
2017-06-20,3414
2017-06-21,3425
2017-06-22,3319
2017-06-23,3285
2017-06-24,3295
2017-06-25,3289
2017-06-26,3392
2017-06-27,3450
2017-06-28,3343
2017-06-29,3265
2017-06-30,3287
2017-07-01,3273
2017-07-02,3297
2017-07-03,3259
2017-07-04,3265
2017-07-05,3363
2017-07-06,3443
2017-07-07,3574
2017-07-08,3682
2017-07-13,3613
2017-07-14,3545
2017-07-15,3525
2017-07-16,3493
2017-07-17,3530
2017-07-18,3482
2017-07-19,3460
2017-07-20,3451
2017-07-21,3419
2017-07-22,3401
2017-07-23,3461
2017-07-24,3443
2017-07-25,3435
2017-07-26,3506
2017-07-27,3590
2017-07-28,3581
2017-07-29,3586
2017-07-30,3698
2017-07-31,3732
2017-08-01,3808
2017-08-02,3722
2017-08-03,3783
2017-08-04,3813
2017-08-05,3891
2017-08-06,3842
2017-08-09,3747
2017-08-10,3672
2017-08-11,3670
2017-08-12,3717
2017-08-13,3709
2017-08-14,3751
2017-08-15,3818
2017-08-16,3838
2017-08-17,3865
2017-08-18,3885
2017-08-19,3917
2017-08-20,3882
2017-08-21,3888
2017-08-22,3805
2017-08-23,3730
2017-08-24,3579
2017-08-25,3584
2017-08-26,3671
2017-08-27,3772
2017-08-28,3763
2017-08-29,3788
2017-08-30,3875
2017-08-31,4053
2017-09-01,4008
2017-09-02,3923
2017-09-03,3882
2017-09-04,3834
2017-09-05,3867
2017-09-06,3916
2017-09-07,3849
2017-09-08,3783
2017-09-09,3683
2017-09-10,3626
2017-09-11,3589
2017-09-12,3574
2017-09-13,3554
2017-09-14,3474
2017-09-15,3505
2017-09-16,3558
2017-09-17,3578
2017-09-19,3465
2017-09-20,3451
2017-09-21,3466
2017-09-22,3448
2017-09-23,3448
2017-09-24,3459
2017-09-25,3476
2017-09-26,3520
2017-09-27,3380
2017-09-28,3350
2017-09-29,3403
2017-09-30,3417
2017-10-01,3402
2017-10-02,3474
2017-10-03,3443
2017-10-04,3485
2017-10-05,3554
2017-10-06,3500
2017-10-07,3412
2017-10-08,3441
2017-10-09,3444
2017-10-10,3458
2017-10-11,3502
2017-10-12,3573
2017-10-13,3563
2017-10-14,3635
2017-10-15,3637
2017-10-16,3632
2017-10-17,3641
2017-10-18,3648
2017-10-19,3652
2017-10-20,3672
2017-10-21,3658
2017-10-22,3626
2017-10-23,3625
2017-10-24,3615
2017-10-25,3591
2017-10-26,3493
2017-10-27,3479
2017-10-28,3486
2017-10-29,3416
2017-10-30,3422
2017-10-31,3395
2017-11-01,3383
2017-11-02,3432
2017-11-03,3419
2017-11-04,3396
2017-11-05,3358
2017-11-06,3375
2017-11-07,3406
2017-11-08,3401
2017-11-09,3436
2017-11-10,3416
2017-11-11,3412
2017-11-12,3373
2017-11-13,3351
2017-11-14,3425
2017-11-15,3393
2017-11-16,3385
2017-11-17,3395
2017-11-18,3376
2017-11-19,3377
2017-11-20,3328
2017-11-21,3265
2017-11-22,3252
2017-11-23,3207
2017-11-24,3190
2017-11-25,3175
2017-11-26,3137
2017-11-27,3047
2017-11-28,3059
2017-11-29,2991
2017-11-30,2961
2017-12-01,2980
2017-12-02,3069
2017-12-03,3153
2017-12-04,3257
2017-12-05,3297
2017-12-06,3264
2017-12-07,3178
2017-12-08,3198
2017-12-09,3137
2017-12-10,3163
2017-12-11,3141
2017-12-12,3132
2017-12-13,3114
2017-12-14,3119
2017-12-15,3157
2017-12-16,3174
2017-12-17,3158
2017-12-18,3155
2017-12-19,3147
2017-12-20,3068
2017-12-21,3084
2017-12-22,3117
2017-12-23,3174
2017-12-24,3133
2017-12-25,3213
2017-12-26,3170
2017-12-27,3266
2017-12-28,3388
2017-12-29,3379
2017-12-30,3400
2017-12-31,3345
2018-01-02,3199
2018-01-03,3174
2018-01-04,3152
2018-01-05,3161
2018-01-06,3187
2018-01-07,3209
2018-01-08,3170
2018-01-09,3177
2018-01-10,3181
2018-01-11,3217
2018-01-12,3282
2018-01-13,3306
2018-01-14,3305
2018-01-15,3314
2018-01-16,3290
2018-01-17,3257
2018-01-18,3215
2018-01-19,3208
2018-01-20,3187
2018-01-21,3215
2018-01-22,3166
2018-01-23,3211
2018-01-24,3281
2018-01-25,3313
2018-01-26,3302
2018-01-27,3358
2018-01-28,3315
2018-01-29,3307
2018-01-30,3275
2018-02-01,3238
2018-02-02,3233
2018-02-03,3226
2018-02-04,3226
2018-02-05,3215
2018-02-06,3222
2018-02-07,3194
2018-02-08,3181
2018-02-09,3194
2018-02-10,3196
2018-02-11,3199
2018-02-12,3210
2018-02-13,3208
2018-02-14,3208
2018-02-15,3187
2018-02-16,3205
2018-02-17,3211
2018-02-18,3208
2018-02-19,3182
2018-02-20,3182
2018-02-21,3168
2018-02-22,3200
2018-02-23,3186
2018-02-24,3167
2018-02-25,3170
2018-02-26,3185
2018-02-27,3183
2018-02-28,3177
2018-03-01,3181
2018-03-02,3180
2018-03-03,3181
2018-03-04,3156
2018-03-05,3167
2018-03-06,3153
2018-03-07,3134
2018-03-08,3124
2018-03-09,3118
2018-03-10,3118
2018-03-11,3107
2018-03-12,3132
2018-03-13,3147
2018-03-14,3145
2018-03-15,3141
2018-03-16,3143
2018-03-17,3149
2018-03-18,3164
2018-03-19,3159
2018-03-20,3143
2018-03-21,3137
2018-03-23,3182
2018-03-24,3193
2018-03-26,3226
2018-03-27,3271
2018-03-28,3248
2018-03-29,3257
2018-03-30,3288
2018-03-31,3269
2018-04-01,3250
2018-04-02,3245
2018-04-03,3221
2018-04-04,3200
2018-04-05,3207
2018-04-06,3196
2018-04-08,3246
2018-04-09,3212
2018-04-10,3194
2018-04-11,3167
2018-04-12,3138
2018-04-13,3107
2018-04-14,3084
2018-04-16,3074
2018-04-17,3019
2018-04-18,2940
2018-04-19,2934
2018-04-20,2960
2018-04-21,3002
2018-04-22,3056
2018-04-23,3114
2018-04-24,3108
2018-04-25,3092
2018-04-26,3128
2018-04-27,3127
2018-04-28,3124
2018-04-29,3205
2018-04-30,3324
2018-05-02,3517
2018-05-03,3477
2018-05-04,3426
2018-05-05,3299
2018-05-06,3281
2018-05-07,3238
2018-05-08,3181
2018-05-09,3125
2018-05-10,3078
2018-05-11,3056
2018-05-12,3057
2018-05-13,3067
2018-05-14,3067
2018-05-15,3122
2018-05-16,3118
2018-05-17,3105
2018-05-18,3159
2018-05-19,3194
2018-05-20,3199
2018-05-21,3304
2018-05-22,3402
2018-05-23,3264
2018-05-24,3225
2018-05-25,3218
2018-05-26,3228
2018-05-27,3255
2018-05-28,3226
2018-05-29,3222
2018-05-30,3274
2018-05-31,3293
2018-06-01,3319
2018-06-02,3341
2018-06-03,3482
2018-06-04,3515
2018-06-05,3566
2018-06-06,3432
2018-06-07,3333
2018-06-08,3284
2018-06-09,3138
2018-06-10,3057
2018-06-11,3008
2018-06-12,3092
2018-06-13,3153
2018-06-14,3079
2018-06-15,3042
2018-06-16,3059
2018-06-17,3101
2018-06-18,3084
2018-06-19,3110
2018-06-20,3151
2018-06-21,3152
2018-06-22,3185
2018-06-23,3204
2018-06-24,3181
2018-06-25,3192
2018-06-26,3181
2018-06-27,3249
2018-06-28,3229
2018-06-29,3220
2018-06-30,3276
2018-07-01,3265
2018-07-02,3287
2018-07-03,3276
2018-07-04,3309
2018-07-05,3340
2018-07-06,3408
2018-07-07,3492
2018-07-08,3419
2018-07-09,3425
2018-07-10,3549
2018-07-11,3588
2018-07-12,3526
2018-07-13,3680
2018-07-14,3798
2018-07-15,3823
2018-07-16,3917
2018-07-17,4051
2018-07-18,3953
2018-07-19,3934
2018-07-20,3920
2018-07-21,3912
2018-07-22,3866
2018-07-23,3815
2018-07-24,3823
2018-07-25,3765
2018-07-26,3677
2018-07-27,3629
2018-07-28,3593
2018-07-29,3570
2018-07-30,3519
2018-07-31,3479
2018-08-01,3468
2018-08-02,3455
2018-08-03,3459
2018-08-04,3517
2018-08-05,3479
2018-08-06,3467
2018-08-07,3516
2018-08-08,3646
2018-08-09,3604
2018-08-10,3556
2018-08-11,3475
2018-08-12,3546
2018-08-14,3711
2018-08-16,3809
2018-08-17,3757
2018-08-18,3757
2018-08-19,3738
2018-08-20,3746
2018-08-21,3812
2018-08-22,3742
2018-08-23,3758
2018-08-24,3801
2018-08-25,3757
2018-08-26,3787
2018-08-27,3800
2018-08-28,3785
2018-08-29,3768
2018-08-30,3772
2018-08-31,3781
2018-09-01,3772
2018-09-02,3763
2018-09-03,3754
2018-09-04,3744
2018-09-05,3737
2018-09-06,3715
2018-09-07,3690
2018-09-08,3680
2018-09-09,3674
2018-09-10,3679
2018-09-11,3808
2018-09-12,3690
2018-09-13,3660
2018-09-14,3650
2018-09-15,3616
2018-09-16,3603
2018-09-17,3654
2018-09-18,3695
2018-09-19,3678
2018-09-20,3693
2018-09-21,3680
2018-09-22,3682
2018-09-23,3709
2018-09-24,3735
2018-09-25,3814
2018-09-26,3826
2018-09-27,3836
2018-09-28,3833
2018-09-29,3806
2018-09-30,3795
2018-10-02,3728
2018-10-03,3705
2018-10-04,3715
2018-10-05,3741
2018-10-06,3786
2018-10-07,3766
2018-10-08,3761
2018-10-09,3783
2018-10-10,3824
2018-10-11,3800
2018-10-12,3785
2018-10-13,3771
2018-10-14,3765
2018-10-15,3742
2018-10-16,3741
2018-10-17,3744
2018-10-18,3749
2018-10-19,3709
2018-10-20,3680
2018-10-21,3659
2018-10-22,3641
2018-10-23,3640
2018-10-24,3613
2018-10-25,3617
2018-10-26,3604
2018-10-27,3613
2018-10-28,3583
2018-10-29,3575
2018-10-30,3560
2018-10-31,3550
2018-11-01,3560
2018-11-03,3568
2018-11-04,3677
2018-11-05,3668
2018-11-06,3646
2018-11-07,3655
2018-11-08,3676
2018-11-09,3689
2018-11-10,3751
2018-11-11,3879
2018-11-12,3908
2018-11-13,3827
2018-11-14,3788
2018-11-15,3769
2018-11-16,3791
2018-11-17,3869
2018-11-18,3952
2018-11-19,3954
2018-11-20,3857
2018-11-21,3821
2018-11-22,3736
2018-11-23,3715
2018-11-24,3765
2018-11-25,3755
2018-11-26,3778
2018-11-27,3785
2018-11-28,3782
2018-12-01,3927
2018-12-02,3928
2018-12-03,3906
2018-12-04,3891
2018-12-05,3868
2018-12-07,3810
2018-12-09,3737
2018-12-10,3726
2018-12-11,3716
2018-12-13,3759
2018-12-14,3747
2018-12-15,3746
2018-12-16,3750
2018-12-17,3735
2018-12-18,3723
2018-12-19,3722
2018-12-20,3718
2018-12-21,3693
2018-12-22,3692
2018-12-23,3666
2018-12-24,3759
2018-12-25,3805
2018-12-26,3841
2018-12-27,3797
2018-12-28,3770
2018-12-29,3742
2018-12-30,3707
2018-12-31,3655
2019-01-01,3675
2019-01-02,3763
2019-01-03,3792
2019-01-04,3902
2019-01-05,3960
2019-01-06,3791
2019-01-08,3753
2019-01-10,3604
2019-01-11,3423
2019-01-12,3258
2019-01-13,3098
2019-01-14,3021
2019-01-15,2989
2019-01-16,2960
2019-01-17,2982
2019-01-18,3016
2019-01-19,2977
2019-01-20,2953
2019-01-21,2940
2019-01-22,2951
2019-01-23,2933
2019-01-24,2899
2019-01-25,2904
2019-01-26,2904
2019-01-27,2908
2019-01-28,2904
2019-01-29,2930
2019-01-30,2954
2019-01-31,3049
2019-02-01,3026
2019-02-02,2988
2019-02-03,2984
2019-02-04,2949
2019-02-05,2913
2019-02-06,2900
2019-02-07,2837
2019-02-08,2818
2019-02-09,2795
2019-02-10,2786
2019-02-11,2863
2019-02-12,2847
2019-02-13,2794
2019-02-14,2774
2019-02-15,2768
2019-02-16,2785
2019-02-17,2868
2019-02-18,2900
2019-02-19,2959
2019-02-20,2905
2019-02-21,2838
2019-02-22,2804
2019-02-23,2823
2019-02-24,2833
2019-02-25,2853
2019-02-26,2961
2019-02-27,3055
2019-02-28,2989
2019-03-01,2980
2019-03-02,2934
2019-03-03,2933
2019-03-04,2967
2019-03-05,3001
2019-03-06,3003
2019-03-07,3018
2019-03-08,3003
2019-03-09,3001
2019-03-10,3000
2019-03-11,3048
2019-03-12,3067
2019-03-13,3041
2019-03-14,3027
2019-03-15,3004
2019-03-16,2973
2019-03-17,2958
2019-03-18,2955
2019-03-19,2943
2019-03-20,2928
2019-03-21,2885
2019-03-22,2863
2019-03-23,2867
2019-03-24,2874
2019-03-25,2871
2019-03-26,2852
2019-03-27,2849
2019-03-28,2841
2019-03-29,2843
2019-03-30,2854
2019-03-31,2829
2019-04-01,2835
2019-04-02,2869
2019-04-03,2894
2019-04-04,2937
2019-04-05,2981
2019-04-06,2981
2019-04-07,2965
2019-04-08,2939
2019-04-09,2934
