date_obj,Dragon%20cane price
2016-01-22,99105
2016-01-23,99105
2016-01-24,97416
2016-01-25,95154
2016-01-26,95154
2016-01-27,95469
2016-01-28,95469
2016-01-29,95173
2016-01-30,95173
2016-01-31,93246
2016-02-01,93783
2016-02-02,93783
2016-02-03,94013
2016-02-04,94013
2016-02-05,94174
2016-02-06,95407
2016-02-07,95407
2016-02-08,96053
2016-02-09,95016
2016-02-10,92939
2016-02-11,92939
2016-02-12,92727
2016-02-13,92602
2016-02-14,92602
2016-02-15,93915
2016-02-16,92926
2016-02-17,93794
2016-02-18,93794
2016-02-19,94411
2016-02-20,94411
2016-02-21,93135
2016-02-22,93135
2016-02-23,94710
2016-02-24,94710
2016-02-25,95358
2016-02-26,95358
2016-02-27,94637
2016-02-28,94637
2016-02-29,92504
2016-03-01,91568
2016-03-02,91568
2016-03-03,89602
2016-03-04,89602
2016-03-05,88644
2016-03-06,87014
2016-03-07,87014
2016-03-08,86672
2016-03-09,87061
2016-03-10,86335
2016-03-11,86335
2016-03-12,85239
2016-03-13,85239
2016-03-14,82267
2016-03-15,82267
2016-03-16,81546
2016-03-17,81546
2016-03-18,78903
2016-03-19,78903
2016-03-20,77432
2016-03-21,77432
2016-03-22,76164
2016-03-23,76164
2016-03-24,75722
2016-03-25,75722
2016-03-26,78853
2016-03-27,78853
2016-03-28,82444
2016-03-29,82444
2016-03-30,83563
2016-03-31,83563
2016-04-01,81077
2016-04-02,81077
2016-04-03,77391
2016-04-04,78527
2016-04-05,78527
2016-04-06,77664
2016-04-07,77664
2016-04-08,75734
2016-04-09,74516
2016-04-10,72198
2016-04-11,72198
2016-04-12,71600
2016-04-13,71600
2016-04-14,68856
2016-04-15,68856
2016-04-16,69397
2016-04-17,69397
2016-04-18,68691
2016-04-19,68691
2016-04-20,69071
2016-04-21,69071
2016-04-22,68064
2016-04-23,68064
2016-04-24,67361
2016-04-25,66725
2016-04-26,66725
2016-04-27,67712
2016-04-28,67712
2016-04-29,70494
2016-04-30,73534
2016-05-01,73534
2016-05-02,76199
2016-05-03,76994
2016-05-04,76994
2016-05-05,78417
2016-05-06,78417
2016-05-07,81449
2016-05-08,81449
2016-05-09,81988
2016-05-10,81988
2016-05-11,80189
2016-05-12,80189
2016-05-13,78008
2016-05-14,78008
2016-05-15,76911
2016-05-16,76911
2016-05-17,75465
2016-05-18,74044
2016-05-19,74044
2016-05-22,71248
2016-05-23,69773
2016-05-24,69773
2016-05-25,68358
2016-05-26,68358
2016-05-27,70135
2016-05-28,70135
2016-05-29,72215
2016-05-30,72215
2016-05-31,72763
2016-06-01,72383
2016-06-02,72383
2016-06-03,74944
2016-06-04,76843
2016-06-05,76843
2016-06-06,80544
2016-06-07,80544
2016-06-08,84046
2016-06-09,84046
2016-06-10,88249
2016-06-11,88249
2016-06-12,92638
2016-06-13,92638
2016-06-14,97270
2016-06-15,97270
2016-06-16,101912
2016-06-17,105296
2016-06-18,105296
2016-06-19,109707
2016-06-20,109707
2016-06-21,112954
2016-06-22,112954
2016-06-23,117209
2016-06-24,117209
2016-06-25,122668
2016-06-26,122668
2016-06-27,121338
2016-06-28,121338
2016-06-29,117030
2016-06-30,117030
2016-07-01,111282
2016-07-02,111282
2016-07-03,106633
2016-07-04,101936
2016-07-05,101936
2016-07-06,97149
2016-07-07,97149
2016-07-08,93124
2016-07-09,93124
2016-07-10,88965
2016-07-11,84816
2016-07-12,84816
2016-07-13,80613
2016-07-14,76838
2016-07-15,76838
2016-07-16,72996
2016-07-17,72996
2016-07-18,69856
2016-07-23,66239
2016-07-24,66090
2016-07-25,66090
2016-07-26,63627
2016-07-27,63627
2016-07-28,64342
2016-07-29,64342
2016-07-30,62712
2016-07-31,62712
2016-08-01,62712
2016-08-02,61791
2016-08-03,61237
2016-08-04,61237
2016-08-05,61237
2016-08-06,59700
2016-08-07,59700
2016-08-08,58925
2016-08-09,58925
2016-08-10,58299
2016-08-11,58299
2016-08-12,57551
2016-08-13,57551
2016-08-14,57551
2016-08-15,56263
2016-08-16,56263
2016-08-17,56263
2016-08-18,56122
2016-08-19,56122
2016-08-20,55348
2016-08-21,55348
2016-08-22,55410
2016-08-23,55410
2016-08-24,55192
2016-08-25,55192
2016-08-26,55192
2016-08-28,53851
2016-08-31,53304
2016-09-01,50638
2016-09-02,50638
2016-09-03,49301
2016-09-04,48361
2016-09-05,48361
2016-09-06,47714
2016-09-07,47714
2016-09-08,47714
2016-09-09,49004
2016-09-10,49004
2016-09-11,49271
2016-09-12,49271
2016-09-13,48430
2016-09-14,48430
2016-09-15,48653
2016-09-16,48653
2016-09-17,48653
2016-09-18,47751
2016-09-19,47751
2016-09-20,47751
2016-09-21,47620
2016-09-22,47620
2016-09-23,47443
2016-09-24,47443
2016-09-25,45810
2016-09-26,45810
2016-09-27,45240
2016-09-28,45240
2016-09-29,46323
2016-09-30,46323
2016-10-01,46458
2016-10-02,46458
2016-10-03,46458
2016-10-04,46686
2016-10-05,46686
2016-10-06,47651
2016-10-07,47651
2016-10-08,48605
2016-10-09,48605
2016-10-10,48605
2016-10-11,50816
2016-10-12,50816
2016-10-13,50816
2016-10-14,53240
2016-10-15,53240
2016-10-16,55433
2016-10-17,55433
2016-10-18,57667
2016-10-19,57667
2016-10-20,57667
2016-10-21,58113
2016-10-22,58113
2016-10-23,58113
2016-10-24,59167
2016-10-25,59167
2016-10-26,59726
2016-10-27,59726
2016-10-28,59726
2016-10-29,58939
2016-10-30,58939
2016-10-31,58838
2016-11-01,58838
2016-11-02,58988
2016-11-03,58988
2016-11-04,59023
2016-11-05,59023
2016-11-06,59023
2016-11-07,59072
2016-11-08,59072
2016-11-09,58859
2016-11-10,58859
2016-11-11,59620
2016-11-12,59620
2016-11-13,59620
2016-11-14,61105
2016-11-15,61105
2016-12-07,62675
2016-12-08,62353
2016-12-09,62353
2016-12-10,61232
2016-12-11,61232
2016-12-12,59928
2016-12-13,59928
2016-12-14,58516
2016-12-15,58516
2016-12-16,57131
2016-12-17,57131
2016-12-18,55408
2016-12-19,55408
2016-12-20,53676
2016-12-21,53676
2016-12-22,53630
2016-12-23,52841
2016-12-24,52841
2016-12-25,51247
2016-12-26,51247
2016-12-27,48978
2016-12-28,48978
2016-12-29,48036
2016-12-30,48036
2016-12-31,47638
2017-01-01,47638
2017-01-02,47339
2017-01-03,47339
2017-01-04,46068
2017-01-05,46068
2017-01-06,46474
2017-01-07,45393
2017-01-08,45393
2017-01-09,44778
2017-01-10,44778
2017-01-11,43938
2017-01-12,43372
2017-01-13,43372
2017-01-14,43427
2017-01-15,43427
2017-01-16,41991
2017-01-17,41352
2017-01-18,41352
2017-01-19,40680
2017-01-20,40680
2017-01-21,40320
2017-01-22,40320
2017-01-23,38641
2017-01-27,37122
2017-01-28,36628
2017-01-29,36628
2017-01-30,36975
2017-01-31,36975
2017-02-01,38051
2017-02-02,38051
2017-02-03,38186
2017-02-04,38186
2017-02-05,38515
2017-02-06,38515
2017-02-07,38448
2017-02-08,38448
2017-02-09,38162
2017-02-10,38162
2017-02-11,37645
2017-02-12,37645
2017-02-13,36643
2017-02-14,36643
2017-02-15,36301
2017-02-16,36301
2017-02-18,36337
2017-02-19,36948
2017-02-20,36948
2017-02-21,36948
2017-02-22,36541
2017-02-23,36541
2017-02-24,36541
2017-02-25,36428
2017-02-26,36428
2017-02-27,36235
2017-02-28,36453
2017-03-01,36453
2017-03-02,36373
2017-03-03,36373
2017-03-04,36049
2017-03-05,36049
2017-03-06,35687
2017-03-07,35687
2017-03-08,34628
2017-03-09,34628
2017-03-10,33236
2017-03-11,33236
2017-03-12,32568
2017-03-13,32568
2017-03-14,32157
2017-03-15,32157
2017-03-16,31716
2017-03-17,31716
2017-03-18,31914
2017-03-19,31914
2017-03-20,31671
2017-03-21,31671
2017-03-22,31343
2017-03-23,31343
2017-03-24,32009
2017-03-25,32009
2017-03-26,32117
2017-03-27,32117
2017-03-28,31850
2017-03-29,31850
2017-03-30,31634
2017-03-31,31634
2017-04-01,31509
2017-04-02,31509
2017-04-03,31055
2017-04-04,31055
2017-04-12,30710
2017-04-13,30710
2017-04-14,30765
2017-04-15,30765
2017-04-16,30478
2017-04-17,30478
2017-04-18,30278
2017-04-19,30278
2017-04-20,29981
2017-04-21,29981
2017-04-22,29575
2017-04-23,29575
2017-04-24,29729
2017-04-25,30277
2017-04-26,30277
2017-04-27,31038
2017-04-28,32010
2017-04-29,32010
2017-04-30,32468
2017-05-01,32468
2017-05-02,33096
2017-05-03,33096
2017-05-04,33396
2017-05-05,33396
2017-05-06,33938
2017-05-07,33938
2017-05-08,35050
2017-05-09,36628
2017-05-10,36628
2017-05-11,36628
2017-05-12,37139
2017-05-13,37139
2017-05-14,38836
2017-05-15,38836
2017-05-16,40485
2017-05-17,40485
2017-05-18,41784
2017-05-19,41784
2017-05-20,42899
2017-05-21,42899
2017-05-22,44447
2017-05-23,44447
2017-05-24,46477
2017-05-25,46477
2017-05-26,46436
2017-05-27,46436
2017-05-28,46114
2017-05-29,46114
2017-05-30,44698
2017-05-31,44698
2017-06-01,42612
2017-06-02,42612
2017-06-03,40855
2017-06-04,40855
2017-06-05,39005
2017-06-06,39005
2017-06-07,37290
2017-06-08,37290
2017-06-09,37290
2017-06-10,35823
2017-06-11,35823
2017-06-12,34717
2017-06-13,34717
2017-06-14,33909
2017-06-15,33909
2017-06-16,33075
2017-06-17,33075
2017-06-18,31514
2017-06-19,31514
2017-06-20,30721
2017-06-21,30721
2017-06-22,30721
2017-06-23,31217
2017-06-24,31217
2017-06-25,30956
2017-06-26,30956
2017-06-27,31425
2017-06-28,31425
2017-06-29,32069
2017-06-30,32069
2017-07-01,32069
2017-07-02,32481
2017-07-03,32481
2017-07-04,32617
2017-07-05,32617
2017-07-06,32531
2017-07-07,32531
2017-07-08,32531
2017-07-13,31941
2017-07-14,30796
2017-07-15,30796
2017-07-16,30693
2017-07-17,30693
2017-07-18,30352
2017-07-19,30352
2017-07-20,30326
2017-07-21,30326
2017-07-22,30300
2017-07-23,30300
2017-07-24,30220
2017-07-25,30220
2017-07-26,29536
2017-07-27,29536
2017-07-28,29694
2017-07-29,29694
2017-07-30,30841
2017-07-31,30841
2017-08-01,30841
2017-08-02,31569
2017-08-03,31569
2017-08-04,32730
2017-08-05,33073
2017-08-06,33073
2017-08-09,33034
2017-08-10,32839
2017-08-11,32839
2017-08-12,32160
2017-08-13,32160
2017-08-14,31354
2017-08-15,31354
2017-08-16,30643
2017-08-17,29738
2017-08-18,29738
2017-08-19,29884
2017-08-20,29861
2017-08-21,29861
2017-08-22,30740
2017-08-23,30740
2017-08-24,30740
2017-08-25,30165
2017-08-26,30165
2017-08-27,29973
2017-08-28,29973
2017-08-29,29973
2017-08-30,29707
2017-08-31,29707
2017-09-01,29707
2017-09-03,29604
2017-09-04,29551
2017-09-05,28096
2017-09-06,28096
2017-09-07,27292
2017-09-08,27292
2017-09-09,27417
2017-09-10,28035
2017-09-11,29278
2017-09-12,29278
2017-09-13,30742
2017-09-14,32119
2017-09-15,32119
2017-09-16,33725
2017-09-17,34810
2017-09-18,34810
2017-09-19,33979
2017-09-20,32673
2017-09-21,32673
2017-09-22,31719
2017-09-23,31719
2017-09-24,31109
2017-09-25,31109
2017-09-26,31016
2017-09-27,31016
2017-09-28,31585
2017-09-29,31585
2017-09-30,32517
2017-10-01,32517
2017-10-02,33146
2017-10-03,33146
2017-10-04,33146
2017-10-05,32076
2017-10-06,32076
2017-10-07,31857
2017-10-08,31857
2017-10-09,33450
2017-10-10,33450
2017-10-11,33043
2017-10-12,33043
2017-10-13,33115
2017-10-14,33115
2017-10-15,33399
2017-10-16,33399
2017-10-17,33612
2017-10-18,33612
2017-10-19,33551
2017-10-20,33551
2017-10-21,32953
2017-10-22,32624
2017-10-23,32624
2017-10-24,31897
2017-10-25,31717
2017-10-26,31717
2017-10-27,31526
2017-10-28,31526
2017-10-29,31234
2017-10-30,31234
2017-10-31,30745
2017-11-01,30745
2017-11-02,30308
2017-11-03,30308
2017-11-04,30901
2017-11-05,30901
2017-11-06,31195
2017-11-07,31195
2017-11-08,31688
2017-11-09,31688
2017-11-10,32202
2017-11-11,32202
2017-11-12,32102
2017-11-13,32102
2017-11-14,32008
2017-11-15,32008
2017-11-16,31603
2017-11-17,31603
2017-11-18,31541
2017-11-19,31541
2017-11-20,31507
2017-11-21,31507
2017-11-22,31287
2017-11-23,31287
2017-11-24,31714
2017-11-25,31714
2017-11-26,32127
2017-11-27,32127
2017-11-28,32212
2017-11-29,32212
2017-11-30,32155
2017-12-01,31253
2017-12-02,31253
2017-12-03,30298
2017-12-04,30298
2017-12-05,29238
2017-12-06,29238
2017-12-07,28474
2017-12-08,28474
2017-12-09,28114
2017-12-10,28114
2017-12-11,27639
2017-12-12,27639
2017-12-13,27991
2017-12-14,27991
2017-12-15,28863
2017-12-16,28863
2017-12-17,27680
2017-12-18,26643
2017-12-19,26643
2017-12-20,25859
2017-12-21,26317
2017-12-22,26317
2017-12-23,26738
2017-12-24,26738
2017-12-25,28005
2017-12-26,28005
2017-12-27,29253
2017-12-28,29253
2017-12-29,30156
2017-12-30,31491
2017-12-31,31491
2018-01-01,33046
2018-01-02,33046
2018-01-03,33242
2018-01-04,33242
2018-01-05,34358
2018-01-06,33412
2018-01-07,33412
2018-01-08,33025
2018-01-09,33025
2018-01-10,32201
2018-01-11,32201
2018-01-12,31312
2018-01-13,31312
2018-01-14,30551
2018-01-15,30551
2018-01-16,29571
2018-01-17,28816
2018-01-18,28816
2018-01-19,28551
2018-01-20,28140
2018-01-21,28140
2018-01-22,27581
2018-01-23,27581
2018-01-25,26800
2018-01-26,26215
2018-01-27,26215
2018-01-28,26295
2018-01-29,26295
2018-01-30,26270
2018-01-31,26270
2018-02-01,26334
2018-02-02,26334
2018-02-03,26236
2018-02-04,26236
2018-02-05,26236
2018-02-06,26543
2018-02-07,26917
2018-02-08,26917
2018-02-09,26617
2018-02-10,26617
2018-02-11,26904
2018-02-12,26904
2018-02-13,27705
2018-02-14,27705
2018-02-15,28213
2018-02-16,28213
2018-02-17,27861
2018-02-18,27861
2018-02-19,27766
2018-02-20,27766
2018-02-21,27745
2018-02-22,27745
2018-02-23,27652
2018-02-24,27652
2018-02-25,27412
2018-02-26,27412
2018-02-27,27458
2018-02-28,27458
2018-03-01,28539
2018-03-02,29791
2018-03-03,29791
2018-03-04,31132
2018-03-05,31132
2018-03-06,32001
2018-03-07,31721
2018-03-08,31721
2018-03-09,31953
2018-03-10,31953
2018-03-11,31002
2018-03-12,31002
2018-03-13,31221
2018-03-14,31221
2018-03-15,32644
2018-03-16,32644
2018-03-17,34039
2018-03-18,34039
2018-03-20,36381
2018-03-21,36381
2018-03-23,36984
2018-03-24,38027
2018-03-25,38027
2018-03-26,38790
2018-03-27,37149
2018-03-28,37149
2018-03-29,36656
2018-03-30,36656
2018-03-31,35462
2018-04-01,35462
2018-04-02,34963
2018-04-03,35464
2018-04-04,35464
2018-04-05,35998
2018-04-06,35998
2018-04-07,36526
2018-04-08,36526
2018-04-09,37008
2018-04-10,37008
2018-04-11,36560
2018-04-12,36086
2018-04-13,36086
2018-04-14,35056
2018-04-15,34311
2018-04-16,34311
2018-04-17,34011
2018-04-18,34011
2018-04-19,34107
2018-04-20,34107
2018-04-21,34556
2018-04-22,34556
2018-04-23,35261
2018-04-24,35261
2018-04-25,35386
2018-04-26,35386
2018-04-27,35840
2018-04-28,35840
2018-04-29,35338
2018-04-30,35338
2018-05-01,34741
2018-05-03,33791
2018-05-04,33791
2018-05-05,33284
2018-05-07,32776
2018-05-08,32776
2018-05-09,33174
2018-05-10,33174
2018-05-11,33352
2018-05-12,33149
2018-05-13,33149
2018-05-14,32216
2018-05-15,32216
2018-05-16,31428
2018-05-17,31428
2018-05-18,31159
2018-05-19,31592
2018-05-20,31592
2018-05-21,31600
2018-05-22,31600
2018-05-23,32737
2018-05-24,32737
2018-05-25,33158
2018-05-26,34294
2018-05-27,34294
2018-05-28,35024
2018-05-29,35024
2018-05-30,35166
2018-05-31,35166
2018-06-01,34442
2018-06-02,34192
2018-06-03,34192
2018-06-04,34047
2018-06-05,34416
2018-06-06,34005
2018-06-07,34005
2018-06-08,33268
2018-06-09,33268
2018-06-10,31995
2018-06-11,31995
2018-06-12,30401
2018-06-13,29322
2018-06-14,29322
2018-06-15,28786
2018-06-16,28786
2018-06-17,28310
2018-06-18,28310
2018-06-19,28083
2018-06-20,28083
2018-06-21,28298
2018-06-22,28298
2018-06-23,27998
2018-06-24,27998
2018-06-25,27759
2018-06-26,27759
2018-06-27,27643
2018-06-28,27643
2018-06-29,27210
2018-06-30,27210
2018-07-01,26969
2018-07-02,26969
2018-07-03,27378
2018-07-04,27378
2018-07-05,27378
2018-07-06,27067
2018-07-07,27067
2018-07-08,26928
2018-07-09,26928
2018-07-10,26733
2018-07-11,26733
2018-07-12,26733
2018-07-13,27092
2018-07-14,27502
2018-07-15,27502
2018-07-16,27570
2018-07-17,27357
2018-07-18,27357
2018-07-19,27283
2018-07-20,27283
2018-07-21,27303
2018-07-22,27304
2018-07-23,27240
2018-07-24,27240
2018-07-25,27263
2018-07-26,26864
2018-07-27,26845
2018-07-28,26845
2018-07-29,26863
2018-07-30,26863
2018-07-31,26763
2018-08-01,27703
2018-08-02,28575
2018-08-03,28575
2018-08-04,29043
2018-08-05,29043
2018-08-06,29694
2018-08-07,29694
2018-08-08,30508
2018-08-09,30508
2018-08-10,31217
2018-08-11,31217
2018-08-12,31448
2018-08-14,31434
2018-08-16,31463
2018-08-17,31132
2018-08-18,31132
2018-08-19,31319
2018-08-20,30630
2018-08-21,30630
2018-08-22,30427
2018-08-23,30427
2018-08-24,30179
2018-08-25,29898
2018-08-26,29898
2018-08-27,29940
2018-08-28,30362
2018-08-29,30362
2018-08-30,30615
2018-08-31,30269
2018-09-01,30105
2018-09-02,30105
2018-09-03,30698
2018-09-04,31065
2018-09-05,31697
2018-09-06,31697
2018-09-07,32189
2018-09-08,32189
2018-09-09,32747
2018-09-10,33225
2018-09-11,33225
2018-09-12,33773
2018-09-13,33773
2018-09-14,34633
2018-09-15,35257
2018-09-16,35257
2018-09-17,35566
2018-09-18,35392
2018-09-19,35392
2018-09-20,36093
2018-09-21,36093
2018-09-22,35501
2018-09-23,35501
2018-09-24,34833
2018-09-25,34833
2018-09-26,33842
2018-09-27,33842
2018-09-28,33768
2018-09-29,33768
2018-09-30,32798
2018-10-01,32176
2018-10-02,32176
2018-10-03,31290
2018-10-04,31290
2018-10-05,31306
2018-10-06,31427
2018-10-07,31427
2018-10-08,31626
2018-10-09,31525
2018-10-10,32290
2018-10-11,32544
2018-10-12,32544
2018-10-13,32180
2018-10-14,32413
2018-10-15,32413
2018-10-16,32856
2018-10-17,32543
2018-10-18,32873
2018-10-19,33150
2018-10-20,33150
2018-10-21,33036
2018-10-22,33052
2018-10-23,33052
2018-10-24,33793
2018-10-25,35056
2018-10-26,35056
2018-10-27,34573
2018-10-28,34203
2018-10-29,34203
2018-10-30,34041
2018-10-31,34196
2018-11-01,34524
2018-11-03,33376
2018-11-04,33376
2018-11-05,33680
2018-11-06,33871
2018-11-07,33945
2018-11-08,34318
2018-11-09,33661
2018-11-10,33558
2018-11-11,34559
2018-11-12,34808
2018-11-13,35039
2018-11-14,35039
2018-11-15,35894
2018-11-16,37635
2018-11-17,38707
2018-11-18,40194
2018-11-19,41782
2018-11-20,43831
2018-11-21,43831
2018-11-22,45642
2018-11-23,45538
2018-11-24,46265
2018-11-25,46956
2018-11-26,46956
2018-11-27,46729
2018-11-28,46751
2018-11-29,46216
2018-12-01,46138
2018-12-02,45965
2018-12-03,45965
2018-12-05,45500
2018-12-07,47972
2018-12-09,46802
2018-12-10,46336
2018-12-11,46197
2018-12-12,45949
2018-12-13,45618
2018-12-14,45136
2018-12-15,45540
2018-12-16,45401
2018-12-17,45134
2018-12-18,45209
2018-12-19,46417
2018-12-20,46749
2018-12-21,45466
2018-12-22,45043
2018-12-23,44446
2018-12-24,44631
2018-12-25,44635
2018-12-26,44635
2018-12-27,44111
2018-12-28,43309
2018-12-29,42776
2018-12-30,41751
2018-12-31,39971
2019-01-01,38667
2019-01-02,38431
2019-01-03,37565
2019-01-04,36489
2019-01-05,35810
2019-01-06,34916
2019-01-08,35086
2019-01-10,35954
2019-01-11,36334
2019-01-12,36879
2019-01-13,37288
2019-01-14,36592
2019-01-15,36389
2019-01-16,36200
2019-01-17,36155
2019-01-18,35911
2019-01-19,35863
2019-01-20,35063
2019-01-21,35063
2019-01-22,34209
2019-01-23,33700
2019-01-24,33804
2019-01-25,33738
2019-01-26,33531
2019-01-27,33369
2019-01-28,33227
2019-01-29,32993
2019-01-30,32262
2019-01-31,32262
2019-02-01,32034
2019-02-02,32324
2019-02-03,32510
2019-02-04,32510
2019-02-05,32570
2019-02-06,32570
2019-02-07,32148
2019-02-08,32163
2019-02-09,32075
2019-02-10,32121
2019-02-11,32041
2019-02-12,32041
2019-02-13,32234
2019-02-14,32234
2019-02-15,32089
2019-02-16,31668
2019-02-17,31242
2019-02-18,31314
2019-02-19,31725
2019-02-20,31829
2019-02-21,32136
2019-02-22,32117
2019-02-23,31924
2019-02-24,31783
2019-02-25,31099
2019-02-26,31039
2019-02-27,31039
2019-02-28,31039
2019-03-01,30831
2019-03-02,30315
2019-03-03,29919
2019-03-04,29278
2019-03-05,28850
2019-03-06,28759
2019-03-07,28504
2019-03-08,28504
2019-03-09,28602
2019-03-10,28035
2019-03-11,27547
2019-03-12,27254
2019-03-13,27254
2019-03-14,27310
2019-03-15,27310
2019-03-16,27716
2019-03-17,27704
2019-03-18,27704
2019-03-19,27641
2019-03-20,27891
2019-03-21,28103
2019-03-22,28103
2019-03-23,27049
2019-03-24,26235
2019-03-25,26235
2019-03-26,26085
2019-03-27,26085
2019-03-28,26183
2019-03-29,25882
2019-03-30,25882
