date_obj,Obsidian%20cape%20(r) price
2020-02-27,2311854
2020-02-28,2352008
2020-02-29,2346573
2020-03-01,2373840
2020-03-02,2344851
2020-03-03,2261314
2020-03-04,2228147
2020-03-05,2276982
2020-03-06,2273891
2020-03-07,2259999
2020-03-08,2232765
2020-03-09,2216930
2020-03-10,2271186
2020-03-11,2384746
2020-03-12,2489074
2020-03-13,2420721
2020-03-14,2358007
2020-03-15,2365605
2020-03-16,2395019
2020-03-17,2456225
2020-03-18,2383188
2020-03-19,2398995
2020-03-20,2423422
2020-03-21,2437888
2020-03-22,2522505
2020-03-23,2516599
2020-03-24,2504764
2020-03-25,2553059
2020-03-26,2558586
2020-03-27,2503094
2020-03-28,2529071
2020-03-29,2503227
2020-03-30,2465635
2020-03-31,2476307
2020-04-01,2480512
2020-04-02,2496730
2020-04-03,2487414
2020-04-04,2445737
2020-04-05,2373263
2020-04-06,2365051
2020-04-07,2359681
2020-04-08,2307049
2020-04-09,2211902
2020-04-10,2177741
2020-04-11,2220157
2020-04-12,2129265
2020-04-13,2095840
2020-04-14,2084914
2020-04-15,2043218
2020-04-16,2026638
2020-04-17,2040821
2020-04-18,2037863
2020-04-19,2029333
2020-04-20,2044295
2020-04-21,2033301
2020-04-22,1991797
2020-04-23,1975811
2020-04-24,1976024
2020-04-25,1986153
2020-04-26,1985635
2020-04-27,1926097
2020-04-28,1916781
2020-04-29,1903540
2020-04-30,1953139
2020-05-01,2021075
2020-05-02,1965429
2020-05-03,1963773
2020-05-04,1958911
2020-05-05,1989273
2020-05-06,2024747
2020-05-07,2031196
2020-05-08,2047728
2020-05-09,2034205
2020-05-10,2021770
2020-05-11,1987808
2020-05-12,1970667
2020-05-13,1942125
