date_obj,Anguish%20ornament%20kit price
2018-01-24,1039928
2018-01-25,1087196
2018-01-26,1132967
2018-01-27,1182286
2018-01-28,1236956
2018-01-29,1291012
2018-01-30,1352612
2018-01-31,1417517
2018-02-01,1485094
2018-02-02,1550452
2018-02-03,1626115
2018-02-04,1703485
2018-02-05,1784665
2018-02-06,1869982
2018-02-07,1961779
2018-02-08,2047503
2018-02-09,2148396
2018-02-10,2252662
2018-02-11,2361944
2018-02-12,2479192
2018-02-13,2599213
2018-02-14,2727165
2018-02-15,2860845
2018-02-16,3001350
2018-02-17,3147712
2018-02-18,3302922
2018-02-19,3464793
2018-02-20,3631893
2018-02-21,3806241
2018-02-22,3991977
2018-02-23,4183298
2018-02-24,4373811
2018-02-25,4592502
2018-02-26,4818940
2018-02-27,5041701
2018-02-28,5274905
2018-03-01,5519933
2018-03-02,5776790
2018-03-03,6048350
2018-03-04,6319963
2018-03-05,6635962
2018-03-06,6953729
2018-03-07,7274839
2018-03-08,7621710
2018-03-09,7991272
2018-03-10,8353050
2018-03-11,8742780
2018-03-12,9162600
2018-03-13,9606927
2018-03-14,10067068
2018-03-15,10509960
2018-03-16,10995174
2018-03-17,11494117
2018-03-18,12033414
2018-03-19,12592459
2018-03-20,13222082
2018-03-21,13824551
2018-03-22,14491525
2018-03-23,15171851
2018-03-24,15854285
2018-03-25,16647000
2018-03-26,17464747
2018-03-27,18337985
2018-03-28,18337985
2018-03-29,19254885
2018-03-30,20161632
2018-03-31,21117311
2018-04-01,22132949
2018-04-02,23239597
2018-04-03,24323637
2018-04-04,25451534
2018-04-05,25451534
2018-04-06,26724111
2018-04-07,26724111
2018-04-08,28060317
2018-04-09,29463333
2018-04-10,30807795
2018-04-11,32189247
2018-04-12,33798710
2018-04-13,35185953
2018-04-14,35185953
2018-04-15,34935952
2018-04-16,34935952
2018-04-17,34063030
2018-04-18,34063030
2018-04-19,33591226
2018-04-20,33868429
2018-04-21,33940260
2018-04-22,33940260
2018-04-23,34017557
2018-04-24,34836236
2018-04-25,35161578
2018-04-26,35161578
2018-04-27,36345090
2018-04-28,36895851
2018-04-29,37971328
2018-04-30,38131352
2018-05-01,37624214
2018-05-02,37113720
2018-05-03,36291427
2018-05-04,35491600
2018-05-05,34286375
2018-05-06,34286375
2018-05-07,32833331
2018-05-08,32833331
2018-05-09,31943921
2018-05-10,30797275
2018-05-11,29290820
2018-05-12,28992603
2018-05-13,28992603
2018-05-14,30320931
2018-05-15,30320931
2018-05-16,31411663
2018-05-17,32002497
2018-05-18,33191663
2018-05-19,33600157
2018-05-20,34199784
2018-05-21,34026637
2018-05-22,34026637
2018-05-23,33983447
2018-05-24,34046526
2018-05-25,34976474
2018-05-26,34744365
2018-05-27,35050561
2018-05-28,36053849
2018-05-29,36125876
2018-05-30,35772248
2018-05-31,35436343
2018-06-01,35340685
2018-06-02,34262425
2018-06-03,33100017
2018-06-04,32755516
2018-06-05,32161430
2018-06-06,30578760
2018-06-07,30578760
2018-06-08,29128042
2018-06-09,29128042
2018-06-10,28520547
2018-06-11,28177297
2018-06-12,27448398
2018-06-13,26313136
2018-06-14,25041214
2018-06-15,24716705
2018-06-16,24234024
2018-06-17,23165037
2018-06-18,24208657
2018-06-19,25419090
2018-06-20,26417880
2018-06-21,27693880
2018-06-22,28214226
2018-06-23,28214226
2018-06-24,28501493
2018-06-25,28079074
2018-06-26,27984548
2018-06-27,27608972
2018-06-28,27145818
2018-06-29,26123312
2018-06-30,24821982
2018-07-01,24069532
2018-07-02,23926813
2018-07-03,23296071
2018-07-04,23398158
2018-07-05,23398158
2018-07-06,23790339
2018-07-07,23849930
2018-07-08,23343280
2018-07-09,22933729
2018-07-10,22271687
2018-07-11,22005507
2018-07-12,21919262
2018-07-13,21723300
2018-07-14,22184972
2018-07-15,21982334
2018-07-16,21449667
2018-07-17,21057640
2018-07-18,20458035
2018-07-19,20104778
2018-07-20,19483372
2018-07-21,18781175
2018-07-22,17899914
2018-07-23,17752962
2018-07-24,18135568
2018-07-25,18858457
2018-07-26,19434015
2018-07-27,19648075
2018-07-28,20374176
2018-07-29,20583576
2018-07-30,21158093
2018-07-31,21042999
2018-08-01,21042999
2018-08-02,20618068
2018-08-03,20323789
2018-08-04,19967366
2018-08-05,19796474
2018-08-06,19376402
2018-08-07,18489619
2018-08-08,17574439
2018-08-09,16736568
2018-08-10,16297717
2018-08-11,16876391
2018-08-12,17273595
2018-08-14,16441539
2018-08-16,15662774
2018-08-17,15837041
2018-08-18,16590021
2018-08-19,17216944
2018-08-20,17835289
2018-08-21,18635535
2018-08-22,19227387
2018-08-23,18822537
2018-08-24,18685750
2018-08-25,18638562
2018-08-26,18392284
2018-08-27,18424808
2018-08-28,18376910
2018-08-29,18406421
2018-08-30,18670942
2018-08-31,19105390
2018-09-01,19762532
2018-09-02,19754638
2018-09-03,19391405
2018-09-04,18963925
2018-09-05,18669902
2018-09-06,18669902
2018-09-07,18061145
2018-09-08,17158087
2018-09-09,16323887
2018-09-10,15964847
2018-09-11,15964847
2018-09-12,15803587
2018-09-13,16025210
2018-09-14,16323949
2018-09-15,16490933
2018-09-16,16136774
2018-09-17,15845920
2018-09-18,15530870
2018-09-19,15462914
2018-09-20,15460324
2018-09-21,16159745
2018-09-22,16465040
2018-09-23,16293057
2018-09-24,16418353
2018-09-25,16677705
2018-09-26,16785409
2018-09-27,16696024
2018-09-28,16838210
2018-09-29,17680121
2018-09-30,18435114
2018-10-02,17806471
2018-10-03,17775734
2018-10-04,18027156
2018-10-05,18047848
2018-10-06,18138778
2018-10-07,18241661
2018-10-08,18256054
2018-10-09,18075012
2018-10-10,17923883
2018-10-11,18054668
2018-10-12,17968059
2018-10-13,17923881
2018-10-14,17937939
2018-10-15,17881785
2018-10-16,17865058
2018-10-17,17822529
2018-10-18,17605870
2018-10-19,17445745
2018-10-20,17366070
2018-10-21,17304338
2018-10-22,17133645
2018-10-23,16884815
2018-10-24,16807837
2018-10-25,16930440
2018-10-26,16675886
2018-10-27,16663023
2018-10-28,16727106
2018-10-29,16712220
2018-10-30,16731808
2018-10-31,16748370
2018-11-01,16571878
2018-11-03,16141069
2018-11-04,15892505
2018-11-05,15862637
2018-11-06,15805319
2018-11-07,15762431
2018-11-08,15651349
2018-11-09,15629195
2018-11-10,15553663
2018-11-11,15590569
2018-11-12,15385525
2018-11-13,14944160
2018-11-14,14690332
2018-11-15,14246854
2018-11-16,13987225
2018-11-17,13740316
2018-11-18,13735284
2018-11-19,13639813
2018-11-20,13398027
2018-11-21,13016294
2018-11-22,12498652
2018-11-23,11873719
2018-11-24,11280033
2018-11-25,10746844
2018-11-26,11036438
2018-11-27,11295468
2018-11-28,11615788
2018-11-29,11912035
2018-12-01,12677859
2018-12-02,12805882
2018-12-03,12800815
2018-12-04,12636546
2018-12-05,12419394
2018-12-07,12141039
2018-12-09,11937323
2018-12-10,12078978
2018-12-11,11974755
2018-12-12,11776822
2018-12-13,11455841
2018-12-14,11353220
2018-12-15,11213014
2018-12-16,11062083
2018-12-17,10788411
2018-12-18,10851099
2018-12-19,10670558
2018-12-20,10373719
2018-12-21,10249071
2018-12-22,10185741
2018-12-23,10328227
2018-12-24,10719840
2018-12-25,11226418
2018-12-26,11378075
2018-12-27,11377820
2018-12-28,11802316
2018-12-29,12044192
2018-12-30,12599412
2018-12-31,12071183
2019-01-01,11619606
2019-01-02,11119921
2019-01-03,10834676
2019-01-04,10641769
2019-01-05,10646823
2019-01-06,10711048
2019-01-08,10641866
2019-01-10,10565771
2019-01-11,10647598
2019-01-12,11049220
2019-01-13,11492231
2019-01-14,11936359
2019-01-15,12315066
2019-01-16,12196564
2019-01-17,12386746
2019-01-18,12553029
2019-01-19,13054424
2019-01-20,12778983
2019-01-21,12950413
2019-01-22,12853316
2019-01-23,12729446
2019-01-24,12658390
2019-01-25,12556086
2019-01-26,12302138
2019-01-27,12456672
2019-01-28,12318539
2019-01-29,12320768
2019-01-30,12247414
2019-01-31,12194525
2019-02-01,12075156
2019-02-02,12286344
2019-02-03,12272768
2019-02-04,12230332
2019-02-05,12237484
2019-02-06,12181500
2019-02-07,12249366
2019-02-08,12450592
2019-02-09,12835155
2019-02-10,13456575
2019-02-11,12923505
2019-02-12,12468853
2019-02-13,12381939
2019-02-14,12507228
2019-02-15,12492488
2019-02-16,12437272
2019-02-17,12365915
2019-02-18,12523856
2019-02-19,12261565
2019-02-20,12143868
2019-02-21,12167257
2019-02-22,12313270
2019-02-23,12672537
2019-02-24,12722944
2019-02-25,12817638
2019-02-26,12799606
2019-02-27,12647919
2019-02-28,12558035
2019-03-01,12509573
2019-03-02,12553801
2019-03-03,12634897
2019-03-04,12546422
2019-03-05,12440596
2019-03-06,12509159
2019-03-07,12434615
2019-03-08,12356163
2019-03-09,12233894
2019-03-10,12139512
2019-03-11,12065740
2019-03-12,11823986
2019-03-13,11615601
2019-03-14,11333186
2019-03-15,11298143
2019-03-16,11290062
2019-03-17,11333779
2019-03-18,11317661
2019-03-19,11345543
2019-03-20,11713653
2019-03-21,11970685
2019-03-22,12111710
2019-03-23,12608525
2019-03-24,13166432
2019-03-25,13275179
2019-03-26,13570133
2019-03-27,13308236
2019-03-28,13551436
2019-03-29,13628355
2019-03-30,13352721
2019-03-31,13287277
2019-04-01,12729168
2019-04-02,12632456
2019-04-03,12595010
2019-04-04,12356384
2019-04-05,12025904
2019-04-06,11931564
2019-04-07,11875799
2019-04-08,11823765
2019-04-09,11894286
2019-04-10,12332555
2019-04-11,12227190
2019-04-12,11918131
2019-04-13,11690361
2019-04-14,11392111
2019-04-15,11203151
2019-04-16,10736440
2019-04-17,10312749
2019-04-18,10390326
2019-04-19,10261517
2019-04-20,10464637
2019-04-21,10701225
2019-04-22,10637389
2019-04-23,10365619
2019-04-24,10222448
2019-04-25,10186362
2019-04-26,10373209
2019-04-27,10371921
2019-04-28,10548772
2019-04-29,10805963
2019-04-30,11001891
2019-05-01,11047355
2019-05-02,11109733
2019-05-03,11025780
2019-05-04,11037281
2019-05-05,11261941
2019-05-06,11324318
2019-05-07,11585956
2019-05-08,11901797
2019-05-09,11830752
2019-05-10,11646802
2019-05-11,11560077
2019-05-12,11604697
2019-05-13,11519861
2019-05-14,11408365
2019-05-15,11356135
2019-05-16,11196740
2019-05-17,10864920
2019-05-18,10587002
2019-05-19,10197462
2019-05-20,9975948
2019-05-21,9768624
2019-05-22,9602424
2019-05-23,9367721
2019-05-24,9172272
2019-05-25,9227909
2019-05-26,9439720
2019-05-27,9566525
2019-05-28,9909167
2019-05-29,9914568
2019-05-30,9865270
2019-05-31,10267009
2019-06-01,10430158
2019-06-02,10341554
2019-06-03,10342097
2019-06-04,10026522
2019-06-05,9589866
2019-06-06,9491533
2019-06-07,9417229
2019-06-08,9394966
2019-06-09,9179725
2019-06-10,8972219
2019-06-11,8925618
2019-06-12,8698297
2019-06-13,8528601
2019-06-14,8421358
2019-06-15,8376852
2019-06-16,8457333
2019-06-17,8671674
2019-06-18,8600048
2019-06-19,8718314
2019-06-20,9056100
2019-06-21,8945645
2019-06-22,8842477
2019-06-23,8727158
2019-06-24,8761570
2019-06-25,8705918
2019-06-26,8642134
2019-06-27,8756338
2019-06-28,9046181
2019-06-29,9498491
2019-06-30,9917969
2019-07-01,9713666
2019-07-02,9654834
2019-07-03,9531013
2019-07-04,9388015
2019-07-05,9169906
2019-07-06,8914891
2019-07-07,9238520
2019-07-08,9401959
2019-07-09,9518187
2019-07-10,9608356
2019-07-11,9538657
2019-07-12,9533008
2019-07-13,9556383
2019-07-14,9506101
2019-07-15,9316195
2019-07-16,9205759
2019-07-17,8959739
2019-07-18,8887353
2019-07-19,8773126
2019-07-20,8725054
2019-07-21,8657312
2019-07-22,8798821
2019-07-23,8910329
2019-07-24,9076677
2019-07-25,9246654
2019-07-26,9329784
2019-07-27,9481204
2019-07-28,9633212
2019-07-29,9628734
2019-07-30,9584499
2019-07-31,9479364
2019-08-01,9409365
2019-08-02,9339343
2019-08-03,9332071
2019-08-04,9471646
2019-08-05,9886103
2019-08-06,9849908
2019-08-07,9788062
2019-08-08,9760557
2019-08-09,9649957
2019-08-10,9629099
2019-08-11,9647190
2019-08-12,9593974
2019-08-13,9483873
2019-08-14,9362930
2019-08-15,9202339
2019-08-16,8875735
2019-08-17,8827133
2019-08-18,8728438
2019-08-19,8557987
2019-08-20,8457888
2019-08-21,8382429
2019-08-22,8552706
2019-08-23,8575224
2019-08-24,8688498
2019-08-24,8688498
2019-08-25,8688692
2019-08-25,8688692
2019-08-26,8750084
2019-08-27,8975094
2019-08-27,8975094
2019-08-28,8944481
2019-08-29,8894962
2019-08-30,9059868
2019-08-31,9130171
2019-09-01,9212046
2019-09-02,9355781
2019-09-03,9278164
2019-09-04,9204943
2019-09-05,9156506
2019-09-06,9102549
2019-09-07,9110166
2019-09-08,9015715
2019-09-09,8964926
2019-09-10,8920410
2019-09-11,8791862
2019-09-12,8654824
2019-09-13,8674320
2019-09-14,8671145
2019-09-15,8694145
2019-09-16,8786368
2019-09-17,8749713
2019-09-18,8772843
2019-09-19,8805691
2019-09-20,8788566
2019-09-21,8773087
2019-09-22,8731710
2019-09-23,8701215
2019-09-24,8690654
2019-09-25,8620187
2019-09-26,8578511
2019-09-27,8686612
2019-09-28,8962899
2019-09-29,8969807
2019-09-30,9000995
2019-10-01,8941425
2019-10-02,8869325
2019-10-03,8799381
2019-10-04,8748985
2019-10-05,8721782
2019-10-06,8803864
2019-10-07,8802333
2019-10-08,8971428
2019-10-09,9076247
2019-10-10,9022039
2019-10-11,8920339
2019-10-12,8884077
2019-10-13,9057134
2019-10-14,9050293
2019-10-15,9070022
2019-10-16,9016283
2019-10-17,8958998
2019-10-18,8920913
2019-10-19,9084628
2019-10-20,9089379
2019-10-21,9041154
2019-10-22,9015545
2019-10-23,9250740
2019-10-24,9185572
2019-10-25,9333001
2019-10-26,9283457
2019-10-27,9239079
2019-10-28,9200370
2019-10-29,9166851
2019-10-30,9124838
2019-10-31,8860586
2019-11-01,8746303
2019-11-02,8747537
2019-11-03,8777283
2019-11-04,8735617
2019-11-05,8718203
2019-11-06,8765403
2019-11-07,8726416
2019-11-08,8728598
2019-11-09,8744047
2019-11-10,8660268
2019-11-11,8592937
2019-11-12,8501441
2019-11-13,8429472
2019-11-14,8258397
2019-11-15,8320534
2019-11-16,8336886
2019-11-17,8330274
2019-11-18,8291488
2019-11-19,8331247
2019-11-20,8483050
2019-11-21,8540628
2019-11-22,8728942
2019-11-23,8789774
2019-11-24,8847228
2019-11-25,9042058
2019-11-26,9267796
2019-11-27,9260899
2019-11-28,9386207
2019-11-29,9523572
2019-11-30,9482321
2019-12-01,9343492
2019-12-02,9271900
2019-12-03,9156161
2019-12-04,8927334
2019-12-05,8855228
2019-12-06,8790181
2019-12-07,8801883
2019-12-08,9102346
2019-12-09,9035609
2019-12-10,8951823
2019-12-11,8894777
2019-12-12,8942703
2019-12-13,9023333
2019-12-14,9315852
2019-12-15,9201567
2019-12-16,9137590
2019-12-17,9061586
2019-12-18,9007069
2019-12-19,8967824
2019-12-20,9045866
2019-12-21,9255085
2019-12-22,9196934
2019-12-23,9202383
2019-12-24,9453459
2019-12-25,9785025
2019-12-26,9798501
2019-12-27,9920051
2019-12-28,10177229
2019-12-29,10459333
2019-12-30,10446705
2019-12-31,10371392
2020-01-01,10270322
2020-01-02,10099376
2020-01-03,9929696
2020-01-04,9742138
2020-01-05,9569607
2020-01-06,9415425
2020-01-07,9259546
2020-01-08,9210101
2020-01-09,9214141
2020-01-10,9415802
2020-01-11,9285702
2020-01-12,9251352
2020-01-13,9255413
2020-01-14,9167743
2020-01-15,9135650
2020-01-16,9067538
2020-01-17,8992075
2020-01-18,9044160
2020-01-19,9245563
2020-01-20,9238622
2020-01-21,9307549
2020-01-22,9347396
2020-01-23,9332744
2020-01-24,9309748
2020-01-25,9311886
2020-01-26,9359423
2020-01-27,9375887
2020-01-28,9379834
2020-01-29,9355995
2020-01-30,9302207
2020-01-31,9303801
2020-02-01,9289030
2020-02-02,9262183
2020-02-03,9191212
2020-02-04,9163372
2020-02-05,9133506
2020-02-06,8878122
2020-02-07,8552207
2020-02-08,8472661
2020-02-09,8294038
2020-02-10,7966450
2020-02-11,7856414
2020-02-12,7782212
2020-02-13,7746317
2020-02-14,7591668
2020-02-15,7559602
2020-02-16,7564701
2020-02-17,7575259
2020-02-18,7562395
2020-02-19,7638564
2020-02-20,7866160
2020-02-21,7985292
2020-02-22,8291395
2020-02-23,8400239
2020-02-24,8316441
2020-02-25,8499945
2020-02-26,8651651
2020-02-27,8722180
2020-02-28,8828919
2020-02-29,9006669
2020-03-01,9059672
2020-03-02,8990225
2020-03-03,8917295
2020-03-04,8849046
2020-03-05,8776540
2020-03-06,8669686
2020-03-07,8682056
2020-03-08,8634781
2020-03-09,8653450
2020-03-10,8692994
2020-03-11,8732993
2020-03-12,8597971
2020-03-13,8499553
2020-03-14,8492764
2020-03-15,8500193
2020-03-16,8406710
2020-03-17,8352684
2020-03-18,8329318
2020-03-19,8325663
2020-03-20,8344166
2020-03-21,8563507
2020-03-22,8705165
2020-03-23,8619517
2020-03-24,8589726
2020-03-25,8572324
2020-03-26,8480357
2020-03-27,8371399
2020-03-28,8200904
2020-03-29,8084775
2020-03-30,7783650
2020-03-31,7622226
2020-04-01,7390396
2020-04-02,7232756
2020-04-03,7073021
2020-04-04,6829470
2020-04-05,6593129
2020-04-06,6545291
2020-04-07,6642345
2020-04-08,6891426
2020-04-09,7119644
2020-04-10,7177502
2020-04-11,7179955
2020-04-12,7419806
2020-04-13,7528676
2020-04-14,7581158
2020-04-15,7660891
2020-04-16,7810551
2020-04-17,7761900
2020-04-18,7677551
2020-04-19,7647800
2020-04-20,7754835
2020-04-21,7940840
2020-04-22,7959547
2020-04-23,8223439
2020-04-24,8180661
2020-04-25,8267082
2020-04-26,8362877
2020-04-27,8512946
2020-04-28,8593285
2020-04-29,8737169
2020-04-30,8837464
2020-05-01,8927107
2020-05-02,9019991
2020-05-03,8944367
