date_obj,Mithril%20kiteshield%20(g) price
2019-03-26,8253
2019-03-27,8266
2019-03-28,8390
2019-03-29,8278
2019-03-30,8225
2019-03-31,8176
2019-04-01,8508
2019-04-02,8604
2019-04-03,8624
2019-04-04,8400
2019-04-05,8222
2019-04-06,7900
2019-04-07,7692
2019-04-08,7640
2019-04-09,7961
2019-04-10,8245
2019-04-11,8209
2019-04-12,8114
2019-04-13,7956
2019-04-14,7650
2019-04-15,7364
2019-04-16,7018
2019-04-17,6738
2019-04-18,6442
2019-04-19,6119
2019-04-20,5903
2019-04-21,5785
2019-04-22,5741
2019-04-23,5514
2019-04-24,5280
2019-04-25,5179
2019-04-26,5136
2019-04-27,4938
2019-04-28,4904
2019-04-29,5045
2019-04-30,5013
2019-05-01,4890
2019-05-02,4882
2019-05-03,4818
2019-05-04,4708
2019-05-05,4802
2019-05-06,4794
2019-05-07,4818
2019-05-08,4663
2019-05-09,4642
2019-05-10,4730
2019-05-11,4833
2019-05-12,4851
2019-05-13,4924
2019-05-14,4934
2019-05-15,5119
2019-05-16,5374
2019-05-17,5479
2019-05-18,5640
2019-05-19,5765
2019-05-20,5926
2019-05-21,6097
2019-05-22,6201
2019-05-23,6385
2019-05-24,6464
2019-05-25,6554
2019-05-26,6744
2019-05-27,6959
2019-05-28,7118
2019-05-29,7346
2019-05-30,7589
2019-05-31,7809
2019-06-01,8045
2019-06-02,8208
2019-06-03,8312
2019-06-04,8422
2019-06-05,8608
2019-06-06,8568
2019-06-07,8418
2019-06-08,8495
2019-06-09,8286
2019-06-10,8323
2019-06-11,7972
2019-06-12,7846
2019-06-13,7811
2019-06-14,7736
2019-06-15,7750
2019-06-16,7669
2019-06-17,7542
2019-06-18,7618
2019-06-19,7432
2019-06-20,7182
2019-06-21,6992
2019-06-22,6906
2019-06-23,6785
2019-06-24,6644
2019-06-25,6663
2019-06-26,6765
2019-06-27,6983
2019-06-28,7242
2019-06-29,7533
2019-06-30,7714
2019-07-01,7873
2019-07-02,7911
2019-07-03,8040
2019-07-04,8160
2019-07-05,8299
2019-07-06,8640
2019-07-07,9038
2019-07-08,9357
2019-07-09,9591
2019-07-10,9797
2019-07-11,10104
2019-07-12,10330
2019-07-13,10112
2019-07-14,10133
2019-07-15,10011
2019-07-16,9886
2019-07-17,10036
2019-07-18,10097
2019-07-19,10347
2019-07-20,10214
2019-07-21,10409
2019-07-22,10520
2019-07-23,10250
2019-07-24,10118
2019-07-25,10477
2019-07-26,10492
2019-07-27,10511
2019-07-28,10448
2019-07-29,10885
2019-07-30,11292
2019-07-31,11614
2019-08-01,11990
2019-08-02,12240
2019-08-03,12607
2019-08-04,12828
2019-08-05,13130
2019-08-06,13460
2019-08-07,13759
2019-08-08,13929
2019-08-09,13788
2019-08-10,13741
2019-08-11,13558
2019-08-12,13294
2019-08-13,13256
2019-08-14,12824
2019-08-15,12304
2019-08-16,12122
2019-08-17,12432
2019-08-18,12474
2019-08-19,12733
2019-08-20,12700
2019-08-21,12536
2019-08-22,12435
2019-08-23,12260
2019-08-24,12153
2019-08-24,12153
2019-08-25,12168
2019-08-25,12168
2019-08-26,12242
2019-08-26,12242
2019-08-27,11923
2019-08-27,11923
2019-08-28,11735
2019-08-29,11850
2019-08-30,11827
2019-08-31,11909
2019-09-01,12170
2019-09-02,12263
2019-09-03,12424
2019-09-04,12632
2019-09-05,12795
2019-09-06,13113
2019-09-07,13057
2019-09-08,13040
2019-09-09,13135
2019-09-10,13043
2019-09-11,13233
2019-09-12,13344
2019-09-13,13325
2019-09-14,13166
2019-09-15,12911
2019-09-16,12870
2019-09-17,12579
2019-09-18,12170
2019-09-19,11833
2019-09-20,11726
2019-09-21,11483
2019-09-22,11108
2019-09-23,10939
2019-09-24,10669
2019-09-25,10467
2019-09-26,10938
2019-09-27,11226
2019-09-28,11484
2019-09-29,11703
2019-09-30,11718
2019-10-01,11568
2019-10-02,11437
2019-10-03,11551
2019-10-04,11548
2019-10-05,11533
2019-10-06,11716
2019-10-07,11880
2019-10-08,11819
2019-10-09,11819
2019-10-10,11923
2019-10-11,11821
2019-10-12,11647
2019-10-13,12102
2019-10-14,12303
2019-10-15,12503
2019-10-16,12722
2019-10-17,12750
2019-10-18,12834
2019-10-19,12913
2019-10-20,12861
2019-10-21,12735
2019-10-22,12953
2019-10-23,13133
2019-10-24,12558
2019-10-25,12325
2019-10-26,12249
2019-10-27,12147
2019-10-28,12399
2019-10-29,12290
2019-10-30,12049
2019-10-31,12126
2019-11-01,11905
2019-11-02,12209
2019-11-03,12318
2019-11-04,12569
2019-11-05,12602
2019-11-06,12559
2019-11-07,12518
2019-11-08,12565
2019-11-09,12759
2019-11-10,12951
2019-11-11,12421
2019-11-12,11941
2019-11-13,11920
2019-11-14,11866
2019-11-15,11780
2019-11-16,11527
2019-11-17,11011
2019-11-18,10460
2019-11-19,10057
2019-11-20,9864
2019-11-21,9675
2019-11-22,9554
2019-11-23,9567
2019-11-24,9552
2019-11-25,9414
2019-11-26,9258
2019-11-27,9258
2019-11-28,9319
2019-11-29,9153
2019-11-30,9033
2019-12-01,9120
2019-12-02,9235
2019-12-03,9294
2019-12-04,9235
2019-12-05,9332
2019-12-06,9717
2019-12-07,9843
2019-12-08,10185
2019-12-09,10162
2019-12-10,10518
2019-12-11,10813
2019-12-12,11175
2019-12-13,11374
2019-12-14,11701
2019-12-15,11739
2019-12-16,12031
2019-12-17,12313
2019-12-18,12200
2019-12-19,12401
2019-12-20,12515
2019-12-21,12428
2019-12-22,12174
2019-12-23,11863
2019-12-24,11812
2019-12-25,11898
2019-12-26,12003
2019-12-27,11719
2019-12-28,11907
2019-12-29,11979
2019-12-30,11847
2019-12-31,11874
2020-01-01,12133
2020-01-02,12096
2020-01-03,11641
2020-01-04,11342
2020-01-05,10923
2020-01-06,10530
2020-01-07,10233
2020-01-08,9923
2020-01-09,9778
2020-01-10,9476
2020-01-11,9576
2020-01-12,9980
2020-01-13,9980
2020-01-14,10282
2020-01-15,10652
2020-01-16,10653
2020-01-17,10656
2020-01-18,10165
2020-01-19,9932
2020-01-20,9603
2020-01-21,9476
2020-01-22,9704
2020-01-23,9733
2020-01-24,10013
2020-01-25,10388
2020-01-26,10435
2020-01-27,10244
2020-01-28,10098
2020-01-29,10202
2020-01-30,10460
2020-01-31,10630
2020-02-01,10782
2020-02-02,11105
2020-02-03,11575
2020-02-04,11739
2020-02-05,11727
2020-02-06,12105
2020-02-07,12361
2020-02-08,12631
2020-02-09,12817
2020-02-10,13045
2020-02-11,13439
2020-02-12,13801
2020-02-13,13975
2020-02-14,14483
2020-02-15,14704
2020-02-16,14950
2020-02-17,14852
2020-02-18,15109
2020-02-19,15356
2020-02-20,15610
2020-02-21,15610
2020-02-22,15804
2020-02-23,15478
2020-02-24,14822
2020-02-25,14080
2020-02-26,13624
2020-02-27,12984
2020-02-28,12825
2020-02-29,12318
2020-03-01,11809
2020-03-02,11399
2020-03-03,11035
2020-03-04,10735
2020-03-05,10232
2020-03-06,9771
2020-03-07,9677
2020-03-08,9712
2020-03-09,9778
2020-03-10,9697
2020-03-11,9670
2020-03-12,9672
2020-03-13,9430
2020-03-14,9301
2020-03-15,9186
2020-03-16,9105
2020-03-17,9157
2020-03-18,9129
2020-03-19,9108
2020-03-20,8832
2020-03-21,8684
2020-03-22,8575
2020-03-23,8431
2020-03-24,8315
2020-03-25,8229
2020-03-26,7971
2020-03-27,7735
2020-03-28,7520
2020-03-29,7541
2020-03-30,7379
2020-03-31,7231
2020-04-01,7178
2020-04-02,6917
2020-04-03,6662
2020-04-04,6765
2020-04-05,6774
2020-04-06,6583
2020-04-07,6374
2020-04-08,6289
2020-04-09,6143
2020-04-10,5931
2020-04-11,5782
2020-04-12,5764
2020-04-13,5628
2020-04-14,5482
2020-04-15,5292
2020-04-16,5161
2020-04-17,5160
2020-04-18,5086
2020-04-19,5011
2020-04-20,5066
2020-04-21,5123
2020-04-22,5247
2020-04-23,5249
2020-04-24,5278
2020-04-25,5259
2020-04-26,5190
2020-04-27,5312
2020-04-28,5252
2020-04-29,5280
2020-04-30,5262
2020-05-01,5266
2020-05-02,5198
2020-05-03,5361
2020-05-04,5464
2020-05-05,5460
2020-05-06,5672
2020-05-07,5872
2020-05-08,6105
2020-05-09,6301
2020-05-10,6419
2020-05-11,6504
2020-05-12,6632
2020-05-13,6803
