date_obj,Bone%20spear price
2015-11-29,813
2015-11-30,817
2015-12-01,817
2015-12-02,825
2015-12-03,825
2015-12-04,823
2015-12-05,823
2015-12-06,822
2015-12-07,822
2015-12-08,823
2015-12-09,844
2015-12-10,844
2015-12-11,836
2015-12-12,836
2015-12-13,834
2015-12-14,834
2015-12-15,845
2015-12-16,845
2015-12-17,867
2015-12-18,904
2015-12-19,904
2015-12-20,928
2015-12-21,928
2015-12-22,952
2015-12-23,984
2015-12-24,984
2015-12-25,1005
2015-12-26,1005
2015-12-27,982
2015-12-28,982
2015-12-29,971
2015-12-30,973
2015-12-31,973
2016-01-01,961
2016-01-02,961
2016-01-03,962
2016-01-04,967
2016-01-05,955
2016-01-06,941
2016-01-07,941
2016-01-08,946
2016-01-09,946
2016-01-10,945
2016-01-11,945
2016-01-12,945
2016-01-13,945
2016-01-14,952
2016-01-15,970
2016-01-16,970
2016-01-17,987
2016-01-18,986
2016-01-19,986
2016-01-20,978
2016-01-21,978
2016-01-22,984
2016-01-23,984
2016-01-24,1002
2016-01-25,1001
2016-01-26,1001
2016-01-27,1003
2016-01-28,1003
2016-01-29,990
2016-01-30,990
2016-01-31,965
2016-02-01,941
2016-02-02,941
2016-02-03,939
2016-02-04,939
2016-02-05,946
2016-02-06,952
2016-02-07,952
2016-02-08,953
2016-02-09,953
2016-02-10,968
2016-02-11,968
2016-02-12,975
2016-02-13,987
2016-02-14,987
2016-02-15,990
2016-02-16,990
2016-02-17,990
2016-02-18,990
2016-02-19,980
2016-02-20,983
2016-02-21,977
2016-02-22,977
2016-02-23,986
2016-02-24,986
2016-02-25,990
2016-02-26,990
2016-02-27,1007
2016-02-28,1007
2016-02-29,1022
2016-03-01,1039
2016-03-02,1039
2016-03-03,1045
2016-03-04,1062
2016-03-05,1070
2016-03-06,1063
2016-03-07,1063
2016-03-08,1077
2016-03-09,1073
2016-03-10,1064
2016-03-11,1064
2016-03-12,1067
2016-03-13,1067
2016-03-14,1067
2016-03-15,1064
2016-03-16,1067
2016-03-17,1067
2016-03-18,1068
2016-03-19,1063
2016-03-20,1066
2016-03-21,1066
2016-03-22,1076
2016-03-23,1080
2016-03-24,1086
2016-03-25,1086
2016-03-26,1092
2016-03-27,1092
2016-03-28,1097
2016-03-29,1105
2016-03-30,1105
2016-03-31,1112
2016-04-01,1112
2016-04-02,1102
2016-04-03,1108
2016-04-04,1111
2016-04-05,1111
2016-04-06,1105
2016-04-07,1105
2016-04-08,1122
2016-04-09,1139
2016-04-10,1145
2016-04-11,1145
2016-04-12,1143
2016-04-13,1148
2016-04-14,1131
2016-04-15,1120
2016-04-16,1114
2016-04-17,1086
2016-04-18,1088
2016-04-19,1091
2016-04-20,1091
2016-04-21,1091
2016-04-22,1100
2016-04-23,1101
2016-04-24,1104
2016-04-25,1099
2016-04-26,1101
2016-04-27,1097
2016-04-28,1095
2016-04-29,1095
2016-04-30,1093
2016-05-01,1094
2016-05-02,1084
2016-05-03,1063
2016-05-04,1041
2016-05-05,1035
2016-05-06,1035
2016-05-07,1030
2016-05-08,1030
2016-05-09,1031
2016-05-10,1035
2016-05-11,1035
2016-05-12,1023
2016-05-13,1018
2016-05-14,1011
2016-05-15,1015
2016-05-16,1015
2016-05-17,1005
2016-05-18,1020
2016-05-19,1020
2016-05-22,1050
2016-05-23,1056
2016-05-24,1060
2016-05-25,1075
2016-05-26,1081
2016-05-27,1080
2016-05-28,1080
2016-05-29,1057
2016-05-30,1057
2016-05-31,1040
2016-06-01,1019
2016-06-02,1005
2016-06-03,1000
2016-06-04,978
2016-06-05,978
2016-06-06,968
2016-06-07,968
2016-06-08,919
2016-06-09,878
2016-06-10,857
2016-06-11,853
2016-06-12,845
2016-06-13,845
2016-06-14,837
2016-06-15,823
2016-06-16,829
2016-06-17,831
2016-06-18,831
2016-06-19,817
2016-06-20,815
2016-06-21,827
2016-06-22,832
2016-06-23,838
2016-06-24,844
2016-06-25,826
2016-06-26,826
2016-06-27,829
2016-06-28,833
2016-06-29,834
2016-06-30,842
2016-07-01,846
2016-07-02,846
2016-07-03,834
2016-07-04,831
2016-07-05,819
2016-07-06,818
2016-07-07,818
2016-07-08,820
2016-07-09,822
2016-07-10,810
2016-07-11,805
2016-07-12,805
2016-07-13,799
2016-07-14,763
2016-07-15,739
2016-07-16,736
2016-07-17,739
2016-07-18,751
2016-07-23,780
2016-07-24,787
2016-07-25,787
2016-07-26,787
2016-07-27,788
2016-07-28,788
2016-07-29,788
2016-07-30,780
2016-07-31,780
2016-08-01,780
2016-08-02,779
2016-08-03,781
2016-08-04,781
2016-08-05,775
2016-08-06,775
2016-08-07,777
2016-08-08,777
2016-08-09,776
2016-08-10,772
2016-08-11,772
2016-08-12,764
2016-08-13,764
2016-08-14,758
2016-08-15,765
2016-08-16,769
2016-08-17,769
2016-08-18,770
2016-08-19,772
2016-08-20,780
2016-08-21,780
2016-08-22,780
2016-08-23,776
2016-08-24,776
2016-08-25,770
2016-08-26,770
2016-08-28,747
2016-08-31,739
2016-09-01,740
2016-09-02,740
2016-09-03,731
2016-09-04,719
2016-09-05,700
2016-09-06,689
2016-09-07,689
2016-09-08,679
2016-09-09,679
2016-09-10,665
2016-09-11,665
2016-09-12,659
2016-09-13,664
2016-09-14,664
2016-09-15,660
2016-09-16,660
2016-09-17,656
2016-09-18,656
2016-09-19,656
2016-09-20,656
2016-09-21,653
2016-09-22,645
2016-09-23,645
2016-09-24,622
2016-09-25,603
2016-09-26,603
2016-09-27,596
2016-09-28,596
2016-09-29,583
2016-09-30,559
2016-10-01,542
2016-10-02,542
2016-10-03,527
2016-10-04,527
2016-10-05,514
2016-10-06,514
2016-10-07,505
2016-10-08,486
2016-10-09,486
2016-10-10,477
2016-10-11,477
2016-10-12,464
2016-10-13,449
2016-10-14,441
2016-10-15,439
2016-10-16,439
2016-10-17,432
2016-10-18,432
2016-10-19,425
2016-10-20,425
2016-10-21,415
2016-10-22,415
2016-10-23,408
2016-10-24,403
2016-10-25,403
2016-10-26,402
2016-10-27,402
2016-10-28,403
2016-10-29,404
2016-10-30,404
2016-10-31,396
2016-11-01,396
2016-11-02,399
2016-11-03,399
2016-11-04,398
2016-11-05,398
2016-11-06,397
2016-11-07,397
2016-11-08,396
2016-11-09,396
2016-11-10,396
2016-11-11,396
2016-11-12,393
2016-11-13,393
2016-11-14,390
2016-11-15,390
2016-12-07,345
2016-12-08,346
2016-12-09,347
2016-12-10,347
2016-12-11,345
2016-12-12,346
2016-12-13,350
2016-12-14,350
2016-12-15,350
2016-12-16,354
2016-12-17,363
2016-12-18,363
2016-12-19,368
2016-12-20,371
2016-12-21,375
2016-12-22,375
2016-12-23,380
2016-12-24,380
2016-12-25,383
2016-12-26,386
2016-12-27,389
2016-12-28,385
2016-12-29,389
2016-12-30,391
2016-12-31,391
2017-01-01,391
2017-01-02,390
2017-01-03,376
2017-01-04,374
2017-01-05,374
2017-01-06,368
2017-01-07,363
2017-01-08,361
2017-01-09,358
2017-01-10,351
2017-01-11,346
2017-01-12,341
2017-01-13,341
2017-01-14,336
2017-01-15,331
2017-01-16,328
2017-01-17,327
2017-01-18,328
2017-01-19,328
2017-01-20,325
2017-01-21,324
2017-01-22,324
2017-01-23,325
2017-01-27,320
2017-01-28,319
2017-01-29,318
2017-01-30,318
2017-01-31,313
2017-02-01,312
2017-02-02,310
2017-02-03,304
2017-02-04,302
2017-02-05,292
2017-02-06,291
2017-02-07,290
2017-02-08,290
2017-02-09,290
2017-02-10,289
2017-02-11,290
2017-02-12,290
2017-02-13,297
2017-02-14,302
2017-02-15,302
2017-02-16,313
2017-02-18,318
2017-02-19,323
2017-02-20,331
2017-02-21,338
2017-02-22,338
2017-02-23,346
2017-02-24,346
2017-02-25,348
2017-02-26,351
2017-02-27,355
2017-02-28,356
2017-03-01,358
2017-03-02,362
2017-03-03,362
2017-03-04,366
2017-03-05,363
2017-03-06,366
2017-03-07,364
2017-03-08,365
2017-03-09,363
2017-03-10,365
2017-03-11,363
2017-03-12,359
2017-03-13,361
2017-03-14,360
2017-03-15,364
2017-03-16,370
2017-03-17,373
2017-03-18,368
2017-03-19,371
2017-03-20,377
2017-03-21,384
2017-03-22,388
2017-03-23,390
2017-03-24,391
2017-03-25,391
2017-03-26,391
2017-03-27,390
2017-03-28,390
2017-03-29,392
2017-03-30,390
2017-03-31,392
2017-04-01,394
2017-04-02,394
2017-04-03,398
2017-04-04,399
2017-04-12,397
2017-04-13,398
2017-04-14,395
2017-04-15,392
2017-04-16,389
2017-04-17,386
2017-04-18,387
2017-04-19,391
2017-04-20,391
2017-04-21,392
2017-04-22,392
2017-04-23,397
2017-04-24,396
2017-04-25,405
2017-04-26,405
2017-04-27,413
2017-04-28,418
2017-04-29,419
2017-04-30,417
2017-05-01,417
2017-05-02,417
2017-05-03,422
2017-05-04,433
2017-05-05,440
2017-05-06,441
2017-05-07,449
2017-05-08,456
2017-05-09,466
2017-05-10,466
2017-05-11,472
2017-05-12,475
2017-05-13,483
2017-05-14,483
2017-05-15,484
2017-05-16,482
2017-05-17,482
2017-05-18,479
2017-05-19,479
2017-05-20,474
2017-05-21,474
2017-05-22,477
2017-05-23,477
2017-05-24,479
2017-05-25,479
2017-05-26,476
2017-05-27,474
2017-05-28,474
2017-05-29,474
2017-05-30,474
2017-05-31,466
2017-06-01,467
2017-06-02,470
2017-06-03,470
2017-06-04,473
2017-06-05,473
2017-06-06,475
2017-06-07,470
2017-06-08,470
2017-06-09,470
2017-06-10,474
2017-06-11,468
2017-06-12,468
2017-06-13,466
2017-06-14,463
2017-06-15,463
2017-06-16,448
2017-06-17,448
2017-06-18,445
2017-06-19,445
2017-06-20,443
2017-06-21,447
2017-06-22,447
2017-06-23,452
2017-06-24,461
2017-06-25,461
2017-06-26,465
2017-06-27,465
2017-06-28,465
2017-06-29,468
2017-06-30,469
2017-07-01,469
2017-07-02,469
2017-07-03,467
2017-07-04,471
2017-07-05,471
2017-07-06,477
2017-07-07,477
2017-07-08,481
2017-07-13,506
2017-07-14,512
2017-07-15,512
2017-07-16,523
2017-07-17,540
2017-07-18,540
2017-07-19,553
2017-07-20,563
2017-07-21,567
2017-07-22,576
2017-07-23,586
2017-07-24,586
2017-07-25,597
2017-07-26,603
2017-07-27,610
2017-07-28,611
2017-07-29,611
2017-07-30,621
2017-07-31,621
2017-08-01,636
2017-08-02,643
2017-08-03,649
2017-08-04,649
2017-08-05,653
2017-08-06,653
2017-08-09,632
2017-08-10,629
2017-08-11,628
2017-08-12,628
2017-08-13,628
2017-08-14,626
2017-08-15,616
2017-08-16,616
2017-08-17,619
2017-08-18,619
2017-08-19,622
2017-08-20,613
2017-08-21,613
2017-08-22,619
2017-08-23,619
2017-08-24,621
2017-08-25,621
2017-08-26,625
2017-08-27,627
2017-08-28,627
2017-08-29,628
2017-08-30,633
2017-08-31,633
2017-09-01,627
2017-09-02,623
2017-09-03,623
2017-09-04,624
2017-09-05,627
2017-09-06,622
2017-09-07,620
2017-09-08,620
2017-09-09,611
2017-09-10,588
2017-09-11,580
2017-09-12,580
2017-09-13,571
2017-09-14,567
2017-09-15,567
2017-09-16,564
2017-09-17,559
2017-09-18,552
2017-09-19,552
2017-09-20,556
2017-09-22,561
2017-09-23,561
2017-09-24,570
2017-09-25,576
2017-09-26,580
2017-09-27,580
2017-09-28,589
2017-09-29,600
2017-09-30,600
2017-10-01,615
2017-10-02,635
2017-10-03,635
2017-10-04,643
2017-10-05,656
2017-10-06,663
2017-10-07,674
2017-10-08,692
2017-10-09,693
2017-10-10,702
2017-10-11,702
2017-10-12,708
2017-10-13,714
2017-10-14,727
2017-10-15,727
2017-10-16,734
2017-10-17,734
2017-10-18,722
2017-10-19,719
2017-10-20,719
2017-10-21,718
2017-10-22,705
2017-10-23,693
2017-10-24,693
2017-10-25,679
2017-10-26,679
2017-10-27,674
2017-10-28,674
2017-10-29,669
2017-10-30,656
2017-10-31,651
2017-11-01,651
2017-11-02,643
2017-11-03,643
2017-11-04,628
2017-11-05,628
2017-11-06,611
2017-11-07,611
2017-11-08,592
2017-11-09,571
2017-11-10,571
2017-11-11,559
2017-11-12,557
2017-11-13,553
2017-11-14,553
2017-11-15,554
2017-11-16,553
2017-11-17,550
2017-11-18,550
2017-11-19,531
2017-11-20,509
2017-11-21,483
2017-11-22,483
2017-11-23,458
2017-11-24,458
2017-11-25,454
2017-11-26,450
2017-11-27,450
2017-11-28,448
2017-11-29,448
2017-11-30,451
2017-12-01,454
2017-12-02,454
2017-12-03,453
2017-12-04,453
2017-12-05,449
2017-12-06,436
2017-12-07,427
2017-12-08,427
2017-12-09,420
2017-12-10,418
2017-12-11,415
2017-12-12,416
2017-12-13,416
2017-12-14,419
2017-12-15,422
2017-12-16,422
2017-12-17,421
2017-12-18,422
2017-12-19,422
2017-12-20,422
2017-12-21,420
2017-12-22,420
2017-12-23,420
2017-12-24,420
2017-12-25,422
2017-12-26,427
2017-12-27,431
2017-12-28,431
2017-12-29,433
2017-12-30,431
2017-12-31,431
2018-01-01,433
2018-01-02,431
2018-01-03,417
2018-01-04,417
2018-01-05,407
2018-01-06,396
2018-01-07,390
2018-01-08,377
2018-01-09,364
2018-01-10,364
2018-01-11,358
2018-01-12,353
2018-01-13,345
2018-01-14,342
2018-01-15,336
2018-01-16,332
2018-01-17,331
2018-01-18,332
2018-01-19,332
2018-01-20,332
2018-01-21,327
2018-01-22,320
2018-01-23,317
2018-01-24,318
2018-01-25,319
2018-01-26,319
2018-01-27,317
2018-01-28,314
2018-01-29,311
2018-01-30,310
2018-01-31,310
2018-02-01,307
2018-02-02,308
2018-02-03,309
2018-02-04,310
2018-02-05,305
2018-02-06,306
2018-02-07,305
2018-02-08,299
2018-02-09,290
2018-02-10,285
2018-02-11,289
2018-02-12,290
2018-02-13,291
2018-02-14,293
2018-02-15,298
2018-02-16,300
2018-02-17,302
2018-02-18,301
2018-02-19,297
2018-02-20,289
2018-02-21,286
2018-02-22,283
2018-02-23,280
2018-02-24,271
2018-02-25,270
2018-02-26,269
2018-02-27,266
2018-02-28,261
2018-03-01,261
2018-03-03,253
2018-03-04,251
2018-03-05,252
2018-03-06,250
2018-03-07,251
2018-03-08,253
2018-03-09,253
2018-03-10,260
2018-03-11,261
2018-03-12,260
2018-03-13,261
2018-03-14,261
2018-03-15,260
2018-03-16,259
2018-03-17,262
2018-03-18,264
2018-03-20,267
2018-03-21,268
2018-03-23,271
2018-03-24,269
2018-03-25,268
2018-03-26,267
2018-03-27,267
2018-03-28,265
2018-03-29,263
2018-03-30,256
2018-03-31,256
2018-04-01,256
2018-04-02,252
2018-04-03,248
2018-04-04,244
2018-04-05,244
2018-04-06,244
2018-04-07,246
2018-04-08,247
2018-04-09,248
2018-04-10,245
2018-04-11,244
2018-04-12,243
2018-04-13,246
2018-04-14,245
2018-04-15,243
2018-04-16,241
2018-04-17,241
2018-04-18,241
2018-04-19,244
2018-04-20,240
2018-04-21,236
2018-04-22,231
2018-04-23,228
2018-04-24,227
2018-04-25,227
2018-04-26,228
2018-04-27,232
2018-04-28,236
2018-04-29,238
2018-04-30,233
2018-05-01,229
2018-05-02,231
2018-05-03,233
2018-05-04,235
2018-05-05,238
2018-05-06,238
2018-05-07,241
2018-05-08,242
2018-05-09,246
2018-05-10,247
2018-05-11,247
2018-05-12,246
2018-05-13,240
2018-05-14,241
2018-05-15,243
2018-05-16,241
2018-05-17,238
2018-05-18,238
2018-05-19,238
2018-05-20,239
2018-05-21,239
2018-05-22,234
2018-05-23,232
2018-05-24,232
2018-05-25,228
2018-05-26,228
2018-05-27,227
2018-05-28,231
2018-05-29,235
2018-05-30,241
2018-05-31,250
2018-06-01,259
2018-06-02,264
2018-06-03,271
2018-06-04,275
2018-06-05,279
2018-06-06,285
2018-06-07,296
2018-06-08,302
2018-06-09,304
2018-06-10,311
2018-06-11,310
2018-06-12,303
2018-06-13,301
2018-06-14,298
2018-06-15,298
2018-06-16,301
2018-06-17,302
2018-06-18,304
2018-06-19,305
2018-06-20,305
2018-06-21,310
2018-06-22,312
2018-06-23,310
2018-06-24,309
2018-06-25,313
2018-06-26,317
2018-06-27,316
2018-06-28,311
2018-06-29,315
2018-06-30,320
2018-07-01,324
2018-07-02,330
2018-07-03,335
2018-07-04,338
2018-07-05,339
2018-07-06,339
2018-07-07,337
2018-07-08,335
2018-07-09,333
2018-07-10,337
2018-07-11,342
2018-07-12,344
2018-07-13,343
2018-07-14,345
2018-07-15,350
2018-07-16,358
2018-07-17,363
2018-07-18,370
2018-07-19,363
2018-07-20,363
2018-07-21,365
2018-07-22,363
2018-07-23,362
2018-07-24,362
2018-07-25,362
2018-07-26,358
2018-07-27,358
2018-07-28,357
2018-07-29,356
2018-07-30,355
2018-07-31,358
2018-08-01,364
2018-08-02,369
2018-08-03,374
2018-08-04,378
2018-08-05,385
2018-08-06,392
2018-08-07,393
2018-08-08,401
2018-08-09,408
2018-08-10,401
2018-08-11,400
2018-08-12,401
2018-08-14,398
2018-08-16,397
2018-08-17,399
2018-08-18,392
2018-08-19,398
2018-08-20,408
2018-08-21,414
2018-08-22,418
2018-08-23,423
2018-08-24,419
2018-08-25,422
2018-08-26,427
2018-08-27,432
2018-08-28,434
2018-08-29,436
2018-08-30,435
2018-08-31,434
2018-09-01,431
2018-09-02,423
2018-09-03,412
2018-09-04,409
2018-09-05,407
2018-09-06,408
2018-09-07,404
2018-09-08,403
2018-09-09,396
2018-09-10,388
2018-09-11,394
2018-09-12,393
2018-09-13,390
2018-09-14,390
2018-09-15,371
2018-09-16,352
2018-09-17,335
2018-09-18,333
2018-09-19,327
2018-09-20,324
2018-09-21,326
2018-09-22,321
2018-09-23,312
2018-09-24,309
2018-09-25,303
2018-09-26,306
2018-09-27,313
2018-09-28,312
2018-09-29,312
2018-09-30,314
2018-10-01,318
2018-10-02,323
2018-10-03,328
2018-10-04,332
2018-10-05,330
2018-10-06,327
2018-10-07,335
2018-10-08,338
2018-10-09,344
2018-10-10,351
2018-10-11,355
2018-10-12,365
2018-10-13,370
2018-10-14,375
2018-10-15,364
2018-10-16,351
2018-10-17,346
2018-10-18,343
2018-10-19,337
2018-10-20,329
2018-10-21,325
2018-10-22,324
2018-10-23,326
2018-10-24,329
2018-10-25,329
2018-10-26,330
2018-10-27,336
2018-10-28,338
2018-10-29,343
2018-10-30,347
2018-10-31,353
2018-11-01,353
2018-11-03,360
2018-11-04,357
2018-11-05,352
2018-11-06,356
2018-11-07,363
2018-11-08,376
2018-11-09,387
2018-11-10,395
2018-11-11,402
2018-11-12,413
2018-11-13,426
2018-11-15,448
2018-11-16,457
2018-11-17,465
2018-11-18,472
2018-11-19,483
2018-11-20,495
2018-11-21,508
2018-11-22,507
2018-11-23,516
2018-11-24,522
2018-11-25,524
2018-11-26,531
2018-11-27,529
2018-11-28,532
2018-11-29,535
2018-12-01,540
2018-12-02,541
2018-12-03,545
2018-12-04,541
2018-12-05,539
2018-12-07,540
2018-12-09,533
2018-12-10,530
2018-12-11,524
2018-12-12,526
2018-12-13,523
2018-12-14,514
2018-12-15,493
2018-12-16,485
2018-12-17,468
2018-12-18,453
2018-12-19,451
2018-12-20,453
2018-12-21,446
2018-12-22,423
2018-12-23,407
2018-12-24,410
2018-12-25,415
2018-12-26,412
2018-12-27,413
2018-12-28,411
2018-12-29,409
2018-12-30,406
2018-12-31,408
2019-01-01,406
2019-01-02,404
2019-01-03,405
2019-01-04,407
2019-01-05,410
2019-01-06,415
2019-01-08,417
2019-01-10,411
2019-01-11,409
2019-01-12,409
2019-01-13,409
2019-01-14,410
2019-01-15,409
2019-01-16,408
2019-01-17,410
2019-01-18,410
2019-01-19,408
2019-01-20,406
2019-01-21,405
2019-01-22,407
2019-01-23,411
2019-01-24,415
2019-01-25,421
2019-01-26,424
2019-01-27,430
2019-01-28,435
2019-01-29,439
2019-01-30,439
2019-01-31,438
2019-02-01,445
2019-02-02,452
2019-02-03,456
2019-02-04,459
2019-02-05,463
2019-02-06,462
2019-02-07,467
2019-02-08,469
2019-02-09,468
2019-02-10,470
2019-02-11,472
2019-02-12,473
2019-02-13,477
2019-02-14,477
2019-02-15,474
2019-02-16,477
2019-02-17,484
2019-02-18,489
2019-02-19,489
2019-02-20,492
2019-02-21,490
2019-02-22,493
2019-02-23,495
2019-02-24,497
2019-02-25,494
2019-02-26,493
2019-02-27,492
2019-02-28,488
2019-03-01,486
2019-03-02,484
2019-03-03,482
2019-03-04,482
2019-03-05,485
2019-03-06,484
2019-03-07,479
2019-03-08,474
2019-03-09,469
2019-03-10,464
2019-03-11,466
2019-03-12,464
2019-03-13,458
2019-03-14,459
2019-03-15,461
2019-03-16,460
2019-03-17,455
2019-03-18,452
2019-03-19,449
2019-03-20,438
2019-03-21,430
2019-03-22,429
2019-03-23,424
2019-03-24,417
2019-03-25,405
2019-03-26,405
2019-03-27,403
2019-03-28,403
2019-03-29,402
2019-03-30,403
2019-03-31,398
2019-04-01,394
2019-04-02,399
2019-04-03,402
2019-04-04,403
2019-04-05,403
2019-04-06,385
2019-04-07,383
2019-04-08,387
2019-04-09,387
2019-04-10,389
2019-04-11,393
2019-04-12,391
2019-04-13,390
2019-04-14,389
2019-04-15,390
2019-04-16,384
2019-04-17,378
2019-04-18,380
2019-04-19,381
2019-04-20,370
2019-04-21,372
2019-04-22,374
2019-04-23,374
2019-04-24,374
2019-04-25,374
2019-04-26,378
2019-04-27,380
2019-04-28,377
2019-04-29,377
2019-04-30,385
2019-05-01,395
2019-05-02,399
2019-05-03,392
2019-05-04,384
2019-05-05,382
2019-05-06,383
2019-05-07,381
2019-05-08,383
2019-05-09,382
2019-05-10,385
2019-05-11,382
2019-05-12,379
2019-05-13,377
2019-05-14,371
2019-05-15,365
2019-05-16,361
2019-05-17,353
2019-05-18,346
2019-05-19,338
2019-05-20,337
2019-05-21,335
2019-05-22,337
2019-05-23,342
2019-05-24,344
2019-05-25,345
2019-05-26,341
2019-05-27,343
2019-05-28,343
2019-05-29,346
2019-05-30,345
2019-05-31,342
2019-06-01,336
2019-06-02,327
2019-06-03,322
2019-06-04,318
2019-06-05,317
2019-06-06,313
2019-06-07,309
2019-06-08,304
2019-06-09,301
2019-06-10,301
2019-06-11,292
2019-06-12,287
2019-06-13,286
2019-06-14,285
2019-06-15,275
2019-06-16,270
2019-06-17,266
2019-06-18,263
2019-06-19,261
2019-06-20,257
2019-06-21,253
2019-06-22,249
2019-06-23,243
2019-06-24,240
2019-06-25,233
2019-06-26,231
2019-06-27,228
2019-06-28,225
2019-06-29,221
2019-06-30,217
2019-07-01,215
2019-07-02,213
2019-07-03,211
2019-07-04,208
2019-07-05,206
2019-07-06,203
2019-07-07,201
2019-07-08,198
2019-07-09,194
2019-07-10,190
2019-07-11,184
2019-07-12,182
2019-07-13,181
2019-07-14,179
2019-07-15,178
2019-07-16,177
2019-07-17,176
2019-07-18,174
2019-07-19,174
2019-07-20,173
2019-07-21,174
2019-07-22,174
2019-07-23,170
2019-07-24,164
2019-07-25,162
2019-07-26,161
2019-07-27,161
2019-07-28,158
2019-07-29,158
2019-07-30,159
2019-07-31,161
2019-08-01,159
2019-08-02,156
2019-08-03,153
2019-08-04,155
2019-08-05,156
