date_obj,Guthix%20full%20helm price
2015-03-26,63453
2015-03-27,63453
2015-03-28,61354
2015-03-29,61354
2015-03-30,61354
2015-03-31,58720
2015-04-01,58720
2015-04-02,58720
2015-04-03,56151
2015-04-04,56151
2015-04-05,56151
2015-04-06,53420
2015-04-07,53420
2015-04-08,53420
2015-04-09,50965
2015-04-10,50965
2015-04-11,48606
2015-04-12,48606
2015-04-13,48606
2015-04-14,46399
2015-04-15,46399
2015-04-16,46399
2015-04-17,44132
2015-04-18,44132
2015-04-19,44132
2015-04-20,42057
2015-04-21,42057
2015-04-22,42057
2015-04-23,40081
2015-04-24,40081
2015-04-25,40081
2015-04-26,38229
2015-04-27,38229
2015-04-28,36544
2015-04-29,36544
2015-04-30,36544
2015-05-01,35688
2015-05-02,35688
2015-05-03,35688
2015-05-04,34920
2015-05-05,34920
2015-05-06,34920
2015-05-07,34025
2015-05-08,34025
2015-05-09,34025
2015-05-10,33388
2015-05-11,33388
2015-05-12,33388
2015-05-13,32666
2015-05-14,32666
2015-05-15,32666
2015-05-16,31659
2015-05-17,31659
2015-05-18,30639
2015-05-19,30639
2015-05-20,30639
2015-05-21,30639
2015-05-22,29515
2015-05-23,29515
2015-05-24,29515
2015-05-25,28813
2015-05-26,28813
2015-05-27,28813
2015-05-28,28933
2015-05-29,28933
2015-05-30,29546
2015-05-31,29546
2015-06-01,29464
2015-06-02,29464
2015-06-03,30018
2015-06-04,30018
2015-06-05,29931
2015-06-06,29931
2015-06-07,30582
2015-06-08,30582
2015-06-09,31213
2015-06-10,31213
2015-06-11,32197
2015-06-12,32197
2015-06-13,32807
2015-06-14,32807
2015-06-15,32223
2015-06-16,32223
2015-06-17,33502
2015-06-18,33502
2015-06-19,34974
2015-06-20,34974
2015-06-21,36378
2015-06-22,36378
2015-06-23,37850
2015-06-24,37850
2015-06-25,37850
2015-06-26,39318
2015-06-27,39318
2015-06-28,40240
2015-06-29,40240
2015-06-30,40240
2015-07-01,40772
2015-07-02,40772
2015-07-03,42307
2015-07-04,42307
2015-07-05,42307
2015-07-06,42583
2015-07-07,42583
2015-07-08,43820
2015-07-09,43820
2015-07-10,45806
2015-07-11,45806
2015-07-12,45806
2015-07-13,46653
2015-07-14,46653
2015-07-15,47807
2015-07-16,47807
2015-07-17,48174
2015-07-18,48174
2015-07-19,48174
2015-07-20,47523
2015-07-21,47523
2015-07-22,47180
2015-07-23,47180
2015-07-24,47320
2015-07-25,47320
2015-07-26,47111
2015-07-27,47111
2015-07-28,47512
2015-07-29,47512
2015-07-30,47357
2015-07-31,47357
2015-08-01,47357
2015-08-02,46829
2015-08-03,46829
2015-08-04,46829
2015-08-05,46841
2015-08-06,46841
2015-08-07,46841
2015-08-08,46682
2015-08-09,46682
2015-08-10,46341
2015-08-11,46341
2015-08-12,46341
2015-08-13,46604
2015-08-14,46604
2015-08-15,46495
2015-08-16,46495
2015-08-17,46854
2015-08-18,46854
2015-08-19,47341
2015-08-20,47341
2015-08-21,47760
2015-08-22,47760
2015-08-23,47760
2015-08-24,45918
2015-08-25,45918
2015-08-26,45918
2015-08-27,44005
2015-08-28,44005
2015-08-29,42902
2015-08-30,42902
2015-08-31,41958
2015-09-01,41958
2015-09-02,41958
2015-09-03,40769
2015-09-04,40769
2015-09-05,39985
2015-09-06,39985
2015-09-07,38976
2015-09-08,38976
2015-09-09,38485
2015-09-10,38485
2015-09-11,38618
2015-09-12,38618
2015-09-13,38264
2015-09-14,38264
2015-09-15,37854
2015-09-16,37854
2015-09-17,37747
2015-09-18,37747
2015-09-19,37747
2015-09-20,37794
2015-09-21,37794
2015-09-22,36831
2015-09-23,36831
2015-09-24,35675
2015-09-25,35675
2015-09-27,33969
2015-09-28,32638
2015-09-29,32638
2015-09-30,31531
2015-10-05,31733
2015-10-06,31733
2015-10-07,32579
2015-10-08,32579
2015-10-09,33564
2015-10-10,33564
2015-10-11,33988
2015-10-12,33988
2015-10-13,33988
2015-10-14,34685
2015-10-15,34685
2015-10-16,35687
2015-10-17,35687
2015-10-18,35687
2015-10-19,36351
2015-10-20,36351
2015-10-22,37469
2015-10-23,37469
2015-10-24,38774
2015-10-25,38774
2015-10-26,40588
2015-10-27,40588
2015-10-29,42201
2015-10-30,42201
2015-10-31,43159
2015-11-01,43159
2015-11-02,43159
2015-11-03,43724
2015-11-04,43724
2015-11-05,43724
2015-11-06,44345
2015-11-07,44345
2015-11-08,44680
2015-11-09,44680
2015-11-10,44680
2015-11-11,43072
2015-11-12,43072
2015-11-13,43072
2015-11-14,41794
2015-11-15,41794
2015-11-16,40074
2015-11-17,40074
2015-11-18,40074
2015-11-19,38783
2015-11-20,38783
2015-11-21,38783
2015-11-22,37969
2015-11-23,37969
2015-11-24,37969
2015-11-25,37162
2015-11-26,37162
2015-11-27,37172
2015-11-28,37172
2015-11-29,36667
2015-11-30,36667
2015-12-01,36369
2015-12-02,36369
2015-12-03,35918
2015-12-04,35918
2015-12-05,35918
2015-12-06,35010
2015-12-07,35010
2015-12-08,35010
2015-12-09,34611
2015-12-10,34611
2015-12-11,34856
2015-12-12,34856
2015-12-13,33795
2015-12-14,33795
2015-12-15,32941
2015-12-16,32941
2015-12-17,33213
2015-12-18,33213
2015-12-19,33350
2015-12-20,33350
2015-12-21,34100
2015-12-22,34100
2015-12-23,34346
2015-12-24,34346
2015-12-25,35328
2015-12-26,35328
2015-12-27,36335
2015-12-28,36335
2015-12-29,38082
2015-12-30,38082
2015-12-31,38817
2016-01-01,38817
2016-01-02,38817
2016-01-03,40358
2016-01-04,40358
2016-01-05,41416
2016-01-06,41416
2016-01-07,43365
2016-01-08,43365
2016-01-09,44711
2016-01-10,44711
2016-01-11,44147
2016-01-12,44147
2016-01-13,44257
2016-01-14,44257
2016-01-15,44866
2016-01-16,44866
2016-01-17,45293
2016-01-18,45293
2016-01-19,45304
2016-01-20,45304
2016-01-21,46046
2016-01-22,46046
2016-01-23,47013
2016-01-24,47013
2016-01-25,46434
2016-01-26,46434
2016-01-27,46694
2016-01-28,46694
2016-01-29,45840
2016-01-30,45840
2016-01-31,45183
2016-02-01,45183
2016-02-02,43786
2016-02-03,43786
2016-02-04,42829
2016-02-05,42829
2016-02-06,41624
2016-02-07,41624
2016-02-08,41589
2016-02-09,41589
2016-02-10,40301
2016-02-11,40301
2016-02-12,40301
2016-02-13,40236
2016-02-14,40236
2016-02-15,40560
2016-02-16,40560
2016-02-17,40842
2016-02-18,40842
2016-02-19,40842
2016-02-20,41170
2016-02-21,41066
2016-02-22,41066
2016-02-23,40562
2016-02-24,40562
2016-02-25,40641
2016-02-26,40641
2016-02-27,40772
2016-02-28,40772
2016-02-29,39305
2016-03-01,38949
2016-03-02,38949
2016-03-03,37639
2016-03-04,37639
2016-03-05,36826
2016-03-06,37752
2016-03-07,37752
2016-03-08,39139
2016-03-09,39139
2016-03-10,40662
2016-03-11,40662
2016-03-12,42315
2016-03-13,42315
2016-03-14,42921
2016-03-15,42921
2016-03-16,43413
2016-03-17,43413
2016-03-18,43767
2016-03-19,43767
2016-03-20,44225
2016-03-21,44225
2016-03-22,44812
2016-03-23,44812
2016-03-24,45513
2016-03-25,45513
2016-03-26,45751
2016-03-27,45751
2016-03-28,45475
2016-03-29,45475
2016-03-30,44746
2016-03-31,44746
2016-04-01,45646
2016-04-02,45646
2016-04-03,45854
2016-04-04,45854
2016-04-05,44408
2016-04-06,44408
2016-04-07,44216
2016-04-08,44216
2016-04-09,43064
2016-04-10,43064
2016-04-11,42599
2016-04-12,42599
2016-04-13,41941
2016-04-14,41941
2016-04-15,42268
2016-04-16,42268
2016-04-17,42648
2016-04-18,42648
2016-04-19,42126
2016-04-20,42126
2016-04-21,41897
2016-04-22,41897
2016-04-23,40974
2016-04-24,40974
2016-04-25,39394
2016-04-26,39394
2016-04-27,37424
2016-04-28,37424
2016-04-29,35964
2016-04-30,35964
2016-05-01,35143
2016-05-02,35143
2016-05-03,34494
2016-05-04,34494
2016-05-05,33059
2016-05-06,33059
2016-05-07,31793
2016-05-08,31793
2016-05-09,30365
2016-05-10,30365
2016-05-11,28927
2016-05-12,28927
2016-05-13,27557
2016-05-14,27557
2016-05-15,27157
2016-05-16,27157
2016-05-17,26014
2016-05-18,26014
2016-05-19,25222
2016-05-22,24636
2016-05-23,23993
2016-05-24,23993
2016-05-25,23462
2016-05-26,23462
2016-05-27,23147
2016-05-28,23147
2016-05-29,23134
2016-05-30,23134
2016-05-31,23197
2016-06-01,23192
2016-06-02,23192
2016-06-03,23077
2016-06-04,23073
2016-06-05,23073
2016-06-06,22767
2016-06-07,22767
2016-06-08,22464
2016-06-09,22536
2016-06-10,22259
2016-06-11,22259
2016-06-12,21913
2016-06-13,21913
2016-06-14,21526
2016-06-15,21526
2016-06-16,22135
2016-06-17,22576
2016-06-18,22576
2016-06-19,23255
2016-06-20,23255
2016-06-21,23544
2016-06-22,23544
2016-06-23,24093
2016-06-24,24093
2016-06-25,24382
2016-06-26,24382
2016-06-27,24953
2016-06-28,24953
2016-06-29,25483
2016-06-30,25483
2016-07-01,25627
2016-07-02,25627
2016-07-03,25312
2016-07-04,25651
2016-07-05,25651
2016-07-06,25849
2016-07-07,25849
2016-07-08,25694
2016-07-09,25694
2016-07-10,25223
2016-07-11,25332
2016-07-12,25332
2016-07-13,24947
2016-07-14,24947
2016-07-15,25368
2016-07-16,25368
2016-07-17,25200
2016-07-18,25200
2016-07-23,24779
2016-07-24,24779
2016-07-25,24719
2016-07-26,24719
2016-07-27,24719
2016-07-28,25166
2016-07-29,25166
2016-07-30,24741
2016-07-31,24741
2016-08-01,24741
2016-08-02,24499
2016-08-03,24499
2016-08-04,24535
2016-08-05,24535
2016-08-06,24536
2016-08-07,24536
2016-08-08,24624
2016-08-09,24624
2016-08-10,25133
2016-08-11,25133
2016-08-12,25133
2016-08-13,25768
2016-08-14,25768
2016-08-15,26236
2016-08-16,26236
2016-08-17,26237
2016-08-18,26237
2016-08-19,26440
2016-08-20,26440
2016-08-21,26790
2016-08-22,26790
2016-08-23,26443
2016-08-24,26443
2016-08-25,26120
2016-08-26,26120
2016-08-28,26722
2016-08-31,27228
2016-09-01,27364
2016-09-02,27364
2016-09-03,27364
2016-09-04,28173
2016-09-05,28173
2016-09-06,29582
2016-09-07,29582
2016-09-08,29582
2016-09-09,30888
2016-09-10,30888
2016-09-11,31542
2016-09-12,31542
2016-09-13,30758
2016-09-14,30758
2016-09-15,30758
2016-09-16,30480
2016-09-17,30480
2016-09-18,30421
2016-09-19,30421
2016-09-20,30421
2016-09-21,30036
2016-09-22,30036
2016-09-23,29560
2016-09-24,29560
2016-09-25,29092
2016-09-26,29092
2016-09-27,29092
2016-09-28,29117
2016-09-29,29117
2016-09-30,28880
2016-10-01,28880
2016-10-02,28880
2016-10-03,27915
2016-10-04,27915
2016-10-05,27009
2016-10-06,27009
2016-10-07,26464
2016-10-08,26559
2016-10-09,26559
2016-10-10,26559
2016-10-11,27069
2016-10-12,27069
2016-10-13,27279
2016-10-14,27279
2016-10-15,27187
2016-10-16,27187
2016-10-17,26676
2016-10-18,26676
2016-10-19,26676
2016-10-20,26876
2016-10-21,26876
2016-10-22,27197
2016-10-23,27197
2016-10-24,27183
2016-10-25,27183
2016-10-26,26823
2016-10-27,26823
2016-10-28,26823
2016-10-29,25975
2016-10-30,25975
2016-10-31,25330
2016-11-01,25330
2016-11-02,24772
2016-11-03,24772
2016-11-04,24177
2016-11-05,24177
2016-11-06,24301
2016-11-07,24301
2016-11-08,24626
2016-11-09,24626
2016-11-10,25454
2016-11-11,25454
2016-11-12,25468
2016-11-13,25468
2016-11-14,25339
2016-11-15,25339
2016-12-07,27167
2016-12-08,27167
2016-12-09,26618
2016-12-10,26618
2016-12-11,26268
2016-12-12,26268
2016-12-13,25762
2016-12-14,25762
2016-12-15,25658
2016-12-16,25658
2016-12-17,25550
2016-12-18,25550
2016-12-19,25150
2016-12-20,25150
2016-12-21,25047
2016-12-22,25047
2016-12-23,24936
2016-12-24,24936
2016-12-25,24930
2016-12-26,24930
2016-12-27,24890
2016-12-28,24890
2016-12-29,25032
2016-12-30,25032
2016-12-31,24847
2017-01-01,24847
2017-01-02,24910
2017-01-03,24910
2017-01-04,24644
2017-01-05,24644
2017-01-06,23875
2017-01-07,23182
2017-01-08,23182
2017-01-09,23459
2017-01-10,23459
2017-01-11,23933
2017-01-12,23714
2017-01-13,23714
2017-01-14,24102
2017-01-15,24102
2017-01-16,24271
2017-01-17,24271
2017-01-18,24094
2017-01-19,24094
2017-01-20,23889
2017-01-21,23889
2017-01-22,23278
2017-01-23,23278
2017-01-27,23497
2017-01-28,24255
2017-01-29,24255
2017-01-30,24926
2017-01-31,24926
2017-02-01,25143
2017-02-02,25143
2017-02-03,25314
2017-02-04,25680
2017-02-05,25680
2017-02-06,25094
2017-02-07,25094
2017-02-08,25398
2017-02-09,25398
2017-02-10,25522
2017-02-11,25522
2017-02-12,25401
2017-02-13,25401
2017-02-14,25092
2017-02-15,25092
2017-02-16,24758
2017-02-18,24663
2017-02-19,24348
2017-02-20,24348
2017-02-21,23551
2017-02-22,23551
2017-02-23,23218
2017-02-24,23218
2017-02-25,23452
2017-02-26,23452
2017-02-27,23748
2017-02-28,24224
2017-03-01,24224
2017-03-02,24523
2017-03-03,24523
