date_obj,Guthix%20full%20helm price
2017-03-04,24545
2017-03-05,24545
2017-03-06,24348
2017-03-07,24348
2017-03-08,24348
2017-03-09,24484
2017-03-10,24484
2017-03-11,24460
2017-03-12,24460
2017-03-13,24402
2017-03-14,24402
2017-03-15,24946
2017-03-16,24946
2017-03-17,25718
2017-03-18,25718
2017-03-19,26008
2017-03-20,26008
2017-03-21,25620
2017-03-22,25620
2017-03-23,25636
2017-03-24,25636
2017-03-25,25553
2017-03-26,25553
2017-03-27,26018
2017-03-28,26018
2017-03-29,25982
2017-03-30,25982
2017-03-31,26288
2017-04-01,26288
2017-04-02,26071
2017-04-03,26803
2017-04-04,26803
2017-04-12,27887
2017-04-13,27730
2017-04-14,27730
2017-04-15,27076
2017-04-16,27040
2017-04-17,27040
2017-04-18,27362
2017-04-19,27362
2017-04-20,27703
2017-04-21,27703
2017-04-22,27874
2017-04-23,27874
2017-04-24,28382
2017-04-25,29259
2017-04-26,29259
2017-04-27,29589
2017-04-28,29589
2017-04-29,29898
2017-04-30,29898
2017-05-01,29898
2017-05-02,28804
2017-05-03,28804
2017-05-04,28438
2017-05-05,28438
2017-05-06,27427
2017-05-07,27427
2017-05-08,26574
2017-05-09,26768
2017-05-10,26768
2017-05-11,26583
2017-05-12,26583
2017-05-13,26048
2017-05-14,26048
2017-05-15,26048
2017-05-16,25509
2017-05-17,25509
2017-05-18,24983
2017-05-19,24983
2017-05-20,24329
2017-05-21,24329
2017-05-22,23819
2017-05-23,23819
2017-05-24,23190
2017-05-25,23190
2017-05-26,23208
2017-05-27,23208
2017-05-28,23561
2017-05-29,23561
2017-05-30,23042
2017-05-31,23042
2017-06-01,22937
2017-06-02,22937
2017-06-03,23308
2017-06-04,23742
2017-06-05,23742
2017-06-06,23646
2017-06-07,23646
2017-06-08,23548
2017-06-09,23548
2017-06-10,23949
2017-06-11,23949
2017-06-12,24312
2017-06-13,24312
2017-06-14,24363
2017-06-15,24363
2017-06-16,23998
2017-06-17,23998
2017-06-18,23399
2017-06-19,23399
2017-06-20,23385
2017-06-21,23385
2017-06-22,22873
2017-06-23,22873
2017-06-24,22377
2017-06-25,22377
2017-06-26,22216
2017-06-27,22216
2017-06-28,22145
2017-06-29,22145
2017-06-30,21949
2017-07-01,21949
2017-07-02,21940
2017-07-03,21940
2017-07-04,22137
2017-07-05,22137
2017-07-06,22772
2017-07-07,22772
2017-07-08,22772
2017-07-13,22927
2017-07-14,23325
2017-07-15,23325
2017-07-16,22697
2017-07-17,22697
2017-07-18,22889
2017-07-19,22889
2017-07-20,23118
2017-07-21,23118
2017-07-22,23130
2017-07-23,23130
2017-07-24,22772
2017-07-25,22772
2017-07-26,22671
2017-07-27,22671
2017-07-28,23102
2017-07-29,23102
2017-07-30,23667
2017-07-31,23667
2017-08-01,23667
2017-08-02,24350
2017-08-03,24350
2017-08-04,24733
2017-08-05,24555
2017-08-06,24555
2017-08-09,23765
2017-08-10,23765
2017-08-11,24157
2017-08-12,24157
2017-08-13,23468
2017-08-14,23468
2017-08-15,23632
2017-08-16,23632
2017-08-17,23292
2017-08-18,23292
2017-08-19,23292
2017-08-20,22600
2017-08-21,22600
2017-08-22,22309
2017-08-23,22309
2017-08-24,22214
2017-08-25,22214
2017-08-26,22179
2017-08-27,22179
2017-08-28,22229
2017-08-29,22229
2017-08-30,22541
2017-08-31,22541
2017-09-01,22541
2017-09-02,22714
2017-09-03,22714
2017-09-04,22714
2017-09-05,22669
2017-09-06,22669
2017-09-07,22256
2017-09-08,22256
2017-09-09,22279
2017-09-10,22279
2017-09-11,22391
2017-09-12,22391
2017-09-13,22351
2017-09-14,22351
2017-09-15,22434
2017-09-16,22434
2017-09-17,22266
2017-09-18,22266
2017-09-19,22404
2017-09-20,22404
2017-09-21,22550
2017-09-22,22550
2017-09-23,23421
2017-09-24,23421
2017-09-25,23534
2017-09-26,23534
2017-09-27,23534
2017-09-28,23698
2017-09-29,23698
2017-09-30,23888
2017-10-01,23888
2017-10-02,23675
2017-10-03,23675
2017-10-04,23675
2017-10-05,23914
2017-10-06,23914
2017-10-07,23707
2017-10-08,23707
2017-10-09,23625
2017-10-10,23625
2017-10-11,23408
2017-10-12,23408
2017-10-13,23905
2017-10-14,23905
2017-10-15,24226
2017-10-16,24226
2017-10-17,24049
2017-10-18,24049
2017-10-19,23347
2017-10-20,23347
2017-10-21,22661
2017-10-22,22661
2017-10-23,22539
2017-10-24,22539
2017-10-25,22049
2017-10-26,22049
2017-10-27,21901
2017-10-28,21901
2017-10-29,22003
2017-10-30,22003
2017-10-31,22020
2017-11-01,22020
2017-11-02,21858
2017-11-03,21858
2017-11-04,22038
2017-11-05,22038
2017-11-06,22136
2017-11-07,22136
2017-11-08,22136
2017-11-09,22361
2017-11-10,22361
2017-11-11,22556
2017-11-12,22556
2017-11-13,22020
2017-11-14,22020
2017-11-15,21557
2017-11-16,21557
2017-11-17,21430
2017-11-18,21430
2017-11-19,21154
2017-11-20,21154
2017-11-21,21234
2017-11-22,21234
2017-11-23,20865
2017-11-24,20865
2017-11-25,21047
2017-11-26,21047
2017-11-27,20948
2017-11-28,20948
2017-11-29,20668
2017-11-30,20668
2017-12-01,20974
2017-12-02,20974
2017-12-03,21317
2017-12-04,21317
2017-12-05,21669
2017-12-06,21669
2017-12-07,21870
2017-12-08,21870
2017-12-09,21689
2017-12-10,21689
2017-12-11,22028
2017-12-12,22028
2017-12-13,22070
2017-12-14,22070
2017-12-15,22334
2017-12-16,22334
2017-12-17,22666
2017-12-18,22916
2017-12-19,22916
2017-12-20,23007
2017-12-21,22791
2017-12-22,22791
2017-12-23,22764
2017-12-24,22764
2017-12-25,22591
2017-12-26,22591
2017-12-27,22101
2017-12-28,22101
2017-12-29,22125
2017-12-30,22501
2017-12-31,22501
2018-01-01,22594
2018-01-02,22594
2018-01-03,23091
2018-01-04,23091
2018-01-05,23733
2018-01-06,23733
2018-01-07,23670
2018-01-08,23670
2018-01-09,23387
2018-01-10,23387
2018-01-11,23078
2018-01-12,23078
2018-01-13,23407
2018-01-14,23407
2018-01-15,23772
2018-01-16,23772
2018-01-17,23787
2018-01-18,23787
2018-01-19,23590
2018-01-20,23317
2018-01-21,23317
2018-01-22,23053
2018-01-23,23031
2018-01-25,22154
2018-01-26,22087
2018-01-27,22654
2018-01-28,23123
2018-01-29,23287
2018-01-30,23598
2018-01-31,23664
2018-02-01,23664
2018-02-02,23961
2018-02-03,24091
2018-02-04,24306
2018-02-05,24353
2018-02-06,24269
2018-02-07,24348
2018-02-08,24348
2018-02-09,24302
2018-02-10,24302
2018-02-11,24210
2018-02-12,24194
2018-02-13,24495
2018-02-14,24942
2018-02-15,25423
2018-02-16,25458
2018-02-17,24720
2018-02-18,24783
2018-02-19,24766
2018-02-20,25123
2018-02-21,25081
2018-02-22,25081
2018-02-23,25232
2018-02-24,25232
2018-02-25,25328
2018-02-26,25918
2018-02-27,26119
2018-02-28,26119
2018-03-01,25563
2018-03-02,25915
2018-03-03,25478
2018-03-04,25478
2018-03-05,25004
2018-03-06,24811
2018-03-07,24836
2018-03-08,24893
2018-03-09,24332
2018-03-10,23493
2018-03-11,22919
2018-03-12,23111
2018-03-13,23156
2018-03-14,23623
2018-03-15,23843
2018-03-16,23698
2018-03-17,23707
2018-03-18,24116
2018-03-19,24116
2018-03-20,23489
2018-03-21,22619
2018-03-23,22231
2018-03-24,22181
2018-03-25,22109
2018-03-26,22109
2018-03-27,22065
2018-03-28,21967
2018-03-29,22077
2018-03-30,21395
2018-03-31,22221
2018-04-01,22400
2018-04-02,23007
2018-04-03,23866
2018-04-04,24005
2018-04-05,24005
2018-04-06,24166
2018-04-07,24166
2018-04-08,24574
2018-04-09,24526
2018-04-10,23697
2018-04-11,24247
2018-04-12,24968
2018-04-13,24570
2018-04-14,24162
2018-04-15,24448
2018-04-16,24448
2018-04-17,23995
2018-04-18,23995
2018-04-19,24117
2018-04-20,23545
2018-04-21,23666
2018-04-22,23666
2018-04-23,23592
2018-04-24,23087
2018-04-25,23385
2018-04-26,23385
2018-04-27,23675
2018-04-28,23695
2018-04-29,23660
2018-04-30,23736
2018-05-01,23769
2018-05-03,23720
2018-05-04,23454
2018-05-05,23869
2018-05-06,23869
2018-05-07,23959
2018-05-08,24360
2018-05-09,24546
2018-05-10,24929
2018-05-11,25016
2018-05-12,25158
2018-05-13,25158
2018-05-14,25225
2018-05-15,25225
2018-05-16,25312
2018-05-17,25863
2018-05-18,26162
2018-05-19,26389
2018-05-20,26540
2018-05-21,26391
2018-05-22,26391
2018-05-23,26669
2018-05-24,26669
2018-05-25,26791
2018-05-26,26811
2018-05-27,26811
2018-05-28,26840
2018-05-29,26973
2018-05-30,26973
2018-05-31,27151
2018-06-01,27761
2018-06-02,27782
2018-06-03,27782
2018-06-04,27613
2018-06-05,27672
2018-06-06,27575
2018-06-07,27575
2018-06-08,27374
2018-06-09,27374
2018-06-10,26911
2018-06-11,26014
2018-06-12,26076
2018-06-13,26867
2018-06-14,26217
2018-06-15,25542
2018-06-16,25622
2018-06-17,25334
2018-06-18,26112
2018-06-19,26259
2018-06-20,26259
2018-06-21,26604
2018-06-22,26881
2018-06-23,26881
2018-06-24,26993
2018-06-25,26663
2018-06-26,26091
2018-06-27,26286
2018-06-28,26538
2018-06-29,26862
2018-06-30,26636
2018-07-01,25936
2018-07-02,25936
2018-07-03,25206
2018-07-04,24737
2018-07-05,24737
2018-07-06,24580
2018-07-07,24037
2018-07-08,24527
2018-07-09,23590
2018-07-10,23651
2018-07-11,23959
2018-07-12,24165
2018-07-13,24745
2018-07-14,24069
2018-07-15,24069
2018-07-16,23708
2018-07-17,23838
2018-07-18,23697
2018-07-19,23697
2018-07-20,23868
2018-07-21,24510
2018-07-22,24650
2018-07-23,25038
2018-07-24,25481
2018-07-25,25518
2018-07-26,25746
2018-07-27,26257
2018-07-28,26257
2018-07-29,26938
2018-07-30,27125
2018-07-31,27465
2018-08-01,27465
2018-08-02,27394
2018-08-03,26608
2018-08-04,26052
2018-08-05,26299
2018-08-06,26585
2018-08-07,25949
2018-08-08,25474
2018-08-09,25474
2018-08-10,25474
2018-08-11,25091
2018-08-12,25459
2018-08-14,25646
2018-08-16,25403
2018-08-17,25779
2018-08-18,25779
2018-08-19,26161
2018-08-20,26098
2018-08-21,26098
2018-08-22,25680
2018-08-23,25870
2018-08-24,25608
2018-08-25,26402
2018-08-26,26222
2018-08-27,25763
2018-08-28,26075
2018-08-29,26323
2018-08-30,26109
2018-08-31,26023
2018-09-01,26527
2018-09-02,26637
2018-09-03,26433
2018-09-04,26536
2018-09-05,26121
2018-09-06,26121
2018-09-07,26769
2018-09-08,27247
2018-09-09,27126
2018-09-10,27312
2018-09-11,27312
2018-09-12,27289
2018-09-13,27250
2018-09-14,27938
2018-09-15,28309
2018-09-16,28309
2018-09-17,28474
2018-09-18,28918
2018-09-19,28406
2018-09-20,28567
2018-09-21,28558
2018-09-22,29022
2018-09-23,29753
2018-09-24,30034
2018-09-25,30034
2018-09-26,30083
2018-09-27,30083
2018-09-28,30123
2018-09-29,31197
2018-09-30,31775
2018-10-01,31891
2018-10-02,32302
2018-10-03,33019
2018-10-04,33019
2018-10-05,33346
2018-10-06,33623
2018-10-07,33623
2018-10-08,34150
2018-10-09,34414
2018-10-10,34545
2018-10-11,34533
2018-10-12,34533
2018-10-13,33701
2018-10-14,32763
2018-10-15,33265
2018-10-16,34371
2018-10-17,35267
2018-10-18,35711
2018-10-19,36420
2018-10-20,36420
2018-10-21,36918
2018-10-22,37382
2018-10-23,37382
2018-10-25,36610
2018-10-26,36246
2018-10-27,36234
2018-10-28,36980
2018-10-29,36980
2018-10-30,37420
2018-10-31,38201
2018-11-01,40112
2018-11-03,39797
2018-11-04,38537
2018-11-05,39793
2018-11-06,41682
2018-11-07,43767
2018-11-08,45956
2018-11-09,48254
2018-11-10,50647
2018-11-11,53180
2018-11-12,55779
2018-11-13,58568
2018-11-14,61497
2018-11-15,64572
2018-11-16,67801
2018-11-17,71192
2018-11-18,74619
2018-11-19,76552
2018-11-20,79098
2018-11-21,82599
2018-11-22,86059
2018-11-23,88894
2018-11-24,90218
2018-11-25,91542
2018-11-26,92272
2018-11-27,90006
2018-11-28,86807
2018-11-29,83626
2018-12-01,76870
2018-12-02,73430
2018-12-03,70790
2018-12-04,69062
2018-12-05,66116
2018-12-07,61087
2018-12-09,57353
2018-12-10,56360
2018-12-11,55999
2018-12-12,56247
2018-12-13,56015
2018-12-14,56395
2018-12-15,56655
2018-12-16,56856
2018-12-17,55686
2018-12-18,56395
2018-12-19,56741
2018-12-20,55023
2018-12-21,52815
2018-12-22,50854
2018-12-23,49718
2018-12-24,48684
2018-12-25,47517
2018-12-26,47765
2018-12-27,48163
2018-12-28,47155
2018-12-29,45487
2018-12-30,44362
2018-12-31,43652
2019-01-01,43288
2019-01-02,42322
2019-01-03,40546
2019-01-04,40413
2019-01-05,39824
2019-01-06,39385
2019-01-08,38134
2019-01-10,36411
2019-01-11,35485
2019-01-12,34759
2019-01-13,34475
2019-01-14,34681
2019-01-15,34602
2019-01-16,34029
2019-01-17,32980
2019-01-18,32646
2019-01-19,31516
2019-01-20,30432
2019-01-21,28910
2019-01-22,27561
2019-01-23,26956
2019-01-24,26370
2019-01-25,26688
2019-01-26,26800
2019-01-27,26771
2019-01-29,26324
2019-01-30,26437
2019-01-31,26504
2019-02-01,26886
2019-02-02,27370
2019-02-03,28005
2019-02-04,28526
2019-02-05,28633
2019-02-06,29054
2019-02-07,29274
2019-02-08,29308
2019-02-09,28886
2019-02-10,28901
2019-02-11,29497
2019-02-12,29466
2019-02-13,29684
2019-02-14,29684
2019-02-15,29619
2019-02-16,29898
2019-02-17,29773
2019-02-18,30338
2019-02-19,30720
2019-02-20,30889
2019-02-21,31092
2019-02-22,30714
2019-02-23,31153
2019-02-24,30528
2019-02-25,29794
2019-02-26,29227
2019-02-27,30050
2019-02-28,29262
2019-03-01,29005
2019-03-02,29440
2019-03-03,29794
2019-03-04,29891
2019-03-05,29862
2019-03-06,30164
2019-03-07,30016
2019-03-08,30016
2019-03-09,29646
2019-03-10,28842
2019-03-11,28047
2019-03-12,27741
2019-03-13,27741
2019-03-14,27749
2019-03-15,27878
2019-03-16,27399
2019-03-17,27176
2019-03-18,27176
2019-03-19,27459
2019-03-20,27420
2019-03-21,27453
2019-03-22,27518
2019-03-23,27497
2019-03-24,27805
2019-03-25,28460
2019-03-26,28301
2019-03-27,27772
