date_obj,Armadyl%20d'hide%20body price
2015-11-12,144174
2015-11-13,140048
2015-11-14,138431
2015-11-15,137547
2015-11-16,136574
2015-11-17,135470
2015-11-18,134456
2015-11-19,133888
2015-11-20,132019
2015-11-21,133168
2015-11-22,136681
2015-11-23,136715
2015-11-24,139757
2015-11-25,140509
2015-11-26,141239
2015-11-27,143087
2015-11-28,144386
2015-11-29,144563
2015-11-30,146182
2015-12-01,145247
2015-12-02,147660
2015-12-03,149017
2015-12-04,149689
2015-12-05,151436
2015-12-06,152285
2015-12-07,148954
2015-12-08,147253
2015-12-09,143299
2015-12-10,138474
2015-12-11,135026
2015-12-12,133358
2015-12-13,133308
2015-12-14,135156
2015-12-15,139330
2015-12-16,145789
2015-12-17,151114
2015-12-18,158464
2015-12-19,162836
2015-12-20,158549
2015-12-21,154245
2015-12-22,152463
2015-12-23,148616
2015-12-24,149767
2015-12-25,152115
2015-12-26,159312
2015-12-27,160411
2015-12-28,157497
2015-12-29,155899
2015-12-30,157214
2015-12-31,157944
2016-01-01,160121
2016-01-02,164737
2016-01-03,166964
2016-01-04,174773
2016-01-05,178955
2016-01-06,177555
2016-01-07,176367
2016-01-08,178307
2016-01-09,180002
2016-01-10,178339
2016-01-11,175175
2016-01-12,180213
2016-01-13,187773
2016-01-14,192117
2016-01-15,194462
2016-01-16,197941
2016-01-17,199448
2016-01-18,196919
2016-01-19,195002
2016-01-20,194714
2016-01-21,195178
2016-01-22,195503
2016-01-23,192936
2016-01-24,189733
2016-01-25,186992
2016-01-26,188476
2016-01-27,189230
2016-01-28,184736
2016-01-29,181165
2016-01-30,180918
2016-01-31,182621
2016-02-01,176660
2016-02-02,170237
2016-02-03,166186
2016-02-04,159549
2016-02-05,158167
2016-02-06,154433
2016-02-07,152016
2016-02-08,151434
2016-02-09,152221
2016-02-10,152855
2016-02-11,152819
2016-02-12,153965
2016-02-13,155468
2016-02-14,155610
2016-02-15,155470
2016-02-16,157894
2016-02-17,156672
2016-02-18,152498
2016-02-19,147323
2016-02-20,142466
2016-02-21,138354
2016-02-22,133841
2016-02-23,134426
2016-02-24,139202
2016-02-25,143173
2016-02-26,144276
2016-02-27,144671
2016-02-28,145031
2016-02-29,144166
2016-03-01,145123
2016-03-02,146738
2016-03-03,149210
2016-03-04,151360
2016-03-05,151338
2016-03-06,150083
2016-03-07,147252
2016-03-08,148590
2016-03-09,149003
2016-03-10,148538
2016-03-11,145296
2016-03-12,143014
2016-03-13,140251
2016-03-14,136689
2016-03-15,134429
2016-03-16,135264
2016-03-17,136529
2016-03-18,137237
2016-03-19,140227
2016-03-20,142242
2016-03-21,142491
2016-03-22,142679
2016-03-23,142365
2016-03-24,142237
2016-03-25,142810
2016-03-26,142202
2016-03-27,141332
2016-03-28,138811
2016-03-29,137609
2016-03-30,139000
2016-03-31,135813
2016-04-01,129900
2016-04-02,127346
2016-04-03,128171
2016-04-04,129270
2016-04-05,128695
2016-04-06,129450
2016-04-07,129570
2016-04-08,129873
2016-04-09,130576
2016-04-10,132751
2016-04-11,134028
2016-04-12,134653
2016-04-13,135109
2016-04-14,136214
2016-04-15,135506
2016-04-16,135640
2016-04-17,135943
2016-04-18,133856
2016-04-19,135666
2016-04-20,135579
2016-04-21,136104
2016-04-22,135434
2016-04-23,135269
2016-04-24,136545
2016-04-25,136495
2016-04-26,135644
2016-04-27,133991
2016-04-28,135387
2016-04-29,134260
2016-04-30,134220
2016-05-01,134018
2016-05-02,134259
2016-05-03,133565
2016-05-04,134785
2016-05-05,133026
2016-05-06,131601
2016-05-07,130776
2016-05-08,129170
2016-05-09,128702
2016-05-10,128865
2016-05-11,130641
2016-05-12,126943
2016-05-13,127567
2016-05-14,130309
2016-05-15,133045
2016-05-16,135872
2016-05-17,138520
2016-05-18,141066
2016-05-19,142423
2016-05-22,153146
2016-05-23,154465
2016-05-24,150946
2016-05-25,144146
2016-05-26,143924
2016-05-27,144765
2016-05-28,146777
2016-05-29,150236
2016-05-30,150400
2016-05-31,149522
2016-06-01,151649
2016-06-02,154413
2016-06-03,157686
2016-06-04,160287
2016-06-05,161593
2016-06-06,160426
2016-06-07,158832
2016-06-08,159420
2016-06-09,160248
2016-06-10,164525
2016-06-11,170303
2016-06-12,177771
2016-06-13,186552
2016-06-14,194864
2016-06-15,193256
2016-06-16,191568
2016-06-17,186994
2016-06-18,185861
2016-06-19,182338
2016-06-20,179179
2016-06-21,180663
2016-06-22,179322
2016-06-23,178759
2016-06-24,178599
2016-06-25,176665
2016-06-26,175773
2016-06-27,174974
2016-06-28,172493
2016-06-29,168613
2016-06-30,166608
2016-07-01,160565
2016-07-02,158840
2016-07-03,155497
2016-07-04,153583
2016-07-05,151816
2016-07-06,151602
2016-07-07,151482
2016-07-08,148111
2016-07-09,149203
2016-07-10,148878
2016-07-11,150782
2016-07-12,151915
2016-07-13,152050
2016-07-14,151053
2016-07-15,153158
2016-07-16,152142
2016-07-17,152729
2016-07-18,154162
2016-07-23,159792
2016-07-24,158335
2016-07-25,161406
2016-07-26,164843
2016-07-27,166624
2016-07-28,168178
2016-07-29,165868
2016-07-30,163163
2016-07-31,165004
2016-08-01,162112
2016-08-02,163411
2016-08-03,164277
2016-08-04,164090
2016-08-05,164689
2016-08-06,165700
2016-08-07,167073
2016-08-08,167958
2016-08-09,169092
2016-08-10,167637
2016-08-11,165013
2016-08-12,164614
2016-08-13,165922
2016-08-14,164525
2016-08-15,164998
2016-08-16,164139
2016-08-17,162010
2016-08-18,160365
2016-08-19,156974
2016-08-20,153770
2016-08-21,152972
2016-08-22,149030
2016-08-23,145833
2016-08-24,142170
2016-08-25,139884
2016-08-26,137138
2016-08-28,128237
2016-08-31,141347
2016-09-01,142040
2016-09-02,142040
2016-09-03,139230
2016-09-04,136782
2016-09-05,136364
2016-09-06,137130
2016-09-07,138810
2016-09-08,140014
2016-09-09,139414
2016-09-10,137751
2016-09-11,135122
2016-09-12,130929
2016-09-13,125139
2016-09-14,125594
2016-09-15,126284
2016-09-16,128383
2016-09-17,131119
2016-09-18,135135
2016-09-19,139782
2016-09-20,143672
2016-09-21,147036
2016-09-22,149588
2016-09-23,150684
2016-09-24,153099
2016-09-25,154235
2016-09-26,147371
2016-09-27,148281
2016-09-28,150346
2016-09-29,150547
2016-09-30,154295
2016-10-01,147912
2016-10-02,145249
2016-10-03,142787
2016-10-04,139645
2016-10-05,139711
2016-10-06,140063
2016-10-07,142965
2016-10-08,140841
2016-10-09,139714
2016-10-10,139867
2016-10-11,140995
2016-10-12,143029
2016-10-13,142015
2016-10-14,141704
2016-10-15,144669
2016-10-16,143890
2016-10-17,145110
2016-10-18,145084
2016-10-19,144759
2016-10-20,144175
2016-10-21,143922
2016-10-22,142219
2016-10-23,142494
2016-10-24,142984
2016-10-25,144300
2016-10-26,143858
2016-10-27,144082
2016-10-28,142339
2016-10-29,143854
2016-10-30,144396
2016-10-31,143438
2016-11-01,143526
2016-11-02,148410
2016-11-03,149245
2016-11-04,148145
2016-11-05,147747
2016-11-06,147751
2016-11-07,146632
2016-11-08,146782
2016-11-09,144270
2016-11-10,144072
2016-11-11,142893
2016-11-12,143750
2016-11-13,145442
2016-11-14,146408
2016-11-15,150213
2016-12-07,146913
2016-12-08,147155
2016-12-09,145464
2016-12-10,142233
2016-12-11,141890
2016-12-12,141223
2016-12-13,142521
2016-12-14,142213
2016-12-15,143811
2016-12-16,144013
2016-12-17,146589
2016-12-18,150152
2016-12-19,151827
2016-12-20,151552
2016-12-21,153552
2016-12-22,155985
2016-12-23,158171
2016-12-24,161286
2016-12-25,166082
2016-12-26,171536
2016-12-27,176400
2016-12-28,181772
2016-12-29,188441
2016-12-30,187158
2016-12-31,184139
2017-01-01,182145
2017-01-02,182483
2017-01-03,181727
2017-01-04,183937
2017-01-05,184206
2017-01-06,184061
2017-01-07,185210
2017-01-08,185667
2017-01-09,185676
2017-01-10,185739
2017-01-11,185782
2017-01-12,186776
2017-01-13,187210
2017-01-14,186458
2017-01-15,186783
2017-01-16,188157
2017-01-17,185455
2017-01-18,184791
2017-01-19,181608
2017-01-20,177220
2017-01-21,177847
2017-01-22,181855
2017-01-23,184938
2017-01-27,184721
2017-01-28,180450
2017-01-29,178183
2017-01-30,176368
2017-01-31,177044
2017-02-01,177361
2017-02-02,178581
2017-02-03,177071
2017-02-04,173214
2017-02-05,172910
2017-02-06,172664
2017-02-07,170563
2017-02-08,169417
2017-02-09,168287
2017-02-10,167017
2017-02-11,163260
2017-02-12,165699
2017-02-13,164146
2017-02-14,163049
2017-02-15,164541
2017-02-16,164501
2017-02-18,161134
2017-02-19,163741
2017-02-20,161977
2017-02-21,159928
2017-02-22,159884
2017-02-23,159203
2017-02-24,155588
2017-02-25,152718
2017-02-26,149980
2017-02-27,149908
2017-02-28,149762
2017-03-01,151359
2017-03-02,151840
2017-03-03,151976
2017-03-04,151697
2017-03-05,152056
2017-03-06,152174
2017-03-07,151668
2017-03-08,151614
2017-03-09,151123
2017-03-10,151352
2017-03-11,150975
2017-03-12,150054
2017-03-13,149378
2017-03-14,150125
2017-03-15,148645
2017-03-16,148539
2017-03-17,149161
2017-03-18,150002
2017-03-19,147489
2017-03-20,148093
2017-03-21,146736
2017-03-22,145037
2017-03-23,143826
2017-03-24,143958
2017-03-25,142935
2017-03-26,142880
2017-03-27,144773
2017-03-28,146292
2017-03-29,148720
2017-03-30,149489
2017-03-31,148138
2017-04-01,149145
2017-04-02,149464
2017-04-03,150693
2017-04-04,152074
2017-04-05,151474
2017-04-12,151419
2017-04-13,150591
2017-04-14,147738
2017-04-15,147471
2017-04-16,147608
2017-04-17,147068
2017-04-18,145751
2017-04-19,145043
2017-04-20,143619
2017-04-21,142697
2017-04-22,142048
2017-04-23,142356
2017-04-24,143304
2017-04-25,144557
2017-04-26,143886
2017-04-27,147901
2017-04-28,147814
2017-04-29,149946
2017-04-30,153540
2017-05-01,154962
2017-05-02,154903
2017-05-03,154199
2017-05-04,153879
2017-05-05,160069
2017-05-06,164882
2017-05-07,165905
2017-05-08,169017
2017-05-09,175168
2017-05-10,175094
2017-05-11,173906
2017-05-12,175444
2017-05-13,173942
2017-05-14,172601
2017-05-15,172475
2017-05-16,169905
2017-05-17,166047
2017-05-18,163209
2017-05-19,166517
2017-05-20,165070
2017-05-21,166374
2017-05-22,165608
2017-05-23,166504
2017-05-24,165204
2017-05-25,165695
2017-05-26,167484
2017-05-27,172930
2017-05-28,178312
2017-05-29,184200
2017-05-30,192759
2017-05-31,200990
2017-06-01,204488
2017-06-02,213279
2017-06-03,219666
2017-06-04,225494
2017-06-05,228589
2017-06-06,231315
2017-06-07,230756
2017-06-08,227462
2017-06-09,227753
2017-06-10,222146
2017-06-11,211613
2017-06-12,203486
2017-06-13,196006
2017-06-14,191630
2017-06-15,187202
2017-06-16,186445
2017-06-17,185441
2017-06-18,188082
2017-06-19,186341
2017-06-20,184617
2017-06-21,184061
2017-06-22,189055
2017-06-23,196222
2017-06-24,202146
2017-06-25,200769
2017-06-26,199990
2017-06-27,199658
2017-06-28,203464
2017-06-29,204480
2017-06-30,203562
2017-07-01,203564
2017-07-02,203268
2017-07-03,202353
2017-07-04,201164
2017-07-05,202473
2017-07-06,203455
2017-07-07,201770
2017-07-08,202529
2017-07-09,199694
2017-07-13,184953
2017-07-14,182962
2017-07-15,179102
2017-07-16,174745
2017-07-17,170344
2017-07-18,172234
2017-07-19,168142
2017-07-20,166360
2017-07-21,163172
2017-07-22,159763
2017-07-23,156684
2017-07-24,158749
2017-07-25,158205
2017-07-26,158640
2017-07-27,158618
2017-07-28,161858
2017-07-29,161722
2017-07-30,163420
2017-07-31,167017
2017-08-01,170857
2017-08-02,173725
2017-08-03,175298
2017-08-04,181008
2017-08-05,184244
2017-08-06,182702
2017-08-07,184634
2017-08-08,184061
2017-08-09,185048
2017-08-10,186361
2017-08-11,181833
2017-08-12,181171
2017-08-13,182279
2017-08-14,181511
2017-08-15,179830
2017-08-16,180635
2017-08-17,179479
2017-08-18,179741
2017-08-19,179050
2017-08-20,179782
2017-08-21,178579
2017-08-22,177929
2017-08-23,178786
2017-08-24,179641
2017-08-25,176265
2017-08-26,178192
2017-08-27,179012
2017-08-28,179577
2017-08-29,184647
2017-08-30,180770
2017-08-31,179435
2017-09-01,179454
2017-09-02,178898
2017-09-03,184223
2017-09-04,187270
2017-09-05,189340
2017-09-06,190282
2017-09-07,192134
2017-09-08,193804
2017-09-09,191122
2017-09-10,188727
2017-09-11,188493
2017-09-12,189268
2017-09-13,189874
2017-09-14,185185
2017-09-15,181148
2017-09-16,182043
2017-09-17,185043
2017-09-18,183369
2017-09-19,185249
2017-09-20,189299
2017-09-22,194631
2017-09-23,196530
2017-09-24,194192
2017-09-25,196820
2017-09-26,202062
2017-09-27,201979
2017-09-28,203732
2017-09-29,209368
2017-09-30,211202
2017-10-01,212194
2017-10-02,210183
2017-10-03,208423
2017-10-04,209424
2017-10-05,209311
2017-10-06,212483
2017-10-07,213252
2017-10-08,213365
2017-10-09,214784
2017-10-10,217104
2017-10-11,221587
2017-10-12,221141
2017-10-13,223810
2017-10-14,227694
2017-10-15,229220
2017-10-16,230418
2017-10-17,227715
2017-10-18,229629
2017-10-19,231573
2017-10-20,234566
2017-10-21,233815
2017-10-22,233038
2017-10-23,235885
2017-10-24,236708
2017-10-25,238105
2017-10-26,237204
2017-10-27,239832
2017-10-28,240594
2017-10-29,239858
2017-10-30,247724
2017-10-31,256226
2017-11-01,264260
2017-11-02,271940
2017-11-03,275235
2017-11-04,281471
2017-11-05,287273
2017-11-06,291833
2017-11-07,295083
2017-11-08,288987
2017-11-09,280523
2017-11-10,273673
2017-11-11,265877
2017-11-12,259183
2017-11-13,249859
2017-11-14,245303
2017-11-15,246969
2017-11-16,239338
2017-11-17,239670
2017-11-18,239394
2017-11-19,236660
2017-11-20,239594
2017-11-21,239554
2017-11-22,238644
2017-11-23,236826
2017-11-24,237525
2017-11-25,238562
2017-11-26,234401
2017-11-27,224252
2017-11-28,215979
2017-11-29,209158
2017-11-30,210514
2017-12-01,206590
2017-12-02,198478
2017-12-03,201389
2017-12-04,198779
2017-12-05,198949
2017-12-06,206980
2017-12-07,207766
2017-12-08,206228
2017-12-09,210770
2017-12-10,214367
2017-12-11,214620
2017-12-12,208120
2017-12-13,208760
2017-12-14,210725
2017-12-15,208385
2017-12-16,206597
2017-12-17,212632
2017-12-18,220141
2017-12-19,216459
2017-12-20,214291
2017-12-21,218250
2017-12-22,214223
2017-12-23,212494
2017-12-24,220273
2017-12-25,226829
2017-12-26,232421
2017-12-27,238554
2017-12-28,245650
2017-12-29,253580
2017-12-30,260021
2017-12-31,264917
2018-01-01,272838
2018-01-02,280728
2018-01-03,279912
2018-01-04,276899
2018-01-05,276249
2018-01-06,283067
2018-01-07,295167
2018-01-08,302646
2018-01-09,295455
2018-01-10,288743
2018-01-11,280276
2018-01-12,282953
2018-01-13,287387
2018-01-14,287724
2018-01-15,286071
2018-01-16,287284
2018-01-17,288225
2018-01-18,289620
2018-01-19,289949
2018-01-20,287462
2018-01-21,289407
2018-01-22,289290
2018-01-23,288049
2018-01-24,291565
2018-01-25,290746
2018-01-26,291063
2018-01-27,288670
2018-01-29,284039
2018-01-30,289299
2018-01-31,289244
2018-02-01,286363
2018-02-02,286641
2018-02-03,285548
2018-02-04,286659
2018-02-05,286087
2018-02-06,287600
2018-02-07,288987
2018-02-08,288583
2018-02-09,283458
2018-02-10,277904
2018-02-11,271580
2018-02-12,264395
2018-02-13,254508
2018-02-14,256253
2018-02-15,254550
2018-02-16,253606
2018-02-17,248146
2018-02-18,246140
2018-02-19,251546
2018-02-20,250012
2018-02-21,246191
2018-02-22,244549
2018-02-23,249319
2018-02-24,251321
2018-02-25,251009
2018-02-26,249313
2018-02-27,254323
2018-02-28,253791
2018-03-01,255736
2018-03-02,256139
2018-03-03,252733
2018-03-04,247838
2018-03-05,242718
2018-03-06,235314
2018-03-07,235986
2018-03-08,230533
2018-03-09,228339
2018-03-10,227136
2018-03-11,226820
2018-03-12,231566
2018-03-13,235624
2018-03-14,237167
2018-03-15,235234
2018-03-16,238457
2018-03-17,233847
2018-03-18,230871
2018-03-20,237072
2018-03-22,238596
2018-03-23,235597
2018-03-24,235632
2018-03-25,238294
2018-03-26,246057
2018-03-27,248483
2018-03-28,251816
2018-03-29,257211
2018-03-30,262427
2018-03-31,267033
2018-04-01,274426
2018-04-02,273459
2018-04-03,275416
2018-04-04,285314
2018-04-05,299580
2018-04-06,304237
2018-04-07,298606
2018-04-08,298748
2018-04-09,292000
2018-04-10,291064
2018-04-11,285698
2018-04-12,281347
2018-04-13,283878
2018-04-14,287585
2018-04-15,296174
2018-04-16,308486
2018-04-17,317549
2018-04-18,321729
2018-04-19,325802
2018-04-20,328324
2018-04-21,324682
2018-04-22,329178
2018-04-23,328810
2018-04-24,335741
2018-04-25,342172
2018-04-26,340513
2018-04-27,340291
2018-04-28,341865
2018-04-29,345044
2018-04-30,350319
2018-05-01,357643
2018-05-02,361825
2018-05-03,363131
2018-05-04,361564
2018-05-05,366281
2018-05-06,382598
2018-05-07,379797
2018-05-08,371810
2018-05-09,366051
2018-05-10,372040
2018-05-11,379803
2018-05-12,393201
2018-05-13,398336
2018-05-14,393479
2018-05-15,387127
2018-05-16,385540
2018-05-17,384428
2018-05-18,380166
2018-05-19,370616
2018-05-20,376920
2018-05-21,383231
2018-05-22,387225
2018-05-23,384457
2018-05-24,384565
2018-05-25,383428
2018-05-26,376146
2018-05-27,377383
2018-05-28,377143
2018-05-29,386782
2018-05-30,394155
2018-05-31,395998
2018-06-01,398403
2018-06-02,385686
2018-06-03,380669
2018-06-04,381269
2018-06-05,378493
2018-06-06,375922
2018-06-07,360347
2018-06-08,344072
2018-06-09,327564
2018-06-10,314703
2018-06-11,310681
2018-06-12,307370
2018-06-13,305624
2018-06-14,302541
2018-06-15,293963
2018-06-16,290803
2018-06-17,288404
2018-06-18,276944
2018-06-19,270329
2018-06-20,271528
2018-06-21,273964
2018-06-22,278083
2018-06-23,276908
2018-06-24,276619
2018-06-25,283543
2018-06-26,288693
2018-06-27,285158
2018-06-28,280361
2018-06-29,283284
2018-06-30,275574
2018-07-01,273604
2018-07-02,275818
2018-07-03,276700
2018-07-04,277137
2018-07-05,277064
2018-07-06,274422
2018-07-07,275939
2018-07-08,277101
2018-07-09,278680
2018-07-10,285445
2018-07-11,280807
2018-07-12,279305
2018-07-13,281589
2018-07-14,279175
2018-07-15,277469
2018-07-16,274247
2018-07-17,284617
2018-07-18,297473
2018-07-19,306921
2018-07-20,314023
2018-07-21,320296
2018-07-22,334194
2018-07-23,338441
2018-07-24,347767
2018-07-25,352908
2018-07-26,366230
2018-07-27,358872
2018-07-28,357807
2018-07-29,349150
2018-07-30,342301
2018-07-31,342303
2018-08-01,334881
2018-08-02,340080
2018-08-03,342543
2018-08-04,354309
2018-08-05,356101
2018-08-06,359699
2018-08-07,359883
2018-08-08,346706
2018-08-09,339580
2018-08-10,337747
2018-08-11,341904
2018-08-12,350328
2018-08-14,361040
2018-08-16,356529
2018-08-17,347100
2018-08-18,334309
2018-08-19,326772
2018-08-20,325106
2018-08-21,328154
2018-08-22,330298
2018-08-23,326649
2018-08-24,319650
2018-08-25,319182
2018-08-26,324987
2018-08-27,322493
2018-08-28,324015
2018-08-29,329230
2018-08-30,332082
2018-08-31,341187
2018-09-01,347679
2018-09-02,345743
2018-09-03,344151
2018-09-04,346183
2018-09-05,346515
2018-09-06,347495
2018-09-07,345823
2018-09-08,341043
2018-09-09,336393
2018-09-10,333527
2018-09-11,324876
2018-09-12,316997
2018-09-13,320294
2018-09-14,318675
2018-09-15,321232
2018-09-16,321432
2018-09-17,321352
2018-09-18,323123
2018-09-19,319562
2018-09-20,327954
2018-09-21,332999
2018-09-22,339918
2018-09-23,345769
2018-09-24,358215
2018-09-25,366045
2018-09-26,367731
2018-09-27,360688
2018-09-28,358654
2018-09-29,354834
2018-09-30,349888
2018-10-01,346589
2018-10-02,338337
2018-10-03,336648
2018-10-04,334968
2018-10-05,332415
2018-10-06,334754
2018-10-07,339511
2018-10-08,343606
2018-10-09,346242
2018-10-10,354691
2018-10-11,366251
2018-10-12,374514
2018-10-13,378143
2018-10-14,383580
2018-10-15,385379
2018-10-16,388512
2018-10-17,392168
2018-10-18,397231
2018-10-19,389282
2018-10-20,390298
2018-10-21,381672
2018-10-22,371497
2018-10-23,366808
2018-10-24,361200
2018-10-25,360289
2018-10-26,366186
2018-10-27,367805
2018-10-28,363314
2018-10-29,361185
2018-10-30,361452
2018-10-31,356761
2018-11-01,353814
2018-11-03,346514
2018-11-04,346107
2018-11-05,354177
2018-11-06,364452
2018-11-07,376762
2018-11-08,378598
2018-11-09,381496
2018-11-10,386333
2018-11-11,391822
2018-11-12,389031
2018-11-13,389468
2018-11-14,391214
2018-11-15,394027
2018-11-16,397515
2018-11-17,402729
2018-11-18,409428
2018-11-19,414277
2018-11-20,411529
2018-11-21,413315
2018-11-22,414170
2018-11-23,423098
2018-11-24,430486
2018-11-25,441085
2018-11-26,453580
2018-11-27,463757
2018-11-28,464033
2018-11-29,473591
2018-12-01,482270
2018-12-02,491747
2018-12-03,497072
2018-12-04,506929
2018-12-05,511572
2018-12-07,502257
2018-12-09,504513
2018-12-10,500115
2018-12-11,503719
2018-12-12,502400
2018-12-13,499589
2018-12-14,489188
2018-12-15,486594
2018-12-16,489413
2018-12-17,487863
2018-12-18,490364
2018-12-19,483853
2018-12-20,485839
2018-12-21,496241
2018-12-22,495861
2018-12-23,498894
2018-12-24,510602
2018-12-25,521962
2018-12-26,543754
2018-12-27,559889
2018-12-28,573440
2018-12-29,589124
2018-12-30,592779
2018-12-31,589980
2019-01-01,580902
2019-01-02,572064
2019-01-03,563814
2019-01-04,566874
2019-01-05,573598
2019-01-06,564292
2019-01-08,551283
2019-01-10,547911
2019-01-11,554312
2019-01-12,569861
2019-01-13,595941
2019-01-14,620105
2019-01-15,642673
2019-01-16,656015
2019-01-17,677231
2019-01-18,670923
2019-01-19,657826
2019-01-20,644135
2019-01-21,642855
2019-01-22,632321
2019-01-23,626947
2019-01-24,631755
2019-01-25,640759
2019-01-26,628320
2019-01-27,619988
2019-01-28,620607
2019-01-29,629019
2019-01-30,634762
2019-01-31,635066
2019-02-01,639072
2019-02-02,663558
2019-02-03,659353
2019-02-04,653647
2019-02-05,652871
2019-02-06,647622
2019-02-07,641893
2019-02-08,636765
2019-02-09,647728
2019-02-10,643065
2019-02-11,639896
2019-02-12,625296
2019-02-13,613453
2019-02-14,606047
2019-02-15,594329
2019-02-16,583526
2019-02-17,576789
2019-02-18,592003
2019-02-19,582994
2019-02-20,570500
2019-02-21,554946
2019-02-22,553056
2019-02-23,546284
2019-02-24,543802
2019-02-25,536011
2019-02-26,527541
2019-02-27,528477
2019-02-28,532204
2019-03-01,524389
2019-03-02,532531
2019-03-03,526747
2019-03-04,528268
2019-03-05,538603
2019-03-06,534394
2019-03-07,541767
2019-03-08,544966
2019-03-09,550288
2019-03-10,561706
2019-03-11,567106
2019-03-12,572161
2019-03-13,570696
2019-03-14,561813
2019-03-15,570039
2019-03-16,568772
2019-03-17,571432
2019-03-18,562473
2019-03-19,563996
2019-03-20,575091
