date_obj,Worm%20batta price
2015-03-26,400
2015-03-27,400
2015-03-28,400
2015-03-29,400
2015-03-30,400
2015-03-31,400
2015-04-01,400
2015-04-02,400
2015-04-03,400
2015-04-04,400
2015-04-05,400
2015-04-06,407
2015-04-07,407
2015-04-08,407
2015-04-09,407
2015-04-10,407
2015-04-11,407
2015-04-12,407
2015-04-13,407
2015-04-14,407
2015-04-15,407
2015-04-16,407
2015-04-17,407
2015-04-18,407
2015-04-19,407
2015-04-20,407
2015-04-21,407
2015-04-22,407
2015-04-23,407
2015-04-24,407
2015-04-25,407
2015-04-26,407
2015-04-27,407
2015-04-28,407
2015-04-29,407
2015-04-30,407
2015-05-01,407
2015-05-02,407
2015-05-03,407
2015-05-04,407
2015-05-05,407
2015-05-06,407
2015-05-07,407
2015-05-08,407
2015-05-09,414
2015-05-10,414
2015-05-11,414
2015-05-12,414
2015-05-13,414
2015-05-14,414
2015-05-15,414
2015-05-16,414
2015-05-17,414
2015-05-18,414
2015-05-19,414
2015-05-20,414
2015-05-21,414
2015-05-22,414
2015-05-23,414
2015-05-24,414
2015-05-25,414
2015-05-26,414
2015-05-27,414
2015-05-28,414
2015-05-29,414
2015-05-30,414
2015-05-31,414
2015-06-01,414
2015-06-02,414
2015-06-03,414
2015-06-04,414
2015-06-05,414
2015-06-06,414
2015-06-07,414
2015-06-08,414
2015-06-09,414
2015-06-10,414
2015-06-11,414
2015-06-12,414
2015-06-13,414
2015-06-14,409
2015-06-15,409
2015-06-16,409
2015-06-17,409
2015-06-18,409
2015-06-19,409
2015-06-20,409
2015-06-21,409
2015-06-22,409
2015-06-23,409
2015-06-24,409
2015-06-25,409
2015-06-26,409
2015-06-27,409
2015-06-28,409
2015-06-29,409
2015-06-30,409
2015-07-01,409
2015-07-02,409
2015-07-03,409
2015-07-04,409
2015-07-05,409
2015-07-06,409
2015-07-07,409
2015-07-08,409
2015-07-09,409
2015-07-10,409
2015-07-11,409
2015-07-12,409
2015-07-13,409
2015-07-14,409
2015-07-15,409
2015-07-16,409
2015-07-17,409
2015-07-18,409
2015-07-19,409
2015-07-20,409
2015-07-21,409
2015-07-22,409
2015-07-23,409
2015-07-24,409
2015-07-25,409
2015-07-26,409
2015-07-27,409
2015-07-28,409
2015-07-29,409
2015-07-30,409
2015-07-31,409
2015-08-01,409
2015-08-02,409
2015-08-03,409
2015-08-04,403
2015-08-05,403
2015-08-06,403
2015-08-07,403
2015-08-08,403
2015-08-09,403
2015-08-10,403
2015-08-11,403
2015-08-12,403
2015-08-13,403
2015-08-14,403
2015-08-15,403
2015-08-16,403
2015-08-17,403
2015-08-18,403
2015-08-19,403
2015-08-20,403
2015-08-21,403
2015-08-22,403
2015-08-23,403
2015-08-24,403
2015-08-25,403
2015-08-26,403
2015-08-27,403
2015-08-28,403
2015-08-29,403
2015-08-30,403
2015-08-31,403
2015-09-01,403
2015-09-02,403
2015-09-03,403
2015-09-04,403
2015-09-05,403
2015-09-06,403
2015-09-07,403
2015-09-08,403
2015-09-09,403
2015-09-10,403
2015-09-11,403
2015-09-12,403
2015-09-13,403
2015-09-14,403
2015-09-15,403
2015-09-16,403
2015-09-17,403
2015-09-18,403
2015-09-19,403
2015-09-20,403
2015-09-21,403
2015-09-22,409
2015-09-23,409
2015-09-24,409
2015-09-25,409
2015-09-27,409
2015-09-28,409
2015-09-29,409
2015-09-30,409
2015-10-05,409
2015-10-06,409
2015-10-07,409
2015-10-08,409
2015-10-09,409
2015-10-10,409
2015-10-11,409
2015-10-12,409
2015-10-13,409
2015-10-14,409
2015-10-15,409
2015-10-16,409
2015-10-17,409
2015-10-18,409
2015-10-19,409
2015-10-20,409
2015-10-22,409
2015-10-23,409
2015-10-24,409
2015-10-25,409
2015-10-26,409
2015-10-27,409
2015-10-29,409
2015-10-30,409
2015-10-31,409
2015-11-01,409
2015-11-02,409
2015-11-03,409
2015-11-05,409
2015-11-06,409
2015-11-07,409
2015-11-08,409
2015-11-09,409
2015-11-10,409
2015-11-11,409
2015-11-12,409
2015-11-13,409
2015-11-14,409
2015-11-15,409
2015-11-16,409
2015-11-17,409
2015-11-18,409
2015-11-19,409
2015-11-20,409
2015-11-21,409
2015-11-22,409
2015-11-23,409
2015-11-24,409
2015-11-25,409
2015-11-26,409
2015-11-27,409
2015-11-28,409
2015-11-29,409
2015-11-30,409
2015-12-01,409
2015-12-02,409
2015-12-03,409
2015-12-04,409
2015-12-05,409
2015-12-06,409
2015-12-07,409
2015-12-08,409
2015-12-09,409
2015-12-10,409
2015-12-11,409
2015-12-13,409
2015-12-14,409
2015-12-15,409
2015-12-16,409
2015-12-17,409
2015-12-18,409
2015-12-19,409
2015-12-20,409
2015-12-21,409
2015-12-22,409
2015-12-23,409
2015-12-24,409
2015-12-25,409
2015-12-26,409
2015-12-27,409
2015-12-28,409
2015-12-29,409
2015-12-30,413
2015-12-31,413
2016-01-01,413
2016-01-02,413
2016-01-03,413
2016-01-04,413
2016-01-05,413
2016-01-06,413
2016-01-07,413
2016-01-08,413
2016-01-09,413
2016-01-10,413
2016-01-11,413
2016-01-12,413
2016-01-13,413
2016-01-14,413
2016-01-15,413
2016-01-16,413
2016-01-17,413
2016-01-18,413
2016-01-19,413
2016-01-20,413
2016-01-21,413
2016-01-22,413
2016-01-23,413
2016-01-24,413
2016-01-25,415
2016-01-26,415
2016-01-27,415
2016-01-28,415
2016-01-29,415
2016-01-30,415
2016-01-31,415
2016-02-01,415
2016-02-02,415
2016-02-03,415
2016-02-04,415
2016-02-05,415
2016-02-06,415
2016-02-07,415
2016-02-08,415
2016-02-09,415
2016-02-10,415
2016-02-11,415
2016-02-12,415
2016-02-13,415
2016-02-14,415
2016-02-15,415
2016-02-16,415
2016-02-17,415
2016-02-18,415
2016-02-19,415
2016-02-20,415
2016-02-21,415
2016-02-22,415
2016-02-23,415
2016-02-24,415
2016-02-25,415
2016-02-26,415
2016-02-27,409
2016-02-28,409
2016-02-29,409
2016-03-01,409
2016-03-02,409
2016-03-03,409
2016-03-04,409
2016-03-05,409
2016-03-06,409
2016-03-07,409
2016-03-08,409
2016-03-09,409
2016-03-10,409
2016-03-11,409
2016-03-12,409
2016-03-13,409
2016-03-14,409
2016-03-15,409
2016-03-16,409
2016-03-17,409
2016-03-18,409
2016-03-19,409
2016-03-20,409
2016-03-21,409
2016-03-22,409
2016-03-23,409
2016-03-24,409
2016-03-25,409
2016-03-26,409
2016-03-27,409
2016-03-28,409
2016-03-29,400
2016-03-30,400
2016-03-31,400
2016-04-01,400
2016-04-02,400
2016-04-03,400
2016-04-04,400
2016-04-05,400
2016-04-06,400
2016-04-07,400
2016-04-08,400
2016-04-09,400
2016-04-10,400
2016-04-11,400
2016-04-12,400
2016-04-13,400
2016-04-14,400
2016-04-15,400
2016-04-16,400
2016-04-17,400
2016-04-18,400
2016-04-19,400
2016-04-20,400
2016-04-21,395
2016-04-22,395
2016-04-23,395
2016-04-24,395
2016-04-25,395
2016-04-26,395
2016-04-27,395
2016-04-28,395
2016-04-29,395
2016-04-30,395
2016-05-01,395
2016-05-02,395
2016-05-03,395
2016-05-04,395
2016-05-05,395
2016-05-06,395
2016-05-07,395
2016-05-08,395
2016-05-09,395
2016-05-10,395
2016-05-11,395
2016-05-12,395
2016-05-13,395
2016-05-14,395
2016-05-15,395
2016-05-16,395
2016-05-17,395
2016-05-18,395
2016-05-19,395
2016-05-22,410
2016-05-23,410
2016-05-24,410
2016-05-25,410
2016-05-26,410
2016-05-27,410
2016-05-28,410
2016-05-29,410
2016-05-30,410
2016-05-31,410
2016-06-01,410
2016-06-02,410
2016-06-03,410
2016-06-04,410
2016-06-05,410
2016-06-06,410
2016-06-07,410
2016-06-08,410
2016-06-09,410
2016-06-10,410
2016-06-11,410
2016-06-12,414
2016-06-13,414
2016-06-14,414
2016-06-15,414
2016-06-16,414
2016-06-17,414
2016-06-18,414
2016-06-19,414
2016-06-20,414
2016-06-21,414
2016-06-22,414
2016-06-23,414
2016-06-24,414
2016-06-25,414
2016-06-26,414
2016-06-27,414
2016-06-28,414
2016-06-29,414
2016-06-30,414
2016-07-01,414
2016-07-02,414
2016-07-03,414
2016-07-04,408
2016-07-05,408
2016-07-06,408
2016-07-07,408
2016-07-08,408
2016-07-09,408
2016-07-10,408
2016-07-11,408
2016-07-12,408
2016-07-13,408
2016-07-14,408
2016-07-15,408
2016-07-16,408
2016-07-17,408
2016-07-18,408
2016-07-24,408
2016-07-25,408
2016-07-26,408
2016-07-27,408
2016-07-28,408
2016-07-29,408
2016-07-30,408
2016-07-31,408
2016-08-01,408
2016-08-02,408
2016-08-03,408
2016-08-04,408
2016-08-05,408
2016-08-06,395
2016-08-07,395
2016-08-08,395
2016-08-09,395
2016-08-10,395
2016-08-11,395
2016-08-12,395
2016-08-13,395
2016-08-14,395
2016-08-15,395
2016-08-16,395
2016-08-17,395
2016-08-18,395
2016-08-19,395
2016-08-20,395
2016-08-21,395
2016-08-22,395
2016-08-23,395
2016-08-24,395
2016-08-25,395
2016-08-26,395
