date_obj,Bronze%20boots price
2017-04-24,356
2017-04-25,356
2017-04-26,356
2017-04-27,354
2017-04-28,354
2017-04-29,354
2017-04-30,357
2017-05-01,357
2017-05-02,357
2017-05-03,357
2017-05-04,359
2017-05-05,359
2017-05-06,359
2017-05-07,359
2017-05-08,359
2017-05-09,359
2017-05-10,365
2017-05-11,365
2017-05-12,365
2017-05-13,364
2017-05-14,364
2017-05-15,364
2017-05-16,364
2017-05-17,365
2017-05-18,365
2017-05-19,365
2017-05-20,365
2017-05-21,372
2017-05-22,372
2017-05-23,372
2017-05-24,372
2017-05-25,369
2017-05-26,369
2017-05-27,369
2017-05-28,369
2017-05-29,367
2017-05-30,367
2017-05-31,367
2017-06-01,367
2017-06-02,376
2017-06-03,376
2017-06-04,376
2017-06-05,376
2017-06-06,378
2017-06-07,378
2017-06-08,378
2017-06-09,378
2017-06-10,381
2017-06-11,381
2017-06-12,381
2017-06-13,381
2017-06-14,382
2017-06-15,382
2017-06-16,382
2017-06-17,382
2017-06-18,379
2017-06-19,379
2017-06-20,379
2017-06-21,379
2017-06-22,379
2017-06-23,380
2017-06-24,380
2017-06-25,380
2017-06-26,386
2017-06-27,386
2017-06-28,386
2017-06-29,379
2017-06-30,379
2017-07-01,379
2017-07-02,379
2017-07-03,378
2017-07-04,378
2017-07-05,378
2017-07-06,378
2017-07-07,378
2017-07-08,373
2017-07-13,379
2017-07-14,379
2017-07-15,379
2017-07-16,379
2017-07-17,381
2017-07-18,381
2017-07-19,381
2017-07-20,387
2017-07-21,387
2017-07-22,387
2017-07-23,387
2017-07-24,396
2017-07-25,396
2017-07-26,396
2017-07-27,396
2017-07-28,397
2017-07-29,397
2017-07-30,397
2017-07-31,397
2017-08-01,406
2017-08-02,406
2017-08-03,406
2017-08-04,406
2017-08-05,400
2017-08-06,400
2017-08-09,396
2017-08-10,396
2017-08-11,396
2017-08-12,396
2017-08-13,388
2017-08-14,388
2017-08-15,388
2017-08-16,388
2017-08-17,385
2017-08-18,385
2017-08-19,385
2017-08-20,385
2017-08-21,405
2017-08-22,405
2017-08-23,405
2017-08-24,405
2017-08-25,426
2017-08-26,426
2017-08-27,426
2017-08-28,447
2017-08-29,447
2017-08-30,447
2017-08-31,447
2017-09-01,447
2017-09-02,470
2017-09-03,470
2017-09-04,470
2017-09-05,470
2017-09-06,494
2017-09-07,494
2017-09-08,494
2017-09-09,519
2017-09-10,519
2017-09-11,519
2017-09-12,519
2017-09-13,518
2017-09-14,518
2017-09-15,518
2017-09-16,518
2017-09-17,510
2017-09-18,510
2017-09-19,510
2017-09-20,510
2017-09-21,497
2017-09-22,497
2017-09-23,497
2017-09-24,497
2017-09-25,493
2017-09-26,493
2017-09-27,493
2017-09-28,493
2017-09-29,515
2017-09-30,515
2017-10-01,515
2017-10-02,515
2017-10-03,529
2017-10-04,529
2017-10-05,529
2017-10-06,529
2017-10-07,555
2017-10-08,555
2017-10-09,555
2017-10-10,555
2017-10-11,582
2017-10-12,582
2017-10-13,582
2017-10-14,582
2017-10-15,612
2017-10-16,612
2017-10-17,612
2017-10-18,612
2017-10-19,641
2017-10-20,641
2017-10-21,641
2017-10-22,641
2017-10-23,627
2017-10-24,627
2017-10-25,627
2017-10-26,627
2017-10-27,627
2017-10-28,614
2017-10-29,614
2017-10-30,614
2017-10-31,598
2017-11-01,598
2017-11-02,598
2017-11-03,598
2017-11-04,572
2017-11-05,572
2017-11-06,572
2017-11-07,572
2017-11-08,572
2017-11-09,562
2017-11-10,562
2017-11-11,562
2017-11-12,562
2017-11-13,561
2017-11-14,561
2017-11-15,561
2017-11-16,561
2017-11-17,551
2017-11-18,551
2017-11-19,551
2017-11-20,551
2017-11-21,551
2017-11-22,528
2017-11-23,528
2017-11-24,528
2017-11-25,528
2017-11-26,527
2017-11-27,527
2017-11-28,527
2017-11-29,527
2017-11-30,527
2017-12-01,513
2017-12-02,513
2017-12-03,513
2017-12-04,513
2017-12-05,513
2017-12-06,510
2017-12-07,510
2017-12-08,510
2017-12-09,510
2017-12-10,495
2017-12-11,495
2017-12-12,495
2017-12-13,495
2017-12-14,482
2017-12-15,482
2017-12-16,482
2017-12-17,482
2017-12-18,484
2017-12-19,484
2017-12-20,484
2017-12-21,484
2017-12-22,493
2017-12-23,493
2017-12-24,493
2017-12-25,493
2017-12-26,493
2017-12-27,479
2017-12-28,479
2017-12-29,479
2017-12-30,479
2017-12-31,470
2018-01-01,470
2018-01-02,470
2018-01-03,456
2018-01-04,456
2018-01-05,456
2018-01-06,451
2018-01-07,451
2018-01-08,451
2018-01-09,451
2018-01-10,456
2018-01-11,456
2018-01-12,456
2018-01-13,456
2018-01-14,457
2018-01-15,457
2018-01-16,457
2018-01-17,444
2018-01-18,444
2018-01-19,444
2018-01-20,444
2018-01-21,435
2018-01-22,435
2018-01-23,435
2018-01-24,440
2018-01-25,440
2018-01-26,440
2018-01-27,440
2018-01-28,440
2018-01-29,436
2018-01-30,436
2018-01-31,438
2018-02-01,438
2018-02-02,438
2018-02-03,418
2018-02-04,418
2018-02-05,400
2018-02-06,400
2018-02-07,389
2018-02-08,389
2018-02-09,389
2018-02-10,386
2018-02-11,386
2018-02-12,388
2018-02-13,388
2018-02-14,388
2018-02-15,388
2018-02-16,388
2018-02-17,400
2018-02-18,400
2018-02-19,396
2018-02-20,396
2018-02-21,397
2018-02-22,397
2018-02-23,397
2018-02-24,390
2018-02-25,390
2018-02-26,373
2018-02-27,373
2018-02-28,373
2018-03-01,365
2018-03-02,365
2018-03-03,360
2018-03-04,360
2018-03-05,360
2018-03-06,365
2018-03-07,365
2018-03-08,365
2018-03-09,365
2018-03-10,365
2018-03-11,360
2018-03-12,360
2018-03-13,360
2018-03-14,357
2018-03-15,357
2018-03-16,357
2018-03-17,366
2018-03-18,366
2018-03-19,366
2018-03-20,366
2018-03-21,366
2018-03-23,376
2018-03-24,376
2018-03-25,389
2018-03-26,389
2018-03-27,389
2018-03-28,382
2018-03-29,382
2018-03-30,382
2018-03-31,381
2018-04-01,381
2018-04-02,390
2018-04-03,390
2018-04-04,410
2018-04-05,410
2018-04-06,410
2018-04-07,431
2018-04-08,431
2018-04-09,453
2018-04-10,453
2018-04-11,468
2018-04-12,468
2018-04-13,468
2018-04-14,469
2018-04-15,469
2018-04-16,469
2018-04-17,480
2018-04-18,480
2018-04-19,480
2018-04-20,502
2018-04-21,502
2018-04-22,502
2018-04-23,506
2018-04-24,506
2018-04-25,506
2018-04-26,518
2018-04-27,518
2018-04-28,518
2018-04-29,516
2018-04-30,516
2018-05-01,516
2018-05-02,530
2018-05-03,530
2018-05-04,530
2018-05-05,537
2018-05-06,537
2018-05-07,537
2018-05-08,550
2018-05-09,550
2018-05-10,553
2018-05-11,553
2018-05-12,569
2018-05-13,569
2018-05-14,569
2018-05-15,575
2018-05-16,575
2018-05-17,575
2018-05-18,588
2018-05-19,588
2018-05-20,616
2018-05-21,616
2018-05-22,616
2018-05-23,647
2018-05-24,647
2018-05-25,647
2018-05-26,659
2018-05-27,659
2018-05-28,676
2018-05-29,676
2018-05-30,676
2018-05-31,675
2018-06-01,675
2018-06-02,671
2018-06-03,671
2018-06-04,671
2018-06-05,681
2018-06-06,681
2018-06-07,681
2018-06-08,691
2018-06-09,691
2018-06-10,691
2018-06-11,692
2018-06-12,692
2018-06-13,675
2018-06-14,675
2018-06-15,675
2018-06-16,665
2018-06-17,665
2018-06-18,678
2018-06-19,678
2018-06-20,678
2018-06-21,683
2018-06-22,683
2018-06-23,683
2018-06-24,679
2018-06-25,679
2018-06-26,679
2018-06-27,662
2018-06-28,662
2018-06-29,662
2018-06-30,639
2018-07-01,639
2018-07-02,639
2018-07-03,625
2018-07-04,625
2018-07-05,625
2018-07-06,608
2018-07-07,608
2018-07-08,608
2018-07-09,593
2018-07-10,593
2018-07-11,586
2018-07-12,586
2018-07-13,578
2018-07-14,578
2018-07-15,562
2018-07-16,562
2018-07-17,542
2018-07-18,542
2018-07-19,542
2018-07-20,539
2018-07-21,539
2018-07-22,514
2018-07-23,491
2018-07-24,491
2018-07-25,483
2018-07-26,483
2018-07-27,493
2018-07-28,493
2018-07-29,478
2018-07-30,478
2018-07-31,454
2018-08-01,454
2018-08-02,434
2018-08-03,434
2018-08-04,439
2018-08-05,439
2018-08-06,441
2018-08-07,441
2018-08-08,418
2018-08-09,418
2018-08-10,414
2018-08-11,414
2018-08-12,423
2018-08-14,430
2018-08-16,438
2018-08-17,438
2018-08-18,449
2018-08-19,449
2018-08-20,445
2018-08-21,445
2018-08-22,442
2018-08-23,442
2018-08-24,452
2018-08-25,466
2018-08-26,466
2018-08-27,481
2018-08-28,481
2018-08-29,505
2018-08-30,505
2018-08-31,515
2018-09-01,528
2018-09-02,528
2018-09-03,555
2018-09-04,582
2018-09-05,582
2018-09-06,611
2018-09-07,641
2018-09-08,670
2018-09-09,670
2018-09-10,678
2018-09-11,678
2018-09-12,665
2018-09-13,665
2018-09-14,652
2018-09-15,633
2018-09-16,633
2018-09-17,630
2018-09-18,630
2018-09-19,634
2018-09-20,634
2018-09-21,647
2018-09-22,645
2018-09-23,645
2018-09-24,649
2018-09-25,649
2018-09-26,660
2018-09-27,660
2018-09-28,690
2018-09-29,690
2018-09-30,691
2018-10-01,691
2018-10-02,659
2018-10-03,659
2018-10-04,647
2018-10-05,647
2018-10-06,665
2018-10-07,665
2018-10-08,656
2018-10-09,656
2018-10-10,633
2018-10-11,633
2018-10-12,633
2018-10-13,609
2018-10-14,609
2018-10-15,585
2018-10-16,585
2018-10-17,564
2018-10-18,564
2018-10-19,555
2018-10-20,555
2018-10-21,555
2018-10-22,549
2018-10-23,549
2018-10-24,549
2018-10-25,534
2018-10-26,534
2018-10-27,530
2018-10-28,530
2018-10-29,526
2018-10-30,526
2018-10-31,535
2018-11-01,534
2018-11-03,533
2018-11-04,538
2018-11-05,551
2018-11-06,579
2018-11-07,579
2018-11-08,608
2018-11-09,608
2018-11-10,629
2018-11-11,634
2018-11-12,619
2018-11-13,630
2018-11-15,620
2018-11-16,589
2018-11-17,564
2018-11-18,536
2018-11-19,520
2018-11-20,494
2018-11-21,494
2018-11-22,474
2018-11-23,455
2018-11-24,432
2018-11-25,412
2018-11-26,412
2018-11-27,397
2018-11-28,377
2018-11-29,360
2018-12-01,343
2018-12-02,335
2018-12-03,335
2018-12-04,322
2018-12-05,308
2018-12-07,281
2018-12-09,268
2018-12-10,261
2018-12-11,261
2018-12-12,260
2018-12-13,260
2018-12-14,268
2018-12-15,268
2018-12-16,282
2018-12-17,282
2018-12-18,297
2018-12-19,297
2018-12-20,312
2018-12-21,312
2018-12-22,328
2018-12-23,344
2018-12-24,361
2018-12-25,361
2018-12-26,379
2018-12-27,377
2018-12-28,377
2018-12-29,375
2018-12-30,375
2018-12-31,385
2019-01-01,385
2019-01-02,402
2019-01-03,402
2019-01-04,397
2019-01-05,388
2019-01-06,406
2019-01-08,413
2019-01-10,431
2019-01-11,431
2019-01-12,453
2019-01-13,453
2019-01-14,466
2019-01-15,466
2019-01-16,465
2019-01-17,465
2019-01-18,460
2019-01-19,462
2019-01-20,449
2019-01-21,449
2019-01-22,444
2019-01-23,444
2019-01-24,421
2019-01-25,403
2019-01-26,403
2019-01-27,394
2019-01-28,401
2019-01-29,401
2019-01-30,422
2019-01-31,422
2019-02-01,444
2019-02-02,444
2019-02-03,467
2019-02-04,467
2019-02-05,491
2019-02-06,491
2019-02-07,505
2019-02-08,505
2019-02-09,504
2019-02-10,504
2019-02-11,519
2019-02-12,519
2019-02-13,520
2019-02-14,520
2019-02-15,515
2019-02-16,515
2019-02-17,520
2019-02-18,520
2019-02-19,521
2019-02-20,521
2019-02-21,531
2019-02-22,531
2019-02-23,557
2019-02-24,557
2019-02-25,566
2019-02-26,566
2019-02-27,572
2019-02-28,572
2019-03-01,567
2019-03-02,567
2019-03-03,578
2019-03-04,578
2019-03-05,582
2019-03-06,582
2019-03-07,596
2019-03-08,596
2019-03-09,623
2019-03-10,623
2019-03-11,641
2019-03-12,641
2019-03-13,649
2019-03-14,649
2019-03-15,648
2019-03-16,648
2019-03-17,658
2019-03-18,658
2019-03-19,659
2019-03-20,659
2019-03-21,659
2019-03-22,645
2019-03-23,649
2019-03-24,649
2019-03-25,650
2019-03-26,650
2019-03-27,659
2019-03-28,659
2019-03-29,667
2019-03-30,667
2019-03-31,667
2019-04-01,667
2019-04-02,667
2019-04-03,668
2019-04-04,668
2019-04-05,669
2019-04-06,669
2019-04-07,662
2019-04-08,662
2019-04-09,674
2019-04-10,674
2019-04-11,685
2019-04-12,685
2019-04-13,686
2019-04-14,686
2019-04-15,688
2019-04-16,688
2019-04-17,693
2019-04-18,693
2019-04-19,688
2019-04-20,688
2019-04-21,691
2019-04-22,691
2019-04-23,689
2019-04-24,689
2019-04-25,706
2019-04-26,706
2019-04-27,727
2019-04-28,727
2019-04-29,715
2019-04-30,715
2019-05-01,737
2019-05-02,737
2019-05-03,755
2019-05-04,755
2019-05-05,750
2019-05-06,750
2019-05-07,739
2019-05-08,739
2019-05-09,739
2019-05-10,737
2019-05-11,737
2019-05-12,745
2019-05-13,745
2019-05-14,768
2019-05-15,768
2019-05-16,772
2019-05-17,772
2019-05-18,767
2019-05-19,767
2019-05-20,775
2019-05-21,775
2019-05-22,775
2019-05-23,768
2019-05-24,768
2019-05-25,772
2019-05-26,772
2019-05-27,785
2019-05-28,785
2019-05-29,803
2019-05-30,803
2019-05-31,803
2019-06-01,813
2019-06-02,813
2019-06-03,806
2019-06-04,806
2019-06-05,821
2019-06-06,821
2019-06-07,839
2019-06-08,839
2019-06-09,849
2019-06-10,849
2019-06-11,892
2019-06-12,892
2019-06-13,936
2019-06-14,936
2019-06-15,971
2019-06-16,971
2019-06-17,957
2019-06-18,957
2019-06-19,917
2019-06-20,881
2019-06-21,881
2019-06-22,843
2019-06-23,843
2019-06-24,805
2019-06-25,805
2019-06-26,785
2019-06-27,824
2019-06-28,824
2019-06-29,854
2019-06-30,854
2019-07-01,860
2019-07-02,860
2019-07-03,858
2019-07-04,858
2019-07-05,863
2019-07-06,863
2019-07-07,862
2019-07-08,862
2019-07-09,876
2019-07-10,876
2019-07-11,872
2019-07-12,872
2019-07-13,874
2019-07-14,874
2019-07-15,886
2019-07-16,886
2019-07-17,905
2019-07-18,905
2019-07-19,905
2019-07-20,907
2019-07-21,907
2019-07-22,920
2019-07-23,920
2019-07-24,920
2019-07-25,914
2019-07-26,914
2019-07-27,914
2019-07-28,903
2019-07-29,903
2019-07-30,876
2019-07-31,876
2019-08-01,876
2019-08-02,870
