date_obj,Chocolate%20bomb price
2015-03-26,473
2015-03-27,473
2015-03-28,473
2015-03-29,473
2015-03-30,494
2015-03-31,494
2015-04-01,494
2015-04-02,494
2015-04-03,494
2015-04-04,494
2015-04-05,506
2015-04-06,506
2015-04-07,506
2015-04-08,506
2015-04-09,506
2015-04-10,506
2015-04-11,506
2015-04-12,506
2015-04-13,522
2015-04-14,522
2015-04-15,522
2015-04-16,522
2015-04-17,522
2015-04-18,522
2015-04-19,522
2015-04-20,522
2015-04-21,547
2015-04-22,547
2015-04-23,547
2015-04-24,547
2015-04-25,547
2015-04-26,547
2015-04-27,575
2015-04-28,575
2015-04-29,575
2015-04-30,575
2015-05-01,575
2015-05-02,599
2015-05-03,599
2015-05-04,599
2015-05-05,599
2015-05-06,599
2015-05-07,599
2015-05-08,599
2015-05-09,621
2015-05-10,621
2015-05-11,621
2015-05-12,621
2015-05-13,621
2015-05-14,644
2015-05-15,644
2015-05-16,644
2015-05-17,644
2015-05-18,644
2015-05-19,644
2015-05-20,644
2015-05-21,644
2015-05-22,672
2015-05-23,672
2015-05-24,672
2015-05-25,672
2015-05-26,672
2015-05-27,672
2015-05-28,683
2015-05-29,683
2015-05-30,683
2015-05-31,683
2015-06-01,683
2015-06-02,683
2015-06-03,683
2015-06-04,705
2015-06-05,705
2015-06-06,705
2015-06-07,705
2015-06-08,705
2015-06-09,705
2015-06-10,705
2015-06-11,705
2015-06-12,716
2015-06-13,716
2015-06-14,716
2015-06-15,716
2015-06-16,716
2015-06-17,716
2015-06-18,716
2015-06-19,716
2015-06-20,741
2015-06-21,741
2015-06-22,741
2015-06-23,741
2015-06-24,741
2015-06-25,741
2015-06-26,741
2015-06-27,741
2015-06-28,741
2015-06-29,776
2015-06-30,776
2015-07-01,776
2015-07-02,776
2015-07-03,776
2015-07-04,776
2015-07-05,776
2015-07-06,776
2015-07-07,776
2015-07-08,809
2015-07-09,809
2015-07-10,809
2015-07-11,809
2015-07-12,809
2015-07-13,809
2015-07-14,809
2015-07-15,809
2015-07-16,809
2015-07-17,845
2015-07-18,845
2015-07-19,845
2015-07-20,845
2015-07-21,845
2015-07-22,845
2015-07-23,845
2015-07-24,845
2015-07-25,845
2015-07-26,859
2015-07-27,859
2015-07-28,859
2015-07-29,859
2015-07-30,859
2015-07-31,859
2015-08-01,859
2015-08-02,859
2015-08-03,898
2015-08-04,898
2015-08-05,898
2015-08-06,898
2015-08-07,898
2015-08-08,898
2015-08-09,898
2015-08-10,898
2015-08-11,898
2015-08-12,927
2015-08-13,927
2015-08-14,927
2015-08-15,927
2015-08-16,927
2015-08-17,927
2015-08-18,927
2015-08-19,927
2015-08-20,951
2015-08-21,951
2015-08-22,951
2015-08-23,951
2015-08-24,951
2015-08-25,951
2015-08-26,951
2015-08-27,986
2015-08-28,986
2015-08-29,986
2015-08-30,986
2015-08-31,986
2015-09-01,986
2015-09-02,986
2015-09-03,986
2015-09-04,986
2015-09-05,986
2015-09-06,1028
2015-09-07,1028
2015-09-08,1028
2015-09-09,1028
2015-09-10,1028
2015-09-11,1028
2015-09-12,1028
2015-09-13,1028
2015-09-14,1065
2015-09-15,1065
2015-09-16,1065
2015-09-17,1065
2015-09-18,1065
2015-09-19,1065
2015-09-20,1065
2015-09-21,1065
2015-09-22,1065
2015-09-23,1106
2015-09-24,1106
2015-09-25,1106
2015-09-27,1106
2015-09-28,1106
2015-09-29,1106
2015-09-30,1106
2015-10-05,1161
2015-10-06,1161
2015-10-07,1161
2015-10-08,1161
2015-10-09,1161
2015-10-10,1161
2015-10-11,1161
2015-10-12,1161
2015-10-13,1161
2015-10-14,1161
2015-10-15,1161
2015-10-16,1162
2015-10-17,1162
2015-10-18,1162
2015-10-19,1162
2015-10-20,1162
2015-10-22,1162
2015-10-23,1162
2015-10-24,1162
2015-10-25,1162
2015-10-26,1162
2015-10-27,1162
2015-10-29,1162
2015-10-30,1202
2015-10-31,1202
2015-11-01,1202
2015-11-02,1202
2015-11-03,1202
2015-11-04,1202
2015-11-05,1202
2015-11-06,1202
2015-11-07,1202
2015-11-08,1202
2015-11-09,1202
2015-11-10,1202
2015-11-11,1202
2015-11-12,1177
2015-11-13,1177
2015-11-14,1177
2015-11-15,1177
2015-11-16,1177
2015-11-17,1177
2015-11-18,1177
2015-11-19,1177
2015-11-20,1177
2015-11-21,1177
2015-11-22,1177
2015-11-23,1177
2015-11-24,1177
2015-11-25,1177
2015-11-26,1177
2015-11-27,1168
2015-11-28,1168
2015-11-29,1168
2015-11-30,1168
2015-12-01,1168
2015-12-02,1168
2015-12-03,1168
2015-12-04,1168
2015-12-05,1168
2015-12-06,1168
2015-12-07,1168
2015-12-08,1134
2015-12-09,1134
2015-12-10,1134
2015-12-11,1134
2015-12-12,1134
2015-12-13,1134
2015-12-14,1134
2015-12-15,1134
2015-12-16,1171
2015-12-17,1171
2015-12-18,1171
2015-12-19,1171
2015-12-20,1171
2015-12-21,1171
2015-12-22,1171
2015-12-23,1171
2015-12-24,1171
2015-12-25,1171
2015-12-26,1226
2015-12-27,1226
2015-12-28,1226
2015-12-29,1226
2015-12-30,1226
2015-12-31,1226
2016-01-01,1226
2016-01-02,1226
2016-01-03,1263
2016-01-04,1263
2016-01-05,1263
2016-01-06,1263
2016-01-07,1263
2016-01-08,1263
2016-01-09,1202
2016-01-10,1202
2016-01-11,1202
2016-01-12,1202
2016-01-13,1202
2016-01-14,1202
2016-01-15,1188
2016-01-16,1188
2016-01-17,1188
2016-01-18,1188
2016-01-19,1188
2016-01-20,1188
2016-01-21,1188
2016-01-22,1153
2016-01-23,1153
2016-01-24,1153
2016-01-25,1153
2016-01-26,1153
2016-01-27,1175
2016-01-28,1175
2016-01-29,1175
2016-01-30,1175
2016-01-31,1175
2016-02-01,1231
2016-02-02,1231
2016-02-03,1231
2016-02-04,1231
2016-02-05,1231
2016-02-06,1231
2016-02-07,1231
2016-02-08,1231
2016-02-09,1231
2016-02-10,1262
2016-02-11,1262
2016-02-12,1262
2016-02-13,1262
2016-02-14,1262
2016-02-15,1262
2016-02-16,1255
2016-02-17,1255
