date_obj,3rd%20age%20full%20helmet price
2015-03-26,20846582
2015-03-27,20767304
2015-03-28,20767304
2015-03-29,20767304
2015-03-30,20767304
2015-03-31,20449207
2015-04-01,20449207
2015-04-02,20449207
2015-04-03,20449207
2015-04-04,20449207
2015-04-05,20449207
2015-04-06,20437462
2015-04-07,20437462
2015-04-08,20437462
2015-04-09,20437462
2015-04-10,20437462
2015-04-11,20437462
2015-04-12,20176077
2015-04-13,20176077
2015-04-14,20176077
2015-04-15,20176077
2015-04-16,19599791
2015-04-17,19599791
2015-04-18,19599791
2015-04-19,18659272
2015-04-20,18659272
2015-04-21,18659272
2015-04-22,18659272
2015-04-23,17808048
2015-04-24,17808048
2015-04-25,17808048
2015-04-26,17808048
2015-04-27,17113465
2015-04-28,17113465
2015-04-29,17113465
2015-04-30,17113465
2015-05-01,16687842
2015-05-02,16687842
2015-05-03,16687842
2015-05-04,16687842
2015-05-05,16698548
2015-05-06,16698548
2015-05-07,16698548
2015-05-08,16698548
2015-05-09,16674654
2015-05-10,16674654
2015-05-11,16674654
2015-05-12,16674654
2015-05-13,16674654
2015-05-14,16545919
2015-05-15,16545919
2015-05-16,16545919
2015-05-17,16545919
2015-05-18,16474199
2015-05-19,16474199
2015-05-20,16474199
2015-05-21,16474199
2015-05-22,16495435
2015-05-23,16495435
2015-05-24,16495435
2015-05-25,16495435
2015-05-26,16299278
2015-05-27,16299278
2015-05-28,16299278
2015-05-29,16299278
2015-05-30,16362741
2015-05-31,16362741
2015-06-01,16362741
2015-06-02,16362741
2015-06-03,16481254
2015-06-04,16481254
2015-06-05,16481254
2015-06-06,16708437
2015-06-07,16708437
2015-06-08,16708437
2015-06-09,16858525
2015-06-10,16858525
2015-06-11,16858525
2015-06-12,16858525
2015-06-13,17132355
2015-06-14,17132355
2015-06-15,17132355
2015-06-16,17132355
2015-06-17,17648370
2015-06-18,17648370
2015-06-19,17648370
2015-06-20,17481192
2015-06-21,17481192
2015-06-22,17481192
2015-06-23,17481192
2015-06-24,17194766
2015-06-25,17194766
2015-06-26,17194766
2015-06-27,17194766
2015-06-28,16938462
2015-06-29,16938462
2015-06-30,16938462
2015-07-01,16938462
2015-07-02,16802297
2015-07-03,16802297
2015-07-04,16802297
2015-07-05,16639025
2015-07-06,16639025
2015-07-07,16639025
2015-07-08,16718235
2015-07-09,16718235
2015-07-10,16718235
2015-07-11,16718235
2015-07-12,16504462
2015-07-13,16504462
2015-07-14,16504462
2015-07-15,16511137
2015-07-16,16511137
2015-07-17,16511137
2015-07-18,16635350
2015-07-19,16635350
2015-07-20,16815729
2015-07-21,16815729
2015-07-22,17226573
2015-07-23,17226573
2015-07-24,17226573
2015-07-25,17798455
2015-07-26,17798455
2015-07-27,18371034
2015-07-28,18371034
2015-07-29,19109916
2015-07-30,19109916
2015-07-31,19109916
2015-08-01,19765722
2015-08-02,19765722
2015-08-03,19715579
2015-08-04,19715579
2015-08-05,19715579
2015-08-06,19894969
2015-08-07,19894969
2015-08-08,19980912
2015-08-09,19980912
2015-08-10,20208544
2015-08-11,20208544
2015-08-12,20208544
2015-08-13,20292521
2015-08-14,20292521
2015-08-15,20292521
2015-08-16,20280053
2015-08-17,20280053
2015-08-18,20256112
2015-08-19,20256112
2015-08-20,20256112
2015-08-21,20199665
2015-08-22,20199665
2015-08-23,20199665
2015-08-24,20015056
2015-08-25,20015056
2015-08-26,20015056
2015-08-27,19757778
2015-08-28,19757778
2015-08-29,19757778
2015-08-30,19577491
2015-08-31,19577491
2015-09-01,19577491
2015-09-02,19565730
2015-09-03,19565730
2015-09-04,19653053
2015-09-05,19653053
2015-09-06,19653053
2015-09-07,19696375
2015-09-08,19696375
2015-09-09,19696375
2015-09-10,19559566
2015-09-11,19559566
2015-09-12,18984010
2015-09-13,18984010
2015-09-14,19447802
2015-09-15,19447802
2015-09-16,19447802
2015-09-17,19298535
2015-09-18,19298535
2015-09-19,19298535
2015-09-20,19130794
2015-09-21,19130794
2015-09-22,19130794
2015-09-23,18818435
2015-09-24,18818435
2015-09-25,18818435
2015-09-27,18571500
2015-09-28,18571500
2015-09-29,18571500
2015-09-30,18282829
2015-10-05,17680525
2015-10-06,17680525
2015-10-07,17030384
2015-10-08,17030384
2015-10-09,16614643
2015-10-10,16614643
2015-10-11,16614643
2015-10-12,16459043
2015-10-13,16459043
2015-10-14,16459043
2015-10-15,16239028
2015-10-16,16239028
2015-10-17,16239028
2015-10-18,16895161
2015-10-19,16895161
2015-10-20,17535030
2015-10-22,17535030
2015-10-23,18263391
2015-10-24,18263391
2015-10-25,19007189
2015-10-26,19007189
2015-10-27,19007189
2015-10-28,19858042
2015-10-29,19858042
2015-10-30,19858042
2015-10-31,19739108
2015-11-01,19739108
2015-11-02,19739108
2015-11-03,19739108
2015-11-04,19739108
2015-11-05,19634988
2015-11-06,19634988
2015-11-07,19634988
2015-11-08,19634988
2015-11-09,19588526
2015-11-10,19588526
2015-11-11,19588526
2015-11-12,19588526
2015-11-13,19429809
2015-11-14,19429809
2015-11-15,19429809
2015-11-16,19819849
2015-11-17,19819849
2015-11-18,19819849
2015-11-19,20528125
2015-11-20,20528125
2015-11-21,20528125
2015-11-22,21272512
2015-11-23,21272512
2015-11-24,21272512
2015-11-25,22128482
2015-11-26,22128482
2015-11-27,22128482
2015-11-28,23018880
2015-11-29,23018880
2015-11-30,23018880
2015-12-01,23784274
2015-12-02,23784274
2015-12-03,24629983
2015-12-04,24629983
2015-12-05,24629983
2015-12-06,25514381
2015-12-07,25514381
2015-12-08,25514381
2015-12-09,26472519
2015-12-10,26472519
2015-12-11,26472519
2015-12-12,27492607
2015-12-13,27492607
2015-12-14,27492607
2015-12-15,28556641
2015-12-16,28556641
2015-12-17,28556641
2015-12-18,28556641
2015-12-19,29699943
2015-12-20,29699943
2015-12-21,29699943
2015-12-22,30909877
2015-12-23,30909877
2015-12-24,30909877
2015-12-25,30909877
2015-12-26,32011073
2015-12-27,32011073
2015-12-28,32011073
2015-12-29,32841715
2015-12-30,32841715
2015-12-31,32841715
2016-01-01,32841715
2016-01-02,32841715
2016-01-03,32126896
2016-01-04,32126896
2016-01-05,32126896
2016-01-06,32126896
2016-01-07,31678695
2016-01-08,31678695
2016-01-09,31678695
2016-01-10,31678695
2016-01-11,31678695
2016-01-12,30660145
2016-01-13,30660145
2016-01-14,30660145
2016-01-15,30660145
2016-01-16,29127137
2016-01-17,29127137
2016-01-18,29127137
2016-01-19,28107776
2016-01-20,28107776
2016-01-21,28107776
2016-01-22,28107776
2016-01-23,27519256
2016-01-24,27519256
2016-01-25,27519256
2016-01-26,27519256
2016-01-27,27228156
2016-01-28,27228156
2016-01-29,27228156
2016-01-30,27228156
2016-01-31,28060991
2016-02-01,28060991
2016-02-02,28060991
2016-02-03,29095784
2016-02-04,29095784
2016-02-05,29095784
2016-02-06,29095784
2016-02-07,30346319
2016-02-08,30346319
2016-02-09,30346319
2016-02-10,31591950
2016-02-11,31591950
2016-02-12,31591950
2016-02-13,32938711
2016-02-14,32938711
2016-02-15,32938711
2016-02-16,32938711
2016-02-17,34340987
2016-02-18,34340987
2016-02-19,34340987
2016-02-20,34340987
2016-02-21,35772082
2016-02-22,35772082
2016-02-23,35772082
2016-02-24,35772082
2016-02-25,37204373
2016-02-26,37204373
2016-02-27,37204373
2016-02-28,38775778
2016-02-29,38775778
2016-03-01,38775778
2016-03-02,38775778
2016-03-03,40511266
2016-03-04,40511266
2016-03-05,40511266
2016-03-06,40511266
2016-03-07,40511266
2016-03-08,42245513
2016-03-09,42245513
2016-03-10,42245513
2016-03-11,42245513
2016-03-12,44041720
2016-03-13,44041720
2016-03-14,44041720
2016-03-15,44041720
2016-03-16,45542839
2016-03-17,45542839
2016-03-18,45542839
2016-03-19,45542839
2016-03-20,46783979
2016-03-21,46783979
2016-03-22,46783979
2016-03-23,46783979
2016-03-24,46783979
2016-03-25,46783979
2016-03-26,46783979
2016-03-27,46827085
2016-03-28,46827085
2016-03-29,46827085
2016-03-30,46827085
2016-03-31,46827085
2016-04-01,46827085
2016-04-02,46861727
2016-04-03,46861727
2016-04-04,46861727
2016-04-05,46861727
2016-04-06,46861727
2016-04-07,47236808
2016-04-08,47236808
2016-04-09,47236808
2016-04-10,47236808
2016-04-11,47236808
2016-04-12,47236808
2016-04-13,47392453
2016-04-14,47392453
2016-04-15,47392453
2016-04-16,47392453
2016-04-17,47392453
2016-04-18,48888762
2016-04-19,48888762
2016-04-20,48888762
2016-04-21,48888762
2016-04-22,48888762
2016-04-23,50920960
2016-04-24,50920960
2016-04-25,50920960
2016-04-26,52812448
2016-04-27,52812448
2016-04-28,52812448
2016-04-29,52812448
2016-04-30,52495355
2016-05-01,52495355
2016-05-02,52495355
2016-05-03,52495355
2016-05-04,50399554
2016-05-05,50399554
2016-05-06,50399554
2016-05-07,50399554
2016-05-08,48038647
2016-05-09,48038647
2016-05-10,48038647
2016-05-11,48038647
2016-05-12,45760805
2016-05-13,45760805
2016-05-14,45760805
2016-05-15,43520773
2016-05-16,43520773
2016-05-17,43520773
2016-05-18,43520773
2016-05-19,43520773
2016-05-21,42031261
2016-05-22,42031261
2016-05-23,42031261
2016-05-24,42306699
2016-05-25,42306699
2016-05-26,42306699
2016-05-27,42306699
2016-05-28,42012010
2016-05-29,42012010
2016-05-30,42012010
2016-05-31,42090405
2016-06-01,42090405
2016-06-02,42090405
2016-06-03,41863437
2016-06-04,41863437
2016-06-05,41863437
2016-06-06,41863437
2016-06-07,41491609
2016-06-08,41491609
2016-06-09,41491609
2016-06-10,41434526
2016-06-11,41434526
2016-06-12,41434526
2016-06-13,41962921
2016-06-14,41962921
2016-06-15,41962921
2016-06-16,41962921
2016-06-17,43011076
2016-06-18,43011076
2016-06-19,43011076
2016-06-20,44660939
2016-06-21,44660939
2016-06-22,44660939
2016-06-23,46167959
2016-06-24,46167959
2016-06-25,46167959
2016-06-26,46167959
2016-06-27,46167959
2016-06-28,44098845
2016-06-29,44098845
2016-06-30,44098845
2016-07-01,44098845
2016-07-02,42943930
2016-07-03,42943930
2016-07-04,42943930
2016-07-05,42943930
2016-07-06,42198890
2016-07-07,42198890
2016-07-08,42198890
2016-07-09,42198890
2016-07-10,40501965
2016-07-11,40501965
2016-07-12,40501965
2016-07-13,40501965
2016-07-14,39187243
2016-07-15,39187243
2016-07-16,39187243
2016-07-17,39187243
2016-07-18,37438087
2016-07-19,37438087
2016-07-23,35611911
2016-07-24,35611911
2016-07-25,35611911
2016-07-26,35611911
2016-07-27,35611911
2016-07-28,33968461
2016-07-29,33968461
2016-07-30,33968461
2016-07-31,34918198
2016-08-01,34918198
2016-08-02,34918198
2016-08-03,35702779
2016-08-04,35702779
2016-08-05,35702779
2016-08-06,35702779
2016-08-07,36133520
2016-08-08,36133520
2016-08-09,36133520
2016-08-10,36133520
2016-08-11,36133520
2016-08-12,36430628
2016-08-13,36430628
2016-08-14,36430628
2016-08-15,36430628
2016-08-16,35249020
2016-08-17,35249020
2016-08-18,35249020
2016-08-19,35249020
2016-08-20,33518355
2016-08-21,33518355
2016-08-22,33518355
2016-08-23,31852836
2016-08-24,31852836
2016-08-25,31852836
2016-08-26,31852836
2016-08-28,31191862
2016-08-31,31191862
2016-09-01,31191862
2016-09-02,31239756
2016-09-03,31239756
2016-09-04,31239756
2016-09-05,31246707
2016-09-06,31246707
2016-09-07,31246707
2016-09-08,31246707
2016-09-09,31246707
2016-09-10,30325336
2016-09-11,30325336
2016-09-12,30325336
2016-09-13,28898709
2016-09-14,28898709
2016-09-15,28898709
2016-09-16,27880310
2016-09-17,27880310
2016-09-18,27880310
2016-09-19,27804138
2016-09-20,27804138
2016-09-21,27804138
2016-09-22,26414621
2016-09-23,26414621
2016-09-24,26414621
2016-09-25,26110759
2016-09-26,26110759
2016-09-27,26110759
2016-09-28,26637973
2016-09-29,26637973
2016-09-30,26637973
2016-10-01,27354025
2016-10-02,27354025
2016-10-03,27354025
2016-10-04,28154860
2016-10-05,28154860
2016-10-06,28154860
2016-10-07,28177706
2016-10-08,28177706
2016-10-09,28177706
2016-10-10,28177706
2016-10-11,27791529
2016-10-12,27791529
2016-10-13,27791529
2016-10-14,27791529
2016-10-15,27590487
2016-10-16,27590487
2016-10-17,27590487
2016-10-18,27590487
2016-10-19,27537324
