date_obj,Vodka price
2015-03-26,26
2015-03-27,26
2015-03-28,26
2015-03-29,26
2015-03-30,28
2015-03-31,28
2015-04-01,28
2015-04-02,28
2015-04-03,28
2015-04-04,30
2015-04-05,30
2015-04-06,30
2015-04-07,30
2015-04-08,30
2015-04-09,32
2015-04-10,32
2015-04-11,32
2015-04-12,32
2015-04-13,34
2015-04-14,34
2015-04-15,34
2015-04-16,34
2015-04-17,34
2015-04-18,36
2015-04-19,36
2015-04-20,36
2015-04-21,36
2015-04-22,36
2015-04-23,38
2015-04-24,38
2015-04-25,38
2015-04-26,38
2015-04-27,38
2015-04-28,40
2015-04-29,40
2015-04-30,40
2015-05-01,40
2015-05-02,40
2015-05-03,41
2015-05-04,41
2015-05-05,41
2015-05-06,41
2015-05-07,43
2015-05-08,43
2015-05-09,43
2015-05-10,43
2015-05-11,43
2015-05-12,46
2015-05-13,46
2015-05-14,46
2015-05-15,46
2015-05-16,46
2015-05-17,49
2015-05-18,49
2015-05-19,49
2015-05-20,49
2015-05-21,49
2015-05-22,49
2015-05-23,50
2015-05-24,50
2015-05-25,50
2015-05-26,50
2015-05-27,50
2015-05-28,53
2015-05-29,53
2015-05-30,53
2015-05-31,53
2015-06-01,56
2015-06-02,56
2015-06-03,56
2015-06-04,56
2015-06-05,56
2015-06-06,59
2015-06-07,59
2015-06-08,59
2015-06-09,59
2015-06-10,62
2015-06-11,62
2015-06-12,62
2015-06-13,62
2015-06-14,62
2015-06-15,66
2015-06-16,66
2015-06-17,66
2015-06-18,66
2015-06-19,70
2015-06-20,70
2015-06-21,70
2015-06-22,70
2015-06-23,74
2015-06-24,74
2015-06-25,74
2015-06-26,74
2015-06-27,74
2015-06-28,78
2015-06-29,78
2015-06-30,78
2015-07-01,78
2015-07-02,78
2015-07-03,82
2015-07-04,82
2015-07-05,82
2015-07-06,82
2015-07-07,82
2015-07-08,87
2015-07-09,87
2015-07-10,87
2015-07-11,87
2015-07-12,87
2015-07-13,87
2015-07-14,92
2015-07-15,92
2015-07-16,92
2015-07-17,92
2015-07-18,92
2015-07-19,97
2015-07-20,97
2015-07-21,97
2015-07-22,97
2015-07-23,102
2015-07-24,102
2015-07-25,102
2015-07-26,102
2015-07-27,108
2015-07-28,108
2015-07-29,108
2015-07-30,108
2015-07-31,114
2015-08-01,114
2015-08-02,114
2015-08-03,114
2015-08-04,118
2015-08-05,118
2015-08-06,118
2015-08-07,118
2015-08-08,116
2015-08-09,116
2015-08-10,116
2015-08-11,116
2015-08-12,121
2015-08-13,121
2015-08-14,121
2015-08-15,121
2015-08-16,121
2015-08-17,121
2015-08-18,121
2015-08-19,126
2015-08-20,126
2015-08-21,126
2015-08-22,126
2015-08-23,126
2015-08-24,126
2015-08-25,126
2015-08-26,131
2015-08-27,131
2015-08-28,131
2015-08-29,131
2015-08-30,131
2015-08-31,131
2015-09-01,137
2015-09-02,137
2015-09-03,137
2015-09-04,137
2015-09-05,137
2015-09-06,137
2015-09-07,137
2015-09-08,144
2015-09-09,144
2015-09-10,144
2015-09-11,144
2015-09-12,144
2015-09-13,144
2015-09-14,144
2015-09-15,151
2015-09-16,151
2015-09-17,151
2015-09-18,151
2015-09-19,151
2015-09-20,151
2015-09-21,151
2015-09-22,151
2015-09-23,159
2015-09-24,159
2015-09-25,159
2015-09-27,159
2015-09-28,159
2015-09-29,159
2015-09-30,159
2015-10-05,167
2015-10-06,167
2015-10-07,167
2015-10-08,167
2015-10-09,176
2015-10-10,176
2015-10-11,176
2015-10-12,176
2015-10-13,176
2015-10-14,176
2015-10-15,176
2015-10-16,176
2015-10-17,185
2015-10-18,185
2015-10-19,185
2015-10-20,185
2015-10-22,185
2015-10-23,185
2015-10-24,185
2015-10-25,195
2015-10-26,195
2015-10-27,195
2015-10-29,195
2015-10-30,195
2015-10-31,195
2015-11-01,195
2015-11-02,195
2015-11-03,202
2015-11-04,202
2015-11-05,202
2015-11-06,202
2015-11-07,202
2015-11-08,202
2015-11-09,202
2015-11-10,202
2015-11-11,202
2015-11-12,212
2015-11-13,212
2015-11-14,212
2015-11-15,212
2015-11-16,212
2015-11-17,212
2015-11-18,212
2015-11-19,212
2015-11-20,212
2015-11-21,221
2015-11-22,221
2015-11-23,221
2015-11-24,221
2015-11-25,221
2015-11-26,221
2015-11-27,221
2015-11-28,221
2015-11-29,229
2015-11-30,229
2015-12-01,229
2015-12-02,229
2015-12-03,229
2015-12-04,229
2015-12-05,229
2015-12-06,229
2015-12-07,234
2015-12-08,234
2015-12-09,234
2015-12-10,234
2015-12-11,234
2015-12-13,234
2015-12-14,242
2015-12-15,242
2015-12-16,242
2015-12-17,242
2015-12-18,242
2015-12-19,242
2015-12-20,254
2015-12-21,254
2015-12-22,254
2015-12-23,254
2015-12-24,254
2015-12-25,254
2015-12-26,254
2015-12-27,267
2015-12-28,267
2015-12-29,267
2015-12-30,267
2015-12-31,267
2016-01-01,267
2016-01-02,275
2016-01-03,275
2016-01-04,275
2016-01-05,275
2016-01-06,275
2016-01-07,275
2016-01-08,289
2016-01-09,289
2016-01-10,289
2016-01-11,289
2016-01-12,289
2016-01-13,289
2016-01-14,302
2016-01-15,302
2016-01-16,302
2016-01-17,302
2016-01-18,302
2016-01-19,302
2016-01-20,289
2016-01-21,289
2016-01-22,289
2016-01-23,289
2016-01-24,289
2016-01-25,289
2016-01-26,276
2016-01-27,276
2016-01-28,276
2016-01-29,276
2016-01-30,276
2016-01-31,276
2016-02-01,289
2016-02-02,289
2016-02-03,289
2016-02-04,289
2016-02-05,289
2016-02-06,289
2016-02-07,289
2016-02-08,303
2016-02-09,303
2016-02-10,303
2016-02-11,303
2016-02-12,303
2016-02-13,303
2016-02-14,316
2016-02-15,316
2016-02-16,316
2016-02-17,316
2016-02-18,316
2016-02-19,316
2016-02-20,316
2016-02-21,316
2016-02-22,316
2016-02-23,316
2016-02-24,316
2016-02-25,316
2016-02-26,323
2016-02-27,323
2016-02-28,323
2016-02-29,323
2016-03-01,323
2016-03-02,323
2016-03-03,331
2016-03-04,331
2016-03-05,331
2016-03-06,331
2016-03-07,331
2016-03-08,331
2016-03-09,329
2016-03-10,329
2016-03-11,329
2016-03-12,329
2016-03-13,329
2016-03-14,329
2016-03-15,344
2016-03-16,344
2016-03-17,344
2016-03-18,344
2016-03-19,344
2016-03-20,344
2016-03-21,352
2016-03-22,352
2016-03-23,352
2016-03-24,352
2016-03-25,352
2016-03-26,352
2016-03-27,368
2016-03-28,368
2016-03-29,368
2016-03-30,368
2016-03-31,368
2016-04-01,368
2016-04-02,386
2016-04-03,386
2016-04-04,386
2016-04-05,386
2016-04-06,386
2016-04-07,386
2016-04-08,405
2016-04-09,405
2016-04-10,405
2016-04-11,405
2016-04-12,405
2016-04-13,405
2016-04-14,422
2016-04-15,422
2016-04-16,422
2016-04-17,422
2016-04-18,422
2016-04-19,431
2016-04-20,431
2016-04-21,431
2016-04-22,431
2016-04-23,431
2016-04-24,431
2016-04-25,439
2016-04-26,439
2016-04-27,439
2016-04-28,439
2016-04-29,439
2016-04-30,439
2016-05-01,431
2016-05-02,431
2016-05-03,431
2016-05-04,431
2016-05-05,431
2016-05-06,431
2016-05-07,437
2016-05-08,437
2016-05-09,437
2016-05-10,437
2016-05-11,437
2016-05-12,437
2016-05-13,440
2016-05-14,440
2016-05-15,440
2016-05-16,440
2016-05-17,440
2016-05-18,440
2016-05-19,447
2016-05-22,447
2016-05-23,447
2016-05-24,446
2016-05-25,446
2016-05-26,446
2016-05-27,446
2016-05-28,446
2016-05-29,450
2016-05-30,450
2016-05-31,450
2016-06-01,450
2016-06-02,450
2016-06-03,450
2016-06-04,443
2016-06-05,443
2016-06-06,443
2016-06-07,443
2016-06-08,443
2016-06-09,438
2016-06-10,438
2016-06-11,438
2016-06-12,438
2016-06-13,438
2016-06-14,423
2016-06-15,423
2016-06-16,423
2016-06-17,423
2016-06-18,423
2016-06-19,412
2016-06-20,412
2016-06-21,412
2016-06-22,412
2016-06-23,412
2016-06-24,393
2016-06-25,393
2016-06-26,393
2016-06-27,393
2016-06-28,393
2016-06-29,392
2016-06-30,392
2016-07-01,392
2016-07-02,392
2016-07-03,392
2016-07-04,399
2016-07-05,399
2016-07-06,399
2016-07-07,399
2016-07-08,399
2016-07-09,399
2016-07-10,389
2016-07-11,389
2016-07-12,389
2016-07-13,389
2016-07-14,389
2016-07-15,382
2016-07-16,382
2016-07-17,382
2016-07-18,382
2016-07-24,389
2016-07-25,389
2016-07-26,389
2016-07-27,392
2016-07-28,392
2016-07-29,392
2016-07-30,392
2016-07-31,392
2016-08-01,392
2016-08-02,399
2016-08-03,399
2016-08-04,399
2016-08-05,399
2016-08-06,399
2016-08-07,399
2016-08-08,393
2016-08-09,393
2016-08-10,393
2016-08-11,393
2016-08-12,393
2016-08-13,393
2016-08-14,393
2016-08-15,379
2016-08-16,379
2016-08-17,379
2016-08-18,379
2016-08-19,379
2016-08-20,379
2016-08-21,379
2016-08-22,369
2016-08-23,369
2016-08-24,369
2016-08-25,369
2016-08-26,369
2016-08-28,369
2016-08-31,370
2016-09-01,370
2016-09-02,370
2016-09-03,370
2016-09-04,370
2016-09-05,368
2016-09-06,368
2016-09-07,368
2016-09-08,368
2016-09-09,368
2016-09-10,368
2016-09-11,368
2016-09-12,368
2016-09-13,378
2016-09-14,378
2016-09-15,378
2016-09-16,378
2016-09-17,378
2016-09-18,378
2016-09-19,378
2016-09-20,378
2016-09-21,397
2016-09-22,397
2016-09-23,397
2016-09-24,397
2016-09-25,397
2016-09-26,397
2016-09-27,397
2016-09-28,406
2016-09-29,406
2016-09-30,406
2016-10-01,406
2016-10-02,406
2016-10-03,406
2016-10-04,406
2016-10-05,406
2016-10-06,394
2016-10-07,394
2016-10-08,394
2016-10-09,394
2016-10-10,394
2016-10-11,394
2016-10-12,394
2016-10-13,408
2016-10-14,408
2016-10-15,408
2016-10-16,408
2016-10-17,408
2016-10-18,408
2016-10-19,408
2016-10-20,409
2016-10-21,409
2016-10-22,409
2016-10-23,409
2016-10-24,409
2016-10-25,409
2016-10-26,388
2016-10-27,388
2016-10-28,388
2016-10-29,388
2016-10-30,388
2016-10-31,388
2016-11-01,388
2016-11-02,368
2016-11-03,368
2016-11-04,368
2016-11-05,368
2016-11-06,368
2016-11-07,368
2016-11-08,368
2016-11-09,354
2016-11-10,354
2016-11-11,354
2016-11-12,354
2016-11-13,354
2016-11-14,354
2016-12-08,383
2016-12-09,383
2016-12-10,383
2016-12-11,396
2016-12-12,396
2016-12-13,396
2016-12-14,396
2016-12-15,396
2016-12-16,403
2016-12-17,403
2016-12-18,403
2016-12-19,403
2016-12-20,403
2016-12-21,401
2016-12-22,401
2016-12-23,401
2016-12-24,401
2016-12-25,401
2016-12-26,411
2016-12-27,411
2016-12-28,411
2016-12-29,411
2016-12-30,411
2016-12-31,424
2017-01-01,424
2017-01-02,424
2017-01-03,424
2017-01-04,428
2017-01-05,428
2017-01-06,428
2017-01-07,428
2017-01-08,428
2017-01-09,418
2017-01-10,418
2017-01-11,418
2017-01-12,418
2017-01-13,418
2017-01-14,422
2017-01-15,422
2017-01-16,422
2017-01-17,422
2017-01-18,439
2017-01-19,439
2017-01-20,439
2017-01-21,439
2017-01-22,439
2017-01-27,446
2017-01-28,430
2017-01-29,430
2017-01-30,430
2017-01-31,430
2017-02-01,410
2017-02-02,410
2017-02-03,410
2017-02-04,410
2017-02-05,410
2017-02-06,391
2017-02-07,391
2017-02-08,391
2017-02-09,391
2017-02-10,386
2017-02-11,386
2017-02-12,386
2017-02-13,386
2017-02-14,373
2017-02-15,373
2017-02-16,373
2017-02-18,373
2017-02-19,376
2017-02-20,376
2017-02-21,376
2017-02-22,376
2017-02-23,376
2017-02-24,376
2017-02-25,361
2017-02-26,361
2017-02-27,361
2017-02-28,361
2017-03-01,361
2017-03-02,342
2017-03-03,342
2017-03-04,342
2017-03-05,342
