date_obj,Opal%20amulet price
2017-12-30,385
2017-12-31,385
2018-01-01,385
2018-01-02,385
2018-01-03,385
2018-01-04,385
2018-01-05,385
2018-01-06,385
2018-01-07,385
2018-01-08,385
2018-01-09,385
2018-01-10,385
2018-01-11,385
2018-01-12,385
2018-01-13,385
2018-01-14,385
2018-01-15,385
2018-01-16,385
2018-01-17,385
2018-01-18,385
2018-01-19,385
2018-01-20,385
2018-01-21,385
2018-01-22,385
2018-01-23,385
2018-01-24,381
2018-01-25,381
2018-01-26,381
2018-01-27,381
2018-01-28,381
2018-01-29,381
2018-01-31,381
2018-02-01,381
2018-02-02,381
2018-02-03,381
2018-02-04,381
2018-02-05,381
2018-02-06,381
2018-02-07,381
2018-02-08,381
2018-02-09,381
2018-02-10,381
2018-02-11,381
2018-02-12,381
2018-02-13,381
2018-02-14,381
2018-02-15,381
2018-02-16,381
2018-02-17,381
2018-02-18,381
2018-02-19,381
2018-02-20,381
2018-02-21,381
2018-02-22,381
2018-02-23,381
2018-02-24,381
2018-02-25,381
2018-02-26,381
2018-02-27,381
2018-03-01,381
2018-03-02,381
2018-03-03,381
2018-03-04,381
2018-03-05,381
2018-03-06,381
2018-03-07,381
2018-03-08,381
2018-03-09,381
2018-03-10,381
2018-03-11,381
2018-03-12,381
2018-03-13,381
2018-03-14,381
2018-03-15,381
2018-03-16,381
2018-03-17,381
2018-03-18,381
2018-03-19,381
2018-03-20,381
2018-03-21,381
2018-03-23,381
2018-03-24,381
2018-03-26,381
2018-03-27,381
2018-03-28,381
2018-03-29,381
2018-03-30,381
2018-03-31,381
2018-04-01,381
2018-04-02,381
2018-04-03,381
2018-04-04,381
2018-04-05,381
2018-04-06,381
2018-04-08,381
2018-04-09,381
2018-04-10,381
2018-04-11,381
2018-04-12,381
2018-04-13,381
2018-04-14,381
2018-04-15,381
2018-04-16,381
2018-04-17,381
2018-04-18,381
2018-04-19,381
2018-04-20,381
2018-04-21,381
2018-04-22,381
2018-04-23,381
2018-04-24,381
2018-04-25,378
2018-04-26,378
2018-04-27,378
2018-04-28,378
2018-04-29,378
2018-04-30,378
2018-05-01,378
2018-05-02,378
2018-05-04,378
2018-05-05,378
2018-05-06,378
2018-05-07,378
2018-05-08,378
2018-05-09,378
2018-05-10,378
2018-05-11,378
2018-05-12,378
2018-05-13,378
2018-05-14,378
2018-05-15,378
2018-05-16,378
2018-05-17,378
2018-05-18,378
2018-05-19,378
2018-05-20,378
2018-05-21,378
2018-05-22,378
2018-05-23,378
2018-05-24,378
2018-05-25,378
2018-05-26,378
2018-05-27,378
2018-05-28,378
2018-05-29,378
2018-05-30,378
2018-05-31,378
2018-06-01,378
2018-06-02,378
2018-06-03,378
2018-06-04,378
2018-06-05,378
2018-06-06,378
2018-06-07,378
2018-06-08,378
2018-06-09,378
2018-06-10,378
2018-06-11,378
2018-06-12,378
2018-06-13,378
2018-06-14,378
2018-06-15,378
2018-06-16,378
2018-06-17,378
2018-06-18,378
2018-06-19,378
2018-06-20,378
2018-06-21,378
2018-06-22,378
2018-06-23,378
2018-06-24,378
2018-06-25,378
2018-06-26,378
2018-06-27,378
2018-06-28,378
2018-06-29,378
2018-06-30,378
2018-07-01,378
2018-07-02,378
2018-07-03,378
2018-07-04,378
2018-07-05,378
2018-07-06,378
2018-07-07,378
2018-07-08,378
2018-07-09,378
2018-07-10,378
2018-07-11,378
2018-07-12,378
2018-07-13,378
2018-07-14,378
2018-07-15,378
2018-07-16,378
2018-07-17,378
2018-07-18,378
2018-07-19,378
2018-07-20,378
2018-07-21,378
2018-07-22,378
2018-07-23,378
2018-07-24,378
2018-07-25,378
2018-07-26,378
2018-07-27,378
2018-07-28,378
2018-07-29,378
2018-07-30,378
2018-07-31,378
2018-08-01,378
2018-08-02,378
2018-08-03,378
2018-08-04,378
2018-08-05,378
2018-08-06,378
2018-08-07,378
2018-08-08,378
2018-08-09,378
2018-08-10,378
2018-08-11,378
2018-08-12,378
2018-08-14,378
2018-08-16,378
2018-08-17,378
2018-08-18,378
2018-08-19,378
2018-08-20,378
2018-08-21,378
2018-08-22,378
2018-08-23,378
2018-08-24,378
2018-08-25,378
2018-08-26,378
2018-08-27,378
2018-08-28,378
2018-08-29,378
2018-08-30,378
2018-08-31,378
2018-09-01,378
2018-09-02,378
2018-09-03,378
2018-09-04,378
2018-09-05,378
2018-09-06,378
2018-09-07,378
2018-09-08,378
2018-09-09,378
2018-09-10,378
2018-09-11,378
2018-09-12,378
2018-09-13,378
2018-09-14,378
2018-09-15,372
2018-09-16,372
2018-09-17,372
2018-09-18,372
2018-09-19,372
2018-09-20,372
2018-09-21,372
2018-09-22,372
2018-09-23,372
2018-09-24,372
2018-09-25,372
2018-09-26,372
2018-09-27,372
2018-09-28,372
2018-09-29,372
2018-09-30,372
2018-10-02,372
2018-10-03,372
2018-10-04,372
2018-10-05,372
2018-10-06,372
2018-10-07,372
2018-10-08,372
2018-10-09,372
2018-10-10,372
2018-10-11,372
2018-10-12,372
2018-10-13,372
2018-10-14,372
2018-10-15,372
2018-10-16,372
2018-10-17,372
2018-10-18,372
2018-10-19,372
2018-10-20,372
2018-10-21,372
2018-10-22,372
2018-10-23,372
2018-10-24,372
2018-10-25,372
2018-10-26,372
2018-10-27,372
2018-10-28,372
2018-10-29,372
2018-10-30,372
2018-10-31,372
2018-11-01,372
2018-11-03,372
2018-11-04,372
2018-11-05,372
2018-11-06,372
2018-11-07,372
2018-11-08,372
2018-11-09,372
2018-11-10,372
2018-11-11,372
2018-11-12,374
2018-11-13,374
2018-11-15,374
2018-11-16,374
2018-11-17,374
2018-11-18,374
2018-11-19,374
2018-11-20,374
2018-11-21,374
2018-11-22,374
2018-11-23,374
2018-11-24,374
2018-11-25,374
2018-11-26,374
2018-11-27,374
2018-11-28,374
2018-11-29,374
2018-12-01,374
2018-12-02,374
2018-12-03,374
2018-12-04,374
2018-12-05,374
2018-12-07,374
2018-12-09,374
2018-12-10,374
2018-12-11,374
2018-12-12,374
2018-12-13,374
2018-12-14,374
2018-12-15,374
2018-12-16,374
2018-12-17,374
2018-12-18,374
2018-12-19,379
2018-12-20,379
2018-12-21,379
2018-12-22,379
2018-12-23,379
2018-12-24,379
2018-12-25,379
2018-12-26,379
2018-12-27,379
2018-12-28,379
2018-12-29,379
2018-12-30,379
2018-12-31,379
2019-01-01,379
2019-01-02,379
2019-01-03,379
2019-01-04,379
2019-01-05,379
2019-01-06,379
2019-01-08,379
2019-01-10,379
2019-01-11,379
2019-01-12,379
2019-01-13,379
2019-01-14,379
2019-01-15,379
2019-01-16,379
2019-01-17,379
2019-01-18,379
2019-01-19,379
2019-01-20,379
2019-01-21,379
2019-01-22,379
2019-01-23,379
2019-01-24,379
2019-01-25,379
2019-01-26,379
2019-01-28,379
2019-01-29,379
2019-01-30,379
2019-01-31,379
2019-02-01,379
2019-02-02,379
2019-02-03,379
2019-02-04,377
2019-02-05,377
2019-02-06,377
2019-02-07,377
2019-02-08,377
2019-02-09,377
2019-02-10,377
2019-02-11,377
2019-02-12,377
2019-02-13,377
2019-02-14,377
2019-02-15,377
2019-02-16,377
2019-02-17,377
2019-02-18,377
2019-02-19,377
2019-02-20,377
2019-02-21,377
2019-02-22,377
2019-02-23,377
2019-02-24,377
2019-02-25,377
2019-02-26,377
2019-02-27,377
2019-02-28,377
2019-03-01,377
2019-03-02,377
2019-03-03,377
2019-03-04,377
2019-03-05,377
2019-03-06,377
2019-03-07,377
2019-03-08,377
2019-03-09,377
2019-03-10,377
2019-03-11,377
2019-03-12,377
2019-03-13,377
2019-03-14,377
2019-03-15,377
2019-03-16,377
2019-03-17,377
2019-03-18,377
2019-03-19,377
2019-03-20,377
2019-03-21,377
2019-03-22,377
2019-03-23,377
2019-03-24,377
2019-03-25,377
2019-03-26,377
2019-03-27,377
2019-03-28,377
2019-03-29,377
2019-03-30,377
2019-03-31,377
2019-04-01,377
2019-04-02,377
2019-04-03,377
2019-04-04,377
2019-04-05,377
2019-04-06,377
2019-04-07,377
2019-04-08,377
2019-04-09,377
2019-04-10,377
2019-04-11,377
2019-04-12,377
2019-04-13,377
2019-04-14,377
2019-04-15,377
2019-04-16,377
2019-04-17,377
2019-04-18,377
2019-04-19,377
2019-04-20,377
2019-04-21,377
2019-04-22,377
2019-04-23,377
2019-04-24,377
2019-04-25,377
2019-04-26,377
2019-04-27,377
2019-04-28,377
2019-04-29,377
2019-04-30,377
2019-05-01,377
2019-05-02,377
2019-05-03,377
2019-05-04,377
2019-05-05,377
2019-05-06,377
2019-05-07,377
2019-05-08,377
2019-05-09,373
2019-05-10,373
2019-05-11,373
2019-05-12,373
2019-05-13,373
2019-05-14,373
2019-05-15,373
2019-05-16,373
2019-05-17,373
2019-05-18,373
2019-05-19,373
2019-05-20,373
2019-05-21,373
2019-05-22,373
2019-05-23,373
2019-05-24,373
2019-05-25,373
2019-05-26,373
2019-05-27,373
2019-05-28,373
2019-05-29,373
2019-05-30,373
2019-05-31,373
2019-06-01,373
2019-06-02,373
2019-06-03,373
2019-06-04,373
2019-06-05,373
2019-06-06,373
2019-06-07,373
2019-06-08,373
2019-06-09,373
2019-06-10,373
2019-06-11,373
2019-06-12,373
2019-06-13,373
2019-06-14,373
2019-06-15,373
2019-06-16,373
2019-06-17,373
2019-06-18,373
2019-06-19,373
2019-06-20,373
2019-06-21,373
2019-06-22,373
2019-06-23,373
2019-06-24,373
2019-06-25,373
2019-06-26,373
2019-06-27,373
2019-06-28,373
2019-06-29,373
2019-06-30,373
2019-07-01,373
2019-07-02,373
2019-07-03,373
2019-07-04,373
2019-07-05,373
2019-07-06,373
2019-07-07,373
2019-07-08,373
2019-07-09,373
2019-07-10,373
2019-07-11,373
2019-07-12,373
2019-07-13,373
2019-07-14,373
2019-07-15,373
2019-07-16,373
2019-07-17,373
2019-07-18,373
2019-07-19,373
2019-07-20,373
2019-07-21,373
2019-07-22,373
2019-07-23,373
2019-07-24,373
2019-07-25,373
2019-07-26,373
2019-07-27,373
2019-07-28,373
2019-07-29,373
2019-07-30,373
2019-07-31,373
2019-08-01,373
2019-08-02,373
2019-08-03,373
2019-08-04,373
2019-08-05,373
2019-08-06,373
2019-08-07,373
2019-08-08,373
2019-08-09,373
2019-08-10,373
2019-08-11,373
2019-08-12,373
2019-08-13,373
2019-08-14,373
2019-08-15,373
2019-08-16,373
2019-08-17,373
2019-08-18,373
2019-08-19,373
2019-08-20,373
2019-08-21,373
2019-08-22,373
2019-08-23,373
2019-08-24,373
2019-08-24,373
2019-08-25,373
2019-08-25,373
2019-08-26,373
2019-08-26,373
2019-08-27,373
2019-08-27,373
2019-08-28,373
2019-08-29,373
2019-08-30,373
2019-08-31,373
2019-09-01,373
2019-09-02,373
2019-09-03,373
2019-09-04,373
2019-09-05,373
2019-09-06,373
2019-09-07,373
2019-09-08,373
2019-09-09,373
2019-09-10,373
2019-09-11,373
2019-09-12,373
2019-09-13,373
2019-09-14,373
2019-09-15,373
2019-09-16,373
2019-09-17,373
2019-09-18,373
2019-09-19,373
2019-09-20,373
2019-09-21,373
2019-09-22,373
2019-09-23,373
2019-09-24,373
2019-09-25,373
2019-09-26,373
2019-09-27,373
2019-09-28,373
2019-09-29,373
2019-09-30,373
2019-10-01,373
2019-10-02,373
2019-10-03,373
2019-10-04,373
2019-10-05,373
2019-10-06,373
2019-10-07,373
2019-10-08,373
2019-10-09,373
2019-10-10,373
2019-10-11,373
2019-10-12,373
2019-10-13,373
2019-10-14,373
2019-10-15,373
2019-10-16,373
2019-10-17,373
2019-10-18,373
2019-10-19,373
2019-10-20,373
2019-10-21,373
2019-10-22,373
2019-10-23,376
2019-10-24,376
2019-10-25,376
2019-10-26,376
2019-10-27,376
2019-10-28,376
2019-10-29,376
2019-10-30,376
2019-10-31,376
2019-11-01,376
2019-11-02,376
2019-11-03,376
2019-11-04,376
2019-11-05,376
2019-11-06,376
2019-11-07,376
2019-11-08,376
2019-11-09,376
2019-11-10,376
2019-11-11,376
2019-11-12,376
2019-11-13,376
2019-11-14,376
2019-11-15,376
2019-11-16,376
2019-11-17,376
2019-11-18,376
2019-11-19,376
2019-11-20,376
2019-11-21,376
2019-11-22,376
2019-11-23,376
2019-11-24,376
2019-11-25,376
2019-11-26,376
2019-11-27,376
2019-11-28,376
2019-11-29,376
2019-11-30,376
2019-12-01,376
2019-12-02,376
2019-12-03,376
2019-12-04,376
2019-12-05,376
2019-12-06,376
2019-12-07,376
2019-12-08,376
2019-12-09,376
2019-12-10,376
2019-12-11,376
2019-12-12,376
2019-12-13,376
2019-12-14,376
2019-12-15,376
2019-12-16,376
2019-12-17,376
2019-12-18,376
2019-12-19,376
2019-12-20,376
2019-12-21,376
2019-12-22,376
2019-12-23,376
2019-12-24,376
2019-12-25,376
2019-12-26,376
2019-12-27,376
2019-12-28,376
2019-12-29,376
2019-12-30,376
2019-12-31,376
2020-01-01,376
2020-01-02,376
2020-01-03,376
2020-01-04,376
2020-01-05,376
2020-01-06,376
2020-01-07,376
2020-01-08,376
2020-01-09,376
2020-01-10,376
2020-01-11,376
2020-01-12,376
2020-01-13,376
2020-01-14,376
2020-01-15,376
2020-01-16,376
2020-01-17,376
2020-01-18,376
2020-01-19,376
2020-01-20,376
2020-01-21,376
2020-01-22,376
2020-01-23,376
2020-01-24,376
2020-01-25,376
2020-01-26,376
2020-01-27,378
2020-01-28,378
2020-01-29,378
2020-01-30,378
2020-01-31,378
2020-02-01,378
2020-02-02,378
2020-02-03,378
2020-02-04,378
2020-02-05,378
2020-02-06,378
2020-02-07,378
2020-02-08,378
2020-02-09,378
2020-02-10,378
2020-02-11,378
2020-02-12,378
2020-02-13,378
2020-02-14,378
2020-02-15,378
2020-02-16,378
2020-02-17,378
2020-02-18,378
2020-02-19,378
2020-02-20,378
2020-02-21,378
2020-02-22,378
2020-02-23,378
2020-02-24,378
2020-02-25,378
2020-02-26,378
2020-02-27,378
2020-02-28,378
2020-02-29,378
2020-03-01,378
2020-03-02,378
2020-03-03,378
2020-03-04,378
2020-03-05,378
2020-03-06,378
2020-03-07,378
2020-03-08,378
2020-03-09,378
2020-03-10,378
2020-03-11,378
2020-03-12,378
2020-03-13,378
2020-03-14,378
2020-03-15,378
2020-03-16,378
2020-03-17,378
2020-03-18,378
2020-03-19,378
2020-03-20,378
2020-03-21,378
2020-03-22,378
2020-03-23,378
2020-03-24,378
2020-03-25,378
2020-03-26,378
2020-03-27,378
2020-03-28,378
2020-03-29,378
2020-03-30,378
2020-03-31,378
2020-04-01,378
2020-04-02,378
2020-04-03,378
2020-04-04,378
2020-04-05,378
2020-04-06,378
2020-04-07,378
2020-04-08,373
2020-04-09,373
2020-04-10,373
2020-04-11,373
2020-04-12,373
2020-04-13,373
2020-04-14,373
2020-04-15,373
2020-04-16,373
2020-04-17,373
2020-04-18,373
2020-04-19,373
2020-04-20,373
2020-04-21,373
2020-04-22,373
2020-04-23,373
2020-04-24,373
2020-04-25,373
2020-04-26,373
2020-04-27,373
2020-04-28,373
2020-04-29,373
2020-04-30,373
2020-05-01,373
2020-05-02,373
2020-05-03,373
2020-05-04,373
2020-05-05,373
2020-05-06,373
2020-05-07,373
2020-05-08,373
2020-05-09,373
2020-05-10,373
2020-05-11,373
2020-05-12,373
2020-05-13,373
