date_obj,Saradomin%20d'hide%20boots price
2017-06-30,764255
2017-07-01,764255
2017-07-02,748487
2017-07-03,715424
2017-07-04,715561
2017-07-05,715561
2017-07-06,742374
2017-07-07,742374
2017-07-08,772266
2017-07-13,757307
2017-07-14,762667
2017-07-15,762667
2017-07-16,752581
2017-07-17,747086
2017-07-18,726751
2017-07-19,716194
2017-07-20,702225
2017-07-21,719585
2017-07-22,740642
2017-07-23,752990
2017-07-24,747374
2017-07-25,735800
2017-07-26,721612
2017-07-27,720593
2017-07-28,699636
2017-07-29,693931
2017-07-30,710592
2017-07-31,710592
2017-08-01,702450
2017-08-02,716838
2017-08-03,730765
2017-08-04,725055
2017-08-05,741119
2017-08-06,735277
2017-08-09,710722
2017-08-10,698310
2017-08-11,694324
2017-08-12,695670
2017-08-13,702044
2017-08-14,708210
2017-08-15,694964
2017-08-17,689258
2017-08-18,689258
2017-08-19,683194
2017-08-20,672031
2017-08-21,664213
2017-08-22,681551
2017-08-23,708660
2017-08-24,726574
2017-08-25,736246
2017-08-26,751897
2017-08-27,757611
2017-08-28,732713
2017-08-29,705841
2017-08-30,676871
2017-08-31,681479
2017-09-01,682964
2017-09-02,675409
2017-09-03,661718
2017-09-04,658763
2017-09-05,677842
2017-09-06,687328
2017-09-07,701140
2017-09-08,701140
2017-09-09,712869
2017-09-10,713675
2017-09-11,712070
2017-09-12,716680
2017-09-13,718772
2017-09-14,712173
2017-09-15,712173
2017-09-16,697070
2017-09-17,680165
2017-09-19,651790
2017-09-20,636360
2017-09-21,630729
2017-09-22,616911
2017-09-23,612668
2017-09-24,605715
2017-09-25,595053
2017-09-26,583697
2017-09-27,583107
2017-09-28,600269
2017-09-29,612771
2017-09-30,631026
2017-10-01,641446
2017-10-02,645401
2017-10-03,630959
2017-10-04,627930
2017-10-05,622215
2017-10-06,636695
2017-10-07,655514
2017-10-08,665925
2017-10-09,656624
2017-10-10,673055
2017-10-11,673055
2017-10-12,697160
2017-10-13,707564
2017-10-14,709070
2017-10-15,709070
2017-10-16,695663
2017-10-17,695663
2017-10-18,688990
2017-10-19,691545
2017-10-20,701079
2017-10-21,705756
2017-10-22,707248
2017-10-23,723776
2017-10-24,731186
2017-10-25,721264
2017-10-26,716905
2017-10-27,718418
2017-10-28,718418
2017-10-29,715166
2017-10-30,717268
2017-10-31,710454
2017-11-01,710454
2017-11-02,711491
2017-11-03,697033
2017-11-04,705658
2017-11-05,682440
2017-11-06,671418
2017-11-07,656242
2017-11-08,647155
2017-11-09,637787
2017-11-10,625589
2017-11-11,616722
2017-11-12,605429
2017-11-13,595150
2017-11-14,585875
2017-11-15,588461
2017-11-16,579169
2017-11-17,568643
2017-11-18,572670
2017-11-19,577158
2017-11-20,587940
2017-11-21,602644
2017-11-22,627612
2017-11-23,639544
2017-11-24,630624
2017-11-25,610733
2017-11-26,600373
2017-11-27,600373
2017-11-28,595977
2017-11-29,593947
2017-11-30,590319
2017-12-01,578669
2017-12-02,551961
2017-12-03,531475
2017-12-04,524125
2017-12-05,518784
2017-12-06,514327
2017-12-07,514395
2017-12-08,526416
2017-12-09,530775
2017-12-10,531954
2017-12-11,524085
2017-12-12,520310
2017-12-13,531148
2017-12-14,526981
2017-12-15,544419
2017-12-16,560428
2017-12-17,568830
2017-12-18,578608
2017-12-19,598730
2017-12-20,617059
2017-12-21,613073
2017-12-22,618389
2017-12-23,635277
2017-12-24,651262
2017-12-25,647871
2017-12-26,660974
2017-12-27,684901
2017-12-28,718591
2017-12-29,749427
2017-12-30,742049
2017-12-31,728491
2018-01-01,744625
2018-01-02,775189
2018-01-03,779171
2018-01-04,780999
2018-01-05,816872
2018-01-06,857495
2018-01-07,878652
2018-01-08,916067
2018-01-09,954438
2018-01-10,980093
2018-01-11,1008852
2018-01-12,1017758
2018-01-13,1005905
2018-01-14,994429
2018-01-15,986192
2018-01-16,975976
2018-01-17,947980
2018-01-18,926307
2018-01-19,926307
2018-01-20,910969
2018-01-21,907238
2018-01-22,897050
2018-01-23,890739
2018-01-24,903631
2018-01-25,891549
2018-01-26,885938
2018-01-27,869266
2018-01-28,847315
2018-01-29,810390
2018-01-30,793838
2018-02-01,824731
2018-02-02,864985
2018-02-03,854260
2018-02-04,846212
2018-02-05,842729
2018-02-06,836149
2018-02-07,831354
2018-02-08,846943
2018-02-09,848339
2018-02-10,837981
2018-02-11,846989
2018-02-12,850873
2018-02-13,839678
2018-02-14,824806
2018-02-15,816707
2018-02-16,803462
2018-02-17,803313
2018-02-18,801550
2018-02-19,803883
2018-02-20,805123
2018-02-21,811567
2018-02-22,820927
2018-02-23,821543
2018-02-24,832192
2018-02-25,853850
2018-02-26,871135
2018-02-27,875710
2018-02-28,885871
2018-03-01,886870
2018-03-02,889956
2018-03-03,896757
2018-03-04,892007
2018-03-05,877993
2018-03-06,899086
2018-03-07,902755
2018-03-08,912229
2018-03-09,906749
2018-03-10,896461
2018-03-11,894307
2018-03-12,903313
2018-03-13,900984
2018-03-14,900235
2018-03-15,911930
2018-03-16,925495
2018-03-17,959220
2018-03-18,974336
2018-03-19,962316
2018-03-20,953352
2018-03-21,952164
2018-03-23,928856
2018-03-24,919116
2018-03-26,908146
2018-03-27,892427
2018-03-28,883501
2018-03-29,879730
2018-03-30,895921
2018-03-31,885425
2018-04-01,910082
2018-04-02,925139
2018-04-03,916619
2018-04-04,925651
2018-04-05,924906
2018-04-06,916453
2018-04-08,929145
2018-04-09,942873
2018-04-10,968457
2018-04-11,985172
2018-04-12,954725
2018-04-13,951416
2018-04-14,947661
2018-04-15,947435
2018-04-16,930707
2018-04-17,919511
2018-04-18,912317
2018-04-19,933841
2018-04-20,954758
2018-04-21,941729
2018-04-22,920837
2018-04-23,903183
2018-04-24,897973
2018-04-25,916994
2018-04-26,957695
2018-04-27,976032
2018-04-28,954288
2018-04-29,959525
2018-04-30,960817
2018-05-01,956399
2018-05-02,957017
2018-05-03,955321
2018-05-04,962291
2018-05-05,988742
2018-05-06,1017398
2018-05-07,1016725
2018-05-08,1017996
2018-05-09,1013574
2018-05-10,995351
2018-05-11,991425
2018-05-12,980758
2018-05-13,976681
2018-05-14,971956
2018-05-15,959799
2018-05-16,956164
2018-05-17,953648
2018-05-18,950782
2018-05-19,965357
2018-05-20,956784
2018-05-21,951842
2018-05-22,963471
2018-05-23,1007798
2018-05-24,997634
2018-05-25,1023037
2018-05-26,1073655
2018-05-27,1101983
2018-05-28,1144672
2018-05-29,1150099
2018-05-30,1096550
2018-05-31,1055444
2018-06-01,1026053
2018-06-02,1032984
2018-06-03,1014034
2018-06-04,1015683
2018-06-05,996506
2018-06-06,978948
2018-06-07,952491
2018-06-08,918439
2018-06-09,900853
2018-06-10,938081
2018-06-11,962733
2018-06-12,971730
2018-06-13,981450
2018-06-14,976923
2018-06-15,979540
2018-06-16,995148
2018-06-17,994572
2018-06-18,985287
2018-06-19,991338
2018-06-20,995656
2018-06-21,1016008
2018-06-22,999525
2018-06-23,992685
2018-06-24,981979
2018-06-25,987472
2018-06-26,988218
2018-06-27,980476
2018-06-28,967916
2018-06-29,958057
2018-06-30,952831
2018-07-01,967672
2018-07-02,974330
2018-07-03,978805
2018-07-04,965733
2018-07-05,965267
2018-07-06,1005609
2018-07-07,1010077
2018-07-08,1042914
2018-07-09,1076728
2018-07-10,1096864
2018-07-11,1150044
2018-07-12,1177851
2018-07-13,1234717
2018-07-14,1265002
2018-07-15,1299357
2018-07-16,1301307
2018-07-17,1323718
2018-07-18,1349834
2018-07-19,1314439
2018-07-20,1277361
2018-07-21,1265580
2018-07-22,1276418
2018-07-23,1220463
2018-07-24,1176907
2018-07-25,1167456
2018-07-26,1191795
2018-07-27,1199436
2018-07-28,1204917
2018-07-29,1226742
2018-07-30,1174839
2018-07-31,1154610
2018-08-01,1148163
2018-08-02,1152311
2018-08-03,1130949
2018-08-04,1116982
2018-08-05,1120345
2018-08-06,1151358
2018-08-07,1132402
2018-08-08,1138596
2018-08-09,1122628
2018-08-10,1154634
2018-08-11,1170780
2018-08-12,1209064
2018-08-14,1209652
2018-08-16,1178835
2018-08-17,1133741
2018-08-18,1131210
2018-08-19,1126175
2018-08-20,1088827
2018-08-21,1053651
2018-08-22,1058493
2018-08-23,1051147
2018-08-24,1046767
2018-08-25,1077484
2018-08-26,1075992
2018-08-27,1067523
2018-08-28,1051956
2018-08-29,1055069
2018-08-30,1042974
2018-08-31,1031070
2018-09-01,1023464
2018-09-02,1009652
2018-09-03,1006680
2018-09-04,996337
2018-09-05,988455
2018-09-06,990135
2018-09-07,988991
2018-09-08,980765
2018-09-09,976877
2018-09-10,974395
2018-09-11,971011
2018-09-12,991109
2018-09-13,1035233
2018-09-14,1058285
2018-09-15,1070372
2018-09-16,1097707
2018-09-17,1125400
2018-09-18,1118187
2018-09-19,1096495
2018-09-20,1070035
2018-09-21,1016772
2018-09-22,978310
2018-09-23,997737
2018-09-24,998264
2018-09-25,981204
2018-09-26,995591
2018-09-27,992833
2018-09-28,982946
2018-09-29,989139
2018-09-30,1007628
2018-10-02,997472
2018-10-03,1012136
2018-10-04,1024949
2018-10-05,1013975
2018-10-06,991055
2018-10-07,983773
2018-10-08,972224
2018-10-09,967557
2018-10-10,968820
2018-10-11,958850
2018-10-12,950446
2018-10-13,941903
2018-10-14,943947
2018-10-15,942623
2018-10-16,936015
2018-10-17,939057
2018-10-18,938091
2018-10-19,938147
2018-10-20,933649
2018-10-21,935825
2018-10-22,929140
2018-10-23,922761
2018-10-24,922979
2018-10-25,922957
2018-10-26,919127
2018-10-27,915556
2018-10-28,917380
2018-10-29,915472
2018-10-30,908366
2018-10-31,901942
2018-11-01,900644
2018-11-03,919924
2018-11-04,950100
2018-11-05,984228
2018-11-06,995404
2018-11-07,1024220
2018-11-08,1035059
2018-11-09,1044406
2018-11-10,1061518
2018-11-11,1061485
2018-11-12,1068573
2018-11-13,1061415
2018-11-14,1072292
2018-11-15,1113144
2018-11-16,1132891
2018-11-17,1125461
2018-11-18,1162571
2018-11-19,1147361
2018-11-20,1170428
2018-11-21,1166497
2018-11-22,1186799
2018-11-23,1225111
2018-11-24,1220715
2018-11-25,1220331
2018-11-26,1219728
2018-11-27,1207856
2018-11-28,1195708
2018-11-29,1195776
2018-12-01,1236773
2018-12-02,1234845
2018-12-03,1279191
2018-12-04,1286539
2018-12-05,1288343
2018-12-07,1329949
2018-12-09,1331682
2018-12-10,1328147
2018-12-11,1359313
2018-12-12,1341126
2018-12-13,1331978
2018-12-14,1337596
2018-12-15,1356354
2018-12-16,1343172
2018-12-17,1342870
2018-12-18,1353479
2018-12-19,1356503
2018-12-20,1350825
2018-12-21,1345276
2018-12-22,1343876
2018-12-23,1365227
2018-12-24,1359293
2018-12-25,1354526
2018-12-26,1357445
2018-12-27,1361588
2018-12-28,1402107
2018-12-29,1414232
2018-12-30,1457193
2018-12-31,1465733
2019-01-01,1433724
2019-01-02,1437594
2019-01-03,1450970
2019-01-04,1447836
2019-01-05,1438123
2019-01-06,1400522
2019-01-08,1371454
2019-01-10,1299079
2019-01-11,1261470
2019-01-12,1202160
2019-01-13,1168102
2019-01-14,1160718
2019-01-15,1146074
2019-01-16,1166518
2019-01-17,1161172
2019-01-18,1151889
2019-01-19,1175308
2019-01-20,1141642
2019-01-21,1137142
2019-01-22,1132741
2019-01-23,1127558
2019-01-24,1132701
2019-01-25,1179321
2019-01-26,1231188
2019-01-27,1248164
2019-01-28,1255446
2019-01-29,1236878
2019-01-30,1231658
2019-01-31,1222747
2019-02-01,1208465
2019-02-02,1193169
2019-02-03,1244171
2019-02-04,1280113
2019-02-05,1268775
2019-02-06,1284294
2019-02-07,1297292
2019-02-08,1332143
2019-02-09,1317018
2019-02-10,1303077
2019-02-11,1275715
2019-02-12,1257709
2019-02-13,1224533
2019-02-14,1208974
2019-02-15,1190552
2019-02-16,1184154
2019-02-17,1170594
2019-02-18,1176379
2019-02-19,1193031
2019-02-20,1179661
2019-02-21,1157182
2019-02-22,1139462
2019-02-23,1108335
2019-02-24,1085347
2019-02-25,1086363
2019-02-26,1105519
2019-02-27,1104714
2019-02-28,1111283
2019-03-01,1153541
2019-03-02,1142018
2019-03-03,1136830
2019-03-04,1132637
2019-03-05,1137874
2019-03-06,1134811
2019-03-07,1131074
2019-03-08,1127458
2019-03-09,1121856
2019-03-10,1112906
2019-03-11,1129076
2019-03-12,1111177
2019-03-13,1106056
2019-03-14,1101162
2019-03-15,1091140
2019-03-16,1045414
2019-03-17,1041890
2019-03-18,1045207
2019-03-19,1070562
2019-03-20,1107794
2019-03-21,1130828
2019-03-22,1125963
2019-03-23,1110535
2019-03-24,1056677
2019-03-25,1063489
2019-03-26,1054375
2019-03-27,1047631
2019-03-28,1041254
2019-03-29,1047572
2019-03-30,1066485
2019-03-31,1060249
2019-04-01,1043177
2019-04-02,1042492
2019-04-03,1039241
2019-04-04,1091204
2019-04-05,1142739
2019-04-06,1197028
2019-04-07,1224895
2019-04-08,1191283
2019-04-09,1161976
2019-04-10,1137723
2019-04-11,1114743
2019-04-12,1071068
2019-04-13,1037062
2019-04-14,991941
2019-04-15,946442
2019-04-16,905638
2019-04-17,915226
2019-04-18,921562
2019-04-19,953983
2019-04-20,989336
2019-04-21,968211
2019-04-22,922471
2019-04-23,889899
2019-04-24,845404
2019-04-25,806313
2019-04-26,809195
2019-04-27,819532
2019-04-28,847048
2019-04-29,842459
2019-04-30,845215
2019-05-01,856585
2019-05-02,836590
2019-05-03,811973
2019-05-04,793117
2019-05-05,796158
2019-05-06,795851
2019-05-07,784562
2019-05-08,771658
2019-05-09,759863
2019-05-10,755180
2019-05-11,741517
2019-05-12,731147
2019-05-13,751324
2019-05-14,752140
2019-05-15,765278
2019-05-16,794995
2019-05-17,793120
2019-05-18,820948
2019-05-19,835727
2019-05-20,868856
2019-05-21,897789
2019-05-22,899641
2019-05-23,900796
2019-05-24,919258
2019-05-25,927337
2019-05-26,928037
2019-05-27,936791
2019-05-28,944926
2019-05-29,937523
2019-05-30,950704
2019-05-31,945251
2019-06-01,934833
2019-06-02,930584
2019-06-03,921558
2019-06-04,910381
2019-06-05,894186
2019-06-06,879250
2019-06-07,857739
2019-06-08,846727
2019-06-09,845883
2019-06-10,842529
2019-06-11,849281
2019-06-12,846624
2019-06-13,856461
2019-06-14,875430
2019-06-15,869878
2019-06-16,859553
2019-06-17,855029
2019-06-18,848151
2019-06-19,845712
2019-06-20,833807
2019-06-21,821617
2019-06-22,801812
2019-06-23,793132
2019-06-24,784700
2019-06-25,778790
2019-06-26,784933
2019-06-27,789672
2019-06-28,782163
2019-06-29,776993
2019-06-30,772475
2019-07-01,762344
2019-07-02,755637
2019-07-03,762777
2019-07-04,772645
2019-07-05,782335
2019-07-06,803251
2019-07-07,816574
2019-07-08,829460
2019-07-09,822976
2019-07-10,816372
2019-07-11,807130
2019-07-12,812671
2019-07-13,808186
2019-07-14,805695
2019-07-15,799305
2019-07-16,797670
2019-07-17,789474
2019-07-18,783275
2019-07-19,775323
2019-07-20,765766
2019-07-21,761356
2019-07-22,758515
2019-07-23,760368
2019-07-24,761630
2019-07-25,763995
2019-07-26,765419
2019-07-27,762503
2019-07-28,767224
2019-07-29,770307
2019-07-30,767670
2019-07-31,771230
2019-08-01,774457
2019-08-02,771443
2019-08-03,770477
2019-08-04,776345
2019-08-05,782504
2019-08-06,787777
2019-08-07,789074
2019-08-08,789327
2019-08-09,794394
2019-08-10,808626
2019-08-11,818124
2019-08-12,833437
2019-08-13,859358
2019-08-14,858257
2019-08-15,869445
2019-08-16,881238
2019-08-17,889688
2019-08-18,891615
2019-08-19,886233
2019-08-20,894589
2019-08-21,890941
2019-08-22,890463
2019-08-23,894472
2019-08-24,890174
2019-08-24,890174
2019-08-25,881238
2019-08-25,881238
2019-08-26,879948
2019-08-26,879948
2019-08-27,868779
2019-08-27,868779
2019-08-28,852570
2019-08-29,844305
2019-08-30,846286
2019-08-31,846156
2019-09-01,848743
2019-09-02,853388
2019-09-03,858930
2019-09-04,859085
2019-09-05,859393
2019-09-06,855819
2019-09-07,860181
2019-09-08,860282
2019-09-09,866728
2019-09-10,866277
2019-09-11,862208
2019-09-12,858290
2019-09-13,842048
2019-09-14,818764
2019-09-15,807014
2019-09-16,807735
2019-09-17,797694
2019-09-18,784060
2019-09-19,775055
2019-09-20,775185
2019-09-21,773452
2019-09-22,764657
2019-09-23,765251
2019-09-24,754355
2019-09-25,742198
2019-09-26,731934
2019-09-27,723290
2019-09-28,711140
2019-09-29,699347
2019-09-30,693454
2019-10-01,695146
2019-10-02,711738
2019-10-03,715964
2019-10-04,713753
2019-10-05,718098
2019-10-06,723393
2019-10-07,733625
2019-10-08,725850
2019-10-09,718894
2019-10-10,719885
2019-10-11,728810
2019-10-12,730820
2019-10-13,737255
2019-10-14,727926
2019-10-15,731212
2019-10-16,730433
2019-10-17,727824
2019-10-18,723947
2019-10-19,719333
2019-10-20,713876
2019-10-21,704035
2019-10-22,695261
2019-10-23,681488
2019-10-24,665450
2019-10-25,668136
2019-10-26,670178
2019-10-27,678602
2019-10-28,676292
2019-10-29,674026
2019-10-30,674286
2019-10-31,670647
2019-11-01,661774
2019-11-02,654409
2019-11-03,646883
2019-11-04,644357
2019-11-05,635385
2019-11-06,638508
2019-11-07,656010
2019-11-08,658714
2019-11-09,648442
2019-11-10,643932
2019-11-11,635828
2019-11-12,633305
2019-11-13,629125
2019-11-14,626585
2019-11-15,626289
2019-11-16,622983
2019-11-17,618191
2019-11-18,623299
2019-11-19,628974
2019-11-20,628581
2019-11-21,624436
2019-11-22,622399
2019-11-23,624914
2019-11-24,632032
2019-11-25,646575
2019-11-26,672366
2019-11-27,695465
2019-11-28,721963
2019-11-29,743376
2019-11-30,748130
2019-12-01,767210
2019-12-02,773318
2019-12-03,783900
2019-12-04,776194
2019-12-05,770362
2019-12-06,759598
2019-12-07,758288
2019-12-08,763980
2019-12-09,769307
2019-12-10,763524
2019-12-11,759617
2019-12-12,770317
2019-12-13,756852
2019-12-14,753554
2019-12-15,751414
2019-12-16,742337
2019-12-17,729205
2019-12-18,724449
2019-12-19,711031
2019-12-20,712715
2019-12-21,708757
2019-12-22,698382
2019-12-23,691039
2019-12-24,686114
2019-12-25,687387
2019-12-26,697884
2019-12-27,698884
2019-12-28,696076
2019-12-29,701248
2019-12-30,697944
2019-12-31,701361
2020-01-01,706099
2020-01-02,710856
2020-01-03,713335
2020-01-04,726751
2020-01-05,747293
2020-01-06,740563
2020-01-07,745646
2020-01-08,751431
2020-01-09,744868
2020-01-10,730170
2020-01-11,722268
2020-01-12,736757
2020-01-13,748393
2020-01-14,762580
2020-01-15,761254
2020-01-16,770587
2020-01-17,784412
2020-01-18,796829
2020-01-19,818237
2020-01-20,813855
2020-01-21,814665
2020-01-22,828886
2020-01-23,832334
2020-01-24,832987
2020-01-25,824677
2020-01-26,822245
2020-01-27,822829
2020-01-28,809322
2020-01-29,804540
2020-01-30,794171
2020-01-31,789199
2020-02-01,792497
2020-02-02,790544
2020-02-03,783229
2020-02-04,778481
2020-02-05,776671
2020-02-06,769142
2020-02-07,751317
2020-02-08,734305
2020-02-09,719541
2020-02-10,711961
2020-02-11,708954
2020-02-12,712380
2020-02-13,719558
2020-02-14,715298
2020-02-15,710903
2020-02-16,712890
2020-02-17,705605
2020-02-18,702942
2020-02-19,710957
2020-02-20,716538
2020-02-21,713911
2020-02-22,714300
2020-02-23,728265
2020-02-24,744371
2020-02-25,769484
2020-02-26,781434
2020-02-27,791331
2020-02-28,785411
2020-02-29,782721
2020-03-01,787535
2020-03-02,795741
2020-03-03,799709
2020-03-04,817541
2020-03-05,825809
2020-03-06,829441
2020-03-07,840932
2020-03-08,849125
2020-03-09,849457
2020-03-10,864000
2020-03-11,867337
2020-03-12,876492
2020-03-13,872569
2020-03-14,875004
2020-03-15,881363
2020-03-16,877100
2020-03-17,877923
2020-03-18,891922
2020-03-19,902895
2020-03-20,901634
2020-03-21,898346
2020-03-22,899816
2020-03-23,905730
2020-03-24,931866
2020-03-25,929688
2020-03-26,964127
2020-03-27,964832
2020-03-28,976173
2020-03-29,988850
2020-03-30,996225
2020-03-31,1009217
2020-04-01,1027922
2020-04-02,1039366
2020-04-03,1028874
2020-04-04,1019991
2020-04-05,1012767
2020-04-06,1006968
2020-04-07,1019242
2020-04-08,1026053
2020-04-09,1032093
2020-04-10,1046328
2020-04-11,1032007
2020-04-12,1023813
2020-04-13,1011487
2020-04-14,1003991
2020-04-15,999731
2020-04-16,995784
2020-04-17,1006769
2020-04-18,1026031
2020-04-19,1036426
2020-04-20,1049243
2020-04-21,1073466
2020-04-22,1073367
2020-04-23,1077277
2020-04-24,1072347
2020-04-25,1063555
2020-04-26,1060495
2020-04-27,1060167
2020-04-28,1058690
2020-04-29,1054126
2020-04-30,1048842
2020-05-01,1043468
2020-05-02,1048084
2020-05-03,1045513
2020-05-04,1038602
2020-05-05,1036721
2020-05-06,1037594
2020-05-07,1042987
2020-05-08,1054004
