date_obj,Veg%20ball price
2015-03-26,400
2015-03-27,400
2015-03-28,400
2015-03-29,400
2015-03-30,400
2015-03-31,400
2015-04-01,400
2015-04-02,400
2015-04-03,400
2015-04-04,400
2015-04-05,400
2015-04-06,400
2015-04-07,400
2015-04-08,400
2015-04-09,400
2015-04-10,400
2015-04-11,400
2015-04-12,413
2015-04-13,413
2015-04-14,413
2015-04-15,413
2015-04-16,413
2015-04-17,413
2015-04-18,413
2015-04-19,413
2015-04-20,413
2015-04-21,413
2015-04-22,413
2015-04-23,413
2015-04-24,413
2015-04-25,413
2015-04-26,413
2015-04-27,413
2015-04-28,413
2015-04-29,413
2015-04-30,413
2015-05-01,413
2015-05-02,413
2015-05-03,413
2015-05-04,413
2015-05-05,413
2015-05-06,413
2015-05-07,413
2015-05-08,413
2015-05-09,413
2015-05-10,413
2015-05-11,413
2015-05-12,413
2015-05-13,413
2015-05-14,413
2015-05-15,413
2015-05-16,425
2015-05-17,425
2015-05-18,425
2015-05-19,425
2015-05-20,425
2015-05-21,425
2015-05-22,425
2015-05-23,425
2015-05-24,425
2015-05-25,425
2015-05-26,425
2015-05-27,425
2015-05-28,425
2015-05-29,425
2015-05-30,425
2015-05-31,425
2015-06-01,425
2015-06-02,425
2015-06-03,425
2015-06-04,425
2015-06-05,425
2015-06-06,425
2015-06-07,425
2015-06-08,425
2015-06-09,425
2015-06-10,425
2015-06-11,425
2015-06-12,425
2015-06-13,425
2015-06-14,425
2015-06-15,425
2015-06-16,425
2015-06-17,425
2015-06-18,425
2015-06-19,425
2015-06-20,425
2015-06-21,425
2015-06-22,425
2015-06-23,425
2015-06-24,425
2015-06-25,425
2015-06-26,425
2015-06-27,425
2015-06-28,425
2015-06-29,425
2015-06-30,425
2015-07-01,425
2015-07-02,425
2015-07-03,425
2015-07-04,425
2015-07-05,425
2015-07-06,425
2015-07-07,425
2015-07-08,425
2015-07-09,425
2015-07-10,425
2015-07-11,425
2015-07-12,425
2015-07-13,425
2015-07-14,425
2015-07-15,425
2015-07-16,425
2015-07-17,427
2015-07-18,427
2015-07-19,427
2015-07-20,427
2015-07-21,427
2015-07-22,427
2015-07-23,427
2015-07-24,427
2015-07-25,427
2015-07-26,427
2015-07-27,427
2015-07-28,427
2015-07-29,427
2015-07-30,427
2015-07-31,427
2015-08-01,427
2015-08-02,427
2015-08-03,427
2015-08-04,427
2015-08-05,427
2015-08-06,427
2015-08-07,427
2015-08-08,427
2015-08-09,427
2015-08-10,427
2015-08-11,427
2015-08-12,427
2015-08-13,427
2015-08-14,427
2015-08-15,427
2015-08-16,427
2015-08-17,427
2015-08-18,427
2015-08-19,427
2015-08-20,427
2015-08-21,427
2015-08-22,427
2015-08-23,427
2015-08-24,427
2015-08-25,427
2015-08-26,427
2015-08-27,427
2015-08-28,427
2015-08-29,427
2015-08-30,427
2015-08-31,427
2015-09-01,427
2015-09-02,427
2015-09-03,427
2015-09-04,427
2015-09-05,427
2015-09-06,427
2015-09-07,427
2015-09-08,427
2015-09-09,427
2015-09-10,427
2015-09-11,427
2015-09-12,427
2015-09-13,427
2015-09-14,443
2015-09-15,443
2015-09-16,443
2015-09-17,443
2015-09-18,443
2015-09-19,443
2015-09-20,443
2015-09-21,443
2015-09-22,443
2015-09-23,443
2015-09-24,443
2015-09-25,443
2015-09-27,443
2015-09-28,443
2015-09-29,443
2015-09-30,443
2015-10-05,443
2015-10-06,443
2015-10-07,443
2015-10-08,443
2015-10-09,443
2015-10-10,443
2015-10-11,443
2015-10-12,443
2015-10-13,443
2015-10-14,443
2015-10-15,443
2015-10-16,443
2015-10-17,443
2015-10-18,443
2015-10-19,443
2015-10-20,443
2015-10-22,443
2015-10-23,443
2015-10-24,443
2015-10-25,443
2015-10-26,443
2015-10-27,443
2015-10-29,443
2015-10-30,443
2015-10-31,443
2015-11-01,443
2015-11-02,443
2015-11-03,443
2015-11-04,443
2015-11-05,443
2015-11-06,443
2015-11-07,443
2015-11-08,443
2015-11-09,443
2015-11-10,443
2015-11-11,443
2015-11-12,443
2015-11-13,443
2015-11-14,443
2015-11-15,443
2015-11-16,443
2015-11-17,443
2015-11-18,443
2015-11-19,443
2015-11-20,443
2015-11-21,443
2015-11-22,443
2015-11-23,443
2015-11-24,443
2015-11-25,443
2015-11-26,443
2015-11-27,443
2015-11-28,443
2015-11-29,443
2015-11-30,443
2015-12-01,443
2015-12-02,443
2015-12-03,445
2015-12-04,445
2015-12-05,445
2015-12-06,445
2015-12-07,445
2015-12-08,445
2015-12-09,445
2015-12-10,445
2015-12-11,445
2015-12-13,445
2015-12-14,445
2015-12-15,445
2015-12-16,445
2015-12-17,445
2015-12-18,445
2015-12-19,445
2015-12-20,445
2015-12-21,445
2015-12-22,445
2015-12-23,445
2015-12-24,445
2015-12-25,445
2015-12-26,445
2015-12-27,445
2015-12-28,445
2015-12-29,445
2015-12-30,445
2015-12-31,445
2016-01-01,445
2016-01-02,445
2016-01-03,445
2016-01-04,445
2016-01-05,445
2016-01-06,445
2016-01-07,445
2016-01-08,445
2016-01-09,445
2016-01-10,445
2016-01-11,445
2016-01-12,445
2016-01-13,445
2016-01-14,445
2016-01-15,445
2016-01-16,445
2016-01-17,445
2016-01-18,445
2016-01-19,445
2016-01-20,445
2016-01-21,445
2016-01-22,445
2016-01-23,445
2016-01-24,466
2016-01-25,466
2016-01-26,466
2016-01-27,466
2016-01-28,466
2016-01-29,466
2016-01-30,466
2016-01-31,466
2016-02-01,466
2016-02-02,466
2016-02-03,466
2016-02-04,466
2016-02-05,466
2016-02-06,466
2016-02-07,466
2016-02-08,466
2016-02-09,466
2016-02-10,466
2016-02-11,466
2016-02-12,466
2016-02-13,466
2016-02-14,466
2016-02-15,466
2016-02-16,466
2016-02-17,466
2016-02-18,466
2016-02-19,466
2016-02-20,466
2016-02-21,466
2016-02-22,466
2016-02-23,466
2016-02-24,466
2016-02-25,466
2016-02-26,466
2016-02-27,466
2016-02-28,466
2016-02-29,466
2016-03-01,466
2016-03-02,466
2016-03-03,466
2016-03-04,466
2016-03-05,466
2016-03-06,466
2016-03-07,466
2016-03-08,466
2016-03-09,466
2016-03-10,466
2016-03-11,466
2016-03-12,466
2016-03-13,466
2016-03-14,468
2016-03-15,468
2016-03-16,468
2016-03-17,468
2016-03-18,468
2016-03-19,468
2016-03-20,468
2016-03-21,468
2016-03-22,468
2016-03-23,468
2016-03-24,468
2016-03-25,468
2016-03-26,468
2016-03-27,468
2016-03-28,468
2016-03-29,468
2016-03-30,468
2016-03-31,468
2016-04-01,468
2016-04-02,468
2016-04-03,468
2016-04-04,468
2016-04-05,468
2016-04-06,468
2016-04-07,468
2016-04-08,468
2016-04-09,468
2016-04-10,468
2016-04-11,468
2016-04-12,468
2016-04-13,468
2016-04-14,468
2016-04-15,468
2016-04-16,468
2016-04-17,468
2016-04-18,464
2016-04-19,464
2016-04-20,464
2016-04-21,464
2016-04-22,464
2016-04-23,464
2016-04-24,464
2016-04-25,464
2016-04-26,464
2016-04-27,464
2016-04-28,464
2016-04-29,464
2016-04-30,464
2016-05-01,464
2016-05-02,464
2016-05-03,464
2016-05-04,464
2016-05-05,464
2016-05-06,464
2016-05-07,464
2016-05-08,464
2016-05-09,464
2016-05-10,464
2016-05-11,464
2016-05-12,464
2016-05-13,464
2016-05-14,464
2016-05-15,464
2016-05-16,464
2016-05-17,464
2016-05-18,464
2016-05-19,464
2016-05-22,464
2016-05-23,464
2016-05-24,464
2016-05-25,464
2016-05-26,473
2016-05-27,473
2016-05-28,473
2016-05-29,473
2016-05-30,473
2016-05-31,473
2016-06-01,473
2016-06-02,473
2016-06-03,473
2016-06-04,473
2016-06-05,473
2016-06-06,473
2016-06-07,473
2016-06-08,473
2016-06-09,473
2016-06-10,473
2016-06-11,473
2016-06-12,473
2016-06-13,473
2016-06-14,473
2016-06-15,473
2016-06-16,473
2016-06-17,473
2016-06-18,473
2016-06-19,473
2016-06-20,473
2016-06-21,473
2016-06-22,473
2016-06-23,473
2016-06-24,473
2016-06-25,473
2016-06-26,473
2016-06-27,473
2016-06-28,473
2016-06-29,473
2016-06-30,473
2016-07-01,473
2016-07-02,473
2016-07-03,473
2016-07-04,473
2016-07-05,473
2016-07-06,471
2016-07-07,471
2016-07-08,471
2016-07-09,471
2016-07-10,471
2016-07-11,471
2016-07-12,471
2016-07-13,471
2016-07-14,471
2016-07-15,471
2016-07-16,471
2016-07-17,471
2016-07-18,471
2016-07-24,471
2016-07-25,471
2016-07-26,471
2016-07-27,471
2016-07-28,471
2016-07-29,471
2016-07-30,471
2016-07-31,471
2016-08-01,471
2016-08-02,471
2016-08-03,471
2016-08-04,471
2016-08-05,471
2016-08-06,471
2016-08-07,471
2016-08-08,471
2016-08-09,471
2016-08-10,471
2016-08-11,471
2016-08-12,471
2016-08-13,471
2016-08-14,471
2016-08-15,471
2016-08-16,471
2016-08-17,471
2016-08-18,471
2016-08-19,471
2016-08-20,471
2016-08-21,471
2016-08-22,471
2016-08-23,471
2016-08-24,471
2016-08-25,471
