date_obj,Iron%20dragon%20mask price
2016-06-13,16585
2016-06-14,16585
2016-06-15,16145
2016-06-16,16145
2016-06-17,16145
2016-06-18,15950
2016-06-19,15950
2016-06-20,15950
2016-06-21,15919
2016-06-22,15919
2016-06-23,15919
2016-06-24,15606
2016-06-25,15606
2016-06-26,15606
2016-06-27,15606
2016-06-28,15202
2016-06-29,15202
2016-06-30,15202
2016-07-01,15202
2016-07-02,14859
2016-07-03,14859
2016-07-04,14859
2016-07-05,14769
2016-07-06,14769
2016-07-07,14769
2016-07-08,14769
2016-07-09,14305
2016-07-10,14305
2016-07-11,14305
2016-07-12,14305
2016-07-13,13959
2016-07-14,13959
2016-07-15,13959
2016-07-16,13283
2016-07-17,13283
2016-07-18,13283
2016-07-23,13198
2016-07-24,13198
2016-07-25,13198
2016-07-26,13198
2016-07-27,13097
2016-07-28,13097
2016-07-29,13097
2016-07-30,13097
2016-07-31,13040
2016-08-01,13040
2016-08-02,13040
2016-08-03,13040
2016-08-04,12897
2016-08-05,12897
2016-08-06,12897
2016-08-07,12897
2016-08-08,12897
2016-08-09,12857
2016-08-10,12857
2016-08-11,12857
2016-08-12,12857
2016-08-13,12857
2016-08-14,12736
2016-08-15,12736
2016-08-16,12736
2016-08-17,12736
2016-08-18,12196
2016-08-19,12196
2016-08-20,12196
2016-08-21,12196
2016-08-22,11844
2016-08-23,11844
2016-08-24,11844
2016-08-25,11844
2016-08-26,11844
2016-08-28,11936
2016-08-31,11936
2016-09-01,11936
2016-09-02,11936
2016-09-03,12173
2016-09-04,12173
2016-09-05,12173
2016-09-06,12173
2016-09-07,12173
2016-09-08,12567
2016-09-09,12567
2016-09-10,12567
2016-09-11,12567
2016-09-12,12567
2016-09-13,12693
2016-09-14,12693
2016-09-15,12693
2016-09-16,12693
2016-09-17,12693
2016-09-18,12693
2016-09-19,12472
2016-09-20,12472
2016-09-21,12472
2016-09-22,12472
2016-09-23,12472
2016-09-24,12472
2016-09-25,12303
2016-09-26,12303
2016-09-27,12303
2016-09-28,12303
2016-09-29,12303
2016-09-30,11901
2016-10-01,11901
2016-10-02,11901
2016-10-03,11901
2016-10-04,11901
2016-10-05,11901
2016-10-06,11901
2016-10-07,12033
2016-10-08,12033
2016-10-09,12033
2016-10-10,12033
2016-10-11,12033
2016-10-12,12085
2016-10-13,12085
2016-10-14,12085
2016-10-15,12085
2016-10-16,12085
2016-10-17,11904
2016-10-18,11904
2016-10-19,11904
2016-10-20,11904
2016-10-21,11904
2016-10-22,11904
2016-10-23,11683
2016-10-24,11683
2016-10-25,11683
2016-10-26,11683
2016-10-27,11644
2016-10-28,11644
2016-10-29,11644
2016-10-30,11644
2016-10-31,11644
2016-11-01,11644
2016-11-02,11725
2016-11-03,11725
2016-11-04,11725
2016-11-05,11725
2016-11-06,11725
2016-11-07,11725
2016-11-08,11649
2016-11-09,11649
2016-11-10,11649
2016-11-11,11649
2016-11-12,11649
2016-11-13,11500
2016-11-14,11500
2016-12-07,12042
2016-12-08,12042
2016-12-09,12042
2016-12-10,12129
2016-12-11,12129
2016-12-12,12129
2016-12-13,12129
2016-12-14,11914
2016-12-15,11914
2016-12-16,11914
2016-12-17,11914
2016-12-18,11914
2016-12-19,11914
2016-12-20,12163
2016-12-21,12163
2016-12-22,12163
2016-12-23,12163
2016-12-24,12110
2016-12-25,12110
2016-12-26,12110
2016-12-27,12110
2016-12-28,12110
2016-12-29,11996
2016-12-30,11996
2016-12-31,11996
2017-01-01,11996
2017-01-02,12064
2017-01-03,12064
2017-01-04,12064
2017-01-05,12064
2017-01-06,12300
2017-01-07,12300
2017-01-08,12300
2017-01-09,12300
2017-01-10,12855
2017-01-11,12855
2017-01-12,12855
2017-01-13,12855
2017-01-14,13184
2017-01-15,13184
2017-01-16,13184
2017-01-17,13049
2017-01-18,13049
2017-01-19,13049
2017-01-20,13049
2017-01-21,12947
2017-01-22,12947
2017-01-23,12947
2017-01-27,12571
2017-01-28,12571
2017-01-29,11961
2017-01-30,11961
2017-01-31,11961
2017-02-01,11663
2017-02-02,11663
2017-02-03,11663
2017-02-04,11663
2017-02-05,11663
2017-02-06,11499
2017-02-07,11499
2017-02-08,11499
2017-02-09,11499
2017-02-10,11384
2017-02-11,11384
2017-02-12,11384
2017-02-13,11384
2017-02-14,10957
2017-02-15,10957
2017-02-16,10957
2017-02-18,10957
2017-02-19,10645
2017-02-20,10645
2017-02-21,10645
2017-02-22,10645
2017-02-23,10645
2017-02-24,10645
2017-02-25,10645
2017-02-26,10645
2017-02-27,10578
2017-02-28,10578
2017-03-01,10578
2017-03-02,10049
2017-03-03,10049
2017-03-04,10049
2017-03-05,10049
2017-03-06,9799
2017-03-07,9799
2017-03-08,9799
2017-03-09,9799
2017-03-10,9508
2017-03-11,9508
2017-03-12,9508
2017-03-13,9508
2017-03-14,9383
2017-03-15,9383
2017-03-16,9383
2017-03-17,9383
2017-03-18,9383
2017-03-19,9347
2017-03-20,9347
2017-03-21,9347
2017-03-22,9347
2017-03-23,9153
2017-03-24,9153
2017-03-25,9153
2017-03-26,9153
2017-03-27,9153
2017-03-28,8999
2017-03-29,8999
2017-03-30,8999
2017-03-31,9001
2017-04-01,9001
2017-04-02,9001
2017-04-03,9001
2017-04-04,9211
2017-04-12,9414
2017-04-13,9414
2017-04-14,9619
2017-04-15,9619
2017-04-16,9619
2017-04-17,9619
2017-04-18,9820
2017-04-19,9820
2017-04-20,9820
2017-04-21,9820
2017-04-22,9820
2017-04-23,9820
2017-04-24,9819
2017-04-25,9819
2017-04-26,9819
2017-04-27,9819
2017-04-28,9459
2017-04-29,9459
2017-04-30,9459
2017-05-01,9296
2017-05-02,9296
2017-05-03,9296
2017-05-04,8901
2017-05-05,8901
2017-05-06,8901
2017-05-07,8901
2017-05-08,8632
2017-05-09,8632
2017-05-10,8632
2017-05-11,8654
2017-05-12,8654
2017-05-13,8654
2017-05-14,8654
2017-05-15,8896
2017-05-16,8896
2017-05-17,8896
2017-05-18,8896
2017-05-19,8896
2017-05-20,8754
2017-05-21,8754
2017-05-22,8754
2017-05-23,8754
2017-05-24,8754
2017-05-25,8754
2017-05-26,8784
2017-05-27,8784
2017-05-28,8784
2017-05-29,8784
2017-05-30,8519
2017-05-31,8519
2017-06-01,8519
2017-06-02,8519
2017-06-03,8519
2017-06-04,8462
2017-06-06,8462
2017-06-07,8462
2017-06-08,8765
2017-06-09,8765
2017-06-10,8765
2017-06-11,8765
2017-06-12,8725
2017-06-13,8725
2017-06-14,8725
2017-06-15,8725
2017-06-16,8831
2017-06-17,8831
2017-06-18,8831
2017-06-19,8831
2017-06-20,8840
2017-06-21,8840
2017-06-22,8840
2017-06-23,8840
2017-06-24,8840
2017-06-25,8840
2017-06-26,8883
2017-06-27,8883
2017-06-28,8883
2017-06-29,8883
2017-06-30,8883
2017-07-01,8883
2017-07-02,8883
2017-07-03,9070
2017-07-04,9070
2017-07-05,9070
2017-07-06,9070
2017-07-07,9070
2017-07-08,9070
2017-07-13,8936
2017-07-14,8817
2017-07-15,8817
2017-07-16,8817
2017-07-17,8817
2017-07-18,8817
2017-07-19,8711
2017-07-20,8711
2017-07-21,8711
2017-07-22,8711
2017-07-23,8686
2017-07-24,8686
2017-07-25,8686
2017-07-26,8686
2017-07-27,8853
2017-07-28,8853
2017-07-29,8853
2017-07-30,8853
2017-07-31,8910
2017-08-01,8910
2017-08-02,8910
2017-08-03,9085
2017-08-04,9085
2017-08-05,9085
2017-08-06,9465
2017-08-09,9465
2017-08-10,9180
2017-08-11,9180
2017-08-12,9180
2017-08-13,9180
2017-08-14,9180
2017-08-15,9102
2017-08-16,9102
2017-08-17,9102
2017-08-18,9102
2017-08-19,9102
2017-08-20,9180
2017-08-21,9180
2017-08-22,9180
2017-08-23,9180
2017-08-24,9087
2017-08-25,9087
2017-08-26,9087
2017-08-27,9087
2017-08-28,9087
2017-08-29,9061
2017-08-30,9061
2017-08-31,9061
2017-09-01,9061
2017-09-02,9084
2017-09-03,9084
2017-09-04,9084
2017-09-05,9217
2017-09-06,9217
2017-09-07,9217
2017-09-08,9217
2017-09-09,9406
2017-09-10,9406
2017-09-11,9406
2017-09-12,9406
2017-09-13,9192
2017-09-14,9192
2017-09-15,9192
2017-09-16,9192
2017-09-17,9073
2017-09-19,9073
2017-09-20,9073
2017-09-21,8720
2017-09-22,8720
2017-09-23,8720
2017-09-24,8720
2017-09-25,8585
2017-09-26,8585
2017-09-27,8585
2017-09-28,8491
2017-09-29,8491
2017-09-30,8491
2017-10-01,8491
2017-10-02,8667
2017-10-03,8667
2017-10-04,8667
2017-10-05,8667
2017-10-06,8458
2017-10-07,8458
2017-10-08,8458
2017-10-09,8458
2017-10-10,8311
2017-10-11,8311
2017-10-12,8311
2017-10-13,8311
2017-10-14,8343
2017-10-15,8343
2017-10-16,8343
2017-10-17,8343
2017-10-18,8343
2017-10-19,8313
2017-10-20,8313
2017-10-21,8313
2017-10-22,8313
2017-10-23,8313
2017-10-24,8214
2017-10-25,8214
2017-10-26,8214
2017-10-27,8214
2017-10-28,8214
2017-10-29,8407
2017-10-30,8407
2017-10-31,8407
2017-11-01,8407
2017-11-02,8407
2017-11-03,8407
2017-11-04,8372
2017-11-05,8372
2017-11-06,8372
2017-11-07,8372
2017-11-08,8372
2017-11-09,8309
2017-11-10,8309
2017-11-11,8309
2017-11-12,8309
2017-11-13,8095
2017-11-14,8095
2017-11-15,8095
2017-11-16,8095
2017-11-17,7729
2017-11-18,7729
2017-11-19,7729
2017-11-20,7729
2017-11-21,7347
2017-11-22,7347
2017-11-23,7347
2017-11-24,7347
2017-11-25,7084
2017-11-26,7084
2017-11-27,7084
2017-11-28,7084
2017-11-29,7084
2017-11-30,6866
2017-12-01,6866
2017-12-02,6866
2017-12-03,6866
2017-12-04,6650
2017-12-05,6650
2017-12-06,6650
2017-12-07,6650
2017-12-08,6578
2017-12-09,6578
2017-12-10,6578
2017-12-11,6578
2017-12-12,6627
2017-12-13,6627
2017-12-14,6627
2017-12-15,6627
2017-12-16,6633
2017-12-17,6633
2017-12-18,6633
2017-12-19,6633
2017-12-20,6549
2017-12-21,6549
2017-12-22,6549
2017-12-23,6450
2017-12-24,6450
2017-12-25,6450
2017-12-26,6450
2017-12-27,6514
2017-12-28,6514
2017-12-29,6514
2017-12-30,6514
2017-12-31,6478
2018-01-01,6478
2018-01-02,6478
2018-01-03,6622
2018-01-04,6622
2018-01-05,6622
2018-01-06,6622
2018-01-07,6591
2018-01-08,6591
2018-01-09,6591
2018-01-10,6591
2018-01-11,6522
2018-01-12,6522
2018-01-13,6522
2018-01-14,6283
2018-01-15,6283
2018-01-16,6283
2018-01-17,6283
2018-01-18,6227
2018-01-19,6227
2018-01-20,6227
2018-01-21,6227
2018-01-22,6227
2018-01-23,6386
2018-01-25,6386
2018-01-26,6386
2018-01-27,6386
2018-01-28,6635
2018-01-29,6635
2018-01-30,6635
2018-01-31,6635
2018-02-01,6635
2018-02-02,6556
2018-02-03,6556
2018-02-04,6556
2018-02-05,6721
2018-02-06,6721
2018-02-07,6721
2018-02-08,6721
2018-02-09,6807
2018-02-10,6807
2018-02-11,6807
2018-02-12,6807
2018-02-13,6682
2018-02-14,6682
2018-02-15,6682
2018-02-16,6682
2018-02-17,6640
2018-02-18,6640
2018-02-19,6640
2018-02-20,6506
2018-02-21,6506
2018-02-22,6506
2018-02-23,6506
2018-02-24,6365
2018-02-25,6365
2018-02-26,6365
2018-02-27,6254
2018-02-28,6254
2018-03-01,6254
2018-03-02,6174
2018-03-03,6174
2018-03-04,6174
2018-03-05,6294
2018-03-06,6294
2018-03-07,6294
2018-03-08,6434
2018-03-09,6434
2018-03-10,6434
2018-03-11,6434
2018-03-12,6559
2018-03-13,6559
2018-03-14,6559
2018-03-15,6559
2018-03-16,6613
2018-03-17,6613
2018-03-18,6613
2018-03-19,6613
2018-03-20,6917
2018-03-21,6917
2018-03-23,6917
2018-03-24,6917
2018-03-25,6922
2018-03-26,6922
2018-03-27,6922
2018-03-28,6922
2018-03-29,6922
2018-03-30,6979
2018-03-31,6979
2018-04-01,6979
2018-04-02,6979
2018-04-03,6979
2018-04-04,7002
2018-04-05,7002
2018-04-06,7002
2018-04-07,7002
2018-04-08,7002
2018-04-09,7028
2018-04-10,7028
2018-04-11,7028
2018-04-12,7028
2018-04-13,7028
2018-04-14,6834
2018-04-15,6834
2018-04-16,6834
2018-04-17,6834
2018-04-18,6721
2018-04-19,6721
2018-04-20,6721
2018-04-21,6721
2018-04-22,6721
2018-04-23,6787
2018-04-24,6787
2018-04-25,6787
2018-04-26,6787
2018-04-27,6787
2018-04-28,6787
2018-04-29,6746
2018-04-30,6746
2018-05-01,6746
2018-05-04,6746
2018-05-05,6758
2018-05-06,6758
2018-05-07,6758
2018-05-08,6758
2018-05-09,6758
2018-05-10,6758
2018-05-11,6758
2018-05-12,6758
2018-05-13,6758
2018-05-14,6844
2018-05-15,6844
2018-05-16,6844
2018-05-17,6844
2018-05-18,6607
2018-05-19,6607
2018-05-20,6607
2018-05-21,6607
2018-05-22,6607
2018-05-23,6596
2018-05-24,6596
2018-05-25,6596
2018-05-26,6596
2018-05-27,6596
2018-05-28,6558
2018-05-29,6558
2018-05-30,6558
2018-05-31,6558
2018-06-01,6558
2018-06-02,6416
2018-06-03,6416
2018-06-04,6416
2018-06-05,6416
2018-06-06,6281
2018-06-07,6281
2018-06-08,6281
2018-06-09,6281
2018-06-10,6161
2018-06-11,6161
2018-06-12,6161
2018-06-13,6161
2018-06-14,6044
2018-06-15,6044
2018-06-16,6044
2018-06-17,6044
2018-06-18,6013
2018-06-19,6013
2018-06-20,6013
2018-06-21,6013
2018-06-22,6013
2018-06-23,6050
2018-06-24,6050
2018-06-25,6050
2018-06-26,6050
2018-06-27,6034
2018-06-28,6034
2018-06-29,6034
2018-06-30,6034
2018-07-01,6034
2018-07-02,5978
2018-07-03,5978
2018-07-04,5978
2018-07-05,5978
2018-07-06,5978
2018-07-07,5825
2018-07-08,5825
2018-07-09,5825
2018-07-10,5825
2018-07-11,5824
2018-07-12,5824
2018-07-13,5824
2018-07-14,5766
2018-07-15,5766
2018-07-16,5766
2018-07-17,5766
2018-07-18,5892
2018-07-19,5892
2018-07-20,5892
2018-07-21,5892
2018-07-22,5931
2018-07-23,5931
2018-07-24,5931
2018-07-25,5931
2018-07-26,6023
2018-07-27,6023
2018-07-28,6023
2018-07-29,6023
2018-07-30,6074
2018-07-31,6074
2018-08-01,6074
2018-08-02,6074
2018-08-03,6108
2018-08-04,6108
2018-08-05,6108
2018-08-06,6143
2018-08-07,6143
2018-08-08,6143
2018-08-09,6136
2018-08-10,6136
2018-08-11,6136
2018-08-12,6136
2018-08-14,6185
2018-08-16,6185
2018-08-17,6316
2018-08-18,6316
2018-08-19,6316
2018-08-20,6432
2018-08-21,6432
2018-08-22,6432
2018-08-23,6432
2018-08-24,6424
2018-08-25,6424
2018-08-26,6424
2018-08-27,6637
2018-08-28,6637
2018-08-29,6637
2018-08-30,6887
2018-08-31,6887
2018-09-01,7214
2018-09-02,7214
2018-09-03,7214
2018-09-04,7365
2018-09-05,7365
2018-09-06,7365
2018-09-07,7579
2018-09-08,7579
2018-09-09,7579
2018-09-10,7731
2018-09-11,7731
2018-09-12,7731
2018-09-13,7625
2018-09-14,7625
2018-09-15,7625
2018-09-16,7696
2018-09-17,7696
2018-09-18,7696
2018-09-19,7696
2018-09-20,7516
2018-09-21,7516
2018-09-22,7516
2018-09-23,7453
2018-09-24,7453
2018-09-25,7453
2018-09-26,7610
2018-09-27,7610
2018-09-28,7610
2018-09-29,7577
2018-09-30,7577
2018-10-02,7441
2018-10-03,7441
2018-10-04,7441
2018-10-05,7754
2018-10-06,7754
2018-10-07,7895
2018-10-08,7895
2018-10-09,7895
2018-10-10,7895
2018-10-11,8142
2018-10-12,8142
2018-10-13,8142
2018-10-14,8142
2018-10-15,8181
2018-10-16,8181
2018-10-17,8181
2018-10-18,8305
2018-10-19,8305
2018-10-20,8305
2018-10-21,8305
2018-10-22,8349
2018-10-23,8349
2018-10-24,8349
2018-10-25,8349
2018-10-26,8639
2018-10-27,8639
2018-10-28,8639
2018-10-29,9042
2018-10-30,9042
2018-10-31,9273
2018-11-01,9273
2018-11-03,9133
2018-11-04,9302
2018-11-05,9302
2018-11-06,9547
2018-11-07,9547
2018-11-08,9252
2018-11-09,9252
2018-11-10,9469
2018-11-11,9469
2018-11-12,9730
2018-11-13,9730
2018-11-14,9965
2018-11-15,9965
2018-11-16,9501
2018-11-17,9501
2018-11-18,9025
2018-11-19,9025
2018-11-20,9133
2018-11-21,9133
2018-11-22,9384
2018-11-23,9384
2018-11-24,9710
2018-11-25,9710
2018-11-26,9855
2018-11-27,9855
2018-11-28,9822
2018-11-29,9822
2018-12-01,9920
2018-12-02,10095
2018-12-03,10095
2018-12-04,9855
2018-12-05,9855
2018-12-07,9702
2018-12-09,9334
2018-12-10,9334
2018-12-11,9249
2018-12-12,9249
2018-12-13,9260
2018-12-14,9260
2018-12-15,9133
2018-12-16,9133
2018-12-17,9073
2018-12-18,9073
2018-12-19,9073
2018-12-20,9158
2018-12-21,9158
2018-12-22,9158
2018-12-23,8878
2018-12-24,8878
2018-12-25,8878
2018-12-26,8630
2018-12-27,8630
2018-12-28,8939
2018-12-29,8939
2018-12-30,8801
2018-12-31,8801
2019-01-01,8712
2019-01-02,8712
2019-01-03,8712
2019-01-04,8575
2019-01-05,8575
2019-01-06,8443
2019-01-08,8443
2019-01-10,8159
2019-01-11,8159
2019-01-12,7919
2019-01-13,7919
2019-01-14,7765
2019-01-15,7765
2019-01-16,7765
2019-01-17,7502
2019-01-18,7502
2019-01-19,7502
2019-01-20,7244
2019-01-21,7244
2019-01-22,7244
2019-01-23,6948
2019-01-24,6948
2019-01-25,6948
2019-01-26,6690
2019-01-27,6690
2019-01-28,6690
2019-01-29,6838
2019-01-30,6838
2019-01-31,6838
2019-02-01,6885
2019-02-02,6885
2019-02-03,6885
2019-02-04,6885
2019-02-05,6783
2019-02-06,6783
2019-02-07,6718
2019-02-08,6718
2019-02-09,6718
2019-02-10,6684
2019-02-11,6684
2019-02-12,6684
2019-02-13,6596
2019-02-14,6596
2019-02-15,6596
2019-02-16,6447
2019-02-17,6447
2019-02-18,6447
2019-02-19,6420
2019-02-20,6420
2019-02-21,6420
2019-02-22,6324
2019-02-23,6324
2019-02-24,6050
2019-02-25,6050
2019-02-26,6050
2019-02-27,6130
2019-02-28,6130
2019-03-01,6158
2019-03-02,6158
2019-03-03,6218
2019-03-04,6218
2019-03-05,6218
2019-03-06,6209
2019-03-07,6209
2019-03-08,6209
2019-03-09,6209
2019-03-10,6283
2019-03-11,6283
2019-03-12,6569
2019-03-13,6569
2019-03-14,6569
2019-03-15,6569
2019-03-16,6425
2019-03-17,6425
2019-03-18,6425
2019-03-19,6221
2019-03-20,6221
2019-03-21,6221
2019-03-22,6085
2019-03-23,6085
2019-03-24,6085
2019-03-25,6146
2019-03-26,6146
2019-03-27,6146
2019-03-28,6146
2019-03-29,5977
2019-03-30,5977
2019-03-31,5977
