date_obj,Rune%20armour%20set%20(lg) price
2019-04-04,130081
2019-04-05,129983
2019-04-06,129983
2019-04-07,130045
2019-04-08,129942
2019-04-09,129972
2019-04-10,129840
2019-04-11,130001
2019-04-12,130159
2019-04-13,130072
2019-04-14,129966
2019-04-15,130071
2019-04-16,129929
2019-04-17,130177
2019-04-18,130224
2019-04-19,130054
2019-04-20,130093
2019-04-21,130105
2019-04-22,130129
2019-04-23,130058
2019-04-24,130116
2019-04-25,130001
2019-04-26,130023
2019-04-27,129986
2019-04-28,129901
2019-04-29,129579
2019-04-30,129516
2019-05-01,129800
2019-05-02,129733
2019-05-03,129552
2019-05-04,129770
2019-05-05,129926
2019-05-06,129863
2019-05-07,129878
2019-05-08,130045
2019-05-09,130071
2019-05-10,130207
2019-05-11,130540
2019-05-12,131196
2019-05-13,130256
2019-05-14,129831
2019-05-15,129857
2019-05-16,130143
2019-05-17,129949
2019-05-18,130151
2019-05-19,130416
2019-05-20,130209
2019-05-21,130002
2019-05-22,130131
2019-05-23,130048
2019-05-24,130079
2019-05-25,131301
2019-05-26,130681
2019-05-27,131090
2019-05-28,130090
2019-05-29,129901
2019-05-30,129955
2019-05-31,130120
2019-06-01,129952
2019-06-02,129920
2019-06-03,130004
2019-06-04,129790
2019-06-05,130166
2019-06-06,130507
2019-06-07,130810
2019-06-08,130202
2019-06-09,130405
2019-06-10,130510
2019-06-11,130646
2019-06-12,130264
2019-06-13,129964
2019-06-14,129997
2019-06-15,130013
2019-06-16,130027
2019-06-17,129768
2019-06-18,129739
2019-06-19,129806
2019-06-20,130069
2019-06-21,129952
2019-06-22,129794
2019-06-23,129465
2019-06-24,129834
2019-06-25,129470
2019-06-26,129852
2019-06-27,129524
2019-06-28,129676
2019-06-29,130844
2019-06-30,132036
2019-07-01,131387
2019-07-02,130550
2019-07-03,130918
2019-07-04,131157
2019-07-05,130416
2019-07-06,130952
2019-07-07,132498
2019-07-08,131305
2019-07-09,130542
2019-07-10,130736
2019-07-11,130656
2019-07-12,130523
2019-07-13,130211
2019-07-14,130049
2019-07-15,129828
2019-07-16,129966
2019-07-17,130048
2019-07-18,129950
2019-07-19,130057
2019-07-20,129767
2019-07-21,129862
2019-07-22,130155
2019-07-23,131261
2019-07-24,132234
2019-07-25,131292
2019-07-26,130738
2019-07-27,130451
2019-07-28,130157
2019-07-29,130127
2019-07-30,129910
2019-07-31,130119
2019-08-01,129765
2019-08-02,129994
2019-08-03,127545
2019-08-04,128356
2019-08-05,128941
2019-08-06,129604
2019-08-07,130019
2019-08-08,129984
2019-08-09,128931
2019-08-10,129468
2019-08-11,130992
2019-08-12,130726
2019-08-13,129550
2019-08-14,129315
2019-08-15,129762
2019-08-16,129930
2019-08-17,129851
2019-08-18,129496
2019-08-19,129452
2019-08-20,129391
2019-08-21,129419
2019-08-22,129567
2019-08-23,129527
2019-08-24,129438
2019-08-24,129438
2019-08-25,129462
2019-08-25,129462
2019-08-26,129055
2019-08-26,129055
2019-08-27,129668
2019-08-27,129668
2019-08-28,130021
2019-08-29,130078
2019-08-30,129978
2019-08-31,129862
2019-09-01,129602
2019-09-02,129730
2019-09-03,130000
2019-09-04,129894
2019-09-05,129101
2019-09-06,129038
2019-09-07,129538
2019-09-08,129615
2019-09-09,129639
2019-09-10,130014
2019-09-11,131023
2019-09-12,131511
2019-09-13,131430
2019-09-14,130701
2019-09-15,130080
2019-09-16,129917
2019-09-17,129928
2019-09-18,129969
2019-09-19,129886
2019-09-20,129787
2019-09-21,129502
2019-09-22,129530
2019-09-23,129615
2019-09-24,129617
2019-09-25,129554
2019-09-26,129850
2019-09-27,129770
2019-09-28,129854
2019-09-29,129772
2019-09-30,129615
2019-10-01,129620
2019-10-02,129601
2019-10-03,129400
2019-10-04,129328
2019-10-05,129237
2019-10-06,129196
2019-10-07,129411
2019-10-08,129562
2019-10-09,129798
2019-10-10,129527
2019-10-11,129148
2019-10-12,129087
2019-10-13,129064
2019-10-14,129429
2019-10-15,129521
2019-10-16,129264
2019-10-17,128741
2019-10-18,129290
2019-10-19,129502
2019-10-20,129479
2019-10-21,129203
2019-10-22,129153
2019-10-23,129273
2019-10-24,129630
2019-10-25,129501
2019-10-26,129577
2019-10-27,129527
2019-10-28,129407
2019-10-29,129287
2019-10-30,129644
2019-10-31,129329
2019-11-01,129532
2019-11-02,129366
2019-11-03,126506
2019-11-04,127092
2019-11-05,129321
2019-11-06,129421
2019-11-07,129588
2019-11-08,129389
2019-11-09,129550
2019-11-10,129543
2019-11-11,129208
2019-11-12,129438
2019-11-13,129445
2019-11-14,129730
2019-11-15,129851
2019-11-16,130899
2019-11-17,131028
2019-11-18,130129
2019-11-19,129881
2019-11-20,129869
2019-11-21,129907
2019-11-22,129904
2019-11-23,129665
2019-11-24,129750
2019-11-25,129767
2019-11-26,129667
2019-11-27,129564
2019-11-28,129625
2019-11-29,129575
2019-11-30,129766
2019-12-01,129626
2019-12-02,129514
2019-12-03,129466
2019-12-04,129530
2019-12-05,129542
2019-12-06,129689
2019-12-07,129553
2019-12-08,129621
2019-12-09,129445
2019-12-10,129613
2019-12-11,129617
2019-12-12,129758
2019-12-13,129753
2019-12-14,129262
2019-12-15,129448
2019-12-16,129538
2019-12-17,129564
2019-12-18,129286
2019-12-19,129413
2019-12-20,129088
2019-12-21,128924
2019-12-22,128973
2019-12-23,129271
2019-12-24,129387
2019-12-25,129128
2019-12-26,129438
2019-12-27,129353
2019-12-28,129481
2019-12-29,129479
2019-12-30,129227
2019-12-31,129492
2020-01-01,129127
2020-01-02,129110
2020-01-03,129309
2020-01-04,129149
2020-01-05,129210
2020-01-06,129234
2020-01-07,129455
2020-01-08,129569
2020-01-09,129549
2020-01-10,129561
2020-01-11,129116
2020-01-12,129056
2020-01-13,129355
2020-01-14,129423
2020-01-15,129242
2020-01-16,129555
2020-01-17,129147
2020-01-18,129341
2020-01-19,129372
2020-01-20,129338
2020-01-21,129433
2020-01-22,129011
2020-01-23,129332
2020-01-24,129463
2020-01-25,129379
2020-01-26,129383
2020-01-27,129268
2020-01-28,129359
2020-01-29,129501
2020-01-30,129537
2020-01-31,129435
2020-02-01,129043
2020-02-02,130371
2020-02-03,129539
2020-02-04,129425
2020-02-05,129207
2020-02-06,128759
2020-02-07,129130
2020-02-08,129357
2020-02-09,129505
2020-02-10,129332
2020-02-11,129377
2020-02-12,129263
2020-02-13,129352
2020-02-14,129557
2020-02-15,129656
2020-02-16,129192
2020-02-17,129357
2020-02-18,129318
2020-02-19,129081
2020-02-20,129434
2020-02-21,129487
2020-02-22,129533
2020-02-23,129552
2020-02-24,129438
2020-02-25,129632
2020-02-26,129344
2020-02-27,129247
2020-02-28,129170
2020-02-29,129048
2020-03-01,129266
2020-03-02,129224
2020-03-03,129281
2020-03-04,129457
2020-03-05,128780
2020-03-06,129045
2020-03-07,129143
2020-03-08,129534
2020-03-09,131818
2020-03-10,131208
2020-03-11,130900
2020-03-12,131265
2020-03-13,130510
2020-03-14,130327
2020-03-15,130199
2020-03-16,129834
2020-03-17,130190
2020-03-18,130251
2020-03-19,130192
2020-03-20,130142
2020-03-21,130084
2020-03-22,129290
2020-03-23,129160
2020-03-24,129682
2020-03-25,129714
2020-03-26,129926
2020-03-27,130082
2020-03-28,129969
2020-03-29,129993
2020-03-30,129563
2020-03-31,129629
2020-04-01,129623
2020-04-02,129521
2020-04-03,129654
2020-04-04,129509
2020-04-05,129286
2020-04-06,129022
2020-04-07,129776
2020-04-08,129686
2020-04-09,129763
2020-04-10,129572
2020-04-11,129326
2020-04-12,129731
2020-04-13,129713
2020-04-14,129645
2020-04-15,129596
2020-04-16,129771
2020-04-17,129480
2020-04-18,129662
2020-04-19,129535
2020-04-20,129650
2020-04-21,129474
2020-04-22,129439
2020-04-23,129225
2020-04-24,129527
2020-04-25,129804
2020-04-26,130046
2020-04-27,129850
2020-04-28,129740
2020-04-29,129889
2020-04-30,129792
2020-05-01,129754
2020-05-02,129571
2020-05-03,129497
2020-05-04,129744
2020-05-05,129617
2020-05-06,130034
2020-05-07,131111
2020-05-08,131108
2020-05-09,130107
2020-05-10,129731
2020-05-11,129473
2020-05-12,129028
2020-05-13,129634
