date_obj,Black%20cane price
2015-09-10,54088
2015-09-11,54622
2015-09-12,54622
2015-09-13,55034
2015-09-14,55034
2015-09-15,55949
2015-09-16,55949
2015-09-17,56822
2015-09-18,56822
2015-09-19,56822
2015-09-20,57466
2015-09-21,57466
2015-09-22,57466
2015-09-23,57978
2015-09-24,57978
2015-09-25,57978
2015-09-27,58545
2015-09-28,58545
2015-09-29,57583
2015-09-30,57583
2015-10-05,56843
2015-10-06,55404
2015-10-07,55404
2015-10-08,54011
2015-10-09,54011
2015-10-10,54011
2015-10-11,52705
2015-10-12,52705
2015-10-13,52685
2015-10-14,52685
2015-10-15,51740
2015-10-16,51740
2015-10-17,51740
2015-10-18,50711
2015-10-19,50711
2015-10-20,48839
2015-10-22,48839
2015-10-23,48080
2015-10-24,48080
2015-10-25,46998
2015-10-26,46998
2015-10-27,46998
2015-10-28,45902
2015-10-29,45902
2015-10-30,45902
2015-10-31,45630
2015-11-01,45630
2015-11-02,45630
2015-11-03,45268
2015-11-04,45268
2015-11-05,45649
2015-11-06,45649
2015-11-07,45118
2015-11-08,45118
2015-11-09,45118
2015-11-10,45188
2015-11-11,45188
2015-11-12,45740
2015-11-13,45740
2015-11-14,45740
2015-11-15,44764
2015-11-16,44764
2015-11-17,44764
2015-11-18,45440
2015-11-19,45440
2015-11-20,46062
2015-11-21,46062
2015-11-22,46062
2015-11-23,47582
2015-11-24,47582
2015-11-25,46848
2015-11-26,46848
2015-11-27,46848
2015-11-28,46980
2015-11-29,46980
2015-11-30,47596
2015-12-01,47596
2015-12-02,47596
2015-12-03,47001
2015-12-04,47001
2015-12-05,47001
2015-12-06,46545
2015-12-07,46545
2015-12-08,46545
2015-12-09,46124
2015-12-10,46124
2015-12-11,46124
2015-12-12,46099
2015-12-13,46099
2015-12-14,46099
2015-12-15,45829
2015-12-16,45829
2015-12-17,45829
2015-12-18,45727
2015-12-19,45727
2015-12-20,45922
2015-12-21,45922
2015-12-22,45673
2015-12-23,45673
2015-12-24,45673
2015-12-25,46427
2015-12-26,46427
2015-12-27,46298
2015-12-28,46298
2015-12-29,46350
2015-12-30,46350
2015-12-31,46034
2016-01-01,46034
2016-01-02,46034
2016-01-03,45360
2016-01-04,45360
2016-01-05,45360
2016-01-06,45253
2016-01-07,45253
2016-01-08,45415
2016-01-09,45415
2016-01-10,45415
2016-01-11,45307
2016-01-12,45307
2016-01-13,45305
2016-01-14,45305
2016-01-15,44684
2016-01-16,44684
2016-01-17,44922
2016-01-18,44922
2016-01-19,45112
2016-01-20,45112
2016-01-21,45112
2016-01-22,44518
2016-01-23,44518
2016-01-24,44518
2016-01-25,44232
2016-01-26,44232
2016-01-27,44232
2016-01-28,43562
2016-01-29,43562
2016-01-30,42068
2016-01-31,42068
2016-02-01,41149
2016-02-02,41149
2016-02-03,41606
2016-02-04,41606
2016-02-05,41606
2016-02-06,41530
2016-02-07,41530
2016-02-08,41530
2016-02-09,40726
2016-02-10,40726
2016-02-11,40639
2016-02-12,40639
2016-02-13,40255
2016-02-14,40255
2016-02-15,40255
2016-02-16,41552
2016-02-17,41552
2016-02-18,41552
2016-02-19,43317
2016-02-20,43317
2016-02-21,43998
2016-02-22,43998
2016-02-23,43998
2016-02-24,43501
2016-02-25,43501
2016-02-26,43442
2016-02-27,43442
2016-02-28,44390
2016-02-29,44390
2016-03-01,44812
2016-03-02,44812
2016-03-03,45933
2016-03-04,45933
2016-03-05,47297
2016-03-06,47297
2016-03-07,47029
2016-03-08,47029
2016-03-09,47029
2016-03-10,46283
2016-03-11,46283
2016-03-12,46283
2016-03-13,45694
2016-03-14,45694
2016-03-15,44483
2016-03-16,44483
2016-03-17,43856
2016-03-18,43856
2016-03-19,43856
2016-03-20,43212
2016-03-21,43212
2016-03-22,43212
2016-03-23,42567
2016-03-24,42567
2016-03-25,42382
2016-03-26,42382
2016-03-27,42720
2016-03-28,42720
2016-03-29,43087
2016-03-30,43087
2016-03-31,43087
2016-04-01,41746
2016-04-02,41746
2016-04-03,40234
2016-04-04,40234
2016-04-05,40234
2016-04-06,38663
2016-04-07,38663
2016-04-08,37033
2016-04-09,37033
2016-04-10,36309
2016-04-11,36309
2016-04-12,36309
2016-04-13,35054
2016-04-14,35054
2016-04-15,33505
2016-04-16,33505
2016-04-17,33505
2016-04-18,32667
2016-04-19,32667
2016-04-20,32962
2016-04-21,32962
2016-04-22,32962
2016-04-23,32738
2016-04-24,32738
2016-04-25,32282
2016-04-26,32282
2016-04-27,31899
2016-04-28,31899
2016-04-29,31899
2016-04-30,31501
2016-05-01,31501
2016-05-02,31501
2016-05-03,32280
2016-05-04,32280
2016-05-05,31525
2016-05-06,31525
2016-05-07,31476
2016-05-08,31476
2016-05-09,30156
2016-05-10,30156
2016-05-11,30156
2016-05-12,29184
2016-05-13,29184
2016-05-14,28789
2016-05-15,28789
2016-05-16,28649
2016-05-17,28649
2016-05-18,28516
2016-05-19,28516
2016-05-22,28601
2016-05-23,28601
2016-05-24,28508
2016-05-25,28508
2016-05-26,29151
2016-05-27,29151
2016-05-28,29485
2016-05-29,29493
2016-05-30,29493
2016-05-31,29687
2016-06-01,29687
2016-06-02,29911
2016-06-03,29911
2016-06-04,30986
2016-06-05,30986
2016-06-06,31630
2016-06-07,31630
2016-06-08,31630
2016-06-09,32469
2016-06-10,32469
2016-06-11,33008
2016-06-12,33008
2016-06-13,33148
2016-06-14,33148
2016-06-15,33014
2016-06-16,33014
2016-06-17,33077
2016-06-18,33077
2016-06-19,32715
2016-06-20,32715
2016-06-21,32306
2016-06-22,32306
2016-06-23,31923
2016-06-24,31923
2016-06-25,31503
2016-06-26,31503
2016-06-27,31503
2016-06-28,31073
2016-06-29,31073
2016-06-30,29909
2016-07-01,29909
2016-07-02,29571
2016-07-03,29571
2016-07-04,29176
2016-07-05,29176
2016-07-06,28240
2016-07-07,28240
2016-07-08,26980
2016-07-09,25732
2016-07-10,25732
2016-07-11,24445
2016-07-12,24445
2016-07-13,23222
2016-07-14,22097
2016-07-15,22097
2016-07-16,20992
2016-07-17,20992
2016-07-18,19942
2016-07-23,18030
2016-07-24,17137
2016-07-25,17137
2016-07-26,16623
2016-07-27,16623
2016-07-28,15798
2016-07-29,15798
2016-07-30,15008
2016-07-31,15008
2016-08-01,15008
2016-08-02,14424
2016-08-03,14424
2016-08-04,14424
2016-08-05,13887
2016-08-06,13887
2016-08-07,13353
2016-08-08,13353
2016-08-09,12996
2016-08-10,12996
2016-08-11,12996
2016-08-12,12647
2016-08-13,12647
2016-08-14,12169
2016-08-15,12169
2016-08-16,11747
2016-08-17,11747
2016-08-18,11747
2016-08-19,11159
2016-08-20,11159
2016-08-21,11159
2016-08-22,10601
2016-08-23,10601
2016-08-24,10267
2016-08-25,10267
2016-08-26,10267
2016-08-28,10274
2016-08-31,10393
2016-09-01,10393
2016-09-02,10545
2016-09-03,10545
2016-09-04,10385
2016-09-05,10385
2016-09-06,10206
2016-09-07,10206
2016-09-08,10206
2016-09-09,10206
2016-09-10,10081
2016-09-11,10081
2016-09-12,10081
2016-09-13,10025
2016-09-14,10025
2016-09-15,10025
2016-09-16,9646
2016-09-17,9646
2016-09-18,9180
2016-09-19,9180
2016-09-20,8757
2016-09-21,8757
2016-09-22,8463
2016-09-23,8463
2016-09-24,8463
2016-09-25,8436
2016-09-26,8436
2016-09-27,8436
2016-09-28,8321
2016-09-29,8321
2016-09-30,8143
2016-10-01,8143
2016-10-02,8143
2016-10-03,8004
2016-10-04,8004
2016-10-05,8004
2016-10-06,7923
2016-10-07,7923
2016-10-08,8002
2016-10-09,8002
2016-10-10,8002
2016-10-11,8203
2016-10-12,8203
2016-10-13,8203
2016-10-14,8086
2016-10-15,8086
2016-10-16,8086
2016-10-17,8046
2016-10-18,8046
2016-10-19,8046
2016-10-20,7978
2016-10-21,7978
2016-10-22,7978
2016-10-23,7866
2016-10-24,7866
2016-10-25,7866
2016-10-26,7916
2016-10-27,7916
2016-10-28,7916
2016-10-29,8056
2016-10-30,8056
2016-10-31,8427
2016-11-01,8427
2016-11-02,8427
2016-11-03,8799
2016-11-04,8799
2016-11-05,8799
2016-11-06,8888
2016-11-07,8888
2016-11-08,8888
2016-11-09,9129
2016-11-10,9129
2016-11-11,9129
2016-11-12,9124
2016-11-13,9124
2016-11-14,9124
2016-11-15,9555
2016-12-07,8682
2016-12-08,8542
2016-12-09,8542
2016-12-10,8542
2016-12-11,8407
2016-12-12,8407
2016-12-13,8407
2016-12-14,8159
2016-12-15,8159
2016-12-16,8159
2016-12-17,8156
2016-12-18,8156
2016-12-19,8156
2016-12-20,8085
2016-12-21,8085
2016-12-22,8085
2016-12-23,8111
2016-12-24,8111
2016-12-25,8111
2016-12-26,8040
2016-12-27,8040
2016-12-28,8385
2016-12-29,8385
2016-12-30,8385
2016-12-31,8416
2017-01-01,8416
2017-01-02,8471
2017-01-03,8471
2017-01-04,8509
2017-01-05,8509
2017-01-06,8509
2017-01-07,8571
2017-01-08,8571
2017-01-09,8571
2017-01-10,8503
2017-01-11,8503
2017-01-12,8347
2017-01-13,8347
2017-01-14,8272
2017-01-15,8272
2017-01-16,8131
2017-01-17,8131
2017-01-18,8068
2017-01-19,8068
2017-01-20,8068
2017-01-21,8017
2017-01-22,8017
2017-01-23,8132
2017-01-27,8785
2017-01-28,8785
2017-01-29,9201
2017-01-30,9201
2017-01-31,9201
2017-02-01,9662
2017-02-02,9662
2017-02-03,10120
2017-02-04,10120
2017-02-05,10603
2017-02-06,10603
2017-02-07,11106
2017-02-08,11106
2017-02-09,11620
2017-02-10,11620
2017-02-11,12201
2017-02-12,12201
2017-02-13,12790
2017-02-14,12790
2017-02-15,13414
2017-02-16,13414
2017-02-18,14074
2017-02-19,14074
2017-02-20,14756
2017-02-21,14756
2017-02-22,14756
2017-02-23,15468
2017-02-24,15468
2017-02-25,15468
2017-02-26,16242
2017-02-27,16242
2017-02-28,17040
2017-03-01,17040
2017-03-02,17803
2017-03-03,17803
2017-03-04,18223
2017-03-05,18223
2017-03-06,18437
2017-03-07,18437
2017-03-08,18437
2017-03-09,18581
2017-03-10,18581
2017-03-11,18336
2017-03-12,18336
2017-03-13,18285
2017-03-14,18285
2017-03-15,18140
2017-03-16,18140
2017-03-17,18140
2017-03-18,18405
2017-03-19,18405
2017-03-20,18555
2017-03-21,18555
2017-03-22,18555
2017-03-23,18467
2017-03-24,18467
2017-03-25,18467
2017-03-26,18408
2017-03-27,18408
2017-03-28,18408
2017-03-29,18883
2017-03-30,18883
2017-03-31,18805
2017-04-01,18805
2017-04-02,18805
2017-04-03,18203
2017-04-04,18203
2017-04-12,18476
2017-04-13,18476
2017-04-14,18830
2017-04-15,18830
2017-04-16,19295
2017-04-17,19295
2017-04-18,19295
2017-04-19,19904
2017-04-20,19904
2017-04-21,19904
2017-04-22,20143
2017-04-23,20143
2017-04-24,19144
2017-04-25,18726
2017-04-26,18726
2017-04-27,19404
2017-04-28,19404
2017-04-29,19790
2017-04-30,19790
2017-05-01,20298
2017-05-02,20298
2017-05-03,20298
2017-05-04,19839
2017-05-05,19839
2017-05-06,19839
2017-05-07,19724
2017-05-08,19724
2017-05-09,19724
2017-05-10,20460
2017-05-11,20460
2017-05-12,20460
2017-05-13,21081
2017-05-14,21081
2017-05-15,21081
2017-05-16,20872
2017-05-17,20872
2017-05-18,20872
2017-05-19,20441
2017-05-20,20441
2017-05-21,20394
2017-05-22,20394
2017-05-23,20291
2017-05-24,20291
2017-05-25,20291
2017-05-26,20903
2017-05-27,20903
2017-05-28,20903
2017-05-29,20949
2017-05-30,20949
2017-05-31,20949
2017-06-01,20852
2017-06-02,20852
2017-06-03,20852
2017-06-04,20267
2017-06-05,20267
2017-06-06,19260
2017-06-07,19260
2017-06-08,18297
2017-06-09,18297
2017-06-10,17713
2017-06-11,17713
2017-06-12,17713
2017-06-13,17372
2017-06-14,17372
2017-06-15,16524
2017-06-16,16524
2017-06-17,16524
2017-06-18,15998
2017-06-19,15998
2017-06-20,15998
2017-06-21,15651
2017-06-22,15651
2017-06-23,15651
2017-06-24,15348
2017-06-25,15348
2017-06-26,15348
2017-06-27,14959
2017-06-28,14959
2017-06-29,14959
2017-06-30,14309
2017-07-01,14309
2017-07-02,14309
2017-07-03,13971
2017-07-04,13971
2017-07-05,13971
2017-07-06,13711
2017-07-07,13711
2017-07-08,13711
2017-07-13,14314
2017-07-14,14298
2017-07-15,14298
2017-07-16,14298
2017-07-17,14248
2017-07-18,14248
2017-07-19,14248
2017-07-20,14085
2017-07-21,14085
2017-07-22,14394
2017-07-23,14394
2017-07-24,14394
2017-07-25,14789
2017-07-26,14789
2017-07-27,14994
2017-07-28,14994
2017-07-29,14994
2017-07-30,15305
2017-07-31,15305
2017-08-01,15305
2017-08-02,15324
2017-08-03,15324
2017-08-04,15324
2017-08-05,15861
2017-08-06,15861
2017-08-07,15861
2017-08-08,15896
2017-08-09,15896
2017-08-10,16009
2017-08-11,16009
2017-08-12,16009
2017-08-13,15732
2017-08-14,15732
2017-08-15,15623
2017-08-16,15623
2017-08-17,15760
2017-08-18,15760
2017-08-19,15760
2017-08-20,16483
2017-08-21,16483
2017-08-22,16930
2017-08-23,16930
2017-08-24,16930
2017-08-25,17615
2017-08-26,17615
2017-08-27,17909
2017-08-28,17909
2017-08-29,17909
2017-08-30,18164
2017-08-31,18164
2017-09-01,18164
2017-09-02,18581
2017-09-03,18581
2017-09-04,18581
2017-09-05,19399
2017-09-06,19399
2017-09-07,19630
2017-09-08,19630
2017-09-09,19630
2017-09-10,19525
2017-09-11,19525
2017-09-12,19358
2017-09-13,19358
2017-09-14,18652
2017-09-15,18652
2017-09-16,18652
2017-09-17,18180
2017-09-18,18180
2017-09-19,18180
2017-09-20,17888
2017-09-22,17888
2017-09-23,17599
2017-09-24,17599
2017-09-25,17541
2017-09-26,17541
2017-09-27,17541
2017-09-28,18351
2017-09-29,18351
2017-09-30,18351
2017-10-01,18427
2017-10-02,18427
2017-10-03,18427
2017-10-04,18427
2017-10-05,18655
2017-10-06,18655
2017-10-07,18953
2017-10-08,18953
2017-10-09,18953
2017-10-10,19449
2017-10-11,19449
2017-10-12,19449
2017-10-13,19718
2017-10-14,19718
2017-10-15,19718
2017-10-16,20341
2017-10-17,20341
2017-10-18,20341
2017-10-19,20161
2017-10-20,20161
2017-10-21,20161
2017-10-22,19958
2017-10-23,19958
2017-10-24,19958
2017-10-25,19682
2017-10-26,19682
2017-10-27,19682
2017-10-28,19682
2017-10-29,20156
2017-10-30,20156
2017-10-31,20577
2017-11-01,20577
2017-11-02,20577
2017-11-03,20985
2017-11-04,20985
2017-11-05,22033
2017-11-06,22033
2017-11-07,22033
2017-11-08,22186
2017-11-09,22186
2017-11-10,22154
2017-11-11,22154
2017-11-12,22154
2017-11-13,21492
2017-11-14,21492
2017-11-15,21492
2017-11-16,20714
2017-11-17,20714
2017-11-18,20714
2017-11-19,20951
2017-11-20,20951
2017-11-21,20825
2017-11-22,20825
2017-11-23,20825
2017-11-24,20619
2017-11-25,20619
2017-11-26,20573
2017-11-27,20573
2017-11-28,20573
2017-11-29,21209
2017-11-30,21209
2017-12-01,21209
2017-12-02,21032
2017-12-03,21032
2017-12-04,21032
2017-12-05,20938
2017-12-06,20938
2017-12-07,20938
2017-12-08,21809
2017-12-09,21809
2017-12-10,22720
2017-12-11,22720
2017-12-12,22720
2017-12-13,23709
2017-12-14,23709
2017-12-15,23709
2017-12-16,24773
2017-12-17,24773
2017-12-18,25527
2017-12-19,25527
2017-12-20,25527
2017-12-21,25729
2017-12-22,25729
2017-12-23,25729
2017-12-24,25107
2017-12-25,25107
2017-12-26,25107
2017-12-27,24421
2017-12-28,24421
2017-12-29,24421
2017-12-30,23792
2017-12-31,23792
2018-01-01,23792
2018-01-02,22950
2018-01-03,22950
2018-01-04,22950
2018-01-05,22481
2018-01-06,22481
2018-01-07,22216
2018-01-08,22216
2018-01-09,21543
2018-01-10,21543
2018-01-11,21543
2018-01-12,20849
2018-01-13,20849
2018-01-14,20493
2018-01-15,20493
2018-01-16,20037
2018-01-17,20037
2018-01-18,19791
2018-01-19,19791
2018-01-20,19791
2018-01-21,19519
2018-01-22,19519
2018-01-23,19011
2018-01-24,19011
2018-01-25,19011
2018-01-26,19066
2018-01-27,19066
2018-01-28,19072
2018-01-29,19072
2018-01-30,19072
2018-01-31,18849
2018-02-01,18849
2018-02-02,18849
2018-02-03,18662
2018-02-04,18662
2018-02-05,18662
2018-02-06,18323
2018-02-07,18323
2018-02-08,18377
2018-02-09,18377
2018-02-10,18089
2018-02-11,18089
2018-02-12,17854
2018-02-13,17854
2018-02-14,17854
2018-02-15,17499
2018-02-16,17499
2018-02-17,17499
2018-02-18,16971
2018-02-19,16971
2018-02-20,16587
2018-02-21,16587
2018-02-22,16196
2018-02-23,16196
2018-02-24,16196
2018-02-25,15596
2018-02-26,15596
2018-02-27,14934
2018-02-28,14934
2018-03-01,14934
2018-03-02,14517
2018-03-03,14517
2018-03-04,13948
2018-03-05,13948
2018-03-06,13539
2018-03-07,13539
2018-03-08,13209
2018-03-09,13209
2018-03-10,13209
2018-03-11,13023
2018-03-12,13023
2018-03-13,12747
2018-03-14,12747
2018-03-15,12747
2018-03-16,12508
2018-03-17,12508
2018-03-18,12362
2018-03-19,12362
2018-03-20,12362
2018-03-21,12239
2018-03-22,12239
2018-03-23,12239
2018-03-24,11988
2018-03-25,11988
2018-03-26,11970
2018-03-27,11970
2018-03-28,11853
2018-03-29,11853
2018-03-30,11853
2018-03-31,11664
2018-04-01,11664
2018-04-02,11651
2018-04-03,11651
2018-04-04,11712
2018-04-05,11712
2018-04-06,11712
2018-04-07,11415
2018-04-08,11415
2018-04-09,11274
2018-04-10,11274
2018-04-11,11274
2018-04-12,10860
2018-04-13,10860
2018-04-14,10860
2018-04-15,10651
2018-04-16,10651
2018-04-17,10651
2018-04-18,10771
2018-04-19,10771
2018-04-20,10771
2018-04-21,10479
2018-04-22,10479
2018-04-23,10479
2018-04-24,10383
2018-04-25,10383
2018-04-26,10383
2018-04-27,10512
2018-04-28,10512
2018-04-29,10899
2018-04-30,10899
2018-05-01,10899
2018-05-02,11423
2018-05-03,11423
2018-05-04,11423
2018-05-05,11547
2018-05-06,11547
2018-05-07,11547
2018-05-08,11547
2018-05-09,11593
2018-05-10,11593
2018-05-11,11593
2018-05-12,11340
2018-05-13,11340
2018-05-14,11340
2018-05-15,11522
2018-05-16,11522
2018-05-17,11522
2018-05-18,11697
2018-05-19,11697
2018-05-20,11697
2018-05-21,11995
2018-05-22,11995
2018-05-23,12139
2018-05-24,12139
2018-05-25,12139
2018-05-26,12708
2018-05-27,12708
2018-05-28,12708
2018-05-29,13007
2018-05-30,13007
2018-05-31,13007
2018-06-01,12924
2018-06-02,12924
2018-06-03,12924
2018-06-04,13379
2018-06-05,13379
2018-06-06,13218
2018-06-07,13218
2018-06-08,13218
2018-06-09,13202
2018-06-10,13202
2018-06-11,12933
2018-06-12,12933
2018-06-13,12724
2018-06-14,12724
2018-06-15,12724
2018-06-16,12623
2018-06-17,12623
2018-06-18,12623
2018-06-19,12574
2018-06-20,12574
2018-06-21,12574
2018-06-22,12374
2018-06-23,12374
2018-06-24,12374
2018-06-25,12221
2018-06-26,12221
2018-06-27,12221
2018-06-28,12385
2018-06-29,12385
2018-06-30,12385
2018-07-01,12237
2018-07-02,12237
2018-07-03,12237
2018-07-04,12304
2018-07-05,12304
2018-07-06,12215
2018-07-07,12215
2018-07-08,12215
2018-07-09,12174
2018-07-10,12174
2018-07-11,12306
2018-07-12,12306
2018-07-13,12327
2018-07-14,12327
2018-07-15,12756
2018-07-16,12756
2018-07-17,13000
2018-07-18,13000
2018-07-19,13000
2018-07-20,13315
2018-07-21,13315
2018-07-22,13260
2018-07-23,13260
2018-07-24,13260
2018-07-25,13420
2018-07-26,13420
2018-07-27,13518
2018-07-28,13518
2018-07-29,13518
2018-07-30,13771
2018-07-31,13771
2018-08-01,13689
2018-08-02,13689
2018-08-03,13869
2018-08-04,13869
2018-08-05,13862
2018-08-06,13862
2018-08-07,13722
2018-08-08,13838
2018-08-09,13838
2018-08-10,13838
2018-08-11,13814
2018-08-12,13814
2018-08-14,13632
2018-08-16,13516
2018-08-17,13070
2018-08-18,13070
2018-08-19,13070
2018-08-20,12742
2018-08-21,12742
2018-08-22,12742
2018-08-23,12501
2018-08-24,12501
2018-08-25,12217
2018-08-26,12217
2018-08-27,12241
2018-08-28,12241
2018-08-29,12264
2018-08-30,12264
2018-08-31,12386
2018-09-01,12386
2018-09-02,12143
2018-09-03,12143
2018-09-04,12051
2018-09-05,12051
2018-09-06,12051
2018-09-07,12409
2018-09-08,12409
2018-09-09,13012
2018-09-10,13012
2018-09-11,13602
2018-09-12,13602
2018-09-13,14231
2018-09-14,14231
2018-09-15,14927
2018-09-16,14927
2018-09-17,14927
2018-09-18,15407
2018-09-19,15407
2018-09-20,15407
2018-09-21,15824
2018-09-22,15824
2018-09-23,15994
2018-09-24,15994
2018-09-25,15994
2018-09-26,16199
2018-09-27,16199
2018-09-28,16199
2018-09-29,15870
2018-09-30,15870
2018-10-01,15825
2018-10-02,15825
2018-10-03,15764
2018-10-04,15764
2018-10-05,15764
2018-10-06,15675
2018-10-07,15675
2018-10-08,15675
2018-10-09,15374
2018-10-10,15374
2018-10-11,15170
2018-10-12,15170
2018-10-13,15064
2018-10-14,15064
2018-10-15,14818
2018-10-16,14818
2018-10-17,14715
2018-10-18,14715
2018-10-19,14652
2018-10-20,14652
2018-10-21,14652
2018-10-22,14582
2018-10-23,14582
2018-10-24,14850
2018-10-25,14850
2018-10-26,15420
2018-10-27,15420
2018-10-28,15737
2018-10-29,15737
2018-10-30,15753
2018-10-31,15874
2018-11-01,16033
2018-11-03,15829
2018-11-04,15829
2018-11-05,16260
2018-11-06,16428
2018-11-07,16428
2018-11-08,16712
2018-11-09,16712
2018-11-10,16970
2018-11-11,16970
2018-11-12,16938
2018-11-13,17366
2018-11-15,17290
2018-11-16,17184
2018-11-17,17184
2018-11-18,17164
2018-11-19,17164
2018-11-20,17199
2018-11-21,17199
2018-11-22,16854
2018-11-23,16854
2018-11-24,16976
2018-11-25,17098
2018-11-26,17098
2018-11-27,17401
2018-11-28,17866
2018-11-29,18344
2018-12-01,18388
2018-12-02,19253
2018-12-03,19253
2018-12-04,20150
2018-12-05,20831
2018-12-07,21694
2018-12-09,22327
2018-12-10,22698
2018-12-11,22698
2018-12-12,23501
2018-12-13,23589
2018-12-14,23589
2018-12-15,23220
2018-12-16,22508
2018-12-17,22508
2018-12-18,21679
2018-12-19,21679
2018-12-20,21365
2018-12-21,20710
2018-12-22,20710
2018-12-23,19934
2018-12-24,19223
2018-12-25,19223
2018-12-26,19006
2018-12-27,18736
2018-12-28,18736
2018-12-29,18099
2018-12-30,18099
2018-12-31,17396
2019-01-01,17396
2019-01-02,16970
2019-01-03,16900
2019-01-04,16900
2019-01-05,16306
2019-01-06,15811
2019-01-08,15162
2019-01-10,14710
2019-01-11,14710
2019-01-12,14388
2019-01-13,14388
2019-01-14,14233
2019-01-15,14233
2019-01-16,13854
2019-01-17,13854
2019-01-18,13705
2019-01-19,13446
2019-01-20,13446
2019-01-21,13224
2019-01-22,13224
2019-01-23,12655
2019-01-24,12655
2019-01-25,12057
2019-01-26,11831
2019-01-27,11831
2019-01-28,11390
2019-01-29,11249
2019-01-30,11249
2019-01-31,10901
2019-02-01,10668
2019-02-02,10668
2019-02-03,10452
2019-02-04,10452
2019-02-05,10153
2019-02-06,10153
2019-02-07,9799
2019-02-08,9799
2019-02-09,9628
2019-02-10,9628
2019-02-11,9481
2019-02-12,9481
2019-02-13,9376
2019-02-14,9376
2019-02-15,9302
2019-02-16,9302
2019-02-17,9320
2019-02-18,9320
2019-02-19,9214
2019-02-20,9214
2019-02-21,9287
2019-02-22,9287
2019-02-23,9058
2019-02-24,8870
2019-02-25,8870
2019-02-26,8912
2019-02-27,8912
2019-02-28,8912
2019-03-01,9079
2019-03-02,9079
2019-03-03,9325
2019-03-04,9325
2019-03-05,9164
2019-03-06,9164
2019-03-07,8860
2019-03-08,8860
2019-03-09,8623
2019-03-10,8567
2019-03-11,8567
2019-03-12,8435
2019-03-13,8435
2019-03-14,8013
2019-03-15,8013
2019-03-16,7612
2019-03-17,7231
2019-03-18,7231
2019-03-19,7120
2019-03-20,7107
2019-03-21,7107
2019-03-22,6898
