date_obj,Unfinished%20potion price
2015-03-04,400
2015-03-05,400
2015-03-06,400
2015-03-07,400
2015-03-08,400
2015-03-09,400
2015-03-10,400
2015-03-11,400
2015-03-12,400
2015-03-13,400
2015-03-14,400
2015-03-15,400
2015-03-16,400
2015-03-17,400
2015-03-18,400
2015-03-19,400
2015-03-20,400
2015-03-21,400
2015-03-22,400
2015-03-23,400
2015-03-24,400
2015-03-25,400
2015-03-26,400
2015-03-27,400
2015-03-28,400
2015-03-29,400
2015-03-30,400
2015-03-31,400
2015-04-01,400
2015-04-02,400
2015-04-03,400
2015-04-04,400
2015-04-05,400
2015-04-06,400
2015-04-07,400
2015-04-08,400
2015-04-09,400
2015-04-10,400
2015-04-11,400
2015-04-12,400
2015-04-13,400
2015-04-14,400
2015-04-15,400
2015-04-16,400
2015-04-17,400
2015-04-18,400
2015-04-19,400
2015-04-20,400
2015-04-21,400
2015-04-22,400
2015-04-23,400
2015-04-24,400
2015-04-25,400
2015-04-26,400
2015-04-27,400
2015-04-28,400
2015-04-29,400
2015-04-30,400
2015-05-01,400
2015-05-02,400
2015-05-03,400
2015-05-04,400
2015-05-05,400
2015-05-06,400
2015-05-07,400
2015-05-08,400
2015-05-09,400
2015-05-10,400
2015-05-11,400
2015-05-12,400
2015-05-13,400
2015-05-14,400
2015-05-15,400
2015-05-16,400
2015-05-17,400
2015-05-18,400
2015-05-19,400
2015-05-20,400
2015-05-21,400
2015-05-22,400
2015-05-23,400
2015-05-24,400
2015-05-25,400
2015-05-26,400
2015-05-27,400
2015-05-28,383
2015-05-29,383
2015-05-30,383
2015-05-31,383
2015-06-01,383
2015-06-02,383
2015-06-03,383
2015-06-04,383
2015-06-05,383
2015-06-06,383
2015-06-07,383
2015-06-08,383
2015-06-09,383
2015-06-10,383
2015-06-11,383
2015-06-12,383
2015-06-13,383
2015-06-14,383
2015-06-15,383
2015-06-16,383
2015-06-17,383
2015-06-18,383
2015-06-19,383
2015-06-20,383
2015-06-21,383
2015-06-22,383
2015-06-23,383
2015-06-24,383
2015-06-25,383
2015-06-26,383
2015-06-27,383
2015-06-28,383
2015-06-29,383
2015-06-30,383
2015-07-01,383
2015-07-02,383
2015-07-03,383
2015-07-04,383
2015-07-05,383
2015-07-06,383
2015-07-07,383
2015-07-08,383
2015-07-09,383
2015-07-10,383
2015-07-11,383
2015-07-12,383
2015-07-13,383
2015-07-14,383
2015-07-15,383
2015-07-16,383
2015-07-17,383
2015-07-18,383
2015-07-19,383
2015-07-20,383
2015-07-21,383
2015-07-22,383
2015-07-23,383
2015-07-24,383
2015-07-25,383
2015-07-26,383
2015-07-27,383
2015-07-28,383
2015-07-29,383
2015-07-30,383
2015-07-31,383
2015-08-01,383
2015-08-02,383
2015-08-03,383
2015-08-04,383
2015-08-05,383
2015-08-06,383
2015-08-07,383
2015-08-08,383
2015-08-09,383
2015-08-10,383
2015-08-11,383
2015-08-12,383
2015-08-13,383
2015-08-14,383
2015-08-15,383
2015-08-16,383
2015-08-17,383
2015-08-18,383
2015-08-19,383
2015-08-20,383
2015-08-21,383
2015-08-22,383
2015-08-23,383
2015-08-24,383
2015-08-25,385
2015-08-26,385
2015-08-27,385
2015-08-28,385
2015-08-29,385
2015-08-30,385
2015-08-31,385
2015-09-02,385
2015-09-07,385
2015-09-08,385
2015-09-10,385
2015-09-14,385
2015-09-16,385
2015-09-22,385
2015-09-23,385
2015-09-24,385
2015-09-25,385
2015-09-27,385
2015-09-28,385
2015-09-29,385
2015-09-30,385
2015-10-05,385
2015-10-06,385
2015-10-07,385
2015-10-08,385
2015-10-09,385
2015-10-10,385
2015-10-11,385
2015-10-12,385
2015-10-13,385
2015-10-14,385
2015-10-15,385
2015-10-16,385
2015-10-17,385
2015-10-18,385
2015-10-19,385
2015-10-20,385
2015-10-22,385
2015-10-23,385
2015-10-24,385
2015-10-25,385
2015-10-26,385
2015-10-27,385
2015-10-29,385
2015-10-30,385
2015-10-31,385
2015-11-01,385
2015-11-02,385
2015-11-03,385
2015-11-04,385
2015-11-05,385
2015-11-06,396
2015-11-07,396
2015-11-08,396
2015-11-09,396
2015-11-10,396
2015-11-11,396
2015-11-12,396
2015-11-13,396
2015-11-14,396
2015-11-15,396
2015-11-16,396
2015-11-17,396
2015-11-18,396
2015-11-19,396
2015-11-20,396
2015-11-21,396
2015-11-22,396
2015-11-23,396
2015-11-24,396
2015-11-25,396
2015-11-26,396
2015-11-27,396
2015-11-28,396
2015-11-29,396
2015-11-30,396
2015-12-01,396
2015-12-02,396
2015-12-03,396
2015-12-04,396
2015-12-05,396
2015-12-06,396
2015-12-07,396
2015-12-08,396
2015-12-09,396
2015-12-10,396
2015-12-11,396
2015-12-13,396
2015-12-14,396
2015-12-15,396
2015-12-16,396
2015-12-17,396
2015-12-18,396
2015-12-19,396
2015-12-20,396
2015-12-21,396
2015-12-22,396
2015-12-23,396
2015-12-24,396
2015-12-25,396
2015-12-26,396
2015-12-27,396
2015-12-28,396
2015-12-29,396
2015-12-30,396
2015-12-31,396
2016-01-01,396
2016-01-02,396
2016-01-03,396
2016-01-04,396
2016-01-05,396
2016-01-06,406
2016-01-07,406
2016-01-08,406
2016-01-09,406
2016-01-10,406
2016-01-11,406
2016-01-12,406
2016-01-13,406
2016-01-14,406
2016-01-15,406
2016-01-16,406
2016-01-17,406
2016-01-18,406
2016-01-19,406
2016-01-20,406
2016-01-21,406
2016-01-22,406
2016-01-23,406
2016-01-24,406
2016-01-25,406
2016-01-26,406
2016-01-27,406
2016-01-28,406
2016-01-29,406
2016-01-30,406
2016-01-31,406
2016-02-01,406
2016-02-02,406
2016-02-03,406
2016-02-04,406
2016-02-05,406
2016-02-06,406
2016-02-07,406
2016-02-08,406
2016-02-09,406
2016-02-10,406
2016-02-11,406
2016-02-12,406
2016-02-13,406
2016-02-14,406
2016-02-15,406
2016-02-16,406
2016-02-17,406
2016-02-18,406
2016-02-19,406
2016-02-20,406
2016-02-21,406
2016-02-22,406
2016-02-23,406
2016-02-24,406
2016-02-25,406
2016-02-26,421
2016-02-27,421
2016-02-28,421
2016-02-29,421
2016-03-01,421
2016-03-02,421
2016-03-03,421
2016-03-04,421
2016-03-05,421
2016-03-06,421
2016-03-07,421
2016-03-08,421
2016-03-09,421
2016-03-10,421
