date_obj,Wrath%20tiara price
2019-08-18,587
2019-08-19,587
2019-08-20,587
2019-08-21,587
2019-08-22,587
2019-08-23,587
2019-08-24,587
2019-08-24,587
2019-08-25,587
2019-08-25,587
2019-08-26,587
2019-08-26,587
2019-08-27,587
2019-08-27,587
2019-08-28,557
2019-08-29,557
2019-08-30,557
2019-08-31,557
2019-09-01,557
2019-09-02,557
2019-09-03,557
2019-09-04,557
2019-09-05,557
2019-09-06,557
2019-09-07,557
2019-09-08,557
2019-09-09,529
2019-09-10,529
2019-09-11,529
2019-09-12,529
2019-09-13,529
2019-09-14,529
2019-09-15,529
2019-09-16,529
2019-09-17,529
2019-09-18,529
2019-09-19,529
2019-09-20,529
2019-09-21,529
2019-09-22,529
2019-09-23,502
2019-09-24,502
2019-09-25,502
2019-09-26,502
2019-09-27,502
2019-09-28,502
2019-09-29,502
2019-09-30,502
2019-10-01,502
2019-10-02,502
2019-10-03,502
2019-10-04,476
2019-10-05,476
2019-10-06,476
2019-10-07,476
2019-10-08,476
2019-10-09,476
2019-10-10,476
2019-10-11,476
2019-10-12,476
2019-10-13,476
2019-10-14,452
2019-10-15,452
2019-10-16,452
2019-10-17,452
2019-10-18,452
2019-10-19,452
2019-10-20,452
2019-10-21,452
2019-10-22,452
2019-10-23,452
2019-10-24,452
2019-10-25,452
2019-10-26,452
2019-10-27,429
2019-10-28,429
2019-10-29,429
2019-10-30,429
2019-10-31,429
2019-11-01,429
2019-11-02,429
2019-11-03,429
2019-11-04,429
2019-11-05,429
2019-11-06,429
2019-11-07,429
2019-11-08,429
2019-11-09,429
2019-11-10,407
2019-11-11,407
2019-11-12,407
2019-11-13,407
2019-11-14,407
2019-11-15,407
2019-11-16,407
2019-11-17,407
2019-11-18,407
2019-11-19,407
2019-11-20,407
2019-11-21,407
2019-11-22,407
2019-11-23,407
2019-11-24,407
2019-11-25,407
2019-11-26,386
2019-11-27,386
2019-11-28,386
2019-11-29,386
2019-11-30,386
2019-12-01,386
2019-12-02,386
2019-12-03,386
2019-12-04,386
2019-12-05,386
2019-12-06,386
2019-12-07,386
2019-12-08,386
2019-12-09,386
2019-12-10,386
2019-12-11,386
2019-12-12,366
2019-12-13,366
2019-12-14,366
2019-12-15,366
2019-12-16,366
2019-12-17,366
2019-12-18,366
2019-12-19,366
2019-12-20,366
2019-12-21,366
2019-12-22,366
2019-12-23,366
2019-12-24,366
2019-12-25,347
2019-12-26,347
2019-12-27,347
2019-12-28,347
2019-12-29,347
2019-12-30,347
2019-12-31,347
2020-01-01,347
2020-01-02,347
2020-01-03,347
2020-01-04,347
2020-01-05,329
2020-01-06,329
2020-01-07,329
2020-01-08,329
2020-01-09,329
2020-01-10,329
2020-01-11,329
2020-01-12,329
2020-01-13,329
2020-01-14,329
2020-01-15,329
2020-01-16,329
2020-01-17,329
2020-01-18,312
2020-01-19,312
2020-01-20,312
2020-01-21,312
2020-01-22,312
2020-01-23,312
2020-01-24,312
2020-01-25,312
2020-01-26,312
2020-01-27,312
2020-01-28,312
2020-01-29,296
2020-01-30,296
2020-01-31,296
2020-02-01,296
2020-02-02,296
2020-02-03,296
2020-02-04,296
2020-02-05,296
2020-02-06,296
2020-02-07,296
2020-02-08,281
2020-02-09,281
2020-02-10,281
2020-02-11,281
2020-02-12,281
2020-02-13,281
2020-02-14,281
2020-02-15,281
2020-02-16,281
2020-02-17,281
2020-02-18,266
2020-02-19,266
2020-02-20,266
2020-02-21,266
2020-02-22,266
2020-02-23,266
2020-02-24,266
2020-02-25,266
2020-02-26,266
2020-02-27,266
2020-02-28,266
2020-02-29,266
2020-03-01,252
2020-03-02,252
2020-03-03,252
2020-03-04,252
2020-03-05,252
2020-03-06,252
2020-03-07,252
2020-03-08,252
2020-03-09,252
2020-03-10,252
2020-03-11,252
2020-03-12,252
2020-03-13,252
2020-03-14,239
2020-03-15,239
2020-03-16,239
2020-03-17,239
2020-03-18,239
2020-03-19,239
2020-03-20,239
2020-03-21,239
2020-03-22,239
2020-03-23,239
2020-03-24,239
2020-03-25,239
2020-03-26,227
2020-03-27,227
2020-03-28,227
2020-03-29,227
2020-03-30,227
2020-03-31,227
2020-04-01,227
2020-04-02,227
2020-04-03,227
2020-04-04,215
2020-04-05,215
2020-04-06,215
2020-04-07,215
2020-04-08,215
2020-04-09,215
2020-04-10,215
2020-04-11,215
2020-04-12,204
2020-04-13,204
2020-04-14,204
2020-04-15,204
2020-04-16,204
2020-04-17,204
2020-04-18,204
2020-04-19,204
2020-04-20,193
2020-04-21,193
2020-04-22,193
2020-04-23,193
2020-04-24,193
2020-04-25,193
2020-04-26,193
2020-04-27,193
2020-04-28,183
2020-04-29,183
2020-04-30,183
2020-05-01,183
2020-05-02,183
2020-05-03,183
2020-05-04,183
2020-05-05,183
2020-05-06,173
2020-05-07,173
2020-05-08,173
2020-05-09,173
2020-05-10,173
2020-05-11,173
2020-05-12,173
2020-05-13,173
