date_obj,Wrath%20tiara price
2018-01-03,72400
2018-01-04,72400
2018-01-05,69401
2018-01-06,69401
2018-01-07,69401
2018-01-08,69401
2018-01-09,69401
2018-01-10,65989
2018-01-11,65989
2018-01-12,65989
2018-01-13,65989
2018-01-14,65989
2018-01-15,9880
2018-01-16,9880
2018-01-17,9880
2018-01-18,9880
2018-01-19,9880
2018-01-20,9880
2018-01-21,9880
2018-01-22,9880
2018-01-23,9880
2018-01-24,9415
2018-01-25,9415
2018-01-26,9415
2018-01-27,9415
2018-01-28,9415
2018-01-29,9415
2018-01-30,9415
2018-02-01,8957
2018-02-02,8957
2018-02-03,8957
2018-02-04,8957
2018-02-05,8957
2018-02-06,8957
2018-02-07,8957
2018-02-08,8957
2018-02-09,8957
2018-02-10,8512
2018-02-11,8512
2018-02-12,8512
2018-02-13,8512
2018-02-14,8512
2018-02-15,8512
2018-02-16,8512
2018-02-17,8512
2018-02-18,8512
2018-02-19,8512
2018-02-20,8512
2018-02-21,8512
2018-02-22,8512
2018-02-23,8091
2018-02-24,8091
2018-02-25,8091
2018-02-26,8091
2018-02-27,8091
2018-02-28,8091
2018-03-01,8091
2018-03-02,8091
2018-03-03,8091
2018-03-04,8091
2018-03-05,8091
2018-03-06,8091
2018-03-07,8091
2018-03-08,7697
2018-03-09,7697
2018-03-10,7697
2018-03-11,7697
2018-03-12,7697
2018-03-13,7697
2018-03-14,7697
2018-03-15,7697
2018-03-16,7697
2018-03-17,7697
2018-03-18,7697
2018-03-20,7320
2018-03-21,7320
2018-03-23,7320
2018-03-24,7320
2018-03-26,7320
2018-03-27,7320
2018-03-28,7320
2018-03-29,6958
2018-03-30,6958
2018-03-31,6958
2018-04-01,6958
2018-04-02,6958
2018-04-03,6958
2018-04-04,6958
2018-04-05,6958
2018-04-06,6958
2018-04-08,6958
2018-04-09,6617
2018-04-10,6617
2018-04-11,6617
2018-04-12,6617
2018-04-13,6617
2018-04-14,6617
2018-04-16,6617
2018-04-17,6617
2018-04-18,6617
2018-04-19,6617
2018-04-20,6617
2018-04-21,6617
2018-04-22,6617
2018-04-23,6617
2018-04-24,6617
2018-04-25,6292
2018-04-26,6292
2018-04-27,6292
2018-04-28,6292
2018-04-29,6292
2018-04-30,6292
2018-05-02,6292
2018-05-03,6292
2018-05-04,6292
2018-05-05,6292
2018-05-06,6292
2018-05-08,6292
2018-05-09,5987
2018-05-10,5987
2018-05-11,5987
2018-05-12,5987
2018-05-13,5987
2018-05-14,5987
2018-05-15,5987
2018-05-16,5987
2018-05-17,5987
2018-05-18,5987
2018-05-19,5987
2018-05-20,5987
2018-05-21,5987
2018-05-22,5987
2018-05-23,5987
2018-05-24,5987
2018-05-25,5987
2018-05-26,5987
2018-05-27,5987
2018-05-28,5692
2018-05-29,5692
2018-05-30,5692
2018-05-31,5692
2018-06-01,5692
2018-06-02,5692
2018-06-03,5692
2018-06-04,5692
2018-06-05,5692
2018-06-06,5692
2018-06-07,5692
2018-06-08,5692
2018-06-09,5692
2018-06-10,5692
2018-06-11,5414
2018-06-12,5414
2018-06-13,5414
2018-06-14,5414
2018-06-15,5414
2018-06-16,5414
2018-06-17,5414
2018-06-18,5414
2018-06-19,5414
2018-06-20,5414
2018-06-21,5414
2018-06-22,5414
2018-06-23,5414
2018-06-24,5414
2018-06-25,5414
2018-06-26,5414
2018-06-27,5414
2018-06-28,5414
2018-06-29,5414
2018-06-30,5154
2018-07-01,5154
2018-07-02,5154
2018-07-03,5154
2018-07-04,5154
2018-07-05,5154
2018-07-06,5154
2018-07-07,5154
2018-07-08,5154
2018-07-09,5154
2018-07-10,5154
2018-07-11,5154
2018-07-12,5154
2018-07-13,5154
2018-07-14,5154
2018-07-15,5154
2018-07-16,5154
2018-07-17,5154
2018-07-18,5154
2018-07-19,5154
2018-07-20,5154
2018-07-21,5154
2018-07-22,5154
2018-07-23,5154
2018-07-24,5154
2018-07-25,4900
2018-07-26,4900
2018-07-27,4900
2018-07-28,4900
2018-07-29,4900
2018-07-30,4900
2018-07-31,4900
2018-08-01,4900
2018-08-02,4900
2018-08-03,4900
2018-08-04,4900
2018-08-05,4900
2018-08-06,4900
2018-08-07,4900
2018-08-08,4900
2018-08-09,4900
2018-08-10,4900
2018-08-11,4658
2018-08-12,4658
2018-08-14,4658
2018-08-16,4658
2018-08-17,4658
2018-08-18,4658
2018-08-19,4658
2018-08-20,4658
2018-08-21,4658
2018-08-22,4658
2018-08-23,4658
2018-08-24,4658
2018-08-25,4426
2018-08-26,4426
2018-08-27,4426
2018-08-28,4426
2018-08-29,4426
2018-08-30,4426
2018-08-31,4426
2018-09-01,4426
2018-09-02,4426
2018-09-03,4210
2018-09-04,4210
2018-09-05,4210
2018-09-06,4210
2018-09-07,4210
2018-09-08,4210
2018-09-09,4210
2018-09-10,4210
2018-09-11,4210
2018-09-12,4210
2018-09-13,4210
2018-09-14,4210
2018-09-15,4004
2018-09-16,4004
2018-09-17,4004
2018-09-18,4004
2018-09-19,4004
2018-09-20,4004
2018-09-21,4004
2018-09-22,4004
2018-09-23,4004
2018-09-24,3808
2018-09-25,3808
2018-09-26,3808
2018-09-27,3808
2018-09-28,3808
2018-09-29,3808
2018-09-30,3808
2018-10-02,3808
2018-10-03,3621
2018-10-04,3621
2018-10-05,3621
2018-10-06,3621
2018-10-07,3621
2018-10-08,3621
2018-10-09,3621
2018-10-10,3621
2018-10-11,3621
2018-10-12,3621
2018-10-13,3621
2018-10-14,3621
2018-10-15,3443
2018-10-16,3443
2018-10-17,3443
2018-10-18,3443
2018-10-19,3443
2018-10-20,3443
2018-10-21,3443
2018-10-22,3443
2018-10-23,3443
2018-10-24,3443
2018-10-25,3279
2018-10-26,3279
2018-10-27,3279
2018-10-28,3279
2018-10-29,3279
2018-10-30,3279
2018-10-31,3279
2018-11-01,3279
2018-11-03,3121
2018-11-04,3121
2018-11-05,3121
2018-11-06,3121
2018-11-07,3121
2018-11-08,3121
2018-11-09,3121
2018-11-10,2969
2018-11-11,2969
2018-11-12,2969
2018-11-13,2969
2018-11-14,2969
2018-11-15,2969
2018-11-16,2969
2018-11-17,2969
2018-11-18,2969
2018-11-19,2829
2018-11-20,2829
2018-11-21,2829
2018-11-22,2829
2018-11-23,2829
2018-11-24,2829
2018-11-25,2829
2018-11-26,2687
2018-11-27,2687
2018-11-28,2687
2018-11-29,2687
2018-12-01,2687
2018-12-02,2687
2018-12-03,2687
2018-12-04,2687
2018-12-05,2555
2018-12-07,2555
2018-12-09,2555
2018-12-10,2555
2018-12-11,2555
2018-12-12,2555
2018-12-13,2555
2018-12-14,2429
2018-12-15,2429
2018-12-16,2429
2018-12-17,2429
2018-12-18,2429
2018-12-19,2429
2018-12-20,2429
2018-12-21,2429
2018-12-22,2429
2018-12-23,2307
2018-12-24,2307
2018-12-25,2307
2018-12-26,2307
2018-12-27,2307
2018-12-28,2307
2018-12-29,2307
2018-12-30,2307
2018-12-31,2307
2019-01-01,2307
2019-01-02,2192
2019-01-03,2192
2019-01-04,2192
2019-01-05,2192
2019-01-06,2192
2019-01-08,2192
2019-01-10,2192
2019-01-11,2086
2019-01-12,2086
2019-01-13,2086
2019-01-14,2086
2019-01-15,2086
2019-01-16,1983
2019-01-17,1983
2019-01-18,1983
2019-01-19,1983
2019-01-20,1983
2019-01-21,1983
2019-01-22,1983
2019-01-23,1885
2019-01-24,1885
2019-01-25,1885
2019-01-26,1885
2019-01-27,1885
2019-01-28,1885
2019-01-29,1885
2019-01-30,1885
2019-01-31,1792
2019-02-01,1792
2019-02-02,1792
2019-02-03,1792
2019-02-04,1792
2019-02-05,1792
2019-02-06,1792
2019-02-07,1705
2019-02-08,1705
2019-02-09,1705
2019-02-10,1705
2019-02-11,1705
2019-02-12,1705
2019-02-13,1705
2019-02-14,1705
2019-02-15,1620
2019-02-16,1620
2019-02-17,1620
2019-02-18,1620
2019-02-19,1620
2019-02-20,1620
2019-02-21,1541
2019-02-22,1541
2019-02-23,1541
2019-02-24,1541
2019-02-25,1541
2019-02-26,1541
2019-02-27,1541
2019-02-28,1541
2019-03-01,1541
2019-03-02,1541
2019-03-03,1541
2019-03-04,1541
2019-03-05,1541
2019-03-06,1541
2019-03-07,1465
2019-03-08,1465
2019-03-09,1465
2019-03-10,1465
2019-03-11,1465
2019-03-12,1465
2019-03-13,1465
2019-03-14,1465
2019-03-15,1465
2019-03-16,1393
2019-03-17,1393
2019-03-18,1393
2019-03-19,1393
2019-03-20,1393
2019-03-21,1393
2019-03-22,1393
2019-03-23,1393
2019-03-24,1326
2019-03-25,1326
2019-03-26,1326
2019-03-27,1326
2019-03-28,1326
2019-03-29,1326
2019-03-30,1326
2019-03-31,1326
2019-04-01,1326
2019-04-02,1260
2019-04-03,1260
2019-04-04,1260
2019-04-05,1260
2019-04-06,1260
2019-04-07,1260
2019-04-08,1260
2019-04-09,1260
2019-04-10,1260
2019-04-11,1197
2019-04-12,1197
2019-04-13,1197
2019-04-14,1197
2019-04-15,1197
2019-04-16,1197
2019-04-17,1197
2019-04-18,1138
2019-04-19,1138
2019-04-20,1138
2019-04-21,1138
2019-04-22,1138
2019-04-23,1082
2019-04-24,1082
2019-04-25,1082
2019-04-26,1082
2019-04-27,1082
2019-04-28,1082
2019-04-29,1028
2019-04-30,1028
2019-05-01,1028
2019-05-02,1028
2019-05-03,1028
2019-05-04,1028
2019-05-05,977
2019-05-06,977
2019-05-07,977
2019-05-08,977
2019-05-09,977
2019-05-10,977
2019-05-11,977
2019-05-12,977
2019-05-13,930
2019-05-14,930
2019-05-15,930
2019-05-16,930
2019-05-17,930
2019-05-18,930
2019-05-19,930
2019-05-20,930
2019-05-21,930
2019-05-22,930
2019-05-23,883
2019-05-24,883
2019-05-25,883
2019-05-26,883
2019-05-27,883
2019-05-28,883
2019-05-29,883
2019-05-30,883
2019-05-31,838
2019-06-01,838
2019-06-02,838
2019-06-03,838
2019-06-04,838
2019-06-05,838
2019-06-06,838
2019-06-07,838
2019-06-08,838
2019-06-09,797
2019-06-10,797
2019-06-11,797
2019-06-12,797
2019-06-13,797
2019-06-14,797
2019-06-15,797
2019-06-16,797
2019-06-17,758
2019-06-18,758
2019-06-19,758
2019-06-20,758
2019-06-21,758
2019-06-22,758
2019-06-23,758
2019-06-24,758
2019-06-25,758
2019-06-26,758
2019-06-27,758
2019-06-28,758
2019-06-29,758
2019-06-30,720
2019-07-01,720
2019-07-02,720
2019-07-03,720
2019-07-04,720
2019-07-05,720
2019-07-06,720
2019-07-07,720
2019-07-08,720
2019-07-09,720
2019-07-10,720
2019-07-11,720
2019-07-12,684
2019-07-13,684
2019-07-14,684
2019-07-15,684
2019-07-16,684
2019-07-17,684
2019-07-18,684
2019-07-19,684
2019-07-20,684
2019-07-21,684
2019-07-22,684
2019-07-23,649
2019-07-24,649
2019-07-25,649
2019-07-26,649
2019-07-27,649
2019-07-28,649
2019-07-29,649
2019-07-30,649
2019-07-31,649
2019-08-01,649
2019-08-02,649
2019-08-03,649
2019-08-04,617
2019-08-05,617
2019-08-06,617
2019-08-07,617
2019-08-08,617
2019-08-09,617
2019-08-10,617
2019-08-11,617
2019-08-12,617
2019-08-13,617
2019-08-14,617
2019-08-15,617
2019-08-16,587
2019-08-17,587
